mode	record	line	locus	word	kind	rendering	row_status
R	f32v	f32v.8	f32v.8:1	otchol	MATERIAL	getrocknetes Gut	recorded
R	f32v	f32v.8	f32v.8:2	daiin	OTHER_ASSUMPTION	festgelegte Dosis	recorded
R	f32v	f32v.8	f32v.8:3	daiin	OTHER_ASSUMPTION	festgelegte Dosis	recorded
R	f32v	f32v.8	f32v.8:4	ctho	MATERIAL	Pflanzenpulver	recorded
R	f32v	f32v.8	f32v.8:5	daiin	OTHER_ASSUMPTION	festgelegte Dosis	recorded
R	f32v	f32v.8	f32v.8:6	qotaiin	MATERIAL	abgeteilte Portion	recorded
R	f32v	f32v.8	f32v.8:7	otchy	OPERATION	entnimm(qotaiin;Quelle=f32v.8:6;ASSUMED_SINGLE_MATERIAL)	recorded
R	f32v	f32v.8	f32v.8:8	d	OPEN	⟦d⟧	recorded
R	f32v	f32v.8	f32v.8:9	shan	MATERIAL	Überstand	recorded
R	f32v	f32v.9	f32v.9:1	qotchy	OPERATION	seihe ab(shan;Quelle=f32v.8:9;ASSUMED_SINGLE_MATERIAL)	recorded
R	f32v	f32v.9	f32v.9:2	cfhy	OTHER_ASSUMPTION	Filter	recorded
R	f32v	f32v.9	f32v.9:3	skey	OPERATION	halte zurück(shan;Quelle=f32v.8:9;ASSUMED_SINGLE_MATERIAL)	recorded
R	f32v	f32v.9	f32v.9:4	chocthy	MATERIAL	Pflanzenmark	recorded
R	f32v	f32v.9	f32v.9:5	daiin	OTHER_ASSUMPTION	festgelegte Dosis	recorded
R	f32v	f32v.9	f32v.9:6	cthaiin	MATERIAL	Pflanzenportion	recorded
R	f32v	f32v.9	f32v.9:7	daiin	OTHER_ASSUMPTION	festgelegte Dosis	recorded
R	f32v	f32v.10	f32v.10:1	sho	OTHER_ASSUMPTION	Flüssigkeit	recorded
R	f32v	f32v.10	f32v.10:2	keol	MATERIAL	Öl	recorded
R	f32v	f32v.10	f32v.10:3	chor	MATERIAL	Blüten	recorded
R	f32v	f32v.10	f32v.10:4	chol	OTHER_ASSUMPTION	trocken	recorded
R	f32v	f32v.10	f32v.10:5	daiin	OTHER_ASSUMPTION	festgelegte Dosis	recorded
R	f32v	f32v.10	f32v.10:6	cpho	OPERATION	zerstoße(chor;Quelle=f32v.10:3;ASSUMED_SINGLE_MATERIAL)	recorded
R	f32v	f32v.10	f32v.10:7	l	OPEN	⟦l⟧	recorded
R	f32v	f32v.10	f32v.10:8	cthol	MATERIAL	trockenes Pflanzengut	recorded
R	f32v	f32v.10	f32v.10:9	da	OPEN	⟦da⟧	recorded
R	f32v	f32v.10	f32v.10:10	ar	OTHER_ASSUMPTION	Anteil	recorded
R	f32v	f32v.11	f32v.11:1	ol	OTHER_ASSUMPTION	mit	recorded
R	f32v	f32v.11	f32v.11:2	sho	OTHER_ASSUMPTION	Flüssigkeit	recorded
R	f32v	f32v.11	f32v.11:3	chy	OPERATION	verarbeite(cthol;Quelle=f32v.10:8;ASSUMED_SINGLE_MATERIAL)	recorded
R	f29v	f29v.1	f29v.1:1	kooiin	MATERIAL	Wurzelgut	recorded
R	f29v	f29v.1	f29v.1:2	shor	MATERIAL	Samen	recorded
R	f29v	f29v.1	f29v.1:3	chetchy	OPERATION	zerkleinere(shor;Quelle=f29v.1:2;ASSUMED_SINGLE_MATERIAL)	recorded
R	f29v	f29v.1	f29v.1:4	ol	OTHER_ASSUMPTION	mit	recorded
R	f29v	f29v.1	f29v.1:5	ls	OPEN	⟦ls⟧	recorded
R	f29v	f29v.1	f29v.1:6	shytchy	OPERATION	benetze(cthy;Quelle=f29v.1:7;ASSUMED_SINGLE_MATERIAL)	recorded
R	f29v	f29v.1	f29v.1:7	cthy	MATERIAL	Pflanzengut	recorded
R	f29v	f29v.1	f29v.1:8	shy	OTHER_ASSUMPTION	feucht	recorded
R	f29v	f29v.1	f29v.1:9	cho	OTHER_ASSUMPTION	Inneres	recorded
R	f29v	f29v.1	f29v.1:10	shy	OTHER_ASSUMPTION	feucht	recorded
R	f29v	f29v.1	f29v.1:11	daiin	OTHER_ASSUMPTION	festgelegte Dosis	recorded
R	f29v	f29v.2	f29v.2:1	qotcheaiin	MATERIAL	abgetrennter Auszug	recorded
R	f29v	f29v.2	f29v.2:2	s	OTHER_ASSUMPTION	je	recorded
R	f29v	f29v.2	f29v.2:3	chol	OTHER_ASSUMPTION	trocken	recorded
R	f29v	f29v.2	f29v.2:4	chol	OTHER_ASSUMPTION	trocken	recorded
R	f29v	f29v.2	f29v.2:5	cthy	MATERIAL	Pflanzengut	recorded
R	f29v	f29v.2	f29v.2:6	chey	OPERATION	prüfe(cthy;Quelle=f29v.2:5;ASSUMED_SINGLE_MATERIAL)	recorded
R	f29v	f29v.2	f29v.2:7	cthold	MATERIAL	Pflanzenrückstand	recorded
R	f29v	f29v.2	f29v.2:8	ytchor	MATERIAL	zerkleinerte Blüten	recorded
R	f29v	f29v.2	f29v.2:9	dary	OTHER_ASSUMPTION	Teilmenge	recorded
R	f29v	f29v.3	f29v.3:1	chol	OTHER_ASSUMPTION	trocken	recorded
R	f29v	f29v.3	f29v.3:2	chol	OTHER_ASSUMPTION	trocken	recorded
R	f29v	f29v.3	f29v.3:3	kor	OTHER_ASSUMPTION	Mörser	recorded
R	f29v	f29v.3	f29v.3:4	shey	OPERATION	fülle ein(ytchor;Quelle=f29v.2:8;ASSUMED_SINGLE_MATERIAL)	recorded
R	f29v	f29v.3	f29v.3:5	odaiin	MATERIAL	Zusatzmenge	recorded
R	f29v	f29v.3	f29v.3:6	qotchy	OPERATION	seihe ab(odaiin;Quelle=f29v.3:5;ASSUMED_SINGLE_MATERIAL)	recorded
R	f29v	f29v.3	f29v.3:7	taiin	OTHER_ASSUMPTION	Auffanggefäß	recorded
R	f29v	f29v.3	f29v.3:8	s	OTHER_ASSUMPTION	je	recorded
R	f29v	f29v.3	f29v.3:9	she	OPERATION	lasse stehen(odaiin;Quelle=f29v.3:5;ASSUMED_SINGLE_MATERIAL)	recorded
R	f29v	f29v.3	f29v.3:10	otey	OTHER_ASSUMPTION	bis	recorded
R	f29v	f29v.3	f29v.3:11	sy	OTHER_ASSUMPTION	klar	recorded
R	f29v	f29v.4	f29v.4:1	ysho	OTHER_ASSUMPTION	Flüssigkeitszugabe	recorded
R	f29v	f29v.4	f29v.4:2	otshy	OTHER_ASSUMPTION	kühl	recorded
R	f29v	f29v.4	f29v.4:3	okaiin	MATERIAL	Ansatz	recorded
R	f29v	f29v.4	f29v.4:4	cthy	MATERIAL	Pflanzengut	recorded
R	f29v	f29v.4	f29v.4:5	oltchy	OTHER_ASSUMPTION	abgekühlt	recorded
R	f29v	f29v.4	f29v.4:6	s	OTHER_ASSUMPTION	je	recorded
R	f29v	f29v.4	f29v.4:7	shot	OPERATION	erwärme(cthy;Quelle=f29v.4:4;ASSUMED_SINGLE_MATERIAL)	recorded
R	f29v	f29v.4	f29v.4:8	sho	OTHER_ASSUMPTION	Flüssigkeit	recorded
R	f29v	f29v.4	f29v.4:9	okaiin	MATERIAL	Ansatz	recorded
