panel,word,A,B,required_pairs,possible_pools,decision
ZL_ALL_LITERAL_GROUPS,lkeey,3,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,lol,0,1,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,lolsaiiin,0,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,lshedy,0,2,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,lteeal,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,o,0,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,oain,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,odain,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,oekey,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,oiiin,0,1,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,okaiin,0,1,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,okain,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,okal,0,2,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,okeam,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,okechdy,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,okedy,0,1,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,okeeesey,0,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,okeeo,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,okeeolkcheey,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,okeeshey,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,okeey,3,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,okeoteey,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,okoey,0,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,ol,0,5,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,olchal,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,olor,0,1,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,olpoikhy,0,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,oltydy,0,1,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,opor,0,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,or,1,1,1,BP02|BP04|BP06|BP13|BP14|BP16|BP17|BP19|BP20|BP22|BP41|BP44|BP45|BP46,NECESSARY_DOMAIN_NONEMPTY
ZL_ALL_LITERAL_GROUPS,otain,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,otam,0,1,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,oteed,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,oteedy,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,oteeol,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,oteey,2,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,oty,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,pchedar,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,porain,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,psheoldy,0,1,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,qeear,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,qo,0,1,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,qoeedy,0,1,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,qokaiin,0,3,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,qokain,0,1,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,qokal,0,2,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,qokedy,0,1,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,qokeedy,1,1,1,BP02|BP04|BP06|BP13|BP14|BP16|BP17|BP19|BP20|BP22|BP41|BP44|BP45|BP46,NECESSARY_DOMAIN_NONEMPTY
ZL_ALL_LITERAL_GROUPS,qokeey,4,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,qokeeylkain,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,qokey,3,1,1,BP02|BP04|BP20|BP46,NECESSARY_DOMAIN_NONEMPTY
ZL_ALL_LITERAL_GROUPS,qokopy,0,1,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,qoky,2,3,2,BP04|BP19|BP20,NECESSARY_DOMAIN_NONEMPTY
ZL_ALL_LITERAL_GROUPS,qol,0,1,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,qolaiin,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,qorar,0,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,qoteedy,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,qoteey,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,qoy,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,r,0,3,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,rchey,0,1,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,ror,0,1,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,saiiin,0,1,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,saiin,0,2,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,san,0,1,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,sar,0,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,shal,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,shedy,1,6,1,BP13|BP19,NECESSARY_DOMAIN_NONEMPTY
ZL_ALL_LITERAL_GROUPS,sheedy,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,sheey,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,shekeey,0,1,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,sheo,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,shey,0,2,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,soain,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,sol,0,2,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,sor,0,1,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,sshey,0,1,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,sy,0,1,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,tar,0,1,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,teed,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,teolkedain,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,tor,0,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,y,4,1,1,BP04|BP20,NECESSARY_DOMAIN_NONEMPTY
ZL_ALL_LITERAL_GROUPS,ycheey,0,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,ycheo,0,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,ycheosaiin,1,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,yrchey,0,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,ysheey,0,0,0,,NOT_SHARED
ZL_ALL_LITERAL_GROUPS,ysheeyqorar,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,aiin,5,4,4,,EMPTY_NECESSARY_DOMAIN
IT_ALL_LITERAL_GROUPS,aiinal,0,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,ain,2,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,al,5,1,1,,EMPTY_NECESSARY_DOMAIN
IT_ALL_LITERAL_GROUPS,char,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,chchky,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,cheal,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,checkhed,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,chedy,3,3,3,BP04|BP20,NECESSARY_DOMAIN_NONEMPTY
IT_ALL_LITERAL_GROUPS,cheedy,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,cheeo,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,chees,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,cheey,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,cheom,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,chey,5,3,3,,EMPTY_NECESSARY_DOMAIN
IT_ALL_LITERAL_GROUPS,chody,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,daiin,1,2,1,BP02|BP04|BP13|BP16|BP17|BP19|BP20|BP22|BP44,NECESSARY_DOMAIN_NONEMPTY
IT_ALL_LITERAL_GROUPS,dal,1,1,1,BP02|BP04|BP06|BP13|BP14|BP16|BP17|BP19|BP20|BP22|BP41|BP44|BP45|BP46,NECESSARY_DOMAIN_NONEMPTY
IT_ALL_LITERAL_GROUPS,dchedy,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,dedy,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,dkshey,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,dl,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,dy,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,iir,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,kain,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,kedy,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,keedy,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,keeedal,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,keeey,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,keey,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,lchedy,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,lkain,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,lkar,2,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,lkeedain,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,lkeedy,2,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,lkeeey,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,lkeey,3,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,lol,0,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,lolsaiiin,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,lshedy,0,2,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,lteeal,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,o,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,oain,0,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,odain,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,oekey,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,oiiin,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,okaiin,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,okain,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,okal,0,2,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,okeam,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,okechdy,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,okedy,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,okeeesey,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,okeeo,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,okeeolkcheey,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,okeeshey,0,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,okeey,2,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,okeoteey,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,okoey,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,ol,0,5,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,olchal,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,olor,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,olpoikhy,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,oltydy,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,opor,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,or,1,1,1,BP02|BP04|BP06|BP13|BP14|BP16|BP17|BP19|BP20|BP22|BP41|BP44|BP45|BP46,NECESSARY_DOMAIN_NONEMPTY
IT_ALL_LITERAL_GROUPS,otain,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,otam,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,oteed,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,oteedy,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,oteeol,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,oteey,2,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,oty,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,pchedar,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,porain,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,psheoldy,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,qeear,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,qo,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,qoeedy,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,qokaiin,0,3,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,qokain,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,qokal,0,2,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,qokedy,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,qokeedy,1,1,1,BP02|BP04|BP06|BP13|BP14|BP16|BP17|BP19|BP20|BP22|BP41|BP44|BP45|BP46,NECESSARY_DOMAIN_NONEMPTY
IT_ALL_LITERAL_GROUPS,qokeey,5,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,qokeeylkain,0,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,qokey,3,1,1,BP02|BP04|BP20|BP46,NECESSARY_DOMAIN_NONEMPTY
IT_ALL_LITERAL_GROUPS,qokopy,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,qoky,2,3,2,BP04|BP19|BP20,NECESSARY_DOMAIN_NONEMPTY
IT_ALL_LITERAL_GROUPS,qol,1,1,1,BP02|BP04|BP06|BP13|BP14|BP16|BP17|BP19|BP20|BP22|BP41|BP44|BP45|BP46,NECESSARY_DOMAIN_NONEMPTY
IT_ALL_LITERAL_GROUPS,qolaiin,0,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,qorar,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,qoteedy,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,qoteey,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,qoy,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,r,0,3,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,rchey,0,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,ror,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,saiiin,0,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,saiin,1,2,1,BP02|BP04|BP13|BP16|BP17|BP19|BP20|BP22|BP44,NECESSARY_DOMAIN_NONEMPTY
IT_ALL_LITERAL_GROUPS,san,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,sar,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,shal,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,shedy,1,6,1,BP13|BP19,NECESSARY_DOMAIN_NONEMPTY
IT_ALL_LITERAL_GROUPS,sheedy,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,sheey,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,shekeey,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,sheo,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,shey,0,2,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,soain,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,sol,0,2,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,sor,0,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,sshey,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,sy,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,tar,0,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,teed,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,teolkedain,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,tor,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,y,2,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,ycheey,2,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,ycheo,1,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,ycheosaiin,0,0,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,yrchey,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,ysheey,0,1,0,,NOT_SHARED
IT_ALL_LITERAL_GROUPS,ysheeyqorar,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,aiin,3,4,3,BP04|BP20,NECESSARY_DOMAIN_NONEMPTY
UNIQUE_FORCED_COMMON,aiinal,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,ain,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,al,4,1,1,BP04|BP20,NECESSARY_DOMAIN_NONEMPTY
UNIQUE_FORCED_COMMON,char,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,chchky,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,cheal,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,checkhed,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,chedy,3,3,3,BP04|BP20,NECESSARY_DOMAIN_NONEMPTY
UNIQUE_FORCED_COMMON,cheedy,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,cheeo,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,chees,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,cheey,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,cheom,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,chey,5,3,3,,EMPTY_NECESSARY_DOMAIN
UNIQUE_FORCED_COMMON,chody,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,daiin,1,2,1,BP02|BP04|BP13|BP16|BP17|BP19|BP20|BP22|BP44,NECESSARY_DOMAIN_NONEMPTY
UNIQUE_FORCED_COMMON,dal,1,1,1,BP02|BP04|BP06|BP13|BP14|BP16|BP17|BP19|BP20|BP22|BP41|BP44|BP45|BP46,NECESSARY_DOMAIN_NONEMPTY
UNIQUE_FORCED_COMMON,dchedy,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,dedy,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,dkshey,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,dl,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,dy,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,iir,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,kain,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,kedy,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,keedy,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,keeedal,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,keeey,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,keey,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,lchedy,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,lkain,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,lkar,2,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,lkeedain,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,lkeedy,2,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,lkeeey,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,lkeey,3,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,lol,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,lolsaiiin,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,lshedy,0,2,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,lteeal,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,o,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,oain,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,odain,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,oekey,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,oiiin,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,okaiin,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,okain,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,okal,0,2,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,okeam,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,okechdy,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,okedy,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,okeeesey,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,okeeo,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,okeeolkcheey,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,okeeshey,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,okeey,2,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,okeoteey,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,okoey,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,ol,0,5,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,olchal,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,olor,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,olpoikhy,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,oltydy,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,opor,0,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,or,1,1,1,BP02|BP04|BP06|BP13|BP14|BP16|BP17|BP19|BP20|BP22|BP41|BP44|BP45|BP46,NECESSARY_DOMAIN_NONEMPTY
UNIQUE_FORCED_COMMON,otain,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,otam,0,1,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,oteed,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,oteedy,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,oteeol,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,oteey,2,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,oty,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,pchedar,1,0,0,,NOT_SHARED
UNIQUE_FORCED_COMMON,porain,1,0,0,,NOT_SHARED
