statement_id	record	page	events	actual_signature	nearest_base_id	nearest_base_signature	edit_distance	edit_script	fit_class	teach_as_program	workshop_reading	same_edit_recipe_count	reusable_edit_recipe
H4-S002	H4	f55v	3	METER_CHECK>ACTIVATE_CHARGE>CONTINUE_USE	M02	METER_CHECK>MOVE_PASS>METER_CHECK	2	SUB@2:MOVE_PASS>ACTIVATE_CHARGE|SUB@3:METER_CHECK>CONTINUE_USE	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
H4-S003	H4	f55v	4	METER_CHECK>SOURCE_DRAW>ACTIVATE_CHARGE>CONTINUE_USE>CLOSE	PG008	METER_CHECK>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	2	SUB@2:ACTIVATE_CHARGE>SOURCE_DRAW|SUB@4:HOLD_STATE>CONTINUE_USE	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
H4-S004	H4	f55v	6	METER_CHECK>TARGET_HANDOFF>ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>ACTIVATE_CHARGE	PG008	METER_CHECK>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	3	INS@2:TARGET_HANDOFF|SUB@4:HOLD_STATE>CONTINUE_USE|SUB@5:CLOSE>ACTIVATE_CHARGE	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
H5-S001	H5	f56r	9	ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF>METER_CHECK>ACTIVATE_CHARGE>MOVE_PASS>ACTIVATE_CHARGE>CONTINUE_USE>TARGET_HANDOFF	M01	ACTIVATE_CHARGE>METER_CHECK>MOVE_PASS	6	INS@1:ACTIVATE_CHARGE|INS@2:TARGET_HANDOFF|INS@3:ACTIVATE_CHARGE|INS@4:ACTIVATE_CHARGE|INS@4:CONTINUE_USE|INS@4:TARGET_HANDOFF	LONG_LOCAL_CHAIN	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
H5-S002	H5	f56r	4	CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	PG006	ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	1	INS@1:CONTINUE_USE	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
H5-S003	H5	f56r	4	HOLD_STATE>ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE	PG005	HOLD_STATE>HOLD_STATE>CLOSE	2	INS@2:ACTIVATE_CHARGE|SUB@3:CLOSE>ACTIVATE_CHARGE	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
H5-S004	H5	f56r	3	ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF	M01	ACTIVATE_CHARGE>METER_CHECK>MOVE_PASS	2	SUB@2:METER_CHECK>ACTIVATE_CHARGE|SUB@3:MOVE_PASS>TARGET_HANDOFF	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
H5-S005	H5	f56r	4	ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE	PG006	ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	2	SUB@3:HOLD_STATE>ACTIVATE_CHARGE|SUB@4:CLOSE>ACTIVATE_CHARGE	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
H5-S006	H5	f56r	3	ACTIVATE_CHARGE>HOLD_STATE>METER_CHECK	M08	ACTIVATE_CHARGE>METER_CHECK	1	INS@2:HOLD_STATE	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B1-S002	B1	f81v	19	METER_CHECK>MOVE_PASS>TARGET_HANDOFF>SOURCE_DRAW>CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF>CONTINUE_USE>HOLD_STATE>MOVE_PASS>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>METER_CHECK>HOLD_STATE>METER_CHECK>MOVE_PASS>MOVE_PASS>CLOSE	PG008	METER_CHECK>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	15	INS@2:MOVE_PASS|INS@2:TARGET_HANDOFF|INS@2:SOURCE_DRAW|INS@2:CONTINUE_USE|INS@2:ACTIVATE_CHARGE|INS@3:TARGET_HANDOFF|INS@3:CONTINUE_USE|INS@3:HOLD_STATE|INS@3:MOVE_PASS|INS@4:CONTINUE_USE|INS@4:HOLD_STATE|INS@4:METER_CHECK|INS@5:METER_CHECK|INS@5:MOVE_PASS|INS@5:MOVE_PASS	LONG_LOCAL_CHAIN	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B1-S003	B1	f81v	2	CONTINUE_USE>HOLD_STATE>CLOSE	PG001	HOLD_STATE>CLOSE	1	INS@1:CONTINUE_USE	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B1-S004	B1	f81v	3	MOVE_PASS>CONTINUE_USE>HOLD_STATE>CLOSE	PG001	HOLD_STATE>CLOSE	2	INS@1:MOVE_PASS|INS@1:CONTINUE_USE	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B1-S006	B1	f81v	4	ACTIVATE_CHARGE>MOVE_PASS>MOVE_PASS>HOLD_STATE	M01	ACTIVATE_CHARGE>METER_CHECK>MOVE_PASS	2	SUB@2:METER_CHECK>MOVE_PASS|INS@4:HOLD_STATE	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B1-S008	B1	f81v	5	CONTINUE_USE>CONTINUE_USE>HOLD_STATE>CONTINUE_USE>HOLD_STATE>CLOSE	PG004	CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE	2	INS@1:CONTINUE_USE|INS@3:CONTINUE_USE	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B1-S011	B1	f81v	2	MOVE_PASS>ACTIVATE_CHARGE	M07	MOVE_PASS>ACTIVATE_CHARGE	0	EXACT	EXACT_BASE	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B1-S014	B1	f81v	5	MOVE_PASS>HOLD_STATE>TARGET_HANDOFF>CONTINUE_USE>SOURCE_DRAW	M03	MOVE_PASS>ACTIVATE_CHARGE>MOVE_PASS	4	INS@2:HOLD_STATE|INS@2:TARGET_HANDOFF|SUB@2:ACTIVATE_CHARGE>CONTINUE_USE|SUB@3:MOVE_PASS>SOURCE_DRAW	LONG_LOCAL_CHAIN	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B1-S015	B1	f81v	2	HOLD_STATE>ACTIVATE_CHARGE>CLOSE	PG001	HOLD_STATE>CLOSE	1	INS@2:ACTIVATE_CHARGE	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B1-S016	B1	f81v	4	TARGET_HANDOFF>HOLD_STATE>CONTINUE_USE>HOLD_STATE>CLOSE	PG004	CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE	2	SUB@1:CONTINUE_USE>TARGET_HANDOFF|INS@3:CONTINUE_USE	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B1-S017	B1	f81v	3	TARGET_HANDOFF>HOLD_STATE>MOVE_PASS>CLOSE	PG009	TARGET_HANDOFF>HOLD_STATE>CLOSE	1	INS@3:MOVE_PASS	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B1-S018	B1	f81v	4	MOVE_PASS>HOLD_STATE>METER_CHECK>HOLD_STATE>CLOSE	PG004	CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE	2	SUB@1:CONTINUE_USE>MOVE_PASS|INS@3:METER_CHECK	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B1-S021	B1	f81v	1	TARGET_HANDOFF	M09	TARGET_HANDOFF>METER_CHECK	1	DEL@2:METER_CHECK	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B2-S004	B2	f82r	5	TARGET_HANDOFF>ACTIVATE_CHARGE>MOVE_PASS>HOLD_STATE>MOVE_PASS>CLOSE	PG006	ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	3	INS@1:TARGET_HANDOFF|SUB@2:ACTIVATE_CHARGE>MOVE_PASS|INS@4:MOVE_PASS	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B2-S005	B2	f82r	8	TARGET_HANDOFF>METER_CHECK>MOVE_PASS>METER_CHECK>METER_CHECK>HOLD_STATE>ACTIVATE_CHARGE>MOVE_PASS>CLOSE	M02	METER_CHECK>MOVE_PASS>METER_CHECK	6	INS@1:TARGET_HANDOFF|INS@3:METER_CHECK|INS@4:HOLD_STATE|INS@4:ACTIVATE_CHARGE|INS@4:MOVE_PASS|INS@4:CLOSE	LONG_LOCAL_CHAIN	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B2-S006	B2	f82r	4	HOLD_STATE>TARGET_HANDOFF>ACTIVATE_CHARGE>ACTIVATE_CHARGE	M03	MOVE_PASS>ACTIVATE_CHARGE>MOVE_PASS	3	INS@1:HOLD_STATE|SUB@1:MOVE_PASS>TARGET_HANDOFF|SUB@3:MOVE_PASS>ACTIVATE_CHARGE	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B2-S008	B2	f82r	3	METER_CHECK>SOURCE_DRAW>HOLD_STATE>CLOSE	M05	METER_CHECK>HOLD_STATE	2	INS@2:SOURCE_DRAW|INS@3:CLOSE	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B2-S010	B2	f82r	4	HOLD_STATE>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE	M01	ACTIVATE_CHARGE>METER_CHECK>MOVE_PASS	3	INS@1:HOLD_STATE|SUB@2:METER_CHECK>CONTINUE_USE|SUB@3:MOVE_PASS>HOLD_STATE	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B2-S011	B2	f82r	4	ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	PG006	ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	1	INS@1:ACTIVATE_CHARGE	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B2-S012	B2	f82r	8	SOURCE_DRAW>HOLD_STATE>HOLD_STATE>HOLD_STATE>SOURCE_DRAW>METER_CHECK>CONTINUE_USE>HOLD_STATE>CLOSE	PG004	CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE	6	INS@1:SOURCE_DRAW|INS@1:HOLD_STATE|SUB@1:CONTINUE_USE>HOLD_STATE|INS@3:SOURCE_DRAW|INS@3:METER_CHECK|INS@3:CONTINUE_USE	LONG_LOCAL_CHAIN	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B2-S014	B2	f82r	1	SOURCE_DRAW	M04	METER_CHECK>MOVE_PASS	2	DEL@1:METER_CHECK|SUB@2:MOVE_PASS>SOURCE_DRAW	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B2-S016	B2	f82r	8	TARGET_HANDOFF>SOURCE_DRAW>ACTIVATE_CHARGE>METER_CHECK>HOLD_STATE>METER_CHECK>HOLD_STATE>MOVE_PASS>CLOSE	M01	ACTIVATE_CHARGE>METER_CHECK>MOVE_PASS	6	INS@1:TARGET_HANDOFF|INS@1:SOURCE_DRAW|INS@2:METER_CHECK|INS@2:HOLD_STATE|INS@3:HOLD_STATE|INS@4:CLOSE	LONG_LOCAL_CHAIN	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B2-S017	B2	f82r	2	HOLD_STATE>TARGET_HANDOFF>CLOSE	PG001	HOLD_STATE>CLOSE	1	INS@2:TARGET_HANDOFF	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B3-S003	B3	f83r	4	CONTINUE_USE>METER_CHECK>CONTINUE_USE>MOVE_PASS>CLOSE	M01	ACTIVATE_CHARGE>METER_CHECK>MOVE_PASS	3	SUB@1:ACTIVATE_CHARGE>CONTINUE_USE|INS@3:CONTINUE_USE|INS@4:CLOSE	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B3-S004	B3	f83r	3	METER_CHECK>TARGET_HANDOFF>SOURCE_DRAW	M02	METER_CHECK>MOVE_PASS>METER_CHECK	2	SUB@2:MOVE_PASS>TARGET_HANDOFF|SUB@3:METER_CHECK>SOURCE_DRAW	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B3-S006	B3	f83r	3	MOVE_PASS>TARGET_HANDOFF>MOVE_PASS>CLOSE	M03	MOVE_PASS>ACTIVATE_CHARGE>MOVE_PASS	2	SUB@2:ACTIVATE_CHARGE>TARGET_HANDOFF|INS@4:CLOSE	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B3-S007	B3	f83r	3	METER_CHECK>MOVE_PASS>HOLD_STATE>CLOSE	M02	METER_CHECK>MOVE_PASS>METER_CHECK	2	INS@3:HOLD_STATE|SUB@3:METER_CHECK>CLOSE	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B3-S009	B3	f83r	1	ACTIVATE_CHARGE	M07	MOVE_PASS>ACTIVATE_CHARGE	1	DEL@1:MOVE_PASS	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B3-S011	B3	f83r	4	HOLD_STATE>ACTIVATE_CHARGE>MOVE_PASS>SOURCE_DRAW	M03	MOVE_PASS>ACTIVATE_CHARGE>MOVE_PASS	2	SUB@1:MOVE_PASS>HOLD_STATE|INS@4:SOURCE_DRAW	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B3-S014	B3	f83r	2	MOVE_PASS>HOLD_STATE>CLOSE	PG001	HOLD_STATE>CLOSE	1	INS@1:MOVE_PASS	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B3-S016	B3	f83r	2	MOVE_PASS>ACTIVATE_CHARGE>CLOSE	M03	MOVE_PASS>ACTIVATE_CHARGE>MOVE_PASS	1	SUB@3:MOVE_PASS>CLOSE	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B3-S020	B3	f83r	2	TARGET_HANDOFF>MOVE_PASS>CLOSE	PG002	MOVE_PASS>CLOSE	1	INS@1:TARGET_HANDOFF	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B3-S021	B3	f83r	11	METER_CHECK>HOLD_STATE>TARGET_HANDOFF>CONTINUE_USE>METER_CHECK>HOLD_STATE>HOLD_STATE>CONTINUE_USE>TARGET_HANDOFF>HOLD_STATE>TARGET_HANDOFF>CLOSE	PG004	CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE	8	INS@1:METER_CHECK|INS@1:HOLD_STATE|INS@1:TARGET_HANDOFF|INS@2:METER_CHECK|INS@2:HOLD_STATE|INS@3:CONTINUE_USE|INS@3:TARGET_HANDOFF|INS@4:TARGET_HANDOFF	LONG_LOCAL_CHAIN	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B3-S026	B3	f83r	7	HOLD_STATE>METER_CHECK>MOVE_PASS>ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	PG008	METER_CHECK>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	3	INS@1:HOLD_STATE|INS@2:MOVE_PASS|INS@3:HOLD_STATE	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B3-S030	B3	f83r	4	ACTIVATE_CHARGE>METER_CHECK>MOVE_PASS>MOVE_PASS>CLOSE	M01	ACTIVATE_CHARGE>METER_CHECK>MOVE_PASS	2	INS@3:MOVE_PASS|INS@4:CLOSE	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B3-S032	B3	f83r	5	ACTIVATE_CHARGE>ACTIVATE_CHARGE>METER_CHECK>METER_CHECK>HOLD_STATE>CLOSE	PG006	ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	2	INS@3:METER_CHECK|INS@3:METER_CHECK	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B3-S034	B3	f83r	6	METER_CHECK>HOLD_STATE>ACTIVATE_CHARGE>METER_CHECK>TARGET_HANDOFF>HOLD_STATE>CLOSE	PG008	METER_CHECK>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	3	INS@2:HOLD_STATE|INS@3:METER_CHECK|SUB@3:ACTIVATE_CHARGE>TARGET_HANDOFF	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B4-S003	B4	f83r	7	MOVE_PASS>TARGET_HANDOFF>ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>CLOSE	PG006	ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	4	INS@1:MOVE_PASS|INS@1:TARGET_HANDOFF|INS@2:HOLD_STATE|INS@3:CONTINUE_USE	LONG_LOCAL_CHAIN	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B4-S010	B4	f83r	1	CONTINUE_USE>CLOSE	PG001	HOLD_STATE>CLOSE	1	SUB@1:HOLD_STATE>CONTINUE_USE	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B4-S011	B4	f83r	7	METER_CHECK>HOLD_STATE>HOLD_STATE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>CLOSE	PG008	METER_CHECK>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	3	INS@2:HOLD_STATE|INS@2:HOLD_STATE|INS@4:CONTINUE_USE	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B4-S014	B4	f83r	4	ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>MOVE_PASS>CLOSE	PG004	CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE	2	INS@1:ACTIVATE_CHARGE|SUB@3:HOLD_STATE>MOVE_PASS	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B4-S015	B4	f83r	6	ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE>TARGET_HANDOFF>HOLD_STATE>MOVE_PASS>CLOSE	PG006	ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	3	INS@2:HOLD_STATE|INS@3:TARGET_HANDOFF|INS@4:MOVE_PASS	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B4-S016	B4	f83r	4	ACTIVATE_CHARGE>TARGET_HANDOFF>SOURCE_DRAW>HOLD_STATE>CLOSE	PG006	ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	2	INS@2:TARGET_HANDOFF|SUB@2:ACTIVATE_CHARGE>SOURCE_DRAW	SMALL_LOCAL_VARIATION	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B5-S003	B5	f83r	9	TARGET_HANDOFF>TARGET_HANDOFF>CONTINUE_USE>MOVE_PASS>TARGET_HANDOFF>METER_CHECK>CONTINUE_USE>METER_CHECK>MOVE_PASS	M01	ACTIVATE_CHARGE>METER_CHECK>MOVE_PASS	7	INS@1:TARGET_HANDOFF|INS@1:TARGET_HANDOFF|INS@1:CONTINUE_USE|INS@1:MOVE_PASS|INS@1:TARGET_HANDOFF|INS@1:METER_CHECK|SUB@1:ACTIVATE_CHARGE>CONTINUE_USE	LONG_LOCAL_CHAIN	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
B6-S001	B6	f83r	9	HOLD_STATE>HOLD_STATE>HOLD_STATE>CONTINUE_USE>METER_CHECK>CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE	PG004	CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE	7	SUB@1:CONTINUE_USE>HOLD_STATE|INS@4:CONTINUE_USE|INS@4:METER_CHECK|INS@4:CONTINUE_USE|INS@4:ACTIVATE_CHARGE|INS@4:ACTIVATE_CHARGE|SUB@4:CLOSE>ACTIVATE_CHARGE	LONG_LOCAL_CHAIN	NO	EMERGENT_CARD_BY_CARD_PATH	1	NO
