template_id	strict_frame	occurrence_count	record_count	page_count	register_count	recurrence_class	surface_type_count	surface_recurrence_mode	recipe_variant_count	recipe_frames	phrase_variant_count	canonical_owner_neutral_phrase_de	phrase_stable	pages	registers	record_ids	source_fragment_ids	surface_examples	claim_status
G481-ET011	COORDINATE[AUSGANG @NONE]	2	2	2	1	CROSS_PAGE	1	SAME_SURFACE	1	COORDINATE[AR @NONE]	1	Adressspur: Ausgang.	YES	f71v|f72r	CELESTIAL	G475-R009|G475-R019	G481-E012|G481-E028	ar	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET012	COORDINATE[ZIELORT · POSTEN @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[AL+Y @NONE]	1	Adressspur: Zielort → Posten.	YES	f71v	CELESTIAL	G475-R009	G481-E013	aly	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET013	COORDINATE[{N1} · ZIELORT · AUSGANG @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[AL+AR @NONE]	1	Adressspur: Namenseintrag »{N1}« → Zielort → Ausgang.	YES	f71v	CELESTIAL	G475-R010	G481-E014	opalar	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET014	COORDINATE[HIER @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[AM_ADDR @NONE]	1	Adressspur: hier.	YES	f71v	CELESTIAL	G475-R010	G481-E015	am	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET015	COORDINATE[ANTEIL @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[AIN @NONE]	1	Adressspur: Anteil.	YES	f71v	CELESTIAL	G475-R010	G481-E016	dan	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET016	CATALOGUE[{N1} · ZIELORT · EINHEIT @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AL+OR @NONE]	1	Namenseintrag »{N1}« — Zielzuordnung, Einheitsangabe.	YES	f71v	CELESTIAL	G475-R011	G481-E017	opalor	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET017	CATALOGUE[AUSFÜHRUNG · HIER · {N1} @NONE]	2	2	2	1	CROSS_PAGE	2	MULTIPLE_SURFACES	1	CATALOGUE[O+LOCAL_CHAR_F @NONE]	1	Namenseintrag »{N1}« — Ausführungsvermerk, Hier-Vermerk.	YES	f71v|f72r	CELESTIAL	G475-R012|G475-R032	G481-E019|G481-E048	ofaom || ofchdamy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET018	CATALOGUE[DANACH · ZIELORT · {N1} @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OT+AL @START_FRESH_SIBLING:FORWARD_OPEN]	1	Namenseintrag »{N1}« — Folgevermerk, Zielzuordnung. Reihenfolge konkret: OT — danach Zielort.	YES	f71v	CELESTIAL	G475-R013	G481-E020	otalody	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET019	COORDINATE[DANACH · ZIELORT · WERT @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OT+AL+AIIN @START_FRESH_SIBLING:FORWARD_OPEN]	1	Adressspur: danach → Zielort → Wert. Reihenfolge konkret: OT — danach Zielort.	YES	f71v	CELESTIAL	G475-R014	G481-E021	otalaiin	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET020	INSTRUCTION[DANACH · AUSGANG @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OT+AR @START_FRESH_SIBLING:FORWARD_OPEN]	1	Danach beziehe den Eintrag vom Ausgang. Reihenfolge konkret: OT — danach Ausgang.	YES	f71v	CELESTIAL	G475-R015	G481-E022	otar	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET021	INSTRUCTION[HALTEN · AUSGANG @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[SH+AR @NONE]	1	Halte den Eintrag vom Ausgang.	YES	f71v	CELESTIAL	G475-R015	G481-E023	shar	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET022	INSTRUCTION[HALTEN · FORTSETZEN · HALTEN · {N1} @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[SH+OL+SH @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	1	Weiter halte den Namenseintrag »{N1}« und halte den Namenseintrag »{N1}«. Reihenfolge konkret: OL — Halten in Halten weiterführen.	YES	f71v	CELESTIAL	G475-R016	G481-E024	sholshdy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET023	INSTRUCTION[{N1} · HALTEN · {N2} @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[SH @NONE]	1	Halte den Namenseintrag »{N1}« und den Namenseintrag »{N2}«.	YES	f72r	CELESTIAL	G475-R017	G481-E025	oshodady	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET024	CATALOGUE[{N1} · ANTEIL · POSTEN @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AIN+Y @NONE]	1	Namenseintrag »{N1}« — Anteilsangabe, Postenangabe.	YES	f72r	CELESTIAL	G475-R018	G481-E026	chdaiirdainy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET025	COORDINATE[AUSFÜHRUNG · WERT @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[O+AIIN @NONE]	1	Adressspur: Ausführungspunkt → Wert.	YES	f72r	CELESTIAL	G475-R019	G481-E027	oaiin	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET026	COORDINATE[AUSGANG · POSTEN @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[AR+Y @NONE]	1	Adressspur: Ausgang → Posten.	YES	f72r	CELESTIAL	G475-R019	G481-E029	ary	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET027	INSTRUCTION[SETZEN · ZIELORT · HIER @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OK+AL+AM_ADDR @NONE]	1	Setze den Eintrag zum Zielort an der bezeichneten Stelle.	YES	f72r	CELESTIAL	G475-R020	G481-E030	okalam	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET028	INSTRUCTION[{N1} · ZIELORT · HALTEN · {N2} @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[AL+SH @NONE]	1	Halte den Namenseintrag »{N1}« und den Namenseintrag »{N2}« zum Zielort.	YES	f72r	CELESTIAL	G475-R021	G481-E031	ytalshdy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET029	CATALOGUE[ZIELORT · {N1} @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AL @NONE]	1	Namenseintrag »{N1}« — Zielzuordnung.	YES	f72r	CELESTIAL	G475-R022	G481-E033	alif	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET030	COORDINATE[DANACH · AUSGANG · ZIELORT · POSTEN @START_FRESH_SIBLING:FORWARD_OPEN]	2	2	1	1	SAME_PAGE_RECURRENT	1	SAME_SURFACE	1	COORDINATE[OT+AR+AL+Y @START_FRESH_SIBLING:FORWARD_OPEN]	1	Adressspur: danach → Ausgang → Zielort → Posten. Reihenfolge konkret: OT — danach Ausgang.	YES	f72r	CELESTIAL	G475-R023|G475-R037	G481-E034|G481-E053	otaraldy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET031	COORDINATE[DANACH · ANTEIL @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OT+AIN @START_FRESH_SIBLING:FORWARD_OPEN]	1	Adressspur: danach → Anteil. Reihenfolge konkret: OT — danach Anteil.	YES	f72r	CELESTIAL	G475-R024	G481-E036	otain	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET032	INSTRUCTION[DANACH · ZIELORT · {N1} @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OT+AL @START_FRESH_SIBLING:FORWARD_OPEN]	1	Danach beziehe den Namenseintrag »{N1}« zum Zielort. Reihenfolge konkret: OT — danach Zielort.	YES	f72r	CELESTIAL	G475-R025	G481-E037	otalef	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET033	INSTRUCTION[POSTEN · WÄHLEN @NONE]	2	2	2	2	CROSS_REGISTER	2	MULTIPLE_SURFACES	1	INSTRUCTION[Y+S @NONE]	1	Wähle den Posten.	YES	f72r|f89r	CELESTIAL|PHARMA	G475-R025|G475-R126	G481-E038|G481-E174	ys || cheys	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET034	INSTRUCTION[ANTEIL · HIER @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[AIN+AM_ADDR @NONE]	1	Im selben Gang wähle den Anteil an der bezeichneten Stelle.	YES	f72r	CELESTIAL	G475-R025	G481-E039	ainam	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET035	INSTRUCTION[AUSFÜHRUNG · FORTSETZEN @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[O+OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	1	Weiter beziehe den Eintrag, als Ausführung. Reihenfolge konkret: OL — Ausführung weiterführen.	YES	f72r	CELESTIAL	G475-R026	G481-E040	ochol	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET036	INSTRUCTION[HALTEN · AUSGANG · HIER @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[SH+AR+AM_ADDR @NONE]	1	Halte den Eintrag vom Ausgang an der bezeichneten Stelle.	YES	f72r	CELESTIAL	G475-R026	G481-E041	sharam	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET037	COORDINATE[AUSFÜHRUNG · HIER · AUSGANG · ZIELORT · AUSGANG @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[O+LOCAL_CHAR_F+AR+AL+AR @NONE]	1	Adressspur: Ausführungspunkt → hier → Ausgang → Zielort → Ausgang.	YES	f72r	CELESTIAL	G475-R027	G481-E042	ofaralar	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET038	CATALOGUE[DANACH · {N1} · POSTEN @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OT+Y @START_FRESH_SIBLING:FORWARD_OPEN]	1	Namenseintrag »{N1}« — Folgevermerk, Postenangabe. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	YES	f72r	CELESTIAL	G475-R028	G481-E043	otchoshy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET039	CATALOGUE[DANACH · {N1} · ZIELORT @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OT+AL @START_FRESH_SIBLING:FORWARD_OPEN]	1	Namenseintrag »{N1}« — Folgevermerk, Zielzuordnung. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	YES	f72r	CELESTIAL	G475-R029	G481-E044	otchdal	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET040	INSTRUCTION[SETZEN · GRAD II · POSTEN @NONE]	2	2	1	1	SAME_PAGE_RECURRENT	1	SAME_SURFACE	1	INSTRUCTION[OK+EE+Y @NONE]	1	Setze den Posten, auf Grad II.	YES	f72r	CELESTIAL	G475-R030|G475-R042	G481-E045|G481-E058	okeey	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET041	INSTRUCTION[AUSGANG · POSTEN @NONE]	2	2	1	1	SAME_PAGE_RECURRENT	1	SAME_SURFACE	1	INSTRUCTION[AR+Y @NONE]	1	Im selben Gang setze den Posten vom Ausgang.	YES	f72r	CELESTIAL	G475-R030|G475-R042	G481-E046|G481-E059	ary	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET042	COORDINATE[DANACH · ANTEIL · POSTEN @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OT+AIN+Y @START_FRESH_SIBLING:FORWARD_OPEN]	1	Adressspur: danach → Anteil → Posten. Reihenfolge konkret: OT — danach Anteil.	YES	f72r	CELESTIAL	G475-R031	G481-E047	otainy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET043	INSTRUCTION[SETZEN · {N1} · BAHN · {N2} @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OK+AIR @NONE]	1	Setze den Namenseintrag »{N1}« und den Namenseintrag »{N2}« entlang der Bahn.	YES	f72r	CELESTIAL	G475-R033	G481-E049	oklairdy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET044	INSTRUCTION[SETZEN · AUSGANG · HIER @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OK+AR+AM_ADDR @NONE]	1	Setze den Eintrag vom Ausgang an der bezeichneten Stelle.	YES	f72r	CELESTIAL	G475-R034	G481-E050	okaram	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET045	INSTRUCTION[SETZEN · BAHN · {N1} @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OK+AIR @NONE]	1	Setze den Namenseintrag »{N1}« entlang der Bahn.	YES	f72r	CELESTIAL	G475-R035	G481-E051	okairy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET046	INSTRUCTION[SETZEN · {N1} · ZIELORT · AUSGANG @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OK+AL+AR @NONE]	1	Setze den Namenseintrag »{N1}« zum Zielort und vom Ausgang.	YES	f72r	CELESTIAL	G475-R036	G481-E052	okealar	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET047	INSTRUCTION[SETZEN · ZIELORT · AUSGANG @NONE]	2	2	1	1	SAME_PAGE_RECURRENT	1	SAME_SURFACE	1	INSTRUCTION[OK+AL+AR @NONE]	1	Setze den Eintrag zum Zielort und vom Ausgang.	YES	f72r	CELESTIAL	G475-R038|G475-R077	G481-E054|G481-E108	okalar	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET048	INSTRUCTION[SETZEN · ZIELORT @NONE]	2	2	1	1	SAME_PAGE_RECURRENT	1	SAME_SURFACE	1	INSTRUCTION[OK+AL @NONE]	1	Setze den Eintrag zum Zielort.	YES	f72r	CELESTIAL	G475-R039|G475-R041	G481-E055|G481-E057	okal	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET049	INSTRUCTION[SETZEN · ZIELORT · POSTEN @NONE]	2	2	1	1	SAME_PAGE_RECURRENT	1	SAME_SURFACE	1	INSTRUCTION[OK+AL+Y @NONE]	1	Setze den Posten zum Zielort.	YES	f72r	CELESTIAL	G475-R040|G475-R048	G481-E056|G481-E066	okaly	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET050	CATALOGUE[DANACH · {N1} · AUSGANG · {N2} @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OT+AR @START_FRESH_SIBLING:FORWARD_OPEN]	1	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Folgevermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	YES	f72r	CELESTIAL	G475-R043	G481-E060	oteeary	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET051	COORDINATE[DANACH · BAHN @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OT+AIR @START_FRESH_SIBLING:FORWARD_OPEN]	1	Adressspur: danach → Bahn. Reihenfolge konkret: OT — danach Bahn.	YES	f72r	CELESTIAL	G475-R044	G481-E061	otair	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET052	COORDINATE[POSTEN @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[Y @NONE]	1	Adressspur: Posten.	YES	f72r	CELESTIAL	G475-R044	G481-E062	dy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET053	INSTRUCTION[SETZEN · BAHN · {N1} · HIER @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OK+AIR+AM_ADDR @NONE]	1	Setze den Namenseintrag »{N1}« entlang der Bahn an der bezeichneten Stelle.	YES	f72r	CELESTIAL	G475-R045	G481-E063	okaircham	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET054	INSTRUCTION[SETZEN · {N1} · ZIELORT @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OK+AL @NONE]	1	Setze den Namenseintrag »{N1}« zum Zielort.	YES	f72r	CELESTIAL	G475-R046	G481-E064	okeal	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET055	CATALOGUE[EINHEIT · AUSGANG · {N1} @NONE]	2	2	1	1	SAME_PAGE_RECURRENT	2	MULTIPLE_SURFACES	1	CATALOGUE[OR+AR @NONE]	1	Namenseintrag »{N1}« — Einheitsangabe, Ausgangszuordnung.	YES	f72r	CELESTIAL	G475-R049|G475-R078	G481-E067|G481-E109	orary || orara	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET056	INSTRUCTION[SETZEN · {N1} @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OK @NONE]	1	Setze den Namenseintrag »{N1}«.	YES	f72r	CELESTIAL	G475-R050	G481-E068	okyd	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET057	COORDINATE[DANACH · FORTSETZEN · HIER @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OT+OL+AM_ADDR @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	1	Adressspur: danach → weiter → hier. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in bezeichnete Stelle weiterführen.	YES	f72r	CELESTIAL	G475-R051	G481-E069	otolam	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET058	COORDINATE[DANACH · ZIELORT @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OT+AL @START_FRESH_SIBLING:FORWARD_OPEN]	1	Adressspur: danach → Zielort. Reihenfolge konkret: OT — danach Zielort.	YES	f72r	CELESTIAL	G475-R052	G481-E070	otal	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET059	CATALOGUE[{N1} · ZIELORT · ZIELORT @NONE]	2	2	1	1	SAME_PAGE_RECURRENT	2	MULTIPLE_SURFACES	1	CATALOGUE[AL+AL @NONE]	1	Namenseintrag »{N1}« — Zielzuordnung, Zielzuordnung.	YES	f72r	CELESTIAL	G475-R053|G475-R079	G481-E071|G481-E113	ralal || opalal	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET060	INSTRUCTION[SETZEN · HIER @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OK+AM_ADDR @NONE]	1	Setze den Eintrag an der bezeichneten Stelle.	YES	f72r	CELESTIAL	G475-R054	G481-E072	okam	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET061	COORDINATE[DANACH · ZIELORT · POSTEN @START_FRESH_SIBLING:FORWARD_OPEN]	2	2	2	2	CROSS_REGISTER	2	MULTIPLE_SURFACES	1	COORDINATE[OT+AL+Y @START_FRESH_SIBLING:FORWARD_OPEN]	1	Adressspur: danach → Zielort → Posten. Reihenfolge konkret: OT — danach Zielort.	YES	f72r|f89r	CELESTIAL|PHARMA	G475-R055|G475-R133	G481-E073|G481-E181	otalshy || otalsy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET062	INSTRUCTION[SETZEN · ZIELORT · SCHLUSS @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OK+AL+DY @NONE]	1	Setze den Eintrag zum Zielort, und schließe den Schritt.	YES	f72r	CELESTIAL	G475-R056	G481-E074	okaldy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET063	CATALOGUE[{N1} · AUSGANG @NONE]	2	2	1	1	SAME_PAGE_RECURRENT	2	MULTIPLE_SURFACES	1	CATALOGUE[AR @NONE]	1	Namenseintrag »{N1}« — Ausgangszuordnung.	YES	f72r	CELESTIAL	G475-R057|G475-R082	G481-E075|G481-E116	chosar || ytoar	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-ET064	COORDINATE[DANACH · HIER @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OT+AM_ADDR @START_FRESH_SIBLING:FORWARD_OPEN]	1	Adressspur: danach → hier. Reihenfolge konkret: OT — danach bezeichnete Stelle.	YES	f72r	CELESTIAL	G475-R058	G481-E076	otam	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
