event_fragment_id	source_event_id	record_id	bundle_id	physical_page	register	record_event_ordinal	bundle_event_ordinal	boundary_context	active_model	surface	strict_template_id	strict_occurrence_count	strict_recurrence_class	strict_frame	recipe_frame	role_shape_id	role_occurrence_count	role_recurrence_class	role_frame	owner_neutral_phrase_de	definitive_fragment_reading_de	all_fragments_have_default
G481-E011	P1003-E0603	G475-R009	G474-B009	f71v	CELESTIAL	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	COORDINATE	otar	G481-ET010	2	CROSS_PAGE	COORDINATE[DANACH · AUSGANG @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+AR @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES010	4	CROSS_PAGE	COORDINATE[ORDER · REL @START_FRESH_SIBLING:FORWARD_OPEN]	Adressspur: danach → Ausgang. Reihenfolge konkret: OT — danach Ausgang.	Adressspur: danach → Ausgangsposition. Reihenfolge konkret: OT — danach Ausgang.	YES
G481-E012	P1003-E0604	G475-R009	G474-B009	f71v	CELESTIAL	2	2	WITHIN_BUNDLE	COORDINATE	ar	G481-ET011	2	CROSS_PAGE	COORDINATE[AUSGANG @NONE]	COORDINATE[AR @NONE]	G481-ES011	2	CROSS_PAGE	COORDINATE[REL @NONE]	Adressspur: Ausgang.	Adressspur: Ausgangsposition.	YES
G481-E013	P1003-E0605	G475-R009	G474-B009	f71v	CELESTIAL	3	3	WITHIN_BUNDLE	COORDINATE	aly	G481-ET012	1	SINGLETON	COORDINATE[ZIELORT · POSTEN @NONE]	COORDINATE[AL+Y @NONE]	G481-ES012	2	CROSS_PAGE	COORDINATE[REL · ARG @NONE]	Adressspur: Zielort → Posten.	Adressspur: Zielposition → Positionsposten.	YES
G481-E014	P1003-E0606	G475-R010	G474-B010	f71v	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	COORDINATE	opalar	G481-ET013	1	SINGLETON	COORDINATE[{N1} · ZIELORT · AUSGANG @NONE]	COORDINATE[AL+AR @NONE]	G481-ES013	1	SINGLETON	COORDINATE[NAME · REL · REL @NONE]	Adressspur: Namenseintrag »{N1}« → Zielort → Ausgang.	Adressspur: Sternstelle »op« → Zielposition → Ausgangsposition.	YES
G481-E015	P1003-E0607	G475-R010	G474-B010	f71v	CELESTIAL	2	2	WITHIN_BUNDLE	COORDINATE	am	G481-ET014	1	SINGLETON	COORDINATE[HIER @NONE]	COORDINATE[AM_ADDR @NONE]	G481-ES014	2	CROSS_REGISTER	COORDINATE[MOD @NONE]	Adressspur: hier.	Adressspur: hier.	YES
G481-E016	P1003-E0608	G475-R010	G474-B010	f71v	CELESTIAL	3	3	WITHIN_BUNDLE	COORDINATE	dan	G481-ET015	1	SINGLETON	COORDINATE[ANTEIL @NONE]	COORDINATE[AIN @NONE]	G481-ES015	4	CROSS_PAGE	COORDINATE[ARG @NONE]	Adressspur: Anteil.	Adressspur: Sektoranteil.	YES
G481-E017	P1003-E0609	G475-R011	G474-B011	f71v	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	opalor	G481-ET016	1	SINGLETON	CATALOGUE[{N1} · ZIELORT · EINHEIT @NONE]	CATALOGUE[AL+OR @NONE]	G481-ES005	5	CROSS_PAGE	CATALOGUE[NAME · REL · ARG @NONE]	Namenseintrag »{N1}« — Zielzuordnung, Einheitsangabe.	Sternstelle »op« — Zielzuordnung, Einheitsangabe.	YES
G481-E018	P1003-E0610	G475-R011	G474-B011	f71v	CELESTIAL	2	2	WITHIN_BUNDLE	CATALOGUE	ar	G481-ET003	3	CROSS_PAGE	CATALOGUE[AUSGANG @NONE]	CATALOGUE[AR @NONE]	G481-ES003	3	CROSS_PAGE	CATALOGUE[REL @NONE]	Eintrag »{N1}« — Ausgangszuordnung.	Eintrag »ar« — Ausgangszuordnung.	YES
G481-E019	P1003-E0641	G475-R012	G474-B012	f71v	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	ofaom	G481-ET017	2	CROSS_PAGE	CATALOGUE[AUSFÜHRUNG · HIER · {N1} @NONE]	CATALOGUE[O+LOCAL_CHAR_F @NONE]	G481-ES016	2	CROSS_PAGE	CATALOGUE[MOD · MOD · NAME @NONE]	Namenseintrag »{N1}« — Ausführungsvermerk, Hier-Vermerk.	Sternstelle »aom« — Ausführungsvermerk, Hier-Vermerk.	YES
G481-E020	P1003-E0642	G475-R013	G474-B013	f71v	CELESTIAL	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	CATALOGUE	otalody	G481-ET018	1	SINGLETON	CATALOGUE[DANACH · ZIELORT · {N1} @START_FRESH_SIBLING:FORWARD_OPEN]	CATALOGUE[OT+AL @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES017	1	SINGLETON	CATALOGUE[ORDER · REL · NAME @START_FRESH_SIBLING:FORWARD_OPEN]	Namenseintrag »{N1}« — Folgevermerk, Zielzuordnung. Reihenfolge konkret: OT — danach Zielort.	Sternstelle »ody« — Folgevermerk, Zielzuordnung. Reihenfolge konkret: OT — danach Zielort.	YES
G481-E021	P1003-E0643	G475-R014	G474-B014	f71v	CELESTIAL	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	COORDINATE	otalaiin	G481-ET019	1	SINGLETON	COORDINATE[DANACH · ZIELORT · WERT @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+AL+AIIN @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES018	3	CROSS_REGISTER	COORDINATE[ORDER · REL · ARG @START_FRESH_SIBLING:FORWARD_OPEN]	Adressspur: danach → Zielort → Wert. Reihenfolge konkret: OT — danach Zielort.	Adressspur: danach → Zielposition → Positionswert. Reihenfolge konkret: OT — danach Zielort.	YES
G481-E022	P1003-E0644	G475-R015	G474-B015	f71v	CELESTIAL	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	INSTRUCTION	otar	G481-ET020	1	SINGLETON	INSTRUCTION[DANACH · AUSGANG @START_FRESH_SIBLING:FORWARD_OPEN]	INSTRUCTION[OT+AR @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES019	1	SINGLETON	INSTRUCTION[ORDER · REL @START_FRESH_SIBLING:FORWARD_OPEN]	Danach beziehe den Eintrag vom Ausgang. Reihenfolge konkret: OT — danach Ausgang.	Danach beziehe den Eintrag von der Ausgangsposition. Reihenfolge konkret: OT — danach Ausgang.	YES
G481-E023	P1003-E0645	G475-R015	G474-B015	f71v	CELESTIAL	2	2	WITHIN_BUNDLE	INSTRUCTION	shar	G481-ET021	1	SINGLETON	INSTRUCTION[HALTEN · AUSGANG @NONE]	INSTRUCTION[SH+AR @NONE]	G481-ES020	3	CROSS_PAGE	INSTRUCTION[ACTION · REL @NONE]	Halte den Eintrag vom Ausgang.	Halte den Eintrag von der Ausgangsposition.	YES
G481-E024	P1003-E0646	G475-R016	G474-B016	f71v	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	INSTRUCTION	sholshdy	G481-ET022	1	SINGLETON	INSTRUCTION[HALTEN · FORTSETZEN · HALTEN · {N1} @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	INSTRUCTION[SH+OL+SH @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	G481-ES021	1	SINGLETON	INSTRUCTION[ACTION · ORDER · ACTION · NAME @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	Weiter halte den Namenseintrag »{N1}« und halte den Namenseintrag »{N1}«. Reihenfolge konkret: OL — Halten in Halten weiterführen.	Weiter halte den Sternstelleneintrag »dy« und halte den Sternstelleneintrag »dy«. Reihenfolge konkret: OL — Halten in Halten weiterführen.	YES
G481-E025	P1008-E0127	G475-R017	G474-B017	f72r	CELESTIAL	1	1	RECORD_START:PAGE_START	INSTRUCTION	oshodady	G481-ET023	1	SINGLETON	INSTRUCTION[{N1} · HALTEN · {N2} @NONE]	INSTRUCTION[SH @NONE]	G481-ES022	1	SINGLETON	INSTRUCTION[NAME · ACTION · NAME @NONE]	Halte den Namenseintrag »{N1}« und den Namenseintrag »{N2}«.	Halte den Sternstelleneintrag »o« und den Sternstelleneintrag »odady«.	YES
G481-E026	P1008-E0128	G475-R018	G474-B018	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	chdaiirdainy	G481-ET024	1	SINGLETON	CATALOGUE[{N1} · ANTEIL · POSTEN @NONE]	CATALOGUE[AIN+Y @NONE]	G481-ES023	2	CROSS_REGISTER	CATALOGUE[NAME · ARG · ARG @NONE]	Namenseintrag »{N1}« — Anteilsangabe, Postenangabe.	Sternstelle »chdaiird« — Anteilsangabe, Postenangabe.	YES
G481-E027	P1008-E0129	G475-R019	G474-B019	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	COORDINATE	oaiin	G481-ET025	1	SINGLETON	COORDINATE[AUSFÜHRUNG · WERT @NONE]	COORDINATE[O+AIIN @NONE]	G481-ES024	1	SINGLETON	COORDINATE[MOD · ARG @NONE]	Adressspur: Ausführungspunkt → Wert.	Adressspur: Ausführungspunkt → Positionswert.	YES
G481-E028	P1008-E0130	G475-R019	G474-B019	f72r	CELESTIAL	2	2	WITHIN_BUNDLE	COORDINATE	ar	G481-ET011	2	CROSS_PAGE	COORDINATE[AUSGANG @NONE]	COORDINATE[AR @NONE]	G481-ES011	2	CROSS_PAGE	COORDINATE[REL @NONE]	Adressspur: Ausgang.	Adressspur: Ausgangsposition.	YES
G481-E029	P1008-E0131	G475-R019	G474-B019	f72r	CELESTIAL	3	3	WITHIN_BUNDLE	COORDINATE	ary	G481-ET026	1	SINGLETON	COORDINATE[AUSGANG · POSTEN @NONE]	COORDINATE[AR+Y @NONE]	G481-ES012	2	CROSS_PAGE	COORDINATE[REL · ARG @NONE]	Adressspur: Ausgang → Posten.	Adressspur: Ausgangsposition → Positionsposten.	YES
G481-E030	P1008-E0132	G475-R020	G474-B020	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	okalam	G481-ET027	1	SINGLETON	INSTRUCTION[SETZEN · ZIELORT · HIER @NONE]	INSTRUCTION[OK+AL+AM_ADDR @NONE]	G481-ES025	4	SAME_PAGE_RECURRENT	INSTRUCTION[ACTION · REL · MOD @NONE]	Setze den Eintrag zum Zielort an der bezeichneten Stelle.	Setze den Eintrag zur Zielposition an der bezeichneten Stelle.	YES
G481-E031	P1008-E0133	G475-R021	G474-B021	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	ytalshdy	G481-ET028	1	SINGLETON	INSTRUCTION[{N1} · ZIELORT · HALTEN · {N2} @NONE]	INSTRUCTION[AL+SH @NONE]	G481-ES026	2	SAME_PAGE_RECURRENT	INSTRUCTION[NAME · REL · ACTION · NAME @NONE]	Halte den Namenseintrag »{N1}« und den Namenseintrag »{N2}« zum Zielort.	Halte den Sternstelleneintrag »yt« und den Sternstelleneintrag »dy« zur Zielposition.	YES
G481-E032	P1008-E0134	G475-R022	G474-B022	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	char	G481-ET003	3	CROSS_PAGE	CATALOGUE[AUSGANG @NONE]	CATALOGUE[AR @NONE]	G481-ES003	3	CROSS_PAGE	CATALOGUE[REL @NONE]	Eintrag »{N1}« — Ausgangszuordnung.	Eintrag »char« — Ausgangszuordnung.	YES
G481-E033	P1008-E0135	G475-R022	G474-B022	f72r	CELESTIAL	2	2	WITHIN_BUNDLE	CATALOGUE	alif	G481-ET029	1	SINGLETON	CATALOGUE[ZIELORT · {N1} @NONE]	CATALOGUE[AL @NONE]	G481-ES004	3	CROSS_REGISTER	CATALOGUE[REL · NAME @NONE]	Namenseintrag »{N1}« — Zielzuordnung.	Sternstelle »if« — Zielzuordnung.	YES
G481-E034	P1008-E0136	G475-R023	G474-B023	f72r	CELESTIAL	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	COORDINATE	otaraldy	G481-ET030	2	SAME_PAGE_RECURRENT	COORDINATE[DANACH · AUSGANG · ZIELORT · POSTEN @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+AR+AL+Y @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES027	2	SAME_PAGE_RECURRENT	COORDINATE[ORDER · REL · REL · ARG @START_FRESH_SIBLING:FORWARD_OPEN]	Adressspur: danach → Ausgang → Zielort → Posten. Reihenfolge konkret: OT — danach Ausgang.	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Ausgang.	YES
G481-E035	P1008-E0137	G475-R024	G474-B024	f72r	CELESTIAL	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	COORDINATE	otaiin	G481-ET008	2	CROSS_PAGE	COORDINATE[DANACH · WERT @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+AIIN @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES008	3	CROSS_PAGE	COORDINATE[ORDER · ARG @START_FRESH_SIBLING:FORWARD_OPEN]	Adressspur: danach → Wert. Reihenfolge konkret: OT — danach Wert.	Adressspur: danach → Positionswert. Reihenfolge konkret: OT — danach Wert.	YES
G481-E036	P1008-E0138	G475-R024	G474-B024	f72r	CELESTIAL	2	2	WITHIN_BUNDLE	COORDINATE	otain	G481-ET031	1	SINGLETON	COORDINATE[DANACH · ANTEIL @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+AIN @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES008	3	CROSS_PAGE	COORDINATE[ORDER · ARG @START_FRESH_SIBLING:FORWARD_OPEN]	Adressspur: danach → Anteil. Reihenfolge konkret: OT — danach Anteil.	Adressspur: danach → Sektoranteil. Reihenfolge konkret: OT — danach Anteil.	YES
G481-E037	P1008-E0139	G475-R025	G474-B025	f72r	CELESTIAL	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	INSTRUCTION	otalef	G481-ET032	1	SINGLETON	INSTRUCTION[DANACH · ZIELORT · {N1} @START_FRESH_SIBLING:FORWARD_OPEN]	INSTRUCTION[OT+AL @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES028	1	SINGLETON	INSTRUCTION[ORDER · REL · NAME @START_FRESH_SIBLING:FORWARD_OPEN]	Danach beziehe den Namenseintrag »{N1}« zum Zielort. Reihenfolge konkret: OT — danach Zielort.	Danach beziehe den Sternstelleneintrag »ef« zur Zielposition. Reihenfolge konkret: OT — danach Zielort.	YES
G481-E038	P1008-E0140	G475-R025	G474-B025	f72r	CELESTIAL	2	2	WITHIN_BUNDLE	INSTRUCTION	ys	G481-ET033	2	CROSS_REGISTER	INSTRUCTION[POSTEN · WÄHLEN @NONE]	INSTRUCTION[Y+S @NONE]	G481-ES029	2	CROSS_REGISTER	INSTRUCTION[ARG · ACTION @NONE]	Wähle den Posten.	Wähle den Positionsposten.	YES
G481-E039	P1008-E0141	G475-R025	G474-B025	f72r	CELESTIAL	3	3	WITHIN_BUNDLE	INSTRUCTION	ainam	G481-ET034	1	SINGLETON	INSTRUCTION[ANTEIL · HIER @NONE]	INSTRUCTION[AIN+AM_ADDR @NONE]	G481-ES030	1	SINGLETON	INSTRUCTION[ARG · MOD @NONE]	Im selben Gang wähle den Anteil an der bezeichneten Stelle.	Im selben Gang wähle den Sektoranteil an der bezeichneten Stelle.	YES
G481-E040	P1008-E0142	G475-R026	G474-B026	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	INSTRUCTION	ochol	G481-ET035	1	SINGLETON	INSTRUCTION[AUSFÜHRUNG · FORTSETZEN @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	INSTRUCTION[O+OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	G481-ES031	1	SINGLETON	INSTRUCTION[MOD · ORDER @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	Weiter beziehe den Eintrag, als Ausführung. Reihenfolge konkret: OL — Ausführung weiterführen.	Weiter beziehe den Eintrag, als Ausführung. Reihenfolge konkret: OL — Ausführung weiterführen.	YES
G481-E041	P1008-E0143	G475-R026	G474-B026	f72r	CELESTIAL	2	2	WITHIN_BUNDLE	INSTRUCTION	sharam	G481-ET036	1	SINGLETON	INSTRUCTION[HALTEN · AUSGANG · HIER @NONE]	INSTRUCTION[SH+AR+AM_ADDR @NONE]	G481-ES025	4	SAME_PAGE_RECURRENT	INSTRUCTION[ACTION · REL · MOD @NONE]	Halte den Eintrag vom Ausgang an der bezeichneten Stelle.	Halte den Eintrag von der Ausgangsposition an der bezeichneten Stelle.	YES
G481-E042	P1008-E0171	G475-R027	G474-B027	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	COORDINATE	ofaralar	G481-ET037	1	SINGLETON	COORDINATE[AUSFÜHRUNG · HIER · AUSGANG · ZIELORT · AUSGANG @NONE]	COORDINATE[O+LOCAL_CHAR_F+AR+AL+AR @NONE]	G481-ES032	1	SINGLETON	COORDINATE[MOD · MOD · REL · REL · REL @NONE]	Adressspur: Ausführungspunkt → hier → Ausgang → Zielort → Ausgang.	Adressspur: Ausführungspunkt → hier → Ausgangsposition → Zielposition → Ausgangsposition.	YES
G481-E043	P1008-E0172	G475-R028	G474-B028	f72r	CELESTIAL	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	CATALOGUE	otchoshy	G481-ET038	1	SINGLETON	CATALOGUE[DANACH · {N1} · POSTEN @START_FRESH_SIBLING:FORWARD_OPEN]	CATALOGUE[OT+Y @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES033	2	CROSS_REGISTER	CATALOGUE[ORDER · NAME · ARG @START_FRESH_SIBLING:FORWARD_OPEN]	Namenseintrag »{N1}« — Folgevermerk, Postenangabe. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	Sternstelle »cho« — Folgevermerk, Postenangabe. Reihenfolge konkret: OT — danach Sternstelle »cho«.	YES
G481-E044	P1008-E0173	G475-R029	G474-B029	f72r	CELESTIAL	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	CATALOGUE	otchdal	G481-ET039	1	SINGLETON	CATALOGUE[DANACH · {N1} · ZIELORT @START_FRESH_SIBLING:FORWARD_OPEN]	CATALOGUE[OT+AL @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES034	1	SINGLETON	CATALOGUE[ORDER · NAME · REL @START_FRESH_SIBLING:FORWARD_OPEN]	Namenseintrag »{N1}« — Folgevermerk, Zielzuordnung. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	Sternstelle »ch« — Folgevermerk, Zielzuordnung. Reihenfolge konkret: OT — danach Sternstelle »ch«.	YES
G481-E045	P1008-E0174	G475-R030	G474-B030	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	okeey	G481-ET040	2	SAME_PAGE_RECURRENT	INSTRUCTION[SETZEN · GRAD II · POSTEN @NONE]	INSTRUCTION[OK+EE+Y @NONE]	G481-ES035	2	SAME_PAGE_RECURRENT	INSTRUCTION[ACTION · MOD · ARG @NONE]	Setze den Posten, auf Grad II.	Setze den Positionsposten, auf Grad II.	YES
G481-E046	P1008-E0175	G475-R030	G474-B030	f72r	CELESTIAL	2	2	WITHIN_BUNDLE	INSTRUCTION	ary	G481-ET041	2	SAME_PAGE_RECURRENT	INSTRUCTION[AUSGANG · POSTEN @NONE]	INSTRUCTION[AR+Y @NONE]	G481-ES036	2	SAME_PAGE_RECURRENT	INSTRUCTION[REL · ARG @NONE]	Im selben Gang setze den Posten vom Ausgang.	Im selben Gang setze den Positionsposten von der Ausgangsposition.	YES
G481-E047	P1008-E0176	G475-R031	G474-B031	f72r	CELESTIAL	1	1	RECORD_START:EXPLICIT_NEXT_SIBLING_OT	COORDINATE	otainy	G481-ET042	1	SINGLETON	COORDINATE[DANACH · ANTEIL · POSTEN @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+AIN+Y @START_FRESH_SIBLING:FORWARD_OPEN]	G481-ES037	1	SINGLETON	COORDINATE[ORDER · ARG · ARG @START_FRESH_SIBLING:FORWARD_OPEN]	Adressspur: danach → Anteil → Posten. Reihenfolge konkret: OT — danach Anteil.	Adressspur: danach → Sektoranteil → Positionsposten. Reihenfolge konkret: OT — danach Anteil.	YES
G481-E048	P1008-E0190	G475-R032	G474-B032	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	CATALOGUE	ofchdamy	G481-ET017	2	CROSS_PAGE	CATALOGUE[AUSFÜHRUNG · HIER · {N1} @NONE]	CATALOGUE[O+LOCAL_CHAR_F @NONE]	G481-ES016	2	CROSS_PAGE	CATALOGUE[MOD · MOD · NAME @NONE]	Namenseintrag »{N1}« — Ausführungsvermerk, Hier-Vermerk.	Sternstelle »chdamy« — Ausführungsvermerk, Hier-Vermerk.	YES
G481-E049	P1008-E0191	G475-R033	G474-B033	f72r	CELESTIAL	1	1	RECORD_START:UNMARKED_NEW_LOCUS	INSTRUCTION	oklairdy	G481-ET043	1	SINGLETON	INSTRUCTION[SETZEN · {N1} · BAHN · {N2} @NONE]	INSTRUCTION[OK+AIR @NONE]	G481-ES038	1	SINGLETON	INSTRUCTION[ACTION · NAME · REL · NAME @NONE]	Setze den Namenseintrag »{N1}« und den Namenseintrag »{N2}« entlang der Bahn.	Setze den Sternstelleneintrag »l« und den Sternstelleneintrag »dy« entlang der Ringbahn.	YES
