template_id	role_frame	occurrence_count	record_count	page_count	register_count	recurrence_class	surface_type_count	surface_recurrence_mode	recipe_variant_count	recipe_frames	phrase_variant_count	canonical_owner_neutral_phrase_de	phrase_stable	pages	registers	record_ids	source_fragment_ids	surface_examples	strict_template_count	strict_template_ids	claim_status
G481-PS024	INSTRUCTION[ACTION · ARG @NONE] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> INSTRUCTION[NAME · ORDER · REL · ORDER @KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OK+AIIN @NONE] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> INSTRUCTION[OL+AIR+OL @KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD]	1	Setze den Wert. Dann: Weiter und weiter beziehe den Namenseintrag »{N1}« entlang der Bahn. Reihenfolge konkret: OL — Namenseintrag »{N1}« in Bahn weiterführen; OL — Bahn weiterführen.	YES	f72r	CELESTIAL	G475-R069	G481-P027	okaiin|ykolairol	1	G481-PT026	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-PS025	INSTRUCTION[MOD · ACTION · MOD · ARG @NONE] <SAME_BUNDLE> INSTRUCTION[NAME · ARG · MOD @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[O+CH+E+Y @NONE] <SAME_BUNDLE> INSTRUCTION[Y+DY @NONE]	1	Nimm den Posten auf, als Ausführung und auf Grad I. Dann: Im selben Gang nimm den Namenseintrag »{N1}« und den Posten auf, und schließe den Schritt.	YES	f72r	CELESTIAL	G475-R074	G481-P028	ochey|fydy	1	G481-PT027	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-PS026	CATALOGUE[MOD · MOD @NONE] <SAME_BUNDLE> CATALOGUE[MOD @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[O+LOCAL_CHAR_F @NONE] <SAME_BUNDLE> CATALOGUE[O @NONE]	1	Eintrag »{N1}« — Ausführungsvermerk, Hier-Vermerk. Dann: Eintrag »{N2}« — Ausführungsvermerk.	YES	f72r	CELESTIAL	G475-R075	G481-P029	of|o	1	G481-PT028	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-PS027	CATALOGUE[MOD @NONE] <SAME_BUNDLE> CATALOGUE[NAME · REL · ARG @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[O @NONE] <SAME_BUNDLE> CATALOGUE[AL+Y @NONE]	1	Eintrag »{N1}« — Ausführungsvermerk. Dann: Namenseintrag »{N2}« — Zielzuordnung, Postenangabe.	YES	f72r	CELESTIAL	G475-R075	G481-P030	o|eeesaly	1	G481-PT029	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-PS028	CATALOGUE[NAME · REL · ARG @NONE] <SAME_BUNDLE> CATALOGUE[REL · REL @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AR+AIIN @NONE] <SAME_BUNDLE> CATALOGUE[AIR+AL @NONE]	1	Namenseintrag »{N1}« — Ausgangszuordnung, Wertangabe. Dann: Eintrag »{N2}« — Bahnvermerk, Zielzuordnung.	YES	f72r	CELESTIAL	G475-R076	G481-P031	ykaraiin|airal	1	G481-PT030	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-PS029	CATALOGUE[ARG · REL · NAME @NONE] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> CATALOGUE[ORDER · ARG @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OR+AR @NONE] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> CATALOGUE[OL+AIIN @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Namenseintrag »{N1}« — Einheitsangabe, Ausgangszuordnung. Dann: Eintrag »{N2}« — Fortsetzungsvermerk, Wertangabe. Reihenfolge konkret: OL — weiter mit Wert.	YES	f72r	CELESTIAL	G475-R078	G481-P032	orara|olaiin	1	G481-PT031	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-PS030	CATALOGUE[ORDER · ARG @KEEP_ACTIVE_UNIT:FORWARD_OPEN] <SAME_BUNDLE> CATALOGUE[ORDER · NAME @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OL+AIIN @KEEP_ACTIVE_UNIT:FORWARD_OPEN] <SAME_BUNDLE> CATALOGUE[OL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Eintrag »{N1}« — Fortsetzungsvermerk, Wertangabe. Reihenfolge konkret: OL — weiter mit Wert. Dann: Namenseintrag »{N2}« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N2}«.	YES	f72r	CELESTIAL	G475-R078	G481-P033	olaiin|olay	1	G481-PT032	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-PS031	CATALOGUE[ORDER · NAME @KEEP_ACTIVE_UNIT:FORWARD_OPEN] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> INSTRUCTION[ORDER · NAME · ACTION · NAME · REL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OL @KEEP_ACTIVE_UNIT:FORWARD_OPEN] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> INSTRUCTION[OL+SH+AL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Namenseintrag »{N1}« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N1}«. Dann: Weiter halte den Namenseintrag »{N2}« und den Namenseintrag »{N3}« zum Zielort. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N2}«.	YES	f72r	CELESTIAL	G475-R078	G481-P034	olay|olfsheoral	1	G481-PT033	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-PS032	CATALOGUE[NAME · REL @NONE] <SAME_BUNDLE> CATALOGUE[ACTION · REL @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AR @NONE] <SAME_BUNDLE> CATALOGUE[SH+AR @NONE]	1	Namenseintrag »{N1}« — Ausgangszuordnung. Dann: Eintrag »{N2}« — Haltevermerk, Ausgangszuordnung.	YES	f72r	CELESTIAL	G475-R082	G481-P035	ytoar|shar	1	G481-PT034	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-PS033	COORDINATE[REL · REL @NONE] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> COORDINATE[ORDER · NAME · REL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[AR+AL @NONE] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> COORDINATE[OL+AL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Adressspur: Ausgang → Zielort. Dann: Adressspur: weiter → Namenseintrag »{N1}« → Zielort. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N1}«.	YES	f72r	CELESTIAL	G475-R084	G481-P036	aral|oletal	1	G481-PT035	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-PS034	CATALOGUE[NAME · REL · NAME · REL @NONE] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> CATALOGUE[ORDER · NAME @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AR+AR @NONE] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> CATALOGUE[OL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Ausgangszuordnung, Ausgangszuordnung. Dann: Namenseintrag »{N3}« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N3}«.	YES	f77r	BIOLOGICAL	G475-R085	G481-P037	darchdar|olkchs	1	G481-PT036	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-PS035	COORDINATE[ORDER · ORDER · ARG @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT] <SAME_BUNDLE> COORDINATE[MOD @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OT+OL+AIIN @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT] <SAME_BUNDLE> COORDINATE[O @NONE]	1	Adressspur: danach → weiter → Wert. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Wert weiterführen. Dann: Adressspur: Ausführungspunkt.	YES	f77r	BIOLOGICAL	G475-R093	G481-P038	otolaiin|o	1	G481-PT037	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-PS036	CATALOGUE[ORDER · REL @START_FRESH_SIBLING:FORWARD_OPEN] <SAME_BUNDLE> CATALOGUE[REL · NAME @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OT+AR @START_FRESH_SIBLING:FORWARD_OPEN] <SAME_BUNDLE> CATALOGUE[AR @NONE]	1	Eintrag »{N1}« — Folgevermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Ausgang. Dann: Namenseintrag »{N2}« — Ausgangszuordnung.	YES	f88v	PHARMA	G475-R097	G481-P039	otar|arody	1	G481-PT038	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-PS037	INSTRUCTION[ACTION · ACTION · ARG @NONE] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> INSTRUCTION[NAME · ORDER @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OK+CH+Y @NONE] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> INSTRUCTION[OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	1	Setze den Posten als Ansatz an und nimm den Posten. Dann: Weiter beziehe den Namenseintrag »{N1}«. Reihenfolge konkret: OL — Namenseintrag »{N1}« weiterführen.	YES	f89r	PHARMA	G475-R107	G481-P040	okchshy|qkol	1	G481-PT039	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-PS038	INSTRUCTION[NAME · ORDER @KEEP_ACTIVE_UNIT:BACKWARD_HOLD] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> INSTRUCTION[ORDER · NAME · MOD @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> INSTRUCTION[OL+AM_ADDR @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Weiter beziehe den Namenseintrag »{N1}«. Reihenfolge konkret: OL — Namenseintrag »{N1}« weiterführen. Dann: Weiter beziehe den Namenseintrag »{N2}« an der bezeichneten Stelle. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N2}«.	YES	f89r	PHARMA	G475-R107	G481-P041	qkol|oldam	1	G481-PT040	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-PS039	INSTRUCTION[ARG · ACTION · ARG · MOD @NONE] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> INSTRUCTION[ORDER @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[Y+K+Y+D_ADDR @NONE] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> INSTRUCTION[OL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Gib den Posten [außen] und den Posten [innen] zu an der bezeichneten Stelle. Dann: Weiter beziehe den Eintrag. Reihenfolge konkret: OL — im aktiven Eintrag weiter.	YES	f89r	PHARMA	G475-R110	G481-P042	ykyd|chol	1	G481-PT041	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
