template_id	role_frame	occurrence_count	record_count	page_count	register_count	recurrence_class	surface_type_count	surface_recurrence_mode	recipe_variant_count	recipe_frames	phrase_variant_count	canonical_owner_neutral_phrase_de	phrase_stable	pages	registers	record_ids	source_fragment_ids	surface_examples	strict_template_count	strict_template_ids	claim_status
G481-ES011	COORDINATE[REL @NONE]	2	2	2	1	CROSS_PAGE	1	SAME_SURFACE	1	COORDINATE[AR @NONE]	1	Adressspur: Ausgang.	YES	f71v|f72r	CELESTIAL	G475-R009|G475-R019	G481-E012|G481-E028	ar	1	G481-ET011	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES012	COORDINATE[REL · ARG @NONE]	2	2	2	1	CROSS_PAGE	2	MULTIPLE_SURFACES	2	COORDINATE[AL+Y @NONE]|COORDINATE[AR+Y @NONE]	2	Adressspur: Zielort → Posten.	NO	f71v|f72r	CELESTIAL	G475-R009|G475-R019	G481-E013|G481-E029	aly || ary	2	G481-ET012|G481-ET026	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES013	COORDINATE[NAME · REL · REL @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[AL+AR @NONE]	1	Adressspur: Namenseintrag »{N1}« → Zielort → Ausgang.	YES	f71v	CELESTIAL	G475-R010	G481-E014	opalar	1	G481-ET013	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES014	COORDINATE[MOD @NONE]	2	2	2	2	CROSS_REGISTER	2	MULTIPLE_SURFACES	2	COORDINATE[AM_ADDR @NONE]|COORDINATE[O @NONE]	2	Adressspur: hier.	NO	f71v|f77r	CELESTIAL|BIOLOGICAL	G475-R010|G475-R093	G481-E015|G481-E131	am || o	2	G481-ET014|G481-ET108	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES015	COORDINATE[ARG @NONE]	4	4	2	1	CROSS_PAGE	4	MULTIPLE_SURFACES	3	COORDINATE[AIN @NONE]|COORDINATE[Y @NONE]|COORDINATE[AIIN @NONE]	3	Adressspur: Wert.	NO	f71v|f72r	CELESTIAL	G475-R010|G475-R044|G475-R063|G475-R066	G481-E016|G481-E062|G481-E084|G481-E091	dan || dy || aiin || daiin	3	G481-ET015|G481-ET052|G481-ET071	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES016	CATALOGUE[MOD · MOD · NAME @NONE]	2	2	2	1	CROSS_PAGE	2	MULTIPLE_SURFACES	1	CATALOGUE[O+LOCAL_CHAR_F @NONE]	1	Namenseintrag »{N1}« — Ausführungsvermerk, Hier-Vermerk.	YES	f71v|f72r	CELESTIAL	G475-R012|G475-R032	G481-E019|G481-E048	ofaom || ofchdamy	1	G481-ET017	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES017	CATALOGUE[ORDER · REL · NAME @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OT+AL @START_FRESH_SIBLING:FORWARD_OPEN]	1	Namenseintrag »{N1}« — Folgevermerk, Zielzuordnung. Reihenfolge konkret: OT — danach Zielort.	YES	f71v	CELESTIAL	G475-R013	G481-E020	otalody	1	G481-ET018	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES018	COORDINATE[ORDER · REL · ARG @START_FRESH_SIBLING:FORWARD_OPEN]	3	3	3	2	CROSS_REGISTER	3	MULTIPLE_SURFACES	2	COORDINATE[OT+AL+AIIN @START_FRESH_SIBLING:FORWARD_OPEN]|COORDINATE[OT+AL+Y @START_FRESH_SIBLING:FORWARD_OPEN]	2	Adressspur: danach → Zielort → Posten. Reihenfolge konkret: OT — danach Zielort.	NO	f71v|f72r|f89r	CELESTIAL|PHARMA	G475-R014|G475-R055|G475-R133	G481-E021|G481-E073|G481-E181	otalaiin || otalshy || otalsy	2	G481-ET019|G481-ET061	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES019	INSTRUCTION[ORDER · REL @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OT+AR @START_FRESH_SIBLING:FORWARD_OPEN]	1	Danach beziehe den Eintrag vom Ausgang. Reihenfolge konkret: OT — danach Ausgang.	YES	f71v	CELESTIAL	G475-R015	G481-E022	otar	1	G481-ET020	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES020	INSTRUCTION[ACTION · REL @NONE]	3	3	2	1	CROSS_PAGE	2	MULTIPLE_SURFACES	2	INSTRUCTION[SH+AR @NONE]|INSTRUCTION[OK+AL @NONE]	2	Setze den Eintrag zum Zielort.	NO	f71v|f72r	CELESTIAL	G475-R015|G475-R039|G475-R041	G481-E023|G481-E055|G481-E057	shar || okal	2	G481-ET021|G481-ET048	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES021	INSTRUCTION[ACTION · ORDER · ACTION · NAME @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[SH+OL+SH @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	1	Weiter halte den Namenseintrag »{N1}« und halte den Namenseintrag »{N1}«. Reihenfolge konkret: OL — Halten in Halten weiterführen.	YES	f71v	CELESTIAL	G475-R016	G481-E024	sholshdy	1	G481-ET022	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES022	INSTRUCTION[NAME · ACTION · NAME @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[SH @NONE]	1	Halte den Namenseintrag »{N1}« und den Namenseintrag »{N2}«.	YES	f72r	CELESTIAL	G475-R017	G481-E025	oshodady	1	G481-ET023	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES023	CATALOGUE[NAME · ARG · ARG @NONE]	2	2	2	2	CROSS_REGISTER	2	MULTIPLE_SURFACES	2	CATALOGUE[AIN+Y @NONE]|CATALOGUE[OR+Y @NONE]	2	Namenseintrag »{N1}« — Anteilsangabe, Postenangabe.	NO	f72r|f89r	CELESTIAL|PHARMA	G475-R018|G475-R117	G481-E026|G481-E161	chdaiirdainy || odory	2	G481-ET024|G481-ET132	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES024	COORDINATE[MOD · ARG @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[O+AIIN @NONE]	1	Adressspur: Ausführungspunkt → Wert.	YES	f72r	CELESTIAL	G475-R019	G481-E027	oaiin	1	G481-ET025	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES025	INSTRUCTION[ACTION · REL · MOD @NONE]	4	4	1	1	SAME_PAGE_RECURRENT	4	MULTIPLE_SURFACES	4	INSTRUCTION[OK+AL+AM_ADDR @NONE]|INSTRUCTION[SH+AR+AM_ADDR @NONE]|INSTRUCTION[OK+AR+AM_ADDR @NONE]|INSTRUCTION[OK+AL+DY @NONE]	4	Setze den Eintrag zum Zielort an der bezeichneten Stelle.	NO	f72r	CELESTIAL	G475-R020|G475-R026|G475-R034|G475-R056	G481-E030|G481-E041|G481-E050|G481-E074	okalam || sharam || okaram || okaldy	4	G481-ET027|G481-ET036|G481-ET044|G481-ET062	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES026	INSTRUCTION[NAME · REL · ACTION · NAME @NONE]	2	2	1	1	SAME_PAGE_RECURRENT	2	MULTIPLE_SURFACES	2	INSTRUCTION[AL+SH @NONE]|INSTRUCTION[AR+SH @NONE]	2	Halte den Namenseintrag »{N1}« und den Namenseintrag »{N2}« zum Zielort.	NO	f72r	CELESTIAL	G475-R021|G475-R062	G481-E031|G481-E082	ytalshdy || osarsheeeo	2	G481-ET028|G481-ET069	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES027	COORDINATE[ORDER · REL · REL · ARG @START_FRESH_SIBLING:FORWARD_OPEN]	2	2	1	1	SAME_PAGE_RECURRENT	1	SAME_SURFACE	1	COORDINATE[OT+AR+AL+Y @START_FRESH_SIBLING:FORWARD_OPEN]	1	Adressspur: danach → Ausgang → Zielort → Posten. Reihenfolge konkret: OT — danach Ausgang.	YES	f72r	CELESTIAL	G475-R023|G475-R037	G481-E034|G481-E053	otaraldy	1	G481-ET030	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES028	INSTRUCTION[ORDER · REL · NAME @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OT+AL @START_FRESH_SIBLING:FORWARD_OPEN]	1	Danach beziehe den Namenseintrag »{N1}« zum Zielort. Reihenfolge konkret: OT — danach Zielort.	YES	f72r	CELESTIAL	G475-R025	G481-E037	otalef	1	G481-ET032	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES029	INSTRUCTION[ARG · ACTION @NONE]	2	2	2	2	CROSS_REGISTER	2	MULTIPLE_SURFACES	1	INSTRUCTION[Y+S @NONE]	1	Wähle den Posten.	YES	f72r|f89r	CELESTIAL|PHARMA	G475-R025|G475-R126	G481-E038|G481-E174	ys || cheys	1	G481-ET033	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES030	INSTRUCTION[ARG · MOD @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[AIN+AM_ADDR @NONE]	1	Im selben Gang wähle den Anteil an der bezeichneten Stelle.	YES	f72r	CELESTIAL	G475-R025	G481-E039	ainam	1	G481-ET034	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES031	INSTRUCTION[MOD · ORDER @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[O+OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	1	Weiter beziehe den Eintrag, als Ausführung. Reihenfolge konkret: OL — Ausführung weiterführen.	YES	f72r	CELESTIAL	G475-R026	G481-E040	ochol	1	G481-ET035	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES032	COORDINATE[MOD · MOD · REL · REL · REL @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[O+LOCAL_CHAR_F+AR+AL+AR @NONE]	1	Adressspur: Ausführungspunkt → hier → Ausgang → Zielort → Ausgang.	YES	f72r	CELESTIAL	G475-R027	G481-E042	ofaralar	1	G481-ET037	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES033	CATALOGUE[ORDER · NAME · ARG @START_FRESH_SIBLING:FORWARD_OPEN]	2	2	2	2	CROSS_REGISTER	2	MULTIPLE_SURFACES	2	CATALOGUE[OT+Y @START_FRESH_SIBLING:FORWARD_OPEN]|CATALOGUE[OT+AIN @START_FRESH_SIBLING:FORWARD_OPEN]	2	Namenseintrag »{N1}« — Folgevermerk, Postenangabe. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	NO	f72r|f89r	CELESTIAL|PHARMA	G475-R028|G475-R111	G481-E043|G481-E154	otchoshy || otorain	2	G481-ET038|G481-ET126	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES034	CATALOGUE[ORDER · NAME · REL @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OT+AL @START_FRESH_SIBLING:FORWARD_OPEN]	1	Namenseintrag »{N1}« — Folgevermerk, Zielzuordnung. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	YES	f72r	CELESTIAL	G475-R029	G481-E044	otchdal	1	G481-ET039	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES035	INSTRUCTION[ACTION · MOD · ARG @NONE]	2	2	1	1	SAME_PAGE_RECURRENT	1	SAME_SURFACE	1	INSTRUCTION[OK+EE+Y @NONE]	1	Setze den Posten, auf Grad II.	YES	f72r	CELESTIAL	G475-R030|G475-R042	G481-E045|G481-E058	okeey	1	G481-ET040	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES036	INSTRUCTION[REL · ARG @NONE]	2	2	1	1	SAME_PAGE_RECURRENT	1	SAME_SURFACE	1	INSTRUCTION[AR+Y @NONE]	1	Im selben Gang setze den Posten vom Ausgang.	YES	f72r	CELESTIAL	G475-R030|G475-R042	G481-E046|G481-E059	ary	1	G481-ET041	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES037	COORDINATE[ORDER · ARG · ARG @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OT+AIN+Y @START_FRESH_SIBLING:FORWARD_OPEN]	1	Adressspur: danach → Anteil → Posten. Reihenfolge konkret: OT — danach Anteil.	YES	f72r	CELESTIAL	G475-R031	G481-E047	otainy	1	G481-ET042	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES038	INSTRUCTION[ACTION · NAME · REL · NAME @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OK+AIR @NONE]	1	Setze den Namenseintrag »{N1}« und den Namenseintrag »{N2}« entlang der Bahn.	YES	f72r	CELESTIAL	G475-R033	G481-E049	oklairdy	1	G481-ET043	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES039	INSTRUCTION[ACTION · REL · NAME @NONE]	2	2	2	2	CROSS_REGISTER	2	MULTIPLE_SURFACES	2	INSTRUCTION[OK+AIR @NONE]|INSTRUCTION[OK+AL @NONE]	2	Setze den Namenseintrag »{N1}« entlang der Bahn.	NO	f72r|f88v	CELESTIAL|PHARMA	G475-R035|G475-R094	G481-E051|G481-E132	okairy || okalyd	2	G481-ET045|G481-ET109	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES040	INSTRUCTION[ACTION · NAME · REL · REL @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OK+AL+AR @NONE]	1	Setze den Namenseintrag »{N1}« zum Zielort und vom Ausgang.	YES	f72r	CELESTIAL	G475-R036	G481-E052	okealar	1	G481-ET046	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES041	INSTRUCTION[ACTION · REL · REL @NONE]	2	2	1	1	SAME_PAGE_RECURRENT	1	SAME_SURFACE	1	INSTRUCTION[OK+AL+AR @NONE]	1	Setze den Eintrag zum Zielort und vom Ausgang.	YES	f72r	CELESTIAL	G475-R038|G475-R077	G481-E054|G481-E108	okalar	1	G481-ET047	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES042	CATALOGUE[ORDER · NAME · REL · NAME @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OT+AR @START_FRESH_SIBLING:FORWARD_OPEN]	1	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Folgevermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	YES	f72r	CELESTIAL	G475-R043	G481-E060	oteeary	1	G481-ET050	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES043	INSTRUCTION[ACTION · REL · NAME · MOD @NONE]	2	2	1	1	SAME_PAGE_RECURRENT	2	MULTIPLE_SURFACES	2	INSTRUCTION[OK+AIR+AM_ADDR @NONE]|INSTRUCTION[OK+AR+AM_ADDR @NONE]	2	Setze den Namenseintrag »{N1}« entlang der Bahn an der bezeichneten Stelle.	NO	f72r	CELESTIAL	G475-R045|G475-R060	G481-E063|G481-E078	okaircham || okarcham	2	G481-ET053|G481-ET065	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES044	INSTRUCTION[ACTION · NAME · REL @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OK+AL @NONE]	1	Setze den Namenseintrag »{N1}« zum Zielort.	YES	f72r	CELESTIAL	G475-R046	G481-E064	okeal	1	G481-ET054	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES045	CATALOGUE[ARG · REL · NAME @NONE]	2	2	1	1	SAME_PAGE_RECURRENT	2	MULTIPLE_SURFACES	1	CATALOGUE[OR+AR @NONE]	1	Namenseintrag »{N1}« — Einheitsangabe, Ausgangszuordnung.	YES	f72r	CELESTIAL	G475-R049|G475-R078	G481-E067|G481-E109	orary || orara	1	G481-ET055	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES046	INSTRUCTION[ACTION · NAME @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OK @NONE]	1	Setze den Namenseintrag »{N1}«.	YES	f72r	CELESTIAL	G475-R050	G481-E068	okyd	1	G481-ET056	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES047	COORDINATE[ORDER · ORDER · MOD @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OT+OL+AM_ADDR @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	1	Adressspur: danach → weiter → hier. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in bezeichnete Stelle weiterführen.	YES	f72r	CELESTIAL	G475-R051	G481-E069	otolam	1	G481-ET057	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES048	CATALOGUE[NAME · REL · REL @NONE]	3	3	1	1	SAME_PAGE_RECURRENT	3	MULTIPLE_SURFACES	2	CATALOGUE[AL+AL @NONE]|CATALOGUE[AIR+AL @NONE]	2	Namenseintrag »{N1}« — Zielzuordnung, Zielzuordnung.	NO	f72r	CELESTIAL	G475-R053|G475-R071|G475-R079	G481-E071|G481-E098|G481-E113	ralal || ytairal || opalal	2	G481-ET059|G481-ET083	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES049	INSTRUCTION[ACTION · MOD @NONE]	2	2	2	2	CROSS_REGISTER	2	MULTIPLE_SURFACES	2	INSTRUCTION[OK+AM_ADDR @NONE]|INSTRUCTION[CHD+DY @NONE]	2	Setze den Eintrag an der bezeichneten Stelle.	NO	f72r|f77r	CELESTIAL|BIOLOGICAL	G475-R054|G475-R089	G481-E072|G481-E126	okam || dchdy	2	G481-ET060|G481-ET103	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES050	CATALOGUE[NAME · REL @NONE]	3	3	2	2	CROSS_REGISTER	3	MULTIPLE_SURFACES	2	CATALOGUE[AR @NONE]|CATALOGUE[AL @NONE]	2	Namenseintrag »{N1}« — Ausgangszuordnung.	NO	f72r|f77r	CELESTIAL|BIOLOGICAL	G475-R057|G475-R082|G475-R090	G481-E075|G481-E116|G481-E127	chosar || ytoar || soral	2	G481-ET063|G481-ET104	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES051	COORDINATE[ORDER · MOD @START_FRESH_SIBLING:FORWARD_OPEN]	2	2	1	1	SAME_PAGE_RECURRENT	2	MULTIPLE_SURFACES	2	COORDINATE[OT+AM_ADDR @START_FRESH_SIBLING:FORWARD_OPEN]|COORDINATE[OT+O @START_FRESH_SIBLING:FORWARD_OPEN]	2	Adressspur: danach → hier. Reihenfolge konkret: OT — danach bezeichnete Stelle.	NO	f72r	CELESTIAL	G475-R058|G475-R063	G481-E076|G481-E083	otam || oto	2	G481-ET064|G481-ET070	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES052	INSTRUCTION[ORDER · NAME · REL · ARG @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OL+AL+AIIN @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Weiter beziehe den Namenseintrag »{N1}« und den Wert zum Zielort. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N1}«.	YES	f72r	CELESTIAL	G475-R060	G481-E079	olkalaiin	1	G481-ET066	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
G481-ES053	COORDINATE[ORDER · REL · ARG @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OL+AL+Y @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Adressspur: weiter → Zielort → Posten. Reihenfolge konkret: OL — weiter mit Zielort.	YES	f72r	CELESTIAL	G475-R060	G481-E080	olalsy	1	G481-ET067	ROLE_FRAGMENT_BACKOFF__STRICT_TEMPLATE_CONTROLS_READING
