template_id	strict_frame	occurrence_count	record_count	page_count	register_count	recurrence_class	surface_type_count	surface_recurrence_mode	recipe_variant_count	recipe_frames	phrase_variant_count	canonical_owner_neutral_phrase_de	phrase_stable	pages	registers	record_ids	source_fragment_ids	surface_examples	claim_status
G481-PT011	CATALOGUE[AUSGANG @NONE] <SAME_BUNDLE> CATALOGUE[ZIELORT · {N1} @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AR @NONE] <SAME_BUNDLE> CATALOGUE[AL @NONE]	1	Eintrag »{N1}« — Ausgangszuordnung. Dann: Namenseintrag »{N2}« — Zielzuordnung.	YES	f72r	CELESTIAL	G475-R022	G481-P011	char|alif	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT012	COORDINATE[DANACH · WERT @START_FRESH_SIBLING:FORWARD_OPEN] <SAME_BUNDLE> COORDINATE[DANACH · ANTEIL @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OT+AIIN @START_FRESH_SIBLING:FORWARD_OPEN] <SAME_BUNDLE> COORDINATE[OT+AIN @START_FRESH_SIBLING:FORWARD_OPEN]	1	Adressspur: danach → Wert. Reihenfolge konkret: OT — danach Wert. Dann: Adressspur: danach → Anteil. Reihenfolge konkret: OT — danach Anteil.	YES	f72r	CELESTIAL	G475-R024	G481-P012	otaiin|otain	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT013	INSTRUCTION[DANACH · ZIELORT · {N1} @START_FRESH_SIBLING:FORWARD_OPEN] <SAME_BUNDLE> INSTRUCTION[POSTEN · WÄHLEN @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OT+AL @START_FRESH_SIBLING:FORWARD_OPEN] <SAME_BUNDLE> INSTRUCTION[Y+S @NONE]	1	Danach beziehe den Namenseintrag »{N1}« zum Zielort. Reihenfolge konkret: OT — danach Zielort. Dann: Wähle den Posten.	YES	f72r	CELESTIAL	G475-R025	G481-P013	otalef|ys	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT014	INSTRUCTION[POSTEN · WÄHLEN @NONE] <SAME_BUNDLE> INSTRUCTION[ANTEIL · HIER @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[Y+S @NONE] <SAME_BUNDLE> INSTRUCTION[AIN+AM_ADDR @NONE]	1	Wähle den Posten. Dann: Im selben Gang wähle den Anteil an der bezeichneten Stelle.	YES	f72r	CELESTIAL	G475-R025	G481-P014	ys|ainam	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT015	INSTRUCTION[AUSFÜHRUNG · FORTSETZEN @KEEP_ACTIVE_UNIT:BACKWARD_HOLD] <SAME_BUNDLE> INSTRUCTION[HALTEN · AUSGANG · HIER @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[O+OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD] <SAME_BUNDLE> INSTRUCTION[SH+AR+AM_ADDR @NONE]	1	Weiter beziehe den Eintrag, als Ausführung. Reihenfolge konkret: OL — Ausführung weiterführen. Dann: Halte den Eintrag vom Ausgang an der bezeichneten Stelle.	YES	f72r	CELESTIAL	G475-R026	G481-P015	ochol|sharam	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT016	INSTRUCTION[SETZEN · GRAD II · POSTEN @NONE] <SAME_BUNDLE> INSTRUCTION[AUSGANG · POSTEN @NONE]	2	2	1	1	SAME_PAGE_RECURRENT	1	SAME_SURFACE	1	INSTRUCTION[OK+EE+Y @NONE] <SAME_BUNDLE> INSTRUCTION[AR+Y @NONE]	1	Setze den Posten, auf Grad II. Dann: Im selben Gang setze den Posten vom Ausgang.	YES	f72r	CELESTIAL	G475-R030|G475-R042	G481-P016|G481-P017	okeey|ary	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT017	COORDINATE[DANACH · BAHN @START_FRESH_SIBLING:FORWARD_OPEN] <SAME_BUNDLE> COORDINATE[POSTEN @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OT+AIR @START_FRESH_SIBLING:FORWARD_OPEN] <SAME_BUNDLE> COORDINATE[Y @NONE]	1	Adressspur: danach → Bahn. Reihenfolge konkret: OT — danach Bahn. Dann: Adressspur: Posten.	YES	f72r	CELESTIAL	G475-R044	G481-P018	otair|dy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT018	INSTRUCTION[SETZEN · AUSGANG · {N1} · HIER @NONE] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> INSTRUCTION[FORTSETZEN · {N2} · ZIELORT · WERT @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OK+AR+AM_ADDR @NONE] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> INSTRUCTION[OL+AL+AIIN @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Setze den Namenseintrag »{N1}« vom Ausgang an der bezeichneten Stelle. Dann: Weiter beziehe den Namenseintrag »{N2}« und den Wert zum Zielort. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N2}«.	YES	f72r	CELESTIAL	G475-R060	G481-P019	okarcham|olkalaiin	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT019	INSTRUCTION[FORTSETZEN · {N1} · ZIELORT · WERT @KEEP_ACTIVE_UNIT:FORWARD_OPEN] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> COORDINATE[FORTSETZEN · ZIELORT · POSTEN @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OL+AL+AIIN @KEEP_ACTIVE_UNIT:FORWARD_OPEN] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> COORDINATE[OL+AL+Y @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Weiter beziehe den Namenseintrag »{N1}« und den Wert zum Zielort. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N1}«. Dann: Adressspur: weiter → Zielort → Posten. Reihenfolge konkret: OL — weiter mit Zielort.	YES	f72r	CELESTIAL	G475-R060	G481-P020	olkalaiin|olalsy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT020	COORDINATE[DANACH · AUSFÜHRUNG @START_FRESH_SIBLING:FORWARD_OPEN] <SAME_BUNDLE> COORDINATE[WERT @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OT+O @START_FRESH_SIBLING:FORWARD_OPEN] <SAME_BUNDLE> COORDINATE[AIIN @NONE]	1	Adressspur: danach → Ausführungspunkt. Reihenfolge konkret: OT — danach Ausführung. Dann: Adressspur: Wert.	YES	f72r	CELESTIAL	G475-R063	G481-P021	oto|aiin	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT021	INSTRUCTION[{N1} · AUSFÜHRUNG · STUFE @NONE] <SAME_BUNDLE> INSTRUCTION[ZIELORT @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[O+IIN @NONE] <SAME_BUNDLE> INSTRUCTION[AL @NONE]	1	Beziehe den Namenseintrag »{N1}«, als Ausführung und auf der bezeichneten Stufe. Dann: Beziehe den Eintrag zum Zielort.	YES	f72r	CELESTIAL	G475-R064	G481-P022	opoiiinoin|al	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT022	INSTRUCTION[ZIELORT @NONE] <SAME_BUNDLE> INSTRUCTION[NEHMEN · GRAD I · WÄHLEN @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[AL @NONE] <SAME_BUNDLE> INSTRUCTION[CH+E+S @NONE]	1	Beziehe den Eintrag zum Zielort. Dann: Nimm den Eintrag auf und wähle den Eintrag, auf Grad I.	YES	f72r	CELESTIAL	G475-R064	G481-P023	al|ches	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT023	CATALOGUE[{N1} · WERT @NONE] <SAME_BUNDLE> CATALOGUE[ZIELORT · ZIELORT · POSTEN @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AIIN @NONE] <SAME_BUNDLE> CATALOGUE[AL+AL+Y @NONE]	1	Namenseintrag »{N1}« — Wertangabe. Dann: Eintrag »{N2}« — Zielzuordnung, Zielzuordnung, Postenangabe.	YES	f72r	CELESTIAL	G475-R065	G481-P024	ypaiin|alaly	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT024	COORDINATE[DANACH · GRAD II · POSTEN @START_FRESH_SIBLING:FORWARD_OPEN] <SAME_BUNDLE> COORDINATE[WERT @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OT+EE+Y @START_FRESH_SIBLING:FORWARD_OPEN] <SAME_BUNDLE> COORDINATE[AIIN @NONE]	1	Adressspur: danach → Grad II → Posten. Reihenfolge konkret: OT — danach Grad II. Dann: Adressspur: Wert.	YES	f72r	CELESTIAL	G475-R066	G481-P025	oteey|daiin	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT025	INSTRUCTION[{N1} · GRAD II · POSTEN @NONE] <SAME_BUNDLE> INSTRUCTION[SETZEN · WERT @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[EE+Y @NONE] <SAME_BUNDLE> INSTRUCTION[OK+AIIN @NONE]	1	Beziehe den Namenseintrag »{N1}« und den Posten, auf Grad II. Dann: Setze den Wert.	YES	f72r	CELESTIAL	G475-R069	G481-P026	opoeey|okaiin	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT026	INSTRUCTION[SETZEN · WERT @NONE] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> INSTRUCTION[{N1} · FORTSETZEN · BAHN · FORTSETZEN @KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OK+AIIN @NONE] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> INSTRUCTION[OL+AIR+OL @KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD]	1	Setze den Wert. Dann: Weiter und weiter beziehe den Namenseintrag »{N1}« entlang der Bahn. Reihenfolge konkret: OL — Namenseintrag »{N1}« in Bahn weiterführen; OL — Bahn weiterführen.	YES	f72r	CELESTIAL	G475-R069	G481-P027	okaiin|ykolairol	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT027	INSTRUCTION[AUSFÜHRUNG · NEHMEN · GRAD I · POSTEN @NONE] <SAME_BUNDLE> INSTRUCTION[{N1} · POSTEN · SCHLUSS @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[O+CH+E+Y @NONE] <SAME_BUNDLE> INSTRUCTION[Y+DY @NONE]	1	Nimm den Posten auf, als Ausführung und auf Grad I. Dann: Im selben Gang nimm den Namenseintrag »{N1}« und den Posten auf, und schließe den Schritt.	YES	f72r	CELESTIAL	G475-R074	G481-P028	ochey|fydy	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT028	CATALOGUE[AUSFÜHRUNG · HIER @NONE] <SAME_BUNDLE> CATALOGUE[AUSFÜHRUNG @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[O+LOCAL_CHAR_F @NONE] <SAME_BUNDLE> CATALOGUE[O @NONE]	1	Eintrag »{N1}« — Ausführungsvermerk, Hier-Vermerk. Dann: Eintrag »{N2}« — Ausführungsvermerk.	YES	f72r	CELESTIAL	G475-R075	G481-P029	of|o	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT029	CATALOGUE[AUSFÜHRUNG @NONE] <SAME_BUNDLE> CATALOGUE[{N1} · ZIELORT · POSTEN @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[O @NONE] <SAME_BUNDLE> CATALOGUE[AL+Y @NONE]	1	Eintrag »{N1}« — Ausführungsvermerk. Dann: Namenseintrag »{N2}« — Zielzuordnung, Postenangabe.	YES	f72r	CELESTIAL	G475-R075	G481-P030	o|eeesaly	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT030	CATALOGUE[{N1} · AUSGANG · WERT @NONE] <SAME_BUNDLE> CATALOGUE[BAHN · ZIELORT @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AR+AIIN @NONE] <SAME_BUNDLE> CATALOGUE[AIR+AL @NONE]	1	Namenseintrag »{N1}« — Ausgangszuordnung, Wertangabe. Dann: Eintrag »{N2}« — Bahnvermerk, Zielzuordnung.	YES	f72r	CELESTIAL	G475-R076	G481-P031	ykaraiin|airal	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT031	CATALOGUE[EINHEIT · AUSGANG · {N1} @NONE] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> CATALOGUE[FORTSETZEN · WERT @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OR+AR @NONE] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> CATALOGUE[OL+AIIN @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Namenseintrag »{N1}« — Einheitsangabe, Ausgangszuordnung. Dann: Eintrag »{N2}« — Fortsetzungsvermerk, Wertangabe. Reihenfolge konkret: OL — weiter mit Wert.	YES	f72r	CELESTIAL	G475-R078	G481-P032	orara|olaiin	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT032	CATALOGUE[FORTSETZEN · WERT @KEEP_ACTIVE_UNIT:FORWARD_OPEN] <SAME_BUNDLE> CATALOGUE[FORTSETZEN · {N1} @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OL+AIIN @KEEP_ACTIVE_UNIT:FORWARD_OPEN] <SAME_BUNDLE> CATALOGUE[OL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Eintrag »{N1}« — Fortsetzungsvermerk, Wertangabe. Reihenfolge konkret: OL — weiter mit Wert. Dann: Namenseintrag »{N2}« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N2}«.	YES	f72r	CELESTIAL	G475-R078	G481-P033	olaiin|olay	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT033	CATALOGUE[FORTSETZEN · {N1} @KEEP_ACTIVE_UNIT:FORWARD_OPEN] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> INSTRUCTION[FORTSETZEN · {N2} · HALTEN · {N3} · ZIELORT @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OL @KEEP_ACTIVE_UNIT:FORWARD_OPEN] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> INSTRUCTION[OL+SH+AL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Namenseintrag »{N1}« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N1}«. Dann: Weiter halte den Namenseintrag »{N2}« und den Namenseintrag »{N3}« zum Zielort. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N2}«.	YES	f72r	CELESTIAL	G475-R078	G481-P034	olay|olfsheoral	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT034	CATALOGUE[{N1} · AUSGANG @NONE] <SAME_BUNDLE> CATALOGUE[HALTEN · AUSGANG @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AR @NONE] <SAME_BUNDLE> CATALOGUE[SH+AR @NONE]	1	Namenseintrag »{N1}« — Ausgangszuordnung. Dann: Eintrag »{N2}« — Haltevermerk, Ausgangszuordnung.	YES	f72r	CELESTIAL	G475-R082	G481-P035	ytoar|shar	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT035	COORDINATE[AUSGANG · ZIELORT @NONE] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> COORDINATE[FORTSETZEN · {N1} · ZIELORT @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[AR+AL @NONE] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> COORDINATE[OL+AL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Adressspur: Ausgang → Zielort. Dann: Adressspur: weiter → Namenseintrag »{N1}« → Zielort. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N1}«.	YES	f72r	CELESTIAL	G475-R084	G481-P036	aral|oletal	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT036	CATALOGUE[{N1} · AUSGANG · {N2} · AUSGANG @NONE] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> CATALOGUE[FORTSETZEN · {N3} @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[AR+AR @NONE] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> CATALOGUE[OL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Ausgangszuordnung, Ausgangszuordnung. Dann: Namenseintrag »{N3}« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N3}«.	YES	f77r	BIOLOGICAL	G475-R085	G481-P037	darchdar|olkchs	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT037	COORDINATE[DANACH · FORTSETZEN · WERT @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT] <SAME_BUNDLE> COORDINATE[AUSFÜHRUNG @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	COORDINATE[OT+OL+AIIN @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT] <SAME_BUNDLE> COORDINATE[O @NONE]	1	Adressspur: danach → weiter → Wert. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Wert weiterführen. Dann: Adressspur: Ausführungspunkt.	YES	f77r	BIOLOGICAL	G475-R093	G481-P038	otolaiin|o	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT038	CATALOGUE[DANACH · AUSGANG @START_FRESH_SIBLING:FORWARD_OPEN] <SAME_BUNDLE> CATALOGUE[AUSGANG · {N1} @NONE]	1	1	1	1	SINGLETON	1	SINGLETON	1	CATALOGUE[OT+AR @START_FRESH_SIBLING:FORWARD_OPEN] <SAME_BUNDLE> CATALOGUE[AR @NONE]	1	Eintrag »{N1}« — Folgevermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Ausgang. Dann: Namenseintrag »{N2}« — Ausgangszuordnung.	YES	f88v	PHARMA	G475-R097	G481-P039	otar|arody	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT039	INSTRUCTION[SETZEN · NEHMEN · POSTEN @NONE] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> INSTRUCTION[{N1} · FORTSETZEN @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OK+CH+Y @NONE] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> INSTRUCTION[OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	1	Setze den Posten als Ansatz an und nimm den Posten. Dann: Weiter beziehe den Namenseintrag »{N1}«. Reihenfolge konkret: OL — Namenseintrag »{N1}« weiterführen.	YES	f89r	PHARMA	G475-R107	G481-P040	okchshy|qkol	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
G481-PT040	INSTRUCTION[{N1} · FORTSETZEN @KEEP_ACTIVE_UNIT:BACKWARD_HOLD] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> INSTRUCTION[FORTSETZEN · {N2} · HIER @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	1	SINGLETON	1	SINGLETON	1	INSTRUCTION[OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD] <CROSS_BUNDLE:EXPLICIT_CONTINUATION_OL> INSTRUCTION[OL+AM_ADDR @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Weiter beziehe den Namenseintrag »{N1}«. Reihenfolge konkret: OL — Namenseintrag »{N1}« weiterführen. Dann: Weiter beziehe den Namenseintrag »{N2}« an der bezeichneten Stelle. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N2}«.	YES	f89r	PHARMA	G475-R107	G481-P041	qkol|oldam	STRICT_OWNER_NEUTRAL_FRAGMENT__NO_NEW_MEANING
