paragraph	edition	physical_leaf	groups	strict_source	prediction	observed	independent	certificate	remaining_common_readings	independent_meaning_capacity
ZL3b|f106r|f106r.18-f106r.21	ZL3b	106	37	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_015	0	0
ZL3b|f106v|f106v.28-f106v.31	ZL3b	106	34	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_016	0	0
ZL3b|f106v|f106v.34-f106v.36	ZL3b	106	28	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_017	0	0
ZL3b|f107r|f107r.4-f107r.7	ZL3b	107	37	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1008:FUNCTIONAL_0-1	0	0
ZL3b|f107r|f107r.24-f107r.26	ZL3b	107	32	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_019	0	0
ZL3b|f107r|f107r.45-f107r.47	ZL3b	107	28	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_020	0	0
ZL3b|f107v|f107v.29-f107v.31	ZL3b	107	28	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_021	0	0
ZL3b|f107v|f107v.37-f107v.40	ZL3b	107	36	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_022	0	0
ZL3b|f108r|f108r.5-f108r.7	ZL3b	108	36	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_023	0	0
ZL3b|f108r|f108r.14-f108r.16	ZL3b	108	28	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_024	0	0
ZL3b|f108r|f108r.31-f108r.34	ZL3b	108	36	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_025	0	0
ZL3b|f108r|f108r.45-f108r.47	ZL3b	108	33	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_026	0	0
ZL3b|f108v|f108v.12-f108v.14	ZL3b	108	33	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_027	0	0
ZL3b|f111r|f111r.48-f111r.50	ZL3b	111	32	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_028	0	0
ZL3b|f111v|f111v.31-f111v.33	ZL3b	111	37	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_029	0	0
ZL3b|f112r|f112r.23-f112r.26	ZL3b	112	33	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_030	0	0
ZL3b|f112r|f112r.27-f112r.30	ZL3b	112	36	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_031	0	0
ZL3b|f112r|f112r.31-f112r.33	ZL3b	112	30	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_032	0	0
ZL3b|f112r|f112r.34-f112r.36	ZL3b	112	28	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_033	0	0
ZL3b|f112v|f112v.11-f112v.14	ZL3b	112	35	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_034	0	0
ZL3b|f112v|f112v.32-f112v.35	ZL3b	112	35	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_035	0	0
ZL3b|f112v|f112v.36-f112v.38	ZL3b	112	33	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_036	0	0
ZL3b|f113r|f113r.1-f113r.3	ZL3b	113	29	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_037	0	0
ZL3b|f113r|f113r.42-f113r.44	ZL3b	113	28	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_038	0	0
ZL3b|f113v|f113v.47-f113v.49	ZL3b	113	33	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_039	0	0
ZL3b|f114r|f114r.32-f114r.34	ZL3b	114	32	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_040	0	0
ZL3b|f114v|f114v.8-f114v.10	ZL3b	114	27	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_041	0	0
ZL3b|f114v|f114v.29-f114v.32	ZL3b	114	36	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_042	0	0
ZL3b|f115r|f115r.1-f115r.3	ZL3b	115	32	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_043	0	0
ZL3b|f115r|f115r.10-f115r.12	ZL3b	115	31	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_044	0	0
ZL3b|f115r|f115r.19-f115r.21	ZL3b	115	33	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_045	0	0
ZL3b|f115v|f115v.8-f115v.10	ZL3b	115	27	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_046	0	0
ZL3b|f116r|f116r.4-f116r.6	ZL3b	116	34	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_047	0	0
ZL3b|f116r|f116r.15-f116r.17	ZL3b	116	32	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_048	0	0
ZL3b|f31r|f31r.1-f31r.5	ZL3b	31	37	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_049	0	0
ZL3b|f31r|f31r.6-f31r.9	ZL3b	31	27	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_050	0	0
ZL3b|f43r|f43r.7-f43r.9	ZL3b	43	30	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_051	0	0
ZL3b|f43v|f43v.6-f43v.9	ZL3b	43	32	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_052	0	0
ZL3b|f46r|f46r.6-f46r.8	ZL3b	46	37	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_053	0	0
ZL3b|f66r|f66r.63-f66r.66	ZL3b	66	37	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_054	0	0
ZL3b|f80v|f80v.23-f80v.26	ZL3b	80	35	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_055	0	0
ZL3b|f85r1|f85r1.20-f85r1.22	ZL3b	85	28	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_056	0	0
ZL3b|f85r1|f85r1.23-f85r1.25	ZL3b	85	26	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_057	0	0
ZL3b|f85r1|f85r1.28-f85r1.30	ZL3b	85	34	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_058	0	0
ZL3b|f85r2|f85r2.12-f85r2.17	ZL3b	85	26	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_059	0	0
ZL3b|f85r2|f85r2.18-f85r2.23	ZL3b	85	36	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_060	0	0
IT2a|f103r|f103r.13-f103r.15	IT2a	103	30	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_061	0	0
IT2a|f103r|f103r.18-f103r.20	IT2a	103	29	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_062	0	0
IT2a|f103r|f103r.27-f103r.29	IT2a	103	28	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_063	0	0
IT2a|f103r|f103r.45-f103r.47	IT2a	103	26	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_064	0	0
IT2a|f103v|f103v.17-f103v.19	IT2a	103	28	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_065	0	0
IT2a|f103v|f103v.30-f103v.32	IT2a	103	28	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_066	0	0
IT2a|f104r|f104r.43-f104r.45	IT2a	104	31	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_067	0	0
IT2a|f105r|f105r.11-f105r.13	IT2a	105	32	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_068	0	0
IT2a|f105v|f105v.5-f105v.7	IT2a	105	30	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_069	0	0
IT2a|f106r|f106r.1-f106r.3	IT2a	106	28	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_070	0	0
IT2a|f106r|f106r.18-f106r.21	IT2a	106	37	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_071	0	0
IT2a|f106v|f106v.15-f106v.17	IT2a	106	27	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_072	0	0
IT2a|f106v|f106v.22-f106v.25	IT2a	106	37	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_073	0	0
IT2a|f106v|f106v.28-f106v.31	IT2a	106	36	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_074	0	0
IT2a|f106v|f106v.34-f106v.36	IT2a	106	27	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_075	0	0
IT2a|f107r|f107r.24-f107r.26	IT2a	107	31	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_076	0	0
IT2a|f107r|f107r.45-f107r.47	IT2a	107	28	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_077	0	0
IT2a|f107v|f107v.29-f107v.31	IT2a	107	27	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_078	0	0
IT2a|f107v|f107v.37-f107v.40	IT2a	107	35	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_079	0	0
IT2a|f108r|f108r.5-f108r.7	IT2a	108	35	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_080	0	0
IT2a|f108r|f108r.8-f108r.10	IT2a	108	35	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1008:FUNCTIONAL_0-2	0	0
IT2a|f108r|f108r.14-f108r.16	IT2a	108	28	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_082	0	0
IT2a|f108r|f108r.31-f108r.34	IT2a	108	36	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_083	0	0
IT2a|f108r|f108r.41-f108r.44	IT2a	108	37	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_084	0	0
IT2a|f108r|f108r.45-f108r.47	IT2a	108	32	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_085	0	0
IT2a|f108v|f108v.12-f108v.14	IT2a	108	31	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_086	0	0
IT2a|f112r|f112r.16-f112r.18	IT2a	112	30	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_087	0	0
IT2a|f112r|f112r.23-f112r.26	IT2a	112	34	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_088	0	0
IT2a|f112r|f112r.27-f112r.30	IT2a	112	36	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_089	0	0
IT2a|f112r|f112r.31-f112r.33	IT2a	112	30	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_090	0	0
IT2a|f112r|f112r.34-f112r.36	IT2a	112	26	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_091	0	0
IT2a|f112v|f112v.11-f112v.14	IT2a	112	35	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_092	0	0
IT2a|f112v|f112v.32-f112v.35	IT2a	112	34	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_093	0	0
IT2a|f112v|f112v.36-f112v.38	IT2a	112	33	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_094	0	0
IT2a|f113r|f113r.1-f113r.3	IT2a	113	31	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_095	0	0
IT2a|f113r|f113r.42-f113r.44	IT2a	113	28	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_096	0	0
IT2a|f113v|f113v.47-f113v.49	IT2a	113	32	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_097	0	0
IT2a|f114v|f114v.29-f114v.32	IT2a	114	33	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_098	0	0
IT2a|f115r|f115r.1-f115r.3	IT2a	115	29	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_099	0	0
IT2a|f115r|f115r.10-f115r.12	IT2a	115	29	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_100	0	0
IT2a|f115r|f115r.19-f115r.21	IT2a	115	33	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_101	0	0
IT2a|f115v|f115v.8-f115v.10	IT2a	115	27	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_102	0	0
IT2a|f116r|f116r.4-f116r.6	IT2a	116	33	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_103	0	0
IT2a|f116r|f116r.7-f116r.9	IT2a	116	27	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_104	0	0
IT2a|f116r|f116r.15-f116r.17	IT2a	116	32	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_105	0	0
IT2a|f31r|f31r.6-f31r.9	IT2a	31	27	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_106	0	0
IT2a|f31r|f31r.10-f31r.15	IT2a	31	37	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_107	0	0
IT2a|f39r|f39r.6-f39r.9	IT2a	39	37	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_108	0	0
IT2a|f43r|f43r.7-f43r.9	IT2a	43	29	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_109	0	0
IT2a|f43v|f43v.6-f43v.9	IT2a	43	32	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_110	0	0
IT2a|f46r|f46r.6-f46r.8	IT2a	46	37	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_111	0	0
IT2a|f66r|f66r.63-f66r.66	IT2a	66	37	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_112	0	0
IT2a|f79r|f79r.35-f79r.38	IT2a	79	31	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_113	0	0
IT2a|f80v|f80v.23-f80v.26	IT2a	80	37	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_114	0	0
IT2a|f82v|f82v.11-f82v.14	IT2a	82	37	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_115	0	0
IT2a|f85r1|f85r1.20-f85r1.22	IT2a	85	27	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_116	0	0
IT2a|f85r1|f85r1.23-f85r1.25	IT2a	85	26	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_117	0	0
IT2a|f85r1|f85r1.28-f85r1.30	IT2a	85	32	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_118	0	0
IT2a|f85r2|f85r2.12-f85r2.17	IT2a	85	26	False	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_119	0	0
IT2a|f85r2|f85r2.18-f85r2.23	IT2a	85	35	True	Complete joint grammar under one free global dictionary; aliases allowed	UNSAT	unsat	GDT1009:FUNCTIONAL_120	0	0
