surface	working_meaning_de	composition	strongest_rival_de	family
kcheor	eine Portion bis zur Mittelstufe heiß getrocknete Droge	K_HOT+CH_DRY+E_MIDDLE+OR_PORTION	eine Portion erhitzter Trockendroge	HOT_DRY
ychor	nimm hiervon den Pflanzenteil	Y_REFERENCE+CHOR_PLANT_PART	eine Portion hiervon trocknen	ENTRY
qoaiin	nimm drei Teile	QO_COMMAND+AIIN_III	nimm Ansatz in Zubereitungsform III	MEASURE
oaldary	die erste Fraktion aus Rohstoff-I-Ansatz abmessen und abschließen	O_PREP+AL_RAW_I+D_MEASURE+AR_FRACTION_I+Y_START_OR_CLOSE	abgemessene erste Rohstoff-I-Fraktion im Ansatz	MEASURE
g	ein Gran	LEARNED_G_WHOLE	ein Tropfen; historisch ist G auch für gutta belegt	MEASURE
chcth	Krautdroge trocknen	CH_DRY+CTH_HERB	getrocknetes Blattgut	DRY
daid	die zweite Rohstoffmenge abmessen	LEARNED_DAID_WHOLE	die zweite Drogenfraktion abmessen	MEASURE
qochol	nimm getrockneten Drogenstoff als Ansatz	QO_COMMAND+O_PREP+CH_DRY+OL_MATERIAL	bereite einen Trockenstoffansatz	DRY
cthody	Krautansatz fertigstellen	CTH_HERB+O_PREP+DY_FINISHED	fertig aufbereitete Krautdroge	ACTION
qoos	nimm eine Ansatzcharge	QO_COMMAND+O_PREP+S_TERM_SPECIES	setze eine Arzneicharge an	PREPARATION
yor	nimm hiervon eine Portion	Y_REFERENCE+OR_PORTION	eine Portion dieser Droge	ENTRY
dkol	erhitzten Drogenstoff abmessen	D_MEASURE+K_HOT+OL_MATERIAL	eine Dosis heißen Drogenstoffs	MEASURE
chm	eine Handvoll Trockendroge	LEARNED_CHM_WHOLE	ein kleiner Trockenposten	MEASURE
ctholdy	Krautstoff fertigstellen	CTH_HERB+OL_MATERIAL+DY_FINISHED	fertige Krautzubereitung	ACTION
deey	die Enddosis abmessen und abschließen	D_MEASURE+EE_END+Y_START_OR_CLOSE	abgemessener Posten auf Endstufe	MEASURE
dshodar	eine Dosis einweichen, ansetzen und die erste Fraktion abmessen	D_MEASURE+SH_MOIST+O_PREP+D_MEASURE+AR_FRACTION_I	erste abgemessene Fraktion einer Feuchtzubereitung	MEASURE
chekar	die erste Drogenfraktion bis zur Mittelstufe trocknen und erhitzen	CH_DRY+E_MIDDLE+K_HOT+AR_FRACTION_I	erste heiß getrocknete Fraktion	FRACTION
arl	erste Fraktion Holzdroge	AR_FRACTION_I+L_WOOD	erste Holzfraktion	WOOD
yshos	weiche hiervon eine Ansatzcharge ein	Y_REFERENCE+SH_MOIST+O_PREP+S_TERM_SPECIES	eingeweichte Charge dieser Zubereitung	ACTION
dchold	eine Dosis trockenen Drogenstoffs abmessen und abschließen	D_MEASURE+CH_DRY+OL_MATERIAL+D_TERM_CLOSE	abgeschlossene Dosis Trockengut	MEASURE
ochor	eine Portion Trockenansatz	O_PREP+CH_DRY+OR_PORTION	Pflanzenteil im Ansatz	PREPARATION
kcholqod	heiß getrockneten Drogenstoff abziehen und abschließen	LEARNED_KCHOLQOD_WHOLE	erhitze den Trockenstoff und gieße ihn ab	ACTION
orchochor	eine Portion trocknen, ansetzen, nachtrocknen und erneut portionieren	OR_PORTION+CH_DRY+O_PREP+CH_DRY+OR_PORTION	doppelt getrocknete Ansatzportion	ACTION
chokokor	Trockenansatz erhitzen, erneut ansetzen und als heiße Portion abteilen	CH_DRY+O_PREP+K_HOT+O_PREP+K_HOT+OR_PORTION	eine Portion zweifach erhitzten Trockenansatzes	ACTION
dchdy	eine Dosis trocknen und fertigstellen	D_MEASURE+CH_DRY+DY_FINISHED	fertig getrocknete Dosis	ACTION
ycheor	nimm hiervon eine Portion mäßig getrockneter Droge	Y_REFERENCE+CH_DRY+E_MIDDLE+OR_PORTION	dieser getrocknete Drogenteil auf Mittelstufe	ENTRY
chag	ein Gran Trockendroge	LEARNED_CHAG_WHOLE	trockener Kleinposten	MEASURE
chololy	zwei Drogenstoffe leicht zusammen trocknen	CH_DRY+OL_MATERIAL+OL_MATERIAL+Y_START_OR_CLOSE	einen Drogenstoff in zweiter Ansatzform trocknen	DRY
chekody	bis zur Mittelstufe trocknen, erhitzen, ansetzen und fertigstellen	CH_DRY+E_MIDDLE+K_HOT+O_PREP+DY_FINISHED	fertiger heiß getrockneter Ansatz	ACTION
ay	einen gleichen Teil abteilen	A_PART_OR_LINK+Y_START_OR_CLOSE	ein Teil in Grundform	MEASURE
dalain	zwei Teile Rohstoff I abmessen	D_MEASURE+AL_RAW_I+AIN_II	Rohstoff I auf Dosisstufe II	MEASURE
chtchy	trocknen, abkühlen und leicht nachtrocknen	CH_DRY+T_COLD+CH_DRY+Y_START_OR_CLOSE	zweifach getrocknete kalte Droge	ACTION
qokody	erhitze den Ansatz und stelle ihn fertig	QO_COMMAND+K_HOT+O_PREP+DY_FINISHED	fertiger heißer Ansatz	ACTION
qody	stelle die vorstehende Zubereitung fertig	QO_COMMAND+DY_FINISHED	schließe den folgenden Rezeptposten ab	ACTION
om	eine Handvoll Ansatzgut	LEARNED_OM_WHOLE	ein kleiner Ansatzposten	MEASURE
keesy	Saatgut vollständig erhitzen und abschließen	LEARNED_KEESY_WHOLE	eine vollständig erhitzte Arzneicharge	ACTION
qocthedy	bereite den Krautansatz bis zur Mittelstufe und stelle ihn fertig	QO_COMMAND+O_PREP+CTH_HERB+E_MIDDLE+DY_FINISHED	fertige Krautzubereitung auf Mittelstufe	ACTION
chosory	getrocknetes Saatgut mit Wurzeldroge leicht ansetzen	LEARNED_CHOSORY_WHOLE	leichter Trockenansatz aus Pflanzenteilen	SEED
koddy	heißen Ansatz abziehen und fertigstellen	LEARNED_KODDY_WHOLE	erhitzten Ansatz vollständig abschließen	ACTION
ycheoky	trockne hiervon bis zur Mittelstufe, setze es an und erhitze leicht	Y_REFERENCE+CH_DRY+E_MIDDLE+O_PREP+K_HOT+Y_START_OR_CLOSE	diese Droge als heißen Trockenansatz bereiten	ACTION
chokan	Trockenansatz auf Heizstufe I bringen	CH_DRY+O_PREP+K_HOT+AN_I	heißer Trockenansatz der ersten Stufe	HOT_DRY
qockhey	bereite den Arzneikompositum-Ansatz bis zur Mittelstufe	QO_COMMAND+O_PREP+CKH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	Arzneikompositum-Ansatz in mittlerer Form	ACTION
ke	mäßig erhitzen	K_HOT+E_MIDDLE	heiße Droge auf Mittelstufe	ACTION
keeyfar	die erste Blütenfraktion vollständig erhitzen	LEARNED_KEEYFAR_WHOLE	vollständig erhitzter Blütenanteil	FLOWER
daiiny	drei Dosen abmessen und abschließen	D_MEASURE+AIIN_III+Y_START_OR_CLOSE	drei abgemessene Teile in Schlussform	MEASURE
chokor	eine Portion erhitzten Trockenansatzes	CH_DRY+O_PREP+K_HOT+OR_PORTION	heiß getrocknete Ansatzportion	HOT_DRY
chotchey	Trockenansatz abkühlen und bis zur Mittelstufe nachtrocknen	CH_DRY+O_PREP+T_COLD+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	kalt nachgetrockneter Ansatz auf Mittelstufe	ACTION
chotor	eine Portion gekühlten Trockenansatzes	CH_DRY+O_PREP+T_COLD+OR_PORTION	kalte Trockenansatzportion	COLD
skaiiodar	die erste erhitzte Saatfraktion abmessen	LEARNED_SKAIIODAR_WHOLE	erhitzte Saatdroge der zweiten Form abmessen	SEED
yodaiin	miss hiervon drei Dosen Ansatz ab	Y_REFERENCE+O_PREP+D_MEASURE+AIIN_III	drei Maße dieser Zubereitung	MEASURE
choldar	die erste Fraktion trockenen Drogenstoffs abmessen	CH_DRY+OL_MATERIAL+D_MEASURE+AR_FRACTION_I	erste abgemessene Trockenstofffraktion	MEASURE
qoked	erhitze mäßig und schließe ab	QO_COMMAND+K_HOT+E_MIDDLE+D_TERM_CLOSE	erhitzter Posten auf Mittelstufe, abgeschlossen	ACTION
polshy	Pulverstoff leicht einweichen	P_POWDER+OL_MATERIAL+SH_MOIST+Y_START_OR_CLOSE	leicht angefeuchtetes Pulverpräparat	POWDER
koldy	erhitzten Drogenstoff fertigstellen	K_HOT+OL_MATERIAL+DY_FINISHED	fertiger heißer Drogenstoff	ACTION
ld	Holzdroge abschließen	L_WOOD+D_TERM_CLOSE	Holzdroge abziehen	WOOD
dlshedy	eine Dosis Holzdroge bis zur Mittelstufe einweichen und fertigstellen	D_MEASURE+L_WOOD+SH_MOIST+E_MIDDLE+DY_FINISHED	fertig eingeweichte Holzdosis	ACTION
qokalchey	erhitze Rohstoff I, trockne ihn mäßig und schließe ab	QO_COMMAND+K_HOT+AL_RAW_I+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	heiß getrockneter Rohstoff I auf Mittelstufe	ACTION
qopchey	nimm den Pulveransatz und trockne ihn bis zur Mittelstufe	QO_COMMAND+O_PREP+P_POWDER+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	Pulveransatz auf mittlerer Trockenstufe	POWDER
qochy	nimm einen leicht getrockneten Ansatz	QO_COMMAND+O_PREP+CH_DRY+Y_START_OR_CLOSE	bereite einen Trockenansatz in Grundform	DRY
olsheed	Holzdrogenansatz vollständig einweichen und abschließen	O_PREP+L_WOOD+SH_MOIST+EE_END+D_TERM_CLOSE	vollständig eingeweichte Holzdroge im Ansatz	WOOD
chcphedy	das Arzneikompositum bis zur Mittelstufe trocknen und abschließen	LEARNED_CHCPHEDY_WHOLE	eine Blütenkompositum-Fraktion fertig trocknen	ACTION
checthey	Krautdroge zweimal mäßig trocknen und abschließen	CH_DRY+E_MIDDLE+CTH_HERB+E_MIDDLE+Y_START_OR_CLOSE	getrocknete Krautdroge auf Mittelstufe	DRY
qolal	gib Rohstoff I hinzu	QOL_ADD+AL_RAW_I	gib einen gleichen Teil Holzdroge hinzu	ACTION
solkeey	Saatgutansatz vollständig erhitzen und abschließen	SOL_SEED_PREP+K_HOT+EE_END+Y_START_OR_CLOSE	vollständig erhitzter Saatgutansatz	SEED
dsheedal	eine Dosis vollständig einweichen und danach Rohstoff I abmessen	D_MEASURE+SH_MOIST+EE_END+D_MEASURE+AL_RAW_I	vollständig eingeweichte Rohstoff-I-Dosis	MEASURE
lchor	eine Portion getrocknete Holzdroge	L_WOOD+CH_DRY+OR_PORTION	ein getrockneter Holzpflanzenteil	WOOD
ldchey	Holzdroge abmessen und bis zur Mittelstufe trocknen	LEARNED_LDCHEY_WHOLE	abgemessene Holzdroge in mittlerer Trockenform	WOOD
cheolkaiin	Drogenstoff bis zur Mittelstufe trocknen und dann auf Heizstufe III bringen	CH_DRY+E_MIDDLE+OL_MATERIAL+K_HOT+AIIN_III	drei Teile heiß getrockneter Drogenstoff	ACTION
dalky	Rohstoff I abmessen und leicht erhitzen	D_MEASURE+AL_RAW_I+K_HOT+Y_START_OR_CLOSE	abgemessener heißer Rohstoff I	MEASURE
ykedy	erhitze hiervon bis zur Mittelstufe und stelle es fertig	Y_REFERENCE+K_HOT+E_MIDDLE+DY_FINISHED	diese Droge auf mittlerer Heizstufe abgeschlossen	ACTION
qoke	erhitze Folgendes bis zur Mittelstufe	QO_COMMAND+K_HOT+E_MIDDLE	heißer Posten auf Mittelstufe	ACTION
qolkeshdy	gib den bis zur Mittelstufe erhitzten und eingeweichten Drogenstoff fertig hinzu	QOL_ADD+K_HOT+E_MIDDLE+SH_MOIST+DY_FINISHED	erhitze den Zusatz, weiche ihn ein und schließe die Zugabe ab	ACTION
otaldy	kalten Rohstoff-I-Ansatz fertigstellen	O_PREP+T_COLD+AL_RAW_I+DY_FINISHED	fertiger Ansatz aus gekühltem Rohstoff I	ACTION
oltal	kalter Holzrohstoff-I-Ansatz	O_PREP+L_WOOD+T_COLD+AL_RAW_I	gekühlte Holzdroge der Rohklasse I	WOOD
eey	schließe den vorstehenden Rezeptposten ab	LEARNED_EEY_WHOLE	vollständig bearbeiteter Rezeptposten	ACTION
scthey	Krautdroge mit Saatgut auf Mittelstufe abschließen	S_SEED+CTH_HERB+E_MIDDLE+Y_START_OR_CLOSE	Saatgut-Krautdroge in mittlerer Form	SEED
chckhes	eine Charge bis zur Mittelstufe getrocknetes Arzneikompositum	CH_DRY+CKH_COMPOSITE+E_MIDDLE+S_TERM_SPECIES	Arzneikompositum-Species auf mittlerer Trockenstufe	DRY
okaio	heiße Ansatzfraktion II	LEARNED_OKAIO_WHOLE	Ansatz auf Heizstufe II	HOT_PREP
cheokain	bis zur Mittelstufe getrockneten Ansatz auf Heizstufe II bringen	CH_DRY+E_MIDDLE+O_PREP+K_HOT+AIN_II	heißer Trockenansatz der zweiten Stufe	ACTION
oroiiin	eine Portion Ansatz in Zubereitungsform IV	OR_PORTION+O_PREP+IIIN_FORM_IV	eine Ansatzportion der vierten Klasse	PREPARATION
yefaiin	nimm hiervon drei Teile Blütenfraktion auf Mittelstufe	Y_REFERENCE+E_MIDDLE+F_FLOWER+AIIN_III	diese Blütenfraktion in Stufe III	FLOWER
ycheckhey	trockne hiervon mäßig; trockne das Arzneikompositum nochmals mäßig und schließe ab	Y_REFERENCE+CH_DRY+E_MIDDLE+CKH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	dieses Arzneikompositum auf mittlerer Trockenstufe	ACTION
dshoy	eine Dosis einweichen und als Ansatz leicht abschließen	D_MEASURE+SH_MOIST+O_PREP+Y_START_OR_CLOSE	leicht eingeweichte Ansatzdosis	MEASURE
cthd	Krautdroge abschließen	CTH_HERB+D_TERM_CLOSE	Krautdroge abziehen	ACTION
dainol	zwei Dosen Drogenstoff abmessen	D_MEASURE+AIN_II+OL_MATERIAL	Drogenstoff der Dosisstufe II	MEASURE
okalol	Ansatzstoff aus erhitztem Rohstoff I	O_PREP+K_HOT+AL_RAW_I+OL_MATERIAL	heißer Rohstoff-I-Doppelansatz	HOT_PREP
cheykain	bis zur Mittelstufe trocknen, dann auf Stufe II erhitzen	LEARNED_CHEYKAIN_WHOLE	Trockenansatz auf Heizstufe II	ACTION
okalchy	Rohstoff-I-Ansatz erhitzen und leicht trocknen	O_PREP+K_HOT+AL_RAW_I+CH_DRY+Y_START_OR_CLOSE	leicht getrockneter heißer Rohstoff-I-Ansatz	ACTION
qolky	gib leicht erhitzten Drogenstoff hinzu	QOL_ADD+K_HOT+Y_START_OR_CLOSE	schließe die Zugabe von Heißgut ab	ACTION
ldol	Holzdrogenstoff abmessen	L_WOOD+D_MEASURE+OL_MATERIAL	ein Maß Holzdrogenstoff	MEASURE
qopchedy	nimm den Pulveransatz, trockne ihn bis zur Mittelstufe und stelle ihn fertig	QO_COMMAND+O_PREP+P_POWDER+CH_DRY+E_MIDDLE+DY_FINISHED	fertig getrocknetes Pulverpräparat	POWDER
dsholyd	eingeweichten Drogenstoff abmessen und abschließen	LEARNED_DSHOLYD_WHOLE	eine Dosis Feuchtstoff leicht abziehen	MEASURE
qokeoy	erhitze bis zur Mittelstufe und stelle einen Ansatz in Grundform her	QO_COMMAND+K_HOT+E_MIDDLE+O_PREP+Y_START_OR_CLOSE	heißer Ansatz auf Mittelstufe	ACTION
dytar	danach die erste Fraktion abkühlen	DY_FINISHED+T_COLD+AR_FRACTION_I	danach die kalte Fraktion I bereitstellen	ACTION
qolchedy	gib bis zur Mittelstufe getrockneten und fertiggestellten Drogenstoff hinzu	QOL_ADD+CH_DRY+E_MIDDLE+DY_FINISHED	schließe die Zugabe der Trockendroge ab	ACTION
qotee	kühle Folgendes vollständig	QO_COMMAND+T_COLD+EE_END	kalter Posten auf Endstufe	ACTION
yteeedy	kühle hiervon bis zur letzten Stufe und stelle es fertig	Y_REFERENCE+T_COLD+EEE_LONG_OR_FINAL+DY_FINISHED	diese Droge lange kühlen und abschließen	ACTION
yteeo	stelle hiervon einen vollständig gekühlten Ansatz her	Y_REFERENCE+T_COLD+EE_END+O_PREP	dieser Kaltansatz auf Endstufe	COLD
daiinls	eine Charge aus drei Dosen Holzdroge	D_MEASURE+AIIN_III+L_WOOD+S_TERM_SPECIES	drei Maße Holzdrogen-Species	MEASURE
acthy	einen Teil Krautdroge leicht aufbereiten	A_PART_OR_LINK+CTH_HERB+Y_START_OR_CLOSE	Krautdroge in Grundform	PREPARATION
chokar	erste erhitzte Fraktion des Trockenansatzes	CH_DRY+O_PREP+K_HOT+AR_FRACTION_I	heiße Trockenansatzfraktion I	FRACTION
chcfhy	Blütenfraktion leicht trocknen	CH_DRY+F_FLOWER+Y_START_OR_CLOSE	leicht getrocknete Blütendroge	FLOWER
qoeear	nimm die erste vollständig bereitete Ansatzfraktion	QO_COMMAND+O_PREP+EE_END+AR_FRACTION_I	führe die erste Ansatzfraktion vollständig zu Ende	FRACTION
qoteeos	kühle eine Ansatzcharge vollständig	QO_COMMAND+T_COLD+EE_END+O_PREP+S_TERM_SPECIES	kalte Arzneispecies auf Endstufe	COLD
chotain	Trockenansatz auf Kühlstufe II bringen	CH_DRY+O_PREP+T_COLD+AIN_II	zwei Teile kalt getrockneter Ansatz	COLD
darala	miss einen gleichen Teil der ersten Rohstoff-I-Fraktion ab	D_MEASURE+AR_FRACTION_I+AL_RAW_I+A_PART_OR_LINK	erste Rohstoff-I-Fraktion zu gleichen Teilen	MEASURE
shodaiin	drei Dosen eingeweichten Ansatzes	SH_MOIST+O_PREP+D_MEASURE+AIIN_III	Feuchtansatz in Dosisstufe III	MEASURE
odor	eine abgemessene Portion Ansatz	O_PREP+D_MEASURE+OR_PORTION	eine Dosis Ansatzportion	MEASURE
cholky	getrockneten Drogenstoff leicht erhitzen	CH_DRY+OL_MATERIAL+K_HOT+Y_START_OR_CLOSE	heißes Trockengut in Grundform	HOT_DRY
ykoldy	erhitze hiervon den Drogenstoff und stelle ihn fertig	Y_REFERENCE+K_HOT+OL_MATERIAL+DY_FINISHED	dieser heiße Drogenstoff ist fertig	ACTION
qokeol	erhitze Drogenstoff bis zur Mittelstufe	QO_COMMAND+K_HOT+E_MIDDLE+OL_MATERIAL	heißer Drogenstoff auf Mittelstufe	ACTION
kyty	leicht erhitzen und danach leicht abkühlen	LEARNED_KYTY_WHOLE	warm-kalt behandelter Rezeptposten	ACTION
daim	eine Drogenmenge abmessen und bereitstellen	LEARNED_DAIM_WHOLE	die zweite abgemessene Rohstoffmenge	MEASURE
