edition	locus	legacy_root_sequence	raw_groups	literal_known	root_known	units	literal_unknown_reasons	root_unknown_reasons
IT2a	f69v.22	e+od	ykeody	1	1	e,od		
IT2a	f69v.23	ar+d	sarydy	1	1	ar,d		
IT2a	f69v.24	ot+H	otchy	1	1	H,ot		
IT2a	f69v.25	ok+H	okchy dy	1	0			LEGACY_ROOT_GROUP_COUNT_MISMATCH
IT2a	f69v.26	ok d	okey d	1	1	d,ok		
IT2a	f69v.27	ok+od	okeod	1	1	od,ok		
IT2a	f69v.28	ok+od+H	okodchy	1	1	H,od,ok		
IT2a	f69v.29	ok+od	okeody	1	1	od,ok		
IT2a	f69v.30	ok+H s	okchey s	1	1	H,ok,s		
IT2a	f69v.31	o al+s	oar alys	1	1	al,o,s		
RF1b	f69v.4	ok ar	okeey sar	1	1	ar,ok		
RF1b	f69v.5	ok+o	okeo dy	1	0			LEGACY_ROOT_GROUP_COUNT_MISMATCH
RF1b	f69v.6	o+Hok	ochoyk	1	1	Hok,o		
RF1b	f69v.7	e	ykeey	1	1	e		
RF1b	f69v.8	ar	ytary	1	1	ar		
RF1b	f69v.9	oees	oeesy	1	1	oees		
RF1b	f69v.10	o	yto@152;y	0	0		NONLITERAL_RAW_GROUP	NONLITERAL_RAW_GROUP,LEGACY_SURFACE_MISMATCH
RF1b	f69v.11	ok+od	okody	1	1	od,ok		
RF1b	f69v.12	ot+o	oto@152;y	0	0		NONLITERAL_RAW_GROUP	NONLITERAL_RAW_GROUP,LEGACY_SURFACE_MISMATCH
RF1b	f69v.13	ok+ol	okeol	1	1	ok,ol		
RF1b	f69v.14	ok+od	okeod	1	1	od,ok		
RF1b	f69v.15	okees	okeeys	1	1	okees		
RF1b	f69v.16	ot+ol	oteol	1	1	ol,ot		
RF1b	f69v.17	ed	ykeydy	1	1	ed		
RF1b	f69v.18	ok+od	okeod	1	1	od,ok		
RF1b	f69v.19	ar	saral	1	1	ar		
RF1b	f69v.20	aiir	saiir	1	1	aiir		
RF1b	f69v.21	ok+ol	okolar	1	1	ok,ol		
RF1b	f69v.22	e+od	ykeody	1	1	e,od		
RF1b	f69v.23	ar	sary@152;y	0	0		NONLITERAL_RAW_GROUP	NONLITERAL_RAW_GROUP,LEGACY_SURFACE_MISMATCH
RF1b	f69v.24	ot+H	otchy	1	1	H,ot		
RF1b	f69v.25	ok	okeey dy	1	0			LEGACY_ROOT_GROUP_COUNT_MISMATCH
RF1b	f69v.26	ok	okey @152;	0	0		NONLITERAL_RAW_GROUP	NONLITERAL_RAW_GROUP,LEGACY_SURFACE_MISMATCH,LEGACY_ROOT_GROUP_COUNT_MISMATCH
RF1b	f69v.27	ok d	oke@221;d	0	0		NONLITERAL_RAW_GROUP	NONLITERAL_RAW_GROUP,LEGACY_SURFACE_MISMATCH,LEGACY_ROOT_GROUP_COUNT_MISMATCH
RF1b	f69v.28	ok+od+H	okodchy	1	1	H,od,ok		
RF1b	f69v.29	ok+od	okeody	1	1	od,ok		
RF1b	f69v.30	ok+Hes	okcheys	1	1	Hes,ok		
RF1b	f69v.31	o al+s	oar alys	1	1	al,o,s		
