locus	selected_path_id	source	segmentation	rule
f100r.7	f100r.7|P01	chalsain	chalsain	source-symbol stream
f100r.8	f100r.8|P01	soity	soity	source-symbol stream
f100r.9	f100r.9|P01	sosam	sosam	source-symbol stream
f100v.1	f100v.1|P01	tolchd	tolchd	source-symbol stream
f100v.10	f100v.10|P01	okcheor	okcheor	source-symbol stream
f100v.11	f100v.11|P01	ytchol	ytchol	source-symbol stream
f100v.12	f100v.12|P01	dykchal	dykchal	source-symbol stream
f100v.13	f100v.13|P02	chos cthoral	chos | cthoral	source-symbol stream
f100v.14	f100v.14|P02	cthdeecthy sheocphy qoteody ckhoor ar chor oteey daiin qokomo	cthdeecthy | sheocphy | qoteody | ckhoor | ar | chor | oteey | daiin | qokomo	source-symbol stream
f100v.15	f100v.15|P02	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotols	sor | cheey | dair | ol | cheol | qoolkeey | chol | cheey | qokeol | chotols	source-symbol stream
f100v.16	f100v.16|P02	ykeeol chol chey eeoseeos sheeo okeol ches okeor okeol dy	ykeeol | chol | chey | eeoseeos | sheeo | okeol | ches | okeor | okeol | dy	source-symbol stream
f100v.17	f100v.17|P02	chockhey cholkcheol qokeol okol chol chotor chso solcthy	chockhey | cholkcheol | qokeol | okol | chol | chotor | chso | solcthy	source-symbol stream
f100v.18	f100v.18|P02	tocheo sol cheo cheeor odaidy ckhod sh chod qokeol sal	tocheo | sol | cheo | cheeor | odaidy | ckhod | sh | chod | qokeol | sal	source-symbol stream
f100v.19	f100v.19|P02	sain cheokeos chockhy chocthey kchody chockhhor chckhey dan	sain | cheokeos | chockhy | chocthey | kchody | chockhhor | chckhey | dan	source-symbol stream
f100v.2	f100v.2|P01	chols	chols	source-symbol stream
f100v.20	f100v.20|P01	ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	ycheoky | shokeesy | qokeey | chokeol | saraloaly | cheor | ol | chockhar	source-symbol stream
f100v.21	f100v.21|P01	soral okor ol choy ly araroy okar cheeeal cheokeol orey	soral | okor | ol | choy | ly | araroy | okar | cheeeal | cheokeol | orey	source-symbol stream
f100v.22	f100v.22|P01	daiin cheky chory	daiin | cheky | chory	source-symbol stream
f100v.3	f100v.3|P01	opchor	opchor	source-symbol stream
f100v.4	f100v.4|P01	solsy	solsy	source-symbol stream
f100v.5	f100v.5|P01	soleesos	soleesos	source-symbol stream
f100v.6	f100v.6|P01	ykchochdy	ykchochdy	source-symbol stream
f100v.7	f100v.7|P01	ykchdy	ykchdy	source-symbol stream
f100v.8	f100v.8|P01	dchdy	dchdy	source-symbol stream
f100v.9	f100v.9|P01	dalsy	dalsy	source-symbol stream
f101r.1	f101r.1|P01	pcheol sheol ol shey qockhol shor yteol sheockhey qpol chear s aiin oleeey qkeey chopcheey checkhey cpheocthy ykchy cheey chekeey dal chey	pcheol | sheol | ol | shey | qockhol | shor | yteol | sheockhey | qpol | chear | s | aiin | oleeey | qkeey | chopcheey | checkhey | cpheocthy | ykchy | cheey | chekeey | dal | chey	source-symbol stream
f101r.10	f101r.10|P02	kor aithy ol chs sho olcheeol kalshey okeoly oiin aiioly	kor | aithy | ol | chs | sho | olcheeol | kalshey | okeoly | oiin | aiioly	source-symbol stream
f101r.2	f101r.2|P02	dol chokeey chkey cthey okal chol kol okeey r or ol okolol olchey qokchor okey qokeol kor shey teol or aiin chol daiin	dol | chokeey | chkey | cthey | okal | chol | kol | okeey | r | or | ol | okolol | olchey | qokchor | okey | qokeol | kor | shey | teol | or | aiin | chol | daiin	source-symbol stream
f101r.3	f101r.3|P02	etolctheol okeor r sheol qotol sheo dol shey okeey ctheea yteeoldy kchdol sheody or ol sheor qotoiir otol sheey ssheo tchey ol dar am	etolctheol | okeor | r | sheol | qotol | sheo | dol | shey | okeey | ctheea | yteeoldy | kchdol | sheody | or | ol | sheor | qotoiir | otol | sheey | ssheo | tchey | ol | dar | am	source-symbol stream
f101r.4	f101r.4|P02	ycheeo or sheeol daiin sheeol okeol ctheol shkeeo qockheol daiin shy csol okeeor ctody chkchol doteoda okeol daisin okeey okeey dairin	ycheeo | or | sheeol | daiin | sheeol | okeol | ctheol | shkeeo | qockheol | daiin | shy | csol | okeeor | ctody | chkchol | doteoda | okeol | daisin | okeey | okeey | dairin	source-symbol stream
f101r.5	f101r.5|P02	daiin ctheol cheol okor or aiin cheol cho keeo dchey okol okeol dor chol chy r aiin oteol oraiin olchey oteeod sheol okeol chosaiin sheom	daiin | ctheol | cheol | okor | or | aiin | cheol | cho | keeo | dchey | okol | okeol | dor | chol | chy | r | aiin | oteol | oraiin | olchey | oteeod | sheol | okeol | chosaiin | sheom	source-symbol stream
f101r.6	f101r.6|P02	okeeol sho shody sho shol okeeeol cheos sheokeey sheeor chchy chodaiin sheeckhey teeol scheol sar oeeor	okeeol | sho | shody | sho | shol | okeeeol | cheos | sheokeey | sheeor | chchy | chodaiin | sheeckhey | teeol | scheol | sar | oeeor	source-symbol stream
f101r.7	f101r.7|P02	cphoar oaiin ypcholy daiin otaiin otaiin yfolaiin fcheolain ypchey yphoo shotey odariin sheoor sheor ckheey ykhey qokchey cholp cheol dy	cphoar | oaiin | ypcholy | daiin | otaiin | otaiin | yfolaiin | fcheolain | ypchey | yphoo | shotey | odariin | sheoor | sheor | ckheey | ykhey | qokchey | cholp | cheol | dy	source-symbol stream
f101r.8	f101r.8|P01	olaiin oteol chor oteey chokchey kor daiin shok chol chol qoky daiin ol s al ydar daiin or ory okeey daiin shey daiin okol cheor	olaiin | oteol | chor | oteey | chokchey | kor | daiin | shok | chol | chol | qoky | daiin | ol | s | al | ydar | daiin | or | ory | okeey | daiin | shey | daiin | okol | cheor	source-symbol stream
f101r.9	f101r.9|P02	daiin okeol qokcheol ykeor dar ol otechy ykeor dor aiin chls cheol okol shey qodar soiin choko qokeol daiin odar okchol cheor chety	daiin | okeol | qokcheol | ykeor | dar | ol | otechy | ykeor | dor | aiin | chls | cheol | okol | shey | qodar | soiin | choko | qokeol | daiin | odar | okchol | cheor | chety	source-symbol stream
f101v.1	f101v.1|P02	sairaly	sairaly	source-symbol stream
f101v.10	f101v.10|P01	okol	okol	source-symbol stream
f101v.11	f101v.11|P01	arom	arom	source-symbol stream
f101v.12	f101v.12|P01	oraram	oraram	source-symbol stream
f101v.13	f101v.13|P01	oraeep	oraeep	source-symbol stream
f101v.14	f101v.14|P02	dytoly	dytoly	source-symbol stream
f101v.15	f101v.15|P01	olkor	olkor	source-symbol stream
f101v.16	f101v.16|P01	dolary	dolary	source-symbol stream
f101v.17	f101v.17|P01	odor	odor	source-symbol stream
f101v.18	f101v.18|P01	olaran	olaran	source-symbol stream
f101v.19	f101v.19|P01	tolchor cheopor or ody cphey r shee fol s oiin otsheey otchy kcho pcholy chor or choror sy dorar okoraiin orolodain	tolchor | cheopor | or | ody | cphey | r | shee | fol | s | oiin | otsheey | otchy | kcho | pcholy | chor | or | choror | sy | dorar | okoraiin | orolodain	source-symbol stream
f101v.2	f101v.2|P01	otaldy	otaldy	source-symbol stream
f101v.20	f101v.20|P01	or aiin or o or odam chor s aiin okor cheeor sheeol qokol etol qoor cheey qykeod oeeo r choy s okeeody chodaiin cthy okody dar	or | aiin | or | o | or | odam | chor | s | aiin | okor | cheeor | sheeol | qokol | etol | qoor | cheey | qykeod | oeeo | r | choy | s | okeeody | chodaiin | cthy | okody | dar	source-symbol stream
f101v.21	f101v.21|P02	ycheor oeo dain cheokal ykhody cheeods oraiin qoeey cthey eocthy dain chedo dydy	ycheor | oeo | dain | cheokal | ykhody | cheeods | oraiin | qoeey | cthey | eocthy | dain | chedo | dydy	source-symbol stream
f101v.22	f101v.22|P02	kshar lol keeol otal or ol aiin okeod ykeey dain olcheol opcheol cthey qekeoldy qocthor sheody qockheey odaiin sho ytolaiir sodaiin dy	kshar | lol | keeol | otal | or | ol | aiin | okeod | ykeey | dain | olcheol | opcheol | cthey | qekeoldy | qocthor | sheody | qockheey | odaiin | sho | ytolaiir | sodaiin | dy	source-symbol stream
f101v.23	f101v.23|P02	oaiin ol olor daiin okeey qok ykeol daiin qockhy daiin olch dar qokeol dol oraiin oldaiin keeol rch qokeeeor sydy cheor okeey chol do dar	oaiin | ol | olor | daiin | okeey | qok | ykeol | daiin | qockhy | daiin | olch | dar | qokeol | dol | oraiin | oldaiin | keeol | rch | qokeeeor | sydy | cheor | okeey | chol | do | dar	source-symbol stream
f101v.24	f101v.24|P02	teeal sheol qokeor qkhol olchor chokey chor ctheey das daiin cheeody cheey keo cheol daiiin deeor cheedy	teeal | sheol | qokeor | qkhol | olchor | chokey | chor | ctheey | das | daiin | cheeody | cheey | keo | cheol | daiiin | deeor | cheedy	source-symbol stream
f101v.25	f101v.25|P02	daiin dair yteol chor qockhol daiin ckheey chey kchey dos iin okeey ckheo lcheody kcheol daiin eteeys ctheody ctheockhosho olchor	daiin | dair | yteol | chor | qockhol | daiin | ckheey | chey | kchey | dos | iin | okeey | ckheo | lcheody | kcheol | daiin | eteeys | ctheody | ctheockhosho | olchor	source-symbol stream
f101v.26	f101v.26|P01	olaiin okeol cheo kol ches sheey qoor qokeody cheor okeo oiin cheey cthey ory ctheey qokeey shol ody cheol oralar shey qokar ary	olaiin | okeol | cheo | kol | ches | sheey | qoor | qokeody | cheor | okeo | oiin | cheey | cthey | ory | ctheey | qokeey | shol | ody | cheol | oralar | shey | qokar | ary	source-symbol stream
f101v.27	f101v.27|P01	sal chol choly okeey dal qol shckheol chol cthear keeol cheeo ol chs oraiin qokeeey soiin qodaiin cheol qokeey daiin cheodam	sal | chol | choly | okeey | dal | qol | shckheol | chol | cthear | keeol | cheeo | ol | chs | oraiin | qokeeey | soiin | qodaiin | cheol | qokeey | daiin | cheodam	source-symbol stream
f101v.28	f101v.28|P01	teol cheol etchey cheo r cheol cthol cholaiin chol qkar	teol | cheol | etchey | cheo | r | cheol | cthol | cholaiin | chol | qkar	source-symbol stream
f101v.3	f101v.3|P02	otal	otal	source-symbol stream
f101v.4	f101v.4|P02	yta	yta	source-symbol stream
f101v.5	f101v.5|P01	dokor	dokor	source-symbol stream
f101v.6	f101v.6|P01	orar	orar	source-symbol stream
f101v.7	f101v.7|P01	otarar	otarar	source-symbol stream
f101v.8	f101v.8|P02	otala	otala	source-symbol stream
f101v.9	f101v.9|P01	soraly	soraly	source-symbol stream
f102r1.1	f102r1.1|P01	daarod	daarod	source-symbol stream
f102r1.10	f102r1.10|P01	ycheol sholdy chol chol ykeeol dol doleodaiin dal cthedy	ycheol | sholdy | chol | chol | ykeeol | dol | doleodaiin | dal | cthedy	source-symbol stream
f102r1.11	f102r1.11|P01	dcheo qockhy sol sheey okeody qokeodol shockhey oleeol	dcheo | qockhy | sol | sheey | okeody | qokeodol | shockhey | oleeol	source-symbol stream
f102r1.12	f102r1.12|P02	dardsh	dardsh	source-symbol stream
f102r1.13	f102r1.13|P02	teesody qoeol olcheor qokey okshey qokeol sheo folcfhhy	teesody | qoeol | olcheor | qokey | okshey | qokeol | sheo | folcfhhy	source-symbol stream
f102r1.14	f102r1.14|P02	doeey keeol qokeo daor shey qoteol okol chos sor oeeaiin	doeey | keeol | qokeo | daor | shey | qoteol | okol | chos | sor | oeeaiin	source-symbol stream
f102r1.15	f102r1.15|P01	or chol daiin dykeor sheey qokeody dor os ykeeykam	or | chol | daiin | dykeor | sheey | qokeody | dor | os | ykeeykam	source-symbol stream
f102r1.16	f102r1.16|P01	ddor chordam soraiin ykeey dy okeol doeoear s aral dor	ddor | chordam | soraiin | ykeey | dy | okeol | doeoear | s | aral | dor	source-symbol stream
f102r1.17	f102r1.17|P01	ydar arody oldaiin sody chockhy oly	ydar | arody | oldaiin | sody | chockhy | oly	source-symbol stream
f102r1.2	f102r1.2|P01	otodeeodor	otodeeodor	source-symbol stream
f102r1.3	f102r1.3|P01	polaiin shocthy qoteol loiiin oteeor cpheodar sholdaiin	polaiin | shocthy | qoteol | loiiin | oteeor | cpheodar | sholdaiin	source-symbol stream
f102r1.4	f102r1.4|P03	dsheody okeeoy kody chkeeody daraiiin ctheoly qokcheololain	dsheody | okeeoy | kody | chkeeody | daraiiin | ctheoly | qokcheololain	source-symbol stream
f102r1.5	f102r1.5|P01	ytol sheol she olaiin orain oraroekeol chol ekey qokol dain	ytol | sheol | she | olaiin | orain | oraroekeol | chol | ekey | qokol | dain	source-symbol stream
f102r1.6	f102r1.6|P01	daiin ykeeol oldy okodaiin	daiin | ykeeol | oldy | okodaiin	source-symbol stream
f102r1.7	f102r1.7|P01	okolaly	okolaly	source-symbol stream
f102r1.8	f102r1.8|P01	pshodaiin qoorar chopy chofol daiin oteol qoteol doly	pshodaiin | qoorar | chopy | chofol | daiin | oteol | qoteol | doly	source-symbol stream
f102r1.9	f102r1.9|P01	daiin orsheoldy qokeol oteeody lshodykeodal qokshdy sy	daiin | orsheoldy | qokeol | oteeody | lshodykeodal | qokshdy | sy	source-symbol stream
f102r2.1	f102r2.1|P01	kodaiig	kodaiig	source-symbol stream
f102r2.10	f102r2.10|P01	shockhy qockhey sol eeey dol cheol doaiin qkeeey cthey	shockhy | qockhey | sol | eeey | dol | cheol | doaiin | qkeeey | cthey	source-symbol stream
f102r2.11	f102r2.11|P02	kockhas okor ykeey okeey qokeey dol ol sheody okey dol cthchy	kockhas | okor | ykeey | okeey | qokeey | dol | ol | sheody | okey | dol | cthchy	source-symbol stream
f102r2.12	f102r2.12|P02	ytchy olockhy okeey cheody soiin dol ockhy okeody	ytchy | olockhy | okeey | cheody | soiin | dol | ockhy | okeody	source-symbol stream
f102r2.13	f102r2.13|P02	dedloy	dedloy	source-symbol stream
f102r2.14	f102r2.14|P02	osal	osal	source-symbol stream
f102r2.15	f102r2.15|P02	ralr	ralr	source-symbol stream
f102r2.16	f102r2.16|P02	cthol dcthody cthol soeees ykeody qokeey qotcho soefchocphy	cthol | dcthody | cthol | soeees | ykeody | qokeey | qotcho | soefchocphy	source-symbol stream
f102r2.17	f102r2.17|P02	ykeockhey okey qokeeo ckhey qokey desey qyoeey dol chkey cheky	ykeockhey | okey | qokeeo | ckhey | qokey | desey | qyoeey | dol | chkey | cheky	source-symbol stream
f102r2.18	f102r2.18|P01	otol shey qockhey dol shey dol sheey qokol daiin oky oky	otol | shey | qockhey | dol | shey | dol | sheey | qokol | daiin | oky | oky	source-symbol stream
f102r2.19	f102r2.19|P02	qokeod okeol okeol ycheo ckhey qkeody qokey ody keeody chody	qokeod | okeol | okeol | ycheo | ckhey | qkeody | qokey | ody | keeody | chody	source-symbol stream
f102r2.2	f102r2.2|P02	lsais amg cheey cfhey por aiin chefoly	lsais | amg | cheey | cfhey | por | aiin | chefoly	source-symbol stream
f102r2.20	f102r2.20|P03	ykeey keeol cheos ydeeal cheody ykeeod olchey	ykeey | keeol | cheos | ydeeal | cheody | ykeeod | olchey	source-symbol stream
f102r2.21	f102r2.21|P01	koldarod	koldarod	source-symbol stream
f102r2.22	f102r2.22|P01	odalydary	odalydary	source-symbol stream
f102r2.3	f102r2.3|P01	ycheor olaiin olsho qokol olaiin oldam	ycheor | olaiin | olsho | qokol | olaiin | oldam	source-symbol stream
f102r2.4	f102r2.4|P01	daiin ckheeol oldor okol cheodor sor airam	daiin | ckheeol | oldor | okol | cheodor | sor | airam	source-symbol stream
f102r2.5	f102r2.5|P01	tor sheo or chey qoor yteor chol choky	tor | sheo | or | chey | qoor | yteor | chol | choky	source-symbol stream
f102r2.6	f102r2.6|P02	daiin okody qokeody okeol dor chckhy oteod sossy	daiin | okody | qokeody | okeol | dor | chckhy | oteod | sossy	source-symbol stream
f102r2.7	f102r2.7|P02	okroldy	okroldy	source-symbol stream
f102r2.8	f102r2.8|P01	kolor olaiin opor shey opolkod odain sheo qoeol shey	kolor | olaiin | opor | shey | opolkod | odain | sheo | qoeol | shey	source-symbol stream
f102r2.9	f102r2.9|P02	dor oiin okeody qokeol sheoy qoochey ckheol seeey skekyd	dor | oiin | okeody | qokeol | sheoy | qoochey | ckheol | seeey | skekyd	source-symbol stream
f102v1.1	f102v1.1|P01	keoraiiin	keoraiiin	source-symbol stream
f102v1.10	f102v1.10|P02	kochor ol ydaiin choraiin cheey ykeey kor shey qokey dy	kochor | ol | ydaiin | choraiin | cheey | ykeey | kor | shey | qokey | dy	source-symbol stream
f102v1.11	f102v1.11|P02	sol chol qooiin qokal cheol chey kolcheey daiin cheody dy	sol | chol | qooiin | qokal | cheol | chey | kolcheey | daiin | cheody | dy	source-symbol stream
f102v1.12	f102v1.12|P02	ycheol cheol doiir shekcheor sar cheor ckhey pchodaiin	ycheol | cheol | doiir | shekcheor | sar | cheor | ckhey | pchodaiin	source-symbol stream
f102v1.13	f102v1.13|P02	toiin ol daiin qkol cheol daiin qokar oaiin cheey saiim	toiin | ol | daiin | qkol | cheol | daiin | qokar | oaiin | cheey | saiim	source-symbol stream
f102v1.14	f102v1.14|P02	chor cheor ckhey oteol aikheky	chor | cheor | ckhey | oteol | aikheky	source-symbol stream
f102v1.15	f102v1.15|P01	dindy	dindy	source-symbol stream
f102v1.16	f102v1.16|P01	ypcholdy	ypcholdy	source-symbol stream
f102v1.17	f102v1.17|P01	loralody	loralody	source-symbol stream
f102v1.18	f102v1.18|P01	opchdard	opchdard	source-symbol stream
f102v1.19	f102v1.19|P02	fodaiin dair or sheol okeeol qoteol orockhey olkey	fodaiin | dair | or | sheol | okeeol | qoteol | orockhey | olkey	source-symbol stream
f102v1.2	f102v1.2|P01	okeody	okeody	source-symbol stream
f102v1.20	f102v1.20|P01	soiin shey qokeey qoeeol qokeody sheody qoeteey okeey dam	soiin | shey | qokeey | qoeeol | qokeody | sheody | qoeteey | okeey | dam	source-symbol stream
f102v1.21	f102v1.21|P02	qoeeody ychey okeody deody okody cheo doiin cheody sam	qoeeody | ychey | okeody | deody | okody | cheo | doiin | cheody | sam	source-symbol stream
f102v1.22	f102v1.22|P03	ykeeody chodaiin qokeos cheol qool chsey oteody okchy	ykeeody | chodaiin | qokeos | cheol | qool | chsey | oteody | okchy	source-symbol stream
f102v1.23	f102v1.23|P01	ksheody sho qokey sheody qockhey olcheor odain okchody	ksheody | sho | qokey | sheody | qockhey | olcheor | odain | okchody	source-symbol stream
f102v1.24	f102v1.24|P01	ysaiin ckhey qoor cheol	ysaiin | ckhey | qoor | cheol	source-symbol stream
f102v1.3	f102v1.3|P01	okeody	okeody	source-symbol stream
f102v1.4	f102v1.4|P01	daiisaly	daiisaly	source-symbol stream
f102v1.5	f102v1.5|P01	ypary	ypary	source-symbol stream
f102v1.6	f102v1.6|P02	opchytcy	opchytcy	source-symbol stream
f102v1.7	f102v1.7|P01	poaiin ockhey pchol doiin shey shockhsy sheocthy qokeody	poaiin | ockhey | pchol | doiin | shey | shockhsy | sheocthy | qokeody	source-symbol stream
f102v1.8	f102v1.8|P02	daisn ol chey ckheol qokeor osaiin cheor qokey choky	daisn | ol | chey | ckheol | qokeor | osaiin | cheor | qokey | choky	source-symbol stream
f102v1.9	f102v1.9|P01	teody ckheey qokeol sheky qockheor or cheo rchol qoteor dar	teody | ckheey | qokeol | sheky | qockheor | or | cheo | rchol | qoteor | dar	source-symbol stream
f102v2.1	f102v2.1|P01	porshols	porshols	source-symbol stream
f102v2.10	f102v2.10|P01	okody	okody	source-symbol stream
f102v2.11	f102v2.11|P01	cheor	cheor	source-symbol stream
f102v2.12	f102v2.12|P01	okoroeey	okoroeey	source-symbol stream
f102v2.13	f102v2.13|P01	opchy	opchy	source-symbol stream
f102v2.14	f102v2.14|P01	sarol	sarol	source-symbol stream
f102v2.15	f102v2.15|P01	olrodar	olrodar	source-symbol stream
f102v2.16	f102v2.16|P02	tod	tod	source-symbol stream
f102v2.17	f102v2.17|P02	podeesho oteeos sheos qokeeo chckhhy shkeey chekeod	podeesho | oteeos | sheos | qokeeo | chckhhy | shkeey | chekeod	source-symbol stream
f102v2.18	f102v2.18|P02	ocheos chy okeor okeol okeol shy o	ocheos | chy | okeor | okeol | okeol | shy | o	source-symbol stream
f102v2.19	f102v2.19|P02	dcheo qoeeor oeoikhy cheos ol or ol okeeor ain	dcheo | qoeeor | oeoikhy | cheos | ol | or | ol | okeeor | ain	source-symbol stream
f102v2.2	f102v2.2|P01	soaimy	soaimy	source-symbol stream
f102v2.20	f102v2.20|P01	qokeor cho keeol okeeey qokeody chockhey qokeey dol ol sheeoy tody cheoc	qokeor | cho | keeol | okeeey | qokeody | chockhey | qokeey | dol | ol | sheeoy | tody | cheoc	source-symbol stream
f102v2.21	f102v2.21|P02	ycheey s odeeeey okeeor cheol or oiin oeees okear chey keey saiin oteos	ycheey | s | odeeeey | okeeor | cheol | or | oiin | oeees | okear | chey | keey | saiin | oteos	source-symbol stream
f102v2.22	f102v2.22|P02	doin or oiin cheol soiir chol sheey qockhy ol keor okeody okeor chos	doin | or | oiin | cheol | soiir | chol | sheey | qockhy | ol | keor | okeody | okeor | chos	source-symbol stream
f102v2.23	f102v2.23|P01	okey okey shey okey oiees or eey	okey | okey | shey | okey | oiees | or | eey	source-symbol stream
f102v2.24	f102v2.24|P02	otolky	otolky	source-symbol stream
f102v2.25	f102v2.25|P01	osain	osain	source-symbol stream
f102v2.26	f102v2.26|P02	oika	oika	source-symbol stream
f102v2.27	f102v2.27|P01	okeeoraiin	okeeoraiin	source-symbol stream
f102v2.28	f102v2.28|P01	okockhy	okockhy	source-symbol stream
f102v2.29	f102v2.29|P01	os	os	source-symbol stream
f102v2.3	f102v2.3|P01	oror	oror	source-symbol stream
f102v2.30	f102v2.30|P02	pydaeey odey pcheody qoekeey oteey qokeod sheey opaiin deeor	pydaeey | odey | pcheody | qoekeey | oteey | qokeod | sheey | opaiin | deeor	source-symbol stream
f102v2.31	f102v2.31|P02	oldeey ckhy sheeody eeos shesee oeor ykoear chekeey ykory	oldeey | ckhy | sheeody | eeos | shesee | oeor | ykoear | chekeey | ykory	source-symbol stream
f102v2.32	f102v2.32|P02	dar cheor sheor okeol shoy s ar oky cheeor ol daiin sy	dar | cheor | sheor | okeol | shoy | s | ar | oky | cheeor | ol | daiin | sy	source-symbol stream
f102v2.33	f102v2.33|P02	qokeor sho keeeos cheor os al chos aiiin oky okar aiin	qokeor | sho | keeeos | cheor | os | al | chos | aiiin | oky | okar | aiin	source-symbol stream
f102v2.34	f102v2.34|P02	sor shey okeeor sheockhey qokeos okeeol ctheor okey sal	sor | shey | okeeor | sheockhey | qokeos | okeeol | ctheor | okey | sal	source-symbol stream
f102v2.35	f102v2.35|P02	ychor sheol por sheeor shekeey qoky cheo keody qokeol dain	ychor | sheol | por | sheeor | shekeey | qoky | cheo | keody | qokeol | dain	source-symbol stream
f102v2.36	f102v2.36|P02	okeeor cheey okeey sor chey okey okey okeey qokeor	okeeor | cheey | okeey | sor | chey | okey | okey | okeey | qokeor	source-symbol stream
f102v2.37	f102v2.37|P01	tchor ar chey kor or cthey qoeeey qokeey okeoroly sar	tchor | ar | chey | kor | or | cthey | qoeeey | qokeey | okeoroly | sar	source-symbol stream
f102v2.38	f102v2.38|P02	dor cheey ckheey qokeor okey chos sho ykeey okeeo raiin	dor | cheey | ckheey | qokeor | okey | chos | sho | ykeey | okeeo | raiin	source-symbol stream
f102v2.39	f102v2.39|P01	yotaiin cheor cheekey orain	yotaiin | cheor | cheekey | orain	source-symbol stream
f102v2.4	f102v2.4|P01	chor	chor	source-symbol stream
f102v2.5	f102v2.5|P01	sachy	sachy	source-symbol stream
f102v2.6	f102v2.6|P03	oteos	oteos	source-symbol stream
f102v2.7	f102v2.7|P02	otol	otol	source-symbol stream
f102v2.8	f102v2.8|P01	otory	otory	source-symbol stream
f102v2.9	f102v2.9|P01	ok	ok	source-symbol stream
f103r.1	f103r.1|P02	pchedal shdy yteechypchy otey ylshey qoteey qotal shedy yshdal dain okol dal dy	pchedal | shdy | yteechypchy | otey | ylshey | qoteey | qotal | shedy | yshdal | dain | okol | dal | dy	source-symbol stream
f103r.10	f103r.10|P02	daiin ol oain okeol chal okam chety shedy otaiin shedy teolshy oteedy sarain	daiin | ol | oain | okeol | chal | okam | chety | shedy | otaiin | shedy | teolshy | oteedy | sarain	source-symbol stream
f103r.11	f103r.11|P02	dar oteey otain lol shedy okain chey qorain shey otoy qokeol key daikhyky	dar | oteey | otain | lol | shedy | okain | chey | qorain | shey | otoy | qokeol | key | daikhyky	source-symbol stream
f103r.12	f103r.12|P01	oain shey shckhy oteey qokeol keedy shar aiin otedy	oain | shey | shckhy | oteey | qokeol | keedy | shar | aiin | otedy	source-symbol stream
f103r.13	f103r.13|P01	podar sheor qotedy okeey qokar checkhy qokain chedy pchdy tshdy dal kasol	podar | sheor | qotedy | okeey | qokar | checkhy | qokain | chedy | pchdy | tshdy | dal | kasol	source-symbol stream
f103r.14	f103r.14|P02	okain shekain chedy qokeechy qoky shey lol s aiin chey eekain chcthy qoky	okain | shekain | chedy | qokeechy | qoky | shey | lol | s | aiin | chey | eekain | chcthy | qoky	source-symbol stream
