locus	page	section	currier	source_lattice_paths	selected_source	literal_decoded	normalized_plaintext_or_record	confidence	alternative_analysis	uncertainty_reason
f100r.19	f100r	P	A	f100r.19|P01	olcheom	OUT_OF_SCOPE_NONPROSE :: olcheom	OUT_OF_SCOPE_NONPROSE :: olcheom	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.2	f100r	P	A	f100r.2|P01	sochorcfhy	OUT_OF_SCOPE_NONPROSE :: sochorcfhy	OUT_OF_SCOPE_NONPROSE :: sochorcfhy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.20	f100r	P	A	f100r.20|P01	oteol	OUT_OF_SCOPE_NONPROSE :: oteol	OUT_OF_SCOPE_NONPROSE :: oteol	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.21	f100r	P	A	f100r.21|P01|f100r.21|P02	otols	OUT_OF_SCOPE_NONPROSE :: otols	OUT_OF_SCOPE_NONPROSE :: otols	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.22	f100r	P	A	f100r.22|P01|f100r.22|P02|f100r.22|P03	folshody chol daiin fchodycheol cphol qotees shey oreso alcfhy	LINE_INITIAL=m :: BODY=olshody chol daiin fchodycheol cphol qotees shey oreso alcfhy	LINE_INITIAL=m :: BODY=olshody chol daiin fchodycheol cphol qotees shey oreso alcfhy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.23	f100r	P	A	f100r.23|P01|f100r.23|P02|f100r.23|P03	soiin chol cphol shol shol qockhol chor chol sho keey cckhhy ykeeam	LINE_INITIAL=w :: BODY=oiin chol cphol shol shol qockhol chor chol sho keey cckhhy ykeeam	LINE_INITIAL=w :: BODY=oiin chol cphol shol shol qockhol chor chol sho keey cckhhy ykeeam	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.24	f100r	P	A	f100r.24|P01|f100r.24|P02|f100r.24|P03	saiichor sheor qockhody odeor yksheey cholsheody sai cheol saiin	LINE_INITIAL=w :: BODY=aiichor sheor qockhody odeor yksheey cholsheody sai cheol saiin	LINE_INITIAL=w :: BODY=aiichor sheor qockhody odeor yksheey cholsheody sai cheol saiin	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.25	f100r	P	A	f100r.25|P01	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	LINE_INITIAL=w :: BODY=heor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	LINE_INITIAL=w :: BODY=heor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.26	f100r	P	A	f100r.26|P01|f100r.26|P02	yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	LINE_INITIAL=h :: BODY=aiin chekeey chol cholody chos olchor qokeol okeeol cheols al	LINE_INITIAL=h :: BODY=aiin chekeey chol cholody chos olchor qokeol okeeol cheols al	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.27	f100r	P	A	f100r.27|P01|f100r.27|P02	chol cheol cho chckheody otolchey	LINE_INITIAL=d :: BODY=hol cheol cho chckheody otolchey	LINE_INITIAL=d :: BODY=hol cheol cho chckheody otolchey	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.3	f100r	P	A	f100r.3|P01	otear	OUT_OF_SCOPE_NONPROSE :: otear	OUT_OF_SCOPE_NONPROSE :: otear	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.4	f100r	P	A	f100r.4|P01|f100r.4|P02	chofary	OUT_OF_SCOPE_NONPROSE :: chofary	OUT_OF_SCOPE_NONPROSE :: chofary	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.5	f100r	P	A	f100r.5|P01|f100r.5|P02|f100r.5|P03	sar char daiindy	OUT_OF_SCOPE_NONPROSE :: sar char daiindy	OUT_OF_SCOPE_NONPROSE :: sar char daiindy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.6	f100r	P	A	f100r.6|P01|f100r.6|P02|f100r.6|P03	oraro	OUT_OF_SCOPE_NONPROSE :: oraro	OUT_OF_SCOPE_NONPROSE :: oraro	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.7	f100r	P	A	f100r.7|P01|f100r.7|P02	chalsain	OUT_OF_SCOPE_NONPROSE :: chalsain	OUT_OF_SCOPE_NONPROSE :: chalsain	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.8	f100r	P	A	f100r.8|P01	soity	OUT_OF_SCOPE_NONPROSE :: soity	OUT_OF_SCOPE_NONPROSE :: soity	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.9	f100r	P	A	f100r.9|P01	sosam	OUT_OF_SCOPE_NONPROSE :: sosam	OUT_OF_SCOPE_NONPROSE :: sosam	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.1	f100v	P	A	f100v.1|P01	tolchd	OUT_OF_SCOPE_NONPROSE :: tolchd	OUT_OF_SCOPE_NONPROSE :: tolchd	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.10	f100v	P	A	f100v.10|P01	okcheor	OUT_OF_SCOPE_NONPROSE :: okcheor	OUT_OF_SCOPE_NONPROSE :: okcheor	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.11	f100v	P	A	f100v.11|P01|f100v.11|P02	ytchol	OUT_OF_SCOPE_NONPROSE :: ytchol	OUT_OF_SCOPE_NONPROSE :: ytchol	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.12	f100v	P	A	f100v.12|P01	dykchal	OUT_OF_SCOPE_NONPROSE :: dykchal	OUT_OF_SCOPE_NONPROSE :: dykchal	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.13	f100v	P	A	f100v.13|P01|f100v.13|P02|f100v.13|P03	chos cthoral	OUT_OF_SCOPE_NONPROSE :: chos cthoral	OUT_OF_SCOPE_NONPROSE :: chos cthoral	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.14	f100v	P	A	f100v.14|P01|f100v.14|P02|f100v.14|P03	cthdeecthy sheocphy qoteody ckhoor ar chor oteey daiin qokomo	LINE_INITIAL=d :: BODY=thdeecthy sheocphy qoteody ckhoor ar chor oteey daiin qokomo	LINE_INITIAL=d :: BODY=thdeecthy sheocphy qoteody ckhoor ar chor oteey daiin qokomo	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.15	f100v	P	A	f100v.15|P01|f100v.15|P02|f100v.15|P03	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotols	LINE_INITIAL=w :: BODY=or cheey dair ol cheol qoolkeey chol cheey qokeol chotols	LINE_INITIAL=w :: BODY=or cheey dair ol cheol qoolkeey chol cheey qokeol chotols	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.16	f100v	P	A	f100v.16|P01|f100v.16|P02|f100v.16|P03	ykeeol chol chey eeoseeos sheeo okeol ches okeor okeol dy	LINE_INITIAL=h :: BODY=keeol chol chey eeoseeos sheeo okeol ches okeor okeol dy	LINE_INITIAL=h :: BODY=keeol chol chey eeoseeos sheeo okeol ches okeor okeol dy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.17	f100v	P	A	f100v.17|P01|f100v.17|P02|f100v.17|P03	chockhey cholkcheol qokeol okol chol chotor chso solcthy	LINE_INITIAL=d :: BODY=hockhey cholkcheol qokeol okol chol chotor chso solcthy	LINE_INITIAL=d :: BODY=hockhey cholkcheol qokeol okol chol chotor chso solcthy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.18	f100v	P	A	f100v.18|P01|f100v.18|P02|f100v.18|P03	tocheo sol cheo cheeor odaidy ckhod sh chod qokeol sal	LINE_INITIAL=v :: BODY=ocheo sol cheo cheeor odaidy ckhod sh chod qokeol sal	LINE_INITIAL=v :: BODY=ocheo sol cheo cheeor odaidy ckhod sh chod qokeol sal	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.19	f100v	P	A	f100v.19|P01|f100v.19|P02	sain cheokeos chockhy chocthey kchody chockhhor chckhey dan	LINE_INITIAL=w :: BODY=ain cheokeos chockhy chocthey kchody chockhhor chckhey dan	LINE_INITIAL=w :: BODY=ain cheokeos chockhy chocthey kchody chockhhor chckhey dan	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.2	f100v	P	A	f100v.2|P01	chols	OUT_OF_SCOPE_NONPROSE :: chols	OUT_OF_SCOPE_NONPROSE :: chols	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.20	f100v	P	A	f100v.20|P01|f100v.20|P02|f100v.20|P03	ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	LINE_INITIAL=h :: BODY=cheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	LINE_INITIAL=h :: BODY=cheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.21	f100v	P	A	f100v.21|P01	soral okor ol choy ly araroy okar cheeeal cheokeol orey	LINE_INITIAL=w :: BODY=oral okor ol choy ly araroy okar cheeeal cheokeol orey	LINE_INITIAL=w :: BODY=oral okor ol choy ly araroy okar cheeeal cheokeol orey	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.22	f100v	P	A	f100v.22|P01|f100v.22|P02	daiin cheky chory	LINE_INITIAL=x :: BODY=aiin cheky chory	LINE_INITIAL=x :: BODY=aiin cheky chory	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.3	f100v	P	A	f100v.3|P01	opchor	OUT_OF_SCOPE_NONPROSE :: opchor	OUT_OF_SCOPE_NONPROSE :: opchor	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.4	f100v	P	A	f100v.4|P01|f100v.4|P02	solsy	OUT_OF_SCOPE_NONPROSE :: solsy	OUT_OF_SCOPE_NONPROSE :: solsy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.5	f100v	P	A	f100v.5|P01|f100v.5|P02	soleesos	OUT_OF_SCOPE_NONPROSE :: soleesos	OUT_OF_SCOPE_NONPROSE :: soleesos	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.6	f100v	P	A	f100v.6|P01	ykchochdy	OUT_OF_SCOPE_NONPROSE :: ykchochdy	OUT_OF_SCOPE_NONPROSE :: ykchochdy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.7	f100v	P	A	f100v.7|P01	ykchdy	OUT_OF_SCOPE_NONPROSE :: ykchdy	OUT_OF_SCOPE_NONPROSE :: ykchdy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.8	f100v	P	A	f100v.8|P01	dchdy	OUT_OF_SCOPE_NONPROSE :: dchdy	OUT_OF_SCOPE_NONPROSE :: dchdy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.9	f100v	P	A	f100v.9|P01	dalsy	OUT_OF_SCOPE_NONPROSE :: dalsy	OUT_OF_SCOPE_NONPROSE :: dalsy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.1	f101r	P	A	f101r.1|P01|f101r.1|P02|f101r.1|P03	pcheol sheol ol shey qockhol shor yteol sheockhey qpol chear s aiin oleeey qkeey chopcheey checkhey cpheocthy ykchy cheey chekeey dal chey	LINE_INITIAL=p :: BODY=cheol sheol ol shey qockhol shor yteol sheockhey qpol chear s aiin oleeey qkeey chopcheey checkhey cpheocthy ykchy cheey chekeey dal chey	LINE_INITIAL=p :: BODY=cheol sheol ol shey qockhol shor yteol sheockhey qpol chear s aiin oleeey qkeey chopcheey checkhey cpheocthy ykchy cheey chekeey dal chey	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.10	f101r	P	A	f101r.10|P01|f101r.10|P02|f101r.10|P03	kor aithy ol chs sho olcheeol kalshey okeoly oiin aiioly	LINE_INITIAL=t :: BODY=or aithy ol chs sho olcheeol kalshey okeoly oiin aiioly	LINE_INITIAL=t :: BODY=or aithy ol chs sho olcheeol kalshey okeoly oiin aiioly	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.2	f101r	P	A	f101r.2|P01|f101r.2|P02|f101r.2|P03	dol chokeey chkey cthey okal chol kol okeey r or ol okolol olchey qokchor okey qokeol kor shey teol or aiin chol daiin	LINE_INITIAL=x :: BODY=ol chokeey chkey cthey okal chol kol okeey r or ol okolol olchey qokchor okey qokeol kor shey teol or aiin chol daiin	LINE_INITIAL=x :: BODY=ol chokeey chkey cthey okal chol kol okeey r or ol okolol olchey qokchor okey qokeol kor shey teol or aiin chol daiin	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.3	f101r	P	A	f101r.3|P01|f101r.3|P02|f101r.3|P03	etolctheol okeor r sheol qotol sheo dol shey okeey ctheea yteeoldy kchdol sheody or ol sheor qotoiir otol sheey ssheo tchey ol dar am	LINE_INITIAL=k :: BODY=tolctheol okeor r sheol qotol sheo dol shey okeey ctheea yteeoldy kchdol sheody or ol sheor qotoiir otol sheey ssheo tchey ol dar am	LINE_INITIAL=k :: BODY=tolctheol okeor r sheol qotol sheo dol shey okeey ctheea yteeoldy kchdol sheody or ol sheor qotoiir otol sheey ssheo tchey ol dar am	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.4	f101r	P	A	f101r.4|P01|f101r.4|P02|f101r.4|P03	ycheeo or sheeol daiin sheeol okeol ctheol shkeeo qockheol daiin shy csol okeeor ctody chkchol doteoda okeol daisin okeey okeey dairin	LINE_INITIAL=h :: BODY=cheeo or sheeol daiin sheeol okeol ctheol shkeeo qockheol daiin shy csol okeeor ctody chkchol doteoda okeol daisin okeey okeey dairin	LINE_INITIAL=h :: BODY=cheeo or sheeol daiin sheeol okeol ctheol shkeeo qockheol daiin shy csol okeeor ctody chkchol doteoda okeol daisin okeey okeey dairin	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.5	f101r	P	A	f101r.5|P01|f101r.5|P02|f101r.5|P03	daiin ctheol cheol okor or aiin cheol cho keeo dchey okol okeol dor chol chy r aiin oteol oraiin olchey oteeod sheol okeol chosaiin sheom	LINE_INITIAL=x :: BODY=aiin ctheol cheol okor or aiin cheol cho keeo dchey okol okeol dor chol chy r aiin oteol oraiin olchey oteeod sheol okeol chosaiin sheom	LINE_INITIAL=x :: BODY=aiin ctheol cheol okor or aiin cheol cho keeo dchey okol okeol dor chol chy r aiin oteol oraiin olchey oteeod sheol okeol chosaiin sheom	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.6	f101r	P	A	f101r.6|P01|f101r.6|P02|f101r.6|P03	okeeol sho shody sho shol okeeeol cheos sheokeey sheeor chchy chodaiin sheeckhey teeol scheol sar oeeor	LINE_INITIAL=y :: BODY=keeol sho shody sho shol okeeeol cheos sheokeey sheeor chchy chodaiin sheeckhey teeol scheol sar oeeor	LINE_INITIAL=y :: BODY=keeol sho shody sho shol okeeeol cheos sheokeey sheeor chchy chodaiin sheeckhey teeol scheol sar oeeor	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.7	f101r	P	A	f101r.7|P01|f101r.7|P02|f101r.7|P03	cphoar oaiin ypcholy daiin otaiin otaiin yfolaiin fcheolain ypchey yphoo shotey odariin sheoor sheor ckheey ykhey qokchey cholp cheol dy	LINE_INITIAL=d :: BODY=phoar oaiin ypcholy daiin otaiin otaiin yfolaiin fcheolain ypchey yphoo shotey odariin sheoor sheor ckheey ykhey qokchey cholp cheol dy	LINE_INITIAL=d :: BODY=phoar oaiin ypcholy daiin otaiin otaiin yfolaiin fcheolain ypchey yphoo shotey odariin sheoor sheor ckheey ykhey qokchey cholp cheol dy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.8	f101r	P	A	f101r.8|P01|f101r.8|P02|f101r.8|P03	olaiin oteol chor oteey chokchey kor daiin shok chol chol qoky daiin ol s al ydar daiin or ory okeey daiin shey daiin okol cheor	LINE_INITIAL=y :: BODY=laiin oteol chor oteey chokchey kor daiin shok chol chol qoky daiin ol s al ydar daiin or ory okeey daiin shey daiin okol cheor	LINE_INITIAL=y :: BODY=laiin oteol chor oteey chokchey kor daiin shok chol chol qoky daiin ol s al ydar daiin or ory okeey daiin shey daiin okol cheor	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.9	f101r	P	A	f101r.9|P01|f101r.9|P02|f101r.9|P03	daiin okeol qokcheol ykeor dar ol otechy ykeor dor aiin chls cheol okol shey qodar soiin choko qokeol daiin odar okchol cheor chety	LINE_INITIAL=x :: BODY=aiin okeol qokcheol ykeor dar ol otechy ykeor dor aiin chls cheol okol shey qodar soiin choko qokeol daiin odar okchol cheor chety	LINE_INITIAL=x :: BODY=aiin okeol qokcheol ykeor dar ol otechy ykeor dor aiin chls cheol okol shey qodar soiin choko qokeol daiin odar okchol cheor chety	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.1	f101v	P	A	f101v.1|P01|f101v.1|P02	sairaly	OUT_OF_SCOPE_NONPROSE :: sairaly	OUT_OF_SCOPE_NONPROSE :: sairaly	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.10	f101v	P	A	f101v.10|P01	okol	OUT_OF_SCOPE_NONPROSE :: okol	OUT_OF_SCOPE_NONPROSE :: okol	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.11	f101v	P	A	f101v.11|P01	arom	OUT_OF_SCOPE_NONPROSE :: arom	OUT_OF_SCOPE_NONPROSE :: arom	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.12	f101v	P	A	f101v.12|P01|f101v.12|P02	oraram	OUT_OF_SCOPE_NONPROSE :: oraram	OUT_OF_SCOPE_NONPROSE :: oraram	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.13	f101v	P	A	f101v.13|P01|f101v.13|P02|f101v.13|P03	oraeep	OUT_OF_SCOPE_NONPROSE :: oraeep	OUT_OF_SCOPE_NONPROSE :: oraeep	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.14	f101v	P	A	f101v.14|P01|f101v.14|P02	dytoly	OUT_OF_SCOPE_NONPROSE :: dytoly	OUT_OF_SCOPE_NONPROSE :: dytoly	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.15	f101v	P	A	f101v.15|P01	olkor	OUT_OF_SCOPE_NONPROSE :: olkor	OUT_OF_SCOPE_NONPROSE :: olkor	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.16	f101v	P	A	f101v.16|P01	dolary	OUT_OF_SCOPE_NONPROSE :: dolary	OUT_OF_SCOPE_NONPROSE :: dolary	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.17	f101v	P	A	f101v.17|P01	odor	OUT_OF_SCOPE_NONPROSE :: odor	OUT_OF_SCOPE_NONPROSE :: odor	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.18	f101v	P	A	f101v.18|P01	olaran	OUT_OF_SCOPE_NONPROSE :: olaran	OUT_OF_SCOPE_NONPROSE :: olaran	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.19	f101v	P	A	f101v.19|P01|f101v.19|P02|f101v.19|P03	tolchor cheopor or ody cphey r shee fol s oiin otsheey otchy kcho pcholy chor or choror sy dorar okoraiin orolodain	LINE_INITIAL=v :: BODY=olchor cheopor or ody cphey r shee fol s oiin otsheey otchy kcho pcholy chor or choror sy dorar okoraiin orolodain	LINE_INITIAL=v :: BODY=olchor cheopor or ody cphey r shee fol s oiin otsheey otchy kcho pcholy chor or choror sy dorar okoraiin orolodain	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.2	f101v	P	A	f101v.2|P01|f101v.2|P02	otaldy	OUT_OF_SCOPE_NONPROSE :: otaldy	OUT_OF_SCOPE_NONPROSE :: otaldy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.20	f101v	P	A	f101v.20|P01|f101v.20|P02|f101v.20|P03	or aiin or o or odam chor s aiin okor cheeor sheeol qokol etol qoor cheey qykeod oeeo r choy s okeeody chodaiin cthy okody dar	LINE_INITIAL=y :: BODY=r aiin or o or odam chor s aiin okor cheeor sheeol qokol etol qoor cheey qykeod oeeo r choy s okeeody chodaiin cthy okody dar	LINE_INITIAL=y :: BODY=r aiin or o or odam chor s aiin okor cheeor sheeol qokol etol qoor cheey qykeod oeeo r choy s okeeody chodaiin cthy okody dar	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.21	f101v	P	A	f101v.21|P01|f101v.21|P02|f101v.21|P03	ycheor oeo dain cheokal ykhody cheeods oraiin qoeey cthey eocthy dain chedo dydy	LINE_INITIAL=h :: BODY=cheor oeo dain cheokal ykhody cheeods oraiin qoeey cthey eocthy dain chedo dydy	LINE_INITIAL=h :: BODY=cheor oeo dain cheokal ykhody cheeods oraiin qoeey cthey eocthy dain chedo dydy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.22	f101v	P	A	f101v.22|P01|f101v.22|P02|f101v.22|P03	kshar lol keeol otal or ol aiin okeod ykeey dain olcheol opcheol cthey qekeoldy qocthor sheody qockheey odaiin sho ytolaiir sodaiin dy	LINE_INITIAL=t :: BODY=shar lol keeol otal or ol aiin okeod ykeey dain olcheol opcheol cthey qekeoldy qocthor sheody qockheey odaiin sho ytolaiir sodaiin dy	LINE_INITIAL=t :: BODY=shar lol keeol otal or ol aiin okeod ykeey dain olcheol opcheol cthey qekeoldy qocthor sheody qockheey odaiin sho ytolaiir sodaiin dy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.23	f101v	P	A	f101v.23|P01|f101v.23|P02|f101v.23|P03	oaiin ol olor daiin okeey qok ykeol daiin qockhy daiin olch dar qokeol dol oraiin oldaiin keeol rch qokeeeor sydy cheor okeey chol do dar	LINE_INITIAL=y :: BODY=aiin ol olor daiin okeey qok ykeol daiin qockhy daiin olch dar qokeol dol oraiin oldaiin keeol rch qokeeeor sydy cheor okeey chol do dar	LINE_INITIAL=y :: BODY=aiin ol olor daiin okeey qok ykeol daiin qockhy daiin olch dar qokeol dol oraiin oldaiin keeol rch qokeeeor sydy cheor okeey chol do dar	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.24	f101v	P	A	f101v.24|P01|f101v.24|P02|f101v.24|P03	teeal sheol qokeor qkhol olchor chokey chor ctheey das daiin cheeody cheey keo cheol daiiin deeor cheedy	LINE_INITIAL=v :: BODY=eeal sheol qokeor qkhol olchor chokey chor ctheey das daiin cheeody cheey keo cheol daiiin deeor cheedy	LINE_INITIAL=v :: BODY=eeal sheol qokeor qkhol olchor chokey chor ctheey das daiin cheeody cheey keo cheol daiiin deeor cheedy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.25	f101v	P	A	f101v.25|P01|f101v.25|P02|f101v.25|P03	daiin dair yteol chor qockhol daiin ckheey chey kchey dos iin okeey ckheo lcheody kcheol daiin eteeys ctheody ctheockhosho olchor	LINE_INITIAL=x :: BODY=aiin dair yteol chor qockhol daiin ckheey chey kchey dos iin okeey ckheo lcheody kcheol daiin eteeys ctheody ctheockhosho olchor	LINE_INITIAL=x :: BODY=aiin dair yteol chor qockhol daiin ckheey chey kchey dos iin okeey ckheo lcheody kcheol daiin eteeys ctheody ctheockhosho olchor	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
