language	model_kind	config	seed	unit	category	output	train_occurrences	held_occurrences
latin	destroyed	primary_42L_4D_34S_7N_11W	247	a	L	t	278	128
latin	destroyed	primary_42L_4D_34S_7N_11W	247	Ky	L	a	273	120
latin	destroyed	primary_42L_4D_34S_7N_11W	247	ai	L	i	264	143
latin	destroyed	primary_42L_4D_34S_7N_11W	247	air	L	t	254	210
latin	destroyed	primary_42L_4D_34S_7N_11W	247	Ty	L	a	251	74
latin	destroyed	primary_42L_4D_34S_7N_11W	247	K	L	e	250	98
latin	destroyed	primary_42L_4D_34S_7N_11W	247	Sey	S	qui	236	148
latin	destroyed	primary_42L_4D_34S_7N_11W	247	N	L	n	222	88
latin	destroyed	primary_42L_4D_34S_7N_11W	247	f	N		220	104
latin	destroyed	primary_42L_4D_34S_7N_11W	247	ky	S	nte	204	69
latin	destroyed	primary_42L_4D_34S_7N_11W	247	So	S	si	201	76
latin	destroyed	primary_42L_4D_34S_7N_11W	247	qokaI	D	cc	201	74
latin	destroyed	primary_42L_4D_34S_7N_11W	247	i	L	i	199	118
latin	destroyed	primary_42L_4D_34S_7N_11W	247	op	N		198	110
latin	destroyed	primary_42L_4D_34S_7N_11W	247	Sol	S	ut	195	51
latin	destroyed	primary_42L_4D_34S_7N_11W	247	qokaN	D	xx	190	72
latin	destroyed	primary_42L_4D_34S_7N_11W	247	qokEdy	L	x	189	105
latin	destroyed	primary_42L_4D_34S_7N_11W	247	qokal	L	c	187	41
latin	destroyed	primary_42L_4D_34S_7N_11W	247	qokedy	L	l	185	62
latin	destroyed	primary_42L_4D_34S_7N_11W	247	CE	N		178	98
latin	destroyed	primary_42L_4D_34S_7N_11W	247	Sy	L	a	173	68
latin	destroyed	primary_42L_4D_34S_7N_11W	247	eol	L	s	173	75
latin	destroyed	primary_42L_4D_34S_7N_11W	247	q	L	e	173	71
latin	destroyed	primary_42L_4D_34S_7N_11W	247	CEy	S	tu	171	113
latin	destroyed	primary_42L_4D_34S_7N_11W	247	Ceol	S	rpe	167	77
latin	destroyed	primary_42L_4D_34S_7N_11W	247	daI	D	aa	165	148
latin	destroyed	primary_42L_4D_34S_7N_11W	247	os	D	ii	164	86
latin	destroyed	primary_42L_4D_34S_7N_11W	247	qol	L	a	158	45
latin	destroyed	primary_42L_4D_34S_7N_11W	247	lk	L	e	156	249
latin	destroyed	primary_42L_4D_34S_7N_11W	247	qokEy	L	l	149	134
latin	destroyed	primary_42L_4D_34S_7N_11W	247	okaN	L	l	144	92
latin	destroyed	primary_42L_4D_34S_7N_11W	247	okal	L	a	143	52
latin	destroyed	primary_42L_4D_34S_7N_11W	247	m	L	i	138	80
latin	destroyed	primary_42L_4D_34S_7N_11W	247	otal	L	c	130	48
latin	destroyed	primary_42L_4D_34S_7N_11W	247	oky	L	a	129	44
latin	destroyed	primary_42L_4D_34S_7N_11W	247	oty	L	c	127	48
latin	destroyed	primary_42L_4D_34S_7N_11W	247	P	L	i	107	66
latin	destroyed	primary_42L_4D_34S_7N_11W	247	n	L	s	86	37
latin	destroyed	primary_42L_4D_34S_7N_11W	247	g	L	n	73	38
latin	destroyed	primary_42L_4D_34S_7N_11W	247	F	N		35	13
latin	destroyed	primary_42L_4D_34S_7N_11W	247	I	N		18	9
latin	destroyed	primary_42L_4D_34S_7N_11W	247	x	L	t	14	11
latin	destroyed	primary_42L_4D_34S_7N_11W	247	b	L	i	12	3
latin	destroyed	primary_42L_4D_34S_7N_11W	247	j	L	u	7	3
latin	destroyed	primary_42L_4D_34S_7N_11W	247	u	L	t	5	3
latin	destroyed	primary_42L_4D_34S_7N_11W	247	c	L	d	4	1
latin	destroyed	primary_42L_4D_34S_7N_11W	247	h	L	s	2	1
latin	destroyed	primary_42L_4D_34S_7N_11W	247	z	L	i	2	1
latin	destroyed	primary_42L_4D_34S_7N_11W	247	v	L	d	1	0
latin	destroyed	primary_42L_4D_34S_7N_11W	271	ol	W	sese	1825	712
latin	destroyed	primary_42L_4D_34S_7N_11W	271	y	W	eess	1554	554
latin	destroyed	primary_42L_4D_34S_7N_11W	271	C	S	tes	1445	711
latin	destroyed	primary_42L_4D_34S_7N_11W	271	ar	S	se	1423	766
latin	destroyed	primary_42L_4D_34S_7N_11W	271	or	W	ssee	1322	535
latin	destroyed	primary_42L_4D_34S_7N_11W	271	s	W	unqee	1322	486
latin	destroyed	primary_42L_4D_34S_7N_11W	271	aN	S	nno	1169	556
latin	destroyed	primary_42L_4D_34S_7N_11W	271	d	W	esse	1144	597
latin	destroyed	primary_42L_4D_34S_7N_11W	271	o	S	es	1126	609
latin	destroyed	primary_42L_4D_34S_7N_11W	271	ok	S	see	1084	625
latin	destroyed	primary_42L_4D_34S_7N_11W	271	ot	L	e	1033	689
latin	destroyed	primary_42L_4D_34S_7N_11W	271	k	L	e	1025	478
latin	destroyed	primary_42L_4D_34S_7N_11W	271	al	W	duqo	915	476
latin	destroyed	primary_42L_4D_34S_7N_11W	271	S	S	est	910	439
latin	destroyed	primary_42L_4D_34S_7N_11W	271	t	S	ees	883	359
latin	destroyed	primary_42L_4D_34S_7N_11W	271	Ce	S	ses	866	609
latin	destroyed	primary_42L_4D_34S_7N_11W	271	qok	S	ree	862	444
latin	destroyed	primary_42L_4D_34S_7N_11W	271	daN	S	ese	844	387
latin	destroyed	primary_42L_4D_34S_7N_11W	271	Cedy	S	non	732	448
latin	destroyed	primary_42L_4D_34S_7N_11W	271	qot	S	isi	727	353
latin	destroyed	primary_42L_4D_34S_7N_11W	271	e	L	s	699	453
latin	destroyed	primary_42L_4D_34S_7N_11W	271	Cy	S	ess	671	212
latin	destroyed	primary_42L_4D_34S_7N_11W	271	E	L	t	669	497
latin	destroyed	primary_42L_4D_34S_7N_11W	271	l	W	eses	666	524
latin	destroyed	primary_42L_4D_34S_7N_11W	271	ody	S	sii	608	272
latin	destroyed	primary_42L_4D_34S_7N_11W	271	dy	W	eauq	603	204
latin	destroyed	primary_42L_4D_34S_7N_11W	271	aI	S	sse	597	414
latin	destroyed	primary_42L_4D_34S_7N_11W	271	p	W	muc	572	338
latin	destroyed	primary_42L_4D_34S_7N_11W	271	Se	S	et	570	260
latin	destroyed	primary_42L_4D_34S_7N_11W	271	Col	S	sui	522	188
latin	destroyed	primary_42L_4D_34S_7N_11W	271	Cey	S	qui	521	264
latin	destroyed	primary_42L_4D_34S_7N_11W	271	Ey	L	s	505	370
latin	destroyed	primary_42L_4D_34S_7N_11W	271	ey	D	ss	498	259
latin	destroyed	primary_42L_4D_34S_7N_11W	271	Edy	L	s	469	312
latin	destroyed	primary_42L_4D_34S_7N_11W	271	edy	L	s	446	253
latin	destroyed	primary_42L_4D_34S_7N_11W	271	od	L	e	445	222
latin	destroyed	primary_42L_4D_34S_7N_11W	271	Sedy	S	onn	418	173
latin	destroyed	primary_42L_4D_34S_7N_11W	271	am	S	tse	408	242
latin	destroyed	primary_42L_4D_34S_7N_11W	271	olk	L	e	402	152
latin	destroyed	primary_42L_4D_34S_7N_11W	271	yk	L	i	396	149
latin	destroyed	primary_42L_4D_34S_7N_11W	271	Cor	S	tsi	376	100
latin	destroyed	primary_42L_4D_34S_7N_11W	271	yt	L	e	375	90
latin	destroyed	primary_42L_4D_34S_7N_11W	271	r	W	umc	374	250
latin	destroyed	primary_42L_4D_34S_7N_11W	271	qo	S	iis	371	233
latin	destroyed	primary_42L_4D_34S_7N_11W	271	Co	S	tiu	364	121
latin	destroyed	primary_42L_4D_34S_7N_11W	271	dal	W	in	362	174
latin	destroyed	primary_42L_4D_34S_7N_11W	271	T	L	i	344	121
latin	destroyed	primary_42L_4D_34S_7N_11W	271	dar	S	te	341	227
latin	destroyed	primary_42L_4D_34S_7N_11W	271	Cdy	S	set	331	167
latin	destroyed	primary_42L_4D_34S_7N_11W	271	a	L	s	278	128
latin	destroyed	primary_42L_4D_34S_7N_11W	271	Ky	L	c	273	120
latin	destroyed	primary_42L_4D_34S_7N_11W	271	ai	L	t	264	143
latin	destroyed	primary_42L_4D_34S_7N_11W	271	air	L	t	254	210
latin	destroyed	primary_42L_4D_34S_7N_11W	271	Ty	S	eri	251	74
latin	destroyed	primary_42L_4D_34S_7N_11W	271	K	L	i	250	98
latin	destroyed	primary_42L_4D_34S_7N_11W	271	Sey	S	rpe	236	148
latin	destroyed	primary_42L_4D_34S_7N_11W	271	N	L	u	222	88
latin	destroyed	primary_42L_4D_34S_7N_11W	271	f	N		220	104
latin	destroyed	primary_42L_4D_34S_7N_11W	271	ky	S	is	204	69
