language	page	physical_folio	locus	chunk_index	word	run_support	run_fraction	units
old_italian	f85r1	f85	f85r1.7	8	rispuose	5	0.8333333333333334	y p Cdy l d o
old_italian	f88r	f88	f88r.18	0	rispuose	5	0.8333333333333334	k o a y
old_italian	f88r	f88	f88r.23	0	rispuose	5	0.8333333333333334	o f y s ky dal
old_italian	f88r	f88	f88r.7	0	rispuose	5	0.8333333333333334	d or Se o y
old_italian	f88v	f88	f88v.21	0	rispuose	5	0.8333333333333334	t o air y
old_italian	f88v	f88	f88v.24	6	rispuose	5	0.8333333333333334	d o y
old_italian	f88v	f88	f88v.8	1	rispuose	5	0.8333333333333334	Ce o y
old_italian	f89r1	f89	f89r1.19	3	rispuose	5	0.8333333333333334	Ce o P y
old_italian	f89r1	f89	f89r1.24	0	rispuose	5	0.8333333333333334	yk o F y
old_italian	f89v1	f89	f89v1.19	6	rispuose	5	0.8333333333333334	y Ce o
old_italian	f89v1	f89	f89v1.2	0	rispuose	5	0.8333333333333334	ot o y
