page	physical_folio	locus	chunk_index	section	units	decoded_seed_11	decoded_seed_29	decoded_seed_47	decoded_seed_71	decoded_seed_89	decoded_seed_107
f1r	f1	f1r.4	5	T	or	longius	hostibus	omnibus	caesar	legatis	caesari
f1r	f1	f1r.4	6	T	ok a n	etiet	inis	inin	terin	perid	quoto
f1r	f1	f1r.5	0	T	s air y	legiones a caesar	proeliis a exercitum	possent ita caesaris	galliae a nostrorum	propter e omnibus	omnibus t exercitum
f1r	f1	f1r.5	1	T	Ce ar	ari helvetii	tum	rhenum caesar	castris	exercitum	ani caesarem
f1r	f1	f1r.5	2	T	T aN	aestum	equi	acum	scum	scum	etum
f1r	f1	f1r.5	3	T	P ar	s helvetii	etum	i caesar	s castris	r exercitum	caesarem
f1r	f1	f1r.5	4	T	F aN	tum	iqui	scum	cum	ncum	utum
f1r	f1	f1r.6	0	T	y dar ai Sy	caesar asare	exercitum misitra	caesaris desare	nostrorum aniee	omnibus resius	exercitum quaiatu
f1r	f1	f1r.7	0	T	od ar	ter helvetii	aritum	per caesar	e castris	ari exercitum	re caesarem
f1r	f1	f1r.7	1	T	Sol	ac	ii	sar	que	ii	se
f1r	f1	f1r.7	2	T	P o y	s civitates caesar	e legiones exercitum	i legiones caesaris	s omnibus nostrorum	r haeduorum omnibus	helvetii exercitum
f1r	f1	f1r.7	3	T	o y dar	civitates caesar a	legiones exercitum mis	legiones caesaris de	omnibus nostrorum ani	haeduorum omnibus res	helvetii exercitum qua
f1r	f1	f1r.7	4	T	S	con	essent	legatos	navibus	ter	auxilium
f1r	f1	f1r.7	5	T	s	legiones	proeliis	possent	galliae	propter	omnibus
f1r	f1	f1r.7	6	T	F o aN	civitates tum	i legiones qui	s legiones cum	omnibus cum	n haeduorum cum	u helvetii tum
f1r	f1	f1r.7	7	T	S od ar y	conter helvetii caesar	essent aritum exercitum	legatos per caesar caesaris	navibus e castris nostrorum	terari exercitum omnibus	auxilium re caesarem exercitum
f1r	f1	f1r.8	0	T	y Sey	caesar a	exercitum si	caesaris t	nostrorum a	omnibus a	exercitum a
f1r	f1	f1r.8	1	T	S ody	contra	essent que	legatos ret	navibus unt	terere	auxilium ius
f1r	f1	f1r.8	2	T	ok Co y	etiera caesar	inani exercitum	inqua caesaris	terita nostrorum	perani omnibus	quotri exercitum
f1r	f1	f1r.8	3	T	ot Col	venint	connon	ani	perest	parnos	innon
f1r	f1	f1r.8	4	T	Co Ty	erat	ania	quad	itamen	ania	tria
f1r	f1	f1r.8	5	T	os Cy	tere	tercum	tque	atitus	nistes	aant
f1r	f1	f1r.8	6	T	daI	t	hos	m	bat	pro	a
f1r	f1	f1r.8	7	T	Cor	est	ini	quo	iis	ita	nos
f1r	f1	f1r.8	8	T	k os	helvetios t	haeduorum ter	gallorum t	ariati	proeliis nis	possent a
f1r	f1	f1r.9	0	T	daN	qua	est	non	rem	qui	et
f1r	f1	f1r.9	1	T	So s	tri legiones	ad proeliis	a possent	a galliae	e propter	men omnibus
f1r	f1	f1r.9	2	T	F ol	omnibus	i castris	s haeduorum	caesarem	n exercitus	u exercitus
f1r	f1	f1r.9	3	T	S ody	contra	essent que	legatos ret	navibus unt	terere	auxilium ius
f1r	f1	f1r.10	0	T	daI	t	hos	m	bat	pro	a
f1r	f1	f1r.10	1	T	os	t	ter	t	ati	nis	a
f1r	f1	f1r.10	2	T	t e ody	legatos tra	proelium que	ret	caesaris unt	iere	terius
f1r	f1	f1r.11	0	T	y daI	caesar t	exercitum hos	caesaris m	nostrorum bat	omnibus pro	exercitum a
f1r	f1	f1r.11	1	T	P e s aN	s legiones tum	e proeliis qui	i possent cum	s galliae cum	ri propter cum	ter omnibus tum
f1r	f1	f1r.11	2	T	ol s	omnibus legiones	castris proeliis	haeduorum possent	caesarem galliae	exercitus propter	exercitus omnibus
f1r	f1	f1r.11	3	T	P ey	si	esse	itur	se	runt	rat
f1r	f1	f1r.11	4	T	yt aI	decum	eum	ius	sius	stum	etia
f1r	f1	f1r.11	5	T	So Sy	triare	adtra	aare	ae	eus	menatu
f1r	f1	f1r.11	6	T	P od al e s	ster navibus legiones	eari finibus proeliis	iperqui possent	se galliam galliae	rari nostris i propter	re civitates ter omnibus
f1r	f1	f1r.12	0	T	ok So	etitri	inad	ina	tera	pere	quomen
f1r	f1	f1r.12	1	T	k So y	helvetios tri caesar	haeduorum ad exercitum	gallorum a caesaris	aria nostrorum	proeliis e omnibus	possent men exercitum
f1r	f1	f1r.12	2	T	ot air I	venad	conai	itai	peram	paret	ints
f1r	f1	f1r.12	3	T	ot eol	veni	cont	t	pere	pare	int
f1r	f1	f1r.12	4	T	ok a n	etiet	inis	inin	terin	perid	quoto
f1r	f1	f1r.12	5	T	S od aI	contercum	essent arium	legatos perius	navibus eius	teraritum	auxilium retia
f1r	f1	f1r.12	6	T	s K ey	legiones si	proeliis esse	possent etur	galliae se	propter sunt	omnibus erat
f1r	f1	f1r.12	7	T	daN	qua	est	non	rem	qui	et
f1r	f1	f1r.13	0	T	So y	tri caesar	ad exercitum	a caesaris	a nostrorum	e omnibus	men exercitum
f1r	f1	f1r.13	1	T	K ey	si	esse	etur	se	sunt	erat
f1r	f1	f1r.13	2	T	k o daN	helvetios civitates qua	haeduorum legiones est	gallorum legiones non	ari omnibus rem	proeliis haeduorum qui	possent helvetii et
f1r	f1	f1r.13	3	T	P y	s caesar	e exercitum	i caesaris	s nostrorum	r omnibus	exercitum
f1r	f1	f1r.13	4	T	P od ai i l s	stersi legiones	eariin proeliis	ipersuari possent	seeiqui galliae	rariin caesar propter	reiiqui omnibus
f1r	f1	f1r.13	5	T	T ey	aesi	esse	atur	se	sunt	erat
f1r	f1	f1r.13	6	T	So	tri	ad	a	a	e	men
f1r	f1	f1r.13	7	T	ol daI	omnibus t	castris hos	haeduorum m	caesarem bat	exercitus pro	exercitus a
f1r	f1	f1r.13	8	T	d	exercitum	exercitus	celeriter	civitates	quibus	haeduorum
f1r	f1	f1r.14	0	T	daI	t	hos	m	bat	pro	a
f1r	f1	f1r.14	1	T	o N	civitates e	legiones t	legiones e	omnibus t	haeduorum t	helvetii s
f1r	f1	f1r.14	2	T	Col	int	non	ani	est	nos	non
f1r	f1	f1r.14	3	T	o daN	civitates qua	legiones est	legiones non	omnibus rem	haeduorum qui	helvetii et
f1r	f1	f1r.14	4	T	C od aI	habebat tercum	civitates arium	nostrorum perius	legiones eius	caesare aritum	castris retia
f1r	f1	f1r.14	5	T	Cdy	ant	sar	num	tis	ium	cum
f1r	f1	f1r.14	6	T	ok aI	eticum	inum	inius	terius	pertum	quotia
f1r	f1	f1r.14	7	T	d n	exercitum t	exercitus s	celeriter n	civitates n	quibus d	haeduorum o
f1r	f1	f1r.14	8	T	Ty	t	a	d	men	a	a
f1r	f1	f1r.14	9	T	k od	helvetios ter	haeduorum ari	gallorum per	arie	proeliis ari	possent re
f1r	f1	f1r.15	0	T	daN	qua	est	non	rem	qui	et
f1r	f1	f1r.15	1	T	S K ey	consi	essent esse	legatos etur	navibus se	tersunt	auxilium erat
f1r	f1	f1r.15	2	T	e o	civitates	legiones	legiones	omnibus	i haeduorum	ter helvetii
f1r	f1	f1r.15	3	T	r	nos	tur	pro	bus	de	i
f1r	f1	f1r.15	4	T	C ar	habebat helvetii	civitates tum	nostrorum caesar	legiones castris	caesare exercitum	castris caesarem
f1r	f1	f1r.15	5	T	Sey	a	si	t	a	a	a
f1r	f1	f1r.15	6	T	k ol	helvetios omnibus	haeduorum castris	gallorum haeduorum	ari caesarem	proeliis exercitus	possent exercitus
f1r	f1	f1r.15	7	T	Col	int	non	ani	est	nos	non
f1r	f1	f1r.15	8	T	Col	int	non	ani	est	nos	non
f1r	f1	f1r.15	9	T	k or	helvetios longius	haeduorum hostibus	gallorum omnibus	ari caesar	proeliis legatis	possent caesari
f1r	f1	f1r.15	10	T	C al	habebat navibus	civitates finibus	nostrorum qui	legiones galliam	caesare nostris	castris civitates
f1r	f1	f1r.16	0	T	So	tri	ad	a	a	e	men
f1r	f1	f1r.16	1	T	Col	int	non	ani	est	nos	non
f1r	f1	f1r.16	2	T	S od a n	conteret	essent ariis	legatos perin	navibus ein	terariid	auxilium reto
f1r	f1	f1r.16	3	T	k Sy	helvetios are	haeduorum tra	gallorum are	arie	proeliis us	possent atu
f1r	f1	f1r.16	4	T	k Cy	helvetios ere	haeduorum cum	gallorum que	aritus	proeliis tes	possent ant
f1r	f1	f1r.16	5	T	d	exercitum	exercitus	celeriter	civitates	quibus	haeduorum
f1r	f1	f1r.16	6	T	or	longius	hostibus	omnibus	caesar	legatis	caesari
f1r	f1	f1r.16	7	T	Co daN	eraqua	aniest	quanon	itarem	aniqui	triet
f1r	f1	f1r.16	8	T	So	tri	ad	a	a	e	men
f1r	f1	f1r.16	9	T	k o e am	helvetios civitates tem	haeduorum legiones ita	gallorum legiones ant	ari omnibus int	proeliis haeduorum itur	possent helvetii terrum
f1r	f1	f1r.17	0	T	y Co	caesar era	exercitum ani	caesaris qua	nostrorum ita	omnibus ani	exercitum tri
f1r	f1	f1r.17	1	T	t Cey	legatos iis	proelium iis	rat	caesaris ant	tem	nis
f1r	f1	f1r.17	2	T	Ce k aI	ari helvetios cum	haeduorum um	rhenum gallorum ius	ariius	proeliis tum	ani possent tia
f1r	f1	f1r.17	3	T	Se op Sol	quoac	itiii	trainisar	verque	ii	perse
f1r	f1	f1r.17	4	T	dy dy d	queque exercitum	remrem exercitus	mismis celeriter	quoquo civitates	quoquo quibus	resres haeduorum
f1r	f1	f1r.17	5	T	Ty	t	a	d	men	a	a
f1r	f1	f1r.17	6	T	d ai y	exercitum s caesar	exercitus i exercitum	celeriter s caesaris	civitates e nostrorum	quibus i omnibus	haeduorum i exercitum
f1r	f1	f1r.18	0	T	yt o	de civitates	e legiones	legiones	s omnibus	s haeduorum	e helvetii
f1r	f1	f1r.18	1	T	Sol	ac	ii	sar	que	ii	se
f1r	f1	f1r.18	2	T	Se	quo	iti	tra	ver	<EMPTY>	per
f1r	f1	f1r.18	3	T	k od Sey	helvetios tera	haeduorum arisi	gallorum pert	ariea	proeliis aria	possent rea
f1r	f1	f1r.18	4	T	P e al y	s navibus caesar	e finibus exercitum	iqui caesaris	s galliam nostrorum	ri nostris omnibus	ter civitates exercitum
f1r	f1	f1r.18	5	T	dar aI	acum	misum	deius	aniius	restum	quatia
f1r	f1	f1r.18	6	T	daI	t	hos	m	bat	pro	a
f1r	f1	f1r.18	7	T	Ky d s	tur exercitum legiones	a exercitus proeliis	m celeriter possent	t civitates galliae	non quibus propter	a haeduorum omnibus
f1r	f1	f1r.19	0	T	d C ar	exercitum habebat helvetii	exercitus civitates tum	celeriter nostrorum caesar	civitates legiones castris	quibus caesare exercitum	haeduorum castris caesarem
f1r	f1	f1r.19	1	T	S T aN	conaestum	essent equi	legatos acum	navibus scum	terscum	auxilium etum
f1r	f1	f1r.19	2	T	ok ai i r	etisinos	inintur	insupro	tereibus	perinde	quoiii
f1r	f1	f1r.19	3	T	Cey	iis	iis	rat	ant	tem	nis
f1r	f1	f1r.19	4	T	Cy	ere	cum	que	tus	tes	ant
f1r	f1	f1r.19	5	T	t ol	legatos omnibus	proelium castris	haeduorum	caesaris caesarem	exercitus	exercitus
f1r	f1	f1r.19	6	T	T ol s	aes omnibus legiones	e castris proeliis	a haeduorum possent	s caesarem galliae	s exercitus propter	e exercitus omnibus
f1r	f1	f1r.19	7	T	d l o o	exercitum civitates civitates	exercitus legiones legiones	celeriter ari legiones legiones	civitates qui omnibus omnibus	quibus caesar haeduorum haeduorum	haeduorum qui helvetii helvetii
f1r	f1	f1r.20	0	T	S ok	coneti	essent in	legatos in	navibus ter	terper	auxilium quo
f1r	f1	f1r.20	1	T	Cor	est	ini	quo	iis	ita	nos
f1r	f1	f1r.20	2	T	Cey	iis	iis	rat	ant	tem	nis
f1r	f1	f1r.20	3	T	daI	t	hos	m	bat	pro	a
f1r	f1	f1r.20	4	T	K ey	si	esse	etur	se	sunt	erat
f1r	f1	f1r.21	0	T	ot ol	ven omnibus	con castris	haeduorum	per caesarem	par exercitus	in exercitus
f1r	f1	f1r.21	1	T	d ai N	exercitum se	exercitus it	celeriter se	civitates et	quibus it	haeduorum is
f1r	f1	f1r.22	0	T	P o	s civitates	e legiones	i legiones	s omnibus	r haeduorum	helvetii
f1r	f1	f1r.22	1	T	S aN	contum	essent qui	legatos cum	navibus cum	tercum	auxilium tum
f1r	f1	f1r.22	2	T	S ok CEy	coneticae	essent intus	legatos ina	navibus tersi	terpersar	auxilium quomis
f1r	f1	f1r.22	3	T	Col	int	non	ani	est	nos	non
f1r	f1	f1r.22	4	T	t S od E s y	legatos conter legiones caesar	proelium essent ari proeliis exercitum	legatos perre possent caesaris	caesaris navibus e galliae nostrorum	terari propter omnibus	auxilium re omnibus exercitum
f1r	f1	f1r.22	5	T	Sey	a	si	t	a	a	a
f1r	f1	f1r.22	6	T	p y d Ey	caesar exercitum e	exercitum exercitus t	caesaris celeriter iis	nostrorum civitates i	omnibus quibus e	exercitum haeduorum t
f1r	f1	f1r.22	7	T	C a	habebat e	civitates i	nostrorum i	legiones i	caesare i	castris t
f1r	f1	f1r.22	8	T	r od ar	noster helvetii	turaritum	proper caesar	buse castris	deari exercitum	ire caesarem
f1r	f1	f1r.23	0	T	y d o I	caesar exercitum civitates d	exercitum exercitus legiones i	caesaris celeriter legiones i	nostrorum civitates omnibus m	omnibus quibus haeduorum t	exercitum haeduorum helvetii s
f1r	f1	f1r.23	1	T	Col	int	non	ani	est	nos	non
f1r	f1	f1r.23	2	T	daI	t	hos	m	bat	pro	a
f1r	f1	f1r.23	3	T	T al	aes navibus	e finibus	aqui	s galliam	s nostris	e civitates
f1r	f1	f1r.23	4	T	dar	a	mis	de	ani	res	qua
f1r	f1	f1r.23	5	T	Se ar	quo helvetii	ititum	tra caesar	ver castris	exercitum	per caesarem
f1r	f1	f1r.23	6	T	k aN	helvetios tum	haeduorum qui	gallorum cum	aricum	proeliis cum	possent tum
f1r	f1	f1r.23	7	T	dar	a	mis	de	ani	res	qua
f1r	f1	f1r.23	8	T	Sey	a	si	t	a	a	a
f1r	f1	f1r.23	9	T	T ar	aes helvetii	etum	a caesar	s castris	s exercitum	e caesarem
f1r	f1	f1r.24	0	T	Co	era	ani	qua	ita	ani	tri
f1r	f1	f1r.24	1	T	o	civitates	legiones	legiones	omnibus	haeduorum	helvetii
f1r	f1	f1r.24	2	T	k aN	helvetios tum	haeduorum qui	gallorum cum	aricum	proeliis cum	possent tum
f1r	f1	f1r.24	3	T	So aN	tritum	adqui	acum	acum	ecum	mentum
f1r	f1	f1r.24	4	T	ok ol	eti omnibus	in castris	in haeduorum	ter caesarem	per exercitus	quo exercitus
f1r	f1	f1r.24	5	T	daN	qua	est	non	rem	qui	et
f1r	f1	f1r.24	6	T	f ar	helvetii	tum	e caesar	castris	exercitum	caesarem
f1r	f1	f1r.24	7	T	T ol	aes omnibus	e castris	a haeduorum	s caesarem	s exercitus	e exercitus
f1r	f1	f1r.24	8	T	daN	qua	est	non	rem	qui	et
f1r	f1	f1r.24	9	T	T ol dar	aes omnibus a	e castris mis	a haeduorum de	s caesarem ani	s exercitus res	e exercitus qua
f1r	f1	f1r.25	0	T	y CEy	caesar cae	exercitum tus	caesaris a	nostrorum si	omnibus sar	exercitum mis
f1r	f1	f1r.25	1	T	ok Ey	etie	int	iniis	teri	pere	quot
f1r	f1	f1r.25	2	T	oky	a	a	xx	a	a	m
f1r	f1	f1r.25	3	T	daN	qua	est	non	rem	qui	et
f1r	f1	f1r.25	4	T	ok Cey	etiiis	iniis	inrat	terant	pertem	quonis
f1r	f1	f1r.25	5	T	k okaN	helvetios a	haeduorum c	gallorum c	aril	proeliis l	possent a
f1r	f1	f1r.25	6	T	o Col	civitates int	legiones non	legiones ani	omnibus est	haeduorum nos	helvetii non
f1r	f1	f1r.25	7	T	k d Cy	helvetios exercitum ere	haeduorum exercitus cum	gallorum celeriter que	ari civitates tus	proeliis quibus tes	possent haeduorum ant
f1r	f1	f1r.25	8	T	dal	a	nis	tri	iti	se	ari
f1r	f1	f1r.26	0	T	d Ce o	exercitum ari civitates	exercitus legiones	celeriter rhenum legiones	civitates omnibus	quibus haeduorum	haeduorum ani helvetii
f1r	f1	f1r.26	1	T	S ody	contra	essent que	legatos ret	navibus unt	terere	auxilium ius
f1r	f1	f1r.26	2	T	k o Sey	helvetios civitates a	haeduorum legiones si	gallorum legiones t	ari omnibus a	proeliis haeduorum a	possent helvetii a
f1r	f1	f1r.26	3	T	Ty	t	a	d	men	a	a
f1r	f1	f1r.26	4	T	ok Cey	etiiis	iniis	inrat	terant	pertem	quonis
f1r	f1	f1r.26	5	T	k Ey	helvetios e	haeduorum t	gallorum iis	arii	proeliis e	possent t
f1r	f1	f1r.26	6	T	k Ey dal	helvetios ea	haeduorum tnis	gallorum iistri	ariiiti	proeliis ese	possent tari
f1r	f1	f1r.26	7	T	C t or	habebat legatos longius	civitates proelium hostibus	nostrorum omnibus	legiones caesaris caesar	caesare legatis	castris caesari
f1r	f1	f1r.27	0	T	e o	civitates	legiones	legiones	omnibus	i haeduorum	ter helvetii
f1r	f1	f1r.27	1	T	Col	int	non	ani	est	nos	non
f1r	f1	f1r.27	2	T	C ok	habebat eti	civitates in	nostrorum in	legiones ter	caesare per	castris quo
f1r	f1	f1r.27	3	T	C oty	habebat d	civitates a	nostrorum m	legiones m	caesare c	castris c
f1r	f1	f1r.27	4	T	C ot ey	habebat veni	civitates consse	nostrorum tur	legiones pere	caesare parunt	castris inrat
f1r	f1	f1r.28	0	T	d C aN	exercitum habebat tum	exercitus civitates qui	celeriter nostrorum cum	civitates legiones cum	quibus caesare cum	haeduorum castris tum
f18r	f18	f18r.1	0	H	p d r air dy	exercitum nosaque	exercitus turarem	celeriter proitamis	civitates busaquo	quibus deequo	haeduorum itres
f18r	f18	f18r.1	1	H	dar od	ater	misari	deper	anie	resari	quare
f18r	f18	f18r.1	2	H	y o ar	caesar civitates helvetii	exercitum legiones tum	caesaris legiones caesar	nostrorum omnibus castris	omnibus haeduorum exercitum	exercitum helvetii caesarem
f18r	f18	f18r.1	3	H	yk Col	sint	snon	ani	misest	essnos	enon
f18r	f18	f18r.1	4	H	dar	a	mis	de	ani	res	qua
f18r	f18	f18r.1	5	H	o m	civitates t	legiones i	legiones e	omnibus t	haeduorum t	helvetii s
f18r	f18	f18r.1	6	H	C Ky	habebat tur	civitates a	nostrorum m	legiones t	caesare non	castris a
f18r	f18	f18r.1	7	H	o T or	civitates aes longius	legiones e hostibus	legiones a omnibus	omnibus s caesar	haeduorum s legatis	helvetii e caesari
f18r	f18	f18r.1	8	H	dal	a	nis	tri	iti	se	ari
f18r	f18	f18r.2	0	H	ot Sol	venac	conii	sar	perque	parii	inse
f18r	f18	f18r.2	1	H	qok Col	perint	vernon	eani	resest	etinos	non
f18r	f18	f18r.2	2	H	Cy k Cy	ere helvetios ere	cum haeduorum cum	que gallorum que	tusaritus	tes proeliis tes	ant possent ant
f18r	f18	f18r.2	3	H	ok C al	eti habebat navibus	in civitates finibus	in nostrorum qui	ter legiones galliam	per caesare nostris	quo castris civitates
f18r	f18	f18r.2	4	H	daN	qua	est	non	rem	qui	et
f18r	f18	f18r.2	5	H	dy	que	rem	mis	quo	quo	res
f18r	f18	f18r.2	6	H	Col	int	non	ani	est	nos	non
f18r	f18	f18r.2	7	H	daI	t	hos	m	bat	pro	a
f18r	f18	f18r.3	0	H	qok Cor	perest	verini	equo	resiis	etiita	nos
f18r	f18	f18r.3	1	H	Cor	est	ini	quo	iis	ita	nos
f18r	f18	f18r.3	2	H	ey	i	sse	tur	e	unt	rat
f18r	f18	f18r.3	3	H	or Cey	longius iis	hostibus iis	omnibus rat	caesar ant	legatis tem	caesari nis
f18r	f18	f18r.3	4	H	qok Col	perint	vernon	eani	resest	etinos	non
f18r	f18	f18r.3	5	H	dy	que	rem	mis	quo	quo	res
f18r	f18	f18r.3	6	H	yt C ar g	de habebat helvetii i	e civitates tums	nostrorum caesar t	s legiones castris t	s caesare exercitum i	e castris caesarem i
f18r	f18	f18r.4	0	H	Cor	est	ini	quo	iis	ita	nos
f18r	f18	f18r.4	1	H	T or	aes longius	e hostibus	a omnibus	s caesar	s legatis	e caesari
f18r	f18	f18r.4	2	H	ok e or	eti longius	in hostibus	in omnibus	ter caesar	peri legatis	quoter caesari
f18r	f18	f18r.4	3	H	yk Col	sint	snon	ani	misest	essnos	enon
f18r	f18	f18r.4	4	H	ok aI	eticum	inum	inius	terius	pertum	quotia
f18r	f18	f18r.5	0	H	t Cor	legatos est	proelium ini	quo	caesaris iis	ita	nos
f18r	f18	f18r.5	1	H	S or	con longius	essent hostibus	legatos omnibus	navibus caesar	ter legatis	auxilium caesari
f18r	f18	f18r.5	2	H	T aN	aestum	equi	acum	scum	scum	etum
f18r	f18	f18r.5	3	H	T ol	aes omnibus	e castris	a haeduorum	s caesarem	s exercitus	e exercitus
f18r	f18	f18r.5	4	H	C l ol	habebat omnibus	civitates castris	nostrorum ari haeduorum	legiones qui caesarem	caesare caesar exercitus	castris qui exercitus
f18r	f18	f18r.5	5	H	Co m	erat	anii	quae	itat	anit	tris
f18r	f18	f18r.6	0	H	y Cy	caesar ere	exercitum cum	caesaris que	nostrorum tus	omnibus tes	exercitum ant
f18r	f18	f18r.6	1	H	k Cor	helvetios est	haeduorum ini	gallorum quo	ariiis	proeliis ita	possent nos
f18r	f18	f18r.6	2	H	d air	exercitum a	exercitus a	celeriter ita	civitates a	quibus e	haeduorum t
f18r	f18	f18r.6	3	H	yt ol	de omnibus	e castris	haeduorum	s caesarem	s exercitus	e exercitus
f18r	f18	f18r.6	4	H	C Ty	habebat t	civitates a	nostrorum d	legiones men	caesare a	castris a
f18r	f18	f18r.6	5	H	dar	a	mis	de	ani	res	qua
f18r	f18	f18r.6	6	H	dar	a	mis	de	ani	res	qua
f18r	f18	f18r.6	7	H	dal	a	nis	tri	iti	se	ari
f18r	f18	f18r.7	0	H	o S or	civitates con longius	legiones essent hostibus	legiones legatos omnibus	omnibus navibus caesar	haeduorum ter legatis	helvetii auxilium caesari
f18r	f18	f18r.7	1	H	S aN	contum	essent qui	legatos cum	navibus cum	tercum	auxilium tum
f18r	f18	f18r.7	2	H	Ty	t	a	d	men	a	a
f18r	f18	f18r.7	3	H	Sol dy	acque	iirem	sarmis	quequo	iiquo	seres
f18r	f18	f18r.7	4	H	d ol dy	exercitum omnibus que	exercitus castris rem	celeriter haeduorum mis	civitates caesarem quo	quibus exercitus quo	haeduorum exercitus res
f18r	f18	f18r.7	5	H	d ol daN	exercitum omnibus qua	exercitus castris est	celeriter haeduorum non	civitates caesarem rem	quibus exercitus qui	haeduorum exercitus et
f18r	f18	f18r.8	0	H	qok Cor	perest	verini	equo	resiis	etiita	nos
f18r	f18	f18r.8	1	H	K ol	s omnibus	e castris	e haeduorum	s caesarem	s exercitus	e exercitus
f18r	f18	f18r.8	2	H	ol ody	omnibus tra	castris que	haeduorum ret	caesarem unt	exercitus ere	exercitus ius
f18r	f18	f18r.8	3	H	okal dy	cque	srem	amis	aquo	cquo	cres
f18r	f18	f18r.8	4	H	dar y	a caesar	mis exercitum	de caesaris	ani nostrorum	res omnibus	qua exercitum
f18r	f18	f18r.9	0	H	Col	int	non	ani	est	nos	non
f18r	f18	f18r.9	1	H	C T al	habebat aes navibus	civitates e finibus	nostrorum aqui	legiones s galliam	caesare s nostris	castris e civitates
f18r	f18	f18r.9	2	H	ok S al	eticon navibus	in essent finibus	in legatos qui	ter navibus galliam	perter nostris	quo auxilium civitates
