page	physical_folio	split	locus	line_number	section	language	hand	eva_clean	ivtff_raw
f1r	f1	held	f1r.25	25	T	A	1	ycheey okeey oky daiin okchey kokaiin ochol kdchy dal	ycheey.okeey.oky.daiin.okchey.kokaiin.o?chol.k?dchy.dal
f1r	f1	held	f1r.26	26	T	A	1	dcheo shody koshey cthy ok chey keey keey dal chtor	dcheo.shody.koshey.cthy.ok,chey.keey.keey,dal.chtor
f1r	f1	held	f1r.27	27	T	A	1	eo chol chok choty chotey	?eo?.chol.chok.choty.chotey
f1r	f1	held	f1r.28	28	T	A	1	dchaiin	dchaiin<$>
f2r	f2	train	f2r.1	1	H	A	1	kydainy ypchol daiin otchal ypchaiin ckholsy	<%>kydainy.ypchol.daiin.otchal<->ypchaiin.ckholsy
f2r	f2	train	f2r.2	2	H	A	1	dorchory chkar s shor cthy	dorchory<->chkar.s<->shor.cthy.{cto}
f2r	f2	train	f2r.3	3	H	A	1	qotaiin cthey y chor chy ydy chaiin	qotaiin<->cthey.y<->chor.chy.ydy<->chaiin
f2r	f2	train	f2r.4	4	H	A	1	aiidy chtod dy cphy dals chokaiin d	{c'o}aiidy<->chtod,dy<->cphy.dals<->chokaiin.d
f2r	f2	train	f2r.5	5	H	A	1	otochor al shodaiin chol dan ytchaiin dan	otochor.al<->shodaiin<->chol,dan<->ytchaiin.dan
f2r	f2	train	f2r.6	6	H	A	1	saiin dain d dkol sor ytoldy dchol dchy cthy	saiin.dain,d<->dkol.sor<->ytoldy<->dchol.dchy.cthy
f2r	f2	train	f2r.7	7	H	A	1	shor ckhy daiiny chol dan	shor.ckhy.daiiny<->chol,dan<$>
f2r	f2	train	f2r.8	8	H	A	1	kydain shaiin qoy s shol fodan yksh olsheey daiildy	<%>kydain.shaiin.qoy.s.shol.fodan<->yksh.olsheey.daiildy
f2r	f2	train	f2r.9	9	H	A	1	dls sho kol sheey qokey ykody so chol yky dain daiisol	dls,sho.kol.sheey.qokey.ykody.so<->chol,yky.dain.daiisol
f2r	f2	train	f2r.10	10	H	A	1	qoky cholaiin shol sheky daiin cthey keol saiin eaiin	qo'ky.cholaiin.shol.sheky.daiin<->cthey.keol.saiin.e'a'iin
f2r	f2	train	f2r.11	11	H	A	1	ychain dal chy dalor shan dan olsaiin sheey ckhor	ychain.dal.chy.dalor.shan.dan<->olsaiin.sheey.ckhor
f2r	f2	train	f2r.12	12	H	A	1	okol chy chor cthor yor an chan saiin chety chyky sal	okol.chy.chor.cthor.yor.an.chan<->saiin.chety.chyky.sal
f2r	f2	train	f2r.13	13	H	A	1	sho ykeey chey daiin chcthy	sho.ykeey.chey.daiin.chcthy<$>
f2r	f2	train	f2r.14	14	H	A	1	ytoail	ytoail
f2r	f2	train	f2r.15	15	H	A	1	ios an on	ios.an.on
f2v	f2	train	f2v.1	1	H	A	1	kooiin cheo pchor otaiin odain chor dair shty	<%>kooiin.cheo,pchor.otaiin,odain.chor<->dair.shty
f2v	f2	train	f2v.2	2	H	A	1	kcho kchy sho shol qotcho loeees qoty chor daiin	kcho,kchy.sho.shol.qotcho.loeees.qoty<->chor.daiin
f2v	f2	train	f2v.3	3	H	A	1	otchy chor lshy chol chody chodain chcthy daiin	otchy.chor.lshy.chol.chody.chodain<->chcthy.daiin
f2v	f2	train	f2v.4	4	H	A	1	sho cholo cheor chodaiin	sho.cholo.cheor.chodaiin<$>
f2v	f2	train	f2v.5	5	H	A	1	kchor shy daiiin chm s shey dor chol daiin	<%>kchor<!mark above o>.shy.daiiin.ch{cko}m<->s,shey.dor,chol,daiin
f2v	f2	train	f2v.6	6	H	A	1	dor chol chor chol keol chy chty daiin o tchor chan	dor.chol.chor.chol.keol.chy.chty<->daiin.o,tchor.chan
f2v	f2	train	f2v.7	7	H	A	1	daiin chotchey qoteeey chokeos chees chr cheaiin	daiin.chotchey.qoteeey.chokeos<->chees.chr.cheaiin
f2v	f2	train	f2v.8	8	H	A	1	chokoishe chor cheol chol dolody	chokoishe.chor.cheol.chol.dolody<$>
f3r	f3	train	f3r.1	1	H	A	1	tsheos qopal chol cthol daimg	<%>tsheos.qopal.chol.cthol.daimg
f3r	f3	train	f3r.2	2	H	A	1	ycheor chor dam qotcham cham	ycheor.chor.dam.qotcham.cham
f3r	f3	train	f3r.3	3	H	A	1	ochor qocheor chol daiin cthy	ochor.qocheor.chol.daiin.cthy
f3r	f3	train	f3r.4	4	H	A	1	schey chor chal chag cham cho	schey.chor.chal.chag.cham.cho
f3r	f3	train	f3r.5	5	H	A	1	qokol chololy s cham cthol	qokol.chololy.s.cham.cthol
f3r	f3	train	f3r.6	6	H	A	1	ychtaiin chor cthom otaldam	ychtaiin.chor.cthom.otaldam
f3r	f3	train	f3r.7	7	H	A	1	otchol qodaiin chom shom damo	otchol.qodaiin.chom.shom.damo
f3r	f3	train	f3r.8	8	H	A	1	ysheor chor chol oky dago	ysheor.chor.chol.oky.dago
f3r	f3	train	f3r.9	9	H	A	1	sho vor sheoldam otchody ol	sho.vor.sheoldam.otchody.ol
f3r	f3	train	f3r.10	10	H	A	1	ydar cholcthom	ydar.cholcthom<$>
f3r	f3	train	f3r.11	11	H	A	1	pcheol shol sols sheol shey	<%>pcheol.shol.sols.sheol.shey
f3r	f3	train	f3r.12	12	H	A	1	okadaiin qokchor qo schodam octhy	okadaiin.qokchor.qo,schodam.octhy
f3r	f3	train	f3r.13	13	H	A	1	qokeey qot shey qokody qokshey cheody	qokeey.qot,shey.qokody.qokshey.cheody
f3r	f3	train	f3r.14	14	H	A	1	chor qodair okeey qokeey	chor.qodair.okeey.qokeey<$>
f3r	f3	train	f3r.15	15	H	A	1	tsheoarom shor or chor olchsy chom otchom oporar	<%>tsheoarom.shor.or.chor.olchsy.chom.otchom<->oporar
f3r	f3	train	f3r.16	16	H	A	1	oteol chol s cheol ekshy qokeom qokol daiin soleeg	oteol.chol.s.cheol.ekshy.qokeom.qokol.daiin<->soleeg
f3r	f3	train	f3r.17	17	H	A	1	soeom okeom yteody qokeeodal sam	soeom.okeom.yteody.qokeeodal.sam<$>
f3r	f3	train	f3r.18	18	H	A	1	pcheoldom shodaiin qopchor qopol opchol qoty otolom	<%>pcheoldom.shodaiin.qopchor.qopol.opchol,qoty<->otolom
f3r	f3	train	f3r.19	19	H	A	1	otchor ol cheor qoeor dair qoteol qosaiin chor cthy	otchor.ol,cheor.qoeor.dair.qoteol.qosaiin<->chor.cthy
f3r	f3	train	f3r.20	20	H	A	1	ycheor chol odaiin chol s aiin okol or am	ycheor.chol.odaiin.chol.s.aiin.okol,or.am<$>
f3v	f3	train	f3v.1	1	H	A	1	koaiin cphor qotoy sha ckhol ykoaiin s oly	<%>koaiin.cphor.qotoy.sha.ckhol.ykoaiin.s.oly
f3v	f3	train	f3v.2	2	H	A	1	daiidy qoteeol okeeor okor olytol dol dar	daiidy.qoteeol.okeeor.okor.olytol.dol,dar
f3v	f3	train	f3v.3	3	H	A	1	okom chol shol seees chom cheeykam okai	okom.chol.shol.seees.chom.cheeykam.okai
f3v	f3	train	f3v.4	4	H	A	1	qodar ees eey kcheol okal do r chear een	qodar.ees.eey.kcheol.okal.do.r.chear,een
f3v	f3	train	f3v.5	5	H	A	1	ychear otchal cho r char ckha	ychear.otchal.cho,r.char.ckh[a:y]
f3v	f3	train	f3v.6	6	H	A	1	or cheor kor chodaly chom	or.cheor.kor.chodaly.chom<$>
f3v	f3	train	f3v.7	7	H	A	1	tchor otcham chor cfham s	<%>tchor.otcham.chor.cfham.s
f3v	f3	train	f3v.8	8	H	A	1	ykchy kchom chor chckhol oka	ykchy.kchom.chor.chckhol.oka
f3v	f3	train	f3v.9	9	H	A	1	ytcheear okeol cthodoaly chor cthy	ytcheear.okeol.cthodoaly.chor.cthy
f3v	f3	train	f3v.10	10	H	A	1	ochos daiin qokshol daiim chol okary	ochos.daiin.qokshol.daiim.chol.okary
f3v	f3	train	f3v.11	11	H	A	1	sho shockho ckhy tchor chodaiin chom	sho.shockho.ckhy.tchor.chodaiin.chom
f3v	f3	train	f3v.12	12	H	A	1	osh chodair ytchy tchor kcham s	osh.chodair.ytchy.tchor.kcham.s
f3v	f3	train	f3v.13	13	H	A	1	shar shkaiin qokchy yty cthal chky	shar.shkaiin.qokchy.yty.cthal.chky
f3v	f3	train	f3v.14	14	H	A	1	dain sheam y keam	dain.sheam.y,keam<$>
f4r	f4	train	f4r.1	1	H	A	1	kodalchy chpady sheol ol sheey qotey doiin chor ytoy	<%>kodalchy.chpady.sheol.ol,sheey.qotey<->doiin.chor.ytoy
f4r	f4	train	f4r.2	2	H	A	1	dchor shol shol cthol shtchy chaiin s choraiin chom	dchor.shol.shol.cthol.shtchy.chaiin.@163;s<->choraiin.chom
f4r	f4	train	f4r.3	3	H	A	1	otchol chol chy chaiin qotaiin daiin shain	otchol.chol.chy.chaiin.qotaiin<->daiin.shain
f4r	f4	train	f4r.4	4	H	A	1	qotchol chy yty daiin okaiin cthy	qotchol,chy.yty.daiin.okaiin.cthy<$>
f4r	f4	train	f4r.5	5	H	A	1	pydaiin qotchy dy tydy	<%>pydaiin.qotchy.dy,tydy
f4r	f4	train	f4r.6	6	H	A	1	chor shytchy dytcheey	chor.shytchy.dytcheey
f4r	f4	train	f4r.7	7	H	A	1	qotaiin cthol daiin cthom	qotaiin.cthol.daiin.cthom
f4r	f4	train	f4r.8	8	H	A	1	shor shol shol cthy cpholdy	shor.shol.shol.cthy.cpholdy
f4r	f4	train	f4r.9	9	H	A	1	daiin ckhochy tchy kor aiin	daiin.ckhochy.tchy.kor,aiin
f4r	f4	train	f4r.10	10	H	A	1	odal shor shyshol cphaiin	odal.shor.shyshol.cphaiin
f4r	f4	train	f4r.11	11	H	A	1	qotchoiin sheor qoty	qotchoiin.she[o:a]r.qoty
f4r	f4	train	f4r.12	12	H	A	1	soiin chaiin chaiin	soiin.chaiin.chaiin
f4r	f4	train	f4r.13	13	H	A	1	daiin cthey	daiin.cthey<$>
f4v	f4	train	f4v.1	1	H	A	1	pchooiin ksheo kchoy chopchy dolds dlod	<%>pchooiin.ksheo.kchoy.chopchy.dolds<->dlod
f4v	f4	train	f4v.2	2	H	A	1	ol chey chy cthy shkchor sheo cheory choldy	ol.chey.chy.cthy.shkchor.sheo.cheory<->choldy
f4v	f4	train	f4v.3	3	H	A	1	sho sho chaiin shaiin daiin qodaiin o aram	sho.sho.chaiin.shaiin.daiin.qodaiin<->o,aram
f4v	f4	train	f4v.4	4	H	A	1	qokshy qocthy choteol daiin cthey choaiin	qok[sh:ch]y.qocthy.choteol.daiin.cthey<->choaiin
f4v	f4	train	f4v.5	5	H	A	1	shor sheey otoiin shey qotchoiin chodain	shor.sheey.{cto}.otoiin.shey.qotchoiin<->chodain
f4v	f4	train	f4v.6	6	H	A	1	ytchoy shokchy cphody	ytchoy.shokchy.cphody<$>
f4v	f4	train	f4v.7	7	H	A	1	torchy sheeor chor chokchy cphydy	<%>torchy.sheeor.chor.chokch[y:e].cphydy
f4v	f4	train	f4v.8	8	H	A	1	oleeeb chor cthol sho otor cthory	oleeeb.chor.cthol.sho.otor.cthory
f4v	f4	train	f4v.9	9	H	A	1	qooko iiin cheog chcthy shoky daiin	qooko,iiin,cheog.chcthy.shoky.daiin
f4v	f4	train	f4v.10	10	H	A	1	otaiin sheo okeody chol chokeody	otaiin.sheo.okeody.chol,chokeody
f4v	f4	train	f4v.11	11	H	A	1	sho kcheor shody shtaiin qotol daiin	sho.kcheor.shody.shtaiin.qotol,daiin
f4v	f4	train	f4v.12	12	H	A	1	qokey sho okeol s keey shar char ody	qokey.sho.okeol.s,keey.shar,char,ody
f4v	f4	train	f4v.13	13	H	A	1	shody s cheor chokody shodaiin qoty	shody.s.cheor.chokody.shodaiin.qoty
f4v	f4	train	f4v.14	14	H	A	1	ochody chy key chtody	ochody.chy,key.chtody<$>
f5r	f5	train	f5r.1	1	H	A	1	kchody fchoy chkoy oaiin oar olsy chody dkshy dy	<%>kchody.fchoy.chkoy.oaiin.oar,olsy.chody.dkshy,dy
f5r	f5	train	f5r.2	2	H	A	1	ochey okey qokaiin sho ckhoy cthey chey okas otol	ochey.okey.qokaiin.sho.ckhoy.cthey.chey.ok[a:y]{@131;o}s.otol
f5r	f5	train	f5r.3	3	H	A	1	qoaiin otan chy daiin oteeeb chocthy otchy qotchody	qoaiin.otan,chy.daiin.oteeeb.chocthy.otchy.qotchody
f5r	f5	train	f5r.4	4	H	A	1	otain sheody chan s cheor chocthy	otain.sheody.chan.s.cheor.chocthy<$>
f5r	f5	train	f5r.5	5	H	A	1	tchy shody qoaiin cholols sho qotcheo daiin shodaiin	<%>tchy.shody.qoaiin.cholols.sho.qotcheo.daiin.shodaiin
f5r	f5	train	f5r.6	6	H	A	1	sho cheor chey qoeeey qoykeeey qoeor cthy shotshy dy	sho.cheor,chey.qoeeey.qoykeeey.qoeor.cthy.shotshy.dy
f5r	f5	train	f5r.7	7	H	A	1	qotoeey keey cheo kchy shody	qotoeey.keey.cheo,kchy.shody<$>
f5v	f5	train	f5v.1	1	H	A	1	k o cheor chor ytchey pshod chols chodaiin ytoiiin daiin	<%>k,o,cheor.chor.ytchey.pshod.chols.chodaiin.ytoiiin.daiin
f5v	f5	train	f5v.2	2	H	A	1	dchol chol otaiin dain cthor chots ychopordg	dchol.{c'y}.chol.otaiin.dain.cthor.chots.ychopordg
f5v	f5	train	f5v.3	3	H	A	1	qotcho ytor daiin daiin otchor daiin qo darchor do	qotcho.ytor.daiin.daiin.otchor.daiin.q'o.darchor.do
f5v	f5	train	f5v.4	4	H	A	1	qotor shees otol ykoiin shol daiin cthor okch y taiin	qotor.shees.otol.ykoiin.shol,daiin.cthor.okch,y,taiin
f5v	f5	train	f5v.5	5	H	A	1	shokeeol chor cheotol otchol daiin dal chol chotaiin	shokeeol.chor.cheotol.otchol.daiin.dal.chol,chotaiin
f5v	f5	train	f5v.6	6	H	A	1	otol chol dairodg	otol.chol.dairodg<$>
f6r	f6	train	f6r.1	1	H	A	1	foar y shol cholor cphol chor ch chopchol otcham	<%>foar.y.shol.cholor.cphol.chor.ch{ck}<->chopchol.otcham
f6r	f6	train	f6r.2	2	H	A	1	daiin chckhy chor chor kar cthy cthor chotols	daiin.chckhy.chor.chor.kar.cthy<->cthor.chotols
f6r	f6	train	f6r.3	3	H	A	1	foeear kshor choky os cheoeees ykeor ytaiin dam	foeear.kshor.choky.os.cheoeees<->ykeor.ytaiin.dam
f6r	f6	train	f6r.4	4	H	A	1	dar cho s sheor choy otcham yaiir chy	dar.cho,s.sheor.cho{ith}y.otcham<->yaiir.chy
f6r	f6	train	f6r.5	5	H	A	1	tar okoiin shees ytaly cthaiin odam	t[a:o]r.okoiin.shees.ytaly.cthaiin<->odam
f6r	f6	train	f6r.6	6	H	A	1	or al daiin ckham okom cthaiin ydaiin	or.al.daiin.ckham.okom.cthaiin<->ydaiin
f6r	f6	train	f6r.7	7	H	A	1	daiin qodaiin cho s chol okaiin s	daiin.qodaiin.cho.s.chol.okaiin.s
f6r	f6	train	f6r.8	8	H	A	1	ychol ckhor pchar sheo ckhaiin	ychol.ckhor.pchar.sheo.ckhaiin
f6r	f6	train	f6r.9	9	H	A	1	dar sheol skaiiodar otaiin chory	dar.sheol.skaiiodar.otaiin.chory
f6r	f6	train	f6r.10	10	H	A	1	tchor ctheod chy shor od she od	tchor.ctheod.chy.shor.od,she.od
f6r	f6	train	f6r.11	11	H	A	1	ychar olchaj ol chokaiin	ychar.olchaj.ol.chokaiin
f6r	f6	train	f6r.12	12	H	A	1	or shol cthom chor cthy	or.shol.cthom.chor.cthy
f6r	f6	train	f6r.13	13	H	A	1	qocthol yodaiin cthy	qocthol.[y:q]odaiin.cthy
f6r	f6	train	f6r.14	14	H	A	1	ysho taiin y kaiim	ysho.taiin.y,kaiim<$>
f6v	f6	train	f6v.1	1	H	A	1	koary sar cheekar qoor shor chapchy s chear char otchy	<%>koary,sar.[ch:{oh}]eekar<!funny o, @246;?>.qoor.shor.chapchy.s.chear.char.otchy
f6v	f6	train	f6v.2	2	H	A	1	oees chor chckhy qoekchar cheas odaiiin kchey chor chaiin	oees.chor.chckhy.qoekchar.chea[s:r].odaiiin.kchey.chor,chaiin
f6v	f6	train	f6v.3	3	H	A	1	qoair ckhy chol oechockhy chekchoy ckhy okol rychos	qoair.ckhy.chol.oechockhy.chekchoy.ckhy.okol<->rychos
f6v	f6	train	f6v.4	4	H	A	1	y shckhy ytchoy s os y jajy dchy dey okody ytody	y,shckhy.ytchoy.s.os.y.jajy.dchy.dey.okody<->ytody
f6v	f6	train	f6v.5	5	H	A	1	dair chodam dam okor oty doldom	dair.{c'ha},chodam.dam.okor.oty<->doldom<$>
f6v	f6	train	f6v.6	6	H	A	1	tchody shocthol choy s	<%>tchody.shocthol.cho{cthh}y.s
f6v	f6	train	f6v.7	7	H	A	1	ychos ychol daiin cthol dol	ychos.ychol.daiin.cthol.dol
f6v	f6	train	f6v.8	8	H	A	1	ychor chor okchey qokom	ychor.chor.okchey.qokom
f6v	f6	train	f6v.9	9	H	A	1	oeeo dal chor cthom s	oeeo,dal.chor.cthom.s
f6v	f6	train	f6v.10	10	H	A	1	qokchod ychear kchdy	qokchod.ychear.kchdy
f6v	f6	train	f6v.11	11	H	A	1	lor char otam ctho m dy	lor.char.otam.ctho,m,dy
f6v	f6	train	f6v.12	12	H	A	1	ytchos shy qokam cthy	ytcho[s:r].shy.qokam.cthy
f6v	f6	train	f6v.13	13	H	A	1	yodaiin cthy s chor oees or	yodaiin.cthy.s.chor.oees.or
f6v	f6	train	f6v.14	14	H	A	1	qokor chol cthol tchalody	qokor.chol.cthol.tchalody
f6v	f6	train	f6v.15	15	H	A	1	chockhy s or chy s ain ar	chockhy.s.or.chy.s,ain.ar
f6v	f6	train	f6v.16	16	H	A	1	ochy cthar cthar cthy	ochy.cthar.cth[a:o]r.cthy
f6v	f6	train	f6v.17	17	H	A	1	y chaies ckhal cthodam dy	y,chaies.ckhal.cthodam.dy
f6v	f6	train	f6v.18	18	H	A	1	ytchocthol ches or	ytchocthol.ches.{ith}or
f6v	f6	train	f6v.19	19	H	A	1	ocholy kchos chy dor	ocholy.kchos.chy.dor
f6v	f6	train	f6v.20	20	H	A	1	dchor choldar okol daiin	dchor.choldar.okol.daiin
f6v	f6	train	f6v.21	21	H	A	1	ycheor chor octham	ycheor.chor.octham<$>
f7r	f7	train	f7r.1	1	H	A	1	fchodaiin shopchey qko shey qoos sheey charochy	<%>fchodaiin.shopchey.qko<->shey.qoos.sheey.charochy
f7r	f7	train	f7r.2	2	H	A	1	dcheey keo r shor dold dchey kchey otchy cheody	dcheey.keo.r.shor.dold<->dchey.kchey.otchy.cheody
f7r	f7	train	f7r.3	3	H	A	1	oeeees cheodaiin sheey ytcheey qotchy chald	oeeees.cheodaiin.sheey<->ytcheey.qotchy.chald
f7r	f7	train	f7r.4	4	H	A	1	qokcho cho lochey daiin ychey kchos odaiin	qokcho.cho.lochey.daiin<->ychey.kchos.odaiin
f7r	f7	train	f7r.5	5	H	A	1	oaiir otaiin	oaiir<->otaiin<$>
f7r	f7	train	f7r.6	6	H	A	1	ksholo chey qotoees chkoldy otchor choaiin	<%>ksholo,chey.qotoees.chkoldy<->otchor.choaiin
f7r	f7	train	f7r.7	7	H	A	1	dshoy cthol chol otchol dain shody shol chotchy	dshoy.cthol.chol.otchol.dain<->shody.shol.chotchy
f7r	f7	train	f7r.8	8	H	A	1	okchey deeeese choty qokchy shol keey choty dain	okchey.deeeese.choty.qokchy<->shol.keey.choty.dain
f7r	f7	train	f7r.9	9	H	A	1	qokechy ol choiin chol cphey shckhy chochy kchod	qokechy.ol,choiin.chol.cphey<->shckhy.chochy.kchod
f7r	f7	train	f7r.10	10	H	A	1	s chain chor daiin chckhy	s,chain.chor.daiin.chckhy<$>
f7v	f7	train	f7v.1	1	H	A	1	polyshy shey tchody qopchy otshol dy daiin tshodody	<%>polyshy.shey.tchody.qopchy.otshol.dy.daiin.tshodody
f7v	f7	train	f7v.2	2	H	A	1	chochy cthy daiin qoky chy daiin cthol cthy cthd	chochy.cthy.daiin.qoky.ch{cphh}y.daiin.cthol.cthy.cthd
f7v	f7	train	f7v.3	3	H	A	1	qokchy dykchy chkeey kshy ky ty dor cheey o l cheol dy	qokchy.dykchy.chkeey.kshy.ky.ty.dor.cheey.o,l,cheol,dy
f7v	f7	train	f7v.4	4	H	A	1	choteeeb oeear choschy dain sho kshy shol deees dol	choteeeb.oeear.choschy.dain.sho.kshy.shol.deees.dol
f7v	f7	train	f7v.5	5	H	A	1	dchodaiin qotchy cheey tcheey	dchodaiin.qotchy.cheey.tcheey<$>
f7v	f7	train	f7v.6	6	H	A	1	kchor sheod sheodaiin sho daiin oksho lshol dair qos	<%>kchor.sheod.sheodaiin.sho,daiin.oksho,lshol.dair.qos
f7v	f7	train	f7v.7	7	H	A	1	okshodeeeb chorcheor odaiin shotcho dol dol dor aiin	okshodeeeb.chorcheor,odaiin.shotch[o:?]<->dol.dol.dor.aiin
f7v	f7	train	f7v.8	8	H	A	1	qoteeeo r cho cheeody qotchey tey o kcho r daiin	qoteeeo.r.cho,cheeody.qotchey.tey<->o,kcho,r.daiin
f7v	f7	train	f7v.9	9	H	A	1	sho keeo daiir chokchy dor deol dy dol daiin	sho.keeo.daiir.chokchy.dor.deol.dy<->dol,daiin<$>
f8r	f8	train	f8r.1	1	H	A	1	pshol chor otshal chopy cphol chody shy cfhodar shor	<%>pshol.chor.otshal.chopy<->cph[o:a]l.chody.shy.cfhodar.shor
f8r	f8	train	f8r.2	2	H	A	1	tchty sh kcheals sho okche do dchy dain al	tchty.sh,kcheals.sho<->okche.do.dchy.dain.al
f8r	f8	train	f8r.3	3	H	A	1	chodar shy sy chodaiin shokchy chor dy	chodar.shy.sy<->chodaiin.shokchy.chor.dy
f8r	f8	train	f8r.4	4	H	A	1	qotor chor chor sheey dchol shesed chof chy dam	qotor.chor.chor.sheey<->dchol.shesed.chof.chy.dam
f8r	f8	train	f8r.5	5	H	A	1	okchey do r cheeey dy ky scho chky ooaiin chy taiin	okchey.do.r.cheeey.dy.ky<->scho.chky.{ck}ooaiin.ch[y:a],taiin
f8r	f8	train	f8r.6	6	H	A	1	tosh cheey koltoldy shy choety cheeody sol	tosh.{ck}cheey.koltoldy<->shy.choety.cheeody.sol
f8r	f8	train	f8r.7	7	H	A	1	choto kchoan choor dain	choto.kchoan.choor.dain
f8r	f8	train	f8r.8	8	H	A	1	dcho dain	dcho.dain<$>
f8r	f8	train	f8r.9	9	H	A	1	tchoep sho pcheey pchey ofchey dsheey sholdaiin shor	<%>tchoep.sho.pcheey.pchey<->ofchey.dsheey.sholdaiin.shor
f8r	f8	train	f8r.10	10	H	A	1	daiin cheey teeodan dy cheocthy oksheo dol dairg	daiin.cheey.teeodan.dy<->cheocthy.oksheo.dol.dairg
f8r	f8	train	f8r.11	11	H	A	1	shol cheodaiin daiin do y tchody chot choty otariin	shol.cheodaiin.daiin.do<->y,tchody.chot.choty.otariin
f8r	f8	train	f8r.12	12	H	A	1	qo chodaiin shotokody chotol	qo,chodaiin.shotokody<->chotol
f8r	f8	train	f8r.13	13	H	A	1	okokchodg	okokchodg<$>
f8r	f8	train	f8r.14	14	H	A	1	o ey shol chofydy sho chey kshey lody cholal	<%>{c@132;h}o.{c@196;h}ey.shol.chofydy<->sho.chey.kshey.lody.cholal
f8r	f8	train	f8r.15	15	H	A	1	dchey ckhol chol chey kc chy daiin dol daiiiry ckhy	dchey.ckhol.chol.chey.kc{cs}<->chy.{cto}daiin.dol.daiiir[{ih}:ch]y.ckhy
f8r	f8	train	f8r.16	16	H	A	1	ychey kchekchy chsey kchy scheaiin cthaiar cthy dar	ychey.kch[e:o]kchy.chsey,kchy<->scheaiin.cthai{ih}ar.cthy.dar
