page	physical_folio	locus	chunk_index	section	units	decoded_seed_11	decoded_seed_29	decoded_seed_47	decoded_seed_71	decoded_seed_89	decoded_seed_107
f1r	f1	f1r.10	1	T	os	t	n	e	e	ist	e
f1r	f1	f1r.10	2	T	t e ody	ereten	in	herzen	durch tein	scheit	einiht
f1r	f1	f1r.11	0	T	y daI	geschach z	vrouuuen t	begunde e	vrouuuen z	geschiht sol	sprach e
f1r	f1	f1r.11	1	T	P e s aN	i geriten gesehen	i ritter und	lher geschehen und	st mohte ich	z vrouuuen iht	rein enmohte der
f1r	f1	f1r.11	2	T	ol s	ritter geriten	sprach ritter	enmohte geschehen	sprach mohte	enmohte vrouuuen	uuolde enmohte
f1r	f1	f1r.11	3	T	P ey	in	iten	lant	se	ze	rgen
f1r	f1	f1r.11	4	T	yt aI	aneste	ez	gerste	ere	ser	in
f1r	f1	f1r.11	5	T	So Sy	istt	solget	eim	eter	mirt	hieten
f1r	f1	f1r.11	6	T	P od al e s	iide uuolde geriten	iman ritter	lich schoene her geschehen	ser uuider t mohte	zantein vrouuuen	re muoste ein enmohte
f1r	f1	f1r.12	0	T	ok So	gerist	gesellen sol	e	gese	uuaren mir	hie
f1r	f1	f1r.12	1	T	k So y	uueist geschach	vrouuue sol vrouuuen	under e begunde	geriten e vrouuuen	geuuan mir geschiht	uuol hie sprach
f1r	f1	f1r.12	2	T	ot air I	sitz	eranec	vilr	ersvont	gerec	hani
f1r	f1	f1r.12	3	T	ot eol	sin	ern	von	erso	gert	e
f1r	f1	f1r.12	4	T	ok a n	gern	gesellen ez	in	geser	uuaren in	si
f1r	f1	f1r.12	5	T	S od aI	derideste	ungemach ez	geschiht ichste	uuaerere	ichanter	ritter ein
f1r	f1	f1r.12	6	T	s K ey	geriten en	ritter iten	geschehen lant	mohte ie	vrouuuen ze	enmohte engen
f1r	f1	f1r.12	7	T	daN	er	han	gen	des	des	die
f1r	f1	f1r.13	0	T	So y	ist geschach	sol vrouuuen	e begunde	e vrouuuen	mir geschiht	hie sprach
f1r	f1	f1r.13	1	T	K ey	en	iten	lant	ie	ze	engen
f1r	f1	f1r.13	2	T	k o daN	uue vrouuuen er	vrouuue geschach han	under geschach gen	geriten geschach des	geuuan geschehen des	uuol geschehen die
f1r	f1	f1r.13	3	T	P y	i geschach	i vrouuuen	l begunde	s vrouuuen	z geschiht	r sprach
f1r	f1	f1r.13	4	T	P od ai i l s	iideuusin geriten	imenger ritter	lichensin geschehen	serirder mohte	zantal vrouuuen	reiaber enmohte
f1r	f1	f1r.13	5	T	T ey	gen	gesten	rant	se	se	ngen
f1r	f1	f1r.13	6	T	So	ist	sol	e	e	mir	hie
f1r	f1	f1r.13	7	T	ol daI	ritter z	sprach t	enmohte e	sprach z	enmohte sol	uuolde e
f1r	f1	f1r.13	8	T	d	sprach	schoene	sprach	uuolde	ritter	vrouuue
f1r	f1	f1r.14	0	T	daI	z	t	e	z	sol	e
f1r	f1	f1r.14	1	T	o N	vrouuuen und	geschach e	geschach z	geschach n	geschehen n	geschehen n
f1r	f1	f1r.14	2	T	Col	sch	her	dar	min	mit	dar
f1r	f1	f1r.14	3	T	o daN	vrouuuen er	geschach han	geschach gen	geschach des	geschehen des	geschehen die
f1r	f1	f1r.14	4	T	C od aI	gesellen ideste	cunegin ez	vrouuuen ichste	geschehen erere	geschach anter	geschach ein
f1r	f1	f1r.14	5	T	Cdy	zen	et	als	ant	iu	als
f1r	f1	f1r.14	6	T	ok aI	gerste	gesellen ez	ste	gesere	uuaren er	in
f1r	f1	f1r.14	7	T	d n	sprach n	schoene z	sprach n	uuolde r	ritter n	vrouuue i
f1r	f1	f1r.14	8	T	Ty	e	t	t	n	so	t
f1r	f1	f1r.14	9	T	k od	uueide	vrouuue	under ich	geriten er	geuuan ant	uuol e
f1r	f1	f1r.15	0	T	daN	er	han	gen	des	des	die
f1r	f1	f1r.15	1	T	S K ey	deren	ungemach iten	geschiht lant	uuaie	ichze	ritter engen
f1r	f1	f1r.15	2	T	e o	vrouuuen	geschach	her geschach	t geschach	geschehen	ein geschehen
f1r	f1	f1r.15	3	T	r	e	ien	si	<EMPTY>	z	r
f1r	f1	f1r.15	4	T	C ar	gesellen uuaere	cunegin geschiht	vrouuuen der	geschehen ritter	geschach durch	geschach uuaere
f1r	f1	f1r.15	5	T	Sey	t	e	ez	im	e	sol
f1r	f1	f1r.15	6	T	k ol	uue ritter	vrouuue sprach	under enmohte	geriten sprach	geuuan enmohte	uuol uuolde
f1r	f1	f1r.15	7	T	Col	sch	her	dar	min	mit	dar
f1r	f1	f1r.15	8	T	Col	sch	her	dar	min	mit	dar
f1r	f1	f1r.15	9	T	k or	uue geuuan	vrouuue uuolde	under vrouuue	geriten guoten	geuuan uuaere	uuol sinen
f1r	f1	f1r.15	10	T	C al	gesellen uuolde	cunegin man	vrouuuen schoene	geschehen uuider	geschach ein	geschach muoste
f1r	f1	f1r.16	0	T	So	ist	sol	e	e	mir	hie
f1r	f1	f1r.16	1	T	Col	sch	her	dar	min	mit	dar
f1r	f1	f1r.16	2	T	S od a n	deriden	ungemach ez	geschiht ichin	uuaerer	ichantin	ritter esi
f1r	f1	f1r.16	3	T	k Sy	uuet	vrouuue get	under im	geriten ter	geuuan t	uuol ten
f1r	f1	f1r.16	4	T	k Cy	uuegen	vrouuue ich	under daz	geriten als	geuuan uue	uuol des
f1r	f1	f1r.16	5	T	d	sprach	schoene	sprach	uuolde	ritter	vrouuue
f1r	f1	f1r.16	6	T	or	geuuan	uuolde	vrouuue	guoten	uuaere	sinen
f1r	f1	f1r.16	7	T	Co daN	miner	einhan	uuagen	uuedes	sides	uuadie
f1r	f1	f1r.16	8	T	So	ist	sol	e	e	mir	hie
f1r	f1	f1r.16	9	T	k o e am	uue vrouuuen nie	vrouuue geschach nie	under geschach heriht	geriten geschach teit	geuuan geschehen in	uuol geschehen einich
f1r	f1	f1r.17	0	T	y Co	geschach min	vrouuuen ein	begunde uua	vrouuuen uue	geschiht si	sprach uua
f1r	f1	f1r.17	1	T	t Cey	erenen	diu	er	durch man	schan	er
f1r	f1	f1r.17	2	T	Ce k aI	geschiht uueste	ber vrouuue ez	gesehen under ste	geriten ere	geuuan er	sch uuol in
f1r	f1	f1r.17	3	T	Se op Sol	gesmir	uuaiiu	maniane	gerze	derz	sinmher
f1r	f1	f1r.17	4	T	dy dy d	ichich sprach	nennen schoene	uueuue sprach	steste uuolde	enen ritter	ereere vrouuue
f1r	f1	f1r.17	5	T	Ty	e	t	t	n	so	t
f1r	f1	f1r.17	6	T	d ai y	sprach uu geschach	schoene m vrouuuen	sprach e begunde	uuolde i vrouuuen	ritter a geschiht	vrouuue i sprach
f1r	f1	f1r.18	0	T	yt o	ane vrouuuen	geschach	ger geschach	geschach	s geschehen	geschehen
f1r	f1	f1r.18	1	T	Sol	mir	iu	ane	ze	z	her
f1r	f1	f1r.18	2	T	Se	ges	uua	man	ger	der	sin
f1r	f1	f1r.18	3	T	k od Sey	uueidet	vrouuue e	under ichez	geriten erim	geuuan ante	uuol esol
f1r	f1	f1r.18	4	T	P e al y	i uuolde geschach	iman vrouuuen	lher schoene begunde	st uuider vrouuuen	zein geschiht	rein muoste sprach
f1r	f1	f1r.18	5	T	dar aI	denste	zeez	getste	entere	alser	ein
f1r	f1	f1r.18	6	T	daI	z	t	e	z	sol	e
f1r	f1	f1r.18	7	T	Ky d s	e sprach geriten	t schoene ritter	t sprach geschehen	z uuolde mohte	zen ritter vrouuuen	t vrouuue enmohte
f1r	f1	f1r.19	0	T	d C ar	sprach gesellen uuaere	schoene cunegin geschiht	sprach vrouuuen der	uuolde geschehen ritter	ritter geschach durch	vrouuue geschach uuaere
f1r	f1	f1r.19	1	T	S T aN	derge gesehen	ungemach gesund	geschiht rund	uuasich	ichsiht	ritter nder
f1r	f1	f1r.19	2	T	ok ai i r	geruue	gesellen menien	ensi	gesir	uuaren alz	iar
f1r	f1	f1r.19	3	T	Cey	nen	diu	er	man	an	er
f1r	f1	f1r.19	4	T	Cy	gen	ich	daz	als	uue	des
f1r	f1	f1r.19	5	T	t ol	ere ritter	sprach	enmohte	durch sprach	sch enmohte	uuolde
f1r	f1	f1r.19	6	T	T ol s	ge ritter geriten	ges sprach ritter	r enmohte geschehen	s sprach mohte	s enmohte vrouuuen	n uuolde enmohte
f1r	f1	f1r.19	7	T	d l o o	sprach sin vrouuuen vrouuuen	schoene ger geschach geschach	sprach sin geschach geschach	uuolde der geschach geschach	ritter geschehen geschehen	vrouuue ber geschehen geschehen
f1r	f1	f1r.20	0	T	S ok	derger	ungemach gesellen	geschiht	uuages	ich uuaren	ritter
f1r	f1	f1r.20	1	T	Cor	die	ben	mit	sin	und	vil
f1r	f1	f1r.20	2	T	Cey	nen	diu	er	man	an	er
f1r	f1	f1r.20	3	T	daI	z	t	e	z	sol	e
f1r	f1	f1r.20	4	T	K ey	en	iten	lant	ie	ze	engen
f1r	f1	f1r.21	0	T	ot ol	si ritter	er sprach	enmohte	ers sprach	ger enmohte	uuolde
f1r	f1	f1r.21	1	T	d ai N	sprach uuund	schoene me	sprach ez	uuolde in	ritter an	vrouuue in
f1r	f1	f1r.22	0	T	P o	i vrouuuen	i geschach	l geschach	s geschach	z geschehen	r geschehen
f1r	f1	f1r.22	1	T	S aN	der gesehen	ungemach und	geschiht und	uuaich	ichiht	ritter der
f1r	f1	f1r.22	2	T	S ok CEy	dergerget	ungemach gesellen e	geschiht e	uuagese	ich uuaren gen	ritter art
f1r	f1	f1r.22	3	T	Col	sch	her	dar	min	mit	dar
f1r	f1	f1r.22	4	T	t S od E s y	erederide geriten geschach	ungemach uue ritter vrouuuen	geschiht ichein geschehen begunde	durch uuaerch mohte vrouuuen	schichant vrouuuen geschiht	ritter eman enmohte sprach
f1r	f1	f1r.22	5	T	Sey	t	e	ez	im	e	sol
f1r	f1	f1r.22	6	T	p y d Ey	geschach sprach n	vrouuuen schoene mir	begunde sprach diu	vrouuuen uuolde ten	ungemach geschiht ritter e	sprach vrouuue von
f1r	f1	f1r.22	7	T	C a	gesellen	cunegin e	vrouuuen i	geschehen e	geschach i	geschach s
f1r	f1	f1r.22	8	T	r od ar	eide uuaere	ien geschiht	siichder	er ritter	zant durch	re uuaere
f1r	f1	f1r.23	0	T	y d o I	geschach sprach vrouuuen z	vrouuuen schoene geschach c	begunde sprach geschach r	vrouuuen uuolde geschach t	geschiht ritter geschehen c	sprach vrouuue geschehen i
f1r	f1	f1r.23	1	T	Col	sch	her	dar	min	mit	dar
f1r	f1	f1r.23	2	T	daI	z	t	e	z	sol	e
f1r	f1	f1r.23	3	T	T al	ge uuolde	gesman	r schoene	s uuider	sein	n muoste
f1r	f1	f1r.23	4	T	dar	den	ze	get	ent	als	e
f1r	f1	f1r.23	5	T	Se ar	ges uuaere	uua geschiht	mander	ger ritter	der durch	sin uuaere
f1r	f1	f1r.23	6	T	k aN	uue gesehen	vrouuue und	under und	geriten ich	geuuan iht	uuol der
f1r	f1	f1r.23	7	T	dar	den	ze	get	ent	als	e
f1r	f1	f1r.23	8	T	Sey	t	e	ez	im	e	sol
f1r	f1	f1r.23	9	T	T ar	ge uuaere	ges geschiht	rder	s ritter	s durch	n uuaere
f1r	f1	f1r.24	0	T	Co	min	ein	uua	uue	si	uua
f1r	f1	f1r.24	1	T	o	vrouuuen	geschach	geschach	geschach	geschehen	geschehen
f1r	f1	f1r.24	2	T	k aN	uue gesehen	vrouuue und	under und	geriten ich	geuuan iht	uuol der
f1r	f1	f1r.24	3	T	So aN	ist gesehen	solund	eund	eich	miriht	hieder
f1r	f1	f1r.24	4	T	ok ol	ger ritter	gesellen sprach	enmohte	ges sprach	uuaren enmohte	uuolde
f1r	f1	f1r.24	5	T	daN	er	han	gen	des	des	die
f1r	f1	f1r.24	6	T	f ar	uuaere	t geschiht	nder	ritter	durch	i uuaere
f1r	f1	f1r.24	7	T	T ol	ge ritter	ges sprach	r enmohte	s sprach	s enmohte	n uuolde
f1r	f1	f1r.24	8	T	daN	er	han	gen	des	des	die
f1r	f1	f1r.24	9	T	T ol dar	ge ritter den	ges sprach ze	r enmohte get	s sprach ent	s enmohte als	n uuolde e
f1r	f1	f1r.25	0	T	y CEy	geschach get	vrouuuen e	begunde e	vrouuuen e	geschiht gen	sprach art
f1r	f1	f1r.25	1	T	ok Ey	gern	gesellen mir	diu	gesten	uuaren e	von
f1r	f1	f1r.25	2	T	oky	t	n	n	t	t	r
f1r	f1	f1r.25	3	T	daN	er	han	gen	des	des	die
f1r	f1	f1r.25	4	T	ok Cey	gernen	gesellen diu	er	gesman	uuaren an	er
f1r	f1	f1r.25	5	T	k okaN	uuet	vrouuue z	under t	geriten n	geuuan t	uuol z
f1r	f1	f1r.25	6	T	o Col	vrouuuen sch	geschach her	geschach dar	geschach min	geschehen mit	geschehen dar
f1r	f1	f1r.25	7	T	k d Cy	uue sprach gen	vrouuue schoene ich	under sprach daz	geriten uuolde als	geuuan ritter uue	uuol vrouuue des
f1r	f1	f1r.25	8	T	dal	von	gen	ers	sch	ers	ger
f1r	f1	f1r.26	0	T	d Ce o	sprach geschiht vrouuuen	schoene ber geschach	sprach gesehen geschach	uuolde geschach	ritter geschehen	vrouuue sch geschehen
f1r	f1	f1r.26	1	T	S ody	derten	ungemach in	geschiht zen	uuaein	icheit	ritter iht
f1r	f1	f1r.26	2	T	k o Sey	uue vrouuuen t	vrouuue geschach e	under geschach ez	geriten geschach im	geuuan geschehen e	uuol geschehen sol
f1r	f1	f1r.26	3	T	Ty	e	t	t	n	so	t
f1r	f1	f1r.26	4	T	ok Cey	gernen	gesellen diu	er	gesman	uuaren an	er
f1r	f1	f1r.26	5	T	k Ey	uuen	vrouuue mir	under diu	geriten ten	geuuan e	uuol von
f1r	f1	f1r.26	6	T	k Ey dal	uuenvon	vrouuue mirgen	under diuers	geriten tensch	geuuan eers	uuol vonger
f1r	f1	f1r.26	7	T	C t or	gesellen ere geuuan	cunegin uuolde	vrouuuen vrouuue	geschehen durch guoten	geschach sch uuaere	geschach sinen
f1r	f1	f1r.27	0	T	e o	vrouuuen	geschach	her geschach	t geschach	geschehen	ein geschehen
f1r	f1	f1r.27	1	T	Col	sch	her	dar	min	mit	dar
f1r	f1	f1r.27	2	T	C ok	gesellen ger	cunegin gesellen	vrouuuen	geschehen ges	geschach uuaren	geschach
f1r	f1	f1r.27	3	T	C oty	gesellen e	cunegin n	vrouuuen t	geschehen n	geschach z	geschach z
f1r	f1	f1r.27	4	T	C ot ey	gesellen sin	cunegin erten	vrouuuen ant	geschehen erse	geschach gere	geschach gen
f1r	f1	f1r.28	0	T	d C aN	sprach gesellen gesehen	schoene cunegin und	sprach vrouuuen und	uuolde geschehen ich	ritter geschach iht	vrouuue geschach der
f18r	f18	f18r.1	0	H	p d r air dy	sprach etich	schoene ienanenen	sprach siviluue	uuolde vonste	ungemach ritter zeen	vrouuue rhanere
f18r	f18	f18r.1	1	H	dar od	denide	ze	getich	enter	alsant	ee
f18r	f18	f18r.1	2	H	y o ar	geschach vrouuuen uuaere	vrouuuen geschach geschiht	begunde geschach der	vrouuuen geschach ritter	geschiht geschehen durch	sprach geschehen uuaere
f18r	f18	f18r.1	3	H	yk Col	gelsch	her	dar	smin	smit	dar
f18r	f18	f18r.1	4	H	dar	den	ze	get	ent	als	e
f18r	f18	f18r.1	5	H	o m	vrouuuen a	geschach e	geschach z	geschach n	geschehen n	geschehen n
f18r	f18	f18r.1	6	H	C Ky	gesellen e	cunegin t	vrouuuen t	geschehen z	geschach zen	geschach t
f18r	f18	f18r.1	7	H	o T or	vrouuuen ge geuuan	geschach ges uuolde	geschach r vrouuue	geschach s guoten	geschehen s uuaere	geschehen n sinen
f18r	f18	f18r.1	8	H	dal	von	gen	ers	sch	ers	ger
f18r	f18	f18r.2	0	H	ot Sol	simir	eriu	ane	ersze	gerz	her
f18r	f18	f18r.2	1	H	qok Col	versch	her	dar	bermin	vermit	verdar
f18r	f18	f18r.2	2	H	Cy k Cy	genuuegen	ich vrouuue ich	daz under daz	als geriten als	uue geuuan uue	des uuol des
f18r	f18	f18r.2	3	H	ok C al	ger gesellen uuolde	gesellen cunegin man	vrouuuen schoene	ges geschehen uuider	uuaren geschach ein	geschach muoste
f18r	f18	f18r.2	4	H	daN	er	han	gen	des	des	die
f18r	f18	f18r.2	5	H	dy	ich	nen	uue	ste	en	ere
f18r	f18	f18r.2	6	H	Col	sch	her	dar	min	mit	dar
f18r	f18	f18r.2	7	H	daI	z	t	e	z	sol	e
f18r	f18	f18r.3	0	H	qok Cor	verdie	ben	mit	bersin	verund	vervil
f18r	f18	f18r.3	1	H	Cor	die	ben	mit	sin	und	vil
f18r	f18	f18r.3	2	H	ey	n	ten	ant	e	e	gen
f18r	f18	f18r.3	3	H	or Cey	geuuan nen	uuolde diu	vrouuue er	guoten man	uuaere an	sinen er
f18r	f18	f18r.3	4	H	qok Col	versch	her	dar	bermin	vermit	verdar
f18r	f18	f18r.3	5	H	dy	ich	nen	uue	ste	en	ere
f18r	f18	f18r.3	6	H	yt C ar g	ane gesellen uuaere r	cunegin geschiht t	ger vrouuuen dern	geschehen ritter z	s geschach durch t	geschach uuaere t
f18r	f18	f18r.4	0	H	Cor	die	ben	mit	sin	und	vil
f18r	f18	f18r.4	1	H	T or	ge geuuan	ges uuolde	r vrouuue	s guoten	s uuaere	n sinen
f18r	f18	f18r.4	2	H	ok e or	ger geuuan	gesellen uuolde	her vrouuue	gest guoten	uuaren uuaere	ein sinen
f18r	f18	f18r.4	3	H	yk Col	gelsch	her	dar	smin	smit	dar
f18r	f18	f18r.4	4	H	ok aI	gerste	gesellen ez	ste	gesere	uuaren er	in
f18r	f18	f18r.5	0	H	t Cor	eredie	ben	mit	durch sin	schund	vil
f18r	f18	f18r.5	1	H	S or	der geuuan	ungemach uuolde	geschiht vrouuue	uua guoten	ich uuaere	ritter sinen
f18r	f18	f18r.5	2	H	T aN	ge gesehen	gesund	rund	sich	siht	nder
f18r	f18	f18r.5	3	H	T ol	ge ritter	ges sprach	r enmohte	s sprach	s enmohte	n uuolde
f18r	f18	f18r.5	4	H	C l ol	gesellen sin ritter	cunegin ger sprach	vrouuuen sin enmohte	geschehen der sprach	geschach enmohte	geschach ber uuolde
f18r	f18	f18r.5	5	H	Co m	mina	eine	uuaz	uuen	sin	uuan
f18r	f18	f18r.6	0	H	y Cy	geschach gen	vrouuuen ich	begunde daz	vrouuuen als	geschiht uue	sprach des
f18r	f18	f18r.6	1	H	k Cor	uuedie	vrouuue ben	under mit	geriten sin	geuuan und	uuol vil
f18r	f18	f18r.6	2	H	d air	sprach t	schoene ane	sprach vil	uuolde von	ritter e	vrouuue han
f18r	f18	f18r.6	3	H	yt ol	ane ritter	sprach	ger enmohte	sprach	s enmohte	uuolde
f18r	f18	f18r.6	4	H	C Ty	gesellen e	cunegin t	vrouuuen t	geschehen n	geschach so	geschach t
f18r	f18	f18r.6	5	H	dar	den	ze	get	ent	als	e
f18r	f18	f18r.6	6	H	dar	den	ze	get	ent	als	e
f18r	f18	f18r.6	7	H	dal	von	gen	ers	sch	ers	ger
f18r	f18	f18r.7	0	H	o S or	vrouuuen der geuuan	geschach ungemach uuolde	geschach geschiht vrouuue	geschach uua guoten	geschehen ich uuaere	geschehen ritter sinen
f18r	f18	f18r.7	1	H	S aN	der gesehen	ungemach und	geschiht und	uuaich	ichiht	ritter der
f18r	f18	f18r.7	2	H	Ty	e	t	t	n	so	t
f18r	f18	f18r.7	3	H	Sol dy	mirich	iunen	aneuue	zeste	zen	herere
f18r	f18	f18r.7	4	H	d ol dy	sprach ritter ich	schoene sprach nen	sprach enmohte uue	uuolde sprach ste	ritter enmohte en	vrouuue uuolde ere
f18r	f18	f18r.7	5	H	d ol daN	sprach ritter er	schoene sprach han	sprach enmohte gen	uuolde sprach des	ritter enmohte des	vrouuue uuolde die
f18r	f18	f18r.8	0	H	qok Cor	verdie	ben	mit	bersin	verund	vervil
f18r	f18	f18r.8	1	H	K ol	e ritter	i sprach	l enmohte	i sprach	z enmohte	en uuolde
f18r	f18	f18r.8	2	H	ol ody	ritter ten	sprach in	enmohte zen	sprach ein	enmohte eit	uuolde iht
f18r	f18	f18r.8	3	H	okal dy	rich	rnen	ruue	rste	sen	nere
f18r	f18	f18r.8	4	H	dar y	den geschach	ze vrouuuen	get begunde	ent vrouuuen	als geschiht	e sprach
