replay_id	surface	content_class	observed_route	observed_reading_de	source_reading_de	ordered_recipe_trace	recipe_support_tier	recipe_support_rank	running_event_count	running_page_count	bounded_shell_match	replay_pass
G469-E012	otalody	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	DANACH · ZIELORT · [STERNSTELLENNAME:ody]	DANACH · ZIELORT · [STERNSTELLENNAME:ody]	OT+AL	RUNNING_EXACT_RECIPE	16	16	8	NO	YES
G469-E013	otalaiin	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	DANACH · ZIELORT · WERT	DANACH · ZIELORT · WERT	OT+AL+AIIN	ADDRESS_FULL_FORMULA_ONLY	78	0	0	NO	YES
G469-E014	sholshdy	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	HALTEN · FORTSETZEN · HALTEN · [STERNSTELLENNAME:dy]	HALTEN · FORTSETZEN · HALTEN · [STERNSTELLENNAME:dy]	SH+OL+SH	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E015	oshodady	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	[STERNSTELLENNAME:o] · HALTEN · [STERNSTELLENNAME:odady]	[STERNSTELLENNAME:o] · HALTEN · [STERNSTELLENNAME:odady]	SH	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E016	chdaiirdainy	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	[STERNSTELLENNAME:chdaiird] · ANTEIL · POSTEN	[STERNSTELLENNAME:chdaiird] · ANTEIL · POSTEN	AIN+Y	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E017	okalam	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	SETZEN · ZIELORT · HIER	SETZEN · ZIELORT · HIER	OK+AL+AM_ADDR	ADDRESS_FULL_FORMULA_ONLY	84	0	0	NO	YES
G469-E018	ytalshdy	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	[STERNSTELLENNAME:yt] · ZIELORT · HALTEN · [STERNSTELLENNAME:dy]	[STERNSTELLENNAME:yt] · ZIELORT · HALTEN · [STERNSTELLENNAME:dy]	AL+SH	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E019	alif	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	ZIELORT · [STERNSTELLENNAME:if]	ZIELORT · [STERNSTELLENNAME:if]	AL	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E020	otalef	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	DANACH · ZIELORT · [STERNSTELLENNAME:ef]	DANACH · ZIELORT · [STERNSTELLENNAME:ef]	OT+AL	RUNNING_EXACT_RECIPE	16	16	8	NO	YES
G469-E021	sharam	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	HALTEN · AUSGANG · HIER	HALTEN · AUSGANG · HIER	SH+AR+AM_ADDR	ADDRESS_FULL_FORMULA_ONLY	89	0	0	NO	YES
G469-E022	ofaralar	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	AUSFÜHRUNG · HIER · AUSGANG · ZIELORT · AUSGANG	AUSFÜHRUNG · HIER · AUSGANG · ZIELORT · AUSGANG	O+LOCAL_CHAR_F+AR+AL+AR	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E023	otchoshy	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	DANACH · [STERNSTELLENNAME:cho] · POSTEN	DANACH · [STERNSTELLENNAME:cho] · POSTEN	OT+Y	RUNNING_EXACT_RECIPE	4	33	15	NO	YES
G469-E024	otchdal	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	DANACH · [STERNSTELLENNAME:ch] · ZIELORT	DANACH · [STERNSTELLENNAME:ch] · ZIELORT	OT+AL	RUNNING_EXACT_RECIPE	16	16	8	NO	YES
G469-E025	otainy	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	DANACH · ANTEIL · POSTEN	DANACH · ANTEIL · POSTEN	OT+AIN+Y	ADDRESS_FULL_FORMULA_ONLY	86	0	0	NO	YES
G469-E026	ofchdamy	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	AUSFÜHRUNG · HIER · [STERNSTELLENNAME:chdamy]	AUSFÜHRUNG · HIER · [STERNSTELLENNAME:chdamy]	O+LOCAL_CHAR_F	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E027	oklairdy	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	SETZEN · [STERNSTELLENNAME:l] · BAHN · [STERNSTELLENNAME:dy]	SETZEN · [STERNSTELLENNAME:l] · BAHN · [STERNSTELLENNAME:dy]	OK+AIR	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E028	okaram	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	SETZEN · AUSGANG · HIER	SETZEN · AUSGANG · HIER	OK+AR+AM_ADDR	ADDRESS_FULL_FORMULA_ONLY	76	0	0	NO	YES
G469-E029	okairy	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	SETZEN · BAHN · [STERNSTELLENNAME:y]	SETZEN · BAHN · [STERNSTELLENNAME:y]	OK+AIR	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E030	okealar	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	SETZEN · [STERNSTELLENNAME:e] · ZIELORT · AUSGANG	SETZEN · [STERNSTELLENNAME:e] · ZIELORT · AUSGANG	OK+AL+AR	RUNNING_EXACT_RECIPE	47	1	1	NO	YES
G469-E031	oteeary	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	DANACH · [STERNSTELLENNAME:ee] · AUSGANG · [STERNSTELLENNAME:y]	DANACH · [STERNSTELLENNAME:ee] · AUSGANG · [STERNSTELLENNAME:y]	OT+AR	RUNNING_EXACT_RECIPE	12	22	10	NO	YES
G469-E032	okaircham	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	SETZEN · BAHN · [STERNSTELLENNAME:ch] · HIER	SETZEN · BAHN · [STERNSTELLENNAME:ch] · HIER	OK+AIR+AM_ADDR	ADDRESS_HYBRID_SHELL_ONLY	100	0	0	NO	YES
G469-E033	okeal	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	SETZEN · [STERNSTELLENNAME:e] · ZIELORT	SETZEN · [STERNSTELLENNAME:e] · ZIELORT	OK+AL	RUNNING_EXACT_RECIPE	6	47	14	NO	YES
G469-E034	orary	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	EINHEIT · AUSGANG · [STERNSTELLENNAME:y]	EINHEIT · AUSGANG · [STERNSTELLENNAME:y]	OR+AR	ADDRESS_HYBRID_SHELL_ONLY	91	0	0	NO	YES
G469-E035	okyd	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	SETZEN · [STERNSTELLENNAME:yd]	SETZEN · [STERNSTELLENNAME:yd]	OK	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E036	otolam	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	DANACH · FORTSETZEN · HIER	DANACH · FORTSETZEN · HIER	OT+OL+AM_ADDR	ADDRESS_FULL_FORMULA_ONLY	81	0	0	NO	YES
G469-E037	ralal	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	[STERNSTELLENNAME:r] · ZIELORT · ZIELORT	[STERNSTELLENNAME:r] · ZIELORT · ZIELORT	AL+AL	RUNNING_EXACT_RECIPE	39	2	2	NO	YES
G469-E038	chosar	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	[STERNSTELLENNAME:chos] · AUSGANG	[STERNSTELLENNAME:chos] · AUSGANG	AR	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E039	ainaly	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	[STERNSTELLENNAME:ain] · ZIELORT · POSTEN	[STERNSTELLENNAME:ain] · ZIELORT · POSTEN	AL+Y	RUNNING_EXACT_RECIPE	19	9	7	NO	YES
G469-E040	okarcham	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	SETZEN · AUSGANG · [STERNSTELLENNAME:ch] · HIER	SETZEN · AUSGANG · [STERNSTELLENNAME:ch] · HIER	OK+AR+AM_ADDR	ADDRESS_FULL_FORMULA_ONLY	76	0	0	NO	YES
G469-E041	olkalaiin	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FORTSETZEN · [STERNSTELLENNAME:k] · ZIELORT · WERT	FORTSETZEN · [STERNSTELLENNAME:k] · ZIELORT · WERT	OL+AL+AIIN	ADDRESS_HYBRID_SHELL_ONLY	94	0	0	NO	YES
G469-E042	oraiinam	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	EINHEIT · [STERNSTELLENNAME:aiin] · HIER	EINHEIT · [STERNSTELLENNAME:aiin] · HIER	OR+AM_ADDR	ADDRESS_HYBRID_SHELL_ONLY	103	0	0	NO	YES
G469-E043	osarsheeeo	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	[STERNSTELLENNAME:os] · AUSGANG · HALTEN · [STERNSTELLENNAME:eeeo]	[STERNSTELLENNAME:os] · AUSGANG · HALTEN · [STERNSTELLENNAME:eeeo]	AR+SH	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E044	opoiiinoin	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	[STERNSTELLENNAME:opoiiin] · AUSFÜHRUNG · STUFE	[STERNSTELLENNAME:opoiiin] · AUSFÜHRUNG · STUFE	O+IIN	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E045	ypaiin	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	[STERNSTELLENNAME:yp] · WERT	[STERNSTELLENNAME:yp] · WERT	AIIN	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E046	alaly	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	ZIELORT · ZIELORT · POSTEN	ZIELORT · ZIELORT · POSTEN	AL+AL+Y	ADDRESS_FULL_FORMULA_ONLY	79	0	0	NO	YES
G469-E047	oeeodaiin	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	[STERNSTELLENNAME:oeeo] · WERT	[STERNSTELLENNAME:oeeo] · WERT	AIIN	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E048	ofsholdy	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · [STERNSTELLENNAME:dy]	AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · [STERNSTELLENNAME:dy]	O+LOCAL_CHAR_F+SH+OL	ADDRESS_HYBRID_SHELL_ONLY	99	0	0	NO	YES
G469-E049	opoeey	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	[STERNSTELLENNAME:opo] · GRAD II · POSTEN	[STERNSTELLENNAME:opo] · GRAD II · POSTEN	EE+Y	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E050	ykolairol	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	[STERNSTELLENNAME:yk] · FORTSETZEN · BAHN · FORTSETZEN	[STERNSTELLENNAME:yk] · FORTSETZEN · BAHN · FORTSETZEN	OL+AIR+OL	ADDRESS_HYBRID_SHELL_ONLY	101	0	0	NO	YES
G469-E051	oralkam	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	EINHEIT · ZIELORT · [STERNSTELLENNAME:k] · HIER	EINHEIT · ZIELORT · [STERNSTELLENNAME:k] · HIER	OR+AL+AM_ADDR	ADDRESS_HYBRID_SHELL_ONLY	102	0	0	NO	YES
G469-E052	ytairal	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	[STERNSTELLENNAME:yt] · BAHN · ZIELORT	[STERNSTELLENNAME:yt] · BAHN · ZIELORT	AIR+AL	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E053	oeeesaiin	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	[STERNSTELLENNAME:oeees] · WERT	[STERNSTELLENNAME:oeees] · WERT	AIIN	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E054	fydy	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	[STERNSTELLENNAME:f] · POSTEN · SCHLUSS	[STERNSTELLENNAME:f] · POSTEN · SCHLUSS	Y+DY	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E055	of	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	AUSFÜHRUNG · HIER	AUSFÜHRUNG · HIER	O+LOCAL_CHAR_F	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E056	eeesaly	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	[STERNSTELLENNAME:eees] · ZIELORT · POSTEN	[STERNSTELLENNAME:eees] · ZIELORT · POSTEN	AL+Y	RUNNING_EXACT_RECIPE	19	9	7	NO	YES
G469-E057	ykaraiin	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	[STERNSTELLENNAME:yk] · AUSGANG · WERT	[STERNSTELLENNAME:yk] · AUSGANG · WERT	AR+AIIN	RUNNING_EXACT_RECIPE	44	1	1	NO	YES
G469-E058	orara	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	EINHEIT · AUSGANG · [STERNSTELLENNAME:a]	EINHEIT · AUSGANG · [STERNSTELLENNAME:a]	OR+AR	ADDRESS_HYBRID_SHELL_ONLY	91	0	0	NO	YES
G469-E059	olay	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FORTSETZEN · [STERNSTELLENNAME:ay]	FORTSETZEN · [STERNSTELLENNAME:ay]	OL	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E060	olfsheoral	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FORTSETZEN · [STERNSTELLENNAME:f] · HALTEN · [STERNSTELLENNAME:eor] · ZIELORT	FORTSETZEN · [STERNSTELLENNAME:f] · HALTEN · [STERNSTELLENNAME:eor] · ZIELORT	OL+SH+AL	ADDRESS_HYBRID_SHELL_ONLY	95	0	0	NO	YES
G469-E061	opalal	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	[STERNSTELLENNAME:op] · ZIELORT · ZIELORT	[STERNSTELLENNAME:op] · ZIELORT · ZIELORT	AL+AL	RUNNING_EXACT_RECIPE	39	2	2	NO	YES
G469-E062	yfary	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	[STERNSTELLENNAME:yf] · AUSGANG · [STERNSTELLENNAME:y]	[STERNSTELLENNAME:yf] · AUSGANG · [STERNSTELLENNAME:y]	AR	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E063	oraiiral	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	EINHEIT · [STERNSTELLENNAME:aiir] · ZIELORT	EINHEIT · [STERNSTELLENNAME:aiir] · ZIELORT	OR+AL	RUNNING_EXACT_RECIPE	46	1	1	NO	YES
G469-E064	ytoar	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	[STERNSTELLENNAME:yto] · AUSGANG	[STERNSTELLENNAME:yto] · AUSGANG	AR	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E065	octho	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	[STERNSTELLENNAME:o] · NEHMEN · EINSTELLEN · [STERNSTELLENNAME:o]	[STERNSTELLENNAME:o] · NEHMEN · EINSTELLEN · [STERNSTELLENNAME:o]	CH+T	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E066	oletal	STAR_BEARING_RING_POSITION	EXACT_KNOWN_LABEL	FORTSETZEN · [STERNSTELLENNAME:et] · ZIELORT	FORTSETZEN · [STERNSTELLENNAME:et] · ZIELORT	OL+AL	RUNNING_EXACT_RECIPE	38	3	2	NO	YES
G469-E067	darchdar	BATH_OR_OUTLET_STATION	EXACT_KNOWN_LABEL	[BADSTATIONSNAME:d] · AUSGANG · [BADSTATIONSNAME:chd] · AUSGANG	[BADSTATIONSNAME:d] · AUSGANG · [BADSTATIONSNAME:chd] · AUSGANG	AR+AR	ADDRESS_HYBRID_SHELL_ONLY	90	0	0	NO	YES
G469-E068	olkchs	BATH_OR_OUTLET_STATION	EXACT_KNOWN_LABEL	FORTSETZEN · [BADSTATIONSNAME:kchs]	FORTSETZEN · [BADSTATIONSNAME:kchs]	OL	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E069	otork	BATH_OR_OUTLET_STATION	EXACT_KNOWN_LABEL	DANACH · [BADSTATIONSNAME:ork]	DANACH · [BADSTATIONSNAME:ork]	OT	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E070	soral	BATH_OR_OUTLET_STATION	EXACT_KNOWN_LABEL	[BADSTATIONSNAME:sor] · ZIELORT	[BADSTATIONSNAME:sor] · ZIELORT	AL	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E071	dotedy	BATH_OR_OUTLET_STATION	EXACT_KNOWN_LABEL	[BADSTATIONSNAME:d] · DANACH · [BADSTATIONSNAME:edy]	[BADSTATIONSNAME:d] · DANACH · [BADSTATIONSNAME:edy]	OT	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E072	otolaiin	BATH_OR_OUTLET_STATION	EXACT_KNOWN_LABEL	DANACH · FORTSETZEN · WERT	DANACH · FORTSETZEN · WERT	OT+OL+AIIN	ADDRESS_FULL_FORMULA_ONLY	77	0	0	NO	YES
G469-E073	okalyd	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	SETZEN · ZIELORT · [DROGENNAME:yd]	SETZEN · ZIELORT · [DROGENNAME:yd]	OK+AL	RUNNING_EXACT_RECIPE	6	47	14	NO	YES
G469-E074	cheocthy	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	[DROGENNAME:cheo] · NEHMEN · EINSTELLEN · POSTEN	[DROGENNAME:cheo] · NEHMEN · EINSTELLEN · POSTEN	CH+T+Y	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E075	cpheor	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	[DROGENNAME:cphe] · EINHEIT	[DROGENNAME:cphe] · EINHEIT	OR	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E076	arody	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	AUSGANG · [DROGENNAME:ody]	AUSGANG · [DROGENNAME:ody]	AR	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E077	otokol	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	DANACH · SETZEN · FORTSETZEN	DANACH · SETZEN · FORTSETZEN	OT+OK+OL	ADDRESS_FULL_FORMULA_ONLY	87	0	0	NO	YES
G469-E078	otoram	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	DANACH · [DROGENNAME:or] · HIER	DANACH · [DROGENNAME:or] · HIER	OT+AM_ADDR	RUNNING_EXACT_RECIPE	22	6	5	NO	YES
G469-E079	otora	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	DANACH · [DROGENNAME:ora]	DANACH · [DROGENNAME:ora]	OT	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E080	cheosdy	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	cheo:DROGENFAMILIE · [DROGENNAME:cheosdy]	cheo:DROGENFAMILIE · [DROGENNAME:cheosdy]	NONE	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E081	daramdal	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	[DROGENNAME:d] · AUSGANG · [DROGENNAME:am] · ZIELORT	[DROGENNAME:d] · AUSGANG · [DROGENNAME:am] · ZIELORT	AR+AL	ADDRESS_HYBRID_SHELL_ONLY	92	0	0	NO	YES
G469-E082	otydary	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	DANACH · [DROGENNAME:y] · HIER · AUSGANG · [DROGENNAME:y]	DANACH · [DROGENNAME:y] · HIER · AUSGANG · [DROGENNAME:y]	OT+D_ADDR+AR	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E083	otdordy	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	DANACH · [DROGENNAME:dordy]	DANACH · [DROGENNAME:dordy]	OT	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E084	dararda	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	[DROGENNAME:d] · AUSGANG · AUSGANG · [DROGENNAME:da]	[DROGENNAME:d] · AUSGANG · AUSGANG · [DROGENNAME:da]	AR+AR	ADDRESS_HYBRID_SHELL_ONLY	90	0	0	NO	YES
G469-E085	qkol	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	[DROGENNAME:qk] · FORTSETZEN	[DROGENNAME:qk] · FORTSETZEN	OL	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E086	oldam	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	FORTSETZEN · [DROGENNAME:d] · HIER	FORTSETZEN · [DROGENNAME:d] · HIER	OL+AM_ADDR	RUNNING_EXACT_RECIPE	48	1	1	NO	YES
G469-E087	otoldy	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	DANACH · FORTSETZEN · [DROGENNAME:dy]	DANACH · FORTSETZEN · [DROGENNAME:dy]	OT+OL	RUNNING_EXACT_RECIPE	17	9	8	NO	YES
G469-E088	ararchodaiin	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	AUSGANG · AUSGANG · [DROGENNAME:cho] · WERT	AUSGANG · AUSGANG · [DROGENNAME:cho] · WERT	AR+AR+AIIN	ADDRESS_HYBRID_SHELL_ONLY	93	0	0	NO	YES
G469-E089	ykyd	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	POSTEN · GEBEN · POSTEN · HIER	POSTEN · GEBEN · POSTEN · HIER	Y+K+Y+D_ADDR	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E090	otorain	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	DANACH · [DROGENNAME:or] · ANTEIL	DANACH · [DROGENNAME:or] · ANTEIL	OT+AIN	RUNNING_EXACT_RECIPE	18	17	7	NO	YES
G469-E091	ykocfhy	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	[DROGENNAME:yko] · NEHMEN · HIER · POSTEN	[DROGENNAME:yko] · NEHMEN · HIER · POSTEN	CH+LOCAL_CHAR_F+Y	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E092	saldam	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	[DROGENNAME:s] · ZIELORT · [DROGENNAME:d] · HIER	[DROGENNAME:s] · ZIELORT · [DROGENNAME:d] · HIER	AL+AM_ADDR	ADDRESS_HYBRID_SHELL_ONLY	96	0	0	NO	YES
G469-E093	sydarary	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	[DROGENNAME:sy] · HIER · AUSGANG · AUSGANG · [DROGENNAME:y]	[DROGENNAME:sy] · HIER · AUSGANG · AUSGANG · [DROGENNAME:y]	D_ADDR+AR+AR	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E094	yddy	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	POSTEN · HIER · POSTEN	POSTEN · HIER · POSTEN	Y+D_ADDR+Y	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
