target_surface	channel	denominator	view	omitted_physical_folio	fixed_selected_sign	target_uncentered_delta	k12_exact_median	target_centered_delta	target_bilateral	all_12_controls_bilateral	robust_controls_after_drop	fold_success
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f106v	-1	-79/16732	1/630	-33251/5270580	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f107r	-1	-5/1012	1/225	-2137/227700	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f107v	-1	-83/16376	103/69615	-7464773/1140015240	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f108r	-1	-43/4094	18959/11745720	-291342053/24043488840	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f108v	-1	-6/1189	1/630	-4969/749070	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f111r	-1	-7/1395	1201/796320	-53701/8228640	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f111v	-1	-83/16376	1/630	-34333/5158440	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f112r	-1	-27/5518	2641/1692180	-30130949/4668724620	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f112v	-1	-27/5518	1/630	-5632/869085	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f113r	-1	-13/2728	1/630	-5459/859320	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f113v	-1	4/7917	21271/4824600	-16567123/4244039800	1	1	12	0
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f114v	-1	-27/5518	1/630	-5632/869085	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f115r	-1	-41/8008	2641/1692180	-3233161/483963480	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f116r	-1	-7/1395	1/630	-43/6510	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f20v	-1	-7/1395	1/630	-43/6510	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f24r	-1	-27/5518	2921/1691976	-30900715/4668161784	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f24v	-1	-27/5518	1/630	-5632/869085	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f2v	-1	-27/5518	1/630	-5632/869085	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f31r	-1	-5/1012	18959/11745720	-19478777/2971667160	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f33v	-1	-79/16732	2641/1692180	-22233929/3539194470	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f34v	-1	-27/5518	1/630	-5632/869085	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f35v	-1	-27/5518	1/630	-5632/869085	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f39r	-1	-7/1395	1/630	-43/6510	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f3r	-1	-27/5518	2/1505	-51671/8304590	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f44v	-1	-5/1012	1/714	-2291/361284	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f45r	-1	-27/5518	18959/11745720	-210875101/32406441480	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f46r	-1	-27/5518	1/630	-5632/869085	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f49r	-1	-27/5518	1/630	-5632/869085	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f49v	-1	-79/16732	5/2992	-80007/12515536	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f51v	-1	-27/5518	1/630	-5632/869085	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f52v	-1	-27/5518	1/630	-5632/869085	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f54v	-1	-27/5518	2721/1654576	-29844015/4564975184	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f58r	-1	-7/1395	-34/77805	-3683/803985	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f58v	-1	-5/1012	2641/1692180	-1391699/214060770	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f66r	-1	-7/1395	1/630	-43/6510	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f76r	-1	-27/5518	271/180180	-3180119/497116620	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f76v	-1	4/8277	18959/11745720	-36646921/32406441480	1	1	12	0
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f77r	-1	-13/2728	2963/1932840	-518906/82387305	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f77v	-1	-7/1395	2711/1566180	-109223/16183860	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f79r	-1	1/2024	2641/1692180	-913301/856243080	1	1	12	0
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f80r	-1	-83/16376	2641/1692180	-45924989/6927784920	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f80v	-1	-7/1395	-4717/620466	745651/288516690	1	1	12	0
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f81r	-1	-13/2728	1/630	-5459/859320	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f81v	-1	-27/5518	281/171360	-3088639/472782240	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f82r	-1	-83/16376	-123/209440	-1921159/428723680	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f83r	-1	-27/5518	271/180180	-3180119/497116620	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f83v	-1	-83/7912	2507/1607760	-19159933/1590074640	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f85r	-1	-27/5518	103/69615	-2447959/384135570	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f86v	-1	-27/5518	-3923/5268060	-60295253/14534577540	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f87r	-1	3/8188	2641/1692180	-1034248/865973115	1	1	12	0
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f88r	-1	-37/7476	317/209440	-361399/55920480	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f89v	-1	-27/5518	9309/7813960	-131171991/21558715640	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f93r	-1	-27/5518	2369/1435588	-25916509/3960787292	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f96r	-1	-13/2728	1/630	-5459/859320	1	1	12	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	f99v	-1	-27/5518	1/630	-5632/869085	1	1	12	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f100r	1	-287/1856	-22769/138600	310133/32155200	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f102v	1	-101/960	-3163/20700	15763/331200	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f103v	1	-49/330	-136223/816200	4099/222600	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f104r	1	-83/638	-128523/816200	58897/2151800	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f104v	1	-29/220	-1337/7800	3397/85800	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f106r	1	-69/620	-1577/9702	154151/3007620	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f107v	1	-69/496	-57545/371371	2917721/184200016	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f108r	1	-245/1984	-136223/816200	8787179/202417600	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f108v	1	-223/1798	-132373/816200	27997027/733763800	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f111r	1	-69/496	-1577/9702	56377/2406096	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f111v	1	-5/31	-115/693	100/21483	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f112r	1	-29/220	-3253/19404	79/2205	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f113r	1	-69/496	-22769/138600	216253/8593200	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f113v	1	-69/496	-40871/257400	313927/15958800	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f115r	1	-36/319	-22769/138600	18791/365400	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f20v	1	-69/496	-22769/138600	216253/8593200	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f24r	1	-49/330	-22769/138600	199/12600	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f24v	1	-69/496	-22769/138600	216253/8593200	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f2v	1	-29/240	-22769/138600	12043/277200	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f31r	1	-37/240	-6409/39600	19/2475	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f33v	1	-29/220	-22769/138600	409/12600	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f34v	1	-49/330	-22769/138600	199/12600	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f35v	1	-245/1984	-22769/138600	1402087/34372800	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f39r	1	-69/496	-22769/138600	216253/8593200	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f45r	1	-19/165	-22769/138600	619/12600	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f46r	1	-29/220	-22769/138600	409/12600	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f49r	1	-69/496	-22769/138600	216253/8593200	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f49v	1	-49/330	-22769/138600	199/12600	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f51v	1	-245/1984	-40871/257400	2253133/63835200	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f52v	1	-39/320	-2957/19800	4351/158400	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f54v	1	-49/330	-132373/816200	3049/222600	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f58v	1	-255/1798	-30091/188188	3057839/169181012	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f79r	1	-37/240	-31963/184569	93563/4921840	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f80v	1	-245/1984	-17649/107800	1075577/26734400	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f81r	1	-159/1856	-132373/816200	14488561/189358400	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f81v	1	-49/330	-21389/130284	929/59220	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f82r	1	-245/1984	-9411/56056	617213/13901888	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f83v	1	-101/960	-2341/16170	20473/517440	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f85r	1	-29/220	-117871/716772	321577/9855615	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f88r	1	-69/496	-22769/138600	216253/8593200	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f93r	1	-49/320	-22769/138600	12367/1108800	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	f96r	1	-29/220	-22769/138600	409/12600	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f100r	1	-865/16008	-157/2100	58063/2801400	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f100v	1	-89/1860	-157/2100	146/5425	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f102v	1	-293/7740	-157/2100	4999/135450	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f103r	1	-99/2047	-131/1904	79661/3897488	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f103v	1	-147/2759	-521/6800	437839/18761200	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f104r	1	-32/667	-157/2100	37519/1400700	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f104v	1	-195/4048	-1993/24752	50641/1565564	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f106r	1	-151/4048	-157/2100	79609/2125200	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f106v	1	-393/8366	-157/2100	244081/8784300	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f107r	1	-195/4048	-34411/470050	23817989/951381200	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f107v	1	-99/2047	-2243/33150	1309571/67858050	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f108r	1	-703/16376	-34819/466100	60631911/1908213400	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f108v	1	-559/14268	-14/195	10083/309140	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f111r	1	-89/1860	-50137/663600	189969/6857200	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f111v	1	-881/16376	-157/2100	180233/8597400	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f112r	1	-263/5518	-33911/470050	15874437/648433975	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f112v	1	-263/5518	-157/2100	157013/5793900	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f113r	1	-259/5456	-157/2100	78173/2864400	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f113v	1	-257/5278	-18817/268600	15142963/708835400	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f114v	1	-263/5518	-157/2100	157013/5793900	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f115r	1	-173/4004	-70797/940100	1078874/33608575	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f116r	1	-89/1860	-157/2100	146/5425	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f20v	1	-89/1860	-157/2100	146/5425	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f24r	1	-147/2759	-119323/1583400	96452357/4368600600	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f24v	1	-263/5518	-157/2100	157013/5793900	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f2v	1	-116/2759	-157/2100	189563/5793900	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f31r	1	-109/2024	-234569/3262700	29783339/1650926200	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f33v	1	-393/8366	-70797/940100	111414201/3932438300	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f34v	1	-147/2759	-157/2100	124463/5793900	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f35v	1	-350/8277	-157/2100	62721/1931300	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f39r	1	-89/1860	-157/2100	146/5425	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f3r	1	-263/5518	-157/2100	157013/5793900	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f44v	1	-195/4048	-157/2100	56509/2125200	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f45r	1	-116/2759	-255219/3262700	325676021/9001789300	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f46r	1	-263/5518	-157/2100	157013/5793900	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f49r	1	-263/5518	-157/2100	157013/5793900	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f49v	1	-220/4183	-157/2100	194731/8784300	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f51v	1	-350/8277	-709/10200	255377/9380600	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f52v	1	-350/8277	-247/3360	96491/3090080	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f54v	1	-147/2759	-70797/940100	57134223/2593735900	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f58r	1	-89/1860	-79903/1037400	938183/32159400	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f58v	1	-195/4048	-2599/33575	3973627/135911600	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f66r	1	-89/1860	-617/8160	2341/84320	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f76r	1	-263/5518	-4771/69300	4050239/191198700	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f76v	1	-263/5518	-122447/1631350	61654374/2250447325	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f77r	1	-259/5456	-234083/3221400	55351781/2196994800	1	1	12	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	f77v	1	-89/1860	-18301/234927	4377119/145654740	1	1	12	0
