target_surface	channel	denominator	view	omitted_control_surface	fixed_selected_sign	target_uncentered_delta_unchanged	k11_exact_median_sorted_position_6	recomputed_centered_delta	eleven_controls_scoreable	fold_success
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	cthol	-1	-1/94	0/1	-1/94	1	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	shol	-1	-41/8460	1/315	-95/11844	1	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	al	-1	-41/8460	0/1	-41/8460	1	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	sheol	-1	-41/8460	1/315	-95/11844	1	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	qokal	-1	-41/8460	0/1	-41/8460	1	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	dal	-1	-41/8460	1/315	-95/11844	1	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	dol	-1	-41/8460	0/1	-41/8460	1	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	chol	-1	-41/8460	1/315	-95/11844	1	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	okol	-1	-41/8460	1/315	-95/11844	1	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	sol	-1	-41/8460	0/1	-41/8460	1	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	qotol	-1	-41/8460	0/1	-41/8460	1	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	okeol	-1	-41/8460	1/315	-95/11844	1	1
cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	cthol	-1	-41/8460	0/1	-41/8460	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	shol	-1	-85/588	-11/63	53/1764	1	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	al	-1	-85/588	-7/78	-419/7644	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	sheol	-1	-85/588	-7/78	-419/7644	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	qokal	-1	-85/588	-11/63	53/1764	1	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	dal	-1	-85/588	-11/63	53/1764	1	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	dol	-1	-85/588	-11/63	53/1764	1	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	chol	-1	-85/588	-11/63	53/1764	1	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	okol	-1	-85/588	-7/78	-419/7644	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	sol	-1	-85/588	-7/78	-419/7644	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	qotol	-1	-85/588	-7/78	-419/7644	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	okeol	-1	-85/588	-7/78	-419/7644	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	cthol	-1	-85/588	-11/63	53/1764	1	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	shol	1	-91/682	-17/77	417/4774	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	al	1	-91/682	-97/900	-7873/306900	1	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	sheol	1	-91/682	-97/900	-7873/306900	1	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	qokal	1	-91/682	-17/77	417/4774	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	dal	1	-91/682	-17/77	417/4774	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	dol	1	-91/682	-17/77	417/4774	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	chol	1	-91/682	-17/77	417/4774	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	okol	1	-91/682	-97/900	-7873/306900	1	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	sol	1	-91/682	-97/900	-7873/306900	1	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	qotol	1	-91/682	-97/900	-7873/306900	1	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	okeol	1	-91/682	-97/900	-7873/306900	1	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	cthol	1	-91/682	-17/77	417/4774	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	shol	1	-5/94	-3/44	31/2068	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	al	1	-5/94	-7/152	-51/7144	1	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	sheol	1	-5/94	-7/152	-51/7144	1	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	qokal	1	-5/94	-3/44	31/2068	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	dal	1	-5/94	-3/44	31/2068	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	dol	1	-5/94	-3/44	31/2068	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	chol	1	-5/94	-3/44	31/2068	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	okol	1	-5/94	-7/152	-51/7144	1	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	sol	1	-5/94	-7/152	-51/7144	1	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	qotol	1	-5/94	-7/152	-51/7144	1	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	okeol	1	-5/94	-7/152	-51/7144	1	0
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	cthol	1	-5/94	-3/44	31/2068	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	shol	1	-133/2820	-29/350	3523/98700	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	al	1	-133/2820	-1/15	11/564	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	sheol	1	-133/2820	-1/15	11/564	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	qokal	1	-133/2820	-29/350	3523/98700	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	dal	1	-133/2820	-29/350	3523/98700	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	dol	1	-133/2820	-29/350	3523/98700	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	chol	1	-133/2820	-29/350	3523/98700	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	okol	1	-133/2820	-1/15	11/564	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	sol	1	-133/2820	-1/15	11/564	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	qotol	1	-133/2820	-1/15	11/564	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	okeol	1	-133/2820	-1/15	11/564	1	1
cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	cthol	1	-133/2820	-29/350	3523/98700	1	1
otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	qokal	1	1/12	-1/9	7/36	1	1
otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	sheol	1	1/12	-1/112	31/336	1	1
otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	al	1	1/12	-1/9	7/36	1	1
otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	dol	1	1/12	-1/9	7/36	1	1
otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	dal	1	1/12	-1/112	31/336	1	1
otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	shol	1	1/12	-1/112	31/336	1	1
otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	okol	1	1/12	-1/112	31/336	1	1
otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	sol	1	1/12	-1/9	7/36	1	1
otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	qotol	1	1/12	-1/9	7/36	1	1
otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	cthol	1	1/12	-1/9	7/36	1	1
otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	okeol	1	1/12	-1/112	31/336	1	1
otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	chol	1	1/12	-1/112	31/336	1	1
otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	qokal	1	1/15	-1/28	43/420	1	1
otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	sheol	1	1/15	-1/36	17/180	1	1
otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	al	1	1/15	-1/28	43/420	1	1
otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	dol	1	1/15	-1/28	43/420	1	1
otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	dal	1	1/15	-1/36	17/180	1	1
otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	shol	1	1/15	-1/36	17/180	1	1
otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	okol	1	1/15	-1/36	17/180	1	1
otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	sol	1	1/15	-1/28	43/420	1	1
otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	qotol	1	1/15	-1/28	43/420	1	1
otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	cthol	1	1/15	-1/28	43/420	1	1
otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	okeol	1	1/15	-1/36	17/180	1	1
otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	chol	1	1/15	-1/36	17/180	1	1
otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	qokal	1	1/117	0/1	1/117	1	1
otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	sheol	1	1/117	0/1	1/117	1	1
otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	al	1	1/117	0/1	1/117	1	1
otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	dol	1	1/117	0/1	1/117	1	1
otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	dal	1	1/117	0/1	1/117	1	1
otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	shol	1	1/117	0/1	1/117	1	1
otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	okol	1	1/117	0/1	1/117	1	1
otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	sol	1	1/117	0/1	1/117	1	1
otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	qotol	1	1/117	0/1	1/117	1	1
otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	cthol	1	1/117	0/1	1/117	1	1
otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	okeol	1	1/117	0/1	1/117	1	1
otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	chol	1	1/117	0/1	1/117	1	1
otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	qokal	1	73/5925	0/1	73/5925	1	1
otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	sheol	1	73/5925	1/315	1138/124425	1	1
otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	al	1	73/5925	0/1	73/5925	1	1
otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	dol	1	73/5925	0/1	73/5925	1	1
otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	dal	1	73/5925	1/315	1138/124425	1	1
otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	shol	1	73/5925	1/315	1138/124425	1	1
otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	okol	1	73/5925	1/315	1138/124425	1	1
otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	sol	1	73/5925	0/1	73/5925	1	1
otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	qotol	1	73/5925	0/1	73/5925	1	1
otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	cthol	1	73/5925	0/1	73/5925	1	1
otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	okeol	1	73/5925	1/315	1138/124425	1	1
otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	chol	1	73/5925	1/315	1138/124425	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	qokal	-1	-127/925	-11/63	2174/58275	1	0
otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	sheol	-1	-127/925	-7/78	-3431/72150	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	al	-1	-127/925	-7/78	-3431/72150	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	dol	-1	-127/925	-11/63	2174/58275	1	0
otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	dal	-1	-127/925	-11/63	2174/58275	1	0
otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	shol	-1	-127/925	-11/63	2174/58275	1	0
otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	okol	-1	-127/925	-7/78	-3431/72150	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	sol	-1	-127/925	-7/78	-3431/72150	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	qotol	-1	-127/925	-7/78	-3431/72150	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	cthol	-1	-127/925	-11/63	2174/58275	1	0
otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	okeol	-1	-127/925	-7/78	-3431/72150	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	chol	-1	-127/925	-11/63	2174/58275	1	0
otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	qokal	1	-13/85	-17/77	444/6545	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	sheol	1	-13/85	-97/900	-691/15300	1	0
otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	al	1	-13/85	-97/900	-691/15300	1	0
otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	dol	1	-13/85	-17/77	444/6545	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	dal	1	-13/85	-17/77	444/6545	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	shol	1	-13/85	-17/77	444/6545	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	okol	1	-13/85	-97/900	-691/15300	1	0
otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	sol	1	-13/85	-97/900	-691/15300	1	0
otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	qotol	1	-13/85	-97/900	-691/15300	1	0
otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	cthol	1	-13/85	-17/77	444/6545	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	okeol	1	-13/85	-97/900	-691/15300	1	0
otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	chol	1	-13/85	-17/77	444/6545	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	qokal	1	-1/39	-3/44	73/1716	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	sheol	1	-1/39	-7/152	121/5928	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	al	1	-1/39	-7/152	121/5928	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	dol	1	-1/39	-3/44	73/1716	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	dal	1	-1/39	-3/44	73/1716	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	shol	1	-1/39	-3/44	73/1716	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	okol	1	-1/39	-7/152	121/5928	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	sol	1	-1/39	-7/152	121/5928	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	qotol	1	-1/39	-7/152	121/5928	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	cthol	1	-1/39	-3/44	73/1716	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	okeol	1	-1/39	-7/152	121/5928	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	chol	1	-1/39	-3/44	73/1716	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	qokal	1	-112/1975	-29/350	723/27650	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	sheol	1	-112/1975	-1/15	59/5925	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	al	1	-112/1975	-1/15	59/5925	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	dol	1	-112/1975	-29/350	723/27650	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	dal	1	-112/1975	-29/350	723/27650	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	shol	1	-112/1975	-29/350	723/27650	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	okol	1	-112/1975	-1/15	59/5925	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	sol	1	-112/1975	-1/15	59/5925	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	qotol	1	-112/1975	-1/15	59/5925	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	cthol	1	-112/1975	-29/350	723/27650	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	okeol	1	-112/1975	-1/15	59/5925	1	1
otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	chol	1	-112/1975	-29/350	723/27650	1	1
okal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	al	1	1/9	1/15	2/45	1	1
okal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	sheol	1	1/9	1/15	2/45	1	1
okal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	qokal	1	1/9	0/1	1/9	1	1
okal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	dol	1	1/9	0/1	1/9	1	1
