surface	source_reading_id	working_model_level	v99r7_spoken_default_de	axis_tags	macro_tags	unconditional_global_export_allowed	gdt734_composition_semantic_credit	gdt734_component_export_allowed	gdt806_semantic_credit	gdt806_renderer_license
chcphey	chcphey#1	W2_PROVISIONAL_WORKING	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	DRY|VALUE|PREPARATION|CLOSE	CARRIER|PROCESS|QUALITY|SCALAR	1	0	0	0	0
chcth	chcth#GLOBAL	W2_PROVISIONAL_WORKING	getrocknete Pflanzendroge	DRY|MATERIAL	CARRIER|QUALITY	1	0	0	0	0
chcthdy	chcthdy#GLOBAL	W3_SOLID_WORKING_THEORY	trockne die Krautdroge vollständig	DRY|MATERIAL	CARRIER|QUALITY	1	0	0	0	0
chcthedy	chcthedy#GLOBAL	W3_SOLID_WORKING_THEORY	Krautdroge bis zur mittleren Stufe trocknen und abschließen	DRY|VALUE|MATERIAL|PROCESS	CARRIER|PROCESS|QUALITY|SCALAR	1	0	0	0	0
chcthey	chcthey#1	W2_PROVISIONAL_WORKING	Krautdroge bis zur mittleren Stufe trocknen	DRY|VALUE|MATERIAL|PROCESS	CARRIER|PROCESS|QUALITY|SCALAR	1	0	0	0	0
chdain	chdain#GLOBAL	W3_SOLID_WORKING_THEORY	zwei Portionen Trockendroge	DRY|AMOUNT|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
chdal	chdal#GLOBAL	W3_SOLID_WORKING_THEORY	trockener abgewogener Rohstoffposten I am Gradanfang	DRY|AMOUNT|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
chdaldy	chdaldy#GLOBAL	W2_PROVISIONAL_WORKING	abgemessenen Rohstoff I trocknen und abschließen	DRY|MATERIAL|PROCESS	CARRIER|PROCESS|QUALITY	1	0	0	0	0
chdaly	chdaly#GLOBAL	W2_PROVISIONAL_WORKING	trockener abgewogener Rohstoffposten I am Gradanfang, Grundform	DRY|AMOUNT|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
chdor	chdor#GLOBAL	W3_SOLID_WORKING_THEORY	eine abgemessene Portion Trockendroge	DRY|AMOUNT|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
chdy	chdy#1	W2_PROVISIONAL_WORKING	trockene Anfangsstufe erreicht	DRY|VALUE	QUALITY|SCALAR	1	0	0	0	0
cheaiin	cheaiin#GLOBAL	W2_PROVISIONAL_WORKING	trocken im dritten Grad	DRY|VALUE	QUALITY|SCALAR	1	0	0	0	0
cheal	cheal#GLOBAL	W3_SOLID_WORKING_THEORY	Rohstoffklasse I, trocken in der Gradmitte	DRY|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
chealy	chealy#GLOBAL	W3_SOLID_WORKING_THEORY	Rohstoff I bis zur mittleren Trockenstufe bringen	DRY|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
chearaiin	chearaiin#GLOBAL	W2_PROVISIONAL_WORKING	drei Teile der ersten Trockenfraktion	DRY|PART	CARRIER|QUALITY	1	0	0	0	0
checkhdy	checkhdy#GLOBAL	W2_PROVISIONAL_WORKING	trockenes Arzneikompositum am Gradanfang, abgeschlossen	DRY|VALUE|PREPARATION|CLOSE	CARRIER|PROCESS|QUALITY|SCALAR	1	0	0	0	0
checkhey	checkhey#GLOBAL	W3_SOLID_WORKING_THEORY	trockenes Arzneikompositum in der Gradmitte	DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
checkhol	checkhol#GLOBAL	W2_PROVISIONAL_WORKING	getrockneter Arzneikompositum-Grundstoff	DRY|MATERIAL|PREPARATION	CARRIER|QUALITY	1	0	0	0	0
checkhy	checkhy#1	W2_PROVISIONAL_WORKING	trockene Mischung, Anfangsstufe	DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
checthedy	checthedy#1	W2_PROVISIONAL_WORKING	mäßig trocknen, nachtrocknen und abschließen	DRY|PROCESS	PROCESS|QUALITY	1	0	0	0	0
checthy	checthy#1	W2_PROVISIONAL_WORKING	trockenes Kraut	DRY|MATERIAL	CARRIER|QUALITY	1	0	0	0	0
ched	ched#GLOBAL	W3_SOLID_WORKING_THEORY	Trockenstufe Mitte, abgeschlossen	DRY|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	1	0	0	0	0
chedaiin	chedaiin#1	W2_PROVISIONAL_WORKING	abgemessene Trockenmenge III, Mittelstufe	DRY|VALUE	QUALITY|SCALAR	1	0	0	0	0
chedain	chedain#GLOBAL	W3_SOLID_WORKING_THEORY	zwei Portionen bis zur Mittelstufe getrockneter Droge	DRY|AMOUNT|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
chedar	chedar#GLOBAL	W3_SOLID_WORKING_THEORY	abgemessene Trockenfraktion I, Mittelstufe	DRY|VALUE|PART	CARRIER|QUALITY|SCALAR	1	0	0	0	0
chedol	chedol#GLOBAL	W3_SOLID_WORKING_THEORY	Drogenstoff bis zur Mittelstufe trocknen und abmessen	DRY|AMOUNT|VALUE|MATERIAL|PROCESS	CARRIER|PROCESS|QUALITY|SCALAR	1	0	0	0	0
chedy	chedy#1	W3_SOLID_WORKING_THEORY	mittlere Trockenstufe erreicht	DRY|VALUE	QUALITY|SCALAR	1	0	0	0	0
chedyor	chedyor#GLOBAL	W2_PROVISIONAL_WORKING	eine Portion fertig getrocknete Droge	DRY|AMOUNT|MATERIAL|CLOSE	CARRIER|PROCESS|QUALITY|SCALAR	1	0	0	0	0
cheeal	cheeal#GLOBAL	W2_PROVISIONAL_WORKING	Rohstoffklasse I, trocken am Gradende	DRY|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
cheedain	cheedain#GLOBAL	W2_PROVISIONAL_WORKING	zwei Portionen vollständig getrockneter Droge	DRY|AMOUNT|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
cheedy	cheedy#GLOBAL	W3_SOLID_WORKING_THEORY	trocken am Ende des Grades, abgeschlossen	DRY|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	1	0	0	0	0
cheeky	cheeky#GLOBAL	W3_SOLID_WORKING_THEORY	trocken am Gradende, dann heiß am Gradanfang	HOT|DRY|VALUE	QUALITY|SCALAR	1	0	0	0	0
cheeol	cheeol#GLOBAL	W3_SOLID_WORKING_THEORY	vollständig getrockneter Drogenstoff	DRY|MATERIAL	CARRIER|QUALITY	1	0	0	0	0
cheeor	cheeor#GLOBAL	W3_SOLID_WORKING_THEORY	eine Portion vollständig getrocknete Droge	DRY|AMOUNT|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
cheey	cheey#1	W2_PROVISIONAL_WORKING	trocken am Ende des Grades	DRY|VALUE	QUALITY|SCALAR	1	0	0	0	0
cheg	cheg#GLOBAL	W2_PROVISIONAL_WORKING	ein Gran bis zur Mittelstufe getrocknete Droge	DRY|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
chekain	chekain#GLOBAL	W3_SOLID_WORKING_THEORY	bis zur Mittelstufe trocknen, dann auf Stufe II erhitzen	HOT|DRY|VALUE|PROCESS	PROCESS|QUALITY|SCALAR	1	0	0	0	0
chekal	chekal#GLOBAL	W3_SOLID_WORKING_THEORY	Rohstoffklasse I: trocken in der Gradmitte; heiß am Gradanfang	HOT|DRY|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
cheky	cheky#1	W2_PROVISIONAL_WORKING	bis zur mittleren Trockenstufe, dann leicht erhitzen	HOT|DRY|VALUE|PROCESS	PROCESS|QUALITY|SCALAR	1	0	0	0	0
cheo	cheo#GLOBAL	W3_SOLID_WORKING_THEORY	trocken angesetzte Zubereitung	DRY|PREPARATION	CARRIER|QUALITY	1	0	0	0	0
cheockhey	cheockhey#GLOBAL	W2_PROVISIONAL_WORKING	trocken angesetztes Arzneikompositum in der Gradmitte	DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
cheockhy	cheockhy#1	W2_PROVISIONAL_WORKING	trockene Mischung, Anfangsstufe	DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
cheocthey	cheocthey#GLOBAL	W2_PROVISIONAL_WORKING	trockene Drogenzubereitung, Form I	DRY|MATERIAL|PREPARATION	CARRIER|QUALITY	1	0	0	0	0
cheodaiin	cheodaiin#GLOBAL	W3_SOLID_WORKING_THEORY	drei Portionen Trockenansatz auf mittlerer Trockenstufe	DRY|AMOUNT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
cheodain	cheodain#GLOBAL	W3_SOLID_WORKING_THEORY	zwei Portionen Trockenansatz	DRY|AMOUNT|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
cheokedy	cheokedy#GLOBAL	W2_PROVISIONAL_WORKING	trocken angesetzte heiße Zubereitung in der Gradmitte, abgeschlossen	HOT|DRY|VALUE|PREPARATION|CLOSE	CARRIER|PROCESS|QUALITY|SCALAR	1	0	0	0	0
cheokeey	cheokeey#GLOBAL	W3_SOLID_WORKING_THEORY	trocken angesetzte heiße Zubereitung am Gradende	HOT|DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
cheokey	cheokey#GLOBAL	W2_PROVISIONAL_WORKING	trocken angesetzte heiße Zubereitung in der Gradmitte	HOT|DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
cheoky	cheoky#GLOBAL	W3_SOLID_WORKING_THEORY	trocken angesetzte heiße Zubereitung am Gradanfang	HOT|DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
cheolchey	cheolchey#GLOBAL	W2_PROVISIONAL_WORKING	trockenen Drogenstoff bis Mittelstufe nachtrocknen	DRY|VALUE|MATERIAL|PROCESS	CARRIER|PROCESS|QUALITY|SCALAR	1	0	0	0	0
cheor	cheor#GLOBAL	W3_SOLID_WORKING_THEORY	trockener Drogenteil	DRY|PART|MATERIAL	CARRIER|QUALITY	1	0	0	0	0
cheoraiin	cheoraiin#GLOBAL	W2_PROVISIONAL_WORKING	drei Portionen bis zur Mittelstufe getrockneter Droge	DRY|AMOUNT|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
cheos	cheos#GLOBAL	W3_SOLID_WORKING_THEORY	Charge eines mitteltrockenen Ansatzes	DRY|AMOUNT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
cheoty	cheoty#GLOBAL	W2_PROVISIONAL_WORKING	trocken angesetzte kalte Zubereitung am Gradanfang	COLD|DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
chetain	chetain#1	W2_PROVISIONAL_WORKING	bis Mittelstufe trocknen, dann auf Kühlstufe II bringen	DRY|VALUE|PROCESS	PROCESS|QUALITY|SCALAR	1	0	0	0	0
chetchy	chetchy#GLOBAL	W2_PROVISIONAL_WORKING	getrocknete Droge; kalt-trocken, Grundform	COLD|DRY|MATERIAL	CARRIER|QUALITY	1	0	0	0	0
chety	chety#GLOBAL	W3_SOLID_WORKING_THEORY	trocken-kalte gebundene Form	COLD|DRY	QUALITY	1	0	0	0	0
chey	chey#1	W2_PROVISIONAL_WORKING	trocken in der Mitte des Grades	DRY|VALUE	QUALITY|SCALAR	1	0	0	0	0
chkaiin	chkaiin#GLOBAL	W3_SOLID_WORKING_THEORY	heiß-trocken, Grad III	HOT|DRY|VALUE	QUALITY|SCALAR	1	0	0	0	0
chkain	chkain#GLOBAL	W3_SOLID_WORKING_THEORY	trocken-heiß, Stufe II	HOT|DRY|VALUE	QUALITY|SCALAR	1	0	0	0	0
chkal	chkal#GLOBAL	W3_SOLID_WORKING_THEORY	Rohstoffklasse I, trocken-heiß am Gradanfang	HOT|DRY|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
chkaly	chkaly#GLOBAL	W2_PROVISIONAL_WORKING	Rohdroge I leicht trocknen und erhitzen	HOT|DRY|MATERIAL|PROCESS	CARRIER|PROCESS|QUALITY	1	0	0	0	0
chkalykedy	chkalykedy#GLOBAL	W2_PROVISIONAL_WORKING	Rohdroge I unter Wärme vortrocknen; danach bis zur mittleren Heizstufe bringen und abschließen	HOT|DRY|VALUE|MATERIAL|PROCESS	CARRIER|PROCESS|QUALITY|SCALAR	1	0	0	0	0
chkar	chkar#GLOBAL	W3_SOLID_WORKING_THEORY	erste heiß getrocknete Fraktion	HOT|DRY|PART	CARRIER|QUALITY	1	0	0	0	0
chkchy	chkchy#GLOBAL	W3_SOLID_WORKING_THEORY	trocknen, erhitzen, erneut trocknen und abschließen	HOT|DRY|PROCESS	PROCESS|QUALITY	1	0	0	0	0
chkeedy	chkeedy#GLOBAL	W2_PROVISIONAL_WORKING	trocknen, dann vollständig erhitzen und abschließen	HOT|DRY|PROCESS	PROCESS|QUALITY	1	0	0	0	0
chkey	chkey#GLOBAL	W2_PROVISIONAL_WORKING	trocken-heiß in der Mittelstufe	HOT|DRY|VALUE	QUALITY|SCALAR	1	0	0	0	0
chkor	chkor#GLOBAL	W2_PROVISIONAL_WORKING	eine Portion heiß getrocknete Droge	HOT|DRY|AMOUNT|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
chl	chl#GLOBAL	W3_SOLID_WORKING_THEORY	trocknen	DRY|PROCESS	PROCESS|QUALITY	1	0	0	0	0
cho	cho#GLOBAL	W2_PROVISIONAL_WORKING	Trockenansatz	DRY|PREPARATION	CARRIER|QUALITY	1	0	0	0	0
chochy	chochy#GLOBAL	W3_SOLID_WORKING_THEORY	Trockenansatz nochmals leicht trocknen	DRY|PREPARATION|PROCESS|PASS	CARRIER|PROCESS|QUALITY|SCALAR	1	0	0	0	0
chockhedy	chockhedy#GLOBAL	W2_PROVISIONAL_WORKING	Arzneikompositum im Trockenansatz in der Gradmitte, abgeschlossen	DRY|VALUE|PREPARATION|CLOSE	CARRIER|PROCESS|QUALITY|SCALAR	1	0	0	0	0
chockhey	chockhey#GLOBAL	W3_SOLID_WORKING_THEORY	Arzneikompositum im Trockenansatz in der Gradmitte	DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
chod	chod#GLOBAL	W3_SOLID_WORKING_THEORY	Trockenansatz abschließen	DRY|PREPARATION	CARRIER|QUALITY	1	0	0	0	0
chodaiin	chodaiin#1	W2_PROVISIONAL_WORKING	trockene Zubereitung; Mengenwert III	DRY|AMOUNT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
choiin	choiin#GLOBAL	W3_SOLID_WORKING_THEORY	trockene Zubereitungsform III	DRY|PREPARATION	CARRIER|QUALITY	1	0	0	0	0
chokaiin	chokaiin#GLOBAL	W3_SOLID_WORKING_THEORY	Trockenansatz, heiß auf Stufe III	HOT|DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
chokain	chokain#GLOBAL	W3_SOLID_WORKING_THEORY	erhitze den Trockenansatz auf Stufe II	HOT|DRY|VALUE|PREPARATION|PROCESS	CARRIER|PROCESS|QUALITY|SCALAR	1	0	0	0	0
chokal	chokal#GLOBAL	W2_PROVISIONAL_WORKING	Trockenansatz aus heißem Rohstoff Klasse I am Gradanfang	HOT|DRY|VALUE|MATERIAL|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
chokchy	chokchy#GLOBAL	W3_SOLID_WORKING_THEORY	Trockenansatz: heiß-trockene Grundform	HOT|DRY|PREPARATION	CARRIER|QUALITY	1	0	0	0	0
chokedy	chokedy#GLOBAL	W3_SOLID_WORKING_THEORY	heiß-trockener Ansatz in der Gradmitte, abgeschlossen	HOT|DRY|VALUE|PREPARATION|CLOSE	CARRIER|PROCESS|QUALITY|SCALAR	1	0	0	0	0
chokeedy	chokeedy#GLOBAL	W2_PROVISIONAL_WORKING	heiß-trockener Ansatz am Gradende, abgeschlossen	HOT|DRY|VALUE|PREPARATION|CLOSE	CARRIER|PROCESS|QUALITY|SCALAR	1	0	0	0	0
chokeey	chokeey#GLOBAL	W3_SOLID_WORKING_THEORY	heiß-trockener Ansatz am Gradende	HOT|DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
chokey	chokey#GLOBAL	W3_SOLID_WORKING_THEORY	heiß-trockener Ansatz in der Gradmitte	HOT|DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
chokol	chokol#V84_1	W2_PROVISIONAL_WORKING	erhitzte trockene Zubereitung	HOT|DRY|PREPARATION	CARRIER|QUALITY	1	0	0	0	0
choky	choky#GLOBAL	W3_SOLID_WORKING_THEORY	heiß-trockene Zubereitung, Grundform	HOT|DRY|PREPARATION	CARRIER|QUALITY	1	0	0	0	0
chol	chol#1	W3_SOLID_WORKING_THEORY	trocken	DRY	QUALITY	1	0	0	0	0
cholchey	cholchey#GLOBAL	W2_PROVISIONAL_WORKING	nachgetrocknete Droge, Mittelstufe	DRY|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
choldy	choldy#GLOBAL	W3_SOLID_WORKING_THEORY	fertig getrocknete Droge	DRY|MATERIAL|CLOSE	CARRIER|PROCESS|QUALITY	1	0	0	0	0
cholkaiin	cholkaiin#GLOBAL	W3_SOLID_WORKING_THEORY	Trockengut, heiß im dritten Grad	HOT|DRY|VALUE	QUALITY|SCALAR	1	0	0	0	0
cholkar	cholkar#GLOBAL	W2_PROVISIONAL_WORKING	Trockengut: heiße Fraktion I	HOT|DRY|PART	CARRIER|QUALITY	1	0	0	0	0
cholo	cholo#GLOBAL	W2_PROVISIONAL_WORKING	Trockenstoff in Ansatzform	DRY|MATERIAL|PREPARATION	CARRIER|QUALITY	1	0	0	0	0
cholody	cholody#GLOBAL	W2_PROVISIONAL_WORKING	Trockenstoff als Ansatz fertigstellen	DRY|MATERIAL|PREPARATION|CLOSE	CARRIER|PROCESS|QUALITY	1	0	0	0	0
cholor	cholor#GLOBAL	W3_SOLID_WORKING_THEORY	trockene Zutat	DRY	QUALITY	1	0	0	0	0
choly	choly#GLOBAL	W3_SOLID_WORKING_THEORY	Trockenrückstand	DRY	QUALITY	1	0	0	0	0
chor	chor#1	W2_PROVISIONAL_WORKING	Pflanzenteil	PART	CARRIER	1	0	0	0	0
chordy	chordy#GLOBAL	W2_PROVISIONAL_WORKING	Pflanzenteil fertigstellen	PART|CLOSE	CARRIER|PROCESS	1	0	0	0	0
choror	choror#GLOBAL	W2_PROVISIONAL_WORKING	eine Portion Blütendroge	AMOUNT|MATERIAL	CARRIER|SCALAR	1	0	0	0	0
chory	chory#GLOBAL	W2_PROVISIONAL_WORKING	Pflanzenteil in Grundform	PART	CARRIER	1	0	0	0	0
chos	chos#1	W2_PROVISIONAL_WORKING	trockene Zubereitung	DRY|PREPARATION	CARRIER|QUALITY	1	0	0	0	0
chotaiin	chotaiin#GLOBAL	W3_SOLID_WORKING_THEORY	trockene Zubereitung: kalt, Grad III	COLD|DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
chotal	chotal#GLOBAL	W2_PROVISIONAL_WORKING	Trockenansatz aus kaltem Rohstoff Klasse I am Gradanfang	COLD|DRY|VALUE|MATERIAL|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
chotchy	chotchy#GLOBAL	W3_SOLID_WORKING_THEORY	Trockenansatz aus kalt getrockneter Droge in Grundform	COLD|DRY|MATERIAL|PREPARATION	CARRIER|QUALITY	1	0	0	0	0
chotey	chotey#GLOBAL	W2_PROVISIONAL_WORKING	Trockenansatz bis zur Mittelstufe abkühlen und abschließen	COLD|DRY|VALUE|PREPARATION|PROCESS	CARRIER|PROCESS|QUALITY|SCALAR	1	0	0	0	0
chotol	chotol#GLOBAL	W3_SOLID_WORKING_THEORY	Trockenansatz aus kaltem Material	COLD|DRY|MATERIAL|PREPARATION	CARRIER|QUALITY	1	0	0	0	0
choty	choty#GLOBAL	W3_SOLID_WORKING_THEORY	kalter Trockenansatz	COLD|DRY|PREPARATION	CARRIER|QUALITY	1	0	0	0	0
choy	choy#GLOBAL	W3_SOLID_WORKING_THEORY	Trockenansatz leicht abschließen	DRY|PREPARATION	CARRIER|QUALITY	1	0	0	0	0
chtain	chtain#GLOBAL	W2_PROVISIONAL_WORKING	kalt-trocken, Grad II	COLD|DRY|VALUE	QUALITY|SCALAR	1	0	0	0	0
chtal	chtal#GLOBAL	W3_SOLID_WORKING_THEORY	Rohstoffklasse I, trocken-kalt am Gradanfang	COLD|DRY|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
chtchy	chtchy#1	W2_PROVISIONAL_WORKING	Droge kalt trocknen und leicht nachtrocknen	COLD|DRY|MATERIAL|PROCESS	CARRIER|PROCESS|QUALITY	1	0	0	0	0
chtedy	chtedy#GLOBAL	W2_PROVISIONAL_WORKING	abkühlen, bis zur Mittelstufe trocknen und fertigstellen	COLD|DRY|VALUE|PROCESS|CLOSE	PROCESS|QUALITY|SCALAR	1	0	0	0	0
chtol	chtol#GLOBAL	W3_SOLID_WORKING_THEORY	getrocknetes und abgekühltes Drogenmaterial	COLD|DRY|MATERIAL	CARRIER|QUALITY	1	0	0	0	0
chty	chty#1	W2_PROVISIONAL_WORKING	trocken-kalt am Gradanfang	COLD|DRY|VALUE	QUALITY|SCALAR	1	0	0	0	0
chy	chy#1	W2_PROVISIONAL_WORKING	trocken am Anfang des Grades	DRY|VALUE	QUALITY|SCALAR	1	0	0	0	0
chyky	chyky#GLOBAL	W2_PROVISIONAL_WORKING	trocken-heiß, Grundstufe	HOT|DRY|VALUE	QUALITY|SCALAR	1	0	0	0	0
chyty	chyty#GLOBAL	W2_PROVISIONAL_WORKING	nach dem Trocknen leicht kühlen	DRY|PROCESS	PROCESS|QUALITY	1	0	0	0	0
ckhal	ckhal#GLOBAL	W2_PROVISIONAL_WORKING	Arzneikompositum, Rohstoffklasse I	VALUE|MATERIAL|PREPARATION	CARRIER|SCALAR	1	0	0	0	0
ckhdy	ckhdy#GLOBAL	W3_SOLID_WORKING_THEORY	Arzneikompositum am Gradanfang, abgeschlossen	VALUE|PREPARATION|CLOSE	CARRIER|PROCESS|SCALAR	1	0	0	0	0
