target_surface	channel	denominator	view	candidate_a	candidate_b	target_uncentered_delta	target_uncentered_decimal	k12_exact_median	k12_exact_median_decimal	target_centered_delta	target_centered_decimal	selected_by_centered_sign	selected_sign	uncentered_centered_same_nonzero_sign	uncentered_margin_ge_1_20	centered_margin_ge_1_20	all_12_controls_bilateral	robust_stable_controls	required_robust_controls_pass	oriented_rank_of_13_ties_against	rank_le_3	control_deltas
cheol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	-3/47	-0.063829787234	-2103/29498	-0.0712929690148	10347/1386406	0.00746318178081	CHEOL-MAT	1	0	1	0	1	12	1	7	0	shol:-7/163|al:-11/68|sheol:-19/180|qokal:-7/360|dal:-4/191|dol:-5/152|chol:-17/343|okol:-19/106|sol:-7/57|qotol:-4/43|okeol:-5/44|cthol:2/51
cheol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	-22/423	-0.0520094562648	-343/5115	-0.0670576735093	10853/721215	0.0150482172445	CHEOL-MAT	1	0	1	0	1	12	1	6	0	shol:-23/341|al:-737/4386|sheol:-7/57|qokal:-19/904|dal:-1/15|dol:-1/22|chol:-743/14868|okol:-35/171|sol:-7/246|qotol:-27/350|okeol:-8/63|cthol:2/45
otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	1/12	0.0833333333333	-121/2016	-0.0600198412698	289/2016	0.143353174603	OTAL-MAT	1	1	1	1	1	12	1	4	0	qokal:7/34|sheol:-1/9|al:-1/112|dol:1/6|dal:-9/80|shol:-1/4|okol:-3/4|sol:1/2|qotol:1/15|cthol:0/1|okeol:-2/5|chol:-51/184
otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	1/15	0.0666666666667	-2/63	-0.031746031746	31/315	0.0984126984127	OTAL-MAT	1	1	1	1	1	12	1	5	0	qokal:1/6|sheol:-1/6|al:-1/36|dol:1/8|dal:-1/28|shol:-1/3|okol:-3/4|sol:2/3|qotol:3/20|cthol:0/1|okeol:-1/4|chol:-13/51
otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	1/117	0.00854700854701	0/1	0	1/117	0.00854700854701	OTAL-MAT	1	1	0	0	1	12	1	4	0	qokal:7/360|sheol:-1/60|al:1/204|dol:1/76|dal:0/1|shol:-5/326|okol:-3/53|sol:1/57|qotol:0/1|cthol:0/1|okeol:-1/22|chol:-6/343
otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	73/5925	0.0123206751055	1/630	0.0015873015873	2671/248850	0.0107333735182	OTAL-MAT	1	1	0	0	1	12	1	3	1	qokal:1/72|sheol:-1/38|al:109/15351|dol:1/88|dal:0/1|shol:-337/13640|okol:-37/456|sol:97/1230|qotol:1/175|cthol:1/315|okeol:-1/27|chol:-185/9912
otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	-127/925	-0.137297297297	-433/3276	-0.132173382173	-15527/3030300	-0.00512391512392	OTAL-QUAL	-1	1	1	0	1	12	1	7	0	qokal:-7/78|sheol:-29/136|al:-2581/5767|dol:-49/744|dal:-241/4623|shol:-43/1008|okol:-129/380|sol:-13/72|qotol:-11/63|cthol:11/300|okeol:-81/308|chol:-308/4321
otal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	-13/85	-0.152941176471	-22769/138600	-0.164278499278	26713/2356200	0.0113373228079	OTAL-MAT	1	0	1	0	1	12	1	7	0	qokal:-97/900|sheol:-221/966|al:-2185/5096|dol:-27/368|dal:-43/798|shol:-329/5160|okol:-21/68|sol:-31/120|qotol:-17/77|cthol:7/110|okeol:-49/180|chol:-585/7844
otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	-1/39	-0.025641025641	-191/3344	-0.0571172248804	4105/130416	0.0314761992394	OTAL-MAT	1	0	0	0	1	12	1	3	1	qokal:-7/180|sheol:-4/45|al:-1/6|dol:-7/152|dal:-4/191|shol:-9/326|okol:-13/106|sol:-8/57|qotol:-4/43|cthol:2/51|okeol:-3/44|chol:-10/343
otal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	-112/1975	-0.0567088607595	-157/2100	-0.0747619047619	599/33180	0.0180530440024	OTAL-MAT	1	0	1	0	1	12	1	5	0	qokal:-71/2034|sheol:-11/114|al:-5377/30702|dol:-5/88|dal:-1/15|shol:-53/1240|okol:-169/1368|sol:-22/205|qotol:-29/350|cthol:13/315|okeol:-17/189|chol:-271/9912
otal	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	-13/124	-0.104838709677	-82400267/900243560	-0.0915310818774	-371383293/27907550360	-0.0133076278	OTAL-QUAL	-1	1	1	0	1	12	1	6	0	qokal:-1237/15580|sheol:-631/3404|al:-973/2573|dol:-19/330|dal:-21/370|shol:-387/5822|okol:-451/1104|sol:-5/64|qotol:-47/391|cthol:43/756|okeol:-181/608|chol:-2995/28891
otal	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	-23/198	-0.116161616162	-186157/1644500	-0.113199756765	-43837/14800500	-0.00296185939664	OTAL-QUAL	-1	1	1	0	1	12	1	7	0	qokal:-36/371|sheol:-167/832|al:-2423/6710|dol:-13/200|dal:-52/1035|shol:-24/245|okol:-25/63|sol:-61/506|qotol:-67/494|cthol:1/12|okeol:-23/84|chol:-172/1625
otal	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	-2/117	-0.017094017094	-2103/29498	-0.0712929690148	187055/3451266	0.0541989519208	OTAL-MAT	1	0	0	1	1	12	1	2	1	qokal:-7/360|sheol:-19/180|al:-11/68|dol:-5/152|dal:-4/191|shol:-7/163|okol:-19/106|sol:-7/57|qotol:-4/43|cthol:2/51|okeol:-5/44|chol:-17/343
otal	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	-263/5925	-0.044388185654	-343/5115	-0.0670576735093	45802/2020425	0.0226694878553	OTAL-MAT	1	0	0	0	1	12	1	4	0	qokal:-19/904|sheol:-7/57|al:-737/4386|dol:-1/22|dal:-1/15|shol:-23/341|okol:-35/171|sol:-7/246|qotol:-27/350|cthol:2/45|okeol:-8/63|chol:-743/14868
okal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	1/9	0.111111111111	1/30	0.0333333333333	7/90	0.0777777777778	OKAL-OPAQUE	1	1	1	1	1	12	1	6	0	al:-1/16|sheol:0/1|qokal:21/136|dol:1/3|shol:-1/80|dal:-1/40|okol:1/4|sol:-1/4|qotol:1/15|chol:47/115|cthol:-1/4|okeol:3/10
okal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	3/14	0.214285714286	1/90	0.0111111111111	64/315	0.203174603175	OKAL-OPAQUE	1	1	1	1	1	12	1	4	0	al:-7/72|sheol:-8/45|qokal:1/18|dol:3/8|shol:-1/30|dal:-1/7|okol:1/4|sol:-5/12|qotol:3/20|chol:71/153|cthol:-1/4|okeol:5/24
okal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	1/122	0.00819672131148	1/360	0.00277777777778	119/21960	0.0054189435337	OKAL-OPAQUE	1	1	0	0	1	12	1	5	0	al:-1/102|sheol:1/180|qokal:1/180|dol:0/1|shol:0/1|dal:-1/382|okol:1/53|sol:-1/114|qotol:1/43|chol:17/686|cthol:-1/102|okeol:3/88
okal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	3/146	0.0205479452055	1/432	0.00231481481481	575/31536	0.0182331303907	OKAL-OPAQUE	1	1	0	0	1	12	1	4	0	al:-347/30702|sheol:0/1|qokal:1/216|dol:5/528|shol:-7/13640|dal:-1/120|okol:37/1368|sol:-28/615|qotol:13/350|chol:40/1239|cthol:-1/90|okeol:13/756
okal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	131/480	0.272916666667	121/1040	0.116346153846	977/6240	0.156570512821	OKAL-OPAQUE	1	1	1	1	1	12	1	1	1	al:1401/5767|sheol:59/952|qokal:11/78|dol:1/744|shol:-1/42|dal:802/4623|okol:71/380|sol:-1/24|qotol:17/63|chol:2097/43210|cthol:11/120|okeol:3/11
okal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	9/28	0.321428571429	73895/894216	0.0826366336545	1494721/6259512	0.238791937774	OKAL-OPAQUE	1	1	1	1	1	12	1	1	1	al:719/2548|sheol:3/46|qokal:109/675|dol:-3/92|shol:-143/5160|dal:5/57|okol:11/68|sol:0/1|qotol:85/308|chol:1825/23532|cthol:1/20|okeol:41/180
okal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	27/244	0.110655737705	1/24	0.0416666666667	101/1464	0.0689890710383	OKAL-OPAQUE	1	1	1	1	1	12	1	2	1	al:3/34|sheol:1/45|qokal:11/180|dol:3/152|shol:0/1|dal:12/191|okol:7/106|sol:-1/114|qotol:5/43|chol:13/686|cthol:-1/34|okeol:3/44
okal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	234/1679	0.139368671828	115/2736	0.0420321637427	447139/4593744	0.0973365080858	OKAL-OPAQUE	1	1	1	1	1	12	1	1	1	al:592/5117|sheol:1/38|qokal:859/12204|dol:7/528|shol:53/13640|dal:1/16|okol:79/1368|sol:0/1|qotol:19/175|chol:757/29736|cthol:-23/630|okeol:107/1512
okal	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OKAL-OPAQUE	OKAL-MAT	1039/4218	0.246325272641	28022103/225060890	0.124508985102	1521592556/12490879395	0.121816287539	OKAL-OPAQUE	1	1	1	1	1	12	1	2	1	al:33/166|sheol:167/3404|qokal:583/3895|dol:3/110|shol:-275/11644|dal:1729/11100|okol:217/1104|sol:-1/14|qotol:93/391|chol:2870/28891|cthol:5/108|okeol:87/304
okal	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	171/560	0.305357142857	53669/538200	0.0997194351542	1549439/7534800	0.205637707703	OKAL-OPAQUE	1	1	1	1	1	12	1	1	1	al:787/3355|sheol:27/832|qokal:1081/6678|dol:3/200|shol:-3/98|dal:131/2070|okol:11/63|sol:-17/253|qotol:131/494|chol:177/1300|cthol:0/1|okeol:37/168
okal	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OKAL-OPAQUE	OKAL-MAT	29/244	0.118852459016	14001/262052	0.0534283272022	261454/3996293	0.0654241318142	OKAL-OPAQUE	1	1	1	1	1	12	1	2	1	al:11/136|sheol:1/36|qokal:1/15|dol:3/152|shol:0/1|dal:23/382|okol:9/106|sol:-1/57|qotol:6/43|chol:16/343|cthol:-2/51|okeol:9/88
okal	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OKAL-OPAQUE	OKAL-MAT	537/3358	0.159916617034	3833/66080	0.0580054479419	11306873/110948320	0.101911169092	OKAL-OPAQUE	1	1	1	1	1	12	1	1	1	al:1667/15351|sheol:1/38|qokal:1831/24408|dol:1/44|shol:23/6820|dal:13/240|okol:29/342|sol:-28/615|qotol:51/350|chol:613/9912|cthol:-1/21|okeol:19/216
ol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OL-CARRIER	OL-MEDIUM	13/34	0.382352941176	411/1120	0.366964285714	293/19040	0.0153886554622	OL-CARRIER	1	1	1	0	1	12	1	7	0	chol:103/460|dal:3/5|shol:19/40|qokal:45/136|al:43/112|sheol:37/72|dol:11/12|sol:7/20|okol:-1/4|qotol:19/30|sal:1/3|okeol:0/1
ol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OL-CARRIER	OL-MEDIUM	16/45	0.355555555556	7/15	0.466666666667	-1/9	-0.111111111111	OL-MEDIUM	-1	0	1	1	1	12	1	6	0	chol:173/612|dal:5/8|shol:13/30|qokal:5/18|al:5/18|sheol:17/30|dol:7/8|sol:7/12|okol:-1/4|qotol:11/20|sal:1/2|okeol:7/24
ol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OL-CARRIER	OL-MEDIUM	13/462	0.0281385281385	1873/77928	0.0240350066728	24623/6000456	0.0041035214657	OL-CARRIER	1	1	0	0	1	12	1	4	0	chol:5/343|dal:9/382|shol:4/163|qokal:1/45|al:5/204|sheol:1/18|dol:7/152|sol:1/57|okol:-1/53|qotol:5/86|sal:1/37|okeol:0/1
ol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OL-CARRIER	OL-MEDIUM	333/10070	0.0330685203575	2171/60480	0.0358961640212	-172213/60903360	-0.00282764366367	OL-MEDIUM	-1	0	0	0	1	12	1	6	0	chol:103/4956|dal:17/480|shol:179/6820|qokal:5/216|al:5/258|sheol:7/114|dol:29/528|sol:71/1230|okol:-1/36|qotol:11/175|sal:1/20|okeol:55/1512
ol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	OL-CARRIER	OL-MEDIUM	123/356	0.345505617978	113/308	0.366883116883	-293/13706	-0.0213774989056	OL-MEDIUM	-1	0	1	0	1	12	1	5	0	chol:10967/21605|dal:3107/9246|shol:247/504|qokal:16/39|al:1107/5767|sheol:167/476|dol:575/1488|sol:47/108|okol:231/760|qotol:5/14|sal:5/18|okeol:29/77
ol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	OL-CARRIER	OL-MEDIUM	21/61	0.344262295082	263/675	0.38962962963	-1868/41175	-0.0453673345477	OL-MEDIUM	-1	0	1	0	1	12	1	3	1	chol:2984/5883|dal:275/798|shol:311/645|qokal:527/1350|al:1081/5096|sheol:29/69|dol:285/736|sol:7/18|okol:45/119|qotol:123/308|sal:1/3|okeol:37/90
ol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	OL-CARRIER	OL-MEDIUM	41/308	0.133116883117	435/3784	0.114957716702	481/26488	0.018159166415	OL-CARRIER	1	1	1	0	1	12	1	4	0	chol:75/343|dal:45/382|shol:32/163|qokal:8/45|al:5/68|sheol:1/9|dol:1/8|sol:11/114|okol:6/53|qotol:5/43|sal:5/74|okeol:5/44
ol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	OL-CARRIER	OL-MEDIUM	14/95	0.147368421053	109/684	0.159356725146	-41/3420	-0.0119883040936	OL-MEDIUM	-1	0	1	0	1	12	1	6	0	chol:6857/29736|dal:5/48|shol:137/682|qokal:592/3051|al:438/5117|sheol:3/19|dol:7/48|sol:7/30|okol:55/342|qotol:61/350|sal:1/8|okeol:37/252
ol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	OL-CARRIER	OL-MEDIUM	149/424	0.35141509434	10290507/26517160	0.388069725416	-25757383/702704740	-0.0366546310759	OL-MEDIUM	-1	0	1	0	1	12	1	5	0	chol:13504/28891|dal:9/25|shol:1421/2911|qokal:2991/7790|al:1685/7719|sheol:1335/3404|dol:47/110|sol:95/224|okol:77/368|qotol:327/782|sal:7/24|okeol:163/608
ol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	OL-CARRIER	OL-MEDIUM	3863/11175	0.345682326622	7151/18216	0.392566974089	-3181339/67854600	-0.0468846474668	OL-MEDIUM	-1	0	1	0	1	12	1	3	1	chol:1531/3250|dal:313/828|shol:233/490|qokal:279/742|al:1491/6710|sheol:379/832|dol:43/100|sol:103/253|okol:31/126|qotol:223/494|sal:29/80|okeol:3/8
ol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	OL-CARRIER	OL-MEDIUM	149/924	0.161255411255	353/2292	0.154013961606	213/29414	0.00724144964983	OL-CARRIER	1	1	1	0	1	12	1	7	0	chol:80/343|dal:27/191|shol:36/163|qokal:1/5|al:5/51|sheol:1/6|dol:13/76|sol:13/114|okol:5/53|qotol:15/86|sal:7/74|okeol:5/44
ol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	OL-CARRIER	OL-MEDIUM	1817/10070	0.18043694141	1039/4972	0.208970233307	-714303/25034020	-0.0285332918964	OL-MEDIUM	-1	0	1	0	1	12	1	5	0	chol:7475/29736|dal:67/480|shol:1549/6820|qokal:589/2712|al:3223/30702|sheol:25/114|dol:53/264|sol:179/615|okol:91/684|qotol:83/350|sal:7/40|okeol:277/1512
qokeol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	QOKEOL-PROCESS	QOKEOL-MAT	1/2	0.5	NA	NA	NA	NA	NONE	0	0	1	0	0	5	1	NA	0	okeol:3/10|qotol:7/30|tol:0/1|sal:1/6|oteol:-1/4|kol:NA|chl:NA|okol:1/2|lol:1/4|kal:1/2|otchol:NA|cthol:0/1
qokeol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	QOKEOL-PROCESS	QOKEOL-MAT	1/2	0.5	NA	NA	NA	NA	NONE	0	0	1	0	0	5	0	NA	0	okeol:5/12|qotol:3/20|tol:0/1|sal:1/2|oteol:NA|kol:NA|chl:NA|okol:1/2|lol:1/4|kal:NA|otchol:NA|cthol:0/1
qokeol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	QOKEOL-PROCESS	QOKEOL-MAT	1/19	0.0526315789474	13/675	0.0192592592593	428/12825	0.0333723196881	QOKEOL-PROCESS	1	1	1	0	1	12	1	1	1	okeol:3/88|qotol:3/86|tol:3/68|sal:1/74|oteol:-1/52|kol:-1/60|chl:1/28|okol:2/53|lol:-1/35|kal:1/50|otchol:1/54|cthol:0/1
qokeol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	QOKEOL-PROCESS	QOKEOL-MAT	3/52	0.0576923076923	1/80	0.0125	47/1040	0.0451923076923	QOKEOL-PROCESS	1	1	1	0	1	12	1	1	1	okeol:83/1512|qotol:13/350|tol:-7/368|sal:1/20|oteol:-1/32|kol:-1/30|chl:1/30|okol:73/1368|lol:0/1|kal:0/1|otchol:1/40|cthol:-1/315
qokeol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	QOKEOL-PROCESS	QOKEOL-MAT	7/44	0.159090909091	437/2340	0.186752136752	-178/6435	-0.0276612276612	QOKEOL-MAT	-1	0	1	0	1	12	1	5	0	okeol:109/308|qotol:11/63|tol:25/48|sal:17/90|oteol:9/112|kol:-1/52|chl:12/65|okol:159/380|lol:29/330|kal:25/72|otchol:11/80|cthol:51/200
qokeol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	QOKEOL-PROCESS	QOKEOL-MAT	13/112	0.116071428571	39/154	0.253246753247	-169/1232	-0.137175324675	QOKEOL-MAT	-1	0	1	1	1	12	1	3	1	okeol:23/60|qotol:79/308|tol:3/7|sal:13/48|oteol:1/3|kol:0/1|chl:13/66|okol:215/476|lol:1/10|kal:1/4|otchol:1/7|cthol:13/55
qokeol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	QOKEOL-PROCESS	QOKEOL-MAT	1/19	0.0526315789474	73/1332	0.0548048048048	-55/25308	-0.00217322585744	QOKEOL-MAT	-1	0	1	0	1	12	1	6	0	okeol:1/11|qotol:4/43|tol:3/17|sal:2/37|oteol:1/52|kol:-1/60|chl:0/1|okol:8/53|lol:-1/70|kal:3/25|otchol:1/18|cthol:1/34
qokeol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	QOKEOL-PROCESS	QOKEOL-MAT	37/1092	0.0338827838828	241/2800	0.0860714285714	-5699/109200	-0.0521886446886	QOKEOL-MAT	-1	0	0	1	1	12	1	3	1	okeol:95/756|qotol:17/175|tol:3/23|sal:3/40|oteol:47/480|kol:-1/10|chl:-1/120|okol:245/1368|lol:3/22|kal:1/14|otchol:1/20|cthol:2/45
qokeol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	QOKEOL-PROCESS	QOKEOL-MAT	49/208	0.235576923077	13987/73899	0.189271844003	711755/15370992	0.0463050790736	QOKEOL-PROCESS	1	1	1	0	1	12	1	5	0	okeol:25/76|qotol:145/782|tol:15/32|sal:19/104|oteol:1/40|kol:-1/60|chl:41/208|okol:475/1104|lol:1/8|kal:47/130|otchol:7/48|cthol:73/378
qokeol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	QOKEOL-PROCESS	QOKEOL-MAT	43/198	0.217171717172	151/741	0.203778677463	655/48906	0.0133930397088	QOKEOL-PROCESS	1	1	1	0	1	12	1	7	0	okeol:67/168|qotol:119/494|tol:31/90|sal:13/40|oteol:1/6|kol:-1/55|chl:9/55|okol:19/42|lol:1/7|kal:1/4|otchol:1/6|cthol:1/6
qokeol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	QOKEOL-PROCESS	QOKEOL-MAT	2/19	0.105263157895	283/3996	0.0708208208208	2615/75924	0.0344423370739	QOKEOL-PROCESS	1	1	1	0	1	12	1	6	0	okeol:1/8|qotol:11/86|tol:15/68|sal:5/74|oteol:0/1|kol:-1/30|chl:1/28|okol:10/53|lol:-3/70|kal:7/50|otchol:2/27|cthol:1/34
