target_reference	subject_kind	subject_surface	channel	denominator	view	candidate_a	candidate_b	a_l1_hits	a_l1_denominator	a_l1_rate	a_r1_hits	a_r1_denominator	a_r1_rate	candidate_a_score	b_l1_hits	b_l1_denominator	b_l1_rate	b_r1_hits	b_r1_denominator	b_r1_rate	candidate_b_score	uncentered_delta_a_minus_b	uncentered_delta_decimal	bilaterally_scoreable
cheol	K12_CONTROL	qotol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	3	3	1/1	0	5	0/1	1/2	2	3	2/3	1	5	1/5	13/30	1/15	0.0666666666667	1
cheol	K12_CONTROL	okeol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	3	5	3/5	1	5	1/5	2/5	5	5	1/1	3	5	3/5	4/5	-2/5	-0.4	1
cheol	K12_CONTROL	cthol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	1	2	1/2	1	2	1/2	1/2	2	2	1/1	0	2	0/1	1/2	0/1	0	1
cheol	TARGET	cheol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	8	8	1/1	2	7	2/7	9/14	6	8	3/4	5	7	5/7	41/56	-5/56	-0.0892857142857	1
cheol	K12_CONTROL	shol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	4	6	2/3	2	10	1/5	13/30	5	6	5/6	7	10	7/10	23/30	-1/3	-0.333333333333	1
cheol	K12_CONTROL	al	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	9	9	1/1	1	4	1/4	5/8	5	9	5/9	3	4	3/4	47/72	-1/36	-0.0277777777778	1
cheol	K12_CONTROL	sheol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	5	5	1/1	2	9	2/9	11/18	5	5	1/1	5	9	5/9	7/9	-1/6	-0.166666666667	1
cheol	K12_CONTROL	qokal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	8	9	8/9	1	3	1/3	11/18	5	9	5/9	1	3	1/3	4/9	1/6	0.166666666667	1
cheol	K12_CONTROL	dal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	7	7	1/1	1	4	1/4	5/8	4	7	4/7	3	4	3/4	37/56	-1/28	-0.0357142857143	1
cheol	K12_CONTROL	dol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	3	4	3/4	0	2	0/1	3/8	2	4	1/2	0	2	0/1	1/4	1/8	0.125	1
cheol	K12_CONTROL	chol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	8	18	4/9	2	17	2/17	43/153	14	18	7/9	5	17	5/17	82/153	-13/51	-0.254901960784	1
cheol	K12_CONTROL	okol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	1	4	1/4	1	4	1/4	1/4	4	4	1/1	4	4	1/1	1/1	-3/4	-0.75	1
cheol	K12_CONTROL	sol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	2	2	1/1	2	3	2/3	5/6	0	2	0/1	1	3	1/3	1/6	2/3	0.666666666667	1
cheol	K12_CONTROL	qotol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	2	2	1/1	0	5	0/1	1/2	1	2	1/2	1	5	1/5	7/20	3/20	0.15	1
cheol	K12_CONTROL	okeol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	2	4	1/2	1	3	1/3	5/12	4	4	1/1	1	3	1/3	2/3	-1/4	-0.25	1
cheol	K12_CONTROL	cthol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	1	2	1/2	1	2	1/2	1/2	2	2	1/1	0	2	0/1	1/2	0/1	0	1
cheol	TARGET	cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	10	141	10/141	2	141	2/141	2/47	7	141	7/141	8	141	8/141	5/94	-1/94	-0.0106382978723	1
cheol	K12_CONTROL	shol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	6	163	6/163	2	163	2/163	4/163	6	163	6/163	7	163	7/163	13/326	-5/326	-0.0153374233129	1
cheol	K12_CONTROL	al	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	14	204	7/102	2	204	1/102	2/51	9	204	3/68	5	204	5/204	7/204	1/204	0.00490196078431	1
cheol	K12_CONTROL	sheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	8	90	4/45	3	90	1/30	11/180	7	90	7/90	7	90	7/90	7/90	-1/60	-0.0166666666667	1
cheol	K12_CONTROL	qokal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	14	180	7/90	1	180	1/180	1/24	7	180	7/180	1	180	1/180	1/45	7/360	0.0194444444444	1
cheol	K12_CONTROL	dal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	8	191	8/191	1	191	1/191	9/382	5	191	5/191	4	191	4/191	9/382	0/1	0	1
cheol	K12_CONTROL	dol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	5	76	5/76	0	76	0/1	5/152	3	76	3/76	0	76	0/1	3/152	1/76	0.0131578947368	1
cheol	K12_CONTROL	chol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	10	343	10/343	3	343	3/343	13/686	17	343	17/343	8	343	8/343	25/686	-6/343	-0.0174927113703	1
cheol	K12_CONTROL	okol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	1	53	1/53	1	53	1/53	1/53	4	53	4/53	4	53	4/53	4/53	-3/53	-0.0566037735849	1
cheol	K12_CONTROL	sol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	2	57	2/57	3	57	1/19	5/114	0	57	0/1	3	57	1/19	1/38	1/57	0.0175438596491	1
cheol	K12_CONTROL	qotol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	3	43	3/43	0	43	0/1	3/86	2	43	2/43	1	43	1/43	3/86	0/1	0	1
cheol	K12_CONTROL	okeol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	3	44	3/44	1	44	1/44	1/22	5	44	5/44	3	44	3/44	1/11	-1/22	-0.0454545454545	1
cheol	K12_CONTROL	cthol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	1	51	1/51	1	51	1/51	1/51	2	51	2/51	0	51	0/1	1/51	0/1	0	1
cheol	TARGET	cheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	8	90	4/45	2	94	1/47	233/4230	6	90	1/15	5	94	5/94	169/2820	-41/8460	-0.0048463356974	1
cheol	K12_CONTROL	shol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	4	110	2/55	2	124	1/62	179/6820	5	110	1/22	7	124	7/124	139/2728	-337/13640	-0.024706744868	1
cheol	K12_CONTROL	al	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	9	129	3/43	1	119	1/119	200/5117	5	129	5/129	3	119	3/119	491/15351	109/15351	0.00710051462445	1
cheol	K12_CONTROL	sheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	5	57	5/57	2	57	2/57	7/114	5	57	5/57	5	57	5/57	5/57	-1/38	-0.0263157894737	1
cheol	K12_CONTROL	qokal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	8	108	2/27	1	113	1/113	253/6102	5	108	5/108	1	113	1/113	673/24408	1/72	0.0138888888889	1
cheol	K12_CONTROL	dal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	7	120	7/120	1	80	1/80	17/480	4	120	1/30	3	80	3/80	17/480	0/1	0	1
cheol	K12_CONTROL	dol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	3	44	3/44	0	48	0/1	3/88	2	44	1/22	0	48	0/1	1/44	1/88	0.0113636363636	1
cheol	K12_CONTROL	chol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	8	236	2/59	2	252	1/126	311/14868	14	236	7/118	5	252	5/252	1177/29736	-185/9912	-0.0186642453592	1
cheol	K12_CONTROL	okol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	1	38	1/38	1	36	1/36	37/1368	4	38	2/19	4	36	1/9	37/342	-37/456	-0.0811403508772	1
cheol	K12_CONTROL	sol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	2	15	2/15	2	41	2/41	56/615	0	15	0/1	1	41	1/41	1/82	97/1230	0.0788617886179	1
cheol	K12_CONTROL	qotol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	2	25	2/25	0	35	0/1	1/25	1	25	1/25	1	35	1/35	6/175	1/175	0.00571428571429	1
cheol	K12_CONTROL	okeol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	2	27	2/27	1	28	1/28	83/1512	4	27	4/27	1	28	1/28	139/1512	-1/27	-0.037037037037	1
cheol	K12_CONTROL	cthol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	1	45	1/45	1	35	1/35	8/315	2	45	2/45	0	35	0/1	1/45	1/315	0.0031746031746	1
cheol	TARGET	cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	28	42	2/3	10	49	10/49	64/147	23	42	23/42	30	49	30/49	341/588	-85/588	-0.144557823129	1
cheol	K12_CONTROL	shol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	49	63	7/9	10	72	5/36	11/24	29	63	29/63	39	72	13/24	505/1008	-43/1008	-0.0426587301587	1
cheol	K12_CONTROL	al	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	31	79	31/79	12	73	12/73	3211/11534	66	79	66/79	45	73	45/73	8373/11534	-2581/5767	-0.447546384602	1
cheol	K12_CONTROL	sheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	21	28	3/4	5	34	5/34	61/136	14	28	1/2	28	34	14/17	45/68	-29/136	-0.213235294118	1
cheol	K12_CONTROL	qokal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	69	78	23/26	7	78	7/78	19/39	32	78	16/39	58	78	29/39	15/26	-7/78	-0.0897435897436	1
cheol	K12_CONTROL	dal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	54	67	54/67	10	69	10/69	2198/4623	27	67	27/67	45	69	15/23	813/1541	-241/4623	-0.0521306510924	1
cheol	K12_CONTROL	dol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	22	24	11/12	3	31	3/31	377/744	12	24	1/2	20	31	20/31	71/124	-49/744	-0.0658602150538	1
cheol	K12_CONTROL	chol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	109	149	109/149	18	145	18/145	18487/43210	84	149	84/149	63	145	63/145	21567/43210	-308/4321	-0.0712797963434	1
cheol	K12_CONTROL	okol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	11	20	11/20	1	19	1/19	229/760	13	20	13/20	12	19	12/19	487/760	-129/380	-0.339473684211	1
cheol	K12_CONTROL	sol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	11	12	11/12	2	27	2/27	107/216	6	12	1/2	23	27	23/27	73/108	-13/72	-0.180555555556	1
cheol	K12_CONTROL	qotol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	12	14	6/7	0	18	0/1	3/7	6	14	3/7	14	18	7/9	38/63	-11/63	-0.174603174603	1
cheol	K12_CONTROL	okeol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	9	14	9/14	2	11	2/11	127/308	10	14	5/7	7	11	7/11	52/77	-81/308	-0.262987012987	1
cheol	K12_CONTROL	cthol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	20	25	4/5	0	12	0/1	2/5	14	25	14/25	2	12	1/6	109/300	11/300	0.0366666666667	1
cheol	TARGET	cheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	21	31	21/31	5	33	5/33	424/1023	18	31	18/31	17	33	17/33	1121/2046	-91/682	-0.133431085044	1
cheol	K12_CONTROL	shol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	32	43	32/43	9	60	3/20	769/1720	21	43	21/43	32	60	8/15	659/1290	-329/5160	-0.0637596899225	1
cheol	K12_CONTROL	al	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	24	52	6/13	6	49	6/49	186/637	41	52	41/52	32	49	32/49	3673/5096	-2185/5096	-0.428767660911	1
cheol	K12_CONTROL	sheol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	16	21	16/21	2	23	2/23	205/483	11	21	11/21	18	23	18/23	631/966	-221/966	-0.228778467909	1
cheol	K12_CONTROL	qokal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	48	54	8/9	5	50	1/10	89/180	24	54	4/9	38	50	19/25	271/450	-97/900	-0.107777777778	1
cheol	K12_CONTROL	dal	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	31	38	31/38	8	42	4/21	803/1596	17	38	17/38	28	42	2/3	127/228	-43/798	-0.0538847117794	1
cheol	K12_CONTROL	dol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	14	16	7/8	2	23	2/23	177/368	8	16	1/2	14	23	14/23	51/92	-27/368	-0.0733695652174	1
cheol	K12_CONTROL	chol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	81	111	27/37	11	106	11/106	3269/7844	63	111	21/37	44	106	22/53	1927/3922	-585/7844	-0.0745792962774	1
cheol	K12_CONTROL	okol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	10	17	10/17	1	14	1/14	157/476	12	17	12/17	8	14	4/7	76/119	-21/68	-0.308823529412	1
cheol	K12_CONTROL	sol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	8	9	8/9	1	20	1/20	169/360	5	9	5/9	18	20	9/10	131/180	-31/120	-0.258333333333	1
cheol	K12_CONTROL	qotol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	9	11	9/11	0	14	0/1	9/22	6	11	6/11	10	14	5/7	97/154	-17/77	-0.220779220779	1
cheol	K12_CONTROL	okeol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	7	10	7/10	2	9	2/9	83/180	8	10	4/5	6	9	2/3	11/15	-49/180	-0.272222222222	1
cheol	K12_CONTROL	cthol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	18	22	9/11	0	10	0/1	9/22	13	22	13/22	1	10	1/10	19/55	7/110	0.0636363636364	1
cheol	TARGET	cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	28	141	28/141	10	141	10/141	19/141	23	141	23/141	30	141	10/47	53/282	-5/94	-0.0531914893617	1
cheol	K12_CONTROL	shol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	49	163	49/163	10	163	10/163	59/326	29	163	29/163	39	163	39/163	34/163	-9/326	-0.0276073619632	1
cheol	K12_CONTROL	al	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	31	204	31/204	12	204	1/17	43/408	66	204	11/34	45	204	15/68	37/136	-1/6	-0.166666666667	1
cheol	K12_CONTROL	sheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	21	90	7/30	5	90	1/18	13/90	14	90	7/45	28	90	14/45	7/30	-4/45	-0.0888888888889	1
cheol	K12_CONTROL	qokal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	69	180	23/60	7	180	7/180	19/90	32	180	8/45	58	180	29/90	1/4	-7/180	-0.0388888888889	1
cheol	K12_CONTROL	dal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	54	191	54/191	10	191	10/191	32/191	27	191	27/191	45	191	45/191	36/191	-4/191	-0.020942408377	1
cheol	K12_CONTROL	dol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	22	76	11/38	3	76	3/76	25/152	12	76	3/19	20	76	5/19	4/19	-7/152	-0.0460526315789	1
cheol	K12_CONTROL	chol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	109	343	109/343	18	343	18/343	127/686	84	343	12/49	63	343	9/49	3/14	-10/343	-0.0291545189504	1
cheol	K12_CONTROL	okol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	11	53	11/53	1	53	1/53	6/53	13	53	13/53	12	53	12/53	25/106	-13/106	-0.122641509434	1
cheol	K12_CONTROL	sol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	11	57	11/57	2	57	2/57	13/114	6	57	2/19	23	57	23/57	29/114	-8/57	-0.140350877193	1
cheol	K12_CONTROL	qotol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	12	43	12/43	0	43	0/1	6/43	6	43	6/43	14	43	14/43	10/43	-4/43	-0.093023255814	1
cheol	K12_CONTROL	okeol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	9	44	9/44	2	44	1/22	1/8	10	44	5/22	7	44	7/44	17/88	-3/44	-0.0681818181818	1
cheol	K12_CONTROL	cthol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	20	51	20/51	0	51	0/1	10/51	14	51	14/51	2	51	2/51	8/51	2/51	0.0392156862745	1
cheol	TARGET	cheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	21	90	7/30	5	94	5/94	101/705	18	90	1/5	17	94	17/94	179/940	-133/2820	-0.0471631205674	1
cheol	K12_CONTROL	shol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	32	110	16/55	9	124	9/124	2479/13640	21	110	21/110	32	124	8/31	1531/6820	-53/1240	-0.0427419354839	1
cheol	K12_CONTROL	al	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	24	129	8/43	6	119	6/119	605/5117	41	129	41/129	32	119	32/119	9007/30702	-5377/30702	-0.175135170347	1
cheol	K12_CONTROL	sheol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	16	57	16/57	2	57	2/57	3/19	11	57	11/57	18	57	6/19	29/114	-11/114	-0.0964912280702	1
cheol	K12_CONTROL	qokal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	48	108	4/9	5	113	5/113	497/2034	24	108	2/9	38	113	38/113	284/1017	-71/2034	-0.0349065880039	1
cheol	K12_CONTROL	dal	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	31	120	31/120	8	80	1/10	43/240	17	120	17/120	28	80	7/20	59/240	-1/15	-0.0666666666667	1
cheol	K12_CONTROL	dol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	14	44	7/22	2	48	1/24	95/528	8	44	2/11	14	48	7/24	125/528	-5/88	-0.0568181818182	1
cheol	K12_CONTROL	chol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	81	236	81/236	11	252	11/252	719/3717	63	236	63/236	44	252	11/63	6565/29736	-271/9912	-0.0273405972559	1
cheol	K12_CONTROL	okol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	10	38	5/19	1	36	1/36	199/1368	12	38	6/19	8	36	2/9	46/171	-169/1368	-0.123538011696	1
cheol	K12_CONTROL	sol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	8	15	8/15	1	41	1/41	343/1230	5	15	1/3	18	41	18/41	95/246	-22/205	-0.107317073171	1
