exercise_id	silent_owner	master_dictation_de	idiom_ids	idiom_count	tuple_count	tuple_sequence	atom_pattern_chain	spoken_idiom_chain_de	memory_owner	memory_active	memory_target	memory_previous	ends_closed	distinct_surface_variants	occurs_in_fixed_statement	occurs_in_prior_dictation	four_surface_copies
X39	PICTURED_PLANT	Setze den länger gehaltenen Pflanzenposten weiter an, stelle ihn auf Sollmaß, lasse kurz absetzen und schließe.	E11|E13|E04	3	6	0275fbf14e07935b0a45 276a7c2d74d1143446f4 dcda95c81a5460feb191 2f1c5e56e8f0ff459065 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	OK+EE+Y > OK+Y | OL > AIIN | OL > SHED+E+CLOSE	den länger gehaltenen Posten weiter ansetzen ; fortsetzen und auf Sollmaß stellen ; weiterführen, kurz absetzen und schließen	PICTURED_PLANT	X39:A1	LEER	LEER	YES	4	NO	NO	S1_BARE_MASTER:okeey choky cheol aiin cheol cheedy | S2_Q_CELL_SCRIBE:qokeey choky cheol aiin cheol cheedy | S3_S_LINE_SCRIBE:okeey choky cheol saiin cheol cheedy | S4_MIXED_COMPACT:qokeey oky ol aiin ol tedy
X40	UPPER_PAIRED_BASINS	Nimm den Beckenposten nach Sollmaß, arbeite am selben Ziel weiter, halte länger, setze kurz nach und schließe.	E01|E08|E10	3	6	b921a237be883a820352 2f1c5e56e8f0ff459065 dd0ecaf5e27d81befffc dcda95c81a5460feb191 0275fbf14e07935b0a45 7db18b2f0fb7ed0fcfd3	Y > AIIN | AL > OL | OK+EE+Y > OK+E+CLOSE	diesen Posten nach Sollmaß nehmen ; am Ziel weiterarbeiten ; länger halten, kurz nachsetzen und schließen	UPPER_PAIRED_BASINS	X40:A1	SET	LEER	YES	4	NO	NO	S1_BARE_MASTER:chey aiin al cheol okeey qokedy | S2_Q_CELL_SCRIBE:chey aiin al cheol qokeey qokedy | S3_S_LINE_SCRIBE:shy aiin al cheol okeey qokedy | S4_MIXED_COMPACT:y aiin al sol qokeey qokedy
X41	CLOTH_FILTER	Nimm den laufenden Ansatz, setze ihn durch das Tuch um, führe ihn auf Sollmaß weiter, lasse kurz absetzen und schließe.	E03|E05|E13|E04	4	8	7a4bb8136330ee4e6e56 b921a237be883a820352 6f7ff8287eddf4da9fdb dcda95c81a5460feb191 dcda95c81a5460feb191 2f1c5e56e8f0ff459065 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	OR > Y | CHD+Y > OL | OL > AIIN | OL > SHED+E+CLOSE	dieser laufende Ansatz ; den Posten umsetzen und weiterführen ; fortsetzen und auf Sollmaß stellen ; weiterführen, kurz absetzen und schließen	CLOTH_FILTER	X41:A1	LEER	LEER	YES	3	NO	NO	S1_BARE_MASTER:chor chey chdy cheol cheol aiin cheol cheedy | S2_Q_CELL_SCRIBE:chor chey chdy cheol cheol aiin cheol cheedy | S3_S_LINE_SCRIBE:chor shy chdy cheol cheol saiin cheol cheedy | S4_MIXED_COMPACT:or y chdy ol ol aiin ol tedy
X42	LOCAL_POOL_TARGET	Bringe die nächste Portion zur Poolstation, setze den länger gehaltenen Posten weiter an, setze um und schließe.	E14|E11|E09	3	6	94df4847b7b16c98394a dd0ecaf5e27d81befffc 0275fbf14e07935b0a45 276a7c2d74d1143446f4 6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	OL+AIN > AL | OK+EE+Y > OK+Y | CHD+Y > OK+EE+CLOSE	die nächste Portion zum Ziel bringen ; den länger gehaltenen Posten weiter ansetzen ; umsetzen, länger ansetzen und schließen	LOCAL_POOL_TARGET	X42:A1	SET	LEER	YES	3	NO	NO	S1_BARE_MASTER:olkain al okeey choky chdy qokeedy | S2_Q_CELL_SCRIBE:olkain al qokeey choky chdy qokeedy | S3_S_LINE_SCRIBE:olkain al okeey choky chdy qokeedy | S4_MIXED_COMPACT:olkain al qokeey oky chdy qokeedy
X43	CELESTIAL_TABLE	Lies den Sollwert dieses Tabellenpostens, gehe im selben Gang weiter, setze den Wert und schließe nach kurzer Ruhe.	E02|E16|E12|E04	4	8	2f1c5e56e8f0ff459065 b921a237be883a820352 e8a6105b5c3a6220b440 dcda95c81a5460feb191 276a7c2d74d1143446f4 2f1c5e56e8f0ff459065 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	AIIN > Y | OT+OL > OL | OK+Y > AIIN | OL > SHED+E+CLOSE	Sollmaß dieses Postens ; danach im selben Gang weiter ; den aktuellen Posten auf Sollmaß setzen ; weiterführen, kurz absetzen und schließen	CELESTIAL_TABLE	X43:A1	LEER	SET	YES	2	NO	NO	S1_BARE_MASTER:aiin chey qotchol cheol choky aiin cheol cheedy | S2_Q_CELL_SCRIBE:aiin chey qotchol cheol choky aiin cheol cheedy | S3_S_LINE_SCRIBE:aiin chey qotchol cheol choky aiin cheol cheedy | S4_MIXED_COMPACT:aiin shy qotchol ol oky saiin ol tedy
X44	PICTURED_PLANT	Führe den Fortsetzungsansatz weiter, bringe ihn zur bezeichneten Stelle, halte länger, setze kurz nach und schließe.	E15|E17|E10	3	6	dec401773c1f0347793d dcda95c81a5460feb191 b921a237be883a820352 dd0ecaf5e27d81befffc 0275fbf14e07935b0a45 7db18b2f0fb7ed0fcfd3	OL+OR > OL | Y > AL | OK+EE+Y > OK+E+CLOSE	den Fortsetzungsansatz weiterführen ; den aktuellen Posten zum Ziel bringen ; länger halten, kurz nachsetzen und schließen	PICTURED_PLANT	X44:A1	SET	SET	YES	3	NO	NO	S1_BARE_MASTER:cholor cheol chey al okeey qokedy | S2_Q_CELL_SCRIBE:cholor cheol chey al qokeey qokedy | S3_S_LINE_SCRIBE:cholor cheol chey al okeey qokedy | S4_MIXED_COMPACT:olor ol y sal qokeey qokedy
X45	UPPER_PAIRED_BASINS	Führe denselben Beckenposten um das Sollmaß, arbeite am Ziel weiter und setze den länger gehaltenen Posten erneut an.	E06|E08|E11	3	7	b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352 dd0ecaf5e27d81befffc dcda95c81a5460feb191 0275fbf14e07935b0a45 276a7c2d74d1143446f4	Y > AIIN > Y | AL > OL | OK+EE+Y > OK+Y	denselben Posten um das Sollmaß führen ; am Ziel weiterarbeiten ; den länger gehaltenen Posten weiter ansetzen	UPPER_PAIRED_BASINS	X45:A1	SET	LEER	NO	4	NO	NO	S1_BARE_MASTER:chey aiin chey al cheol okeey choky | S2_Q_CELL_SCRIBE:chey aiin chey al cheol qokeey choky | S3_S_LINE_SCRIBE:shy aiin chey al cheol okeey choky | S4_MIXED_COMPACT:y aiin shy al sol qokeey oky
X46	CLOTH_FILTER	Setze den Tuchposten auf Sollmaß, gehe im selben Gang weiter, bringe ihn zum Ziel, setze um, halte länger und schließe.	E12|E16|E17|E09	4	8	276a7c2d74d1143446f4 2f1c5e56e8f0ff459065 e8a6105b5c3a6220b440 dcda95c81a5460feb191 b921a237be883a820352 dd0ecaf5e27d81befffc 6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	OK+Y > AIIN | OT+OL > OL | Y > AL | CHD+Y > OK+EE+CLOSE	den aktuellen Posten auf Sollmaß setzen ; danach im selben Gang weiter ; den aktuellen Posten zum Ziel bringen ; umsetzen, länger ansetzen und schließen	CLOTH_FILTER	X46:A1	SET	SET	YES	2	NO	NO	S1_BARE_MASTER:choky aiin qotchol cheol chey al chdy qokeedy | S2_Q_CELL_SCRIBE:choky aiin qotchol cheol chey al chdy qokeedy | S3_S_LINE_SCRIBE:choky aiin qotchol cheol chey al chdy qokeedy | S4_MIXED_COMPACT:oky saiin qotchol ol y sal chdy qokeedy
X47	LOCAL_POOL_TARGET	Nimm den laufenden Poolansatz, führe ihn auf Sollmaß weiter, setze ihn um, lasse kurz absetzen und schließe.	E03|E13|E05|E04	4	8	7a4bb8136330ee4e6e56 b921a237be883a820352 dcda95c81a5460feb191 2f1c5e56e8f0ff459065 6f7ff8287eddf4da9fdb dcda95c81a5460feb191 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	OR > Y | OL > AIIN | CHD+Y > OL | OL > SHED+E+CLOSE	dieser laufende Ansatz ; fortsetzen und auf Sollmaß stellen ; den Posten umsetzen und weiterführen ; weiterführen, kurz absetzen und schließen	LOCAL_POOL_TARGET	X47:A1	LEER	LEER	YES	3	NO	NO	S1_BARE_MASTER:chor chey cheol aiin chdy cheol cheol cheedy | S2_Q_CELL_SCRIBE:chor chey cheol aiin chdy cheol cheol cheedy | S3_S_LINE_SCRIBE:chor shy cheol saiin chdy cheol cheol cheedy | S4_MIXED_COMPACT:or y ol aiin chdy ol ol tedy
X48	CELESTIAL_TABLE	Nimm den Tabellenposten nach Sollwert, bringe die nächste Portion zur Zielzelle, setze um, halte länger und schließe.	E01|E14|E09	3	6	b921a237be883a820352 2f1c5e56e8f0ff459065 94df4847b7b16c98394a dd0ecaf5e27d81befffc 6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	Y > AIIN | OL+AIN > AL | CHD+Y > OK+EE+CLOSE	diesen Posten nach Sollmaß nehmen ; die nächste Portion zum Ziel bringen ; umsetzen, länger ansetzen und schließen	CELESTIAL_TABLE	X48:A1	SET	LEER	YES	3	NO	NO	S1_BARE_MASTER:chey aiin olkain al chdy qokeedy | S2_Q_CELL_SCRIBE:chey aiin olkain al chdy qokeedy | S3_S_LINE_SCRIBE:shy aiin olkain al chdy qokeedy | S4_MIXED_COMPACT:y aiin olkain al chdy qokeedy
