exercise_id	silent_owner	master_dictation_de	scribe_id	idiom_ids	tuple_sequence	atom_pattern_chain	scribe_surface_sequence	semantic_readback_de	initial_memory	final_memory	meaning_changed	status
X31	CLOTH_FILTER	Nimm diesen Posten nach Sollmaß, bringe ihn zum Tuch, halte ihn länger, setze kurz nach und schließe.	S4_MIXED_COMPACT	E01|E17|E10	b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352 dd0ecaf5e27d81befffc 0275fbf14e07935b0a45 7db18b2f0fb7ed0fcfd3	Y > AIIN | Y > AL | OK+EE+Y > OK+E+CLOSE	y aiin y sal qokeey qokedy	diesen Posten nach Sollmaß nehmen ; den aktuellen Posten zum Ziel bringen ; länger halten, kurz nachsetzen und schließen	OWNER=CLOTH_FILTER;ACTIVE=X31:A1;TARGET=SET;PREVIOUS=LEER	OWNER=CLOTH_FILTER;ACTIVE=CLOSED;TARGET=SET;PREVIOUS=LEER	NO	NEW_WORKSHOP_EXERCISE_NOT_MANUSCRIPT_TEXT
X32	LOCAL_POOL_TARGET	Führe den Fortsetzungsansatz weiter, stelle ihn auf Sollmaß, lasse ihn kurz absetzen und schließe.	S1_BARE_MASTER	E15|E13|E04	dec401773c1f0347793d dcda95c81a5460feb191 dcda95c81a5460feb191 2f1c5e56e8f0ff459065 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	OL+OR > OL | OL > AIIN | OL > SHED+E+CLOSE	cholor cheol cheol aiin cheol cheedy	den Fortsetzungsansatz weiterführen ; fortsetzen und auf Sollmaß stellen ; weiterführen, kurz absetzen und schließen	OWNER=LOCAL_POOL_TARGET;ACTIVE=X32:A1;TARGET=LEER;PREVIOUS=SET	OWNER=LOCAL_POOL_TARGET;ACTIVE=CLOSED;TARGET=LEER;PREVIOUS=SET	NO	NEW_WORKSHOP_EXERCISE_NOT_MANUSCRIPT_TEXT
X32	LOCAL_POOL_TARGET	Führe den Fortsetzungsansatz weiter, stelle ihn auf Sollmaß, lasse ihn kurz absetzen und schließe.	S2_Q_CELL_SCRIBE	E15|E13|E04	dec401773c1f0347793d dcda95c81a5460feb191 dcda95c81a5460feb191 2f1c5e56e8f0ff459065 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	OL+OR > OL | OL > AIIN | OL > SHED+E+CLOSE	cholor cheol cheol aiin cheol cheedy	den Fortsetzungsansatz weiterführen ; fortsetzen und auf Sollmaß stellen ; weiterführen, kurz absetzen und schließen	OWNER=LOCAL_POOL_TARGET;ACTIVE=X32:A1;TARGET=LEER;PREVIOUS=SET	OWNER=LOCAL_POOL_TARGET;ACTIVE=CLOSED;TARGET=LEER;PREVIOUS=SET	NO	NEW_WORKSHOP_EXERCISE_NOT_MANUSCRIPT_TEXT
X32	LOCAL_POOL_TARGET	Führe den Fortsetzungsansatz weiter, stelle ihn auf Sollmaß, lasse ihn kurz absetzen und schließe.	S3_S_LINE_SCRIBE	E15|E13|E04	dec401773c1f0347793d dcda95c81a5460feb191 dcda95c81a5460feb191 2f1c5e56e8f0ff459065 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	OL+OR > OL | OL > AIIN | OL > SHED+E+CLOSE	cholor cheol cheol saiin cheol cheedy	den Fortsetzungsansatz weiterführen ; fortsetzen und auf Sollmaß stellen ; weiterführen, kurz absetzen und schließen	OWNER=LOCAL_POOL_TARGET;ACTIVE=X32:A1;TARGET=LEER;PREVIOUS=SET	OWNER=LOCAL_POOL_TARGET;ACTIVE=CLOSED;TARGET=LEER;PREVIOUS=SET	NO	NEW_WORKSHOP_EXERCISE_NOT_MANUSCRIPT_TEXT
X32	LOCAL_POOL_TARGET	Führe den Fortsetzungsansatz weiter, stelle ihn auf Sollmaß, lasse ihn kurz absetzen und schließe.	S4_MIXED_COMPACT	E15|E13|E04	dec401773c1f0347793d dcda95c81a5460feb191 dcda95c81a5460feb191 2f1c5e56e8f0ff459065 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	OL+OR > OL | OL > AIIN | OL > SHED+E+CLOSE	olor ol ol aiin ol tedy	den Fortsetzungsansatz weiterführen ; fortsetzen und auf Sollmaß stellen ; weiterführen, kurz absetzen und schließen	OWNER=LOCAL_POOL_TARGET;ACTIVE=X32:A1;TARGET=LEER;PREVIOUS=SET	OWNER=LOCAL_POOL_TARGET;ACTIVE=CLOSED;TARGET=LEER;PREVIOUS=SET	NO	NEW_WORKSHOP_EXERCISE_NOT_MANUSCRIPT_TEXT
X33	CELESTIAL_TABLE	Lies den Sollwert des aktuellen Tabellenpostens, arbeite an derselben Zielstelle weiter und setze den länger gehaltenen Wert erneut ein.	S1_BARE_MASTER	E02|E08|E11	2f1c5e56e8f0ff459065 b921a237be883a820352 dd0ecaf5e27d81befffc dcda95c81a5460feb191 0275fbf14e07935b0a45 276a7c2d74d1143446f4	AIIN > Y | AL > OL | OK+EE+Y > OK+Y	aiin chey al cheol okeey choky	Sollmaß dieses Postens ; am Ziel weiterarbeiten ; den länger gehaltenen Posten weiter ansetzen	OWNER=CELESTIAL_TABLE;ACTIVE=X33:A1;TARGET=SET;PREVIOUS=LEER	OWNER=CELESTIAL_TABLE;ACTIVE=X33:A1;TARGET=SET;PREVIOUS=LEER	NO	NEW_WORKSHOP_EXERCISE_NOT_MANUSCRIPT_TEXT
X33	CELESTIAL_TABLE	Lies den Sollwert des aktuellen Tabellenpostens, arbeite an derselben Zielstelle weiter und setze den länger gehaltenen Wert erneut ein.	S2_Q_CELL_SCRIBE	E02|E08|E11	2f1c5e56e8f0ff459065 b921a237be883a820352 dd0ecaf5e27d81befffc dcda95c81a5460feb191 0275fbf14e07935b0a45 276a7c2d74d1143446f4	AIIN > Y | AL > OL | OK+EE+Y > OK+Y	aiin chey al cheol qokeey choky	Sollmaß dieses Postens ; am Ziel weiterarbeiten ; den länger gehaltenen Posten weiter ansetzen	OWNER=CELESTIAL_TABLE;ACTIVE=X33:A1;TARGET=SET;PREVIOUS=LEER	OWNER=CELESTIAL_TABLE;ACTIVE=X33:A1;TARGET=SET;PREVIOUS=LEER	NO	NEW_WORKSHOP_EXERCISE_NOT_MANUSCRIPT_TEXT
X33	CELESTIAL_TABLE	Lies den Sollwert des aktuellen Tabellenpostens, arbeite an derselben Zielstelle weiter und setze den länger gehaltenen Wert erneut ein.	S3_S_LINE_SCRIBE	E02|E08|E11	2f1c5e56e8f0ff459065 b921a237be883a820352 dd0ecaf5e27d81befffc dcda95c81a5460feb191 0275fbf14e07935b0a45 276a7c2d74d1143446f4	AIIN > Y | AL > OL | OK+EE+Y > OK+Y	aiin chey al cheol okeey choky	Sollmaß dieses Postens ; am Ziel weiterarbeiten ; den länger gehaltenen Posten weiter ansetzen	OWNER=CELESTIAL_TABLE;ACTIVE=X33:A1;TARGET=SET;PREVIOUS=LEER	OWNER=CELESTIAL_TABLE;ACTIVE=X33:A1;TARGET=SET;PREVIOUS=LEER	NO	NEW_WORKSHOP_EXERCISE_NOT_MANUSCRIPT_TEXT
X33	CELESTIAL_TABLE	Lies den Sollwert des aktuellen Tabellenpostens, arbeite an derselben Zielstelle weiter und setze den länger gehaltenen Wert erneut ein.	S4_MIXED_COMPACT	E02|E08|E11	2f1c5e56e8f0ff459065 b921a237be883a820352 dd0ecaf5e27d81befffc dcda95c81a5460feb191 0275fbf14e07935b0a45 276a7c2d74d1143446f4	AIIN > Y | AL > OL | OK+EE+Y > OK+Y	aiin shy al sol qokeey oky	Sollmaß dieses Postens ; am Ziel weiterarbeiten ; den länger gehaltenen Posten weiter ansetzen	OWNER=CELESTIAL_TABLE;ACTIVE=X33:A1;TARGET=SET;PREVIOUS=LEER	OWNER=CELESTIAL_TABLE;ACTIVE=X33:A1;TARGET=SET;PREVIOUS=LEER	NO	NEW_WORKSHOP_EXERCISE_NOT_MANUSCRIPT_TEXT
X34	PICTURED_PLANT	Führe denselben Pflanzenteil um das Sollmaß, gehe danach im gleichen Gang weiter, setze um, halte länger und schließe.	S1_BARE_MASTER	E06|E16|E09	b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352 e8a6105b5c3a6220b440 dcda95c81a5460feb191 6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	Y > AIIN > Y | OT+OL > OL | CHD+Y > OK+EE+CLOSE	chey aiin chey qotchol cheol chdy qokeedy	denselben Posten um das Sollmaß führen ; danach im selben Gang weiter ; umsetzen, länger ansetzen und schließen	OWNER=PICTURED_PLANT;ACTIVE=X34:A1;TARGET=LEER;PREVIOUS=SET	OWNER=PICTURED_PLANT;ACTIVE=CLOSED;TARGET=LEER;PREVIOUS=SET	NO	NEW_WORKSHOP_EXERCISE_NOT_MANUSCRIPT_TEXT
X34	PICTURED_PLANT	Führe denselben Pflanzenteil um das Sollmaß, gehe danach im gleichen Gang weiter, setze um, halte länger und schließe.	S2_Q_CELL_SCRIBE	E06|E16|E09	b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352 e8a6105b5c3a6220b440 dcda95c81a5460feb191 6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	Y > AIIN > Y | OT+OL > OL | CHD+Y > OK+EE+CLOSE	chey aiin chey qotchol cheol chdy qokeedy	denselben Posten um das Sollmaß führen ; danach im selben Gang weiter ; umsetzen, länger ansetzen und schließen	OWNER=PICTURED_PLANT;ACTIVE=X34:A1;TARGET=LEER;PREVIOUS=SET	OWNER=PICTURED_PLANT;ACTIVE=CLOSED;TARGET=LEER;PREVIOUS=SET	NO	NEW_WORKSHOP_EXERCISE_NOT_MANUSCRIPT_TEXT
X34	PICTURED_PLANT	Führe denselben Pflanzenteil um das Sollmaß, gehe danach im gleichen Gang weiter, setze um, halte länger und schließe.	S3_S_LINE_SCRIBE	E06|E16|E09	b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352 e8a6105b5c3a6220b440 dcda95c81a5460feb191 6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	Y > AIIN > Y | OT+OL > OL | CHD+Y > OK+EE+CLOSE	shy aiin chey qotchol cheol chdy qokeedy	denselben Posten um das Sollmaß führen ; danach im selben Gang weiter ; umsetzen, länger ansetzen und schließen	OWNER=PICTURED_PLANT;ACTIVE=X34:A1;TARGET=LEER;PREVIOUS=SET	OWNER=PICTURED_PLANT;ACTIVE=CLOSED;TARGET=LEER;PREVIOUS=SET	NO	NEW_WORKSHOP_EXERCISE_NOT_MANUSCRIPT_TEXT
X34	PICTURED_PLANT	Führe denselben Pflanzenteil um das Sollmaß, gehe danach im gleichen Gang weiter, setze um, halte länger und schließe.	S4_MIXED_COMPACT	E06|E16|E09	b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352 e8a6105b5c3a6220b440 dcda95c81a5460feb191 6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	Y > AIIN > Y | OT+OL > OL | CHD+Y > OK+EE+CLOSE	y aiin shy qotchol ol chdy qokeedy	denselben Posten um das Sollmaß führen ; danach im selben Gang weiter ; umsetzen, länger ansetzen und schließen	OWNER=PICTURED_PLANT;ACTIVE=X34:A1;TARGET=LEER;PREVIOUS=SET	OWNER=PICTURED_PLANT;ACTIVE=CLOSED;TARGET=LEER;PREVIOUS=SET	NO	NEW_WORKSHOP_EXERCISE_NOT_MANUSCRIPT_TEXT
X35	UPPER_PAIRED_BASINS	Nimm den laufenden Beckenansatz, bringe die nächste Portion zum Ziel, halte länger, setze kurz nach und schließe.	S1_BARE_MASTER	E03|E14|E10	7a4bb8136330ee4e6e56 b921a237be883a820352 94df4847b7b16c98394a dd0ecaf5e27d81befffc 0275fbf14e07935b0a45 7db18b2f0fb7ed0fcfd3	OR > Y | OL+AIN > AL | OK+EE+Y > OK+E+CLOSE	chor chey olkain al okeey qokedy	dieser laufende Ansatz ; die nächste Portion zum Ziel bringen ; länger halten, kurz nachsetzen und schließen	OWNER=UPPER_PAIRED_BASINS;ACTIVE=X35:A1;TARGET=SET;PREVIOUS=LEER	OWNER=UPPER_PAIRED_BASINS;ACTIVE=CLOSED;TARGET=SET;PREVIOUS=LEER	NO	NEW_WORKSHOP_EXERCISE_NOT_MANUSCRIPT_TEXT
X35	UPPER_PAIRED_BASINS	Nimm den laufenden Beckenansatz, bringe die nächste Portion zum Ziel, halte länger, setze kurz nach und schließe.	S2_Q_CELL_SCRIBE	E03|E14|E10	7a4bb8136330ee4e6e56 b921a237be883a820352 94df4847b7b16c98394a dd0ecaf5e27d81befffc 0275fbf14e07935b0a45 7db18b2f0fb7ed0fcfd3	OR > Y | OL+AIN > AL | OK+EE+Y > OK+E+CLOSE	chor chey olkain al qokeey qokedy	dieser laufende Ansatz ; die nächste Portion zum Ziel bringen ; länger halten, kurz nachsetzen und schließen	OWNER=UPPER_PAIRED_BASINS;ACTIVE=X35:A1;TARGET=SET;PREVIOUS=LEER	OWNER=UPPER_PAIRED_BASINS;ACTIVE=CLOSED;TARGET=SET;PREVIOUS=LEER	NO	NEW_WORKSHOP_EXERCISE_NOT_MANUSCRIPT_TEXT
X35	UPPER_PAIRED_BASINS	Nimm den laufenden Beckenansatz, bringe die nächste Portion zum Ziel, halte länger, setze kurz nach und schließe.	S3_S_LINE_SCRIBE	E03|E14|E10	7a4bb8136330ee4e6e56 b921a237be883a820352 94df4847b7b16c98394a dd0ecaf5e27d81befffc 0275fbf14e07935b0a45 7db18b2f0fb7ed0fcfd3	OR > Y | OL+AIN > AL | OK+EE+Y > OK+E+CLOSE	chor shy olkain al okeey qokedy	dieser laufende Ansatz ; die nächste Portion zum Ziel bringen ; länger halten, kurz nachsetzen und schließen	OWNER=UPPER_PAIRED_BASINS;ACTIVE=X35:A1;TARGET=SET;PREVIOUS=LEER	OWNER=UPPER_PAIRED_BASINS;ACTIVE=CLOSED;TARGET=SET;PREVIOUS=LEER	NO	NEW_WORKSHOP_EXERCISE_NOT_MANUSCRIPT_TEXT
X35	UPPER_PAIRED_BASINS	Nimm den laufenden Beckenansatz, bringe die nächste Portion zum Ziel, halte länger, setze kurz nach und schließe.	S4_MIXED_COMPACT	E03|E14|E10	7a4bb8136330ee4e6e56 b921a237be883a820352 94df4847b7b16c98394a dd0ecaf5e27d81befffc 0275fbf14e07935b0a45 7db18b2f0fb7ed0fcfd3	OR > Y | OL+AIN > AL | OK+EE+Y > OK+E+CLOSE	or y olkain al qokeey qokedy	dieser laufende Ansatz ; die nächste Portion zum Ziel bringen ; länger halten, kurz nachsetzen und schließen	OWNER=UPPER_PAIRED_BASINS;ACTIVE=X35:A1;TARGET=SET;PREVIOUS=LEER	OWNER=UPPER_PAIRED_BASINS;ACTIVE=CLOSED;TARGET=SET;PREVIOUS=LEER	NO	NEW_WORKSHOP_EXERCISE_NOT_MANUSCRIPT_TEXT
X36	CLOTH_FILTER	Setze den aktuellen Posten am Tuch auf Sollmaß, führe ihn hindurch weiter, lasse kurz absetzen und schließe.	S1_BARE_MASTER	E12|E05|E04	276a7c2d74d1143446f4 2f1c5e56e8f0ff459065 6f7ff8287eddf4da9fdb dcda95c81a5460feb191 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	OK+Y > AIIN | CHD+Y > OL | OL > SHED+E+CLOSE	choky aiin chdy cheol cheol cheedy	den aktuellen Posten auf Sollmaß setzen ; den Posten umsetzen und weiterführen ; weiterführen, kurz absetzen und schließen	OWNER=CLOTH_FILTER;ACTIVE=X36:A1;TARGET=LEER;PREVIOUS=LEER	OWNER=CLOTH_FILTER;ACTIVE=CLOSED;TARGET=LEER;PREVIOUS=LEER	NO	NEW_WORKSHOP_EXERCISE_NOT_MANUSCRIPT_TEXT
X36	CLOTH_FILTER	Setze den aktuellen Posten am Tuch auf Sollmaß, führe ihn hindurch weiter, lasse kurz absetzen und schließe.	S2_Q_CELL_SCRIBE	E12|E05|E04	276a7c2d74d1143446f4 2f1c5e56e8f0ff459065 6f7ff8287eddf4da9fdb dcda95c81a5460feb191 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	OK+Y > AIIN | CHD+Y > OL | OL > SHED+E+CLOSE	choky aiin chdy cheol cheol cheedy	den aktuellen Posten auf Sollmaß setzen ; den Posten umsetzen und weiterführen ; weiterführen, kurz absetzen und schließen	OWNER=CLOTH_FILTER;ACTIVE=X36:A1;TARGET=LEER;PREVIOUS=LEER	OWNER=CLOTH_FILTER;ACTIVE=CLOSED;TARGET=LEER;PREVIOUS=LEER	NO	NEW_WORKSHOP_EXERCISE_NOT_MANUSCRIPT_TEXT
X36	CLOTH_FILTER	Setze den aktuellen Posten am Tuch auf Sollmaß, führe ihn hindurch weiter, lasse kurz absetzen und schließe.	S3_S_LINE_SCRIBE	E12|E05|E04	276a7c2d74d1143446f4 2f1c5e56e8f0ff459065 6f7ff8287eddf4da9fdb dcda95c81a5460feb191 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	OK+Y > AIIN | CHD+Y > OL | OL > SHED+E+CLOSE	choky aiin chdy cheol cheol cheedy	den aktuellen Posten auf Sollmaß setzen ; den Posten umsetzen und weiterführen ; weiterführen, kurz absetzen und schließen	OWNER=CLOTH_FILTER;ACTIVE=X36:A1;TARGET=LEER;PREVIOUS=LEER	OWNER=CLOTH_FILTER;ACTIVE=CLOSED;TARGET=LEER;PREVIOUS=LEER	NO	NEW_WORKSHOP_EXERCISE_NOT_MANUSCRIPT_TEXT
