source_freeze_order	source_key_id	entry_order_within_key	source_language_entry	opaque_code_or_sign	key_identity	archive_shelfmark	date	edition_location	codebook_type	citation	stable_locator	source_sha256	inventory_status
11	LAVINDE_1379_KEY13	11	Veneti	vie	Gabriel de Lavinde, Zifera 13 [Anonymi]	Archivio Apostolico Vaticano, Collect. 393, ff.166-181	1379 manual stratum	Aloys Meister 1906, printed p.173, key 13	alphabet plus nomenclator	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.173	https://archive.org/download/diegeheimschrift00meisgoog/diegeheimschrift00meisgoog.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
12	LAVINDE_1379_KEY13	12	Andreas	bo	Gabriel de Lavinde, Zifera 13 [Anonymi]	Archivio Apostolico Vaticano, Collect. 393, ff.166-181	1379 manual stratum	Aloys Meister 1906, printed p.173, key 13	alphabet plus nomenclator	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.173	https://archive.org/download/diegeheimschrift00meisgoog/diegeheimschrift00meisgoog.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
13	LAVINDE_1379_KEY13	13	Monachus	an	Gabriel de Lavinde, Zifera 13 [Anonymi]	Archivio Apostolico Vaticano, Collect. 393, ff.166-181	1379 manual stratum	Aloys Meister 1906, printed p.173, key 13	alphabet plus nomenclator	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.173	https://archive.org/download/diegeheimschrift00meisgoog/diegeheimschrift00meisgoog.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
14	LAVINDE_1379_KEY13	14	Papia	tp	Gabriel de Lavinde, Zifera 13 [Anonymi]	Archivio Apostolico Vaticano, Collect. 393, ff.166-181	1379 manual stratum	Aloys Meister 1906, printed p.173, key 13	alphabet plus nomenclator	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.173	https://archive.org/download/diegeheimschrift00meisgoog/diegeheimschrift00meisgoog.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
15	LAVINDE_1379_KEY13	15	Mediolanum	lo	Gabriel de Lavinde, Zifera 13 [Anonymi]	Archivio Apostolico Vaticano, Collect. 393, ff.166-181	1379 manual stratum	Aloys Meister 1906, printed p.173, key 13	alphabet plus nomenclator	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.173	https://archive.org/download/diegeheimschrift00meisgoog/diegeheimschrift00meisgoog.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
16	LAVINDE_1379_KEY13	16	Cavallinus	co	Gabriel de Lavinde, Zifera 13 [Anonymi]	Archivio Apostolico Vaticano, Collect. 393, ff.166-181	1379 manual stratum	Aloys Meister 1906, printed p.173, key 13	alphabet plus nomenclator	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.173	https://archive.org/download/diegeheimschrift00meisgoog/diegeheimschrift00meisgoog.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
17	PISAN_PAPAL_AFTER_1412	1	Bononia	5	Dominico in curia apostolica / Marco Canetoli in Bologna	Archivio di Stato di Bologna, Archivio Demaniale, PP. Min. Conv. di S. Francesco, Mazzo 237/4369	after 1412	Aloys Meister 1906, printed p.23	alphabet, nomenclator, nulls	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.23	https://archive.org/download/diegeheimschrift00meis/diegeheimschrift00meis.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
18	PISAN_PAPAL_AFTER_1412	2	Gozadini	6	Dominico in curia apostolica / Marco Canetoli in Bologna	Archivio di Stato di Bologna, Archivio Demaniale, PP. Min. Conv. di S. Francesco, Mazzo 237/4369	after 1412	Aloys Meister 1906, printed p.23	alphabet, nomenclator, nulls	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.23	https://archive.org/download/diegeheimschrift00meis/diegeheimschrift00meis.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
19	PISAN_PAPAL_AFTER_1412	3	Guidotti	7	Dominico in curia apostolica / Marco Canetoli in Bologna	Archivio di Stato di Bologna, Archivio Demaniale, PP. Min. Conv. di S. Francesco, Mazzo 237/4369	after 1412	Aloys Meister 1906, printed p.23	alphabet, nomenclator, nulls	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.23	https://archive.org/download/diegeheimschrift00meis/diegeheimschrift00meis.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
20	PISAN_PAPAL_AFTER_1412	4	Isolani	8	Dominico in curia apostolica / Marco Canetoli in Bologna	Archivio di Stato di Bologna, Archivio Demaniale, PP. Min. Conv. di S. Francesco, Mazzo 237/4369	after 1412	Aloys Meister 1906, printed p.23	alphabet, nomenclator, nulls	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.23	https://archive.org/download/diegeheimschrift00meis/diegeheimschrift00meis.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
21	PISAN_PAPAL_AFTER_1412	5	Pepoli	9	Dominico in curia apostolica / Marco Canetoli in Bologna	Archivio di Stato di Bologna, Archivio Demaniale, PP. Min. Conv. di S. Francesco, Mazzo 237/4369	after 1412	Aloys Meister 1906, printed p.23	alphabet, nomenclator, nulls	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.23	https://archive.org/download/diegeheimschrift00meis/diegeheimschrift00meis.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
22	PISAN_PAPAL_AFTER_1412	6	Bentivogli	X	Dominico in curia apostolica / Marco Canetoli in Bologna	Archivio di Stato di Bologna, Archivio Demaniale, PP. Min. Conv. di S. Francesco, Mazzo 237/4369	after 1412	Aloys Meister 1906, printed p.23	alphabet, nomenclator, nulls	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.23	https://archive.org/download/diegeheimschrift00meis/diegeheimschrift00meis.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
23	PISAN_PAPAL_AFTER_1412	7	Zambecara	12	Dominico in curia apostolica / Marco Canetoli in Bologna	Archivio di Stato di Bologna, Archivio Demaniale, PP. Min. Conv. di S. Francesco, Mazzo 237/4369	after 1412	Aloys Meister 1906, printed p.23	alphabet, nomenclator, nulls	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.23	https://archive.org/download/diegeheimschrift00meis/diegeheimschrift00meis.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
24	PISAN_PAPAL_AFTER_1412	8	Cardinalis	13	Dominico in curia apostolica / Marco Canetoli in Bologna	Archivio di Stato di Bologna, Archivio Demaniale, PP. Min. Conv. di S. Francesco, Mazzo 237/4369	after 1412	Aloys Meister 1906, printed p.23	alphabet, nomenclator, nulls	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.23	https://archive.org/download/diegeheimschrift00meis/diegeheimschrift00meis.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
25	PISAN_PAPAL_AFTER_1412	9	Papa	14	Dominico in curia apostolica / Marco Canetoli in Bologna	Archivio di Stato di Bologna, Archivio Demaniale, PP. Min. Conv. di S. Francesco, Mazzo 237/4369	after 1412	Aloys Meister 1906, printed p.23	alphabet, nomenclator, nulls	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.23	https://archive.org/download/diegeheimschrift00meis/diegeheimschrift00meis.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
26	PISAN_PAPAL_AFTER_1412	10	Lancee	15	Dominico in curia apostolica / Marco Canetoli in Bologna	Archivio di Stato di Bologna, Archivio Demaniale, PP. Min. Conv. di S. Francesco, Mazzo 237/4369	after 1412	Aloys Meister 1906, printed p.23	alphabet, nomenclator, nulls	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.23	https://archive.org/download/diegeheimschrift00meis/diegeheimschrift00meis.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
27	PISAN_PAPAL_AFTER_1412	11	Equi	16	Dominico in curia apostolica / Marco Canetoli in Bologna	Archivio di Stato di Bologna, Archivio Demaniale, PP. Min. Conv. di S. Francesco, Mazzo 237/4369	after 1412	Aloys Meister 1906, printed p.23	alphabet, nomenclator, nulls	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.23	https://archive.org/download/diegeheimschrift00meis/diegeheimschrift00meis.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
28	PISAN_PAPAL_AFTER_1412	12	Pedites	17	Dominico in curia apostolica / Marco Canetoli in Bologna	Archivio di Stato di Bologna, Archivio Demaniale, PP. Min. Conv. di S. Francesco, Mazzo 237/4369	after 1412	Aloys Meister 1906, printed p.23	alphabet, nomenclator, nulls	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.23	https://archive.org/download/diegeheimschrift00meis/diegeheimschrift00meis.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
29	PISAN_PAPAL_AFTER_1412	13	Domini Bononie	18	Dominico in curia apostolica / Marco Canetoli in Bologna	Archivio di Stato di Bologna, Archivio Demaniale, PP. Min. Conv. di S. Francesco, Mazzo 237/4369	after 1412	Aloys Meister 1906, printed p.23	alphabet, nomenclator, nulls	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.23	https://archive.org/download/diegeheimschrift00meis/diegeheimschrift00meis.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
30	PISAN_PAPAL_AFTER_1412	14	D. Cambius de Zambecariis	19	Dominico in curia apostolica / Marco Canetoli in Bologna	Archivio di Stato di Bologna, Archivio Demaniale, PP. Min. Conv. di S. Francesco, Mazzo 237/4369	after 1412	Aloys Meister 1906, printed p.23	alphabet, nomenclator, nulls	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.23	https://archive.org/download/diegeheimschrift00meis/diegeheimschrift00meis.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
31	PISAN_PAPAL_AFTER_1412	15	Marcus de Canedulo	20	Dominico in curia apostolica / Marco Canetoli in Bologna	Archivio di Stato di Bologna, Archivio Demaniale, PP. Min. Conv. di S. Francesco, Mazzo 237/4369	after 1412	Aloys Meister 1906, printed p.23	alphabet, nomenclator, nulls	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.23	https://archive.org/download/diegeheimschrift00meis/diegeheimschrift00meis.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
32	PISAN_PAPAL_AFTER_1412	16	Marchio Ferarie	21	Dominico in curia apostolica / Marco Canetoli in Bologna	Archivio di Stato di Bologna, Archivio Demaniale, PP. Min. Conv. di S. Francesco, Mazzo 237/4369	after 1412	Aloys Meister 1906, printed p.23	alphabet, nomenclator, nulls	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.23	https://archive.org/download/diegeheimschrift00meis/diegeheimschrift00meis.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
33	PISAN_PAPAL_AFTER_1412	17	scripsi	22	Dominico in curia apostolica / Marco Canetoli in Bologna	Archivio di Stato di Bologna, Archivio Demaniale, PP. Min. Conv. di S. Francesco, Mazzo 237/4369	after 1412	Aloys Meister 1906, printed p.23	alphabet, nomenclator, nulls	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.23	https://archive.org/download/diegeheimschrift00meis/diegeheimschrift00meis.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
34	PISAN_PAPAL_AFTER_1412	18	quia	23	Dominico in curia apostolica / Marco Canetoli in Bologna	Archivio di Stato di Bologna, Archivio Demaniale, PP. Min. Conv. di S. Francesco, Mazzo 237/4369	after 1412	Aloys Meister 1906, printed p.23	alphabet, nomenclator, nulls	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.23	https://archive.org/download/diegeheimschrift00meis/diegeheimschrift00meis.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
35	PISAN_PAPAL_AFTER_1412	19	non	24	Dominico in curia apostolica / Marco Canetoli in Bologna	Archivio di Stato di Bologna, Archivio Demaniale, PP. Min. Conv. di S. Francesco, Mazzo 237/4369	after 1412	Aloys Meister 1906, printed p.23	alphabet, nomenclator, nulls	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.23	https://archive.org/download/diegeheimschrift00meis/diegeheimschrift00meis.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
36	PISAN_PAPAL_AFTER_1412	20	litere	25	Dominico in curia apostolica / Marco Canetoli in Bologna	Archivio di Stato di Bologna, Archivio Demaniale, PP. Min. Conv. di S. Francesco, Mazzo 237/4369	after 1412	Aloys Meister 1906, printed p.23	alphabet, nomenclator, nulls	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.23	https://archive.org/download/diegeheimschrift00meis/diegeheimschrift00meis.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
37	PISAN_PAPAL_AFTER_1412	21	denarii	26	Dominico in curia apostolica / Marco Canetoli in Bologna	Archivio di Stato di Bologna, Archivio Demaniale, PP. Min. Conv. di S. Francesco, Mazzo 237/4369	after 1412	Aloys Meister 1906, printed p.23	alphabet, nomenclator, nulls	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.23	https://archive.org/download/diegeheimschrift00meis/diegeheimschrift00meis.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
38	PISAN_PAPAL_AFTER_1412	22	arma	27	Dominico in curia apostolica / Marco Canetoli in Bologna	Archivio di Stato di Bologna, Archivio Demaniale, PP. Min. Conv. di S. Francesco, Mazzo 237/4369	after 1412	Aloys Meister 1906, printed p.23	alphabet, nomenclator, nulls	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.23	https://archive.org/download/diegeheimschrift00meis/diegeheimschrift00meis.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
39	PISAN_PAPAL_AFTER_1412	23	amici	28	Dominico in curia apostolica / Marco Canetoli in Bologna	Archivio di Stato di Bologna, Archivio Demaniale, PP. Min. Conv. di S. Francesco, Mazzo 237/4369	after 1412	Aloys Meister 1906, printed p.23	alphabet, nomenclator, nulls	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.23	https://archive.org/download/diegeheimschrift00meis/diegeheimschrift00meis.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
40	PISAN_PAPAL_AFTER_1412	24	Comes Albercius	29	Dominico in curia apostolica / Marco Canetoli in Bologna	Archivio di Stato di Bologna, Archivio Demaniale, PP. Min. Conv. di S. Francesco, Mazzo 237/4369	after 1412	Aloys Meister 1906, printed p.23	alphabet, nomenclator, nulls	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie (1906), p.23	https://archive.org/download/diegeheimschrift00meis/diegeheimschrift00meis.pdf	138d77ec5be897ac80540dfc60066146091f9952e3f91c9a49ccaf474fd3c6e1	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
41	FLORENCE_FI1_1414	1	per	NONUNICODE_SIGN__FI1_WORD_ROW_PER	Cifra Decemviri di Balia 1414 (Fi1)	Archivio di Stato di Firenze, Chiavi delle cifre II, Pars 3, Nr.1; Lettere della Signoria responsive, filza Nr.1	1414	Aloys Meister 1902, printed pp.49-50; Somogyi 2016 Fi1/table 3	homophonic alphabet plus three whole-word signs	Aloys Meister, Die Anfaenge der modernen diplomatischen Geheimschrift (1902), pp.49-50; Judit W. Somogyi, Verbum 2016, pp.205-208	https://books.google.com/books?id=8-Ux0geGhPIC	SOURCE_EDITION_LOCATOR_ONLY__ORIGINAL_KEY_SHELFMARK_SUPPLIED	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
42	FLORENCE_FI1_1414	2	et	NONUNICODE_SIGN__FI1_WORD_ROW_ET	Cifra Decemviri di Balia 1414 (Fi1)	Archivio di Stato di Firenze, Chiavi delle cifre II, Pars 3, Nr.1; Lettere della Signoria responsive, filza Nr.1	1414	Aloys Meister 1902, printed pp.49-50; Somogyi 2016 Fi1/table 3	homophonic alphabet plus three whole-word signs	Aloys Meister, Die Anfaenge der modernen diplomatischen Geheimschrift (1902), pp.49-50; Judit W. Somogyi, Verbum 2016, pp.205-208	https://books.google.com/books?id=8-Ux0geGhPIC	SOURCE_EDITION_LOCATOR_ONLY__ORIGINAL_KEY_SHELFMARK_SUPPLIED	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
43	FLORENCE_FI1_1414	3	che	NONUNICODE_SIGN__FI1_WORD_ROW_CHE	Cifra Decemviri di Balia 1414 (Fi1)	Archivio di Stato di Firenze, Chiavi delle cifre II, Pars 3, Nr.1; Lettere della Signoria responsive, filza Nr.1	1414	Aloys Meister 1902, printed pp.49-50; Somogyi 2016 Fi1/table 3	homophonic alphabet plus three whole-word signs	Aloys Meister, Die Anfaenge der modernen diplomatischen Geheimschrift (1902), pp.49-50; Judit W. Somogyi, Verbum 2016, pp.205-208	https://books.google.com/books?id=8-Ux0geGhPIC	SOURCE_EDITION_LOCATOR_ONLY__ORIGINAL_KEY_SHELFMARK_SUPPLIED	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
44	PISA_PI1_1442	1	ihs	NONUNICODE_SIGN__PI1_WORD_ROW_IHS	Pisan key Pi1, dated 7 November 1442	Pisa, Codex Spedali, Opera della Spina, Memorie e documenti, filza Nr.1895	1442-11-07	Aloys Meister 1902, printed pp.58-59; Somogyi 2016 Pi1	alphabet, seven frequent-word signs, tituli, punctuation	Aloys Meister, Die Anfaenge der modernen diplomatischen Geheimschrift (1902), pp.58-59; Judit W. Somogyi, Verbum 2016, pp.206-208	https://books.google.com/books?id=8-Ux0geGhPIC	SOURCE_EDITION_LOCATOR_ONLY__ORIGINAL_KEY_SHELFMARK_SUPPLIED	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
45	PISA_PI1_1442	2	che	NONUNICODE_SIGN__PI1_WORD_ROW_CHE	Pisan key Pi1, dated 7 November 1442	Pisa, Codex Spedali, Opera della Spina, Memorie e documenti, filza Nr.1895	1442-11-07	Aloys Meister 1902, printed pp.58-59; Somogyi 2016 Pi1	alphabet, seven frequent-word signs, tituli, punctuation	Aloys Meister, Die Anfaenge der modernen diplomatischen Geheimschrift (1902), pp.58-59; Judit W. Somogyi, Verbum 2016, pp.206-208	https://books.google.com/books?id=8-Ux0geGhPIC	SOURCE_EDITION_LOCATOR_ONLY__ORIGINAL_KEY_SHELFMARK_SUPPLIED	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
46	PISA_PI1_1442	3	et	NONUNICODE_SIGN__PI1_WORD_ROW_ET	Pisan key Pi1, dated 7 November 1442	Pisa, Codex Spedali, Opera della Spina, Memorie e documenti, filza Nr.1895	1442-11-07	Aloys Meister 1902, printed pp.58-59; Somogyi 2016 Pi1	alphabet, seven frequent-word signs, tituli, punctuation	Aloys Meister, Die Anfaenge der modernen diplomatischen Geheimschrift (1902), pp.58-59; Judit W. Somogyi, Verbum 2016, pp.206-208	https://books.google.com/books?id=8-Ux0geGhPIC	SOURCE_EDITION_LOCATOR_ONLY__ORIGINAL_KEY_SHELFMARK_SUPPLIED	FROZEN_BEFORE_CARD_CONTEXT_COMPARISON
