audit_occurrence_id	target_rank	selection_class	joint_tuple_id	event_serial	section	page	record_unit_id	locus	field_id	statement_id	surface_display_only	formal_formula_opaque	terminal_status	line_position	field_position	statement_position	record_position	previous_exact_tuple_in_record	next_exact_tuple_in_record	strict_formal_prompt	legacy_selected_mnemonic	parse_status	legacy_iatromedical_expansion_not_evidence	legacy_practical_expansion_not_evidence	atomic_minimal_gloss_tested	occurrence_assessment	close_confound_flag	source_attestation_match	portable_dictionary_decision	semantic_ceiling
O011	2	V69_REUSABLE_CONTROL	276a7c2d74d1143446f4	140	BIOLOGICAL	f81v	B1	f81v.18	F033	B1-S011	qoky	OPAQUE_PAYLOAD	NONCLOSE	END	END	END	MIDDLE	2cc8bb3c2af19607888f	be0974b366c981dc1eef	NONE	ANWENDEN?	UNIQUE_EXACT	[CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T010] [EXEMPLAR:A001+A005+A011+A015+A020:die Badecharge am vorgesehenen Waschplatz gebrauchen]	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F033]	APPLY_OR_USE?	LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O012	2	V69_REUSABLE_CONTROL	276a7c2d74d1143446f4	188	BIOLOGICAL	f82r	B2	f82r.4	F052	B2-S006	qoky	OPAQUE_PAYLOAD	NONCLOSE	END	END	END	MIDDLE	c1913ec4ff84148da6d3	cbb42a4fe68068325d6b	NONE	ANWENDEN?	UNIQUE_EXACT	[CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T007] [EXEMPLAR:A001+A004+A005+A011+A014+A015+A021:die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen]	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F052]	APPLY_OR_USE?	LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O013	2	V69_REUSABLE_CONTROL	276a7c2d74d1143446f4	195	BIOLOGICAL	f82r	B2	f82r.7	F056	B2-S010	qoky	OPAQUE_PAYLOAD	NONCLOSE	MIDDLE	MIDDLE	MIDDLE	MIDDLE	0275fbf14e07935b0a45	5eff216ba51fbfb21f22	NONE	ANWENDEN?	UNIQUE_EXACT	[CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009] [EXEMPLAR:A001+A004+A005+A011+A014+A015+A021:die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen]	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F056]	APPLY_OR_USE?	LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O014	2	V69_REUSABLE_CONTROL	276a7c2d74d1143446f4	247	BIOLOGICAL	f83r	B3	f83r.6	F079	B3-S009	qoky	OPAQUE_PAYLOAD	NONCLOSE	END	SINGLE	SINGLE	MIDDLE	de7321bface5628e35d6	ba540da978ea132f6da5	NONE	ANWENDEN?	UNIQUE_EXACT	[CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004] [EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen]	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F079]	APPLY_OR_USE?	LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O015	2	V69_REUSABLE_CONTROL	276a7c2d74d1143446f4	251	BIOLOGICAL	f83r	B3	f83r.8	F081	B3-S011	qoky	OPAQUE_PAYLOAD	NONCLOSE	MIDDLE	MIDDLE	MIDDLE	MIDDLE	348e81ba084c5acdb32b	6f7ff8287eddf4da9fdb	NONE	ANWENDEN?	UNIQUE_EXACT	[CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005] [EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen]	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F081]	APPLY_OR_USE?	LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O016	2	V69_REUSABLE_CONTROL	276a7c2d74d1143446f4	298	BIOLOGICAL	f83r	B3	f83r.20	F103	B3-S030	qoky	OPAQUE_PAYLOAD	NONCLOSE	MIDDLE	START	START	MIDDLE	7db18b2f0fb7ed0fcfd3	2f1c5e56e8f0ff459065	NONE	ANWENDEN?	UNIQUE_EXACT	[CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014] [EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen]	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F103]	APPLY_OR_USE?	LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O017	2	V69_REUSABLE_CONTROL	276a7c2d74d1143446f4	323	BIOLOGICAL	f83r	B4	f83r.26	F112	B4-S003	qoky	OPAQUE_PAYLOAD	NONCLOSE	MIDDLE	MIDDLE	MIDDLE	MIDDLE	0275fbf14e07935b0a45	dcda95c81a5460feb191	NONE	ANWENDEN?	UNIQUE_EXACT	[CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002] [EXEMPLAR:A001+A004+A005+A006+A010+A011+A015+A023:den gefilterten Waschposten an der äußeren Haut- oder Wundstelle gebrauchen]	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F112]	APPLY_OR_USE?	LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O018	3	V69_REUSABLE_CONTROL	2f1c5e56e8f0ff459065	9	HERBAL	f10r	H1	f10r.2	F001	H1-S001	daiin	OPAQUE_PAYLOAD	NONCLOSE	MIDDLE	MIDDLE	MIDDLE	MIDDLE	276a7c2d74d1143446f4	a6939862e33ece5a0483	VORGABEPARAMETER?	MASS?	UNIQUE_CONVERGENT_CHANNELS	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:in kleinem örtlichem Maß]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollwert für die Prüfportion in das Losregister eintragen]	QUANTITY_OR_PARAMETER?	LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O019	3	V69_REUSABLE_CONTROL	2f1c5e56e8f0ff459065	22	HERBAL	f10r	H2	f10r.6	F003	H2-S001	taiin	OPAQUE_PAYLOAD	NONCLOSE	MIDDLE	MIDDLE	MIDDLE	MIDDLE	b921a237be883a820352	b921a237be883a820352	NONE	MASS?	UNIQUE_EXACT	[CARD:MASS?] [EXEMPLAR:ein örtlich vorgeschriebenes Maß]	MASS?=vorgesehenen Mengenwert buchen ; LOCAL[Sollmenge für H2-P01 buchen]	QUANTITY_OR_PARAMETER?	LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O020	3	V69_REUSABLE_CONTROL	2f1c5e56e8f0ff459065	30	HERBAL	f10r	H2	f10r.8	F004	H2-S002	daiin	OPAQUE_PAYLOAD	NONCLOSE	MIDDLE	MIDDLE	MIDDLE	MIDDLE	dcda95c81a5460feb191	4d4559019a961b834aa1	VORGABEPARAMETER?	MASS?	UNIQUE_CONVERGENT_CHANNELS	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:ein gleiches örtliches Maß]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge für H2-P02 buchen]	QUANTITY_OR_PARAMETER?	LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O021	3	V69_REUSABLE_CONTROL	2f1c5e56e8f0ff459065	51	HERBAL	f11r	H3	f11r.4	F008	H3-S003	daiin	OPAQUE_PAYLOAD	NONCLOSE	END	END	END	MIDDLE	b921a237be883a820352	a48efd6c4491a046ba78	VORGABEPARAMETER?	MASS?	UNIQUE_CONVERGENT_CHANNELS	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:in kleinem örtlichem Maß]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge je Probenglas buchen]	QUANTITY_OR_PARAMETER?	LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O022	3	V69_REUSABLE_CONTROL	2f1c5e56e8f0ff459065	57	HERBAL	f55v	H4	f55v.5	F010	H4-S001	chaiin	OPAQUE_PAYLOAD	NONCLOSE	MIDDLE	MIDDLE	MIDDLE	MIDDLE	b5fcea1eaed06b2f2291	403c1592f918c8f23b88	NONE	MASS?	UNIQUE_EXACT	[CARD:MASS?] [EXEMPLAR:ein örtlich vorgeschriebenes Maß]	MASS?=vorgesehenen Mengenwert buchen ; LOCAL[Sollmenge frischer breiter Blätter buchen]	QUANTITY_OR_PARAMETER?	LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O023	3	V69_REUSABLE_CONTROL	2f1c5e56e8f0ff459065	61	HERBAL	f55v	H4	f55v.5	F011	H4-S002	daiin	OPAQUE_PAYLOAD	NONCLOSE	MIDDLE	START	START	MIDDLE	97cc9ac109148723c472	6f7ff8287eddf4da9fdb	VORGABEPARAMETER?	MASS?	UNIQUE_CONVERGENT_CHANNELS	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:miss eine Portion des Ansatzes ab]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge aus H4-P01 abteilen]	QUANTITY_OR_PARAMETER?	LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O024	3	V69_REUSABLE_CONTROL	2f1c5e56e8f0ff459065	68	HERBAL	f55v	H4	f55v.11	F013	H4-S004	aiin	OPAQUE_PAYLOAD	NONCLOSE	MIDDLE	START	START	MIDDLE	1b1ffdd869fb1429ad03	308e8ea2d5d190c498e8	NONE	MASS?	UNIQUE_EXACT	[CARD:MASS?] [EXEMPLAR:nimm ein örtliches Maß der zurückbehaltenen Blätter]	MASS?=vorgesehenen Mengenwert buchen ; LOCAL[Sollmenge der zweiten Flotte buchen]	QUANTITY_OR_PARAMETER?	LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O025	3	V69_REUSABLE_CONTROL	2f1c5e56e8f0ff459065	77	HERBAL	f56r	H5	f56r.5	F014	H5-S001	daiin	OPAQUE_PAYLOAD	NONCLOSE	END	END	MIDDLE	MIDDLE	0ec6a45e2950e8e7061d	2cc054357a929df85f64	VORGABEPARAMETER?	MASS?	UNIQUE_CONVERGENT_CHANNELS	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:nur ein kleines örtliches Maß]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge der Krautfraktion buchen]	QUANTITY_OR_PARAMETER?	LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O026	3	V69_REUSABLE_CONTROL	2f1c5e56e8f0ff459065	100	HERBAL	f56r	H5	f56r.19	F020	H5-S006	daiin	OPAQUE_PAYLOAD	NONCLOSE	END	END	END	END	9bb7122b386ebbc6138f	RECORD_END	VORGABEPARAMETER?	MASS?	UNIQUE_CONVERGENT_CHANNELS	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:ein kleines örtliches Maß]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge des Referenzloses buchen]	QUANTITY_OR_PARAMETER?	LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O027	3	V69_REUSABLE_CONTROL	2f1c5e56e8f0ff459065	116	BIOLOGICAL	f81v	B1	f81v.7	F023	B1-S002	daiin	OPAQUE_PAYLOAD	NONCLOSE	MIDDLE	MIDDLE	MIDDLE	MIDDLE	4eab1841ed655c20a348	93f69c38fdedee1598e9	VORGABEPARAMETER?	MASS?	UNIQUE_CONVERGENT_CHANNELS	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002] [EXEMPLAR:A010+A011+A020:den aktiven Posten nach der örtlichen Vorschrift bemessen]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B1:F023:M]	QUANTITY_OR_PARAMETER?	LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O028	3	V69_REUSABLE_CONTROL	2f1c5e56e8f0ff459065	118	BIOLOGICAL	f81v	B1	f81v.7	F023	B1-S002	daiin	OPAQUE_PAYLOAD	NONCLOSE	MIDDLE	MIDDLE	MIDDLE	MIDDLE	93f69c38fdedee1598e9	2cc8bb3c2af19607888f	VORGABEPARAMETER?	MASS?	UNIQUE_CONVERGENT_CHANNELS	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002] [EXEMPLAR:A010+A011+A020:den aktiven Posten nach der örtlichen Vorschrift bemessen]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B1:F023:M]	QUANTITY_OR_PARAMETER?	LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O029	3	V69_REUSABLE_CONTROL	2f1c5e56e8f0ff459065	207	BIOLOGICAL	f82r	B2	f82r.23	F059	B2-S012	daiin	OPAQUE_PAYLOAD	NONCLOSE	MIDDLE	MIDDLE	MIDDLE	MIDDLE	5fca8fc3dee57e1d8c1f	b921a237be883a820352	VORGABEPARAMETER?	MASS?	UNIQUE_CONVERGENT_CHANNELS	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003] [EXEMPLAR:A010+A011+A021:den aktiven Posten nach der örtlichen Vorschrift bemessen]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B2:F059:M]	QUANTITY_OR_PARAMETER?	LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
