event_serial	page	locus	record_unit_id	field_id	statement_id	event_index_in_record	joint_tuple_id	surface_display_only	position_in_field	field_length	complete_field_surface_display_only	terminal_status	v77_r4_decision	v77_r4_gloss	occurrence_reading	semantic_ceiling
23	f10r	f10r.6	H2	F003	H2-S001	9	b921a237be883a820352	shy	9	9	ycheor cthy chor cthaiin qoctholy dy chy taiin shy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
25	f10r	f10r.8	H2	F004	H2-S002	11	7a4bb8136330ee4e6e56	chor	2	8	qotchor chor otol chol cholor chol daiin dar	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
27	f10r	f10r.8	H2	F004	H2-S002	13	dcda95c81a5460feb191	chol	4	8	qotchor chor otol chol cholor chol daiin dar	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	ET?__UND_ODER_AUCH?	[ET?__UND_ODER_AUCH?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
28	f10r	f10r.8	H2	F004	H2-S002	14	dec401773c1f0347793d	cholor	5	8	qotchor chor otol chol cholor chol daiin dar	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
29	f10r	f10r.8	H2	F004	H2-S002	15	dcda95c81a5460feb191	chol	6	8	qotchor chor otol chol cholor chol daiin dar	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	ET?__UND_ODER_AUCH?	[ET?__UND_ODER_AUCH?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
30	f10r	f10r.8	H2	F004	H2-S002	16	2f1c5e56e8f0ff459065	daiin	7	8	qotchor chor otol chol cholor chol daiin dar	NONCLOSE	FORMAL_LABEL_NOT_WORD	FORMAL_PARAMETER_CHANNEL__NOT_A_WORD	[FORMAL_LABEL_NOT_WORD]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
31	f10r	f10r.8	H2	F004	H2-S002	17	4d4559019a961b834aa1	dar	8	8	qotchor chor otol chol cholor chol daiin dar	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
33	f10r	f10r.9	H2	F005	H2-S003	19	7a4bb8136330ee4e6e56	shor	2	7	oykchor shor chor chy kaiiin dy chodaiin	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
34	f10r	f10r.9	H2	F005	H2-S003	20	7a4bb8136330ee4e6e56	chor	3	7	oykchor shor chor chy kaiiin dy chodaiin	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
35	f10r	f10r.9	H2	F005	H2-S003	21	b921a237be883a820352	chy	4	7	oykchor shor chor chy kaiiin dy chodaiin	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
37	f10r	f10r.9	H2	F005	H2-S003	23	b921a237be883a820352	dy	6	7	oykchor shor chor chy kaiiin dy chodaiin	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
44	f11r	f11r.1	H3	F006	H3-S001	6	b5df9126607030b95175	shey	6	7	tshol schoal cfhy shfydaiin cphy shey tchody	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
48	f11r	f11r.4	H3	F008	H3-S003	10	b921a237be883a820352	chy	2	5	dchol chy kchy dy daiin	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
50	f11r	f11r.4	H3	F008	H3-S003	12	b921a237be883a820352	dy	4	5	dchol chy kchy dy daiin	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
51	f11r	f11r.4	H3	F008	H3-S003	13	2f1c5e56e8f0ff459065	daiin	5	5	dchol chy kchy dy daiin	NONCLOSE	FORMAL_LABEL_NOT_WORD	FORMAL_PARAMETER_CHANNEL__NOT_A_WORD	[FORMAL_LABEL_NOT_WORD]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
54	f11r	f11r.7	H3	F009	H3-S004	16	e0b630cb1b5df5e7105b	cthy	3	4	qotchy okchol cthy dy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
55	f11r	f11r.7	H3	F009	H3-S004	17	b921a237be883a820352	dy	4	4	qotchy okchol cthy dy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
56	f55v	f55v.5	H4	F010	H4-S001	1	b5fcea1eaed06b2f2291	qokaiin	1	5	qokaiin chaiin ykain ykan ody	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	PER?__DURCH_ODER_GEMAESS?	[PER?__DURCH_ODER_GEMAESS?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
57	f55v	f55v.5	H4	F010	H4-S001	2	2f1c5e56e8f0ff459065	chaiin	2	5	qokaiin chaiin ykain ykan ody	NONCLOSE	FORMAL_LABEL_NOT_WORD	FORMAL_PARAMETER_CHANNEL__NOT_A_WORD	[FORMAL_LABEL_NOT_WORD]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
61	f55v	f55v.5	H4	F011	H4-S002	6	2f1c5e56e8f0ff459065	daiin	1	3	daiin chedy talam	NONCLOSE	FORMAL_LABEL_NOT_WORD	FORMAL_PARAMETER_CHANNEL__NOT_A_WORD	[FORMAL_LABEL_NOT_WORD]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
62	f55v	f55v.5	H4	F011	H4-S002	7	6f7ff8287eddf4da9fdb	chedy	2	3	daiin chedy talam	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
68	f55v	f55v.11	H4	F013	H4-S004	13	2f1c5e56e8f0ff459065	aiin	1	6	aiin okal oltchy or y orain	NONCLOSE	FORMAL_LABEL_NOT_WORD	FORMAL_PARAMETER_CHANNEL__NOT_A_WORD	[FORMAL_LABEL_NOT_WORD]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
69	f55v	f55v.11	H4	F013	H4-S004	14	308e8ea2d5d190c498e8	okal	2	6	aiin okal oltchy or y orain	NONCLOSE	FORMAL_LABEL_NOT_WORD	FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD	[FORMAL_LABEL_NOT_WORD]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
71	f55v	f55v.11	H4	F013	H4-S004	16	7a4bb8136330ee4e6e56	or	4	6	aiin okal oltchy or y orain	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
72	f55v	f55v.11	H4	F013	H4-S004	17	b921a237be883a820352	y	5	6	aiin okal oltchy or y orain	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
75	f56r	f56r.5	H5	F014	H5-S001	2	2cc054357a929df85f64	cho	2	4	chochor cho chodaly daiin	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
77	f56r	f56r.5	H5	F014	H5-S001	4	2f1c5e56e8f0ff459065	daiin	4	4	chochor cho chodaly daiin	NONCLOSE	FORMAL_LABEL_NOT_WORD	FORMAL_PARAMETER_CHANNEL__NOT_A_WORD	[FORMAL_LABEL_NOT_WORD]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
78	f56r	f56r.7	H5	F015	H5-S001	5	2cc054357a929df85f64	sho	1	5	sho kchol otchor choky dal	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
81	f56r	f56r.7	H5	F015	H5-S001	8	276a7c2d74d1143446f4	choky	4	5	sho kchol otchor choky dal	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
82	f56r	f56r.7	H5	F015	H5-S001	9	dd0ecaf5e27d81befffc	dal	5	5	sho kchol otchor choky dal	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
85	f56r	f56r.8	H5	F016	H5-S002	12	276a7c2d74d1143446f4	choky	3	4	schol choy choky cheeckhody	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
88	f56r	f56r.12	H5	F017	H5-S003	15	2cc054357a929df85f64	cho	2	4	sh cho kchey qokokchy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
94	f56r	f56r.18	H5	F019	H5-S005	21	2cc054357a929df85f64	sho	1	4	sho chokchy kchoar sotodan	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
98	f56r	f56r.19	H5	F020	H5-S006	25	faf321940aed922846a9	otchey	1	3	otchey keol daiin	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
100	f56r	f56r.19	H5	F020	H5-S006	27	2f1c5e56e8f0ff459065	daiin	3	3	otchey keol daiin	NONCLOSE	FORMAL_LABEL_NOT_WORD	FORMAL_PARAMETER_CHANNEL__NOT_A_WORD	[FORMAL_LABEL_NOT_WORD]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
101	f81v	f81v.2	B1	F021	B1-S001	1	7db18b2f0fb7ed0fcfd3	qokedy	1	1	qokedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
102	f81v	f81v.2	B1	F022	B1-S002	2	b5fcea1eaed06b2f2291	okaiin	1	11	okaiin kair okal sar ol kain olkain al ol rol dl	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	PER?__DURCH_ODER_GEMAESS?	[PER?__DURCH_ODER_GEMAESS?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
104	f81v	f81v.2	B1	F022	B1-S002	4	308e8ea2d5d190c498e8	okal	3	11	okaiin kair okal sar ol kain olkain al ol rol dl	NONCLOSE	FORMAL_LABEL_NOT_WORD	FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD	[FORMAL_LABEL_NOT_WORD]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
105	f81v	f81v.2	B1	F022	B1-S002	5	4d4559019a961b834aa1	sar	4	11	okaiin kair okal sar ol kain olkain al ol rol dl	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
106	f81v	f81v.2	B1	F022	B1-S002	6	dcda95c81a5460feb191	ol	5	11	okaiin kair okal sar ol kain olkain al ol rol dl	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	ET?__UND_ODER_AUCH?	[ET?__UND_ODER_AUCH?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
109	f81v	f81v.2	B1	F022	B1-S002	9	dd0ecaf5e27d81befffc	al	8	11	okaiin kair okal sar ol kain olkain al ol rol dl	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
110	f81v	f81v.2	B1	F022	B1-S002	10	dcda95c81a5460feb191	ol	9	11	okaiin kair okal sar ol kain olkain al ol rol dl	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	ET?__UND_ODER_AUCH?	[ET?__UND_ODER_AUCH?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
113	f81v	f81v.7	B1	F023	B1-S002	13	dec401773c1f0347793d	olor	1	8	olor ol sheckhal daiin qokeedal daiin chckhy schedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
114	f81v	f81v.7	B1	F023	B1-S002	14	dcda95c81a5460feb191	ol	2	8	olor ol sheckhal daiin qokeedal daiin chckhy schedy	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	ET?__UND_ODER_AUCH?	[ET?__UND_ODER_AUCH?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
116	f81v	f81v.7	B1	F023	B1-S002	16	2f1c5e56e8f0ff459065	daiin	4	8	olor ol sheckhal daiin qokeedal daiin chckhy schedy	NONCLOSE	FORMAL_LABEL_NOT_WORD	FORMAL_PARAMETER_CHANNEL__NOT_A_WORD	[FORMAL_LABEL_NOT_WORD]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
118	f81v	f81v.7	B1	F023	B1-S002	18	2f1c5e56e8f0ff459065	daiin	6	8	olor ol sheckhal daiin qokeedal daiin chckhy schedy	NONCLOSE	FORMAL_LABEL_NOT_WORD	FORMAL_PARAMETER_CHANNEL__NOT_A_WORD	[FORMAL_LABEL_NOT_WORD]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
119	f81v	f81v.7	B1	F023	B1-S002	19	2cc8bb3c2af19607888f	chckhy	7	8	olor ol sheckhal daiin qokeedal daiin chckhy schedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
120	f81v	f81v.7	B1	F023	B1-S002	20	259b2b3b0bf859882e2c	schedy	8	8	olor ol sheckhal daiin qokeedal daiin chckhy schedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
121	f81v	f81v.7	B1	F024	B1-S003	21	dcda95c81a5460feb191	qol	1	1	qol	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	ET?__UND_ODER_AUCH?	[ET?__UND_ODER_AUCH?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
123	f81v	f81v.17	B1	F026	B1-S004	23	6f7ff8287eddf4da9fdb	chedy	1	3	chedy ol shedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
124	f81v	f81v.17	B1	F026	B1-S004	24	dcda95c81a5460feb191	ol	2	3	chedy ol shedy	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	ET?__UND_ODER_AUCH?	[ET?__UND_ODER_AUCH?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
125	f81v	f81v.17	B1	F026	B1-S004	25	bc4f1f5c006c74a4d26d	shedy	3	3	chedy ol shedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
126	f81v	f81v.17	B1	F027	B1-S005	26	28ffbc88b97772a75f1e	qolchedy	1	1	qolchedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
127	f81v	f81v.17	B1	F028	B1-S006	27	1645e612504fcef59ced	qokain	1	4	qokain shckhy dl ral	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
128	f81v	f81v.17	B1	F028	B1-S006	28	2cc8bb3c2af19607888f	shckhy	2	4	qokain shckhy dl ral	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
132	f81v	f81v.18	B1	F030	B1-S008	32	b921a237be883a820352	chey	1	5	chey ol cheky ol shedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
133	f81v	f81v.18	B1	F030	B1-S008	33	dcda95c81a5460feb191	ol	2	5	chey ol cheky ol shedy	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	ET?__UND_ODER_AUCH?	[ET?__UND_ODER_AUCH?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
135	f81v	f81v.18	B1	F030	B1-S008	35	dcda95c81a5460feb191	ol	4	5	chey ol cheky ol shedy	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	ET?__UND_ODER_AUCH?	[ET?__UND_ODER_AUCH?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
136	f81v	f81v.18	B1	F030	B1-S008	36	bc4f1f5c006c74a4d26d	shedy	5	5	chey ol cheky ol shedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
137	f81v	f81v.18	B1	F031	B1-S009	37	7db18b2f0fb7ed0fcfd3	qokedy	1	1	qokedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
138	f81v	f81v.18	B1	F032	B1-S010	38	7db18b2f0fb7ed0fcfd3	qokedy	1	1	qokedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
139	f81v	f81v.18	B1	F033	B1-S011	39	2cc8bb3c2af19607888f	chckhy	1	2	chckhy qoky	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
140	f81v	f81v.18	B1	F033	B1-S011	40	276a7c2d74d1143446f4	qoky	2	2	chckhy qoky	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
145	f81v	f81v.21	B1	F036	B1-S014	45	6f7ff8287eddf4da9fdb	chedy	1	5	chedy qolky lchedal qol otar	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
148	f81v	f81v.21	B1	F036	B1-S014	48	dcda95c81a5460feb191	qol	4	5	chedy qolky lchedal qol otar	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	ET?__UND_ODER_AUCH?	[ET?__UND_ODER_AUCH?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
152	f81v	f81v.24	B1	F038	B1-S016	52	308e8ea2d5d190c498e8	qokal	1	4	qokal okeey qol cheedy	NONCLOSE	FORMAL_LABEL_NOT_WORD	FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD	[FORMAL_LABEL_NOT_WORD]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
153	f81v	f81v.24	B1	F038	B1-S016	53	0275fbf14e07935b0a45	okeey	2	4	qokal okeey qol cheedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
154	f81v	f81v.24	B1	F038	B1-S016	54	dcda95c81a5460feb191	qol	3	4	qokal okeey qol cheedy	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	ET?__UND_ODER_AUCH?	[ET?__UND_ODER_AUCH?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
155	f81v	f81v.24	B1	F038	B1-S016	55	bc4f1f5c006c74a4d26d	cheedy	4	4	qokal okeey qol cheedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
156	f81v	f81v.24	B1	F039	B1-S017	56	dd0ecaf5e27d81befffc	sal	1	3	sal teol dchdy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
