source_group_id	edition	page	locus	kind	block	source_group_index	ivtff_group_raw	left_separator	right_separator	model	reading	role
ZL3b|f77r.11|G003	ZL3b	f77r	f77r.11	P	f77r:P1	3	shedy	DEFINITE_SPACE	DEFINITE_SPACE	M	Flüssigkeit?	MATERIAL
ZL3b|f77r.11|G004	ZL3b	f77r	f77r.11	P	f77r:P1	4	chol	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chol⟧	UNREAD
ZL3b|f77r.11|G005	ZL3b	f77r	f77r.11	P	f77r:P1	5	shedy	DEFINITE_SPACE	DEFINITE_SPACE	M	Flüssigkeit?	MATERIAL
ZL3b|f77r.11|G006	ZL3b	f77r	f77r.11	P	f77r:P1	6	shcthey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦shcthey⟧	UNREAD
ZL3b|f77r.11|G007	ZL3b	f77r	f77r.11	P	f77r:P1	7	qokeedy	DEFINITE_SPACE	DEFINITE_SPACE	M	fließt?	FLOW
ZL3b|f77r.11|G008	ZL3b	f77r	f77r.11	P	f77r:P1	8	oteedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦oteedy⟧	UNREAD
ZL3b|f77r.11|G009	ZL3b	f77r	f77r.11	P	f77r:P1	9	cham	DEFINITE_SPACE	LINE_END	M	⟦cham⟧	UNREAD
ZL3b|f77r.12|G001	ZL3b	f77r	f77r.12	P	f77r:P1	1	solteedy	LINE_START	DEFINITE_SPACE	M	⟦solteedy⟧	UNREAD
ZL3b|f77r.12|G002	ZL3b	f77r	f77r.12	P	f77r:P1	2	qoteedy	DEFINITE_SPACE	DEFINITE_SPACE	M	warm?	QUALITY
ZL3b|f77r.12|G003	ZL3b	f77r	f77r.12	P	f77r:P1	3	qodeedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qodeedy⟧	UNREAD
ZL3b|f77r.12|G004	ZL3b	f77r	f77r.12	P	f77r:P1	4	chedaiin	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chedaiin⟧	UNREAD
ZL3b|f77r.12|G005	ZL3b	f77r	f77r.12	P	f77r:P1	5	chedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chedy⟧	UNREAD
ZL3b|f77r.12|G006	ZL3b	f77r	f77r.12	P	f77r:P1	6	shedaiin	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦shedaiin⟧	UNREAD
ZL3b|f77r.12|G007	ZL3b	f77r	f77r.12	P	f77r:P1	7	she[a:o]lol	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦she[a:o]lol⟧	UNREAD
ZL3b|f77r.12|G008	ZL3b	f77r	f77r.12	P	f77r:P1	8	ched	DEFINITE_SPACE	LINE_END	M	⟦ched⟧	UNREAD
ZL3b|f77r.13|G001	ZL3b	f77r	f77r.13	P	f77r:P1	1	qokeedy	LINE_START	DEFINITE_SPACE	M	fließt?	FLOW
ZL3b|f77r.13|G002	ZL3b	f77r	f77r.13	P	f77r:P1	2	qol	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	M	⟦qol⟧	UNREAD
ZL3b|f77r.13|G003	ZL3b	f77r	f77r.13	P	f77r:P1	3	sheedy	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	M	⟦sheedy⟧	UNREAD
ZL3b|f77r.13|G004	ZL3b	f77r	f77r.13	P	f77r:P1	4	shol	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦shol⟧	UNREAD
ZL3b|f77r.13|G005	ZL3b	f77r	f77r.13	P	f77r:P1	5	tedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦tedy⟧	UNREAD
ZL3b|f77r.13|G006	ZL3b	f77r	f77r.13	P	f77r:P1	6	chedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chedy⟧	UNREAD
ZL3b|f77r.13|G007	ZL3b	f77r	f77r.13	P	f77r:P1	7	lsheedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦lsheedy⟧	UNREAD
ZL3b|f77r.13|G008	ZL3b	f77r	f77r.13	P	f77r:P1	8	qokedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qokedy⟧	UNREAD
ZL3b|f77r.13|G009	ZL3b	f77r	f77r.13	P	f77r:P1	9	qolal	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qolal⟧	UNREAD
ZL3b|f77r.13|G010	ZL3b	f77r	f77r.13	P	f77r:P1	10	chedy	DEFINITE_SPACE	LINE_END	M	⟦chedy⟧	UNREAD
ZL3b|f77r.14|G001	ZL3b	f77r	f77r.14	P	f77r:P1	1	sokcheey	LINE_START	DEFINITE_SPACE	M	⟦sokcheey⟧	UNREAD
ZL3b|f77r.14|G002	ZL3b	f77r	f77r.14	P	f77r:P1	2	sain	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦sain⟧	UNREAD
ZL3b|f77r.14|G003	ZL3b	f77r	f77r.14	P	f77r:P1	3	sheeol	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦sheeol⟧	UNREAD
ZL3b|f77r.14|G004	ZL3b	f77r	f77r.14	P	f77r:P1	4	qoteedy	DEFINITE_SPACE	DEFINITE_SPACE	M	warm?	QUALITY
ZL3b|f77r.14|G005	ZL3b	f77r	f77r.14	P	f77r:P1	5	qokaiin	DEFINITE_SPACE	DEFINITE_SPACE	M	aus dem Rohr?	SOURCE
ZL3b|f77r.14|G006	ZL3b	f77r	f77r.14	P	f77r:P1	6	shedy	DEFINITE_SPACE	DEFINITE_SPACE	M	Flüssigkeit?	MATERIAL
ZL3b|f77r.14|G007	ZL3b	f77r	f77r.14	P	f77r:P1	7	qokeedy	DEFINITE_SPACE	DEFINITE_SPACE	M	fließt?	FLOW
ZL3b|f77r.14|G008	ZL3b	f77r	f77r.14	P	f77r:P1	8	qotedy	DEFINITE_SPACE	LINE_END	M	aus der Mündung?	SOURCE
ZL3b|f77r.15|G001	ZL3b	f77r	f77r.15	P	f77r:P1	1	qokeedy	LINE_START	DEFINITE_SPACE	M	fließt?	FLOW
ZL3b|f77r.15|G002	ZL3b	f77r	f77r.15	P	f77r:P1	2	shedy	DEFINITE_SPACE	DEFINITE_SPACE	M	Flüssigkeit?	MATERIAL
ZL3b|f77r.15|G003	ZL3b	f77r	f77r.15	P	f77r:P1	3	qotol	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qotol⟧	UNREAD
ZL3b|f77r.15|G004	ZL3b	f77r	f77r.15	P	f77r:P1	4	shedy	DEFINITE_SPACE	DEFINITE_SPACE	M	Flüssigkeit?	MATERIAL
ZL3b|f77r.15|G005	ZL3b	f77r	f77r.15	P	f77r:P1	5	qokaiin	DEFINITE_SPACE	DEFINITE_SPACE	M	aus dem Rohr?	SOURCE
ZL3b|f77r.15|G006	ZL3b	f77r	f77r.15	P	f77r:P1	6	sheety	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦sheety⟧	UNREAD
ZL3b|f77r.15|G007	ZL3b	f77r	f77r.15	P	f77r:P1	7	qokeed	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	M	⟦qokeed⟧	UNREAD
ZL3b|f77r.15|G008	ZL3b	f77r	f77r.15	P	f77r:P1	8	y	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	M	⟦y⟧	UNREAD
ZL3b|f77r.15|G009	ZL3b	f77r	f77r.15	P	f77r:P1	9	lchedy	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	M	⟦lchedy⟧	UNREAD
ZL3b|f77r.15|G010	ZL3b	f77r	f77r.15	P	f77r:P1	10	lol	UNCERTAIN_SMALL_SPACE	LINE_END	M	⟦lol⟧	UNREAD
ZL3b|f77r.16|G001	ZL3b	f77r	f77r.16	P	f77r:P1	1	sshedy	LINE_START	DEFINITE_SPACE	M	⟦sshedy⟧	UNREAD
ZL3b|f77r.16|G002	ZL3b	f77r	f77r.16	P	f77r:P1	2	qotaiin	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qotaiin⟧	UNREAD
ZL3b|f77r.16|G003	ZL3b	f77r	f77r.16	P	f77r:P1	3	chedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chedy⟧	UNREAD
ZL3b|f77r.16|G004	ZL3b	f77r	f77r.16	P	f77r:P1	4	qokaiin	DEFINITE_SPACE	DEFINITE_SPACE	M	aus dem Rohr?	SOURCE
ZL3b|f77r.16|G005	ZL3b	f77r	f77r.16	P	f77r:P1	5	shedy	DEFINITE_SPACE	DEFINITE_SPACE	M	Flüssigkeit?	MATERIAL
ZL3b|f77r.16|G006	ZL3b	f77r	f77r.16	P	f77r:P1	6	qolcheedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qolcheedy⟧	UNREAD
ZL3b|f77r.16|G007	ZL3b	f77r	f77r.16	P	f77r:P1	7	qokeedy	DEFINITE_SPACE	DEFINITE_SPACE	M	fließt?	FLOW
ZL3b|f77r.16|G008	ZL3b	f77r	f77r.16	P	f77r:P1	8	lol	DEFINITE_SPACE	LINE_END	M	⟦lol⟧	UNREAD
ZL3b|f77r.17|G001	ZL3b	f77r	f77r.17	P	f77r:P1	1	qoteedy	LINE_START	DEFINITE_SPACE	M	warm?	QUALITY
ZL3b|f77r.17|G002	ZL3b	f77r	f77r.17	P	f77r:P1	2	qoteedy	DEFINITE_SPACE	DEFINITE_SPACE	M	warm?	QUALITY
ZL3b|f77r.17|G003	ZL3b	f77r	f77r.17	P	f77r:P1	3	qokedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qokedy⟧	UNREAD
ZL3b|f77r.17|G004	ZL3b	f77r	f77r.17	P	f77r:P1	4	sheed	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦sheed⟧	UNREAD
ZL3b|f77r.17|G005	ZL3b	f77r	f77r.17	P	f77r:P1	5	qeey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qeey⟧	UNREAD
ZL3b|f77r.17|G006	ZL3b	f77r	f77r.17	P	f77r:P1	6	saiin	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦saiin⟧	UNREAD
ZL3b|f77r.17|G007	ZL3b	f77r	f77r.17	P	f77r:P1	7	sheety	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦sheety⟧	UNREAD
ZL3b|f77r.17|G008	ZL3b	f77r	f77r.17	P	f77r:P1	8	qokeedy	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	M	fließt?	FLOW
ZL3b|f77r.17|G009	ZL3b	f77r	f77r.17	P	f77r:P1	9	lol	UNCERTAIN_SMALL_SPACE	LINE_END	M	⟦lol⟧	UNREAD
ZL3b|f77r.18|G001	ZL3b	f77r	f77r.18	P	f77r:P1	1	daiin	LINE_START	DEFINITE_SPACE	M	⟦daiin⟧	UNREAD
ZL3b|f77r.18|G002	ZL3b	f77r	f77r.18	P	f77r:P1	2	cheedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦cheedy⟧	UNREAD
ZL3b|f77r.18|G003	ZL3b	f77r	f77r.18	P	f77r:P1	3	lshey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦lshey⟧	UNREAD
ZL3b|f77r.18|G004	ZL3b	f77r	f77r.18	P	f77r:P1	4	qo	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	M	⟦qo⟧	UNREAD
ZL3b|f77r.18|G005	ZL3b	f77r	f77r.18	P	f77r:P1	5	l	UNCERTAIN_SMALL_SPACE	UNCERTAIN_SMALL_SPACE	M	⟦l⟧	UNREAD
ZL3b|f77r.18|G006	ZL3b	f77r	f77r.18	P	f77r:P1	6	or	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	M	⟦or⟧	UNREAD
ZL3b|f77r.18|G007	ZL3b	f77r	f77r.18	P	f77r:P1	7	chees	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chees⟧	UNREAD
ZL3b|f77r.18|G008	ZL3b	f77r	f77r.18	P	f77r:P1	8	sheckhedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦sheckhedy⟧	UNREAD
ZL3b|f77r.18|G009	ZL3b	f77r	f77r.18	P	f77r:P1	9	qol	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qol⟧	UNREAD
ZL3b|f77r.18|G010	ZL3b	f77r	f77r.18	P	f77r:P1	10	cheedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦cheedy⟧	UNREAD
ZL3b|f77r.18|G011	ZL3b	f77r	f77r.18	P	f77r:P1	11	qotaiin	DEFINITE_SPACE	LINE_END	M	⟦qotaiin⟧	UNREAD
ZL3b|f77r.19|G001	ZL3b	f77r	f77r.19	P	f77r:P1	1	qokeedy	LINE_START	DEFINITE_SPACE	M	fließt?	FLOW
ZL3b|f77r.19|G002	ZL3b	f77r	f77r.19	P	f77r:P1	2	lchey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦lchey⟧	UNREAD
ZL3b|f77r.19|G003	ZL3b	f77r	f77r.19	P	f77r:P1	3	lsheey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦lsheey⟧	UNREAD
ZL3b|f77r.19|G004	ZL3b	f77r	f77r.19	P	f77r:P1	4	qokeedy	DEFINITE_SPACE	DEFINITE_SPACE	M	fließt?	FLOW
ZL3b|f77r.19|G005	ZL3b	f77r	f77r.19	P	f77r:P1	5	qokeedy	DEFINITE_SPACE	DEFINITE_SPACE	M	fließt?	FLOW
ZL3b|f77r.19|G006	ZL3b	f77r	f77r.19	P	f77r:P1	6	qokar	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qokar⟧	UNREAD
ZL3b|f77r.19|G007	ZL3b	f77r	f77r.19	P	f77r:P1	7	qokeey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qokeey⟧	UNREAD
ZL3b|f77r.19|G008	ZL3b	f77r	f77r.19	P	f77r:P1	8	laiin	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦laiin⟧	UNREAD
ZL3b|f77r.19|G009	ZL3b	f77r	f77r.19	P	f77r:P1	9	chey	DEFINITE_SPACE	LINE_END	M	⟦chey⟧	UNREAD
ZL3b|f77r.20|G001	ZL3b	f77r	f77r.20	P	f77r:P1	1	qotain	LINE_START	DEFINITE_SPACE	M	⟦qotain⟧	UNREAD
ZL3b|f77r.20|G002	ZL3b	f77r	f77r.20	P	f77r:P1	2	sheal	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦sheal⟧	UNREAD
ZL3b|f77r.20|G003	ZL3b	f77r	f77r.20	P	f77r:P1	3	qokeedy	DEFINITE_SPACE	DEFINITE_SPACE	M	fließt?	FLOW
ZL3b|f77r.20|G004	ZL3b	f77r	f77r.20	P	f77r:P1	4	qoteey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qoteey⟧	UNREAD
ZL3b|f77r.20|G005	ZL3b	f77r	f77r.20	P	f77r:P1	5	qokain	DEFINITE_SPACE	DEFINITE_SPACE	M	ist?	COPULA
ZL3b|f77r.20|G006	ZL3b	f77r	f77r.20	P	f77r:P1	6	sheey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦sheey⟧	UNREAD
ZL3b|f77r.20|G007	ZL3b	f77r	f77r.20	P	f77r:P1	7	qotedy	DEFINITE_SPACE	DEFINITE_SPACE	M	aus der Mündung?	SOURCE
ZL3b|f77r.20|G008	ZL3b	f77r	f77r.20	P	f77r:P1	8	dalchedy	DEFINITE_SPACE	LINE_END	M	⟦dalchedy⟧	UNREAD
ZL3b|f77r.21|G001	ZL3b	f77r	f77r.21	P	f77r:P1	1	chedaiin	LINE_START	DEFINITE_SPACE	M	⟦chedaiin⟧	UNREAD
ZL3b|f77r.21|G002	ZL3b	f77r	f77r.21	P	f77r:P1	2	shedy	DEFINITE_SPACE	DEFINITE_SPACE	M	Flüssigkeit?	MATERIAL
ZL3b|f77r.21|G003	ZL3b	f77r	f77r.21	P	f77r:P1	3	qokeedy	DEFINITE_SPACE	DEFINITE_SPACE	M	fließt?	FLOW
ZL3b|f77r.21|G004	ZL3b	f77r	f77r.21	P	f77r:P1	4	qokedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qokedy⟧	UNREAD
ZL3b|f77r.21|G005	ZL3b	f77r	f77r.21	P	f77r:P1	5	qokeey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qokeey⟧	UNREAD
ZL3b|f77r.21|G006	ZL3b	f77r	f77r.21	P	f77r:P1	6	chedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chedy⟧	UNREAD
ZL3b|f77r.21|G007	ZL3b	f77r	f77r.21	P	f77r:P1	7	shear	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦shear⟧	UNREAD
ZL3b|f77r.21|G008	ZL3b	f77r	f77r.21	P	f77r:P1	8	olaiiny	DEFINITE_SPACE	LINE_END	M	⟦olaiiny⟧	UNREAD
ZL3b|f77r.22|G001	ZL3b	f77r	f77r.22	P	f77r:P1	1	qoteedy	LINE_START	DEFINITE_SPACE	M	warm?	QUALITY
ZL3b|f77r.22|G002	ZL3b	f77r	f77r.22	P	f77r:P1	2	al	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦al⟧	UNREAD
ZL3b|f77r.22|G003	ZL3b	f77r	f77r.22	P	f77r:P1	3	lchedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦lchedy⟧	UNREAD
ZL3b|f77r.22|G004	ZL3b	f77r	f77r.22	P	f77r:P1	4	r	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦r⟧	UNREAD
ZL3b|f77r.22|G005	ZL3b	f77r	f77r.22	P	f77r:P1	5	oin	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦oin⟧	UNREAD
ZL3b|f77r.22|G006	ZL3b	f77r	f77r.22	P	f77r:P1	6	chy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chy⟧	UNREAD
ZL3b|f77r.22|G007	ZL3b	f77r	f77r.22	P	f77r:P1	7	chedaiin	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chedaiin⟧	UNREAD
ZL3b|f77r.22|G008	ZL3b	f77r	f77r.22	P	f77r:P1	8	cheey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦cheey⟧	UNREAD
ZL3b|f77r.22|G009	ZL3b	f77r	f77r.22	P	f77r:P1	9	okedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦okedy⟧	UNREAD
ZL3b|f77r.22|G010	ZL3b	f77r	f77r.22	P	f77r:P1	10	qoky	DEFINITE_SPACE	LINE_END	M	⟦qoky⟧	UNREAD
ZL3b|f77r.23|G001	ZL3b	f77r	f77r.23	P	f77r:P1	1	sheoky	LINE_START	DEFINITE_SPACE	M	⟦sheoky⟧	UNREAD
ZL3b|f77r.23|G002	ZL3b	f77r	f77r.23	P	f77r:P1	2	qokaiin	DEFINITE_SPACE	DEFINITE_SPACE	M	aus dem Rohr?	SOURCE
ZL3b|f77r.23|G003	ZL3b	f77r	f77r.23	P	f77r:P1	3	chedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chedy⟧	UNREAD
ZL3b|f77r.23|G004	ZL3b	f77r	f77r.23	P	f77r:P1	4	lchedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦lchedy⟧	UNREAD
ZL3b|f77r.23|G005	ZL3b	f77r	f77r.23	P	f77r:P1	5	olshedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦olshedy⟧	UNREAD
ZL3b|f77r.23|G006	ZL3b	f77r	f77r.23	P	f77r:P1	6	qokeedy	DEFINITE_SPACE	DEFINITE_SPACE	M	fließt?	FLOW
ZL3b|f77r.23|G007	ZL3b	f77r	f77r.23	P	f77r:P1	7	chedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chedy⟧	UNREAD
ZL3b|f77r.23|G008	ZL3b	f77r	f77r.23	P	f77r:P1	8	qok[a:o]l	DEFINITE_SPACE	LINE_END	M	⟦qok[a:o]l⟧	UNREAD
ZL3b|f77r.24|G001	ZL3b	f77r	f77r.24	P	f77r:P1	1	daiin	LINE_START	DEFINITE_SPACE	M	⟦daiin⟧	UNREAD
ZL3b|f77r.24|G002	ZL3b	f77r	f77r.24	P	f77r:P1	2	dol	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	M	⟦dol⟧	UNREAD
ZL3b|f77r.24|G003	ZL3b	f77r	f77r.24	P	f77r:P1	3	shor	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	M	⟦shor⟧	UNREAD
ZL3b|f77r.24|G004	ZL3b	f77r	f77r.24	P	f77r:P1	4	cphey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦cphey⟧	UNREAD
ZL3b|f77r.24|G005	ZL3b	f77r	f77r.24	P	f77r:P1	5	lfcheal	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦lfcheal⟧	UNREAD
ZL3b|f77r.24|G006	ZL3b	f77r	f77r.24	P	f77r:P1	6	shear	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦shear⟧	UNREAD
ZL3b|f77r.24|G007	ZL3b	f77r	f77r.24	P	f77r:P1	7	qolchy	DEFINITE_SPACE	LINE_END	M	⟦qolchy⟧	UNREAD
ZL3b|f77r.25|G001	ZL3b	f77r	f77r.25	P	f77r:P2	1	otedy	LINE_START	DEFINITE_SPACE	M	Mündung?	PLACE
ZL3b|f77r.25|G002	ZL3b	f77r	f77r.25	P	f77r:P2	2	qokar	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	M	⟦qokar⟧	UNREAD
ZL3b|f77r.25|G003	ZL3b	f77r	f77r.25	P	f77r:P2	3	shedy	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	M	Flüssigkeit?	MATERIAL
ZL3b|f77r.25|G004	ZL3b	f77r	f77r.25	P	f77r:P2	4	qokal	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qokal⟧	UNREAD
ZL3b|f77r.25|G005	ZL3b	f77r	f77r.25	P	f77r:P2	5	shedar	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦shedar⟧	UNREAD
ZL3b|f77r.25|G006	ZL3b	f77r	f77r.25	P	f77r:P2	6	dal	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	M	⟦dal⟧	UNREAD
ZL3b|f77r.25|G007	ZL3b	f77r	f77r.25	P	f77r:P2	7	chedy	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	M	⟦chedy⟧	UNREAD
ZL3b|f77r.25|G008	ZL3b	f77r	f77r.25	P	f77r:P2	8	daror	DEFINITE_SPACE	LINE_END	M	⟦daror⟧	UNREAD
ZL3b|f77r.26|G001	ZL3b	f77r	f77r.26	P	f77r:P2	1	qoteedy	LINE_START	DEFINITE_SPACE	M	warm?	QUALITY
