model	edition	source_group_id	locus	group_index	raw	role	run_id	head_id	head_raw	status	head_cross_line	meaning_confirmed
M	ZL3b	ZL3b|f77r.23|G006	f77r.23	6	qokeedy	FLOW	ZL3b|f77r.23|G006			UNRESOLVED_IN_KNOWN_RUN	False	False
M	ZL3b	ZL3b|f77r.26|G002	f77r.26	2	qokeedy	FLOW	ZL3b|f77r.26|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
M	ZL3b	ZL3b|f77r.27|G005	f77r.27	5	qokeedy	FLOW	ZL3b|f77r.27|G001	ZL3b|f77r.27|G004	shedy	HYPOTHETICAL_HEAD_BOUND	False	False
M	ZL3b	ZL3b|f77r.29|G003	f77r.29	3	qokeedy	FLOW	ZL3b|f77r.29|G003			UNRESOLVED_IN_KNOWN_RUN	False	False
M	ZL3b	ZL3b|f77r.29|G004	f77r.29	4	qokeedy	FLOW	ZL3b|f77r.29|G003			UNRESOLVED_IN_KNOWN_RUN	False	False
M	ZL3b	ZL3b|f77r.36|G006	f77r.36	6	qokeedy	FLOW	ZL3b|f77r.36|G006			UNRESOLVED_IN_KNOWN_RUN	False	False
M	ZL3b	ZL3b|f77r.42|G001	f77r.42	1	qokeedy	FLOW	ZL3b|f77r.42|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
M	ZL3b	ZL3b|f77r.42|G003	f77r.42	3	qokeedy	FLOW	ZL3b|f77r.42|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
M	ZL3b	ZL3b|f77r.42|G004	f77r.42	4	qokeedy	FLOW	ZL3b|f77r.42|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
M	IT2a	IT2a|f77r.11|G007	f77r.11	7	qokeedy	FLOW	IT2a|f77r.11|G007			UNRESOLVED_IN_KNOWN_RUN	False	False
M	IT2a	IT2a|f77r.13|G001	f77r.13	1	qokeedy	FLOW	IT2a|f77r.13|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
M	IT2a	IT2a|f77r.14|G007	f77r.14	7	qokeedy	FLOW	IT2a|f77r.14|G004	IT2a|f77r.14|G006	shedy	HYPOTHETICAL_HEAD_BOUND	False	False
M	IT2a	IT2a|f77r.15|G001	f77r.15	1	qokeedy	FLOW	IT2a|f77r.14|G004	IT2a|f77r.14|G006	shedy	HYPOTHETICAL_HEAD_BOUND	True	False
M	IT2a	IT2a|f77r.15|G007	f77r.15	7	qokeedy	FLOW	IT2a|f77r.15|G007			UNRESOLVED_IN_KNOWN_RUN	False	False
M	IT2a	IT2a|f77r.16|G007	f77r.16	7	qokeedy	FLOW	IT2a|f77r.16|G007			UNRESOLVED_IN_KNOWN_RUN	False	False
M	IT2a	IT2a|f77r.17|G008	f77r.17	8	qokeedy	FLOW	IT2a|f77r.17|G008			UNRESOLVED_IN_KNOWN_RUN	False	False
M	IT2a	IT2a|f77r.19|G001	f77r.19	1	qokeedy	FLOW	IT2a|f77r.19|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
M	IT2a	IT2a|f77r.19|G004	f77r.19	4	qokeedy	FLOW	IT2a|f77r.19|G004			UNRESOLVED_IN_KNOWN_RUN	False	False
M	IT2a	IT2a|f77r.19|G005	f77r.19	5	qokeedy	FLOW	IT2a|f77r.19|G004			UNRESOLVED_IN_KNOWN_RUN	False	False
M	IT2a	IT2a|f77r.20|G003	f77r.20	3	qokeedy	FLOW	IT2a|f77r.20|G003			UNRESOLVED_IN_KNOWN_RUN	False	False
M	IT2a	IT2a|f77r.21|G003	f77r.21	3	qokeedy	FLOW	IT2a|f77r.21|G002	IT2a|f77r.21|G002	shedy	HYPOTHETICAL_HEAD_BOUND	False	False
M	IT2a	IT2a|f77r.23|G006	f77r.23	6	qokeedy	FLOW	IT2a|f77r.23|G006			UNRESOLVED_IN_KNOWN_RUN	False	False
M	IT2a	IT2a|f77r.26|G002	f77r.26	2	qokeedy	FLOW	IT2a|f77r.26|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
M	IT2a	IT2a|f77r.27|G005	f77r.27	5	qokeedy	FLOW	IT2a|f77r.27|G001	IT2a|f77r.27|G004	shedy	HYPOTHETICAL_HEAD_BOUND	False	False
M	IT2a	IT2a|f77r.29|G003	f77r.29	3	qokeedy	FLOW	IT2a|f77r.29|G003			UNRESOLVED_IN_KNOWN_RUN	False	False
M	IT2a	IT2a|f77r.29|G004	f77r.29	4	qokeedy	FLOW	IT2a|f77r.29|G003			UNRESOLVED_IN_KNOWN_RUN	False	False
M	IT2a	IT2a|f77r.36|G006	f77r.36	6	qokeedy	FLOW	IT2a|f77r.36|G006			UNRESOLVED_IN_KNOWN_RUN	False	False
M	IT2a	IT2a|f77r.42|G001	f77r.42	1	qokeedy	FLOW	IT2a|f77r.42|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
M	IT2a	IT2a|f77r.42|G003	f77r.42	3	qokeedy	FLOW	IT2a|f77r.42|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
M	IT2a	IT2a|f77r.42|G004	f77r.42	4	qokeedy	FLOW	IT2a|f77r.42|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
M	RF1b	RF1b|f77r.11|G007	f77r.11	7	qokeedy	FLOW	RF1b|f77r.11|G007			UNRESOLVED_IN_KNOWN_RUN	False	False
M	RF1b	RF1b|f77r.13|G001	f77r.13	1	qokeedy	FLOW	RF1b|f77r.13|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
M	RF1b	RF1b|f77r.14|G007	f77r.14	7	qokeedy	FLOW	RF1b|f77r.14|G007			UNRESOLVED_IN_KNOWN_RUN	False	False
M	RF1b	RF1b|f77r.15|G001	f77r.15	1	qokeedy	FLOW	RF1b|f77r.15|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
M	RF1b	RF1b|f77r.15|G007	f77r.15	7	qokeedy	FLOW	RF1b|f77r.15|G007			UNRESOLVED_IN_KNOWN_RUN	False	False
M	RF1b	RF1b|f77r.16|G007	f77r.16	7	qokeedy	FLOW	RF1b|f77r.16|G007			UNRESOLVED_IN_KNOWN_RUN	False	False
M	RF1b	RF1b|f77r.19|G001	f77r.19	1	qokeedy	FLOW	RF1b|f77r.19|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
M	RF1b	RF1b|f77r.19|G004	f77r.19	4	qokeedy	FLOW	RF1b|f77r.19|G004			UNRESOLVED_IN_KNOWN_RUN	False	False
M	RF1b	RF1b|f77r.19|G005	f77r.19	5	qokeedy	FLOW	RF1b|f77r.19|G004			UNRESOLVED_IN_KNOWN_RUN	False	False
M	RF1b	RF1b|f77r.20|G003	f77r.20	3	qokeedy	FLOW	RF1b|f77r.20|G003			UNRESOLVED_IN_KNOWN_RUN	False	False
M	RF1b	RF1b|f77r.21|G003	f77r.21	3	qokeedy	FLOW	RF1b|f77r.21|G002	RF1b|f77r.21|G002	shedy	HYPOTHETICAL_HEAD_BOUND	False	False
M	RF1b	RF1b|f77r.23|G006	f77r.23	6	qokeedy	FLOW	RF1b|f77r.23|G006			UNRESOLVED_IN_KNOWN_RUN	False	False
M	RF1b	RF1b|f77r.27|G005	f77r.27	5	qokeedy	FLOW	RF1b|f77r.27|G002	RF1b|f77r.27|G004	shedy	HYPOTHETICAL_HEAD_BOUND	False	False
M	RF1b	RF1b|f77r.29|G003	f77r.29	3	qokeedy	FLOW	RF1b|f77r.29|G003			UNRESOLVED_IN_KNOWN_RUN	False	False
M	RF1b	RF1b|f77r.29|G004	f77r.29	4	qokeedy	FLOW	RF1b|f77r.29|G003			UNRESOLVED_IN_KNOWN_RUN	False	False
M	RF1b	RF1b|f77r.36|G006	f77r.36	6	qokeedy	FLOW	RF1b|f77r.36|G006			UNRESOLVED_IN_KNOWN_RUN	False	False
M	RF1b	RF1b|f77r.42|G001	f77r.42	1	qokeedy	FLOW	RF1b|f77r.42|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
M	RF1b	RF1b|f77r.42|G003	f77r.42	3	qokeedy	FLOW	RF1b|f77r.42|G003			UNRESOLVED_IN_KNOWN_RUN	False	False
M	RF1b	RF1b|f77r.42|G004	f77r.42	4	qokeedy	FLOW	RF1b|f77r.42|G003			UNRESOLVED_IN_KNOWN_RUN	False	False
V	ZL3b	ZL3b|f77r.11|G003	f77r.11	3	shedy	FLOW	ZL3b|f77r.11|G001	ZL3b|f77r.11|G001	qoteedy	HYPOTHETICAL_HEAD_BOUND	False	False
V	ZL3b	ZL3b|f77r.11|G005	f77r.11	5	shedy	FLOW	ZL3b|f77r.11|G005			UNRESOLVED_IN_KNOWN_RUN	False	False
V	ZL3b	ZL3b|f77r.11|G007	f77r.11	7	qokeedy	CONTINUATION	ZL3b|f77r.11|G007			UNRESOLVED_IN_KNOWN_RUN	False	False
V	ZL3b	ZL3b|f77r.13|G001	f77r.13	1	qokeedy	CONTINUATION	ZL3b|f77r.13|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
V	ZL3b	ZL3b|f77r.14|G006	f77r.14	6	shedy	FLOW	ZL3b|f77r.14|G004	ZL3b|f77r.14|G004	qoteedy	HYPOTHETICAL_HEAD_BOUND	False	False
V	ZL3b	ZL3b|f77r.14|G007	f77r.14	7	qokeedy	CONTINUATION	ZL3b|f77r.14|G004	ZL3b|f77r.14|G006	shedy	HYPOTHETICAL_HEAD_BOUND	False	False
V	ZL3b	ZL3b|f77r.15|G001	f77r.15	1	qokeedy	CONTINUATION	ZL3b|f77r.14|G004	ZL3b|f77r.14|G006	shedy	HYPOTHETICAL_HEAD_BOUND	True	False
V	ZL3b	ZL3b|f77r.15|G002	f77r.15	2	shedy	FLOW	ZL3b|f77r.14|G004	ZL3b|f77r.14|G004	qoteedy	HYPOTHETICAL_HEAD_BOUND	True	False
V	ZL3b	ZL3b|f77r.15|G004	f77r.15	4	shedy	FLOW	ZL3b|f77r.15|G004			UNRESOLVED_IN_KNOWN_RUN	False	False
V	ZL3b	ZL3b|f77r.16|G005	f77r.16	5	shedy	FLOW	ZL3b|f77r.16|G004			UNRESOLVED_IN_KNOWN_RUN	False	False
V	ZL3b	ZL3b|f77r.16|G007	f77r.16	7	qokeedy	CONTINUATION	ZL3b|f77r.16|G007			UNRESOLVED_IN_KNOWN_RUN	False	False
V	ZL3b	ZL3b|f77r.17|G008	f77r.17	8	qokeedy	CONTINUATION	ZL3b|f77r.17|G008			UNRESOLVED_IN_KNOWN_RUN	False	False
V	ZL3b	ZL3b|f77r.19|G001	f77r.19	1	qokeedy	CONTINUATION	ZL3b|f77r.19|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
V	ZL3b	ZL3b|f77r.19|G004	f77r.19	4	qokeedy	CONTINUATION	ZL3b|f77r.19|G004			UNRESOLVED_IN_KNOWN_RUN	False	False
V	ZL3b	ZL3b|f77r.19|G005	f77r.19	5	qokeedy	CONTINUATION	ZL3b|f77r.19|G004			UNRESOLVED_IN_KNOWN_RUN	False	False
V	ZL3b	ZL3b|f77r.20|G003	f77r.20	3	qokeedy	CONTINUATION	ZL3b|f77r.20|G003			UNRESOLVED_IN_KNOWN_RUN	False	False
V	ZL3b	ZL3b|f77r.21|G002	f77r.21	2	shedy	FLOW	ZL3b|f77r.21|G002			UNRESOLVED_IN_KNOWN_RUN	False	False
V	ZL3b	ZL3b|f77r.21|G003	f77r.21	3	qokeedy	CONTINUATION	ZL3b|f77r.21|G002	ZL3b|f77r.21|G002	shedy	HYPOTHETICAL_HEAD_BOUND	False	False
V	ZL3b	ZL3b|f77r.23|G006	f77r.23	6	qokeedy	CONTINUATION	ZL3b|f77r.23|G006			UNRESOLVED_IN_KNOWN_RUN	False	False
V	ZL3b	ZL3b|f77r.25|G003	f77r.25	3	shedy	FLOW	ZL3b|f77r.25|G003			UNRESOLVED_IN_KNOWN_RUN	False	False
V	ZL3b	ZL3b|f77r.26|G002	f77r.26	2	qokeedy	CONTINUATION	ZL3b|f77r.26|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
V	ZL3b	ZL3b|f77r.27|G004	f77r.27	4	shedy	FLOW	ZL3b|f77r.27|G001	ZL3b|f77r.27|G003	okaiin	HYPOTHETICAL_HEAD_BOUND	False	False
V	ZL3b	ZL3b|f77r.27|G005	f77r.27	5	qokeedy	CONTINUATION	ZL3b|f77r.27|G001	ZL3b|f77r.27|G004	shedy	HYPOTHETICAL_HEAD_BOUND	False	False
V	ZL3b	ZL3b|f77r.29|G003	f77r.29	3	qokeedy	CONTINUATION	ZL3b|f77r.29|G003			UNRESOLVED_IN_KNOWN_RUN	False	False
V	ZL3b	ZL3b|f77r.29|G004	f77r.29	4	qokeedy	CONTINUATION	ZL3b|f77r.29|G003			UNRESOLVED_IN_KNOWN_RUN	False	False
V	ZL3b	ZL3b|f77r.34|G002	f77r.34	2	shedy	FLOW	ZL3b|f77r.34|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
V	ZL3b	ZL3b|f77r.36|G006	f77r.36	6	qokeedy	CONTINUATION	ZL3b|f77r.36|G006			UNRESOLVED_IN_KNOWN_RUN	False	False
V	ZL3b	ZL3b|f77r.38|G002	f77r.38	2	shedy	FLOW	ZL3b|f77r.38|G002			UNRESOLVED_IN_KNOWN_RUN	False	False
V	ZL3b	ZL3b|f77r.38|G008	f77r.38	8	shedy	FLOW	ZL3b|f77r.38|G008			UNRESOLVED_IN_KNOWN_RUN	False	False
V	ZL3b	ZL3b|f77r.42|G001	f77r.42	1	qokeedy	CONTINUATION	ZL3b|f77r.42|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
V	ZL3b	ZL3b|f77r.42|G003	f77r.42	3	qokeedy	CONTINUATION	ZL3b|f77r.42|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
V	ZL3b	ZL3b|f77r.42|G004	f77r.42	4	qokeedy	CONTINUATION	ZL3b|f77r.42|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
V	IT2a	IT2a|f77r.11|G003	f77r.11	3	shedy	FLOW	IT2a|f77r.11|G001	IT2a|f77r.11|G001	qoteedy	HYPOTHETICAL_HEAD_BOUND	False	False
V	IT2a	IT2a|f77r.11|G005	f77r.11	5	shedy	FLOW	IT2a|f77r.11|G005			UNRESOLVED_IN_KNOWN_RUN	False	False
V	IT2a	IT2a|f77r.11|G007	f77r.11	7	qokeedy	CONTINUATION	IT2a|f77r.11|G007			UNRESOLVED_IN_KNOWN_RUN	False	False
V	IT2a	IT2a|f77r.13|G001	f77r.13	1	qokeedy	CONTINUATION	IT2a|f77r.13|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
V	IT2a	IT2a|f77r.14|G006	f77r.14	6	shedy	FLOW	IT2a|f77r.14|G004	IT2a|f77r.14|G004	qoteedy	HYPOTHETICAL_HEAD_BOUND	False	False
V	IT2a	IT2a|f77r.14|G007	f77r.14	7	qokeedy	CONTINUATION	IT2a|f77r.14|G004	IT2a|f77r.14|G006	shedy	HYPOTHETICAL_HEAD_BOUND	False	False
V	IT2a	IT2a|f77r.15|G001	f77r.15	1	qokeedy	CONTINUATION	IT2a|f77r.14|G004	IT2a|f77r.14|G006	shedy	HYPOTHETICAL_HEAD_BOUND	True	False
V	IT2a	IT2a|f77r.15|G002	f77r.15	2	shedy	FLOW	IT2a|f77r.14|G004	IT2a|f77r.14|G004	qoteedy	HYPOTHETICAL_HEAD_BOUND	True	False
V	IT2a	IT2a|f77r.15|G004	f77r.15	4	shedy	FLOW	IT2a|f77r.15|G004			UNRESOLVED_IN_KNOWN_RUN	False	False
V	IT2a	IT2a|f77r.15|G007	f77r.15	7	qokeedy	CONTINUATION	IT2a|f77r.15|G007			UNRESOLVED_IN_KNOWN_RUN	False	False
V	IT2a	IT2a|f77r.16|G005	f77r.16	5	shedy	FLOW	IT2a|f77r.16|G004			UNRESOLVED_IN_KNOWN_RUN	False	False
V	IT2a	IT2a|f77r.16|G007	f77r.16	7	qokeedy	CONTINUATION	IT2a|f77r.16|G007			UNRESOLVED_IN_KNOWN_RUN	False	False
V	IT2a	IT2a|f77r.17|G008	f77r.17	8	qokeedy	CONTINUATION	IT2a|f77r.17|G008			UNRESOLVED_IN_KNOWN_RUN	False	False
V	IT2a	IT2a|f77r.19|G001	f77r.19	1	qokeedy	CONTINUATION	IT2a|f77r.19|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
V	IT2a	IT2a|f77r.19|G004	f77r.19	4	qokeedy	CONTINUATION	IT2a|f77r.19|G004			UNRESOLVED_IN_KNOWN_RUN	False	False
V	IT2a	IT2a|f77r.19|G005	f77r.19	5	qokeedy	CONTINUATION	IT2a|f77r.19|G004			UNRESOLVED_IN_KNOWN_RUN	False	False
V	IT2a	IT2a|f77r.20|G003	f77r.20	3	qokeedy	CONTINUATION	IT2a|f77r.20|G003			UNRESOLVED_IN_KNOWN_RUN	False	False
V	IT2a	IT2a|f77r.21|G002	f77r.21	2	shedy	FLOW	IT2a|f77r.21|G002			UNRESOLVED_IN_KNOWN_RUN	False	False
V	IT2a	IT2a|f77r.21|G003	f77r.21	3	qokeedy	CONTINUATION	IT2a|f77r.21|G002	IT2a|f77r.21|G002	shedy	HYPOTHETICAL_HEAD_BOUND	False	False
V	IT2a	IT2a|f77r.23|G006	f77r.23	6	qokeedy	CONTINUATION	IT2a|f77r.23|G006			UNRESOLVED_IN_KNOWN_RUN	False	False
V	IT2a	IT2a|f77r.25|G003	f77r.25	3	shedy	FLOW	IT2a|f77r.25|G003			UNRESOLVED_IN_KNOWN_RUN	False	False
V	IT2a	IT2a|f77r.26|G002	f77r.26	2	qokeedy	CONTINUATION	IT2a|f77r.26|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
V	IT2a	IT2a|f77r.27|G004	f77r.27	4	shedy	FLOW	IT2a|f77r.27|G001	IT2a|f77r.27|G003	okaiin	HYPOTHETICAL_HEAD_BOUND	False	False
V	IT2a	IT2a|f77r.27|G005	f77r.27	5	qokeedy	CONTINUATION	IT2a|f77r.27|G001	IT2a|f77r.27|G004	shedy	HYPOTHETICAL_HEAD_BOUND	False	False
V	IT2a	IT2a|f77r.29|G003	f77r.29	3	qokeedy	CONTINUATION	IT2a|f77r.29|G003			UNRESOLVED_IN_KNOWN_RUN	False	False
V	IT2a	IT2a|f77r.29|G004	f77r.29	4	qokeedy	CONTINUATION	IT2a|f77r.29|G003			UNRESOLVED_IN_KNOWN_RUN	False	False
V	IT2a	IT2a|f77r.34|G002	f77r.34	2	shedy	FLOW	IT2a|f77r.34|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
V	IT2a	IT2a|f77r.36|G006	f77r.36	6	qokeedy	CONTINUATION	IT2a|f77r.36|G006			UNRESOLVED_IN_KNOWN_RUN	False	False
V	IT2a	IT2a|f77r.38|G002	f77r.38	2	shedy	FLOW	IT2a|f77r.38|G002			UNRESOLVED_IN_KNOWN_RUN	False	False
V	IT2a	IT2a|f77r.38|G008	f77r.38	8	shedy	FLOW	IT2a|f77r.38|G008			UNRESOLVED_IN_KNOWN_RUN	False	False
V	IT2a	IT2a|f77r.42|G001	f77r.42	1	qokeedy	CONTINUATION	IT2a|f77r.42|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
V	IT2a	IT2a|f77r.42|G003	f77r.42	3	qokeedy	CONTINUATION	IT2a|f77r.42|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
V	IT2a	IT2a|f77r.42|G004	f77r.42	4	qokeedy	CONTINUATION	IT2a|f77r.42|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
V	RF1b	RF1b|f77r.11|G003	f77r.11	3	shedy	FLOW	RF1b|f77r.11|G001	RF1b|f77r.11|G001	qoteedy	HYPOTHETICAL_HEAD_BOUND	False	False
V	RF1b	RF1b|f77r.11|G007	f77r.11	7	qokeedy	CONTINUATION	RF1b|f77r.11|G007			UNRESOLVED_IN_KNOWN_RUN	False	False
V	RF1b	RF1b|f77r.13|G001	f77r.13	1	qokeedy	CONTINUATION	RF1b|f77r.13|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
V	RF1b	RF1b|f77r.14|G007	f77r.14	7	qokeedy	CONTINUATION	RF1b|f77r.14|G007			UNRESOLVED_IN_KNOWN_RUN	False	False
V	RF1b	RF1b|f77r.15|G001	f77r.15	1	qokeedy	CONTINUATION	RF1b|f77r.15|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
V	RF1b	RF1b|f77r.15|G007	f77r.15	7	qokeedy	CONTINUATION	RF1b|f77r.15|G007			UNRESOLVED_IN_KNOWN_RUN	False	False
V	RF1b	RF1b|f77r.16|G007	f77r.16	7	qokeedy	CONTINUATION	RF1b|f77r.16|G007			UNRESOLVED_IN_KNOWN_RUN	False	False
V	RF1b	RF1b|f77r.19|G001	f77r.19	1	qokeedy	CONTINUATION	RF1b|f77r.19|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
V	RF1b	RF1b|f77r.19|G004	f77r.19	4	qokeedy	CONTINUATION	RF1b|f77r.19|G004			UNRESOLVED_IN_KNOWN_RUN	False	False
V	RF1b	RF1b|f77r.19|G005	f77r.19	5	qokeedy	CONTINUATION	RF1b|f77r.19|G004			UNRESOLVED_IN_KNOWN_RUN	False	False
V	RF1b	RF1b|f77r.20|G003	f77r.20	3	qokeedy	CONTINUATION	RF1b|f77r.20|G003			UNRESOLVED_IN_KNOWN_RUN	False	False
V	RF1b	RF1b|f77r.21|G002	f77r.21	2	shedy	FLOW	RF1b|f77r.21|G002			UNRESOLVED_IN_KNOWN_RUN	False	False
V	RF1b	RF1b|f77r.21|G003	f77r.21	3	qokeedy	CONTINUATION	RF1b|f77r.21|G002	RF1b|f77r.21|G002	shedy	HYPOTHETICAL_HEAD_BOUND	False	False
V	RF1b	RF1b|f77r.23|G006	f77r.23	6	qokeedy	CONTINUATION	RF1b|f77r.23|G006			UNRESOLVED_IN_KNOWN_RUN	False	False
V	RF1b	RF1b|f77r.25|G003	f77r.25	3	shedy	FLOW	RF1b|f77r.25|G003			UNRESOLVED_IN_KNOWN_RUN	False	False
V	RF1b	RF1b|f77r.27|G004	f77r.27	4	shedy	FLOW	RF1b|f77r.27|G002	RF1b|f77r.27|G003	okaiin	HYPOTHETICAL_HEAD_BOUND	False	False
V	RF1b	RF1b|f77r.27|G005	f77r.27	5	qokeedy	CONTINUATION	RF1b|f77r.27|G002	RF1b|f77r.27|G004	shedy	HYPOTHETICAL_HEAD_BOUND	False	False
V	RF1b	RF1b|f77r.29|G003	f77r.29	3	qokeedy	CONTINUATION	RF1b|f77r.29|G003			UNRESOLVED_IN_KNOWN_RUN	False	False
V	RF1b	RF1b|f77r.29|G004	f77r.29	4	qokeedy	CONTINUATION	RF1b|f77r.29|G003			UNRESOLVED_IN_KNOWN_RUN	False	False
V	RF1b	RF1b|f77r.34|G002	f77r.34	2	shedy	FLOW	RF1b|f77r.34|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
V	RF1b	RF1b|f77r.36|G006	f77r.36	6	qokeedy	CONTINUATION	RF1b|f77r.36|G006			UNRESOLVED_IN_KNOWN_RUN	False	False
V	RF1b	RF1b|f77r.38|G002	f77r.38	2	shedy	FLOW	RF1b|f77r.38|G002			UNRESOLVED_IN_KNOWN_RUN	False	False
V	RF1b	RF1b|f77r.42|G001	f77r.42	1	qokeedy	CONTINUATION	RF1b|f77r.42|G001			UNRESOLVED_IN_KNOWN_RUN	False	False
V	RF1b	RF1b|f77r.42|G003	f77r.42	3	qokeedy	CONTINUATION	RF1b|f77r.42|G003			UNRESOLVED_IN_KNOWN_RUN	False	False
V	RF1b	RF1b|f77r.42|G004	f77r.42	4	qokeedy	CONTINUATION	RF1b|f77r.42|G003			UNRESOLVED_IN_KNOWN_RUN	False	False
