target_ordinal	surface	reader_decision	final_recipe	observed_requirement_modes	neutral_component_reading_de	known_contextual_readings_de	primary_structural_formula	primary_visible_formula	primary_anchor_recipe	primary_anchor_start_atom	primary_anchor_atom_count	primary_anchor_old_event_count	primary_anchor_old_surfaces	primary_visible_stem_status	primary_visible_stem_surface	extension_direction	left_extension_recipe	left_visible_affix	left_channel_class	left_channel_observation_count	left_channel_recipe_variants	left_interface_pair	left_interface_old_event_count	right_extension_recipe	right_visible_affix	right_channel_class	right_channel_observation_count	right_channel_recipe_variants	right_interface_pair	right_interface_old_event_count	primary_old_supported_interfaces	primary_interface_count	primary_full_arm_joint_count	primary_repeated_invariant_channel_count	primary_anchor_context_modes	primary_anchor_context_relation	primary_context_compatible	old_supercard_recipe_count	old_supercard_recipes	old_supercard_context_relation	primary_structural_support_class	recurrent_primary_anchor_family_target_count	initial_flag_reasons	secondary_bridge_present	secondary_structural_formula	secondary_anchor_recipe	secondary_visible_stem_status	secondary_visible_stem_surface	secondary_context_relation	secondary_supported_interfaces	secondary_interface_count	secondary_repaired_dimension	flag_resolution	current_caution	working_default	reading_scope	guard
18	chepakeo	READ_KNOWN_FRAGMENT_WORKING_CARD	CH+E+P+A_ADDR+K+E+O	REQUIRES_ACTIVE_ARGUMENT	Nehmen, einsetzen und geben; auf Grad I; hier; erneut auf Grad I; zur Ausführung.	Nimm den Arbeitswert [wie zuvor], setze den Arbeitswert [wie zuvor] ein und gib den Arbeitswert [wie zuvor] zu; auf Grad I [außen], auf Grad I [innen] und zur Ausführung; an der bezeichneten Stelle.	[CH+E+P]+A_ADDR+K+E+O	[chep]+akeo	CH+E+P	1	3	1	chep	ALIGNED_EXACT_OLD_SURFACE_STEM	chep	RIGHT_EXTENSION	NONE	NONE	NONE	0	NONE	NONE	0	A_ADDR+K+E+O	akeo	SINGLETON_VISIBLE_CHANNEL	1	A_ADDR+K+E+O	P>A_ADDR	0	0	1	0	0	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_WITH_NEW_INTERFACE	2	NEW_ATOM_INTERFACE	YES	CH+E+P+A_ADDR+K+[E+O]	E+O	ALIGNED_EXACT_OLD_SURFACE_STEM	eo	TARGET_MODE_SET_EQUAL	1	1	INTERFACE	SECONDARY_BRIDGE_ADDED__PRIMARY_RETAINED	DUAL_DERIVATION__NO_PRIMARY_CHANGE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
19	chepos	READ_KNOWN_FRAGMENT_WORKING_CARD	CH+E+P+O+S	SELF_CONTAINED	Nehmen, einsetzen und wählen; auf Grad I; zur Ausführung.	Nimm, setze ein und wähle; auf Grad I und zur Ausführung.	[CH+E+P]+O+S	[chep]+os	CH+E+P	1	3	1	chep	ALIGNED_EXACT_OLD_SURFACE_STEM	chep	RIGHT_EXTENSION	NONE	NONE	NONE	0	NONE	NONE	0	O+S	os	SINGLETON_VISIBLE_CHANNEL	1	O+S	P>O	11	1	1	0	0	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_DISJOINT	NO	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	2	ANCHOR_CONTEXT_MODE_DIFFERENCE	YES	[CH+E]+P+O+S	CH+E	ALIGNED_EXACT_OLD_SURFACE_STEM	che	TARGET_MODE_SET_EQUAL	1	1	CONTEXT	SECONDARY_BRIDGE_ADDED__PRIMARY_RETAINED	DUAL_DERIVATION__NO_PRIMARY_CHANGE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
20	cheta	READ_KNOWN_FRAGMENT_WORKING_CARD	CH+E+T+A_ADDR	SELF_CONTAINED	Nehmen und einstellen; auf Grad I; hier.	Entnimm und lege fest; auf Grad I; an der bezeichneten Stelle.	[CH+E]+T+A_ADDR	[che]+ta	CH+E	1	2	1	che	ALIGNED_EXACT_OLD_SURFACE_STEM	che	RIGHT_EXTENSION	NONE	NONE	NONE	0	NONE	NONE	0	T+A_ADDR	ta	SINGLETON_VISIBLE_CHANNEL	1	T+A_ADDR	E>T	17	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	2	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
21	choekeey	READ_KNOWN_FRAGMENT_WORKING_CARD	CH+O+E+K+EE+Y	SELF_CONTAINED	Den Posten nehmen und geben; zur Ausführung; auf Grad I; auf Grad II.	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; zur Ausführung, auf Grad I und auf Grad II.	CH+O+E+[K+EE+Y]	choe+[keey]	K+EE+Y	4	3	9	keey	ALIGNED_EXACT_OLD_SURFACE_STEM	keey	LEFT_EXTENSION	CH+O+E	choe	SINGLETON_VISIBLE_CHANNEL	1	CH+O+E	E>K	24	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
22	choiin	READ_KNOWN_FRAGMENT_WORKING_CARD	CH+O+IIN	REQUIRES_ACTIVE_ARGUMENT	Nehmen; zur Ausführung; auf der bezeichneten Stufe.	Nimm den Pflanzenposten [wie zuvor]; zur Ausführung und auf der bezeichneten Stufe.	CH+[O+IIN]	ch+[oiin]	O+IIN	2	2	13	oiiiin|oiiin|oiin|oin	ALIGNED_EXACT_OLD_SURFACE_STEM	oiin	LEFT_EXTENSION	CH	ch	REPEATED_INVARIANT_VISIBLE_CHANNEL	2	CH	CH>O	64	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	1	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	YES	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	2	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
23	cholpchd	READ_KNOWN_FRAGMENT_WORKING_CARD	OL+P+CHD	REQUIRES_ACTIVE_ARGUMENT	Fortsetzen; einsetzen und bearbeiten.	Setze den laufenden Eintrag [wie zuvor] ein und bearbeite den laufenden Eintrag [wie zuvor]; führe fort.	[OL+P]+CHD	[NO_EXACT_OLD_VISIBLE_STEM]	OL+P	1	2	1	qolp	NO_EXACT_OLD_SURFACE_STEM	NONE	RIGHT_EXTENSION	NONE	NONE	NONE	0	NONE	NONE	0	CHD	NONE	NO_ALIGNED_VISIBLE_CHANNEL	0	NONE	P>CHD	30	1	1	1	0	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_EQUAL	YES	1	OL+P+CHD+DY	TARGET_MODE_SET_INCLUDED	EXACT_TARGET_SEQUENCE_INSIDE_OLD_SUPERCARD	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
24	choraiin	READ_KNOWN_FRAGMENT_WORKING_CARD	CH+OR+AIIN	SELF_CONTAINED	Die Einheit und den Wert nehmen.	Nimm die Arbeitseinheit und den Arbeitswert.	[CH+OR]+AIIN	[chor]+aiin	CH+OR	1	2	23	chor	ALIGNED_EXACT_OLD_SURFACE_STEM	chor	RIGHT_EXTENSION	NONE	NONE	NONE	0	NONE	NONE	0	AIIN	aiin	REPEATED_INVARIANT_VISIBLE_CHANNEL	2	AIIN	OR>AIIN	5	1	1	0	1	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	2	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
26	chory	READ_KNOWN_FRAGMENT_WORKING_CARD	CH+OR+Y	SELF_CONTAINED	Die Einheit und den Posten nehmen.	Nimm die Arbeitseinheit und den Pflanzenposten.	[CH+OR]+Y	[chor]+y	CH+OR	1	2	23	chor	ALIGNED_EXACT_OLD_SURFACE_STEM	chor	RIGHT_EXTENSION	NONE	NONE	NONE	0	NONE	NONE	0	Y	y	REPEATED_INVARIANT_VISIBLE_CHANNEL	3	Y	OR>Y	9	1	1	0	1	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	2	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
29	ckhochy	READ_KNOWN_FRAGMENT_WORKING_CARD	CH+K+O+CH+Y	SELF_CONTAINED	Den Posten nehmen, geben und erneut nehmen; zur Ausführung.	Nimm den Pflanzenposten, gib den Pflanzenposten zu und nimm den Pflanzenposten; zur Ausführung.	[CH+K+O]+CH+Y	[ckho]+chy	CH+K+O	1	3	2	chckho|ckho	ALIGNED_EXACT_OLD_SURFACE_STEM	ckho	RIGHT_EXTENSION	NONE	NONE	NONE	0	NONE	NONE	0	CH+Y	chy	REPEATED_INVARIANT_VISIBLE_CHANNEL	3	CH+Y	O>CH	49	1	1	0	1	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
31	cpholdy	READ_KNOWN_FRAGMENT_WORKING_CARD	CH+P+OL+DY	REQUIRES_ACTIVE_ARGUMENT	Nehmen und einsetzen; fortsetzen; abschließen.	Nimm den Pflanzenposten [wie zuvor] und setze den Pflanzenposten [wie zuvor] ein; führe fort; schließe den Schritt.	[CH+P+OL]+DY	[cphol]+dy	CH+P+OL	1	3	2	cphol	ALIGNED_EXACT_OLD_SURFACE_STEM	cphol	RIGHT_EXTENSION	NONE	NONE	NONE	0	NONE	NONE	0	DY	dy	REPEATED_AMBIGUOUS_VISIBLE_CHANNEL	6	DY|D_ADDR+Y	OL>DY	24	1	1	0	0	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
