edition	page	locus	source_group_id	source_group_index	ivtff_group_raw	left_separator	right_separator	F_gloss	S_gloss	F_role	S_role	meaning_status
ZL3b	f103v	f103v.39	ZL3b|f103v.39|G005	5	shol	DEFINITE_SPACE	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f103v	f103v.42	ZL3b|f103v.42|G005	5	arol	DEFINITE_SPACE	DEFINITE_SPACE	wird	wird	PASSIVE_AUX	PASSIVE_AUX	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f103v	f103v.45	ZL3b|f103v.45|G008	8	or	UNCERTAIN_SMALL_SPACE	UNCERTAIN_SMALL_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f103v	f103v.46	ZL3b|f103v.46|G002	2	shol	DEFINITE_SPACE	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f105r	f105r.17	ZL3b|f105r.17|G005	5	shol	DEFINITE_SPACE	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f105r	f105r.2	ZL3b|f105r.2|G008	8	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f105r	f105r.31	ZL3b|f105r.31|G012	12	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f105r	f105r.33	ZL3b|f105r.33|G007	7	or	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f105r	f105r.5	ZL3b|f105r.5|G006	6	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f105r	f105r.7	ZL3b|f105r.7|G003	3	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f105r	f105r.8	ZL3b|f105r.8|G003	3	or	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f105v	f105v.10	ZL3b|f105v.10|G009	9	kair	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	allmählich	allmählich	RATE	RATE	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f105v	f105v.13	ZL3b|f105v.13|G006	6	kair	DEFINITE_SPACE	DEFINITE_SPACE	allmählich	allmählich	RATE	RATE	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f105v	f105v.2	ZL3b|f105v.2|G006	6	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f105v	f105v.2	ZL3b|f105v.2|G010	10	or	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f105v	f105v.21	ZL3b|f105v.21|G010	10	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f105v	f105v.26	ZL3b|f105v.26|G006	6	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f105v	f105v.33	ZL3b|f105v.33|G010	10	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f105v	f105v.9	ZL3b|f105v.9|G010	10	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f107r	f107r.14	ZL3b|f107r.14|G004	4	or	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f107r	f107r.16	ZL3b|f107r.16|G008	8	kair	DEFINITE_SPACE	DEFINITE_SPACE	allmählich	allmählich	RATE	RATE	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f107r	f107r.24	ZL3b|f107r.24|G005	5	kair	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	allmählich	allmählich	RATE	RATE	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f107r	f107r.24	ZL3b|f107r.24|G008	8	kair	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	allmählich	allmählich	RATE	RATE	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f107r	f107r.29	ZL3b|f107r.29|G003	3	shol	DEFINITE_SPACE	LINE_END	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f107r	f107r.37	ZL3b|f107r.37|G005	5	olkain	UNCERTAIN_SMALL_SPACE	LINE_END	Inhalt	Inhalt	CONTENT_MATERIAL	CONTENT_MATERIAL	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f107v	f107v.17	ZL3b|f107v.17|G002	2	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f107v	f107v.20	ZL3b|f107v.20|G002	2	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f107v	f107v.24	ZL3b|f107v.24|G004	4	olkain	DEFINITE_SPACE	DEFINITE_SPACE	Inhalt	Inhalt	CONTENT_MATERIAL	CONTENT_MATERIAL	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f107v	f107v.3	ZL3b|f107v.3|G005	5	shol	DEFINITE_SPACE	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f107v	f107v.36	ZL3b|f107v.36|G009	9	olkain	DEFINITE_SPACE	DEFINITE_SPACE	Inhalt	Inhalt	CONTENT_MATERIAL	CONTENT_MATERIAL	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f107v	f107v.37	ZL3b|f107v.37|G009	9	keedy	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	gebildet	abgesondert	FORMATION_PARTICIPLE	SEPARATION_PARTICIPLE	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f107v	f107v.42	ZL3b|f107v.42|G001	1	or	LINE_START	UNCERTAIN_SMALL_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f111r	f111r.13	ZL3b|f111r.13|G008	8	or	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f111r	f111r.16	ZL3b|f111r.16|G011	11	keedy	DEFINITE_SPACE	LINE_END	gebildet	abgesondert	FORMATION_PARTICIPLE	SEPARATION_PARTICIPLE	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f111r	f111r.17	ZL3b|f111r.17|G011	11	keedy	DEFINITE_SPACE	DEFINITE_SPACE	gebildet	abgesondert	FORMATION_PARTICIPLE	SEPARATION_PARTICIPLE	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f111r	f111r.22	ZL3b|f111r.22|G003	3	keedy	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	gebildet	abgesondert	FORMATION_PARTICIPLE	SEPARATION_PARTICIPLE	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f111r	f111r.37	ZL3b|f111r.37|G009	9	keedy	DEFINITE_SPACE	DEFINITE_SPACE	gebildet	abgesondert	FORMATION_PARTICIPLE	SEPARATION_PARTICIPLE	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f111r	f111r.46	ZL3b|f111r.46|G011	11	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f111r	f111r.6	ZL3b|f111r.6|G011	11	keedy	DEFINITE_SPACE	DEFINITE_SPACE	gebildet	abgesondert	FORMATION_PARTICIPLE	SEPARATION_PARTICIPLE	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f111v	f111v.2	ZL3b|f111v.2|G003	3	keedy	DEFINITE_SPACE	DEFINITE_SPACE	gebildet	abgesondert	FORMATION_PARTICIPLE	SEPARATION_PARTICIPLE	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f111v	f111v.26	ZL3b|f111v.26|G007	7	keedy	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	gebildet	abgesondert	FORMATION_PARTICIPLE	SEPARATION_PARTICIPLE	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f111v	f111v.37	ZL3b|f111v.37|G009	9	keedy	DEFINITE_SPACE	DEFINITE_SPACE	gebildet	abgesondert	FORMATION_PARTICIPLE	SEPARATION_PARTICIPLE	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f111v	f111v.44	ZL3b|f111v.44|G005	5	or	DEFINITE_SPACE	LINE_END	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f111v	f111v.50	ZL3b|f111v.50|G012	12	or	DEFINITE_SPACE	LINE_END	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f113r	f113r.12	ZL3b|f113r.12|G005	5	shol	DEFINITE_SPACE	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f113r	f113r.17	ZL3b|f113r.17|G003	3	shol	DEFINITE_SPACE	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f113r	f113r.21	ZL3b|f113r.21|G002	2	shol	DEFINITE_SPACE	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f113r	f113r.24	ZL3b|f113r.24|G005	5	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f113r	f113r.45	ZL3b|f113r.45|G002	2	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f113r	f113r.7	ZL3b|f113r.7|G008	8	olkain	DEFINITE_SPACE	LINE_END	Inhalt	Inhalt	CONTENT_MATERIAL	CONTENT_MATERIAL	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f113v	f113v.30	ZL3b|f113v.30|G003	3	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f113v	f113v.42	ZL3b|f113v.42|G006	6	or	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f113v	f113v.43	ZL3b|f113v.43|G005	5	or	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f113v	f113v.45	ZL3b|f113v.45|G002	2	arol	DEFINITE_SPACE	DEFINITE_SPACE	wird	wird	PASSIVE_AUX	PASSIVE_AUX	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f113v	f113v.49	ZL3b|f113v.49|G010	10	keedy	DEFINITE_SPACE	LINE_END	gebildet	abgesondert	FORMATION_PARTICIPLE	SEPARATION_PARTICIPLE	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f115r	f115r.10	ZL3b|f115r.10|G004	4	keedy	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	gebildet	abgesondert	FORMATION_PARTICIPLE	SEPARATION_PARTICIPLE	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f115r	f115r.12	ZL3b|f115r.12|G005	5	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f115r	f115r.21	ZL3b|f115r.21|G003	3	or	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f115r	f115r.24	ZL3b|f115r.24|G003	3	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f115r	f115r.24	ZL3b|f115r.24|G008	8	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f115v	f115v.4	ZL3b|f115v.4|G005	5	or	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f11v	f11v.1	ZL3b|f11v.1|G005	5	shol	DRAWING_INTERRUPTION	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f11v	f11v.2	ZL3b|f11v.2|G001	1	shol	LINE_START	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f13r	f13r.1	ZL3b|f13r.1|G003	3	shol	DEFINITE_SPACE	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f13r	f13r.1	ZL3b|f13r.1|G006	6	shol	DEFINITE_SPACE	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f13v	f13v.6	ZL3b|f13v.6|G003	3	shol	DEFINITE_SPACE	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f15v	f15v.2	ZL3b|f15v.2|G002	2	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f15v	f15v.4	ZL3b|f15v.4|G003	3	shol	DEFINITE_SPACE	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f15v	f15v.8	ZL3b|f15v.8|G006	6	shol	DEFINITE_SPACE	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f17r	f17r.3	ZL3b|f17r.3|G002	2	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f17r	f17r.4	ZL3b|f17r.4|G002	2	shol	DEFINITE_SPACE	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f17v	f17v.18	ZL3b|f17v.18|G007	7	or	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f17v	f17v.21	ZL3b|f17v.21|G004	4	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f17v	f17v.6	ZL3b|f17v.6|G002	2	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f17v	f17v.6	ZL3b|f17v.6|G004	4	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f17v	f17v.9	ZL3b|f17v.9|G002	2	shol	DEFINITE_SPACE	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f19r	f19r.8	ZL3b|f19r.8|G001	1	or	LINE_START	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f19v	f19v.12	ZL3b|f19v.12|G004	4	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f21r	f21r.11	ZL3b|f21r.11|G001	1	shol	LINE_START	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f21r	f21r.11	ZL3b|f21r.11|G003	3	shol	DEFINITE_SPACE	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f23v	f23v.7	ZL3b|f23v.7|G004	4	shol	DEFINITE_SPACE	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f23v	f23v.9	ZL3b|f23v.9|G006	6	or	DEFINITE_SPACE	DRAWING_INTERRUPTION	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f25v	f25v.4	ZL3b|f25v.4|G003	3	shol	DEFINITE_SPACE	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f27r	f27r.2	ZL3b|f27r.2|G003	3	shol	DEFINITE_SPACE	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f27r	f27r.3	ZL3b|f27r.3|G006	6	shol	DEFINITE_SPACE	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f31r	f31r.14	ZL3b|f31r.14|G002	2	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f33r	f33r.4	ZL3b|f33r.4|G003	3	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f33r	f33r.5	ZL3b|f33r.5|G002	2	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f33r	f33r.7	ZL3b|f33r.7|G004	4	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f33v	f33v.10	ZL3b|f33v.10|G003	3	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f33v	f33v.10	ZL3b|f33v.10|G007	7	or	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f33v	f33v.8	ZL3b|f33v.8|G004	4	keedy	DEFINITE_SPACE	DEFINITE_SPACE	gebildet	abgesondert	FORMATION_PARTICIPLE	SEPARATION_PARTICIPLE	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f33v	f33v.9	ZL3b|f33v.9|G002	2	or	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f33v	f33v.9	ZL3b|f33v.9|G005	5	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f33v	f33v.9	ZL3b|f33v.9|G007	7	shol	DEFINITE_SPACE	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f33v	f33v.9	ZL3b|f33v.9|G008	8	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f35r	f35r.14	ZL3b|f35r.14|G007	7	shol	DRAWING_INTERRUPTION	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f35r	f35r.5	ZL3b|f35r.5|G007	7	or	UNCERTAIN_SMALL_SPACE	LINE_END	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f35v	f35v.6	ZL3b|f35v.6|G001	1	shol	LINE_START	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f35v	f35v.7	ZL3b|f35v.7|G003	3	shol	DEFINITE_SPACE	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f37r	f37r.6	ZL3b|f37r.6|G002	2	shol	DEFINITE_SPACE	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f39r	f39r.15	ZL3b|f39r.15|G001	1	qolkain	LINE_START	DEFINITE_SPACE	aus dem Inhalt	aus dem Inhalt	CONTENT_SOURCE	CONTENT_SOURCE	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f39r	f39r.4	ZL3b|f39r.4|G007	7	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f39r	f39r.9	ZL3b|f39r.9|G002	2	shol	DEFINITE_SPACE	DEFINITE_SPACE	zerfällt	zerfällt	DISINTEGRATION	DISINTEGRATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f39v	f39v.1	ZL3b|f39v.1|G004	4	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f39v	f39v.1	ZL3b|f39v.1|G009	9	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f39v	f39v.10	ZL3b|f39v.10|G004	4	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f39v	f39v.2	ZL3b|f39v.2|G007	7	olky	DEFINITE_SPACE	DEFINITE_SPACE	dabei	dabei	SIMULTANEITY	SIMULTANEITY	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f39v	f39v.3	ZL3b|f39v.3|G007	7	or	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
ZL3b	f39v	f39v.5	ZL3b|f39v.5|G002	2	or	DEFINITE_SPACE	DEFINITE_SPACE	und	und	COORDINATION	COORDINATION	ALL_EIGHT_BASE_MODELS;HYPOTHESIS
