component_recipe	intake_tier	register	incoming_action	incoming_argument	explicit_action_roots	explicit_argument_roots	inherited_action_root	inherited_argument_root	outgoing_action	outgoing_argument	baseline_clause_de	order_safe_clause_de	order_repair_rule	clause_changed_by_order_repair
AIIN+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	CH	NONE	NONE	AIIN|AIN	CH	NONE	CH	AIN	Im laufenden Gang entnimm den Kennwert und den Teilwert.	Im laufenden Gang entnimm den Kennwert und den Teilwert.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	HERBAL	CH	NONE	NONE	AIIN|AIN	CH	NONE	CH	AIN	Im laufenden Gang nimm den Arbeitswert und den Materialanteil.	Im laufenden Gang nimm den Arbeitswert und den Materialanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	BIOLOGICAL	CH	NONE	NONE	AIIN|AIN	CH	NONE	CH	AIN	Im laufenden Gang entnimm den Stationswert und den Stationsanteil.	Im laufenden Gang entnimm den Stationswert und den Stationsanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	CELESTIAL	CH	NONE	NONE	AIIN|AIN	CH	NONE	CH	AIN	Im laufenden Gang nimm den Positionswert und den Sektoranteil auf.	Im laufenden Gang nimm den Positionswert und den Sektoranteil auf.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	PHARMA	CH	NONE	NONE	AIIN|AIN	CH	NONE	CH	AIN	Im laufenden Gang nimm den Mengenwert und den Drogenanteil.	Im laufenden Gang nimm den Mengenwert und den Drogenanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	CH	OR	NONE	AIIN|AIN	CH	NONE	CH	AIN	Im laufenden Gang entnimm den Kennwert und den Teilwert.	Im laufenden Gang entnimm den Kennwert und den Teilwert.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	HERBAL	CH	OR	NONE	AIIN|AIN	CH	NONE	CH	AIN	Im laufenden Gang nimm den Arbeitswert und den Materialanteil.	Im laufenden Gang nimm den Arbeitswert und den Materialanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	BIOLOGICAL	CH	OR	NONE	AIIN|AIN	CH	NONE	CH	AIN	Im laufenden Gang entnimm den Stationswert und den Stationsanteil.	Im laufenden Gang entnimm den Stationswert und den Stationsanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	CELESTIAL	CH	OR	NONE	AIIN|AIN	CH	NONE	CH	AIN	Im laufenden Gang nimm den Positionswert und den Sektoranteil auf.	Im laufenden Gang nimm den Positionswert und den Sektoranteil auf.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	PHARMA	CH	OR	NONE	AIIN|AIN	CH	NONE	CH	AIN	Im laufenden Gang nimm den Mengenwert und den Drogenanteil.	Im laufenden Gang nimm den Mengenwert und den Drogenanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	CH	Y	NONE	AIIN|AIN	CH	NONE	CH	AIN	Im laufenden Gang entnimm den Kennwert und den Teilwert.	Im laufenden Gang entnimm den Kennwert und den Teilwert.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	HERBAL	CH	Y	NONE	AIIN|AIN	CH	NONE	CH	AIN	Im laufenden Gang nimm den Arbeitswert und den Materialanteil.	Im laufenden Gang nimm den Arbeitswert und den Materialanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	BIOLOGICAL	CH	Y	NONE	AIIN|AIN	CH	NONE	CH	AIN	Im laufenden Gang entnimm den Stationswert und den Stationsanteil.	Im laufenden Gang entnimm den Stationswert und den Stationsanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	CELESTIAL	CH	Y	NONE	AIIN|AIN	CH	NONE	CH	AIN	Im laufenden Gang nimm den Positionswert und den Sektoranteil auf.	Im laufenden Gang nimm den Positionswert und den Sektoranteil auf.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	PHARMA	CH	Y	NONE	AIIN|AIN	CH	NONE	CH	AIN	Im laufenden Gang nimm den Mengenwert und den Drogenanteil.	Im laufenden Gang nimm den Mengenwert und den Drogenanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	CHD	AIIN	NONE	AIIN|AIN	CHD	NONE	CHD	AIN	Im laufenden Gang bearbeite den Kennwert und den Teilwert.	Im laufenden Gang bearbeite den Kennwert und den Teilwert.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	HERBAL	CHD	AIIN	NONE	AIIN|AIN	CHD	NONE	CHD	AIN	Im laufenden Gang bearbeite den Arbeitswert und den Materialanteil.	Im laufenden Gang bearbeite den Arbeitswert und den Materialanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	BIOLOGICAL	CHD	AIIN	NONE	AIIN|AIN	CHD	NONE	CHD	AIN	Im laufenden Gang bearbeite den Stationswert und den Stationsanteil.	Im laufenden Gang bearbeite den Stationswert und den Stationsanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	CELESTIAL	CHD	AIIN	NONE	AIIN|AIN	CHD	NONE	CHD	AIN	Im laufenden Gang bearbeite den Positionswert und den Sektoranteil.	Im laufenden Gang bearbeite den Positionswert und den Sektoranteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	PHARMA	CHD	AIIN	NONE	AIIN|AIN	CHD	NONE	CHD	AIN	Im laufenden Gang bearbeite den Mengenwert und den Drogenanteil.	Im laufenden Gang bearbeite den Mengenwert und den Drogenanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	CHD	AIN	NONE	AIIN|AIN	CHD	NONE	CHD	AIN	Im laufenden Gang bearbeite den Kennwert und den Teilwert.	Im laufenden Gang bearbeite den Kennwert und den Teilwert.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	HERBAL	CHD	AIN	NONE	AIIN|AIN	CHD	NONE	CHD	AIN	Im laufenden Gang bearbeite den Arbeitswert und den Materialanteil.	Im laufenden Gang bearbeite den Arbeitswert und den Materialanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	BIOLOGICAL	CHD	AIN	NONE	AIIN|AIN	CHD	NONE	CHD	AIN	Im laufenden Gang bearbeite den Stationswert und den Stationsanteil.	Im laufenden Gang bearbeite den Stationswert und den Stationsanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	CELESTIAL	CHD	AIN	NONE	AIIN|AIN	CHD	NONE	CHD	AIN	Im laufenden Gang bearbeite den Positionswert und den Sektoranteil.	Im laufenden Gang bearbeite den Positionswert und den Sektoranteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	PHARMA	CHD	AIN	NONE	AIIN|AIN	CHD	NONE	CHD	AIN	Im laufenden Gang bearbeite den Mengenwert und den Drogenanteil.	Im laufenden Gang bearbeite den Mengenwert und den Drogenanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	CHD	NONE	NONE	AIIN|AIN	CHD	NONE	CHD	AIN	Im laufenden Gang bearbeite den Kennwert und den Teilwert.	Im laufenden Gang bearbeite den Kennwert und den Teilwert.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	HERBAL	CHD	NONE	NONE	AIIN|AIN	CHD	NONE	CHD	AIN	Im laufenden Gang bearbeite den Arbeitswert und den Materialanteil.	Im laufenden Gang bearbeite den Arbeitswert und den Materialanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	BIOLOGICAL	CHD	NONE	NONE	AIIN|AIN	CHD	NONE	CHD	AIN	Im laufenden Gang bearbeite den Stationswert und den Stationsanteil.	Im laufenden Gang bearbeite den Stationswert und den Stationsanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	CELESTIAL	CHD	NONE	NONE	AIIN|AIN	CHD	NONE	CHD	AIN	Im laufenden Gang bearbeite den Positionswert und den Sektoranteil.	Im laufenden Gang bearbeite den Positionswert und den Sektoranteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	PHARMA	CHD	NONE	NONE	AIIN|AIN	CHD	NONE	CHD	AIN	Im laufenden Gang bearbeite den Mengenwert und den Drogenanteil.	Im laufenden Gang bearbeite den Mengenwert und den Drogenanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	CHD	OR	NONE	AIIN|AIN	CHD	NONE	CHD	AIN	Im laufenden Gang bearbeite den Kennwert und den Teilwert.	Im laufenden Gang bearbeite den Kennwert und den Teilwert.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	HERBAL	CHD	OR	NONE	AIIN|AIN	CHD	NONE	CHD	AIN	Im laufenden Gang bearbeite den Arbeitswert und den Materialanteil.	Im laufenden Gang bearbeite den Arbeitswert und den Materialanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	BIOLOGICAL	CHD	OR	NONE	AIIN|AIN	CHD	NONE	CHD	AIN	Im laufenden Gang bearbeite den Stationswert und den Stationsanteil.	Im laufenden Gang bearbeite den Stationswert und den Stationsanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	CELESTIAL	CHD	OR	NONE	AIIN|AIN	CHD	NONE	CHD	AIN	Im laufenden Gang bearbeite den Positionswert und den Sektoranteil.	Im laufenden Gang bearbeite den Positionswert und den Sektoranteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	PHARMA	CHD	OR	NONE	AIIN|AIN	CHD	NONE	CHD	AIN	Im laufenden Gang bearbeite den Mengenwert und den Drogenanteil.	Im laufenden Gang bearbeite den Mengenwert und den Drogenanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	CHD	Y	NONE	AIIN|AIN	CHD	NONE	CHD	AIN	Im laufenden Gang bearbeite den Kennwert und den Teilwert.	Im laufenden Gang bearbeite den Kennwert und den Teilwert.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	HERBAL	CHD	Y	NONE	AIIN|AIN	CHD	NONE	CHD	AIN	Im laufenden Gang bearbeite den Arbeitswert und den Materialanteil.	Im laufenden Gang bearbeite den Arbeitswert und den Materialanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	BIOLOGICAL	CHD	Y	NONE	AIIN|AIN	CHD	NONE	CHD	AIN	Im laufenden Gang bearbeite den Stationswert und den Stationsanteil.	Im laufenden Gang bearbeite den Stationswert und den Stationsanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	CELESTIAL	CHD	Y	NONE	AIIN|AIN	CHD	NONE	CHD	AIN	Im laufenden Gang bearbeite den Positionswert und den Sektoranteil.	Im laufenden Gang bearbeite den Positionswert und den Sektoranteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	PHARMA	CHD	Y	NONE	AIIN|AIN	CHD	NONE	CHD	AIN	Im laufenden Gang bearbeite den Mengenwert und den Drogenanteil.	Im laufenden Gang bearbeite den Mengenwert und den Drogenanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	K	AIIN	NONE	AIIN|AIN	K	NONE	K	AIN	Im laufenden Gang ordne den Kennwert und den Teilwert zu.	Im laufenden Gang ordne den Kennwert und den Teilwert zu.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	HERBAL	K	AIIN	NONE	AIIN|AIN	K	NONE	K	AIN	Im laufenden Gang gib den Arbeitswert und den Materialanteil zu.	Im laufenden Gang gib den Arbeitswert und den Materialanteil zu.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	BIOLOGICAL	K	AIIN	NONE	AIIN|AIN	K	NONE	K	AIN	Im laufenden Gang führe den Stationswert und den Stationsanteil zu.	Im laufenden Gang führe den Stationswert und den Stationsanteil zu.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	CELESTIAL	K	AIIN	NONE	AIIN|AIN	K	NONE	K	AIN	Im laufenden Gang ordne den Positionswert und den Sektoranteil zu.	Im laufenden Gang ordne den Positionswert und den Sektoranteil zu.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	PHARMA	K	AIIN	NONE	AIIN|AIN	K	NONE	K	AIN	Im laufenden Gang gib den Mengenwert und den Drogenanteil zu.	Im laufenden Gang gib den Mengenwert und den Drogenanteil zu.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	K	AIN	NONE	AIIN|AIN	K	NONE	K	AIN	Im laufenden Gang ordne den Kennwert und den Teilwert zu.	Im laufenden Gang ordne den Kennwert und den Teilwert zu.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	HERBAL	K	AIN	NONE	AIIN|AIN	K	NONE	K	AIN	Im laufenden Gang gib den Arbeitswert und den Materialanteil zu.	Im laufenden Gang gib den Arbeitswert und den Materialanteil zu.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	BIOLOGICAL	K	AIN	NONE	AIIN|AIN	K	NONE	K	AIN	Im laufenden Gang führe den Stationswert und den Stationsanteil zu.	Im laufenden Gang führe den Stationswert und den Stationsanteil zu.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	CELESTIAL	K	AIN	NONE	AIIN|AIN	K	NONE	K	AIN	Im laufenden Gang ordne den Positionswert und den Sektoranteil zu.	Im laufenden Gang ordne den Positionswert und den Sektoranteil zu.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	PHARMA	K	AIN	NONE	AIIN|AIN	K	NONE	K	AIN	Im laufenden Gang gib den Mengenwert und den Drogenanteil zu.	Im laufenden Gang gib den Mengenwert und den Drogenanteil zu.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	K	NONE	NONE	AIIN|AIN	K	NONE	K	AIN	Im laufenden Gang ordne den Kennwert und den Teilwert zu.	Im laufenden Gang ordne den Kennwert und den Teilwert zu.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	HERBAL	K	NONE	NONE	AIIN|AIN	K	NONE	K	AIN	Im laufenden Gang gib den Arbeitswert und den Materialanteil zu.	Im laufenden Gang gib den Arbeitswert und den Materialanteil zu.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	BIOLOGICAL	K	NONE	NONE	AIIN|AIN	K	NONE	K	AIN	Im laufenden Gang führe den Stationswert und den Stationsanteil zu.	Im laufenden Gang führe den Stationswert und den Stationsanteil zu.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	CELESTIAL	K	NONE	NONE	AIIN|AIN	K	NONE	K	AIN	Im laufenden Gang ordne den Positionswert und den Sektoranteil zu.	Im laufenden Gang ordne den Positionswert und den Sektoranteil zu.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	PHARMA	K	NONE	NONE	AIIN|AIN	K	NONE	K	AIN	Im laufenden Gang gib den Mengenwert und den Drogenanteil zu.	Im laufenden Gang gib den Mengenwert und den Drogenanteil zu.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	K	OR	NONE	AIIN|AIN	K	NONE	K	AIN	Im laufenden Gang ordne den Kennwert und den Teilwert zu.	Im laufenden Gang ordne den Kennwert und den Teilwert zu.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	HERBAL	K	OR	NONE	AIIN|AIN	K	NONE	K	AIN	Im laufenden Gang gib den Arbeitswert und den Materialanteil zu.	Im laufenden Gang gib den Arbeitswert und den Materialanteil zu.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	BIOLOGICAL	K	OR	NONE	AIIN|AIN	K	NONE	K	AIN	Im laufenden Gang führe den Stationswert und den Stationsanteil zu.	Im laufenden Gang führe den Stationswert und den Stationsanteil zu.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	CELESTIAL	K	OR	NONE	AIIN|AIN	K	NONE	K	AIN	Im laufenden Gang ordne den Positionswert und den Sektoranteil zu.	Im laufenden Gang ordne den Positionswert und den Sektoranteil zu.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	PHARMA	K	OR	NONE	AIIN|AIN	K	NONE	K	AIN	Im laufenden Gang gib den Mengenwert und den Drogenanteil zu.	Im laufenden Gang gib den Mengenwert und den Drogenanteil zu.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	K	Y	NONE	AIIN|AIN	K	NONE	K	AIN	Im laufenden Gang ordne den Kennwert und den Teilwert zu.	Im laufenden Gang ordne den Kennwert und den Teilwert zu.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	HERBAL	K	Y	NONE	AIIN|AIN	K	NONE	K	AIN	Im laufenden Gang gib den Arbeitswert und den Materialanteil zu.	Im laufenden Gang gib den Arbeitswert und den Materialanteil zu.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	BIOLOGICAL	K	Y	NONE	AIIN|AIN	K	NONE	K	AIN	Im laufenden Gang führe den Stationswert und den Stationsanteil zu.	Im laufenden Gang führe den Stationswert und den Stationsanteil zu.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	CELESTIAL	K	Y	NONE	AIIN|AIN	K	NONE	K	AIN	Im laufenden Gang ordne den Positionswert und den Sektoranteil zu.	Im laufenden Gang ordne den Positionswert und den Sektoranteil zu.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	PHARMA	K	Y	NONE	AIIN|AIN	K	NONE	K	AIN	Im laufenden Gang gib den Mengenwert und den Drogenanteil zu.	Im laufenden Gang gib den Mengenwert und den Drogenanteil zu.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	NONE	AIIN	NONE	AIIN|AIN	NONE	NONE	NONE	AIN	Bezug: den Kennwert und den Teilwert.	Bezug: den Kennwert und den Teilwert.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	HERBAL	NONE	AIIN	NONE	AIIN|AIN	NONE	NONE	NONE	AIN	Bezug: den Arbeitswert und den Materialanteil.	Bezug: den Arbeitswert und den Materialanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	BIOLOGICAL	NONE	AIIN	NONE	AIIN|AIN	NONE	NONE	NONE	AIN	Bezug: den Stationswert und den Stationsanteil.	Bezug: den Stationswert und den Stationsanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	CELESTIAL	NONE	AIIN	NONE	AIIN|AIN	NONE	NONE	NONE	AIN	Bezug: den Positionswert und den Sektoranteil.	Bezug: den Positionswert und den Sektoranteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	PHARMA	NONE	AIIN	NONE	AIIN|AIN	NONE	NONE	NONE	AIN	Bezug: den Mengenwert und den Drogenanteil.	Bezug: den Mengenwert und den Drogenanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	NONE	AIN	NONE	AIIN|AIN	NONE	NONE	NONE	AIN	Bezug: den Kennwert und den Teilwert.	Bezug: den Kennwert und den Teilwert.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	HERBAL	NONE	AIN	NONE	AIIN|AIN	NONE	NONE	NONE	AIN	Bezug: den Arbeitswert und den Materialanteil.	Bezug: den Arbeitswert und den Materialanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	BIOLOGICAL	NONE	AIN	NONE	AIIN|AIN	NONE	NONE	NONE	AIN	Bezug: den Stationswert und den Stationsanteil.	Bezug: den Stationswert und den Stationsanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	CELESTIAL	NONE	AIN	NONE	AIIN|AIN	NONE	NONE	NONE	AIN	Bezug: den Positionswert und den Sektoranteil.	Bezug: den Positionswert und den Sektoranteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	PHARMA	NONE	AIN	NONE	AIIN|AIN	NONE	NONE	NONE	AIN	Bezug: den Mengenwert und den Drogenanteil.	Bezug: den Mengenwert und den Drogenanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	NONE	NONE	NONE	AIIN|AIN	NONE	NONE	NONE	AIN	Bezug: den Kennwert und den Teilwert.	Bezug: den Kennwert und den Teilwert.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	HERBAL	NONE	NONE	NONE	AIIN|AIN	NONE	NONE	NONE	AIN	Bezug: den Arbeitswert und den Materialanteil.	Bezug: den Arbeitswert und den Materialanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	BIOLOGICAL	NONE	NONE	NONE	AIIN|AIN	NONE	NONE	NONE	AIN	Bezug: den Stationswert und den Stationsanteil.	Bezug: den Stationswert und den Stationsanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	CELESTIAL	NONE	NONE	NONE	AIIN|AIN	NONE	NONE	NONE	AIN	Bezug: den Positionswert und den Sektoranteil.	Bezug: den Positionswert und den Sektoranteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	PHARMA	NONE	NONE	NONE	AIIN|AIN	NONE	NONE	NONE	AIN	Bezug: den Mengenwert und den Drogenanteil.	Bezug: den Mengenwert und den Drogenanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	NONE	Y	NONE	AIIN|AIN	NONE	NONE	NONE	AIN	Bezug: den Kennwert und den Teilwert.	Bezug: den Kennwert und den Teilwert.	BASELINE_ORDER_ALREADY_SAFE	NO
AIIN+AIN	T2_FUTURE_STRONG	HERBAL	NONE	Y	NONE	AIIN|AIN	NONE	NONE	NONE	AIN	Bezug: den Arbeitswert und den Materialanteil.	Bezug: den Arbeitswert und den Materialanteil.	BASELINE_ORDER_ALREADY_SAFE	NO
