collision_id	register	incoming_action	incoming_argument	outgoing_action	outgoing_argument	baseline_clause_de	colliding_recipes	collision_recipe_count	repaired_clause_count	repair_status
BC051	CELESTIAL	CH	AIN	CH	Y	Im laufenden Gang nimm den Positionsposten auf; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC052	CELESTIAL	CH	NONE	CH	Y	Im laufenden Gang nimm den Positionsposten auf; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC053	CELESTIAL	CH	OR	CH	Y	Im laufenden Gang nimm den Positionsposten auf; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC054	CELESTIAL	CH	Y	CH	Y	Im laufenden Gang nimm den Positionsposten auf; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC055	CELESTIAL	CHD	AIIN	CHD	Y	Im laufenden Gang bearbeite den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC056	CELESTIAL	CHD	AIN	CHD	Y	Im laufenden Gang bearbeite den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC057	CELESTIAL	CHD	NONE	CHD	Y	Im laufenden Gang bearbeite den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC058	CELESTIAL	CHD	OR	CHD	Y	Im laufenden Gang bearbeite den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC059	CELESTIAL	CHD	Y	CHD	Y	Im laufenden Gang bearbeite den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC060	CELESTIAL	K	AIIN	K	Y	Im laufenden Gang ordne den Positionsposten zu; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC061	CELESTIAL	K	AIN	K	Y	Im laufenden Gang ordne den Positionsposten zu; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC062	CELESTIAL	K	NONE	K	Y	Im laufenden Gang ordne den Positionsposten zu; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC063	CELESTIAL	K	OR	K	Y	Im laufenden Gang ordne den Positionsposten zu; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC064	CELESTIAL	K	Y	K	Y	Im laufenden Gang ordne den Positionsposten zu; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC065	CELESTIAL	NONE	AIIN	NONE	Y	Bezug: den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC066	CELESTIAL	NONE	AIN	NONE	Y	Bezug: den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC067	CELESTIAL	NONE	NONE	NONE	Y	Bezug: den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC068	CELESTIAL	NONE	Y	NONE	Y	Bezug: den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC069	CELESTIAL	OK	AIIN	OK	Y	Im laufenden Gang setze den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC070	CELESTIAL	OK	AIN	OK	Y	Im laufenden Gang setze den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC071	CELESTIAL	OK	NONE	OK	Y	Im laufenden Gang setze den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC072	CELESTIAL	OK	OR	OK	Y	Im laufenden Gang setze den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC073	CELESTIAL	OK	Y	OK	Y	Im laufenden Gang setze den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC074	CELESTIAL	P	AIIN	P	Y	Im laufenden Gang setze den Positionsposten ein; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC075	CELESTIAL	P	AIN	P	Y	Im laufenden Gang setze den Positionsposten ein; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC076	CELESTIAL	P	NONE	P	Y	Im laufenden Gang setze den Positionsposten ein; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC077	CELESTIAL	P	OR	P	Y	Im laufenden Gang setze den Positionsposten ein; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC078	CELESTIAL	P	Y	P	Y	Im laufenden Gang setze den Positionsposten ein; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC079	CELESTIAL	R	AIIN	R	Y	Im laufenden Gang markiere den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC080	CELESTIAL	R	AIN	R	Y	Im laufenden Gang markiere den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC081	CELESTIAL	R	NONE	R	Y	Im laufenden Gang markiere den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC082	CELESTIAL	R	OR	R	Y	Im laufenden Gang markiere den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC083	CELESTIAL	R	Y	R	Y	Im laufenden Gang markiere den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC084	CELESTIAL	S	AIIN	S	Y	Im laufenden Gang wähle den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC085	CELESTIAL	S	AIN	S	Y	Im laufenden Gang wähle den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC086	CELESTIAL	S	NONE	S	Y	Im laufenden Gang wähle den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC087	CELESTIAL	S	OR	S	Y	Im laufenden Gang wähle den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC088	CELESTIAL	S	Y	S	Y	Im laufenden Gang wähle den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC089	CELESTIAL	SH	AIIN	SH	Y	Im laufenden Gang halte den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC090	CELESTIAL	SH	AIN	SH	Y	Im laufenden Gang halte den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC091	CELESTIAL	SH	NONE	SH	Y	Im laufenden Gang halte den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC092	CELESTIAL	SH	OR	SH	Y	Im laufenden Gang halte den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC093	CELESTIAL	SH	Y	SH	Y	Im laufenden Gang halte den Positionsposten; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC094	CELESTIAL	T	AIIN	T	Y	Im laufenden Gang stelle den Positionsposten ein; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC095	CELESTIAL	T	AIN	T	Y	Im laufenden Gang stelle den Positionsposten ein; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC096	CELESTIAL	T	NONE	T	Y	Im laufenden Gang stelle den Positionsposten ein; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC097	CELESTIAL	T	OR	T	Y	Im laufenden Gang stelle den Positionsposten ein; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC098	CELESTIAL	T	Y	T	Y	Im laufenden Gang stelle den Positionsposten ein; entlang der Ringbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC099	HERBAL	CH	AIIN	CH	Y	Im laufenden Gang nimm den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC100	HERBAL	CH	AIN	CH	Y	Im laufenden Gang nimm den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC101	HERBAL	CH	NONE	CH	Y	Im laufenden Gang nimm den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC102	HERBAL	CH	OR	CH	Y	Im laufenden Gang nimm den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC103	HERBAL	CH	Y	CH	Y	Im laufenden Gang nimm den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC104	HERBAL	CHD	AIIN	CHD	Y	Im laufenden Gang bearbeite den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC105	HERBAL	CHD	AIN	CHD	Y	Im laufenden Gang bearbeite den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC106	HERBAL	CHD	NONE	CHD	Y	Im laufenden Gang bearbeite den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC107	HERBAL	CHD	OR	CHD	Y	Im laufenden Gang bearbeite den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC108	HERBAL	CHD	Y	CHD	Y	Im laufenden Gang bearbeite den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC109	HERBAL	K	AIIN	K	Y	Im laufenden Gang gib den Pflanzenposten zu; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC110	HERBAL	K	AIN	K	Y	Im laufenden Gang gib den Pflanzenposten zu; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC111	HERBAL	K	NONE	K	Y	Im laufenden Gang gib den Pflanzenposten zu; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC112	HERBAL	K	OR	K	Y	Im laufenden Gang gib den Pflanzenposten zu; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC113	HERBAL	K	Y	K	Y	Im laufenden Gang gib den Pflanzenposten zu; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC114	HERBAL	NONE	AIIN	NONE	Y	Bezug: den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC115	HERBAL	NONE	AIN	NONE	Y	Bezug: den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC116	HERBAL	NONE	NONE	NONE	Y	Bezug: den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC117	HERBAL	NONE	Y	NONE	Y	Bezug: den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC118	HERBAL	OK	AIIN	OK	Y	Im laufenden Gang setze den Pflanzenposten im Arbeitsgang an; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC119	HERBAL	OK	AIN	OK	Y	Im laufenden Gang setze den Pflanzenposten im Arbeitsgang an; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC120	HERBAL	OK	NONE	OK	Y	Im laufenden Gang setze den Pflanzenposten im Arbeitsgang an; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC121	HERBAL	OK	OR	OK	Y	Im laufenden Gang setze den Pflanzenposten im Arbeitsgang an; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC122	HERBAL	OK	Y	OK	Y	Im laufenden Gang setze den Pflanzenposten im Arbeitsgang an; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC123	HERBAL	P	AIIN	P	Y	Im laufenden Gang setze den Pflanzenposten ein; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC124	HERBAL	P	AIN	P	Y	Im laufenden Gang setze den Pflanzenposten ein; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC125	HERBAL	P	NONE	P	Y	Im laufenden Gang setze den Pflanzenposten ein; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC126	HERBAL	P	OR	P	Y	Im laufenden Gang setze den Pflanzenposten ein; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC127	HERBAL	P	Y	P	Y	Im laufenden Gang setze den Pflanzenposten ein; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC128	HERBAL	R	AIIN	R	Y	Im laufenden Gang markiere den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC129	HERBAL	R	AIN	R	Y	Im laufenden Gang markiere den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC130	HERBAL	R	NONE	R	Y	Im laufenden Gang markiere den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC131	HERBAL	R	OR	R	Y	Im laufenden Gang markiere den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC132	HERBAL	R	Y	R	Y	Im laufenden Gang markiere den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC133	HERBAL	S	AIIN	S	Y	Im laufenden Gang wähle den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC134	HERBAL	S	AIN	S	Y	Im laufenden Gang wähle den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC135	HERBAL	S	NONE	S	Y	Im laufenden Gang wähle den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC136	HERBAL	S	OR	S	Y	Im laufenden Gang wähle den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC137	HERBAL	S	Y	S	Y	Im laufenden Gang wähle den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC138	HERBAL	SH	AIIN	SH	Y	Im laufenden Gang halte den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC139	HERBAL	SH	AIN	SH	Y	Im laufenden Gang halte den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC140	HERBAL	SH	NONE	SH	Y	Im laufenden Gang halte den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC141	HERBAL	SH	OR	SH	Y	Im laufenden Gang halte den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC142	HERBAL	SH	Y	SH	Y	Im laufenden Gang halte den Pflanzenposten; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC143	HERBAL	T	AIIN	T	Y	Im laufenden Gang stelle den Pflanzenposten ein; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC144	HERBAL	T	AIN	T	Y	Im laufenden Gang stelle den Pflanzenposten ein; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC145	HERBAL	T	NONE	T	Y	Im laufenden Gang stelle den Pflanzenposten ein; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC146	HERBAL	T	OR	T	Y	Im laufenden Gang stelle den Pflanzenposten ein; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC147	HERBAL	T	Y	T	Y	Im laufenden Gang stelle den Pflanzenposten ein; entlang der Verarbeitungsbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC148	PHARMA	CH	AIIN	CH	Y	Im laufenden Gang nimm den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC149	PHARMA	CH	AIN	CH	Y	Im laufenden Gang nimm den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC150	PHARMA	CH	NONE	CH	Y	Im laufenden Gang nimm den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC151	PHARMA	CH	OR	CH	Y	Im laufenden Gang nimm den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC152	PHARMA	CH	Y	CH	Y	Im laufenden Gang nimm den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC153	PHARMA	CHD	AIIN	CHD	Y	Im laufenden Gang bearbeite den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC154	PHARMA	CHD	AIN	CHD	Y	Im laufenden Gang bearbeite den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC155	PHARMA	CHD	NONE	CHD	Y	Im laufenden Gang bearbeite den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC156	PHARMA	CHD	OR	CHD	Y	Im laufenden Gang bearbeite den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC157	PHARMA	CHD	Y	CHD	Y	Im laufenden Gang bearbeite den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC158	PHARMA	K	AIIN	K	Y	Im laufenden Gang gib den Drogenposten zu; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC159	PHARMA	K	AIN	K	Y	Im laufenden Gang gib den Drogenposten zu; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC160	PHARMA	K	NONE	K	Y	Im laufenden Gang gib den Drogenposten zu; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC161	PHARMA	K	OR	K	Y	Im laufenden Gang gib den Drogenposten zu; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC162	PHARMA	K	Y	K	Y	Im laufenden Gang gib den Drogenposten zu; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC163	PHARMA	NONE	AIIN	NONE	Y	Bezug: den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC164	PHARMA	NONE	AIN	NONE	Y	Bezug: den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC165	PHARMA	NONE	NONE	NONE	Y	Bezug: den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
