statement_id	record_unit_id	page	link_ordinal	left_event_id	right_event_id	left_state_id	right_state_id	left_value_de	right_value_de	intervening_event_count	direct_card_adjacency	recurrent_state_formula	left_slot_code	right_slot_code	left_microcycle	right_microcycle	microcycle_relation	production_reading
H5-S001	H5	f56r	5	E078	E080	M1_RAW_PART	M2_PREPARATION	Zutat	Folgeansatz	1	NO	YES	S1_BEZUG_FOLGE	S1_BEZUG_FOLGE	3	3	SAME_MICROCYCLE	STATE_AND_OPERATION_ADVANCE_TOGETHER
H5-S003	H5	f56r	1	E087	E088	M1_RAW_PART	M1_RAW_PART	Pflanzenteil	Zutat	0	YES	YES	S1_BEZUG_FOLGE	S1_BEZUG_FOLGE	1	1	SAME_MICROCYCLE	STATE_AND_OPERATION_ADVANCE_TOGETHER
H5-S005	H5	f56r	1	E094	E096	M1_RAW_PART	M1_RAW_PART	Zutat	Quellenzutatbindung	1	NO	YES	S1_BEZUG_FOLGE	S1_BEZUG_FOLGE	1	2	CROSSES_MICROCYCLE_RESET	STATE_THREAD_CONTINUES_OVER_LOCAL_WORK_RESET
H5-S005	H5	f56r	2	E096	E097	M1_RAW_PART	M5_APPLICATION_ITEM	Quellenzutatbindung	Gebrauchen	0	YES	NO	S1_BEZUG_FOLGE	S5_ZIEL_ANWENDUNG	2	2	SAME_MICROCYCLE	STATE_AND_OPERATION_ADVANCE_TOGETHER
B1-S002	B1	f81v	1	E107	E108	M4_MEASURED_PORTION	M4_MEASURED_PORTION	Portion	Folgeportion	0	YES	YES	S2_MATERIAL_MASS	S2_MATERIAL_MASS	2	2	SAME_MICROCYCLE	STATE_AND_OPERATION_ADVANCE_TOGETHER
B1-S002	B1	f81v	2	E108	E112	M4_MEASURED_PORTION	M1_RAW_PART	Folgeportion	Zusatz	3	NO	YES	S2_MATERIAL_MASS	S2_MATERIAL_MASS	2	3	CROSSES_MICROCYCLE_RESET	STATE_THREAD_CONTINUES_OVER_LOCAL_WORK_RESET
B1-S002	B1	f81v	3	E112	E113	M1_RAW_PART	M2_PREPARATION	Zusatz	Fortsetzungsansatz	0	YES	YES	S2_MATERIAL_MASS	S1_BEZUG_FOLGE	3	4	CROSSES_MICROCYCLE_RESET	STATE_THREAD_CONTINUES_OVER_LOCAL_WORK_RESET
B1-S002	B1	f81v	4	E113	E116	M2_PREPARATION	M4_MEASURED_PORTION	Fortsetzungsansatz	Sollmaß	2	NO	YES	S1_BEZUG_FOLGE	S2_MATERIAL_MASS	4	5	CROSSES_MICROCYCLE_RESET	STATE_THREAD_CONTINUES_OVER_LOCAL_WORK_RESET
B1-S002	B1	f81v	5	E116	E118	M4_MEASURED_PORTION	M4_MEASURED_PORTION	Sollmaß	Sollmaß	1	NO	YES	S2_MATERIAL_MASS	S2_MATERIAL_MASS	5	6	CROSSES_MICROCYCLE_RESET	STATE_THREAD_CONTINUES_OVER_LOCAL_WORK_RESET
B2-S012	B2	f82r	1	E203	E206	M3_CLEAR_EXTRACT	M3_CLEAR_EXTRACT	Klarauszug	Klarabzug	2	NO	NO	S3_PROZESS_TRANSFER	S3_PROZESS_TRANSFER	1	2	CROSSES_MICROCYCLE_RESET	STATE_THREAD_CONTINUES_OVER_LOCAL_WORK_RESET
B2-S012	B2	f82r	2	E206	E207	M3_CLEAR_EXTRACT	M4_MEASURED_PORTION	Klarabzug	Sollmaß	0	YES	YES	S3_PROZESS_TRANSFER	S2_MATERIAL_MASS	2	3	CROSSES_MICROCYCLE_RESET	STATE_THREAD_CONTINUES_OVER_LOCAL_WORK_RESET
B2-S012	B2	f82r	3	E207	E209	M4_MEASURED_PORTION	M5_APPLICATION_ITEM	Sollmaß	Volleinsatz	1	NO	YES	S2_MATERIAL_MASS	S5_ZIEL_ANWENDUNG	3	4	CROSSES_MICROCYCLE_RESET	STATE_THREAD_CONTINUES_OVER_LOCAL_WORK_RESET
B3-S032	B3	f83r	1	E305	E306	M4_MEASURED_PORTION	M4_MEASURED_PORTION	Kurzsoll	Folgemaß	0	YES	YES	S2_MATERIAL_MASS	S2_MATERIAL_MASS	2	2	SAME_MICROCYCLE	STATE_AND_OPERATION_ADVANCE_TOGETHER
B3-S034	B3	f83r	1	E309	E312	M4_MEASURED_PORTION	M4_MEASURED_PORTION	Arbeitsstufe	Folgemaß	2	NO	YES	S2_MATERIAL_MASS	S2_MATERIAL_MASS	1	2	CROSSES_MICROCYCLE_RESET	STATE_THREAD_CONTINUES_OVER_LOCAL_WORK_RESET
B4-S015	B4	f83r	1	E353	E354	M3_CLEAR_EXTRACT	M4_MEASURED_PORTION	Klarauszug	Portion	0	YES	YES	S3_PROZESS_TRANSFER	S2_MATERIAL_MASS	1	2	CROSSES_MICROCYCLE_RESET	STATE_THREAD_CONTINUES_OVER_LOCAL_WORK_RESET
B4-S016	B4	f83r	1	E358	E360	M4_MEASURED_PORTION	M3_CLEAR_EXTRACT	Folgeportion	Quellausguss	1	NO	YES	S2_MATERIAL_MASS	S3_PROZESS_TRANSFER	1	2	CROSSES_MICROCYCLE_RESET	STATE_THREAD_CONTINUES_OVER_LOCAL_WORK_RESET
B5-S003	B5	f83r	1	E369	E371	M4_MEASURED_PORTION	M4_MEASURED_PORTION	Sollmaß	Endstufe	1	NO	YES	S2_MATERIAL_MASS	S2_MATERIAL_MASS	3	4	CROSSES_MICROCYCLE_RESET	STATE_THREAD_CONTINUES_OVER_LOCAL_WORK_RESET
B6-S001	B6	f83r	1	E375	E377	M5_APPLICATION_ITEM	M4_MEASURED_PORTION	Endposten	Sollmaß	1	NO	NO	S6_BEREIT_ABSCHLUSS	S2_MATERIAL_MASS	1	2	CROSSES_MICROCYCLE_RESET	STATE_THREAD_CONTINUES_OVER_LOCAL_WORK_RESET
B6-S001	B6	f83r	2	E377	E381	M4_MEASURED_PORTION	M5_APPLICATION_ITEM	Sollmaß	Endziel	3	NO	YES	S2_MATERIAL_MASS	S5_ZIEL_ANWENDUNG	2	4	CROSSES_MICROCYCLE_RESET	STATE_THREAD_CONTINUES_OVER_LOCAL_WORK_RESET
