statement_id	page	record	card_ordinal_in_statement	surface	forward_component_recipe	generation_layer
H5-S002	f56r	H5	2	choy	HO+Y	SMALL_CONTEXT_PHRASE
H5-S002	f56r	H5	3	choky	OK+Y	SMALL_CONTEXT_PHRASE
H5-S002	f56r	H5	4	cheeckhody	CH+EE+CKH+O+DY	SMALL_CONTEXT_PHRASE
H5-S003	f56r	H5	1	sh	SH	SMALL_CONTEXT_PHRASE
H5-S003	f56r	H5	2	cho	HO	SMALL_CONTEXT_PHRASE
H5-S003	f56r	H5	3	kchey	K+E+Y	SMALL_CONTEXT_PHRASE
H5-S003	f56r	H5	4	qokokchy	OK+OK+Y	SMALL_CONTEXT_PHRASE
H5-S004	f56r	H5	1	okchy	OK+Y	PRODUCTIVE_Y_PACKER
H5-S004	f56r	H5	2	chokcheo	OK+CH+E+O	PRODUCTIVE_Y_PACKER
H5-S004	f56r	H5	3	kchal	K+AL	PRODUCTIVE_Y_PACKER
H5-S005	f56r	H5	1	sho	HO	PRODUCTIVE_Y_PACKER
H5-S005	f56r	H5	2	chokchy	OK+Y	PRODUCTIVE_Y_PACKER
H5-S005	f56r	H5	3	kchoar	K+HO+AR	PRODUCTIVE_Y_PACKER
H5-S005	f56r	H5	4	sotodan	OT+O+AIN	PRODUCTIVE_Y_PACKER
H5-S006	f56r	H5	1	otchey	OT+Y	PRODUCTIVE_Y_PACKER
H5-S006	f56r	H5	2	keol	K+E+OL	PRODUCTIVE_Y_PACKER
H5-S006	f56r	H5	3	daiin	AIIN	PRODUCTIVE_Y_PACKER
B1-S001	f81v	B1	1	qokedy	OK+E+DY	PRODUCTIVE_Y_PACKER
B1-S002	f81v	B1	1	okaiin	OK+AIIN	BOUND_EXEMPLAR
B1-S002	f81v	B1	2	kair	K+AIR	BOUND_EXEMPLAR
B1-S002	f81v	B1	3	okal	OK+AL	BOUND_EXEMPLAR
B1-S002	f81v	B1	4	sar	AR	BOUND_EXEMPLAR
B1-S002	f81v	B1	5	ol	OL	BOUND_EXEMPLAR
B1-S002	f81v	B1	6	kain	K+AIN	BOUND_EXEMPLAR
B1-S002	f81v	B1	7	olkain	OL+K+AIN	BOUND_EXEMPLAR
B1-S002	f81v	B1	8	al	AL	BOUND_EXEMPLAR
B1-S002	f81v	B1	9	ol	OL	BOUND_EXEMPLAR
B1-S002	f81v	B1	10	rol	R+OL	BOUND_EXEMPLAR
B1-S002	f81v	B1	11	dl	L	BOUND_EXEMPLAR
B1-S002	f81v	B1	12	olor	OL+OR	BOUND_EXEMPLAR
B1-S002	f81v	B1	13	ol	OL	BOUND_EXEMPLAR
B1-S002	f81v	B1	14	sheckhal	SH+E+CKH+AL	BOUND_EXEMPLAR
B1-S002	f81v	B1	15	daiin	AIIN	BOUND_EXEMPLAR
B1-S002	f81v	B1	16	qokeedal	OK+EE+AL	BOUND_EXEMPLAR
B1-S002	f81v	B1	17	daiin	AIIN	BOUND_EXEMPLAR
B1-S002	f81v	B1	18	chckhy	CKH+Y	BOUND_EXEMPLAR
B1-S002	f81v	B1	19	schedy	CHD+DY	BOUND_EXEMPLAR
B1-S003	f81v	B1	1	qol	OL	PRODUCTIVE_Y_PACKER
B1-S003	f81v	B1	2	sshkchdy	SH+K+CHD+DY	PRODUCTIVE_Y_PACKER
B1-S004	f81v	B1	1	chedy	CHD+Y	PRODUCTIVE_Y_PACKER
B1-S004	f81v	B1	2	ol	OL	PRODUCTIVE_Y_PACKER
B1-S004	f81v	B1	3	shedy	SHED+DY	PRODUCTIVE_Y_PACKER
B1-S005	f81v	B1	1	qolchedy	OL+CHD+DY	PRODUCTIVE_Y_PACKER
B1-S006	f81v	B1	1	qokain	OK+AIN	SMALL_CONTEXT_PHRASE
B1-S006	f81v	B1	2	shckhy	CKH+Y	SMALL_CONTEXT_PHRASE
B1-S006	f81v	B1	3	dl	L	SMALL_CONTEXT_PHRASE
B1-S006	f81v	B1	4	ral	R+AL	SMALL_CONTEXT_PHRASE
B1-S007	f81v	B1	1	qokchdy	OK+CHD+DY	PRODUCTIVE_Y_PACKER
B1-S008	f81v	B1	1	chey	Y	SMALL_CONTEXT_PHRASE
B1-S008	f81v	B1	2	ol	OL	SMALL_CONTEXT_PHRASE
B1-S008	f81v	B1	3	cheky	CHK+E+Y	SMALL_CONTEXT_PHRASE
B1-S008	f81v	B1	4	ol	OL	SMALL_CONTEXT_PHRASE
B1-S008	f81v	B1	5	shedy	SHED+DY	SMALL_CONTEXT_PHRASE
B1-S009	f81v	B1	1	qokedy	OK+E+DY	PRODUCTIVE_Y_PACKER
B1-S010	f81v	B1	1	qokedy	OK+E+DY	PRODUCTIVE_Y_PACKER
B1-S011	f81v	B1	1	chckhy	CKH+Y	PRODUCTIVE_Y_PACKER
B1-S011	f81v	B1	2	qoky	OK+Y	PRODUCTIVE_Y_PACKER
B1-S012	f81v	B1	1	lsho	LSH+O	PRODUCTIVE_Y_PACKER
B1-S012	f81v	B1	2	qokey	OK+E+Y	PRODUCTIVE_Y_PACKER
B1-S012	f81v	B1	3	lshedy	LSH+E+DY	PRODUCTIVE_Y_PACKER
B1-S013	f81v	B1	1	lshedy	LSH+E+DY	PRODUCTIVE_Y_PACKER
B1-S014	f81v	B1	1	chedy	CHD+Y	PRODUCTIVE_Y_PACKER
B1-S014	f81v	B1	2	qolky	SOLK+Y	PRODUCTIVE_Y_PACKER
B1-S014	f81v	B1	3	lchedal	L+CHD+AL	PRODUCTIVE_Y_PACKER
B1-S014	f81v	B1	4	qol	OL	PRODUCTIVE_Y_PACKER
B1-S014	f81v	B1	5	otar	OT+AR	PRODUCTIVE_Y_PACKER
B1-S015	f81v	B1	1	ytey	T+E+Y	SMALL_CONTEXT_PHRASE
B1-S015	f81v	B1	2	okchedy	OK+CHD+DY	SMALL_CONTEXT_PHRASE
B1-S016	f81v	B1	1	qokal	OK+AL	PRODUCTIVE_Y_PACKER
B1-S016	f81v	B1	2	okeey	OK+EE+Y	PRODUCTIVE_Y_PACKER
B1-S016	f81v	B1	3	qol	OL	PRODUCTIVE_Y_PACKER
B1-S016	f81v	B1	4	cheedy	SHED+DY	PRODUCTIVE_Y_PACKER
B1-S017	f81v	B1	1	sal	AL	PRODUCTIVE_Y_PACKER
B1-S017	f81v	B1	2	teol	E+OL	PRODUCTIVE_Y_PACKER
B1-S017	f81v	B1	3	dchdy	CHD+DY	PRODUCTIVE_Y_PACKER
B1-S018	f81v	B1	1	ly	L+Y	PRODUCTIVE_Y_PACKER
B1-S018	f81v	B1	2	dsheol	SH+E+OL	PRODUCTIVE_Y_PACKER
B1-S018	f81v	B1	3	oiiin	O+IIN	PRODUCTIVE_Y_PACKER
B1-S018	f81v	B1	4	olkeedy	SOLK+EE+DY	PRODUCTIVE_Y_PACKER
B1-S019	f81v	B1	1	tedy	SHED+DY	PRODUCTIVE_Y_PACKER
B1-S020	f81v	B1	1	cheky	CHK+E+Y	PRODUCTIVE_Y_PACKER
B1-S020	f81v	B1	2	shckhedy	SH+CKH+E+DY	PRODUCTIVE_Y_PACKER
B1-S021	f81v	B1	1	chal	AL	PRODUCTIVE_Y_PACKER
B2-S001	f82r	B2	1	dchedy	CHD+DY	PRODUCTIVE_Y_PACKER
B2-S002	f82r	B2	1	qolchedy	OL+CHD+DY	PRODUCTIVE_Y_PACKER
B2-S003	f82r	B2	1	qokain	OK+AIN	PRODUCTIVE_Y_PACKER
B2-S003	f82r	B2	2	dy	Y	PRODUCTIVE_Y_PACKER
B2-S003	f82r	B2	3	qokeedy	OK+EE+DY	PRODUCTIVE_Y_PACKER
B2-S004	f82r	B2	1	qokal	OK+AL	SMALL_CONTEXT_PHRASE
B2-S004	f82r	B2	2	lcheckhy	L+CKH+Y	SMALL_CONTEXT_PHRASE
B2-S004	f82r	B2	3	lched	L+CHD	SMALL_CONTEXT_PHRASE
B2-S004	f82r	B2	4	qokeey	OK+EE+Y	SMALL_CONTEXT_PHRASE
B2-S004	f82r	B2	5	lcheckhedy	L+CKH+E+DY	SMALL_CONTEXT_PHRASE
B2-S005	f82r	B2	1	qokaly	OK+AL+Y	SMALL_CONTEXT_PHRASE
B2-S005	f82r	B2	2	solkaiin	SOLK+AIIN	SMALL_CONTEXT_PHRASE
B2-S005	f82r	B2	3	chckhy	CKH+Y	SMALL_CONTEXT_PHRASE
B2-S005	f82r	B2	4	qokaiin	OK+AIIN	SMALL_CONTEXT_PHRASE
B2-S005	f82r	B2	5	qokaiin	OK+AIIN	SMALL_CONTEXT_PHRASE
B2-S005	f82r	B2	6	octheol	O+CTH+E+OL	SMALL_CONTEXT_PHRASE
B2-S005	f82r	B2	7	chkeey	CHK+EE+Y	SMALL_CONTEXT_PHRASE
B2-S005	f82r	B2	8	ldy	L+DY	SMALL_CONTEXT_PHRASE
B2-S006	f82r	B2	1	oteey	OT+EE+Y	PRODUCTIVE_Y_PACKER
B2-S006	f82r	B2	2	qokal	OK+AL	PRODUCTIVE_Y_PACKER
B2-S006	f82r	B2	3	sheckhy	SH+E+CKH+Y	PRODUCTIVE_Y_PACKER
B2-S006	f82r	B2	4	qoky	OK+Y	PRODUCTIVE_Y_PACKER
B2-S007	f82r	B2	1	dshedy	SH+E+DY	PRODUCTIVE_Y_PACKER
B2-S008	f82r	B2	1	sotaiin	OT+AIIN	PRODUCTIVE_Y_PACKER
B2-S008	f82r	B2	2	qokar	OK+AR	PRODUCTIVE_Y_PACKER
B2-S008	f82r	B2	3	shedy	SHED+DY	PRODUCTIVE_Y_PACKER
B2-S009	f82r	B2	1	solshedy	OL+SH+E+DY	PRODUCTIVE_Y_PACKER
B2-S010	f82r	B2	1	qokeey	OK+EE+Y	SMALL_CONTEXT_PHRASE
B2-S010	f82r	B2	2	qoky	OK+Y	SMALL_CONTEXT_PHRASE
B2-S010	f82r	B2	3	ls	OL	SMALL_CONTEXT_PHRASE
B2-S010	f82r	B2	4	cheey	SH+EE+Y	SMALL_CONTEXT_PHRASE
B2-S011	f82r	B2	1	okain	OK+AIN	PRODUCTIVE_Y_PACKER
B2-S011	f82r	B2	2	char	AR	PRODUCTIVE_Y_PACKER
B2-S011	f82r	B2	3	okain	OK+AIN	PRODUCTIVE_Y_PACKER
B2-S011	f82r	B2	4	qokeedy	OK+EE+DY	PRODUCTIVE_Y_PACKER
B2-S012	f82r	B2	1	lchy	L+CH+Y	SMALL_CONTEXT_PHRASE
B2-S012	f82r	B2	2	cheey	SH+EE+Y	SMALL_CONTEXT_PHRASE
B2-S012	f82r	B2	3	qcthey	CTH+E+Y	SMALL_CONTEXT_PHRASE
B2-S012	f82r	B2	4	qokeey	OK+EE+Y	SMALL_CONTEXT_PHRASE
B2-S012	f82r	B2	5	lcheey	L+EE+Y	SMALL_CONTEXT_PHRASE
B2-S012	f82r	B2	6	daiin	AIIN	SMALL_CONTEXT_PHRASE
B2-S012	f82r	B2	7	chey	Y	SMALL_CONTEXT_PHRASE
B2-S012	f82r	B2	8	qokeeedy	OK+EEE+DY	SMALL_CONTEXT_PHRASE
B2-S013	f82r	B2	1	lchedy	L+CHD+DY	PRODUCTIVE_Y_PACKER
B2-S014	f82r	B2	1	lar	L+AR	PRODUCTIVE_Y_PACKER
B2-S015	f82r	B2	1	tshey	SH+E+Y	PRODUCTIVE_Y_PACKER
B2-S015	f82r	B2	2	qokeedy	OK+EE+DY	PRODUCTIVE_Y_PACKER
B2-S016	f82r	B2	1	cheal	AL	SMALL_CONTEXT_PHRASE
B2-S016	f82r	B2	2	lchedar	L+CHD+AR	SMALL_CONTEXT_PHRASE
B2-S016	f82r	B2	3	ches	CH+E+S	SMALL_CONTEXT_PHRASE
B2-S016	f82r	B2	4	aiin	AIIN	SMALL_CONTEXT_PHRASE
B2-S016	f82r	B2	5	oteey	OT+EE+Y	SMALL_CONTEXT_PHRASE
B2-S016	f82r	B2	6	qokaiin	OK+AIIN	SMALL_CONTEXT_PHRASE
B2-S016	f82r	B2	7	okey	OK+E+Y	SMALL_CONTEXT_PHRASE
B2-S016	f82r	B2	8	pchedy	P+CHD+DY	SMALL_CONTEXT_PHRASE
B2-S017	f82r	B2	1	rsheal	R+SH+E+AL	PRODUCTIVE_Y_PACKER
B2-S017	f82r	B2	2	daldy	AL+DY	PRODUCTIVE_Y_PACKER
B2-S018	f82r	B2	1	qokeedy	OK+EE+DY	PRODUCTIVE_Y_PACKER
B2-S019	f82r	B2	1	rshedy	R+SHED+DY	PRODUCTIVE_Y_PACKER
B2-S020	f82r	B2	1	qoteedy	OT+EE+DY	PRODUCTIVE_Y_PACKER
B2-S021	f82r	B2	1	qokeedy	OK+EE+DY	PRODUCTIVE_Y_PACKER
B2-S022	f82r	B2	1	lochedy	L+O+CHD+DY	PRODUCTIVE_Y_PACKER
B3-S001	f83r	B3	1	olkeedy	SOLK+EE+DY	PRODUCTIVE_Y_PACKER
B3-S002	f83r	B3	1	qotal	OT+AL	PRODUCTIVE_Y_PACKER
B3-S002	f83r	B3	2	chkeedy	CHK+EE+DY	PRODUCTIVE_Y_PACKER
B3-S003	f83r	B3	1	chey	Y	SMALL_CONTEXT_PHRASE
B3-S003	f83r	B3	2	daiin	AIIN	SMALL_CONTEXT_PHRASE
B3-S003	f83r	B3	3	chey	Y	SMALL_CONTEXT_PHRASE
B3-S003	f83r	B3	4	lchedy	L+CHD+DY	SMALL_CONTEXT_PHRASE
B3-S004	f83r	B3	1	qokaiin	OK+AIIN	PRODUCTIVE_Y_PACKER
B3-S004	f83r	B3	2	qotal	OT+AL	PRODUCTIVE_Y_PACKER
B3-S004	f83r	B3	3	dar	AR	PRODUCTIVE_Y_PACKER
B3-S005	f83r	B3	1	schedy	CHD+DY	PRODUCTIVE_Y_PACKER
B3-S006	f83r	B3	1	chedchy	CHD+Y	PRODUCTIVE_Y_PACKER
B3-S006	f83r	B3	2	qokal	OK+AL	PRODUCTIVE_Y_PACKER
B3-S006	f83r	B3	3	olchedy	OL+CHD+DY	PRODUCTIVE_Y_PACKER
B3-S007	f83r	B3	1	qokaiin	OK+AIIN	PRODUCTIVE_Y_PACKER
B3-S007	f83r	B3	2	chedy	CHD+Y	PRODUCTIVE_Y_PACKER
B3-S007	f83r	B3	3	qokeedy	OK+EE+DY	PRODUCTIVE_Y_PACKER
B3-S008	f83r	B3	1	lchedy	L+CHD+DY	PRODUCTIVE_Y_PACKER
B3-S009	f83r	B3	1	qoky	OK+Y	PRODUCTIVE_Y_PACKER
B3-S010	f83r	B3	1	pchedal	P+CHD+AL	PRODUCTIVE_Y_PACKER
B3-S010	f83r	B3	2	otedy	OT+E+DY	PRODUCTIVE_Y_PACKER
B3-S011	f83r	B3	1	shecthedchy	SH+E+CTH+CHD+Y	SMALL_CONTEXT_PHRASE
B3-S011	f83r	B3	2	qoky	OK+Y	SMALL_CONTEXT_PHRASE
B3-S011	f83r	B3	3	chedy	CHD+Y	SMALL_CONTEXT_PHRASE
B3-S011	f83r	B3	4	chary	AR+Y	SMALL_CONTEXT_PHRASE
B3-S012	f83r	B3	1	sor	OR	PRODUCTIVE_Y_PACKER
B3-S012	f83r	B3	2	shedy	SHED+DY	PRODUCTIVE_Y_PACKER
B3-S013	f83r	B3	1	qokaiin	OK+AIIN	PRODUCTIVE_Y_PACKER
B3-S013	f83r	B3	2	chkain	K+AIN	PRODUCTIVE_Y_PACKER
B3-S013	f83r	B3	3	shcthey	CTH+E+Y	PRODUCTIVE_Y_PACKER
B3-S013	f83r	B3	4	qokedy	OK+E+DY	PRODUCTIVE_Y_PACKER
B3-S014	f83r	B3	1	okair	OK+AIR	PRODUCTIVE_Y_PACKER
B3-S014	f83r	B3	2	sheedy	SH+EE+DY	PRODUCTIVE_Y_PACKER
B3-S015	f83r	B3	1	lchedy	L+CHD+DY	PRODUCTIVE_Y_PACKER
B3-S016	f83r	B3	1	lo	L+O	PRODUCTIVE_Y_PACKER
B3-S016	f83r	B3	2	qokchedy	OK+CHD+DY	PRODUCTIVE_Y_PACKER
B3-S017	f83r	B3	1	qokeedy	OK+EE+DY	PRODUCTIVE_Y_PACKER
B3-S018	f83r	B3	1	shedy	SHED+DY	PRODUCTIVE_Y_PACKER
B3-S019	f83r	B3	1	qokshedy	OK+SH+E+DY	PRODUCTIVE_Y_PACKER
B3-S020	f83r	B3	1	dal	AL	PRODUCTIVE_Y_PACKER
B3-S020	f83r	B3	2	lchedy	L+CHD+DY	PRODUCTIVE_Y_PACKER
B3-S021	f83r	B3	1	qokaiin	OK+AIIN	BOUND_EXEMPLAR
B3-S021	f83r	B3	2	shcthy	CTH+Y	BOUND_EXEMPLAR
B3-S021	f83r	B3	3	dal	AL	BOUND_EXEMPLAR
B3-S021	f83r	B3	4	sy	Y	BOUND_EXEMPLAR
B3-S021	f83r	B3	5	saiin	AIIN	BOUND_EXEMPLAR
B3-S021	f83r	B3	6	shedal	SHED+AL	BOUND_EXEMPLAR
B3-S021	f83r	B3	7	shecthy	SH+E+CTH+Y	BOUND_EXEMPLAR
B3-S021	f83r	B3	8	chey	Y	BOUND_EXEMPLAR
B3-S021	f83r	B3	9	tal	AL	BOUND_EXEMPLAR
B3-S021	f83r	B3	10	shcthy	CTH+Y	BOUND_EXEMPLAR
B3-S021	f83r	B3	11	dalchdy	AL+CHD+DY	BOUND_EXEMPLAR
B3-S022	f83r	B3	1	qotchedy	OT+CHD+DY	PRODUCTIVE_Y_PACKER
B3-S023	f83r	B3	1	lchedy	L+CHD+DY	PRODUCTIVE_Y_PACKER
B3-S024	f83r	B3	1	tchedy	CHD+DY	PRODUCTIVE_Y_PACKER
B3-S025	f83r	B3	1	qokchdy	OK+CHD+DY	PRODUCTIVE_Y_PACKER
B3-S026	f83r	B3	1	cheedar	EE+AR	PRODUCTIVE_Y_PACKER
B3-S026	f83r	B3	2	chldaiin	L+AIIN	PRODUCTIVE_Y_PACKER
B3-S026	f83r	B3	3	chedy	CHD+Y	PRODUCTIVE_Y_PACKER
B3-S026	f83r	B3	4	qokain	OK+AIN	PRODUCTIVE_Y_PACKER
B3-S026	f83r	B3	5	checthy	CTH+Y	PRODUCTIVE_Y_PACKER
B3-S026	f83r	B3	6	chealror	AL+R+OR	PRODUCTIVE_Y_PACKER
B3-S026	f83r	B3	7	solkeedy	SOLK+EE+DY	PRODUCTIVE_Y_PACKER
B3-S027	f83r	B3	1	qoteedy	OT+EE+DY	PRODUCTIVE_Y_PACKER
B3-S028	f83r	B3	1	qokeey	OK+EE+Y	PRODUCTIVE_Y_PACKER
B3-S028	f83r	B3	2	qokedy	OK+E+DY	PRODUCTIVE_Y_PACKER
B3-S029	f83r	B3	1	sol	OL	PRODUCTIVE_Y_PACKER
B3-S029	f83r	B3	2	cheeety	EEE+T+Y	PRODUCTIVE_Y_PACKER
B3-S029	f83r	B3	3	qokedy	OK+E+DY	PRODUCTIVE_Y_PACKER
B3-S030	f83r	B3	1	qoky	OK+Y	SMALL_CONTEXT_PHRASE
B3-S030	f83r	B3	2	saiin	AIIN	SMALL_CONTEXT_PHRASE
B3-S030	f83r	B3	3	schedair	CHD+AIR	SMALL_CONTEXT_PHRASE
B3-S030	f83r	B3	4	otchedy	OT+CHD+DY	SMALL_CONTEXT_PHRASE
B3-S031	f83r	B3	1	qokeedy	OK+EE+DY	PRODUCTIVE_Y_PACKER
B3-S032	f83r	B3	1	chedain	CHD+AIN	SMALL_CONTEXT_PHRASE
B3-S032	f83r	B3	2	chedy	CHD+Y	SMALL_CONTEXT_PHRASE
B3-S032	f83r	B3	3	qotedaiin	OT+E+AIIN	SMALL_CONTEXT_PHRASE
B3-S032	f83r	B3	4	otaiin	OT+AIIN	SMALL_CONTEXT_PHRASE
B3-S032	f83r	B3	5	otedy	OT+E+DY	SMALL_CONTEXT_PHRASE
B3-S033	f83r	B3	1	ldy	L+DY	PRODUCTIVE_Y_PACKER
B3-S034	f83r	B3	1	soiiin	O+IIN	PRODUCTIVE_Y_PACKER
B3-S034	f83r	B3	2	checthy	CTH+Y	PRODUCTIVE_Y_PACKER
B3-S034	f83r	B3	3	chety	T+Y	PRODUCTIVE_Y_PACKER
B3-S034	f83r	B3	4	otaiin	OT+AIIN	PRODUCTIVE_Y_PACKER
B3-S034	f83r	B3	5	olsaly	OL+AL+Y	PRODUCTIVE_Y_PACKER
B3-S034	f83r	B3	6	shedy	SHED+DY	PRODUCTIVE_Y_PACKER
B4-S001	f83r	B4	1	qokeedy	OK+EE+DY	PRODUCTIVE_Y_PACKER
B4-S002	f83r	B4	1	qolchey	OL+Y	SMALL_CONTEXT_PHRASE
B4-S002	f83r	B4	2	qokeey	OK+EE+Y	SMALL_CONTEXT_PHRASE
B4-S002	f83r	B4	3	qokedy	OK+E+DY	SMALL_CONTEXT_PHRASE
B4-S003	f83r	B4	1	chedy	CHD+Y	SMALL_CONTEXT_PHRASE
B4-S003	f83r	B4	2	otal	OT+AL	SMALL_CONTEXT_PHRASE
