page	locus	section	language	hand	line_mode	ordinal	surface	literal_gloss_de	aligned_chunk_de	action_licensed	signals	identity_signals	action_signals	lost_signals_literal_to_aligned	primary_class	debt_severity	specificity_score	specificity_open	strict_card_debt	strict_debt_categories	mechanical_debt	mechanical_debt_flags	low_or_exploratory_card	low_confidence_sources	low_confidence_labels	repair_route	anchor_drift_ids	practical_translation_de
f113v	f113v.12	S	B	3	QUANTITY_LABEL	3	arl	erste Holzdrogenfraktion	erste Holzdrogenfraktion	0	IDENTITY_WOOD|MATERIAL_ROLE|VALUE_QUANTITY	IDENTITY_WOOD	NONE	NONE	A2_IDENTITY_BEARING_ENTITY	NONE	4	0	0	NONE	0	NONE	1	GDT671	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	NONE	NONE	Getrockneter Saatgutansatz; kalt angefeuchteter Ansatz, abgeschlossen; erste Holzdrogenfraktion; bis zur Mittelstufe getrockneter Holzdrogenansatz — zwei Portionen.
f113v	f113v.12	S	B	3	QUANTITY_LABEL	5	oror	zwei Portionen	zwei Portionen	0	MATERIAL_ROLE|VALUE_QUANTITY	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	1	QUANTITY_OR_UNIT_WITHOUT_HEAD	0	NONE	1	GDT674	LOW	INGREDIENT_IDENTITY_SEARCH	NONE	Getrockneter Saatgutansatz; kalt angefeuchteter Ansatz, abgeschlossen; erste Holzdrogenfraktion; bis zur Mittelstufe getrockneter Holzdrogenansatz — zwei Portionen.
f114r	f114r.24	S	B	3	NOMINAL_REGISTER	4	chpcheey	nachgetrocknetes Pulver, Form II	nachgetrocknetes Pulver, Form II	0	IDENTITY_POWDER|STATE_DRY	IDENTITY_POWDER	NONE	NONE	A2_IDENTITY_BEARING_ENTITY	NONE	4	0	1	OPAQUE_FORM_CODE	0	NONE	1	GDT681	LOW_EXPLORATORY	NONE	NONE	Drei Dosen bis zur Mittelstufe kalt getrockneter Droge: abgemessene Rohdroge I und Pflanzenteil; nachgetrocknetes Pulver der Form II; ein bis zur Mittelstufe getrocknetes sowie ein auf Anfangsstufe angetrocknetes Arzneikompositum; eine Charge Trockenansatz der dritten Fraktion. Dazu kalt-trockener Anfangsansatz, eine Pulverzubereitung aus Trockenansatz mit Samenfraktion II, Arzneikompositum in Grundform und die zweite abgemessene Fraktion.
f114r	f114r.24	S	B	3	NOMINAL_REGISTER	10	chopo	Pulverzubereitung aus Trockenansatz	Pulverzubereitung aus Trockenansatz	0	IDENTITY_POWDER|MATERIAL_ROLE|STATE_DRY	IDENTITY_POWDER	NONE	NONE	A2_IDENTITY_BEARING_ENTITY	NONE	4	0	0	NONE	0	NONE	1	GDT681	LOW_EXPLORATORY	NONE	NONE	Drei Dosen bis zur Mittelstufe kalt getrockneter Droge: abgemessene Rohdroge I und Pflanzenteil; nachgetrocknetes Pulver der Form II; ein bis zur Mittelstufe getrocknetes sowie ein auf Anfangsstufe angetrocknetes Arzneikompositum; eine Charge Trockenansatz der dritten Fraktion. Dazu kalt-trockener Anfangsansatz, eine Pulverzubereitung aus Trockenansatz mit Samenfraktion II, Arzneikompositum in Grundform und die zweite abgemessene Fraktion.
f114v	f114v.36	S	B	3	MIXED_RECORD	2	oidal	abgemessene Rohstoffmenge I im Ansatz, Grundform	abgemessene Rohstoffmenge I im Ansatz, Grundform	0	MATERIAL_ROLE|VALUE_QUANTITY	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	1	OPAQUE_FORM_CODE|RAW_CLASS_WITHOUT_IDENTITY	0	NONE	1	GDT680	LOW_EXPLORATORY	INGREDIENT_IDENTITY_SEARCH	NONE	Kalt-feuchten Mittelansatz mit einer abgemessenen Rohstoffmenge I in Grundform, einem Pulveransatz und einem erhitzten Feuchtansatz verbinden. Aus dem kalt-trockenen Mittelansatz getrockneten Pulverstoff und drei Teile Pulveransatz nehmen. Mit kalter Fraktion I, Rohdroge I und heiß angesetzter Rohdroge I abschließen; ein Maß Wurzeldroge.
f115r	f115r.1	S	B	@	ACTION_SEQUENCE	1	fdar	erste Blütenfraktion abmessen	erste Blütenfraktion abmessen	1	ACT_MEASURE|IDENTITY_FLOWER_FRUIT|MATERIAL_ROLE|VALUE_QUANTITY	IDENTITY_FLOWER_FRUIT	ACT_MEASURE	NONE	A1_LICENSED_OPERATION	NONE	4	0	0	NONE	0	NONE	1	GDT681	LOW_EXPLORATORY	NONE	NONE	Die erste Blütenfraktion abmessen; getrockneten Pulverstoff nehmen und davon zwei Dosen bis zur Mittelstufe getrocknetes Gut abteilen. Danach: kalter Ansatz, auf Mittelstufe abgeschlossen; bis zur Mittelstufe getrockneter Pulverstoff; vollständig abgekühlt und abgeschlossen; eine Portion der dritten Ansatzfraktion; bis zur Mittelstufe getrockneter und fertiggestellter Ansatz; auf Kühlendstufe abgeschlossener Ansatz; kalt-trocken auf Mittelstufe abgeschlossen.
f115r	f115r.1	S	B	@	ACTION_SEQUENCE	8	oroiir	eine Portion der dritten Ansatzfraktion	eine Portion der dritten Ansatzfraktion	0	MATERIAL_ROLE|VALUE_QUANTITY	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	0	NONE	0	NONE	1	GDT681	LOW_EXPLORATORY	INGREDIENT_IDENTITY_SEARCH	NONE	Die erste Blütenfraktion abmessen; getrockneten Pulverstoff nehmen und davon zwei Dosen bis zur Mittelstufe getrocknetes Gut abteilen. Danach: kalter Ansatz, auf Mittelstufe abgeschlossen; bis zur Mittelstufe getrockneter Pulverstoff; vollständig abgekühlt und abgeschlossen; eine Portion der dritten Ansatzfraktion; bis zur Mittelstufe getrockneter und fertiggestellter Ansatz; auf Kühlendstufe abgeschlossener Ansatz; kalt-trocken auf Mittelstufe abgeschlossen.
f26r	f26r.2	H	B	2	ACTION_SEQUENCE	3	adeeody	gleicher abgemessener Teil des vollständig fertiggestellten Ansatzes	gleicher abgemessener Teil des vollständig fertiggestellten Ansatzes	0	MATERIAL_ROLE|STATE_FINISHED|VALUE_QUANTITY	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	0	NONE	0	NONE	1	GDT681	LOW_EXPLORATORY	INGREDIENT_IDENTITY_SEARCH	NONE	Abgemessene, bis zur Mittelstufe getrocknete und abgeschlossene Droge, Menge III; ein gleicher abgemessener Teil des vollständig fertiggestellten Ansatzes. Hieraus die Blatt- oder Krautdroge bis zur Mittelstufe erhitzen und abschließen, anschließend bis Mitte trocknen und abschließen, dann hiervon bis Mitte abkühlen und fertigstellen. Den Posten schließen und die Krautdroge in zwei mäßigen Trockengängen fertigstellen; Wurzelholz.
f26r	f26r.2	H	B	2	ACTION_SEQUENCE	4	ykecthey	hiervon Blatt- oder Krautdroge bis zur Mittelstufe erhitzen und abschließen	hiervon Blatt- oder Krautdroge bis zur Mittelstufe erhitzen und abschließen	1	ACT_FINISH|ACT_HEAT|IDENTITY_LEAF_HERB|MATERIAL_ROLE|STATE_FINISHED|STATE_HOT|VALUE_GRADE	IDENTITY_LEAF_HERB	ACT_FINISH|ACT_HEAT	NONE	A1_LICENSED_OPERATION	NONE	4	0	0	NONE	1	NON_SINGLE_GLOSS	1	GDT681	LOW_EXPLORATORY	NONE	NONE	Abgemessene, bis zur Mittelstufe getrocknete und abgeschlossene Droge, Menge III; ein gleicher abgemessener Teil des vollständig fertiggestellten Ansatzes. Hieraus die Blatt- oder Krautdroge bis zur Mittelstufe erhitzen und abschließen, anschließend bis Mitte trocknen und abschließen, dann hiervon bis Mitte abkühlen und fertigstellen. Den Posten schließen und die Krautdroge in zwei mäßigen Trockengängen fertigstellen; Wurzelholz.
f26r	f26r.2	H	B	2	ACTION_SEQUENCE	9	ls	eine Charge Holzdroge	Wurzelholz	0	IDENTITY_WOOD|MATERIAL_ROLE	IDENTITY_WOOD	NONE	NONE	A2_IDENTITY_BEARING_ENTITY	NONE	4	0	0	NONE	0	NONE	1	GDT681	LOW_EXPLORATORY	NONE	G684-A003	Abgemessene, bis zur Mittelstufe getrocknete und abgeschlossene Droge, Menge III; ein gleicher abgemessener Teil des vollständig fertiggestellten Ansatzes. Hieraus die Blatt- oder Krautdroge bis zur Mittelstufe erhitzen und abschließen, anschließend bis Mitte trocknen und abschließen, dann hiervon bis Mitte abkühlen und fertigstellen. Den Posten schließen und die Krautdroge in zwei mäßigen Trockengängen fertigstellen; Wurzelholz.
f27r	f27r.9	H	A	1	MIXED_RECORD	7	tolg	ein Gran kalten Drogenmaterials	ein Gran kalten Drogenmaterials	0	MATERIAL_ROLE|STATE_COLD	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	1	GENERIC_DRUG_HEAD	0	NONE	1	GDT679	LOW_EXPLORATORY	INGREDIENT_IDENTITY_SEARCH	NONE	Eine Dosis bis zur Mittelstufe trocknen und abschließen. Den vollständig erhitzten Ansatz abziehen und damit einen Feuchtansatz aus kalt bis zur Mittelstufe nachgetrockneter Droge ansetzen. Zum Trockengut im kalten Anfangsansatz, leicht getrocknet, ein Gran kalten Drogenmaterials geben.
f77v	f77v.7	B	B	2	ACTION_SEQUENCE	3	qy	hiervon nehmen	hiervon nehmen	1	ACT_TAKE	NONE	ACT_TAKE	NONE	A1_LICENSED_OPERATION	NONE	4	0	0	NONE	0	NONE	1	GDT678	LOW_EXPLORATORY	NONE	NONE	Vollständig eingeweichte Holzdroge; den vollständig eingeweichten und fertigen Drogenstoff zugeben. Davon getrocknete Wurzeldroge nehmen und vollständig trocknen und fertigstellen. Den heißen Mittelstufenansatz mit eingeweichtem Drogenholz mischen; Trockengut in Grundform und feuchte abgemessene Rohstoffmenge I auf Anfangsstufe. Bis zur mittleren Trockenstufe führen und leicht erhitzten Drogenstoff zugeben.
f80r	f80r.17	B	B	2	ACTION_SEQUENCE	1	solky	Saatgutansatz, leicht erhitzt	leicht erhitzter Saatgutansatz	0	IDENTITY_SEED|MATERIAL_ROLE|STATE_HOT	IDENTITY_SEED	NONE	NONE	A2_IDENTITY_BEARING_ENTITY	NONE	4	0	0	NONE	0	NONE	1	GDT680	LOW_EXPLORATORY	NONE	NONE	Leicht erhitzten Saatgutansatz und angefeuchtetes Arzneikompositum bis zur Mittelstufe einweichen, erhitzen und abschließen. Eingeweichten, bis Mitte erhitzten Drogenstoff mit der ersten heißen Drogenfraktion erneut bis zur Mittelstufe einweichen, erhitzen und abschließen; danach bis zur Mittelstufe trocknen und auf Kühlstufe II bringen. Grundansatz mit erster erhitzter Drogenfraktion bei Heizstufe II: bis zur Mittelstufe einweichen, erhitzen und abschließen. Von Rohstoffklasse I im heißen Anfangsansatz eine Teilmenge abmessen.
f80r	f80r.17	B	B	2	ACTION_SEQUENCE	13	da	eine Teilmenge abmessen	eine Teilmenge abmessen	1	ACT_MEASURE|VALUE_QUANTITY	NONE	ACT_MEASURE	NONE	A1_LICENSED_OPERATION	NONE	4	0	1	QUANTITY_OR_UNIT_WITHOUT_HEAD	0	NONE	1	GDT680	LOW_EXPLORATORY	NONE	NONE	Leicht erhitzten Saatgutansatz und angefeuchtetes Arzneikompositum bis zur Mittelstufe einweichen, erhitzen und abschließen. Eingeweichten, bis Mitte erhitzten Drogenstoff mit der ersten heißen Drogenfraktion erneut bis zur Mittelstufe einweichen, erhitzen und abschließen; danach bis zur Mittelstufe trocknen und auf Kühlstufe II bringen. Grundansatz mit erster erhitzter Drogenfraktion bei Heizstufe II: bis zur Mittelstufe einweichen, erhitzen und abschließen. Von Rohstoffklasse I im heißen Anfangsansatz eine Teilmenge abmessen.
f83v	f83v.12	B	B	2	MIXED_RECORD	3	qoeeo	zweiter Mazerationsansatz	zweiter Mazerationsansatz	0	MATERIAL_ROLE|STATE_WET	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	0	NONE	0	NONE	1	GDT678	LOW_EXPLORATORY	INGREDIENT_IDENTITY_SEARCH	NONE	Maß III; feuchtes Arzneikompositum auf Anfangsstufe; zweiter Mazerationsansatz. Daraus die erste Holzdrogenfraktion abmessen und bis zur Trocken-Endstufe führen; Rohdroge I; heiße Endstufe abgeschlossen; erste erhitzte Drogenfraktion im Ansatz; Feucht-Endstufe abgeschlossen; Heizgrad II; schließlich Holzrohstoffansatz in Form I.
f83v	f83v.12	B	B	2	MIXED_RECORD	4	lldar	erste Holzdrogenfraktion abmessen	erste Holzdrogenfraktion abmessen	1	ACT_MEASURE|IDENTITY_WOOD|MATERIAL_ROLE|VALUE_QUANTITY	IDENTITY_WOOD	ACT_MEASURE	NONE	A1_LICENSED_OPERATION	NONE	4	0	0	NONE	0	NONE	1	GDT678	LOW_EXPLORATORY	NONE	NONE	Maß III; feuchtes Arzneikompositum auf Anfangsstufe; zweiter Mazerationsansatz. Daraus die erste Holzdrogenfraktion abmessen und bis zur Trocken-Endstufe führen; Rohdroge I; heiße Endstufe abgeschlossen; erste erhitzte Drogenfraktion im Ansatz; Feucht-Endstufe abgeschlossen; Heizgrad II; schließlich Holzrohstoffansatz in Form I.
f86v5	f86v5.4	T	B	2	MIXED_RECORD	1	ypchesy	hiervon Samenpulver bis zur Mittelstufe trocknen	hiervon Samenpulver bis zur Mittelstufe trocknen	1	ACT_DRY|IDENTITY_POWDER|IDENTITY_SEED|STATE_DRY|VALUE_GRADE	IDENTITY_POWDER|IDENTITY_SEED	ACT_DRY	NONE	A1_LICENSED_OPERATION	NONE	4	0	0	NONE	0	NONE	1	GDT681	LOW_EXPLORATORY	NONE	NONE	Trockne hiervon Samenpulver bis zur Mittelstufe. Heiß ansetzen; das bis zur Schlussstufe eingeweichte Gut zunächst auf Kälte-Anfangsstufe, dann auf Stufe III bringen. Saatgut der Charge II als Trockenpulver mit der fertig abgekühlten Holzdroge verwenden; eine Maßeinheit der ersten erhitzten Holzdrogenfraktion abmessen.
f86v6	f86v6.25	T	B	2	ACTION_SEQUENCE	7	okeeeey	Ansatz vollständig bis zur letzten Heizstufe geführt	vollständig erhitzter Ansatz, Endstufe	0	MATERIAL_ROLE|VALUE_GRADE	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	0	NONE	0	NONE	1	GDT680	LOW_EXPLORATORY	INGREDIENT_IDENTITY_SEARCH	NONE	Den Ansatz vollständig abkühlen und abschließen. Von der heißen Fraktion I und der ersten erhitzten Holzdrogenfraktion die erste Ansatzfraktion abmessen; hiervon drei Teile erhitzen. Eine Portion vollständig bis zur letzten Heizstufe führen und mit dem fertig getrockneten Blütenansatz verbinden; dazu drei heiße Teile und ein Maß der ersten Drogenfraktion.
f86v6	f86v6.31	T	B	2	MIXED_RECORD	11	orom	eine Handvoll Ansatz als Portion	eine Handvoll Ansatz als Portion	0	MATERIAL_ROLE|VALUE_QUANTITY	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	0	NONE	0	NONE	1	GDT680	LOW_EXPLORATORY	INGREDIENT_IDENTITY_SEARCH	NONE	Die zweite Fraktion als Trockenpulver abmessen und auf Stufe III erhitzen. Aus dem Holzdrogenansatz die erste erhitzte Fraktion sowie das heiß-trocken aufbereitete Material nehmen. Die erste heiße Fraktion aus Rohdroge I abmessen und den erhitzten Holzdrogenansatz bis zur Mittelstufe trocknen. Aus dem Kaltansatz ein Maß nehmen, erneut kühlen und eine Handvoll Ansatz als Portion abteilen.
f86v6	f86v6.5	T	B	2	NOMINAL_REGISTER	11	taiky	kalt angesetzte Charge, leicht angewärmt	kalt angesetzte Charge, leicht angewärmt	0	MATERIAL_ROLE|STATE_COLD|STATE_HOT	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	0	NONE	0	NONE	1	GDT677	LOW_EXPLORATORY	INGREDIENT_IDENTITY_SEARCH	NONE	Kalte Drogenfraktion I · Holzstoff · Trockengut · erste erhitzte Drogenfraktion im Ansatz · Grad/Maß III · trockene Fraktion I · Drogenportion · kalt-feuchter Ansatz, Mittelstufe · heiße Drogenfraktion I · Trockenpulver-Ansatz, Form I · kalt angesetzte Charge, leicht angewärmt · kalte Drogenfraktion I.
