event_id	page	record	statement_id	desk	surface	card_no	semantic_component_parse	command_id	standard_command_de	local_surface_palette	silent_owner_de	case_expansion_de
E012	f10r	H1	H1-S002	P_PFLANZEN_ZUBEREITUNG	qotchol	PROC012	OT+CH+OL	CMD112	DANACH · ABZIEHEN · FORTSETZEN	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter bis bereit abnehmen
E013	f10r	H1	H1-S002	P_PFLANZEN_ZUBEREITUNG	chol	PROC013	OL	CMD097	FORTSETZEN	YES	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter bis bereit abnehmen
E014	f10r	H1	H1-S002	P_PFLANZEN_ZUBEREITUNG	cthy	PROC014	CTH+Y	CMD030	BEREIT · DIES	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter bis bereit abnehmen
E015	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	ycheor	PROC015	Y+CH+E+OR	CMD159	DIES · ABZIEHEN · KURZ · ANSATZ	NO	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten kurz abziehen
E016	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	cthy	PROC014	CTH+Y	CMD030	BEREIT · DIES	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen
E017	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	chor	PROC016	OR	CMD106	ANSATZ	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen
E018	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	cthaiin	PROC017	CTH+AIIN	CMD027	BEREIT · MASS	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen
E019	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	qoctholy	PROC018	O+CTH+OL+Y	CMD073	GANG · BEREIT · FORTSETZEN · DIES	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen
E020	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	dy	PROC019	Y	CMD158	DIES	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen
E021	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	chy	PROC019	Y	CMD158	DIES	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen
E022	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	taiin	PROC009	AIIN	CMD001	MASS	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen
E023	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	shy	PROC019	Y	CMD158	DIES	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen
E024	f10r	H2	H2-S002	P_PFLANZEN_ZUBEREITUNG	qotchor	PROC020	OT+CH+OR	CMD113	DANACH · ABZIEHEN · ANSATZ	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen
E025	f10r	H2	H2-S002	P_PFLANZEN_ZUBEREITUNG	chor	PROC016	OR	CMD106	ANSATZ	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben
E026	f10r	H2	H2-S002	P_PFLANZEN_ZUBEREITUNG	otol	PROC021	OT+OL	CMD120	DANACH · FORTSETZEN	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben
E027	f10r	H2	H2-S002	P_PFLANZEN_ZUBEREITUNG	chol	PROC013	OL	CMD097	FORTSETZEN	YES	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben
E028	f10r	H2	H2-S002	P_PFLANZEN_ZUBEREITUNG	cholor	PROC022	OL+OR	CMD102	FORTSETZEN · ANSATZ	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben
E029	f10r	H2	H2-S002	P_PFLANZEN_ZUBEREITUNG	chol	PROC013	OL	CMD097	FORTSETZEN	YES	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben
E030	f10r	H2	H2-S002	P_PFLANZEN_ZUBEREITUNG	daiin	PROC009	AIIN	CMD001	MASS	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben
E031	f10r	H2	H2-S002	P_PFLANZEN_ZUBEREITUNG	dar	PROC003	AR	CMD008	QUELLE	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben
E032	f10r	H2	H2-S003	P_PFLANZEN_ZUBEREITUNG	oykchor	PROC023	O+Y+K+OR	CMD076	GANG · DIES · ZUFUEHREN · ANSATZ	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben
E033	f10r	H2	H2-S003	P_PFLANZEN_ZUBEREITUNG	shor	PROC016	OR	CMD106	ANSATZ	NO	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten bis zur Sollstufe zugeben
E034	f10r	H2	H2-S003	P_PFLANZEN_ZUBEREITUNG	chor	PROC016	OR	CMD106	ANSATZ	NO	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten bis zur Sollstufe zugeben
E035	f10r	H2	H2-S003	P_PFLANZEN_ZUBEREITUNG	chy	PROC019	Y	CMD158	DIES	NO	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten bis zur Sollstufe zugeben
E036	f10r	H2	H2-S003	P_PFLANZEN_ZUBEREITUNG	kaiiin	PROC024	K+IIN	CMD048	ZUFUEHREN · STUFE	NO	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten bis zur Sollstufe zugeben
E037	f10r	H2	H2-S003	P_PFLANZEN_ZUBEREITUNG	dy	PROC019	Y	CMD158	DIES	NO	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten nach vorgeschriebenem Maß im Arbeitsgang abziehen
E038	f10r	H2	H2-S003	P_PFLANZEN_ZUBEREITUNG	chodaiin	PROC025	CH+O+AIIN	CMD017	ABZIEHEN · GANG · MASS	NO	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten nach vorgeschriebenem Maß im Arbeitsgang abziehen
E039	f11r	H3	H3-S001	P_PFLANZEN_ZUBEREITUNG	tshol	PROC026	T+SH+OL	CMD155	EINTRAGEN · HALTEN · FORTSETZEN	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten weiter eintragen und halten
E040	f11r	H3	H3-S001	P_PFLANZEN_ZUBEREITUNG	schoal	PROC027	SH+O+AL	CMD143	HALTEN · GANG · ZIEL	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten an der bezeichneten Stelle im Arbeitsgang an Ort halten
E041	f11r	H3	H3-S001	P_PFLANZEN_ZUBEREITUNG	cfhy	PROC028	CFH+Y	CMD010	AUSWRINGEN · DIES	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten auswringen
E042	f11r	H3	H3-S001	P_PFLANZEN_ZUBEREITUNG	shfydaiin	PROC029	SH+Y+AIIN	CMD145	HALTEN · DIES · MASS	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten nach vorgeschriebenem Maß halten
E043	f11r	H3	H3-S001	P_PFLANZEN_ZUBEREITUNG	cphy	PROC030	P+Y	CMD125	HINEIN · DIES	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten hineingeben
E044	f11r	H3	H3-S001	P_PFLANZEN_ZUBEREITUNG	shey	PROC031	SH+EE+Y	CMD141	HALTEN · LANG · DIES	YES	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten länger halten
E045	f11r	H3	H3-S001	P_PFLANZEN_ZUBEREITUNG	tchody	PROC032	T+CH+O+DY	CMD153	EINTRAGEN · ABZIEHEN · GANG; SCHLUSS	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten im Arbeitsgang abschließend eintragen und abziehen und den Schritt schließen
E046	f11r	H3	H3-S002	P_PFLANZEN_ZUBEREITUNG	shoyty	PROC033	SH+O+Y+T+Y	CMD144	DIES HALTEN · IM GANG EINTRAGEN · DIES	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten im Arbeitsgang halten und eintragen
E047	f11r	H3	H3-S003	P_PFLANZEN_ZUBEREITUNG	dchol	PROC034	RESUME_CARD	CMD162	WIEDERAUFNEHMEN	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten weiter zugeben
E048	f11r	H3	H3-S003	P_PFLANZEN_ZUBEREITUNG	chy	PROC019	Y	CMD158	DIES	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten weiter zugeben
E049	f11r	H3	H3-S003	P_PFLANZEN_ZUBEREITUNG	kchy	PROC035	K+Y	CMD050	ZUFUEHREN · DIES	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten weiter zugeben
E050	f11r	H3	H3-S003	P_PFLANZEN_ZUBEREITUNG	dy	PROC019	Y	CMD158	DIES	NO	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen
E051	f11r	H3	H3-S003	P_PFLANZEN_ZUBEREITUNG	daiin	PROC009	AIIN	CMD001	MASS	NO	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen
E052	f11r	H3	H3-S004	P_PFLANZEN_ZUBEREITUNG	qotchy	PROC036	OT+Y	CMD121	DANACH · DIES	YES	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen
E053	f11r	H3	H3-S004	P_PFLANZEN_ZUBEREITUNG	okchol	PROC037	OK+OL	CMD093	ANSETZEN · FORTSETZEN	YES	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen
E054	f11r	H3	H3-S004	P_PFLANZEN_ZUBEREITUNG	cthy	PROC014	CTH+Y	CMD030	BEREIT · DIES	NO	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen
E055	f11r	H3	H3-S004	P_PFLANZEN_ZUBEREITUNG	dy	PROC019	Y	CMD158	DIES	NO	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen
E056	f55v	H4	H4-S001	P_PFLANZEN_ZUBEREITUNG	qokaiin	PROC038	OK+AIIN	CMD077	ANSETZEN · MASS	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß einsetzen
E057	f55v	H4	H4-S001	P_PFLANZEN_ZUBEREITUNG	chaiin	PROC009	AIIN	CMD001	MASS	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß als Portion dosiert zugeben
E058	f55v	H4	H4-S001	P_PFLANZEN_ZUBEREITUNG	ykain	PROC039	Y+K+AIN	CMD161	DIES · ZUFUEHREN · PORTION	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß als Portion dosiert zugeben
E059	f55v	H4	H4-S001	P_PFLANZEN_ZUBEREITUNG	ykan	PROC040	Y+K+AN	CMD163	DIES · ZUFUEHREN · NACHPORTION	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten als Portion im Arbeitsgang zugeben und den Schritt schließen
E060	f55v	H4	H4-S001	P_PFLANZEN_ZUBEREITUNG	ody	PROC041	O+DY	CMD074	GANG; SCHLUSS	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten als Portion im Arbeitsgang zugeben und den Schritt schließen
E061	f55v	H4	H4-S002	P_PFLANZEN_ZUBEREITUNG	daiin	PROC009	AIIN	CMD001	MASS	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß abmessen und umsetzen
E062	f55v	H4	H4-S002	P_PFLANZEN_ZUBEREITUNG	chedy	PROC042	CHD+Y	CMD022	UMSETZEN · DIES	YES	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß abmessen und umsetzen
E063	f55v	H4	H4-S002	P_PFLANZEN_ZUBEREITUNG	talam	PROC043	TALAM	CMD157	VERWAHREN	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten verwahren
E064	f55v	H4	H4-S003	P_PFLANZEN_ZUBEREITUNG	ykaiin	PROC044	Y+K+AIIN	CMD160	DIES · ZUFUEHREN · MASS	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß dosiert zugeben
E065	f55v	H4	H4-S003	P_PFLANZEN_ZUBEREITUNG	cheoar	PROC045	CH+E+O+AR	CMD013	ABZIEHEN · KURZ · GANG · QUELLE	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten von dort im Arbeitsgang kurz entnehmen
E066	f55v	H4	H4-S003	P_PFLANZEN_ZUBEREITUNG	cheeky	PROC046	CHK+EE+Y	CMD025	WAERMEN · LANG · DIES	YES	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter länger temperieren und den Schritt schließen
E067	f55v	H4	H4-S003	P_PFLANZEN_ZUBEREITUNG	oldy	PROC047	OL+DY	CMD100	FORTSETZEN; SCHLUSS	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter länger temperieren und den Schritt schließen
E068	f55v	H4	H4-S004	P_PFLANZEN_ZUBEREITUNG	aiin	PROC009	AIIN	CMD001	MASS	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle anlegen
E069	f55v	H4	H4-S004	P_PFLANZEN_ZUBEREITUNG	okal	PROC048	OK+AL	CMD080	ANSETZEN · ZIEL	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle anlegen
E070	f55v	H4	H4-S004	P_PFLANZEN_ZUBEREITUNG	oltchy	PROC049	OL+T+Y	CMD104	FORTSETZEN · EINTRAGEN · DIES	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter als Portion eintragen
E071	f55v	H4	H4-S004	P_PFLANZEN_ZUBEREITUNG	or	PROC016	OR	CMD106	ANSATZ	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter als Portion eintragen
E072	f55v	H4	H4-S004	P_PFLANZEN_ZUBEREITUNG	y	PROC019	Y	CMD158	DIES	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter als Portion eintragen
E073	f55v	H4	H4-S004	P_PFLANZEN_ZUBEREITUNG	orain	PROC050	OR+AIN	CMD107	ANSATZ · PORTION	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter als Portion eintragen
E074	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	chochor	PROC051	HO+CH+OR	CMD039	GABE · ABZIEHEN · ANSATZ	NO	abgebildete mehrköpfige stachelige Pflanze	den Ansatz abziehen
E075	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	cho	PROC052	HO	CMD037	GABE	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen
E076	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	chodaly	PROC053	HO+AL+Y	CMD038	GABE · ZIEL · DIES	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen
E077	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	daiin	PROC009	AIIN	CMD001	MASS	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen
E078	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	sho	PROC052	HO	CMD037	GABE	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen
E079	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	kchol	PROC054	K+OL	CMD049	ZUFUEHREN · FORTSETZEN	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen
E080	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	otchor	PROC020	OT+CH+OR	CMD113	DANACH · ABZIEHEN · ANSATZ	NO	abgebildete mehrköpfige stachelige Pflanze	danach den Ansatz abziehen
E081	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	choky	PROC008	OK+Y	CMD095	ANSETZEN · DIES	YES	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten einsetzen
E082	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	dal	PROC055	AL	CMD004	ZIEL	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter an der bezeichneten Stelle anlegen
E083	f56r	H5	H5-S002	P_PFLANZEN_ZUBEREITUNG	schol	PROC034	RESUME_CARD	CMD162	WIEDERAUFNEHMEN	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter an der bezeichneten Stelle anlegen
E084	f56r	H5	H5-S002	P_PFLANZEN_ZUBEREITUNG	choy	PROC056	HO+Y	CMD040	GABE · DIES	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter an der bezeichneten Stelle anlegen
E085	f56r	H5	H5-S002	P_PFLANZEN_ZUBEREITUNG	choky	PROC008	OK+Y	CMD095	ANSETZEN · DIES	YES	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter an der bezeichneten Stelle anlegen
E086	f56r	H5	H5-S002	P_PFLANZEN_ZUBEREITUNG	cheeckhody	PROC057	CH+EE+CKH+O+DY	CMD016	ABZIEHEN · LANG · DURCHLASS · GANG; SCHLUSS	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten durch den Durchlass im Arbeitsgang länger ablaufen lassen und den Schritt schließen
E087	f56r	H5	H5-S003	P_PFLANZEN_ZUBEREITUNG	sh	PROC058	SH	CMD131	HALTEN	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten halten
E088	f56r	H5	H5-S003	P_PFLANZEN_ZUBEREITUNG	cho	PROC052	HO	CMD037	GABE	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten kurz zugeben
E089	f56r	H5	H5-S003	P_PFLANZEN_ZUBEREITUNG	kchey	PROC059	K+E+Y	CMD046	ZUFUEHREN · KURZ · DIES	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten kurz zugeben
E090	f56r	H5	H5-S003	P_PFLANZEN_ZUBEREITUNG	qokokchy	PROC060	OK+OK+Y	CMD092	ANSETZEN · ANSETZEN · DIES	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten erneut einsetzen
E091	f56r	H5	H5-S004	P_PFLANZEN_ZUBEREITUNG	okchy	PROC011	OK+Y	CMD095	ANSETZEN · DIES	YES	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten einsetzen
E092	f56r	H5	H5-S004	P_PFLANZEN_ZUBEREITUNG	chokcheo	PROC061	OK+CH+E+O	CMD083	ANSETZEN · ABZIEHEN · KURZ · GANG	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten im Arbeitsgang kurz ansetzen und abziehen
E093	f56r	H5	H5-S004	P_PFLANZEN_ZUBEREITUNG	kchal	PROC062	K+AL	CMD043	ZUFUEHREN · ZIEL	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten an der bezeichneten Stelle zuführen
E094	f56r	H5	H5-S005	P_PFLANZEN_ZUBEREITUNG	sho	PROC052	HO	CMD037	GABE	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten ansetzen
E095	f56r	H5	H5-S005	P_PFLANZEN_ZUBEREITUNG	chokchy	PROC011	OK+Y	CMD095	ANSETZEN · DIES	YES	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten ansetzen
E096	f56r	H5	H5-S005	P_PFLANZEN_ZUBEREITUNG	kchoar	PROC063	K+HO+AR	CMD047	ZUFUEHREN · GABE · QUELLE	NO	abgebildete mehrköpfige stachelige Pflanze	die Gabe von dort zugeben
E097	f56r	H5	H5-S005	P_PFLANZEN_ZUBEREITUNG	sotodan	PROC064	OT+O+AIN	CMD119	DANACH · GANG · PORTION	NO	abgebildete mehrköpfige stachelige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß als Portion im Arbeitsgang kurz zugeben
E098	f56r	H5	H5-S006	P_PFLANZEN_ZUBEREITUNG	otchey	PROC065	OT+Y	CMD121	DANACH · DIES	YES	abgebildete mehrköpfige stachelige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß als Portion im Arbeitsgang kurz zugeben
E099	f56r	H5	H5-S006	P_PFLANZEN_ZUBEREITUNG	keol	PROC066	K+E+OL	CMD045	ZUFUEHREN · KURZ · FORTSETZEN	NO	abgebildete mehrköpfige stachelige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß als Portion im Arbeitsgang kurz zugeben
E100	f56r	H5	H5-S006	P_PFLANZEN_ZUBEREITUNG	daiin	PROC009	AIIN	CMD001	MASS	NO	abgebildete mehrköpfige stachelige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß als Portion im Arbeitsgang kurz zugeben
E101	f81v	B1	B1-S001	B_BAD_ANWENDUNG	qokedy	PROC067	OK+E+DY	CMD085	ANSETZEN · KURZ; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz einwirken lassen und den Schritt schließen
E102	f81v	B1	B1-S002	B_BAD_ANWENDUNG	okaiin	PROC038	OK+AIIN	CMD077	ANSETZEN · MASS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten nach vorgeschriebenem Maß einsetzen
E103	f81v	B1	B1-S002	B_BAD_ANWENDUNG	kair	PROC068	K+AIR	CMD042	ZUFUEHREN · LAUF	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten im Lauf einspeisen
E104	f81v	B1	B1-S002	B_BAD_ANWENDUNG	okal	PROC048	OK+AL	CMD080	ANSETZEN · ZIEL	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten an der bezeichneten Stelle anlegen
E105	f81v	B1	B1-S002	B_BAD_ANWENDUNG	sar	PROC003	AR	CMD008	QUELLE	NO	gemeinsame zweireihige Figuren-/Beckenstation	eine Portion weiter von dort dosiert zugeben
E106	f81v	B1	B1-S002	B_BAD_ANWENDUNG	ol	PROC013	OL	CMD097	FORTSETZEN	YES	gemeinsame zweireihige Figuren-/Beckenstation	eine Portion weiter von dort dosiert zugeben
E107	f81v	B1	B1-S002	B_BAD_ANWENDUNG	kain	PROC069	K+AIN	CMD041	ZUFUEHREN · PORTION	NO	gemeinsame zweireihige Figuren-/Beckenstation	eine Portion weiter von dort dosiert zugeben
E108	f81v	B1	B1-S002	B_BAD_ANWENDUNG	olkain	PROC070	OL+K+AIN	CMD101	FORTSETZEN · ZUFUEHREN · PORTION	NO	gemeinsame zweireihige Figuren-/Beckenstation	eine Portion weiter dosiert zugeben
E109	f81v	B1	B1-S002	B_BAD_ANWENDUNG	al	PROC055	AL	CMD004	ZIEL	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter an der bezeichneten Stelle abkühlen lassen
E110	f81v	B1	B1-S002	B_BAD_ANWENDUNG	ol	PROC013	OL	CMD097	FORTSETZEN	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter an der bezeichneten Stelle abkühlen lassen
E111	f81v	B1	B1-S002	B_BAD_ANWENDUNG	rol	PROC071	R+OL	CMD128	KUEHLEN · FORTSETZEN	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter an der bezeichneten Stelle abkühlen lassen
