bundle_case_id	triple_id	action_case_id	page	locus	action_ordinal	action_surface	action_gloss_de	right_clause_id	item_ordinals	item_surfaces	item_glosses_de	v78_immediate_decision	bundle_decision	decision_mode	practical_reading_de	decisive_reason_de	right_stop_ordinals	right_stop_surfaces	right_stop_glosses_de	immediate_decision_preserved	portable_default	word_delta	status
B014	T052	A028	f116r	f116r.12	1	qoin	zweiten Ansatz nehmen	2	2|3|4	ar|cholches|okain	Drogenanteil I|nachgetrocknetes Drogenmaterial, Mittelstufe|heißer Ansatz, Grad II	OPEN_PARTIAL	STOP	BUNDLE_STOP	Den zweiten Drogenansatz als Anteil I mit nachgetrocknetem Mittelstufenmaterial nehmen; danach folgt heißer Ansatz II.	Anteil und Nachtrocknung sind plausibel, doch der heiße Ansatz II wird durch bloßes Nehmen neu erzeugt.	NONE	NONE	NONE	1	NO	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
B015	T061	A029	f23r	f23r.6	5	yky	hierzu leicht erhitzen	3	6|7|8	dar|okol|dchey	abgemessener Anteil I|heißer Ansatzstoff|fertige abgemessene Mittelstufen-Trockenportion	OPEN_PARTIAL	STOP	BUNDLE_STOP	Den abgemessenen Anteil I leicht erhitzen; rechts folgen heißer Ansatzstoff und fertige abgemessene Mittelstufen-Trockenportion.	Leichtes Erhitzen erklärt den heißen Stoff, nicht aber Abmessen, Trocknen, Abschluss und Mittelstufe des dritten Werts.	NONE	NONE	NONE	1	NO	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
B016	T064	A032	f24v	f24v.15	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	2|3|4	kchod|dchal|ochdy	heißer Auszug aus Trockengut, abgezogen und abgeschlossen|eine Dosis angetrocknete Rohdroge I|fertige Trockenmasse	CONTROL_CONFLICT	STOP	BUNDLE_STOP	Die Portion trocknen; rechts stehen heißer abgezogener Auszug, angetrocknete Rohdrogedosis und fertige Trockenmasse.	Heißer abgezogener Auszug verlangt fremde Operationen; die fertige Trockenmasse schreibt keine Mittelstufe.	NONE	NONE	NONE	1	NO	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
B017	T065	A036	f27r	f27r.9	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	2|3|4	keeod|shotchey|chol	vollständig erhitzter und abgezogener Auszug|Mazerat aus kalt bis Mittelstufe getrockneter Droge|trocken	CONTROL_CONFLICT	STOP	BUNDLE_STOP	Die Portion trocknen; rechts stehen vollständig erhitzter Auszug, kalt-mittelgetrocknetes Mazerat und der Zustand trocken.	Vollständig erhitzter Auszug zu Mazerat ist kein kohärenter Patient der Trocknung; bloßes trocken schließt die Mittelstufe nicht.	NONE	NONE	NONE	1	NO	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
B018	T069	A043	f56r	f56r.6	1	ykcho	hieraus eine warme Trockenmischung bereiten	2	3|4|5	dchey|keey|daiin	fertige abgemessene Mittelstufen-Trockenportion|heiß am Ende des Grades|Qualitätsgrad III des heißen Endzustands	HOLD_NEW	HOLD	BUNDLE_HOLD	Aus der warmen Trockenmischung eine fertige abgemessene Mittelstufen-Trockenportion im heißen Endzustand III bereiten.	Trockenprodukt und warmer oder heißer Zustand sind verwandt; Abmessen, Mittelstufe und Grad III erscheinen jedoch nur rechts.	NONE	NONE	NONE	1	NO	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
B019	T070	A045	f75r	f75r.3	6	sheeky	vollständig einweichen, erhitzen und abschließen	5	7|8|9	ltain|olkar|or	Holz, kalt auf Stufe II|Anteil I des heißen Holzansatzes|Drogenportion	CONTROL_CONFLICT	STOP	BUNDLE_STOP	Kaltes Holz II vollständig einweichen, erhitzen und schließen; rechts folgen heißer Holzanteil I und Drogenportion.	Kaltes Holz kann Patient und heißer Holzanteil Zwischenstand sein, aber die Drogenportion bricht Material; Einweichen und Abschluss fehlen.	NONE	NONE	NONE	1	NO	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
B020	T071	A047	f76v	f76v.10	3	qopchdy	fertig getrocknetes Pulver nehmen	4	4|5|6	dshedy|shedy|tchedy	bis zur Mittelstufe angefeuchtete Drogenportion|mittlere Feuchtstufe erreicht|kalt-trockene Mittelstufe erreicht	CONTROL_CONFLICT	STOP	BUNDLE_STOP	Das fertige Trockenpulver nehmen; rechts folgen angefeuchtete Drogenportion, mittlere Feuchte und kalt-trockene Mittelstufe.	Fertig trocken steht unmittelbar gegen angefeuchtet und feucht; der kalt-trockene Mittelzustand heilt den frühen Widerspruch nicht.	NONE	NONE	NONE	1	NO	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
B021	T075	A053	f77v	f77v.7	5	ycheedy	hiervon bis zur Endstufe trocknen	6	6|7|8	okedy|lshedy|chs	heißer Ansatz, Mittelstufe erreicht|vollständig eingeweichtes Holz, Form I|Trockengut, Grundform	RETAIN_PRIOR_HOLD	STOP	BUNDLE_STOP	Bis zur Endstufe trocknen; rechts stehen heißer Mittelstufenansatz, vollständig eingeweichtes Holz I und Trockengut.	Endtrocknung trifft zuerst heißen Mittelansatz, dann vollständig eingeweichtes Holz; Material und Zustand wechseln hart.	NONE	NONE	NONE	1	NO	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
B022	T078	A055	f7r	f7r.2	1	dcheey	eine Dosis vollständig trocknen und abschließen	2	2|3|4	keo|r|shor	Ansatz auf mittlerer Heizstufe|Wurzel|Blüte	CONTROL_CONFLICT	STOP	BUNDLE_STOP	Eine Dosis vollständig trocknen und schließen; rechts stehen Ansatz auf mittlerer Heizstufe, Wurzel und Blüte.	Mittlere Heizstufe, Wurzel und Blüte schreiben weder vollständige Trocknung noch Abschluss einer Dosis.	NONE	NONE	NONE	1	NO	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
B023	T079	A059	f80r	f80r.17	7	chetain	bis Mittelstufe trocknen, dann auf Kühlstufe II bringen	6	8|9|10	ol|olkar|okain	Grundansatz|Anteil I des heißen Holzansatzes|heißer Ansatz, Grad II	OPEN_PARTIAL	STOP	BUNDLE_STOP	Den Grundansatz bis zur Mitte trocknen und auf Kühlstufe II bringen; rechts bleibt ein heißer Ansatz.	Kühlung II wird als heißer Holzanteil und heißer Ansatz II ins Gegenteil verkehrt; Trocknung fehlt.	NONE	NONE	NONE	1	NO	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
B024	T080	A063	f80v	f80v.35	6	qol	Drogenstoff zugeben	4	7|8|9	kain|okiin|ol	heiß, Grad II|erhitzte Zubereitung, Form III|Grundansatz	OPEN_PARTIAL	STOP	BUNDLE_STOP	Drogenstoff in einen heißen Empfänger geben; rechts stehen erhitzte Zubereitung III und nachgestellter Grundansatz.	Heißer Zustand und erhitzte Zubereitung bilden einen möglichen Zielpfad, doch der Grundansatz erscheint erst nach dem fertigen Zustand.	NONE	NONE	NONE	1	NO	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
B025	T084	A064	f83v	f83v.12	4	lldar	Anteil I der Holzdroge abmessen	3	5|6|7	cheey|qoal|qokeedy	trocken am Ende des Grades|Rohstoffklasse I|heiß am Ende des Grades	OPEN_PARTIAL	STOP	BUNDLE_STOP	Den Holzdrogenanteil I abmessen; rechts stehen trockenes Gradende, Rohstoff I und heißes Gradende.	Holzanteil und Messung verschwinden; trockenes zu heißem Gradende wird ohne Erhitzen eingeführt.	NONE	NONE	NONE	1	NO	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
B026	T089	A065	f86v3	f86v3.13	3	tcheody	abkühlen, bis zur Mittelstufe trocknen und ansetzen	3	4|5|6	qokain|qodaiin|olkar	heiß, Grad II|drei Portionen des folgenden Anteils|Anteil I des heißen Holzansatzes	CONTROL_CONFLICT	STOP	BUNDLE_STOP	Abkühlen, bis zur Mitte trocknen und ansetzen; rechts stehen heißer Grad II, drei Portionen und heißer Holzanteil I.	Abkühlen und Trocknen stehen heißem Grad II und heißem Holzansatz entgegen; drei Portionen binden den Widerspruch nicht.	NONE	NONE	NONE	1	NO	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
B027	T093	A067	f86v3	f86v3.18	4	qopchol	nimm getrockneten Pulverstoff	3	5|6|7	shol|sheody|solkam	feucht|feucht angesetztes Mazerat auf Anfangsstufe, abgeschlossen|ein Maß erhitzter Samenzubereitung	CONTROL_CONFLICT	STOP	BUNDLE_STOP	Getrockneten Pulverstoff nehmen; rechts folgen feuchtes Mazerat am Gradanfang und ein Maß erhitzter Samenzubereitung.	Getrocknetes Pulver wird sofort feucht; Mazerat zu erhitzter Samenzubereitung ist ein weiterer Material- und Operationsbruch.	NONE	NONE	NONE	1	NO	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
B028	T094	A070	f86v3	f86v3.19	4	qokam	nimm ein Maß und erhitze es	5	5|6|7	chol|kchdy|chol	trocken|heiß-trockene Anfangsstufe erreicht|trocken	OPEN_PARTIAL	STOP	BUNDLE_STOP	Ein trockenes Maß bis zum heiß-trockenen Gradanfang erhitzen; anschließend bleibt der Zustand trocken.	Erhitzen passt zum heiß-trockenen Anfang, aber Maß und Grad fehlen und das dritte trocken kommt nach einem schon plausiblen Ergebnis.	NONE	NONE	NONE	1	NO	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
B029	T098	A073	f86v5	f86v5.24	3	ykain	erhitze hiervon auf Stufe II	3	4|5|6	okal|kchody|chckhy	Rohstoffklasse I im heißen Ansatz, Gradanfang|fertige heiß-trockene Zubereitung|Arzneikompositum: trocken, Gradanfang	CONTROL_CONFLICT	STOP	BUNDLE_STOP	Rohstoff I im heißen Ansatz erhitzen; rechts stehen fertige heiß-trockene Zubereitung und trockenes Kompositum am Gradanfang.	Erhitzung und heiß-trockene Zubereitung passen, doch Stufe II wird zweimal zum Gradanfang und Rohstoff zu Kompositum bleibt ungebunden.	NONE	NONE	NONE	1	NO	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
B030	T102	A074	f86v5	f86v5.4	1	ypchesy	hiervon Samenpulver bis zur Mittelstufe trocknen	2	2|3|4	oky|sheeey|qoty	heißer Ansatz am Anfang des Grades|vollständig eingeweichtes Gut der Schlussstufe|kalt am Anfang des Grades	CONTROL_CONFLICT	STOP	BUNDLE_STOP	Samenpulver bis zur Mitte trocknen; rechts folgen heißer Ansatzanfang, vollständig eingeweichte Schlussstufe und kalter Anfang.	Samenpulver-Trocknung und Mittelstufe wechseln zu heißem Ansatzanfang, vollständig eingeweichtem Gut und kaltem Anfang.	NONE	NONE	NONE	1	NO	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
B031	T110	A077	f86v6	f86v6.25	5	ykaiin	erhitze hiervon auf Stufe III	5	6|7|8	or|okeeeey|ofchedy	Drogenportion|Zubereitung vollständig bis zur letzten Heizstufe geführt|fertig getrocknete Blütenmasse	OPEN_PARTIAL	STOP	BUNDLE_STOP	Die Drogenportion bis zur letzten Heizstufe führen; danach beginnt fertige getrocknete Blütenmasse.	Die ersten zwei Items sind bereits C019; das dritte wechselt zu Blüte und Trocknung und darf das abgeschlossene Heizbündel nicht erweitern.	NONE	NONE	NONE	1	NO	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
B032	T113	A083	f8r	f8r.15	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	2|3|4	ckhol|chol|chey	Drogenstoff aus Arzneikompositum|trocken|trocken in der Mitte des Grades	CONTROL_CONFLICT	ADMIT_RESULT_BUNDLE	BUNDLE_ADMIT_AFTER_IMMEDIATE_CONFLICT	Eine abgemessene Portion bis zur Mittelstufe trocknen. Als möglicher Ergebnisblock folgt: Drogenstoff aus Arzneikompositum – trocken; trocken in der Mitte des Grades.	Materialträger, trockener Zustand und exakte Mittelstufe stehen ohne inneren Bruch zusammen; die Patientengleichheit bleibt eine lokale Möglichkeit, keine Behauptung.	5|6	kc|chy	Charge unter Wärme getrockneter Droge|trocken am Anfang des Grades	1	NO	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
