triple_id	action_case_id	page	locus	action_ordinal	action_surface	action_gloss_de	right_clause_id	semantic_start_rank	item_ordinals	item_surfaces	item_glosses_de	action_adjacent	search_role	word_delta	status
T011	A006	f105r	f105r.31	5	aiijy	in drei Bündel abfüllen und schließen	3	6	11|12|13	qokaiin|or|fchoky	heiß, Grad III|Drogenportion|heiß-trockene Blütenzubereitung in Grundform	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T012	A009	f105v	f105v.14	3	qokaiir	nimm den heißen Drogenanteil III	3	1	4|5|6	olpchedy|olord|aiiin	fertiges Holzextraktpulver|abgezogene Portion Holzauszug|Menge IV	1	LEADING_ACTION_RESULT_BUNDLE	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T013	A009	f105v	f105v.14	3	qokaiir	nimm den heißen Drogenanteil III	3	2	5|6|7	olord|aiiin|tail	abgezogene Portion Holzauszug|Menge IV|kaltgestellte Rohdroge II	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T014	A012	f106r	f106r.23	2	qckhedy	das Arzneikompositum bis zur Mittelstufe aufbereiten	3	1	3|4|5	dair|al|qokedy	abgemessener Anteil II|Rohstoffklasse I|heiße Mittelstufe erreicht	1	LEADING_ACTION_RESULT_BUNDLE	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T015	A012	f106r	f106r.23	2	qckhedy	das Arzneikompositum bis zur Mittelstufe aufbereiten	3	2	4|5|6	al|qokedy|shecphy	Rohstoffklasse I|heiße Mittelstufe erreicht|bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T016	A012	f106r	f106r.23	2	qckhedy	das Arzneikompositum bis zur Mittelstufe aufbereiten	3	3	5|6|7	qokedy|shecphy|qokchy	heiße Mittelstufe erreicht|bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum|heiß und trocken am Anfang des Grades	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T017	A012	f106r	f106r.23	2	qckhedy	das Arzneikompositum bis zur Mittelstufe aufbereiten	3	4	6|7|8	shecphy|qokchy|otedy	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum|heiß und trocken am Anfang des Grades|kalter Ansatz, Mittelstufe erreicht	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T018	A012	f106r	f106r.23	2	qckhedy	das Arzneikompositum bis zur Mittelstufe aufbereiten	3	5	7|8|9	qokchy|otedy|dar	heiß und trocken am Anfang des Grades|kalter Ansatz, Mittelstufe erreicht|abgemessener Anteil I	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T019	A012	f106r	f106r.23	2	qckhedy	das Arzneikompositum bis zur Mittelstufe aufbereiten	3	6	8|9|10	otedy|dar|aror	kalter Ansatz, Mittelstufe erreicht|abgemessener Anteil I|eine Portion des Drogenanteils I	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T020	A014	f107r	f107r.2	2	qoteos	eine bis zur Mittelstufe gekühlte Ansatzcharge nehmen	3	1	3|4|5	aiin|shedy|oteed	Menge III|mittlere Feuchtstufe erreicht|vollständig abgekühlter und abgezogener Auszug	1	LEADING_ACTION_RESULT_BUNDLE	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T021	A015	f107r	f107r.2	6	qor	nimm eine Drogenportion	5	1	7|8|9	aiin|cheockhy|olkeey	Menge III|trocken angesetztes Arzneikompositum am Gradanfang|Holzansatz vollständig erhitzt	1	LEADING_ACTION_RESULT_BUNDLE	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T022	A015	f107r	f107r.2	6	qor	nimm eine Drogenportion	5	2	8|9|10	cheockhy|olkeey|qotain	trocken angesetztes Arzneikompositum am Gradanfang|Holzansatz vollständig erhitzt|kalter Ansatz, Grad II	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T023	A015	f107r	f107r.2	6	qor	nimm eine Drogenportion	5	3	9|10|11	olkeey|qotain|chey	Holzansatz vollständig erhitzt|kalter Ansatz, Grad II|trocken in der Mitte des Grades	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T024	A017	f10r	f10r.2	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	1	2|3|4	cthoor|char|chty	eine Portion Krautansatz|trockener Drogenanteil I|trocken-kalt am Gradanfang	1	LEADING_ACTION_RESULT_BUNDLE	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T025	A017	f10r	f10r.2	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	2	3|4|5	char|chty|os	trockener Drogenanteil I|trocken-kalt am Gradanfang|Ansatzcharge	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T026	A017	f10r	f10r.2	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	3	4|5|6	chty|os|chair	trocken-kalt am Gradanfang|Ansatzcharge|trockener Drogenanteil II	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T027	A017	f10r	f10r.2	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	4	5|6|7	os|chair|otytchol	Ansatzcharge|trockener Drogenanteil II|nachgekühlter Trockenstoff im Ansatz	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T028	A017	f10r	f10r.2	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	5	6|7|8	chair|otytchol|oky	trockener Drogenanteil II|nachgekühlter Trockenstoff im Ansatz|heißer Ansatz am Anfang des Grades	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T029	A017	f10r	f10r.2	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	6	7|8|9	otytchol|oky|daiin	nachgekühlter Trockenstoff im Ansatz|heißer Ansatz am Anfang des Grades|Qualitätsgrad III des erhitzten Ansatzes	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T030	A017	f10r	f10r.2	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	7	8|9|10	oky|daiin|etyd	heißer Ansatz am Anfang des Grades|Qualitätsgrad III des erhitzten Ansatzes|bis Mittelstufe gekühlte Zubereitung, abgeschlossen	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T031	A019	f114r	f114r.26	1	ycheeodaiin	hiervon drei Dosen des zweiten Trockenansatzes abmessen	2	1	2|3|4	olkaiir|qokaiin|chodaiin	Anteil III des heißen Holzansatzes|heiß, Grad III|Trockenansatz, Dosis III	1	LEADING_ACTION_RESULT_BUNDLE	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T032	A019	f114r	f114r.26	1	ycheeodaiin	hiervon drei Dosen des zweiten Trockenansatzes abmessen	2	2	3|4|5	qokaiin|chodaiin|okar	heiß, Grad III|Trockenansatz, Dosis III|Anteil I des heißen Ansatzes	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T033	A019	f114r	f114r.26	1	ycheeodaiin	hiervon drei Dosen des zweiten Trockenansatzes abmessen	2	3	4|5|6	chodaiin|okar|olkaiin	Trockenansatz, Dosis III|Anteil I des heißen Ansatzes|heiße Drogenbasis, Stufe III	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T034	A019	f114r	f114r.26	1	ycheeodaiin	hiervon drei Dosen des zweiten Trockenansatzes abmessen	2	4	5|6|7	okar|olkaiin|okaiin	Anteil I des heißen Ansatzes|heiße Drogenbasis, Stufe III|heißer Ansatz, Grad III	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T035	A019	f114r	f114r.26	1	ycheeodaiin	hiervon drei Dosen des zweiten Trockenansatzes abmessen	2	5	6|7|8	olkaiin|okaiin|cheody	heiße Drogenbasis, Stufe III|heißer Ansatz, Grad III|getrocknete Masse	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T036	A019	f114r	f114r.26	1	ycheeodaiin	hiervon drei Dosen des zweiten Trockenansatzes abmessen	2	6	7|8|9	okaiin|cheody|airoy	heißer Ansatz, Grad III|getrocknete Masse|Grundansatz aus Drogenanteil II	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T037	A019	f114r	f114r.26	1	ycheeodaiin	hiervon drei Dosen des zweiten Trockenansatzes abmessen	2	7	8|9|10	cheody|airoy|olam	getrocknete Masse|Grundansatz aus Drogenanteil II|ein Maß Holz	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T038	A021	f114v	f114v.36	7	qopaiin	drei Teile Pulverzubereitung nehmen	4	1	8|9|10	qotar|al|kal	kalter Drogenanteil I|Rohstoffklasse I|Rohstoffklasse I, heiß am Gradanfang	1	LEADING_ACTION_RESULT_BUNDLE	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T039	A021	f114v	f114v.36	7	qopaiin	drei Teile Pulverzubereitung nehmen	4	2	9|10|11	al|kal|ram	Rohstoffklasse I|Rohstoffklasse I, heiß am Gradanfang|ein Maß Wurzel	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T040	A024	f115r	f115r.1	3	qochedain	zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen	4	1	4|5|6	otedy|cheop|ol	kalter Ansatz, Mittelstufe erreicht|bis zur Mittelstufe getrocknet|Pulverstoff	1	LEADING_ACTION_RESULT_BUNDLE	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T041	A024	f115r	f115r.1	3	qochedain	zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen	4	2	5|6|7	cheop|ol|teeedy	bis zur Mittelstufe getrocknet|Pulverstoff|vollständig abgekühlte Zubereitung, fertig	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T042	A024	f115r	f115r.1	3	qochedain	zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen	4	3	6|7|8	ol|teeedy|oroiir	Pulverstoff|vollständig abgekühlte Zubereitung, fertig|eine Portion des Ansatzanteils III	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T043	A024	f115r	f115r.1	3	qochedain	zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen	4	4	7|8|9	teeedy|oroiir|oechedy	vollständig abgekühlte Zubereitung, fertig|eine Portion des Ansatzanteils III|fertige, bis zur Mittelstufe getrocknete Masse	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T044	A024	f115r	f115r.1	3	qochedain	zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen	4	5	8|9|10	oroiir|oechedy|oteedy	eine Portion des Ansatzanteils III|fertige, bis zur Mittelstufe getrocknete Masse|kalter Ansatz am Ende des Grades	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T045	A024	f115r	f115r.1	3	qochedain	zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen	4	6	9|10|11	oechedy|oteedy|qotchedy	fertige, bis zur Mittelstufe getrocknete Masse|kalter Ansatz am Ende des Grades|kalt-trockene Mittelstufe erreicht	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T046	A027	f115r	f115r.23	5	qokcho	erhitze, trockne und setze an	6	1	6|7|8	s|checthy|qokeeey	Samenposten|trockenes Kraut|stark erhitzt, Endstufe III	1	LEADING_ACTION_RESULT_BUNDLE	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T047	A027	f115r	f115r.23	5	qokcho	erhitze, trockne und setze an	6	2	7|8|9	checthy|qokeeey|keeey	trockenes Kraut|stark erhitzt, Endstufe III|stark erhitzt, Endstufe III	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T048	A027	f115r	f115r.23	5	qokcho	erhitze, trockne und setze an	6	3	8|9|10	qokeeey|keeey|lol	stark erhitzt, Endstufe III|stark erhitzt, Endstufe III|Holzstoff	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T049	A027	f115r	f115r.23	5	qokcho	erhitze, trockne und setze an	6	4	9|10|11	keeey|lol|chedy	stark erhitzt, Endstufe III|Holzstoff|mittlere Trockenstufe erreicht	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T050	A027	f115r	f115r.23	5	qokcho	erhitze, trockne und setze an	6	5	10|11|12	lol|chedy|qokchedy	Holzstoff|mittlere Trockenstufe erreicht|heiß-trockene Mittelstufe erreicht	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T051	A027	f115r	f115r.23	5	qokcho	erhitze, trockne und setze an	6	6	11|12|13	chedy|qokchedy|ldy	mittlere Trockenstufe erreicht|heiß-trockene Mittelstufe erreicht|fertig aufbereitetes Holz	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T052	A028	f116r	f116r.12	1	qoin	zweiten Ansatz nehmen	2	1	2|3|4	ar|cholches|okain	Drogenanteil I|nachgetrocknetes Drogenmaterial, Mittelstufe|heißer Ansatz, Grad II	1	LEADING_ACTION_RESULT_BUNDLE	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T053	A028	f116r	f116r.12	1	qoin	zweiten Ansatz nehmen	2	2	3|4|5	cholches|okain|dain	nachgetrocknetes Drogenmaterial, Mittelstufe|heißer Ansatz, Grad II|zwei Portionen des erhitzten nachgetrockneten Drogenmaterials	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T054	A028	f116r	f116r.12	1	qoin	zweiten Ansatz nehmen	2	3	4|5|6	okain|dain|cheey	heißer Ansatz, Grad II|zwei Portionen des erhitzten nachgetrockneten Drogenmaterials|trocken am Ende des Grades	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
T055	A028	f116r	f116r.12	1	qoin	zweiten Ansatz nehmen	2	4	5|6|7	dain|cheey|okeey	zwei Portionen des erhitzten nachgetrockneten Drogenmaterials|trocken am Ende des Grades|heißer Ansatz am Ende des Grades	0	LATER_STARTING_TRIPLE_CONTROL	0	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
