page	locus	token_ordinal	surface	token_gloss_de	component_id	render_position	render_size	component_role	edge_ids	source_edge_ids	reference_edge_ids	target_edge_ids	membership_class	is_edge_node	is_hull_only	is_render_only_structural	is_action_target	is_shared_edge_node	action_output_role	component_microrecord_de	word_delta	v76_change	v77_change	v78_change	v79_change	v80_change	status
f77r	f77r.38	6	qol	Drogenstoff zugeben	M005	2	2	TARGET_ACTION:C005	C005	NONE	NONE	C005	EDGE_NODE	1	0	0	1	0	NONE	Das bis zur Mittelstufe getrocknete und abgeschlossene Arzneikompositum zugeben.	0	NONE	NONE	NONE	NONE	NONE	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f80v	f80v.35	3	olkar	Anteil I des heißen Holzansatzes	M006	1	4	DESTINATION:C004|DESTINATION:C008	C004|C008	C004|C008	NONE	NONE	EDGE_NODE	1	0	0	0	1	NONE	Dem Anteil I des heißen Holzansatzes Drogenstoff zugeben. Dem Anteil I des heißen Holzansatzes nochmals Drogenstoff zugeben.	0	NONE	NONE	NONE	NONE	NONE	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f80v	f80v.35	4	y	Hierzu:	M006	2	4	REFERENCE:C004	C004	NONE	C004	NONE	EDGE_NODE	1	0	0	0	0	NONE	Dem Anteil I des heißen Holzansatzes Drogenstoff zugeben. Dem Anteil I des heißen Holzansatzes nochmals Drogenstoff zugeben.	0	NONE	NONE	NONE	NONE	NONE	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f80v	f80v.35	5	qol	Drogenstoff zugeben	M006	3	4	TARGET_ACTION:C004	C004	NONE	NONE	C004	EDGE_NODE	1	0	0	1	0	NONE	Dem Anteil I des heißen Holzansatzes Drogenstoff zugeben. Dem Anteil I des heißen Holzansatzes nochmals Drogenstoff zugeben.	0	NONE	NONE	NONE	NONE	NONE	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f80v	f80v.35	6	qol	Drogenstoff zugeben	M006	4	4	TARGET_ACTION:C008	C008	NONE	NONE	C008	EDGE_NODE	1	0	0	1	0	NONE	Dem Anteil I des heißen Holzansatzes Drogenstoff zugeben. Dem Anteil I des heißen Holzansatzes nochmals Drogenstoff zugeben.	0	NONE	NONE	NONE	NONE	NONE	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f86v6	f86v6.25	2	qokar	heißer Drogenanteil I	M007	1	6	OUTPUT_LABEL:C007	C007	C007	NONE	NONE	EDGE_NODE	1	0	0	0	0	NONE	Aus dem Anteil I des heißen Holzansatzes einen heißen Drogenanteil I abmessen. Den so abgemessenen Drogenanteil I auf Stufe III erhitzen. Ergebnis: Die Drogenportion ist vollständig bis zur letzten Heizstufe geführt.	0	NONE	NONE	NONE	COMPONENT_EXTENDED	NONE	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f86v6	f86v6.25	3	olkar	Anteil I des heißen Holzansatzes	M007	2	6	DONOR_SOURCE_SHARE:C007	C007	C007	NONE	NONE	EDGE_NODE	1	0	0	0	0	NONE	Aus dem Anteil I des heißen Holzansatzes einen heißen Drogenanteil I abmessen. Den so abgemessenen Drogenanteil I auf Stufe III erhitzen. Ergebnis: Die Drogenportion ist vollständig bis zur letzten Heizstufe geführt.	0	NONE	NONE	NONE	COMPONENT_EXTENDED	NONE	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f86v6	f86v6.25	4	qodar	Drogenanteil I abmessen	M007	3	6	DONOR_ACTION_OUTPUT:C006|TARGET_ACTION:C007	C006|C007	C006	NONE	C007	EDGE_NODE	1	0	0	1	1	WRITTEN_SERIAL_ACTION_OUTPUT_BRIDGE	Aus dem Anteil I des heißen Holzansatzes einen heißen Drogenanteil I abmessen. Den so abgemessenen Drogenanteil I auf Stufe III erhitzen. Ergebnis: Die Drogenportion ist vollständig bis zur letzten Heizstufe geführt.	0	NONE	NONE	NONE	COMPONENT_EXTENDED	NONE	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f86v6	f86v6.25	5	ykaiin	erhitze hiervon auf Stufe III	M007	4	6	REFERENCE:C006|TARGET_ACTION:C006|RESULT_SOURCE:C019	C006|C019	C019	C006	C006	EDGE_NODE	1	0	0	1	1	WRITTEN_SERIAL_ACTION_RESULT_SOURCE	Aus dem Anteil I des heißen Holzansatzes einen heißen Drogenanteil I abmessen. Den so abgemessenen Drogenanteil I auf Stufe III erhitzen. Ergebnis: Die Drogenportion ist vollständig bis zur letzten Heizstufe geführt.	0	NONE	NONE	NONE	COMPONENT_EXTENDED	NONE	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f86v6	f86v6.25	6	or	Drogenportion	M007	5	6	RESULT_BUNDLE_MATERIAL_CARRIER:C019	NONE	NONE	NONE	NONE	HULL_ONLY	0	1	0	0	0	WRITTEN_C019_RESULT_MATERIAL_CARRIER_NOT_EDGE_NODE	Aus dem Anteil I des heißen Holzansatzes einen heißen Drogenanteil I abmessen. Den so abgemessenen Drogenanteil I auf Stufe III erhitzen. Ergebnis: Die Drogenportion ist vollständig bis zur letzten Heizstufe geführt.	0	NONE	NONE	NONE	NEW_RENDER_POSITION	NONE	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f86v6	f86v6.25	7	okeeeey	Zubereitung vollständig bis zur letzten Heizstufe geführt	M007	6	6	WRITTEN_DELAYED_FINAL_HEAT_RESULT:C019	C019	NONE	NONE	C019	EDGE_NODE	1	0	0	0	0	WRITTEN_C019_FINAL_HEAT_RESULT	Aus dem Anteil I des heißen Holzansatzes einen heißen Drogenanteil I abmessen. Den so abgemessenen Drogenanteil I auf Stufe III erhitzen. Ergebnis: Die Drogenportion ist vollständig bis zur letzten Heizstufe geführt.	0	NONE	NONE	NONE	NEW_RENDER_POSITION	NONE	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f86v5	f86v5.24	1	oar	Anteil I des Ansatzes	M008	1	3	DONOR_MATERIAL:C010	C010	C010	NONE	NONE	EDGE_NODE	1	0	0	0	0	NONE	Anteil I des Ansatzes. [Ungebundene Mengenangabe #2: „Menge III“.] Den Ansatzanteil auf Stufe II erhitzen.	0	NONE	NONE	NONE	NONE	NONE	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f86v5	f86v5.24	2	aiin	Menge III	M008	2	3	UNBOUND_QUANTITY_REGISTER_HULL_ONLY	NONE	NONE	NONE	NONE	HULL_ONLY	0	1	0	0	0	NONE	Anteil I des Ansatzes. [Ungebundene Mengenangabe #2: „Menge III“.] Den Ansatzanteil auf Stufe II erhitzen.	0	NONE	NONE	NONE	NONE	NONE	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f86v5	f86v5.24	3	ykain	erhitze hiervon auf Stufe II	M008	3	3	REFERENCE:C010|TARGET_ACTION:C010	C010	NONE	C010	C010	EDGE_NODE	1	0	0	1	0	NONE	Anteil I des Ansatzes. [Ungebundene Mengenangabe #2: „Menge III“.] Den Ansatzanteil auf Stufe II erhitzen.	0	NONE	NONE	NONE	NONE	NONE	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f26r	f26r.2	4	ykecthey	hiervon Krautdroge bis zur Mittelstufe erhitzen und abschließen	M009	1	5	INFERRED_ACTION_OUTPUT_OF_WRITTEN_PATIENT:C011|SOURCE_ACTION:C013	C011|C013	C011|C013	NONE	NONE	EDGE_NODE	1	0	0	0	1	INFERRED_C011_SOURCE_RESULT|C013_WRITTEN_STATE_SOURCE	Die Krautdroge bis zur Mittelstufe erhitzen und abschließen [Quelle von ‚hiervon‘ offen]. Zustand: mittlere Trockenstufe erreicht. Dieselbe erhitzte Krautdroge bis zur Mittelstufe abkühlen und abschließen. Die so abgekühlte Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen [C011/C013/C015-Arbeitshypothese].	0	SHARED_SOURCE_FOR_C011_C013	COMPONENT_READING_EXTENDED_BY_C015	NONE	NONE	NONE	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f26r	f26r.2	5	chedy	mittlere Trockenstufe erreicht	M009	2	5	WRITTEN_INTERMEDIATE_STATE_CHECKPOINT:C013	C013	NONE	NONE	C013	EDGE_NODE	1	0	0	0	0	WRITTEN_C013_STATE_RESULT	Die Krautdroge bis zur Mittelstufe erhitzen und abschließen [Quelle von ‚hiervon‘ offen]. Zustand: mittlere Trockenstufe erreicht. Dieselbe erhitzte Krautdroge bis zur Mittelstufe abkühlen und abschließen. Die so abgekühlte Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen [C011/C013/C015-Arbeitshypothese].	0	HULL_ONLY_TO_C013_EDGE_NODE	CHECKPOINT_REMAINS_LEAF	NONE	NONE	NONE	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f26r	f26r.2	6	ytedy	hiervon bis zur Mittelstufe abkühlen und abschließen	M009	3	5	REFERENCE:C011|TARGET_ACTION:C011|SOURCE_ACTION_OUTPUT:C015	C011|C015	C015	C011	C011	EDGE_NODE	1	0	0	1	1	C011_TARGET_ACTION_OUTPUT_SOURCE:C015	Die Krautdroge bis zur Mittelstufe erhitzen und abschließen [Quelle von ‚hiervon‘ offen]. Zustand: mittlere Trockenstufe erreicht. Dieselbe erhitzte Krautdroge bis zur Mittelstufe abkühlen und abschließen. Die so abgekühlte Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen [C011/C013/C015-Arbeitshypothese].	0	COMPONENT_READING_EXTENDED_BY_C013	TARGET_TO_SHARED_SERIAL_BRIDGE	NONE	NONE	NONE	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f26r	f26r.2	7	dy	;	M009	4	5	FREE_DY_STRUCTURAL_CLOSURE:C011|C015_SOURCE_CLAUSE	NONE	NONE	NONE	NONE	HULL_ONLY	0	1	0	0	0	NONE	Die Krautdroge bis zur Mittelstufe erhitzen und abschließen [Quelle von ‚hiervon‘ offen]. Zustand: mittlere Trockenstufe erreicht. Dieselbe erhitzte Krautdroge bis zur Mittelstufe abkühlen und abschließen. Die so abgekühlte Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen [C011/C013/C015-Arbeitshypothese].	0	COMPONENT_READING_EXTENDED_BY_C013	RENDER_ONLY_STRUCTURAL_TO_HULL_ONLY_STRUCTURAL	NONE	NONE	NONE	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f26r	f26r.2	8	checthedy	Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen	M009	5	5	REPEATED_WRITTEN_MATERIAL_TARGET_ACTION:C015	C015	NONE	NONE	C015	EDGE_NODE	1	0	0	1	0	C015_TARGET_RESULT_UNWRITTEN	Die Krautdroge bis zur Mittelstufe erhitzen und abschließen [Quelle von ‚hiervon‘ offen]. Zustand: mittlere Trockenstufe erreicht. Dieselbe erhitzte Krautdroge bis zur Mittelstufe abkühlen und abschließen. Die so abgekühlte Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen [C011/C013/C015-Arbeitshypothese].	0	NONE	NEW_C015_TARGET_EDGE_NODE	NONE	NONE	NONE	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f115r	f115r.23	3	qokeod	heißen Auszug bereiten und abschließen	M010	1	2	SOURCE_ACTION:C014	C014	C014	NONE	NONE	EDGE_NODE	1	0	0	0	0	C014_WRITTEN_RESULT_SOURCE	Heißen Auszug bereiten und abschließen. Ergebnis: leicht getrocknete, abgeschlossene Zubereitung.	0	NEW_C014_EDGE_NODE	NONE	NONE	NONE	NONE	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f115r	f115r.23	4	chody	leicht getrocknete Zubereitung, abgeschlossen	M010	2	2	WRITTEN_FINAL_PREPARATION_STATE:C014	C014	NONE	NONE	C014	EDGE_NODE	1	0	0	0	0	WRITTEN_C014_FINAL_PREPARATION	Heißen Auszug bereiten und abschließen. Ergebnis: leicht getrocknete, abgeschlossene Zubereitung.	0	NEW_C014_EDGE_NODE	NONE	NONE	NONE	NONE	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f80r	f80r.17	3	sheky	bis zur Mittelstufe einweichen, erhitzen und abschließen	M011	1	2	SOURCE_ACTION:C017	C017	C017	NONE	NONE	EDGE_NODE	1	0	0	0	0	C017_WRITTEN_RESULT_SOURCE	Bis zur Mittelstufe einweichen, erhitzen und abschließen. Ergebnis: eingeweichter Drogenstoff, bis Mittelstufe erhitzt.	0	NONE	NONE	NEW_C017_EDGE_NODE	NONE	NONE	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f80r	f80r.17	4	shkeol	eingeweichter Drogenstoff, bis Mittelstufe erhitzt	M011	2	2	WRITTEN_PROCESSED_MATERIAL_STATE:C017	C017	NONE	NONE	C017	EDGE_NODE	1	0	0	0	0	WRITTEN_C017_PROCESSED_MATERIAL	Bis zur Mittelstufe einweichen, erhitzen und abschließen. Ergebnis: eingeweichter Drogenstoff, bis Mittelstufe erhitzt.	0	NONE	NONE	NEW_C017_EDGE_NODE	NONE	NONE	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f7r	f7r.2	5	dold	Drogenstoff abmessen und abschließen	M012	1	2	SOURCE_ACTION:C018	C018	C018	NONE	NONE	EDGE_NODE	1	0	0	0	0	C018_WRITTEN_RESULT_SOURCE	Drogenstoff abmessen und abschließen. Ergebnis: fertige abgemessene Mittelstufen-Trockenportion.	0	NONE	NONE	NEW_C018_EDGE_NODE	NONE	NONE	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f7r	f7r.2	6	dchey	fertige abgemessene Mittelstufen-Trockenportion	M012	2	2	WRITTEN_FINISHED_PORTION_STATE:C018	C018	NONE	NONE	C018	EDGE_NODE	1	0	0	0	0	WRITTEN_C018_FINISHED_PORTION	Drogenstoff abmessen und abschließen. Ergebnis: fertige abgemessene Mittelstufen-Trockenportion.	0	NONE	NONE	NEW_C018_EDGE_NODE	NONE	NONE	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f8r	f8r.15	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	M013	1	4	SOURCE_ACTION:C020	C020	C020	NONE	NONE	EDGE_NODE	1	0	0	0	0	C020_RESULT_SOURCE_ACTION	Eine abgemessene Portion bis zur Mittelstufe trocknen. Als möglicher Ergebnisblock folgt: Drogenstoff aus Arzneikompositum – trocken; trocken in der Mitte des Grades.	0	NONE	NONE	NONE	NONE	NEW_COMPONENT_POSITION	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f8r	f8r.15	2	ckhol	Drogenstoff aus Arzneikompositum	M013	2	4	RESULT_BUNDLE_MATERIAL_CARRIER:C020	NONE	NONE	NONE	NONE	HULL_ONLY	0	1	0	0	0	WRITTEN_C020_MATERIAL_CARRIER_NOT_EDGE_NODE	Eine abgemessene Portion bis zur Mittelstufe trocknen. Als möglicher Ergebnisblock folgt: Drogenstoff aus Arzneikompositum – trocken; trocken in der Mitte des Grades.	0	NONE	NONE	NONE	NONE	NEW_COMPONENT_POSITION	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f8r	f8r.15	3	chol	trocken	M013	3	4	RESULT_BUNDLE_DRY_QUALITY:C020	NONE	NONE	NONE	NONE	HULL_ONLY	0	1	0	0	0	WRITTEN_C020_DRY_QUALITY_NOT_EDGE_NODE	Eine abgemessene Portion bis zur Mittelstufe trocknen. Als möglicher Ergebnisblock folgt: Drogenstoff aus Arzneikompositum – trocken; trocken in der Mitte des Grades.	0	NONE	NONE	NONE	NONE	NEW_COMPONENT_POSITION	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
f8r	f8r.15	4	chey	trocken in der Mitte des Grades	M013	4	4	WRITTEN_MIDDLE_DRY_RESULT:C020	C020	NONE	NONE	C020	EDGE_NODE	1	0	0	0	0	WRITTEN_C020_MIDDLE_DRY_RESULT	Eine abgemessene Portion bis zur Mittelstufe trocknen. Als möglicher Ergebnisblock folgt: Drogenstoff aus Arzneikompositum – trocken; trocken in der Mitte des Grades.	0	NONE	NONE	NONE	NONE	NEW_COMPONENT_POSITION	PASS_V80_119_TRIPLES__32_ACTION_ADJACENT_BUNDLES__1_NEW_C020_4_HOLDS_27_STOPS__9_DCHEY_CONTEXTS__19_EDGES_13_COMPONENTS__ZERO_WORD_DELTA
