condition_handle	page	locus	event_index	opaque_local_id	surface	component_parse	relative_reading_de	short_condition_de	copy_rule
C5@f69v.2	f69v	f69v.2	5	A3:G045	ykady	Y+K+A_ADDR+Y	DIESER_EINTRAG · DIESER_EINTRAG · LOKALER_BEDINGUNGSKERN	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	6	A3:G046	iokeeor	NONE	LOKALE_BEDINGUNGSKARTE	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	7	A3:G047	cheey	WHOLE[cheey|shey]	LOKALE_BEDINGUNGSKARTE	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	8	A3:G048	choly	OL+Y	WEITER · DIESER_EINTRAG	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	9	A3:G049	ykeeal	Y+K+EE+AL	DIESER_EINTRAG · LAENGER · AN · LOKALER_BEDINGUNGSKERN	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	10	A3:G050	cheo	CHEO	LOKALE_BEDINGUNGSKARTE	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	11	A3:G051	oaram	O+AR+AM_ADDR	VON · LOKALER_BEDINGUNGSKERN	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	12	A3:G052	ockhy	O+CKH+Y	DIESER_EINTRAG · LOKALER_BEDINGUNGSKERN	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	13	A3:G053	sheey	SH+EE+Y	LAENGER · DIESER_EINTRAG · LOKALER_BEDINGUNGSKERN	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	14	A3:G054	aiin	AIIN	SOLLMASS	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	15	A3:G055	y	Y	DIESER_EINTRAG	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	16	A3:G056	daiial	NONE	LOKALE_BEDINGUNGSKARTE	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	17	A3:G057	cheody	CHEO+Y	DIESER_EINTRAG · LOKALER_BEDINGUNGSKERN	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	18	A3:G058	cheal	AL	AN	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	19	A3:G059	yetey	Y+E+T+E+Y	DIESER_EINTRAG · KURZ · KURZ · DIESER_EINTRAG · LOKALER_BEDINGUNGSKERN	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	20	A3:G060	chear	CH+E+AR	KURZ · VON · LOKALER_BEDINGUNGSKERN	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	21	A3:G061	y	Y	DIESER_EINTRAG	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	22	A3:G062	dy	Y	DIESER_EINTRAG	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	23	A3:G063	ykey	Y+K+E+Y	DIESER_EINTRAG · KURZ · DIESER_EINTRAG · LOKALER_BEDINGUNGSKERN	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	24	A3:G064	ch	CH	LOKALE_BEDINGUNGSKARTE	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	25	A3:G065	y	Y	DIESER_EINTRAG	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	26	A3:G066	dy	Y	DIESER_EINTRAG	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	27	A3:G067	chol	OL	WEITER	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	28	A3:G068	ykar	Y+K+AR	DIESER_EINTRAG · VON · LOKALER_BEDINGUNGSKERN	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	29	A3:G069	ol	OL	WEITER	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	30	A3:G070	y	Y	DIESER_EINTRAG	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	31	A3:G071	ykeeody	Y+K+EE+O+Y	DIESER_EINTRAG · LAENGER · DIESER_EINTRAG · LOKALER_BEDINGUNGSKERN	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	32	A3:G072	chey	Y	DIESER_EINTRAG	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	33	A3:G073	dal	AL	AN	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	34	A3:G074	ody	O+DY	LOKAL_SCHLIESSEN · LOKALER_BEDINGUNGSKERN	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	35	A3:G075	airchy	AIR+Y	DIESER_EINTRAG · LOKALER_BEDINGUNGSKERN	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	36	A3:G076	choky	OK+Y	DIESER_EINTRAG · LOKALER_BEDINGUNGSKERN	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	37	A3:G077	ychey	Y+Y	DIESER_EINTRAG · DIESER_EINTRAG	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C5@f69v.2	f69v	f69v.2	38	A3:G078	chey	Y	DIESER_EINTRAG	BEI DER MARKIERTEN FEUCHTE-/WETTERLAGE	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	1	A3:G079	doair	D_ADDR+O+AIR	LOKALE_BEDINGUNGSKARTE	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	2	A3:G080	otaldal	OT+AL+AL	FOLGEND · AN · AN	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	3	A3:G081	dair	D_ADDR+AIR	LOKALE_BEDINGUNGSKARTE	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	4	A3:G082	chdy	CHD+Y	DIESER_EINTRAG · LOKALER_BEDINGUNGSKERN	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	5	A3:G083	otoar	OT+O+AR	FOLGEND · VON · LOKALER_BEDINGUNGSKERN	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	6	A3:G084	ar	AR	VON	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	7	A3:G085	chy	Y	DIESER_EINTRAG	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	8	A3:G086	qoteor	OT+E+OR	FOLGEND · KURZ · LOKALER_BEDINGUNGSKERN	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	9	A3:G087	cho	HO	LOKALE_BEDINGUNGSKARTE	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	10	A3:G088	qotair	OT+AIR	FOLGEND · LOKALER_BEDINGUNGSKERN	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	11	A3:G089	chda	CHD+A_ADDR	LOKALE_BEDINGUNGSKARTE	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	12	A3:G090	oteeal	OT+EE+AL	FOLGEND · LAENGER · AN	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	13	A3:G091	cheor	CHEO+R	LOKALE_BEDINGUNGSKARTE	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	14	A3:G092	ar	AR	VON	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	15	A3:G093	air	AIR	LOKALE_BEDINGUNGSKARTE	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	16	A3:G094	oteody	OT+E+O+Y	FOLGEND · KURZ · DIESER_EINTRAG · LOKALER_BEDINGUNGSKERN	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	17	A3:G095	ytyd	Y+T+Y+D_LABEL	DIESER_EINTRAG · DIESER_EINTRAG · LOKALER_BEDINGUNGSKERN	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	18	A3:G096	a	A_ADDR	LOKALE_BEDINGUNGSKARTE	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	19	A3:G097	dchy	D_ADDR+Y	DIESER_EINTRAG · LOKALER_BEDINGUNGSKERN	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	20	A3:G098	otoly	OT+OL+Y	FOLGEND · WEITER · DIESER_EINTRAG	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	21	A3:G099	okeodal	OK+E+O+AL	KURZ · AN · LOKALER_BEDINGUNGSKERN	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	22	A3:G100	oteoarar	OT+E+O+AR+AR	FOLGEND · KURZ · VON · VON · LOKALER_BEDINGUNGSKERN	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	23	A3:G101	cheteeser	CH+E+T+EE+S_ADDR+E+R	KURZ · LAENGER · KURZ · LOKALER_BEDINGUNGSKERN	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	24	A3:G102	dair	D_ADDR+AIR	LOKALE_BEDINGUNGSKARTE	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	25	A3:G103	chey	Y	DIESER_EINTRAG	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	26	A3:G104	okody	OK+O+Y	DIESER_EINTRAG · LOKALER_BEDINGUNGSKERN	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	27	A3:G105	dal	AL	AN	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	28	A3:G106	oteey	OT+EE+Y	FOLGEND · LAENGER · DIESER_EINTRAG	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
C6@f69v.3	f69v	f69v.3	29	A3:G107	oteey	OT+EE+Y	FOLGEND · LAENGER · DIESER_EINTRAG	BEI DER MARKIERTEN LICHT-/KOERPERQUALITAET	COPY_COMPLETE_LOCAL_LOCUS
