burst_id	statement_id	first_event_id	second_event_id	second_stream_ordinal	neutral_stop_score	pair_index_within_statement	state_bank_id	first_decision	second_decision	burst_class	first_stop_safe	second_stop_safe	first_same_bank_unmutated_recovery_event	unmutated_card_distance	recovery_before_next_fault	post_bank_boundary_event_id	post_bank_boundary_id	post_bank_boundary_is_distinct
G455-B0026	P1009-S022	G407-E0578	G407-E0579	579	2	5	f18r::große abgebildete Blütenpflanze	STOP	STOP	FIRST_STOP__SECOND_STOP	YES	YES	G407-E0580	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0027	G404-S008	G407-E0609	G407-E0610	610	2	5	f24v::F24V_WHOLE_PLANT	STOP	STOP	FIRST_STOP__SECOND_STOP	YES	YES	G407-E0611	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0028	G404-S009	G407-E0624	G407-E0625	625	2	14	f24v::F24V_WHOLE_PLANT	STOP	STOP	FIRST_STOP__SECOND_STOP	YES	YES	G407-E0626	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0029	G404-S010	G407-E0649	G407-E0650	650	2	9	f24v::F24V_WHOLE_PLANT	STOP	STOP	FIRST_STOP__SECOND_STOP	YES	YES	G407-E0652	2	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0030	P1009-S023	G407-E0691	G407-E0692	692	1	1	f55v::große aromatische Doldenpflanze	STOP	READ	FIRST_STOP__SECOND_READABLE	YES	YES	G407-E0693	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0031	P1009-S024	G407-E0701	G407-E0702	702	2	3	f55v::große aromatische Doldenpflanze	STOP	STOP	FIRST_STOP__SECOND_STOP	YES	YES	G407-E0703	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0032	P1009-S025	G407-E0724	G407-E0725	725	1	4	f55v::große aromatische Doldenpflanze	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E0726	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0033	P1009-S026	G407-E0740	G407-E0741	741	2	15	f55v::große aromatische Doldenpflanze	STOP	STOP	FIRST_STOP__SECOND_STOP	YES	YES	G407-E0743	2	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0034	P1009-S027	G407-E0789	G407-E0790	790	1	8	f55v::große aromatische Doldenpflanze	READ	STOP	FIRST_READABLE__SECOND_STOP	YES	YES	G407-E0791	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0035	P1009-S028	G407-E0798	G407-E0799	799	1	2	f56r::stachelköpfiges Kraut in mehreren Reifestufen	READ	STOP	FIRST_READABLE__SECOND_STOP	YES	YES	G407-E0802	3	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0036	P1009-S029	G407-E0803	G407-E0804	804	1	1	f56r::stachelköpfiges Kraut in mehreren Reifestufen	READ	STOP	FIRST_READABLE__SECOND_STOP	YES	YES	G407-E0805	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0037	P1009-S030	G407-E0870	G407-E0871	871	2	23	f56r::stachelköpfiges Kraut in mehreren Reifestufen	STOP	STOP	FIRST_STOP__SECOND_STOP	YES	YES	G407-E0872	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0038	P1009-S031	G407-E0907	G407-E0908	908	1	6	f67r2::zwei getrennte Himmelsräder und Tabelle	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E0909	0	NEXT_FAULT_BEFORE_PARITY	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0039	P1009-S032	G407-E0909	G407-E0910	910	0	1	f67r2::zwei getrennte Himmelsräder und Tabelle	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E0911	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0040	P1009-S033	G407-E0928	G407-E0929	929	1	1	f67r2::zwei getrennte Himmelsräder und Tabelle	READ	STOP	FIRST_READABLE__SECOND_STOP	YES	YES	G407-E0933	4	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0041	P1009-S035	G407-E0942	G407-E0943	943	0	1	f67r2::zwei getrennte Himmelsräder und Tabelle	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E0945	1	NEXT_FAULT_BEFORE_PARITY	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0042	P1009-S036	G407-E0945	G407-E0946	946	0	1	f67r2::zwei getrennte Himmelsräder und Tabelle	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E0947	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0043	P1009-S037	G407-E0952	G407-E0953	953	0	1	f67r2::zwei getrennte Himmelsräder und Tabelle	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E0954	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0044	P1009-S038	G407-E0966	G407-E0967	967	2	9	f67r2::zwei getrennte Himmelsräder und Tabelle	STOP	STOP	FIRST_STOP__SECOND_STOP	YES	YES	G407-E0968	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0045	P1009-S039	G407-E0980	G407-E0981	981	1	5	f67r2::zwei getrennte Himmelsräder und Tabelle	READ	STOP	FIRST_READABLE__SECOND_STOP	YES	YES	G407-E0982	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0046	P1009-S040	G407-E0983	G407-E0984	984	0	1	f67r2::zwei getrennte Himmelsräder und Tabelle	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E0987	3	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0047	P1009-S041	G407-E1008	G407-E1009	1009	2	17	f67r2::zwei getrennte Himmelsräder und Tabelle	STOP	STOP	FIRST_STOP__SECOND_STOP	YES	YES	G407-E1010	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0048	P1009-S042	G407-E1028	G407-E1029	1029	2	1	f68r1::mehrteilige Sternstellentafel	STOP	STOP	FIRST_STOP__SECOND_STOP	YES	YES	G407-E1030	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0049	P1009-S043	G407-E1041	G407-E1042	1042	1	2	f68r1::mehrteilige Sternstellentafel	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E1043	0	NEXT_FAULT_BEFORE_PARITY	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0050	P1009-S044	G407-E1043	G407-E1044	1044	1	1	f68r1::mehrteilige Sternstellentafel	STOP	READ	FIRST_STOP__SECOND_READABLE	YES	YES	G407-E1045	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0051	P1009-S045	G407-E1076	G407-E1077	1077	1	18	f71v::erste lokale Figuren-/Sternringgruppe	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E1078	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0052	P1009-S046	G407-E1081	G407-E1082	1082	1	4	f71v::erste lokale Figuren-/Sternringgruppe	READ	STOP	FIRST_READABLE__SECOND_STOP	YES	YES	G407-E1086	4	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0053	P1009-S047	G407-E1109	G407-E1110	1110	2	14	f71v::zweite lokale Figuren-/Sternringgruppe	STOP	STOP	FIRST_STOP__SECOND_STOP	YES	YES	G407-E1111	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0054	P1009-S048	G407-E1123	G407-E1124	1124	0	1	f71v::zweite lokale Figuren-/Sternringgruppe	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E1125	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0055	P1009-S049	G407-E1128	G407-E1129	1129	1	3	f71v::dritte lokale Ringgruppe	READ	STOP	FIRST_READABLE__SECOND_STOP	YES	YES	G407-E1130	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0056	P1009-S050	G407-E1137	G407-E1138	1138	1	1	f72r::Tierkreis-Ringgruppe A	READ	STOP	FIRST_READABLE__SECOND_STOP	YES	YES	G407-E1143	5	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0057	P1009-S051	G407-E1144	G407-E1145	1145	1	3	f72r::Tierkreis-Ringgruppe A	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E1146	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0058	P1009-S052	G407-E1150	G407-E1151	1151	2	5	f72r::Tierkreis-Ringgruppe A	STOP	READ	FIRST_STOP__SECOND_READABLE	YES	YES	G407-E1152	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0059	P1009-S053	G407-E1160	G407-E1161	1161	1	9	f72r::Tierkreis-Ringgruppe A	READ	STOP	FIRST_READABLE__SECOND_STOP	YES	YES	G407-E1162	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0060	P1009-S054	G407-E1190	G407-E1191	1191	1	12	f72r::Tierkreis-Ringgruppe B	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E1192	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0061	P1009-S055	G407-E1199	G407-E1200	1200	1	8	f72r::Tierkreis-Ringgruppe B	READ	STOP	FIRST_READABLE__SECOND_STOP	YES	YES	G407-E1201	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0062	P1009-S056	G407-E1217	G407-E1218	1218	2	12	f72r::Tierkreis-Ringgruppe C	STOP	STOP	FIRST_STOP__SECOND_STOP	YES	YES	NONE	0	BANK_END_RESET_ISOLATES_DIVERGENCE	G407-E1219	f72r::Tierkreis-Ringgruppe D	YES
G455-B0063	P1009-S057	G407-E1244	G407-E1245	1245	2	26	f72r::Tierkreis-Ringgruppe D	STOP	STOP	FIRST_STOP__SECOND_STOP	YES	YES	G407-E1249	4	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0064	P1009-S058	G407-E1269	G407-E1270	1270	1	10	f72r::Tierkreis-Ringgruppe E	READ	STOP	FIRST_READABLE__SECOND_STOP	YES	YES	G407-E1275	5	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0065	P1009-S059	G407-E1277	G407-E1278	1278	1	1	f72r::Tierkreis-Ringgruppe E	STOP	READ	FIRST_STOP__SECOND_READABLE	YES	YES	G407-E1279	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0066	P1009-S060	G407-E1281	G407-E1282	1282	1	1	f72r::Tierkreis-Ringgruppe E	STOP	READ	FIRST_STOP__SECOND_READABLE	YES	YES	G407-E1283	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0067	P1009-S061	G407-E1291	G407-E1292	1292	2	6	f72r::Tierkreis-Ringgruppe F	STOP	STOP	FIRST_STOP__SECOND_STOP	YES	YES	G407-E1293	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0068	P1009-S062	G407-E1301	G407-E1302	1302	1	1	f72r::Tierkreis-Ringgruppe G	READ	STOP	FIRST_READABLE__SECOND_STOP	YES	YES	G407-E1304	2	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0069	P1009-S063	G407-E1327	G407-E1328	1328	1	16	f72r::Tierkreis-Ringgruppe G	READ	STOP	FIRST_READABLE__SECOND_STOP	YES	YES	G407-E1331	2	NEXT_FAULT_BEFORE_PARITY	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0070	P1009-S064	G407-E1331	G407-E1332	1332	1	1	f72r::Tierkreis-Ringgruppe G	STOP	READ	FIRST_STOP__SECOND_READABLE	YES	YES	G407-E1334	2	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0071	P1009-S066	G407-E1351	G407-E1352	1352	1	3	f72r::Tierkreis-Ringgruppe H	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E1354	2	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0072	P1009-S067	G407-E1371	G407-E1372	1372	1	19	f72r::Tierkreis-Ringgruppe H	READ	STOP	FIRST_READABLE__SECOND_STOP	YES	YES	G407-E1373	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0073	P1009-S068	G407-E1390	G407-E1391	1391	1	2	f72r::Tierkreis-Ringgruppe I	READ	STOP	FIRST_READABLE__SECOND_STOP	YES	YES	G407-E1392	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0074	P1009-S069	G407-E1393	G407-E1394	1394	2	2	f72r::Tierkreis-Ringgruppe I	STOP	STOP	FIRST_STOP__SECOND_STOP	YES	YES	G407-E1395	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0075	P1009-S070	G407-E1414	G407-E1415	1415	1	2	f72r::Tierkreis-Ringgruppe I	READ	STOP	FIRST_READABLE__SECOND_STOP	YES	YES	NONE	0	BANK_END_RESET_ISOLATES_DIVERGENCE	G407-E1416	f72r::Tierkreis-Ringgruppe J	YES
G455-B0076	P1009-S071	G407-E1419	G407-E1420	1420	1	4	f72r::Tierkreis-Ringgruppe J	READ	STOP	FIRST_READABLE__SECOND_STOP	YES	YES	G407-E1421	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0077	P1009-S072	G407-E1425	G407-E1426	1426	1	1	f75r::großes Bad-/Stationsblatt mit dreieckiger Insel	STOP	READ	FIRST_STOP__SECOND_READABLE	YES	YES	G407-E1427	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0078	P1009-S073	G407-E1435	G407-E1436	1436	2	4	f75r::großes Bad-/Stationsblatt mit dreieckiger Insel	STOP	READ	FIRST_STOP__SECOND_READABLE	YES	YES	G407-E1437	0	NEXT_FAULT_BEFORE_PARITY	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0079	P1009-S074	G407-E1437	G407-E1438	1438	2	1	f75r::großes Bad-/Stationsblatt mit dreieckiger Insel	STOP	STOP	FIRST_STOP__SECOND_STOP	YES	YES	G407-E1439	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0080	P1009-S075	G407-E1448	G407-E1449	1449	1	10	f75r::großes Bad-/Stationsblatt mit dreieckiger Insel	READ	STOP	FIRST_READABLE__SECOND_STOP	YES	YES	G407-E1451	2	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0081	P1009-S076	G407-E1461	G407-E1462	1462	1	3	f75r::großes Bad-/Stationsblatt mit dreieckiger Insel	READ	STOP	FIRST_READABLE__SECOND_STOP	YES	YES	G407-E1464	2	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0082	P1009-S077	G407-E1474	G407-E1475	1475	2	8	f75r::großes Bad-/Stationsblatt mit dreieckiger Insel	STOP	READ	FIRST_STOP__SECOND_READABLE	YES	YES	G407-E1476	0	NEXT_FAULT_BEFORE_PARITY	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0083	P1009-S078	G407-E1476	G407-E1477	1477	1	1	f75r::großes Bad-/Stationsblatt mit dreieckiger Insel	READ	STOP	FIRST_READABLE__SECOND_STOP	YES	YES	G407-E1479	2	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0084	P1009-S080	G407-E1487	G407-E1488	1488	1	9	f75r::großes Bad-/Stationsblatt mit dreieckiger Insel	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E1489	1	STATE_PARITY_BEFORE_NEXT_FAULT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
G455-B0085	P1009-S081	G407-E1491	G407-E1492	1492	2	3	f75r::großes Bad-/Stationsblatt mit dreieckiger Insel	STOP	READ	FIRST_STOP__SECOND_READABLE	YES	YES	G407-E1495	2	NEXT_FAULT_BEFORE_PARITY	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE
