burst_id	burst_position	event_id	stream_ordinal	statement_id	physical_page	owner_de	source_recipe	replacement_recipe	neighbor_id	mutation_family	neutral_selection_class	schedule_rule
G455-B0010	1	G407-E0314	314	P1009-S004	f11r	blühender dreikroniger Sodenstock	SH+O+Y+T+Y	O+Y+T+Y	G447-N26574	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0010	2	G407-E0315	315	P1009-S004	f11r	blühender dreikroniger Sodenstock	S+O+CH+T+O+D_ADDR+Y	S+O+CH+CHD+O+D_ADDR+Y	G447-N22839	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0011	1	G407-E0371	371	P1009-S005	f13r	große Wurzelkrone mit Blatt und Blütenstand	SH+OL	OL	G447-N26813	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0011	2	G407-E0372	372	P1009-S005	f13r	große Wurzelkrone mit Blatt und Blütenstand	O+P+CH+OR	O+CHD+CH+OR	G447-N14327	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0012	1	G407-E0408	408	P1009-S006	f13r	große Wurzelkrone mit Blatt und Blütenstand	T+CH+OR	CHD+CH+OR	G447-N27391	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0012	2	G407-E0409	409	P1009-S006	f13r	große Wurzelkrone mit Blatt und Blütenstand	D_ADDR+OR	D_ADDR	G447-N08893	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0013	1	G407-E0424	424	P1009-S007	f13r	große Wurzelkrone mit Blatt und Blütenstand	OK+CH+OR	CHD+CH+OR	G447-N15686	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0013	2	G407-E0425	425	P1009-S007	f13r	große Wurzelkrone mit Blatt und Blütenstand	D_ADDR+O+AIIN	D_ADDR+AIIN	G447-N08581	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0014	1	G407-E0438	438	P1009-S008	f13r	große Wurzelkrone mit Blatt und Blütenstand	OK+CH+AL	CHD+CH+AL	G447-N15424	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0014	2	G407-E0439	439	P1009-S008	f13r	große Wurzelkrone mit Blatt und Blütenstand	AL+DY	DY	G447-N00376	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0015	1	G407-E0440	440	P1009-S009	f13r	große Wurzelkrone mit Blatt und Blütenstand	S+OT+Y	OT+Y	G447-N23387	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0015	2	G407-E0441	441	P1009-S009	f13r	große Wurzelkrone mit Blatt und Blütenstand	K+Y	K	G447-N11217	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0016	1	G407-E0446	446	P1009-S011	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	HO+LOCAL_CHAR_G	HO	G447-N09569	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0016	2	G407-E0447	447	P1009-S011	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	O+P+Y+DY	O+Y+DY	G447-N14610	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0017	1	G407-E0450	450	P1009-S012	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	OT+CH+Y	CH+Y	G447-N19059	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0017	2	G407-E0451	451	P1009-S012	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	D_ADDR+O+DY	D_ADDR+DY	G447-N08597	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0018	1	G407-E0452	452	P1009-S013	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	OL+D_ADDR+CH+K+Y	OL+D_ADDR+CH+CHD+Y	G447-N17710	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0018	2	G407-E0453	453	P1009-S013	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	Y+D_ADDR+AIR	D_ADDR+AIR	G447-N28582	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0019	1	G407-E0468	468	P1009-S014	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	OK+CH+O+AM_ADDR	CHD+CH+O+AM_ADDR	G447-N15613	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0019	2	G407-E0469	469	P1009-S014	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	T+CH+O	CHD+CH+O	G447-N27293	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0020	1	G407-E0485	485	P1009-S015	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	CH+T+E+Y	CH+CHD+E+Y	G447-N06996	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0020	2	G407-E0486	486	P1009-S015	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	CARRIER_Q+O+DY	CARRIER_Q+DY	G447-N01481	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0021	1	G407-E0487	487	P1009-S016	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	T+SH+O	CH+SH+O	G447-N28050	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0021	2	G407-E0488	488	P1009-S016	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	O+LOCAL_CHAR_F	LOCAL_CHAR_F	G447-N13964	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0022	1	G407-E0502	502	P1009-S017	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	S+O+Y	O+Y	G447-N22968	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0022	2	G407-E0503	503	P1009-S017	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	CH+K+O	CH+CHD+O	G447-N04547	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0023	1	G407-E0527	527	P1009-S019	f18r	große abgebildete Blütenpflanze	CH+K+Y	CH+CHD+Y	G447-N04691	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0023	2	G407-E0528	528	P1009-S019	f18r	große abgebildete Blütenpflanze	O+CH+T+OR	O+CH+CHD+OR	G447-N13279	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0024	1	G407-E0553	553	P1009-S020	f18r	große abgebildete Blütenpflanze	CH+T+AIIN	CH+CHD+AIIN	G447-N06653	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0024	2	G407-E0554	554	P1009-S020	f18r	große abgebildete Blütenpflanze	CH+T+OL	CH+CHD+OL	G447-N07209	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0025	1	G407-E0571	571	P1009-S021	f18r	große abgebildete Blütenpflanze	OK+CH+OR	CHD+CH+OR	G447-N15686	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0025	2	G407-E0572	572	P1009-S021	f18r	große abgebildete Blütenpflanze	CH+K+OL	CH+CHD+OL	G447-N04645	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0026	1	G407-E0578	578	P1009-S022	f18r	große abgebildete Blütenpflanze	CH+T+AL	CH+CHD+AL	G447-N06725	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0026	2	G407-E0579	579	P1009-S022	f18r	große abgebildete Blütenpflanze	OK+SH+AL	CH+SH+AL	G447-N17243	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0027	1	G407-E0609	609	G404-S008	f24v	F24V_WHOLE_PLANT	CH+CH+P+Y	CH+CH+CHD+Y	G447-N02296	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0027	2	G407-E0610	610	G404-S008	f24v	F24V_WHOLE_PLANT	O+P+SH+O+DY	O+SH+P+O+DY	G447-N14566	ADJACENT_SWAP	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0028	1	G407-E0624	624	G404-S009	f24v	F24V_WHOLE_PLANT	OK+CH+O+AM_ADDR	CHD+CH+O+AM_ADDR	G447-N15613	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0028	2	G407-E0625	625	G404-S009	f24v	F24V_WHOLE_PLANT	OK+CH+O	CHD+CH+O	G447-N15564	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0029	1	G407-E0649	649	G404-S010	f24v	F24V_WHOLE_PLANT	K+O+CH+K+Y	K+O+CH+CHD+Y	G447-N10598	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0029	2	G407-E0650	650	G404-S010	f24v	F24V_WHOLE_PLANT	CH+CH+T+Y	CH+CH+CHD+Y	G447-N02515	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0030	1	G407-E0691	691	P1009-S023	f55v	große aromatische Doldenpflanze	K+CH+EE+D_ADDR+CHD+Y	CHD+CH+EE+D_ADDR+CHD+Y	G447-N09886	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0030	2	G407-E0692	692	P1009-S023	f55v	große aromatische Doldenpflanze	O+E+D_ADDR+AIN	E+D_ADDR+AIN	G447-N13641	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0031	1	G407-E0701	701	P1009-S024	f55v	große aromatische Doldenpflanze	Y+K+EE+S+AN	Y+K+S+AN	G447-N29447	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0031	2	G407-E0702	702	P1009-S024	f55v	große aromatische Doldenpflanze	OK+EEE+Y	CHD+EEE+Y	G447-N16798	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0032	1	G407-E0724	724	P1009-S025	f55v	große aromatische Doldenpflanze	Y+K+AN	K+AN	G447-N28854	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0032	2	G407-E0725	725	P1009-S025	f55v	große aromatische Doldenpflanze	O+DY	DY	G447-N13440	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0033	1	G407-E0740	740	P1009-S026	f55v	große aromatische Doldenpflanze	K+CHD+Y	CHD+K+Y	G447-N10086	ADJACENT_SWAP	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0033	2	G407-E0741	741	P1009-S026	f55v	große aromatische Doldenpflanze	P+CH+AL	CHD+CH+AL	G447-N19953	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0034	1	G407-E0789	789	P1009-S027	f55v	große aromatische Doldenpflanze	AR	AIR	G447-N00695	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0034	2	G407-E0790	790	P1009-S027	f55v	große aromatische Doldenpflanze	CH+K+E+Y	CH+CHD+E+Y	G447-N04378	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0035	1	G407-E0798	798	P1009-S028	f56r	stachelköpfiges Kraut in mehreren Reifestufen	CH+AL	AL	G447-N01970	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0035	2	G407-E0799	799	P1009-S028	f56r	stachelköpfiges Kraut in mehreren Reifestufen	CH+CH+S	CH+CH+CHD	G447-N02326	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0036	1	G407-E0803	803	P1009-S029	f56r	stachelköpfiges Kraut in mehreren Reifestufen	Y	AIIN	G447-N28193	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0036	2	G407-E0804	804	P1009-S029	f56r	stachelköpfiges Kraut in mehreren Reifestufen	Y+CH+O+CH+P+Y	Y+CH+O+CH+CHD+Y	G447-N28465	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0037	1	G407-E0870	870	P1009-S030	f56r	stachelköpfiges Kraut in mehreren Reifestufen	K+CH+E+Y	CHD+CH+E+Y	G447-N09854	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0037	2	G407-E0871	871	P1009-S030	f56r	stachelköpfiges Kraut in mehreren Reifestufen	OK+OK+CH+Y	CHD+OK+CH+Y	G447-N17083	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0038	1	G407-E0907	907	P1009-S031	f67r2	zwei getrennte Himmelsräder und Tabelle	D_ADDR+O+IIN	D_ADDR+IIN	G447-N08614	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0038	2	G407-E0908	908	P1009-S031	f67r2	zwei getrennte Himmelsräder und Tabelle	OL+DY	DY	G447-N17679	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0039	1	G407-E0909	909	P1009-S032	f67r2	zwei getrennte Himmelsräder und Tabelle	O+DA+E+IIN	DA+E+IIN	G447-N13405	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0039	2	G407-E0910	910	P1009-S032	f67r2	zwei getrennte Himmelsräder und Tabelle	OK+O+E+S	O+E+S	G447-N16990	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0040	1	G407-E0928	928	P1009-S033	f67r2	zwei getrennte Himmelsräder und Tabelle	O+P+AR+CH+Y	O+AR+CH+Y	G447-N14172	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0040	2	G407-E0929	929	P1009-S033	f67r2	zwei getrennte Himmelsräder und Tabelle	S+AL+S+AIN	S+S+AIN	G447-N22164	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0041	1	G407-E0942	942	P1009-S035	f67r2	zwei getrennte Himmelsräder und Tabelle	S+AIIN	AIIN	G447-N21906	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0041	2	G407-E0943	943	P1009-S035	f67r2	zwei getrennte Himmelsräder und Tabelle	O+OL	O	G447-N14118	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0042	1	G407-E0945	945	P1009-S036	f67r2	zwei getrennte Himmelsräder und Tabelle	D_ADDR+O+S+AR	D_ADDR+O+AR	G447-N08654	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0042	2	G407-E0946	946	P1009-S036	f67r2	zwei getrennte Himmelsräder und Tabelle	O+DA+S	DA+S	G447-N13428	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
