event_id	register	record_unit_id	page	locus	field_id	statement_id	surface	joint_tuple_id	owner_zone	component_parse	small_value_de	lexicon_class	statement_position	previous_value_de	next_value_de	selection_layer	selection_reason	predicted_joint_tuple_id	exact_card_recovered
E024	HERBAL	H2	f10r	f10r.8	F004	H2-S002	qotchor	10488b911aae52b3b334	F10R_PICTURED_PLANT	OT+CH+OR	danach Ansatz abziehen	PRODUCTIVE_COMPOSITION	1	STATEMENT_START	Ansatz	UNIQUE_VALUE	only card with value	10488b911aae52b3b334	YES
E025	HERBAL	H2	f10r	f10r.8	F004	H2-S002	chor	7a4bb8136330ee4e6e56	F10R_PICTURED_PLANT	OR	Ansatz	PRODUCTIVE_COMPOSITION	2	danach Ansatz abziehen	danach fortsetzen	UNIQUE_VALUE	only card with value	7a4bb8136330ee4e6e56	YES
E026	HERBAL	H2	f10r	f10r.8	F004	H2-S002	otol	497cbd9c7401810ff56b	F10R_PICTURED_PLANT	OT+OL	danach fortsetzen	PRODUCTIVE_COMPOSITION	3	Ansatz	fortsetzen	UNIQUE_VALUE	only card with value	497cbd9c7401810ff56b	YES
E027	HERBAL	H2	f10r	f10r.8	F004	H2-S002	chol	dcda95c81a5460feb191	F10R_PICTURED_PLANT	OL	fortsetzen	PRODUCTIVE_COMPOSITION	4	danach fortsetzen	weiterer Ansatz	STATEMENT_POSITION	entry resumption	dcda95c81a5460feb191	YES
E028	HERBAL	H2	f10r	f10r.8	F004	H2-S002	cholor	dec401773c1f0347793d	F10R_PICTURED_PLANT	OL+OR	weiterer Ansatz	PRODUCTIVE_COMPOSITION	5	fortsetzen	fortsetzen	UNIQUE_VALUE	only card with value	dec401773c1f0347793d	YES
E029	HERBAL	H2	f10r	f10r.8	F004	H2-S002	chol	dcda95c81a5460feb191	F10R_PICTURED_PLANT	OL	fortsetzen	PRODUCTIVE_COMPOSITION	6	weiterer Ansatz	Mass	STATEMENT_POSITION	entry resumption	dcda95c81a5460feb191	YES
E030	HERBAL	H2	f10r	f10r.8	F004	H2-S002	daiin	2f1c5e56e8f0ff459065	F10R_PICTURED_PLANT	AIIN	Mass	PRODUCTIVE_COMPOSITION	7	fortsetzen	von dort	UNIQUE_VALUE	only card with value	2f1c5e56e8f0ff459065	YES
E031	HERBAL	H2	f10r	f10r.8	F004	H2-S002	dar	4d4559019a961b834aa1	F10R_PICTURED_PLANT	AR	von dort	PRODUCTIVE_COMPOSITION	8	Mass	STATEMENT_END	UNIQUE_VALUE	only card with value	4d4559019a961b834aa1	YES
E032	HERBAL	H2	f10r	f10r.9	F005	H2-S003	oykchor	27d97af8c96eb056c2e6	F10R_PICTURED_PLANT	O+Y+K+OR	dies dem Ansatz zuführen	PRODUCTIVE_COMPOSITION	1	STATEMENT_START	Ansatz	UNIQUE_VALUE	only card with value	27d97af8c96eb056c2e6	YES
E033	HERBAL	H2	f10r	f10r.9	F005	H2-S003	shor	7a4bb8136330ee4e6e56	F10R_PICTURED_PLANT	OR	Ansatz	PRODUCTIVE_COMPOSITION	2	dies dem Ansatz zuführen	Ansatz	UNIQUE_VALUE	only card with value	7a4bb8136330ee4e6e56	YES
E034	HERBAL	H2	f10r	f10r.9	F005	H2-S003	chor	7a4bb8136330ee4e6e56	F10R_PICTURED_PLANT	OR	Ansatz	PRODUCTIVE_COMPOSITION	3	Ansatz	dies	UNIQUE_VALUE	only card with value	7a4bb8136330ee4e6e56	YES
E035	HERBAL	H2	f10r	f10r.9	F005	H2-S003	chy	b921a237be883a820352	F10R_PICTURED_PLANT	Y	dies	PRODUCTIVE_COMPOSITION	4	Ansatz	bis zur Sollstufe zuführen	UNIQUE_VALUE	only card with value	b921a237be883a820352	YES
E036	HERBAL	H2	f10r	f10r.9	F005	H2-S003	kaiiin	409de02322e7b2ca0c62	F10R_PICTURED_PLANT	K+IIN	bis zur Sollstufe zuführen	PRODUCTIVE_COMPOSITION	5	dies	dies	UNIQUE_VALUE	only card with value	409de02322e7b2ca0c62	YES
E037	HERBAL	H2	f10r	f10r.9	F005	H2-S003	dy	b921a237be883a820352	F10R_PICTURED_PLANT	Y	dies	PRODUCTIVE_COMPOSITION	6	bis zur Sollstufe zuführen	auf Maß abziehen	UNIQUE_VALUE	only card with value	b921a237be883a820352	YES
E038	HERBAL	H2	f10r	f10r.9	F005	H2-S003	chodaiin	834825c61d048a6b5628	F10R_PICTURED_PLANT	CH+O+AIIN	auf Maß abziehen	PRODUCTIVE_COMPOSITION	7	dies	STATEMENT_END	UNIQUE_VALUE	only card with value	834825c61d048a6b5628	YES
E039	HERBAL	H3	f11r	f11r.1	F006	H3-S001	tshol	953ad19b79517fc8a211	F11R_PICTURED_PLANT	T+SH+OL	weiter gefuellt halten	PRODUCTIVE_COMPOSITION	1	STATEMENT_START	an der Stelle halten	UNIQUE_VALUE	only card with value	953ad19b79517fc8a211	YES
E040	HERBAL	H3	f11r	f11r.1	F006	H3-S001	schoal	428a5e3662aa57b4b256	F11R_PICTURED_PLANT	SH+O+AL	an der Stelle halten	PRODUCTIVE_COMPOSITION	2	weiter gefuellt halten	auswringen	UNIQUE_VALUE	only card with value	428a5e3662aa57b4b256	YES
E041	HERBAL	H3	f11r	f11r.1	F006	H3-S001	cfhy	bdad9f9ea8b80f141496	F11R_PICTURED_PLANT	CFHY	auswringen	MEMORIZED_WHOLE_CARD	3	an der Stelle halten	dies bis zum Maß halten	UNIQUE_VALUE	only card with value	bdad9f9ea8b80f141496	YES
E042	HERBAL	H3	f11r	f11r.1	F006	H3-S001	shfydaiin	a8af08e69edab8e54f15	F11R_PICTURED_PLANT	SH+Y+AIIN	dies bis zum Maß halten	PRODUCTIVE_COMPOSITION	4	auswringen	dies hineinführen	UNIQUE_VALUE	only card with value	a8af08e69edab8e54f15	YES
E043	HERBAL	H3	f11r	f11r.1	F006	H3-S001	cphy	deb377381ceaf55ea310	F11R_PICTURED_PLANT	P+Y	dies hineinführen	PRODUCTIVE_COMPOSITION	5	dies bis zum Maß halten	Klarauszug	UNIQUE_VALUE	only card with value	deb377381ceaf55ea310	YES
E044	HERBAL	H3	f11r	f11r.1	F006	H3-S001	shey	b5df9126607030b95175	F11R_PICTURED_PLANT	WHOLE[cheey|shey]	Klarauszug	MEMORIZED_WHOLE_CARD	6	dies hineinführen	fuellen und abziehen; Schluss	UNIQUE_VALUE	only card with value	b5df9126607030b95175	YES
E045	HERBAL	H3	f11r	f11r.1	F006	H3-S001	tchody	2e2027b1951d79911e24	F11R_PICTURED_PLANT	T+CH+O+DY	fuellen und abziehen; Schluss	PRODUCTIVE_COMPOSITION	7	Klarauszug	STATEMENT_END	UNIQUE_VALUE	only card with value	2e2027b1951d79911e24	YES
E046	HERBAL	H3	f11r	f11r.1	F007	H3-S002	shoyty	577c03a928d674d420d7	F11R_PICTURED_PLANT	SH+O+Y+T+Y	dies halten und fuellen	PRODUCTIVE_COMPOSITION	1	STATEMENT_START	STATEMENT_END	UNIQUE_VALUE	only card with value	577c03a928d674d420d7	YES
E047	HERBAL	H3	f11r	f11r.4	F008	H3-S003	dchol	d665560c8ff80799a82c	F11R_PICTURED_PLANT	OL	fortsetzen	PRODUCTIVE_COMPOSITION	1	STATEMENT_START	dies	STATEMENT_POSITION	entry resumption	d665560c8ff80799a82c	YES
E048	HERBAL	H3	f11r	f11r.4	F008	H3-S003	chy	b921a237be883a820352	F11R_PICTURED_PLANT	Y	dies	PRODUCTIVE_COMPOSITION	2	fortsetzen	dies zuführen	UNIQUE_VALUE	only card with value	b921a237be883a820352	YES
E049	HERBAL	H3	f11r	f11r.4	F008	H3-S003	kchy	b2812c8283c3a62438bd	F11R_PICTURED_PLANT	K+Y	dies zuführen	PRODUCTIVE_COMPOSITION	3	dies	dies	UNIQUE_VALUE	only card with value	b2812c8283c3a62438bd	YES
E050	HERBAL	H3	f11r	f11r.4	F008	H3-S003	dy	b921a237be883a820352	F11R_PICTURED_PLANT	Y	dies	PRODUCTIVE_COMPOSITION	4	dies zuführen	Mass	UNIQUE_VALUE	only card with value	b921a237be883a820352	YES
E051	HERBAL	H3	f11r	f11r.4	F008	H3-S003	daiin	2f1c5e56e8f0ff459065	F11R_PICTURED_PLANT	AIIN	Mass	PRODUCTIVE_COMPOSITION	5	dies	STATEMENT_END	UNIQUE_VALUE	only card with value	2f1c5e56e8f0ff459065	YES
E052	HERBAL	H3	f11r	f11r.7	F009	H3-S004	qotchy	a48efd6c4491a046ba78	F11R_PICTURED_PLANT	OT+Y	nächster Posten	PRODUCTIVE_COMPOSITION	1	STATEMENT_START	weiter ansetzen	RECORD_RENDERER	H3 allograph	a48efd6c4491a046ba78	YES
E053	HERBAL	H3	f11r	f11r.7	F009	H3-S004	okchol	322281bd391aa621f568	F11R_PICTURED_PLANT	OK+OL	weiter ansetzen	PRODUCTIVE_COMPOSITION	2	nächster Posten	bereit	UNIQUE_VALUE	only card with value	322281bd391aa621f568	YES
E054	HERBAL	H3	f11r	f11r.7	F009	H3-S004	cthy	e0b630cb1b5df5e7105b	F11R_PICTURED_PLANT	CTH+Y	bereit	PRODUCTIVE_COMPOSITION	3	weiter ansetzen	dies	UNIQUE_VALUE	only card with value	e0b630cb1b5df5e7105b	YES
E055	HERBAL	H3	f11r	f11r.7	F009	H3-S004	dy	b921a237be883a820352	F11R_PICTURED_PLANT	Y	dies	PRODUCTIVE_COMPOSITION	4	bereit	STATEMENT_END	UNIQUE_VALUE	only card with value	b921a237be883a820352	YES
E056	HERBAL	H4	f55v	f55v.5	F010	H4-S001	qokaiin	b5fcea1eaed06b2f2291	F55V_PICTURED_PLANT	OK+AIIN	bemessen	PRODUCTIVE_COMPOSITION	1	STATEMENT_START	Mass	UNIQUE_VALUE	only card with value	b5fcea1eaed06b2f2291	YES
E057	HERBAL	H4	f55v	f55v.5	F010	H4-S001	chaiin	2f1c5e56e8f0ff459065	F55V_PICTURED_PLANT	AIIN	Mass	PRODUCTIVE_COMPOSITION	2	bemessen	eine Portion davon zuführen	UNIQUE_VALUE	only card with value	2f1c5e56e8f0ff459065	YES
E058	HERBAL	H4	f55v	f55v.5	F010	H4-S001	ykain	403c1592f918c8f23b88	F55V_PICTURED_PLANT	Y+K+AIN	eine Portion davon zuführen	PRODUCTIVE_COMPOSITION	3	Mass	eine Portion davon zuführen	LOCAL_CONTEXT	immediate repetition	403c1592f918c8f23b88	YES
E059	HERBAL	H4	f55v	f55v.5	F010	H4-S001	ykan	d929a14ec45749b2e805	F55V_PICTURED_PLANT	Y+K+AIN	eine Portion davon zuführen	PRODUCTIVE_COMPOSITION	4	eine Portion davon zuführen	Arbeitsgang abschließen	LOCAL_CONTEXT	immediate repetition	d929a14ec45749b2e805	YES
E060	HERBAL	H4	f55v	f55v.5	F010	H4-S001	ody	97cc9ac109148723c472	F55V_PICTURED_PLANT	O+DY	Arbeitsgang abschließen	PRODUCTIVE_COMPOSITION	5	eine Portion davon zuführen	STATEMENT_END	UNIQUE_VALUE	only card with value	97cc9ac109148723c472	YES
E061	HERBAL	H4	f55v	f55v.5	F011	H4-S002	daiin	2f1c5e56e8f0ff459065	F55V_PICTURED_PLANT	AIIN	Mass	PRODUCTIVE_COMPOSITION	1	STATEMENT_START	dies umsetzen	UNIQUE_VALUE	only card with value	2f1c5e56e8f0ff459065	YES
E062	HERBAL	H4	f55v	f55v.5	F011	H4-S002	chedy	6f7ff8287eddf4da9fdb	F55V_PICTURED_PLANT	CHD+Y	dies umsetzen	PRODUCTIVE_COMPOSITION	2	Mass	verwahren	LOCAL_CONTEXT	target follower	6f7ff8287eddf4da9fdb	YES
E063	HERBAL	H4	f55v	f55v.5	F011	H4-S002	talam	e026af581c99322fbd46	F55V_PICTURED_PLANT	TALAM	verwahren	MEMORIZED_WHOLE_CARD	3	dies umsetzen	STATEMENT_END	UNIQUE_VALUE	only card with value	e026af581c99322fbd46	YES
E064	HERBAL	H4	f55v	f55v.11	F012	H4-S003	ykaiin	f7dc90b2c31fd341f0a4	F55V_PICTURED_PLANT	Y+K+AIIN	dies auf Maß zuführen	PRODUCTIVE_COMPOSITION	1	STATEMENT_START	Auszug aus der Quelle	UNIQUE_VALUE	only card with value	f7dc90b2c31fd341f0a4	YES
E065	HERBAL	H4	f55v	f55v.11	F012	H4-S003	cheoar	807591efc3d3f7ddbfab	F55V_PICTURED_PLANT	CHEO+AR	Auszug aus der Quelle	PRODUCTIVE_COMPOSITION	2	dies auf Maß zuführen	dies länger wärmen	UNIQUE_VALUE	only card with value	807591efc3d3f7ddbfab	YES
E066	HERBAL	H4	f55v	f55v.11	F012	H4-S003	cheeky	2c1a5fd92b9e3c762242	F55V_PICTURED_PLANT	CHK+EE+Y	dies länger wärmen	PRODUCTIVE_COMPOSITION	3	Auszug aus der Quelle	fortsetzen; Schluss	RECORD_RENDERER	B2 CHK-EE order	2c1a5fd92b9e3c762242	YES
E067	HERBAL	H4	f55v	f55v.11	F012	H4-S003	oldy	1b1ffdd869fb1429ad03	F55V_PICTURED_PLANT	OL+DY	fortsetzen; Schluss	PRODUCTIVE_COMPOSITION	4	dies länger wärmen	STATEMENT_END	UNIQUE_VALUE	only card with value	1b1ffdd869fb1429ad03	YES
E068	HERBAL	H4	f55v	f55v.11	F013	H4-S004	aiin	2f1c5e56e8f0ff459065	F55V_PICTURED_PLANT	AIIN	Mass	PRODUCTIVE_COMPOSITION	1	STATEMENT_START	an die Stelle setzen	UNIQUE_VALUE	only card with value	2f1c5e56e8f0ff459065	YES
E069	HERBAL	H4	f55v	f55v.11	F013	H4-S004	okal	308e8ea2d5d190c498e8	F55V_PICTURED_PLANT	OK+AL	an die Stelle setzen	PRODUCTIVE_COMPOSITION	2	Mass	dies weiter fuellen	UNIQUE_VALUE	only card with value	308e8ea2d5d190c498e8	YES
E070	HERBAL	H4	f55v	f55v.11	F013	H4-S004	oltchy	204b04837409088c48f9	F55V_PICTURED_PLANT	OL+T+Y	dies weiter fuellen	PRODUCTIVE_COMPOSITION	3	an die Stelle setzen	Ansatz	UNIQUE_VALUE	only card with value	204b04837409088c48f9	YES
E071	HERBAL	H4	f55v	f55v.11	F013	H4-S004	or	7a4bb8136330ee4e6e56	F55V_PICTURED_PLANT	OR	Ansatz	PRODUCTIVE_COMPOSITION	4	dies weiter fuellen	dies	UNIQUE_VALUE	only card with value	7a4bb8136330ee4e6e56	YES
E072	HERBAL	H4	f55v	f55v.11	F013	H4-S004	y	b921a237be883a820352	F55V_PICTURED_PLANT	Y	dies	PRODUCTIVE_COMPOSITION	5	Ansatz	Ansatzportion	UNIQUE_VALUE	only card with value	b921a237be883a820352	YES
E073	HERBAL	H4	f55v	f55v.11	F013	H4-S004	orain	6afeb5c9ab9f6cbdea0d	F55V_PICTURED_PLANT	OR+AIN	Ansatzportion	PRODUCTIVE_COMPOSITION	6	dies	STATEMENT_END	UNIQUE_VALUE	only card with value	6afeb5c9ab9f6cbdea0d	YES
E074	HERBAL	H5	f56r	f56r.5	F014	H5-S001	chochor	b9d7b6d68209a9019e7a	F56R_PICTURED_PLANT	HO+CH+OR	Zutat aus dem Ansatz abziehen	PRODUCTIVE_COMPOSITION	1	STATEMENT_START	Zutat	UNIQUE_VALUE	only card with value	b9d7b6d68209a9019e7a	YES
E075	HERBAL	H5	f56r	f56r.5	F014	H5-S001	cho	2cc054357a929df85f64	F56R_PICTURED_PLANT	HO	Zutat	PRODUCTIVE_COMPOSITION	2	Zutat aus dem Ansatz abziehen	diese Zutat an die Stelle	UNIQUE_VALUE	only card with value	2cc054357a929df85f64	YES
E076	HERBAL	H5	f56r	f56r.5	F014	H5-S001	chodaly	0ec6a45e2950e8e7061d	F56R_PICTURED_PLANT	HO+AL+Y	diese Zutat an die Stelle	PRODUCTIVE_COMPOSITION	3	Zutat	Mass	UNIQUE_VALUE	only card with value	0ec6a45e2950e8e7061d	YES
E077	HERBAL	H5	f56r	f56r.5	F014	H5-S001	daiin	2f1c5e56e8f0ff459065	F56R_PICTURED_PLANT	AIIN	Mass	PRODUCTIVE_COMPOSITION	4	diese Zutat an die Stelle	Zutat	UNIQUE_VALUE	only card with value	2f1c5e56e8f0ff459065	YES
E078	HERBAL	H5	f56r	f56r.7	F015	H5-S001	sho	2cc054357a929df85f64	F56R_PICTURED_PLANT	HO	Zutat	PRODUCTIVE_COMPOSITION	5	Mass	weiter zuführen	UNIQUE_VALUE	only card with value	2cc054357a929df85f64	YES
E079	HERBAL	H5	f56r	f56r.7	F015	H5-S001	kchol	893c570f3fa3fce99711	F56R_PICTURED_PLANT	K+OL	weiter zuführen	PRODUCTIVE_COMPOSITION	6	Zutat	danach Ansatz abziehen	UNIQUE_VALUE	only card with value	893c570f3fa3fce99711	YES
E080	HERBAL	H5	f56r	f56r.7	F015	H5-S001	otchor	10488b911aae52b3b334	F56R_PICTURED_PLANT	OT+CH+OR	danach Ansatz abziehen	PRODUCTIVE_COMPOSITION	7	weiter zuführen	verwende dies	UNIQUE_VALUE	only card with value	10488b911aae52b3b334	YES
E081	HERBAL	H5	f56r	f56r.7	F015	H5-S001	choky	276a7c2d74d1143446f4	F56R_PICTURED_PLANT	OK+Y	verwende dies	PRODUCTIVE_COMPOSITION	8	danach Ansatz abziehen	Stelle	UNIQUE_VALUE	only card with value	276a7c2d74d1143446f4	YES
E082	HERBAL	H5	f56r	f56r.7	F015	H5-S001	dal	dd0ecaf5e27d81befffc	F56R_PICTURED_PLANT	AL	Stelle	PRODUCTIVE_COMPOSITION	9	verwende dies	STATEMENT_END	UNIQUE_VALUE	only card with value	dd0ecaf5e27d81befffc	YES
E083	HERBAL	H5	f56r	f56r.8	F016	H5-S002	schol	d665560c8ff80799a82c	F56R_PICTURED_PLANT	OL	fortsetzen	PRODUCTIVE_COMPOSITION	1	STATEMENT_START	diese Zutat	STATEMENT_POSITION	entry resumption	d665560c8ff80799a82c	YES
E084	HERBAL	H5	f56r	f56r.8	F016	H5-S002	choy	c10aec6d4dd877ec8bd8	F56R_PICTURED_PLANT	HO+Y	diese Zutat	PRODUCTIVE_COMPOSITION	2	fortsetzen	verwende dies	UNIQUE_VALUE	only card with value	c10aec6d4dd877ec8bd8	YES
E085	HERBAL	H5	f56r	f56r.8	F016	H5-S002	choky	276a7c2d74d1143446f4	F56R_PICTURED_PLANT	OK+Y	verwende dies	PRODUCTIVE_COMPOSITION	3	diese Zutat	länger durch den Durchlass; Schluss	UNIQUE_VALUE	only card with value	276a7c2d74d1143446f4	YES
E086	HERBAL	H5	f56r	f56r.8	F016	H5-S002	cheeckhody	95987d6f198d6d247511	F56R_PICTURED_PLANT	CH+EE+CKH+O+DY	länger durch den Durchlass; Schluss	PRODUCTIVE_COMPOSITION	4	verwende dies	STATEMENT_END	UNIQUE_VALUE	only card with value	95987d6f198d6d247511	YES
E087	HERBAL	H5	f56r	f56r.12	F017	H5-S003	sh	ad3581d3144f69a5912d	F56R_PICTURED_PLANT	SH	halten	PRODUCTIVE_COMPOSITION	1	STATEMENT_START	Zutat	UNIQUE_VALUE	only card with value	ad3581d3144f69a5912d	YES
E088	HERBAL	H5	f56r	f56r.12	F017	H5-S003	cho	2cc054357a929df85f64	F56R_PICTURED_PLANT	HO	Zutat	PRODUCTIVE_COMPOSITION	2	halten	dies kurz zuführen	UNIQUE_VALUE	only card with value	2cc054357a929df85f64	YES
E089	HERBAL	H5	f56r	f56r.12	F017	H5-S003	kchey	b74e9e65637b7c8538dd	F56R_PICTURED_PLANT	K+E+Y	dies kurz zuführen	PRODUCTIVE_COMPOSITION	3	Zutat	dies erneut ansetzen	RECORD_RENDERER	H5/B6 atom order	b74e9e65637b7c8538dd	YES
E090	HERBAL	H5	f56r	f56r.12	F017	H5-S003	qokokchy	1322bc176443fc2a8a86	F56R_PICTURED_PLANT	OK+OK+Y	dies erneut ansetzen	PRODUCTIVE_COMPOSITION	4	dies kurz zuführen	STATEMENT_END	UNIQUE_VALUE	only card with value	1322bc176443fc2a8a86	YES
E091	HERBAL	H5	f56r	f56r.13	F018	H5-S004	okchy	9ad66e67803a12e745de	F56R_PICTURED_PLANT	OK+Y	dies ansetzen	PRODUCTIVE_COMPOSITION	1	STATEMENT_START	Auszug ansetzen	UNIQUE_VALUE	only card with value	9ad66e67803a12e745de	YES
E092	HERBAL	H5	f56r	f56r.13	F018	H5-S004	chokcheo	087a47b5423438cd6b6a	F56R_PICTURED_PLANT	OK+CHEO	Auszug ansetzen	PRODUCTIVE_COMPOSITION	2	dies ansetzen	an die Stelle zuführen	UNIQUE_VALUE	only card with value	087a47b5423438cd6b6a	YES
E093	HERBAL	H5	f56r	f56r.13	F018	H5-S004	kchal	75a523fcf039b006f97b	F56R_PICTURED_PLANT	K+AL	an die Stelle zuführen	PRODUCTIVE_COMPOSITION	3	Auszug ansetzen	STATEMENT_END	UNIQUE_VALUE	only card with value	75a523fcf039b006f97b	YES
