field_id	statement_id	record_unit_id	page	event_count	multi_surface_diagnostic_events	distinct_diagnostic_cards	frame_distribution	field_frame_mode	mode_reading_de	mode_support_events	mode_share	close_count	restart_count	slot_path	surface_sequence
F033	B1-S011	B1	f81v	2	2	2	CH:1|Q:1	MIXED	NICHT_FESTGELEGT	1	1/2	0	0	G4	chckhy qoky
F034	B1-S012	B1	f81v	3	1	1	Q:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G4	lsho qokey lshedy
F035	B1-S013	B1	f81v	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G4	lshedy
F036	B1-S014	B1	f81v	5	2	2	CH:1|Q:1	MIXED	NICHT_FESTGELEGT	1	1/2	0	1	G4>G5>G4>G1	chedy qolky lchedal qol otar
F037	B1-S015	B1	f81v	2	1	1	O:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G4	ytey okchedy
F038	B1-S016	B1	f81v	4	4	4	CH:1|O:1|Q:2	Q	AKTIVIERTER_TEILSCHRITT	2	2/4	1	0	G5>G4>G6	qokal okeey qol cheedy
F039	B1-S017	B1	f81v	3	1	1	S:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G5>G4	sal teol dchdy
F040	B1-S018	B1	f81v	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	0	0	G4	ly
F041	B1-S018	B1	f81v	3	2	2	O:2	O	FORTSETZUNG_IM_AKTIVEN_ANSATZ	2	2/2	1	0	G4>G3>G5	dsheol oiiin olkeedy
F042	B1-S019	B1	f81v	1	1	1	T:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G6	tedy
F043	B1-S020	B1	f81v	2	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G3>G6	cheky shckhedy
F044	B1-S021	B1	f81v	1	1	1	CH:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	0	0	G5	chal
F045	B2-S001	B2	f82r	1	1	1	D:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G4	dchedy
F046	B2-S002	B2	f82r	1	1	1	Q:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G4	qolchedy
F047	B2-S003	B2	f82r	3	2	2	D:1|Q:1	MIXED	NICHT_FESTGELEGT	1	1/2	1	0	G2>G4	qokain dy qokeedy
F048	B2-S004	B2	f82r	3	1	1	Q:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	0	0	G5>G4	qokal lcheckhy lched
F049	B2-S004	B2	f82r	2	1	1	Q:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G4>G6	qokeey lcheckhedy
F050	B2-S005	B2	f82r	4	2	2	CH:1|Q:1	MIXED	NICHT_FESTGELEGT	1	1/2	0	1	G5>G4>G2	qokaly solkaiin chckhy qokaiin
F051	B2-S005	B2	f82r	4	1	1	Q:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G2>G4>G6	qokaiin octheol chkeey ldy
F052	B2-S006	B2	f82r	4	2	2	Q:2	Q	AKTIVIERTER_TEILSCHRITT	2	2/2	0	0	G3>G5>G4	oteey qokal sheckhy qoky
F053	B2-S007	B2	f82r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G4	dshedy
F054	B2-S008	B2	f82r	3	2	2	S:2	S	ZUSTAND_ERGEBNIS_ODER_NEBENZWEIG	2	2/2	1	0	G2>G1>G6	sotaiin qokar shedy
F055	B2-S009	B2	f82r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G6	solshedy
F056	B2-S010	B2	f82r	4	3	3	CH:1|Q:2	Q	AKTIVIERTER_TEILSCHRITT	2	2/3	0	0	G4	qokeey qoky ls cheey
F057	B2-S011	B2	f82r	4	3	2	CH:1|O:2	O	FORTSETZUNG_IM_AKTIVEN_ANSATZ	2	2/3	1	0	G2>G1>G2>G4	okain char okain qokeedy
F058	B2-S012	B2	f82r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	0	0	G2	lchy
F059	B2-S012	B2	f82r	7	5	5	CH:2|D:1|Q:2	MIXED	NICHT_FESTGELEGT	2	2/5	1	1	G4>G3>G4>G5>G2>G4	cheey qcthey qokeey lcheey daiin chey qokeeedy
F060	B2-S013	B2	f82r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G4	lchedy
F061	B2-S014	B2	f82r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	0	0	G4	lar
F062	B2-S015	B2	f82r	2	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G4	tshey qokeedy
F063	B2-S016	B2	f82r	7	4	4	CH:1|O:1|Q:1|X:1	MIXED	NICHT_FESTGELEGT	1	1/4	0	1	G5>G4>G2>G3>G2>G4	cheal lchedar ches aiin oteey qokaiin okey
F064	B2-S016	B2	f82r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G4	pchedy
F065	B2-S017	B2	f82r	2	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G3>G6	rsheal daldy
F066	B2-S018	B2	f82r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G4	qokeedy
F067	B2-S019	B2	f82r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G6	rshedy
F068	B2-S020	B2	f82r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G6	qoteedy
F069	B2-S021	B2	f82r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G4	qokeedy
F070	B2-S022	B2	f82r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G4	lochedy
F071	B3-S001	B3	f83r	1	1	1	O:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G5	olkeedy
F072	B3-S002	B3	f83r	2	1	1	Q:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G5>G6	qotal chkeedy
F073	B3-S003	B3	f83r	4	3	2	CH:2|D:1	CH	GRUNDZUBEREITUNG_ODER_AUFBAU	2	2/3	1	0	G2>G4	chey daiin chey lchedy
F074	B3-S004	B3	f83r	3	3	3	D:1|Q:2	Q	AKTIVIERTER_TEILSCHRITT	2	2/3	0	1	G2>G5>G1	qokaiin qotal dar
F075	B3-S005	B3	f83r	1	1	1	S:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G4	schedy
F076	B3-S006	B3	f83r	3	2	2	O:1|Q:1	MIXED	NICHT_FESTGELEGT	1	1/2	1	0	G4>G5>G4	chedchy qokal olchedy
F077	B3-S007	B3	f83r	3	2	2	CH:1|Q:1	MIXED	NICHT_FESTGELEGT	1	1/2	1	0	G2>G4	qokaiin chedy qokeedy
F078	B3-S008	B3	f83r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G4	lchedy
F079	B3-S009	B3	f83r	1	1	1	Q:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	0	0	G4	qoky
F080	B3-S010	B3	f83r	2	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G5>G6	pchedal otedy
F081	B3-S011	B3	f83r	4	2	2	CH:1|Q:1	MIXED	NICHT_FESTGELEGT	1	1/2	0	0	G4	shecthedchy qoky chedy chary
F082	B3-S012	B3	f83r	2	2	2	S:2	S	ZUSTAND_ERGEBNIS_ODER_NEBENZWEIG	2	2/2	1	0	G1>G6	sor shedy
F083	B3-S013	B3	f83r	4	3	3	CH:1|Q:1|S:1	MIXED	NICHT_FESTGELEGT	1	1/3	1	0	G2>G3>G4	qokaiin chkain shcthey qokedy
F084	B3-S014	B3	f83r	2	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G4>G6	okair sheedy
F085	B3-S015	B3	f83r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G4	lchedy
F086	B3-S016	B3	f83r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	0	0	G4	lo
F087	B3-S016	B3	f83r	1	1	1	Q:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G4	qokchedy
F088	B3-S017	B3	f83r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G4	qokeedy
F089	B3-S018	B3	f83r	1	1	1	S:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G6	shedy
F090	B3-S019	B3	f83r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G4	qokshedy
F091	B3-S020	B3	f83r	2	1	1	D:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G5>G4	dal lchedy
F092	B3-S021	B3	f83r	4	4	4	D:1|Q:1|S:2	S	ZUSTAND_ERGEBNIS_ODER_NEBENZWEIG	2	2/4	0	1	G2>G3>G5>G2	qokaiin shcthy dal sy
F093	B3-S021	B3	f83r	7	4	4	CH:1|S:2|T:1	S	ZUSTAND_ERGEBNIS_ODER_NEBENZWEIG	2	2/4	1	1	G2>G5>G3>G2>G5>G3>G4	saiin shedal shecthy chey tal shcthy dalchdy
F094	B3-S022	B3	f83r	1	1	1	Q:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G4	qotchedy
F095	B3-S023	B3	f83r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G4	lchedy
F096	B3-S024	B3	f83r	1	1	1	T:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G4	tchedy
F097	B3-S025	B3	f83r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G4	qokchdy
F098	B3-S026	B3	f83r	6	3	3	CH:2|Q:1	CH	GRUNDZUBEREITUNG_ODER_AUFBAU	2	2/3	0	1	G4>G3>G4>G2>G3	cheedar chldaiin chedy qokain checthy chealror
F099	B3-S026	B3	f83r	1	1	1	S:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G5	solkeedy
F100	B3-S027	B3	f83r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G6	qoteedy
F101	B3-S028	B3	f83r	2	1	1	Q:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G4	qokeey qokedy
F102	B3-S029	B3	f83r	3	1	1	S:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G4	sol cheeety qokedy
F103	B3-S030	B3	f83r	2	2	2	Q:1|S:1	MIXED	NICHT_FESTGELEGT	1	1/2	0	1	G4>G2	qoky saiin
F104	B3-S030	B3	f83r	2	1	1	O:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G4	schedair otchedy
F105	B3-S031	B3	f83r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G4	qokeedy
F106	B3-S032	B3	f83r	5	2	2	CH:1|O:1	MIXED	NICHT_FESTGELEGT	1	1/2	1	1	G2>G4>G2>G6	chedain chedy qotedaiin otaiin otedy
F107	B3-S033	B3	f83r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G6	ldy
F108	B3-S034	B3	f83r	6	5	5	CH:2|O:1|S:2	MIXED	NICHT_FESTGELEGT	2	2/5	1	1	G3>G4>G2>G5>G6	soiiin checthy chety otaiin olsaly shedy
F109	B4-S001	B4	f83r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G4	qokeedy
F110	B4-S002	B4	f83r	3	1	1	Q:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G4	qolchey qokeey qokedy
F111	B4-S003	B4	f83r	2	2	2	CH:1|O:1	MIXED	NICHT_FESTGELEGT	1	1/2	0	0	G4>G5	chedy otal
F112	B4-S003	B4	f83r	5	4	4	Q:2|S:1|T:1	Q	AKTIVIERTER_TEILSCHRITT	2	2/4	1	0	G2>G4>G6	otchey qokeey qoky tol shedy
F113	B4-S004	B4	f83r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G4	qokylddy
F114	B4-S005	B4	f83r	3	1	1	CH:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G4	dain chedy qokeedy
F115	B4-S006	B4	f83r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G6	shckhedy
F116	B4-S007	B4	f83r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G6	shckhedy
F117	B4-S008	B4	f83r	4	1	1	S:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G2>G3>G4	saiin cheeky sheey qokedy
F118	B4-S009	B4	f83r	1	1	1	S:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G6	shedy
F119	B4-S010	B4	f83r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G6	oldy
F120	B4-S011	B4	f83r	5	3	3	CH:1|O:1|S:1	MIXED	NICHT_FESTGELEGT	1	1/3	0	1	G2>G3>G4>G2>G4	saiin cheky okeeol okain chdy
F121	B4-S011	B4	f83r	2	1	1	S:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G4	sol lkedy
F122	B4-S012	B4	f83r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G4	lchedy
F123	B4-S013	B4	f83r	2	1	1	S:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G4>G6	qokol shedy
F124	B4-S014	B4	f83r	4	2	2	CH:1|O:1	MIXED	NICHT_FESTGELEGT	1	1/2	1	0	G1>G2>G4	or chey qockhey dairydy
F125	B4-S015	B4	f83r	4	3	3	K:1|Q:1|S:1	MIXED	NICHT_FESTGELEGT	1	1/3	0	1	G2>G4>G2>G4	qokain shey kain chckhal
F126	B4-S015	B4	f83r	2	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G5>G4	solkey lchedy
F127	B4-S016	B4	f83r	2	2	2	D:1|Q:1	MIXED	NICHT_FESTGELEGT	1	1/2	0	0	G2>G5	qolkain dal
F128	B4-S016	B4	f83r	2	1	1	S:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	1	0	G1>G6	skar shedy
F129	B5-S001	B5	f83r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G4	otchdy
F130	B5-S002	B5	f83r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	1	0	G4	qokchdy
F131	B5-S003	B5	f83r	1	0	0	NONE	LOW_DATA	NICHT_FESTGELEGT	0	0/0	0	0	G5	shedal
F132	B5-S003	B5	f83r	5	3	3	CH:1|D:1|X:1	MIXED	NICHT_FESTGELEGT	1	1/3	0	1	G5>G4>G3>G5>G2	dal cheol lol chdal aiin
F133	B5-S003	B5	f83r	3	2	2	CH:1|S:1	MIXED	NICHT_FESTGELEGT	1	1/2	0	0	G4>G3>G4	sol daiiin chedy
F134	B6-S001	B6	f83r	4	1	1	O:1	LOW_DATA	NICHT_FESTGELEGT	1	1/1	0	0	G5>G3>G4	solkeey qekey raly ol
F135	B6-S001	B6	f83r	5	3	3	CH:1|D:1|O:1	MIXED	NICHT_FESTGELEGT	1	1/3	0	1	G2>G4>G2>G5	daiin ol dain chey ldalor
