statement_id	page	record	events	owner_noun_de	surface_sequence	rebuilt_atomic_trace_de	recurrent_or_paired_events	context_singleton_events	memorized_command_events	working_reading_de	form_owner_boundary_status
H4-S002	f55v	H4	3	die breitblaettrige rispige Pflanze	daiin chedy talam	SOLLMASS | UMSETZEN · DIES | VERWAHREN	2	0	1	Bei der breitblaettrigen rispigen Pflanze: Nach Mass den laufenden Posten umsetzen und anschliessend verwahren.	UNCHANGED
H4-S003	f55v	H4	4	die breitblaettrige rispige Pflanze	ykaiin cheoar cheeky oldy	DIES · ZUGEBEN · SOLLMASS | ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE | WAERMEN · LANG · DIES | WEITER · SCHLUSS	4	0	0	Bei der breitblaettrigen rispigen Pflanze: Den laufenden Posten nach Sollmass zugeben; dann kurz im Arbeitsgang aus der Quelle entnehmen; dann ihn laenger erwaermen; dann fortsetzen; den Schritt schliessen.	UNCHANGED
H4-S004	f55v	H4	6	die breitblaettrige rispige Pflanze	aiin okal oltchy or y orain	SOLLMASS | ANSETZEN · ZIELSTELLE | WEITER · ANWENDEN · DIES | ANSATZ | DIES | ANSATZ · PORTION	6	0	0	Bei der breitblaettrigen rispigen Pflanze: Nach Mass an der Zielstelle ansetzen, den laufenden Posten weiter anwenden, als Ansatz beibehalten und als Ansatzportion fuehren.	UNCHANGED
H5-S001	f56r	H5	9	die mehrkoepfige stachelige Pflanze	chochor cho chodaly daiin sho kchol otchor choky dal	ZUTAT · ENTNEHMEN · ANSATZ | ZUTAT | ZUTAT · ZIELSTELLE · DIES | SOLLMASS | ZUTAT | ZUGEBEN · WEITER | DANACH · ENTNEHMEN · ANSATZ | ANSETZEN · DIES | ZIELSTELLE	9	0	0	Bei der mehrkoepfigen stacheligen Pflanze: Eine Zutat fuer den Ansatz entnehmen, zur Zielstelle bringen und nach Sollmass weiter zugeben; danach vom Ansatz entnehmen und den Posten an der Zielstelle ansetzen.	UNCHANGED
H5-S002	f56r	H5	4	die mehrkoepfige stachelige Pflanze	schol choy choky cheeckhody	WIEDERAUFNEHMEN | ZUTAT · DIES | ANSETZEN · DIES | ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS	3	0	1	Bei der mehrkoepfigen stacheligen Pflanze: Den vorigen Vorgang wiederaufnehmen, die Zutat als laufenden Posten fuehren und ansetzen; laenger im Arbeitsgang durch den Durchlass entnehmen und schliessen.	UNCHANGED
H5-S003	f56r	H5	4	die mehrkoepfige stachelige Pflanze	sh cho kchey qokokchy	HALTEN | ZUTAT | ZUGEBEN · KURZ · DIES | ANSETZEN · ANSETZEN · DIES	4	0	0	Bei der mehrkoepfigen stacheligen Pflanze: Die Zutat halten, dem laufenden Posten kurz zugeben und ihn zweimal ansetzen.	UNCHANGED
H5-S004	f56r	H5	3	die mehrkoepfige stachelige Pflanze	okchy chokcheo kchal	ANSETZEN · DIES | ANSETZEN · ENTNEHMEN · KURZ · ARBEITSGANG | ZUGEBEN · ZIELSTELLE	3	0	0	Bei der mehrkoepfigen stacheligen Pflanze: Den laufenden Posten ansetzen; dann kurz im Arbeitsgang ansetzen und entnehmen; dann zur Zielstelle zugeben.	UNCHANGED
H5-S005	f56r	H5	4	die mehrkoepfige stachelige Pflanze	sho chokchy kchoar sotodan	ZUTAT | ANSETZEN · DIES | ZUGEBEN · ZUTAT · QUELLE | DANACH · ARBEITSGANG · PORTION	4	0	0	Bei der mehrkoepfigen stacheligen Pflanze: Die Zutat bereiten, den laufenden Posten ansetzen und die Zutat aus der Quelle zugeben; danach eine Portion in den Arbeitsgang nehmen.	UNCHANGED
H5-S006	f56r	H5	3	die mehrkoepfige stachelige Pflanze	otchey keol daiin	DANACH · DIES | ZUGEBEN · KURZ · WEITER | SOLLMASS	3	0	0	Bei der mehrkoepfigen stacheligen Pflanze: Danach den laufenden Posten kurz weiter zugeben, bis das Mass erreicht ist.	UNCHANGED
B1-S001	f81v	B1	1	das gemeinsame zweireihige Becken	qokedy	ANSETZEN · KURZ · SCHLUSS	1	0	0	Am gemeinsamen zweireihigen Becken: Kurz ansetzen und den Schritt schliessen.	UNCHANGED
B1-S002	f81v	B1	19	das gemeinsame zweireihige Becken	okaiin kair okal sar ol kain olkain al ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	ANSETZEN · SOLLMASS | ZUGEBEN · WASSER | ANSETZEN · ZIELSTELLE | QUELLE | WEITER | ZUGEBEN · PORTION | WEITER · ZUGEBEN · PORTION | ZIELSTELLE | WEITER | KUEHLEN · WEITER | LEITEN | WEITER · ANSATZ | WEITER | HALTEN · KURZ · DURCHLASS · ZIELSTELLE | SOLLMASS | ANSETZEN · LANG · ZIELSTELLE | SOLLMASS | DURCHLASS · DIES | UMSETZEN · SCHLUSS	19	0	0	Am gemeinsamen zweireihigen Becken: Nach Mass ansetzen und die laufende Fluessigkeit zugeben. An der Zielstelle aus der Quelle weiterarbeiten: eine Portion und dann eine weitere Portion zugeben, weiter kuehlen und weiterleiten. Den Ansatz fortsetzen, kurz am Durchlass dem Ziel halten, erneut nach Sollmass laenger ansetzen, den Posten durch den Durchlass umsetzen und schliessen.	UNCHANGED
B1-S003	f81v	B1	2	das gemeinsame zweireihige Becken	qol sshkchdy	WEITER | HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	2	0	0	Am gemeinsamen zweireihigen Becken: Fortsetzen; dann halten, zugeben und umsetzen; den Schritt schliessen.	UNCHANGED
B1-S004	f81v	B1	3	das gemeinsame zweireihige Becken	chedy ol shedy	UMSETZEN · DIES | WEITER | ABSETZEN · SCHLUSS	3	0	0	Am gemeinsamen zweireihigen Becken: Den laufenden Posten umsetzen; dann fortsetzen; dann absetzen lassen; den Schritt schliessen.	UNCHANGED
B1-S005	f81v	B1	1	das gemeinsame zweireihige Becken	qolchedy	WEITER · UMSETZEN · SCHLUSS	1	0	0	Am gemeinsamen zweireihigen Becken: Weiter umsetzen; den Schritt schliessen.	UNCHANGED
B1-S006	f81v	B1	4	das gemeinsame zweireihige Becken	qokain shckhy dl ral	ANSETZEN · PORTION | DURCHLASS · DIES | LEITEN | KUEHLEN · ZIELSTELLE	4	0	0	Am gemeinsamen zweireihigen Becken: Als Portion ansetzen; dann den laufenden Posten durch den Durchlass; dann weiterleiten; dann zur Zielstelle kuehlen.	UNCHANGED
B1-S007	f81v	B1	1	das gemeinsame zweireihige Becken	qokchdy	ANSETZEN · UMSETZEN · SCHLUSS	1	0	0	Am gemeinsamen zweireihigen Becken: Ansetzen und umsetzen; den Schritt schliessen.	UNCHANGED
B1-S008	f81v	B1	5	das gemeinsame zweireihige Becken	chey ol cheky ol shedy	DIES | WEITER | WAERMEN · KURZ · DIES | WEITER | ABSETZEN · SCHLUSS	5	0	0	Am gemeinsamen zweireihigen Becken: Den Posten beibehalten und fortsetzen, kurz erwaermen, weiterfuehren, absetzen lassen und den Schritt schliessen.	UNCHANGED
B1-S009	f81v	B1	1	das gemeinsame zweireihige Becken	qokedy	ANSETZEN · KURZ · SCHLUSS	1	0	0	Am gemeinsamen zweireihigen Becken: Kurz ansetzen; den Schritt schliessen.	UNCHANGED
B1-S010	f81v	B1	1	das gemeinsame zweireihige Becken	qokedy	ANSETZEN · KURZ · SCHLUSS	1	0	0	Am gemeinsamen zweireihigen Becken: Kurz ansetzen; den Schritt schliessen.	UNCHANGED
B1-S011	f81v	B1	2	das gemeinsame zweireihige Becken	chckhy qoky	DURCHLASS · DIES | ANSETZEN · DIES	2	0	0	Am gemeinsamen zweireihigen Becken: Den laufenden Posten durch den Durchlass; dann ihn ansetzen.	UNCHANGED
B1-S012	f81v	B1	3	das gemeinsame zweireihige Becken	lsho qokey lshedy	WASCHEN · ARBEITSGANG | ANSETZEN · KURZ · DIES | WASCHEN · KURZ · SCHLUSS	3	0	0	Am gemeinsamen zweireihigen Becken: Den Arbeitsgang waschen, den Posten kurz ansetzen, nochmals kurz waschen und den Schritt schliessen.	UNCHANGED
B1-S013	f81v	B1	1	das gemeinsame zweireihige Becken	lshedy	WASCHEN · KURZ · SCHLUSS	1	0	0	Am gemeinsamen zweireihigen Becken: Kurz waschen und den Schritt schliessen.	UNCHANGED
B1-S014	f81v	B1	5	das gemeinsame zweireihige Becken	chedy qolky lchedal qol otar	UMSETZEN · DIES | SAMMELSTELLE · DIES | LEITEN · UMSETZEN · ZIELSTELLE | WEITER | DANACH · QUELLE	5	0	0	Am gemeinsamen zweireihigen Becken: Den Posten umsetzen und an der Sammelstelle halten; zur Zielstelle weiterleiten und umsetzen, dort fortsetzen und danach zum Quelle wechseln.	UNCHANGED
B1-S015	f81v	B1	2	das gemeinsame zweireihige Becken	ytey okchedy	ANWENDEN · KURZ · DIES | ANSETZEN · UMSETZEN · SCHLUSS	2	0	0	Am gemeinsamen zweireihigen Becken: Kurz den laufenden Posten anwenden; dann ansetzen und umsetzen; den Schritt schliessen.	UNCHANGED
B1-S016	f81v	B1	4	das gemeinsame zweireihige Becken	qokal okeey qol cheedy	ANSETZEN · ZIELSTELLE | ANSETZEN · LANG · DIES | WEITER | ABSETZEN · SCHLUSS	4	0	0	Am gemeinsamen zweireihigen Becken: Zur Zielstelle ansetzen; dann laenger den laufenden Posten ansetzen; dann fortsetzen; dann absetzen lassen; den Schritt schliessen.	UNCHANGED
B1-S017	f81v	B1	3	das gemeinsame zweireihige Becken	sal teol dchdy	ZIELSTELLE | KURZ · WEITER | UMSETZEN · SCHLUSS	3	0	0	Am gemeinsamen zweireihigen Becken: An der Zielstelle kurz fortsetzen, umsetzen und den Schritt schliessen.	UNCHANGED
B1-S018	f81v	B1	4	das gemeinsame zweireihige Becken	ly dsheol oiiin olkeedy	LEITEN · DIES | HALTEN · KURZ · WEITER | ARBEITSGANG · ARBEITSSTUFE | SAMMELSTELLE · LANG · SCHLUSS	4	0	0	Am gemeinsamen zweireihigen Becken: Den laufenden Posten weiterleiten; dann kurz weiter halten; dann im Arbeitsgang bis zur Arbeitsstufe; dann laenger an der Sammelstelle halten; den Schritt schliessen.	UNCHANGED
B1-S019	f81v	B1	1	das gemeinsame zweireihige Becken	tedy	ABSETZEN · SCHLUSS	1	0	0	Am gemeinsamen zweireihigen Becken: Absetzen lassen; den Schritt schliessen.	UNCHANGED
B1-S020	f81v	B1	2	das gemeinsame zweireihige Becken	cheky shckhedy	WAERMEN · KURZ · DIES | HALTEN · DURCHLASS · KURZ · SCHLUSS	2	0	0	Am gemeinsamen zweireihigen Becken: Kurz den laufenden Posten erwaermen; dann kurz durch den Durchlass halten; den Schritt schliessen.	UNCHANGED
B1-S021	f81v	B1	1	das gemeinsame zweireihige Becken	chal	ZIELSTELLE	1	0	0	Am gemeinsamen zweireihigen Becken: Die Zielstelle festlegen.	UNCHANGED
B2-S001	f82r	B2	1	die oberen Paarbecken mit Zylinder	dchedy	UMSETZEN · SCHLUSS	1	0	0	An den oberen Paarbecken mit Zylinder: Umsetzen und den Schritt schliessen.	UNCHANGED
B2-S002	f82r	B2	1	die oberen Paarbecken mit Zylinder	qolchedy	WEITER · UMSETZEN · SCHLUSS	1	0	0	An den oberen Paarbecken mit Zylinder: Weiter umsetzen; den Schritt schliessen.	UNCHANGED
B2-S003	f82r	B2	3	die oberen Paarbecken mit Zylinder	qokain dy qokeedy	ANSETZEN · PORTION | DIES | ANSETZEN · LANG · SCHLUSS	3	0	0	An den oberen Paarbecken mit Zylinder: Als Portion ansetzen; dann den laufenden Posten beibehalten; dann laenger ansetzen; den Schritt schliessen.	UNCHANGED
B2-S004	f82r	B2	5	die oberen Paarbecken mit Zylinder	qokal lcheckhy lched qokeey lcheckhedy	ANSETZEN · ZIELSTELLE | LEITEN · DURCHLASS · DIES | LEITEN · UMSETZEN | ANSETZEN · LANG · DIES | LEITEN · DURCHLASS · KURZ · SCHLUSS	5	0	0	An den oberen Paarbecken mit Zylinder: An der Zielstelle ansetzen; den Posten durch den Durchlass weiterleiten und umsetzen, laenger ansetzen, danach kurz durch den Durchlass weiterleiten und schliessen.	UNCHANGED
B2-S005	f82r	B2	8	die oberen Paarbecken mit Zylinder	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	ANSETZEN · ZIELSTELLE · DIES | SAMMELSTELLE · SOLLMASS | DURCHLASS · DIES | ANSETZEN · SOLLMASS | ANSETZEN · SOLLMASS | ARBEITSGANG · BEREITEN · KURZ · WEITER | WAERMEN · LANG · DIES | LEITEN · SCHLUSS	8	0	0	An den oberen Paarbecken mit Zylinder: Den Posten an der Zielstelle ansetzen und bis zum Sollmass an der Sammelstelle halten. Ihn durch den Durchlass fuehren, zweimal nach Sollmass ansetzen, im Arbeitsgang kurz bis zur Bereitschaft fortsetzen, laenger erwaermen, weiterleiten und schliessen.	UNCHANGED
B2-S006	f82r	B2	4	die oberen Paarbecken mit Zylinder	oteey qokal sheckhy qoky	DANACH · LANG · DIES | ANSETZEN · ZIELSTELLE | HALTEN · KURZ · DURCHLASS · DIES | ANSETZEN · DIES	4	0	0	An den oberen Paarbecken mit Zylinder: Danach laenger den laufenden Posten; dann zur Zielstelle ansetzen; dann ihn kurz durch den Durchlass halten; dann ihn ansetzen.	UNCHANGED
B2-S007	f82r	B2	1	die linke Mittelstation mit Zwischenknoten	dshedy	HALTEN · KURZ · SCHLUSS	1	0	0	An der linken Mittelstation mit Zwischenknoten: Kurz halten; den Schritt schliessen.	UNCHANGED
B2-S008	f82r	B2	3	die linke Mittelstation mit Zwischenknoten	sotaiin qokar shedy	DANACH · SOLLMASS | ANSETZEN · QUELLE | ABSETZEN · SCHLUSS	3	0	0	An der linken Mittelstation mit Zwischenknoten: Danach nach Sollmass; dann aus der Quelle ansetzen; dann absetzen lassen; den Schritt schliessen.	UNCHANGED
B2-S009	f82r	B2	1	die linke Mittelstation mit Zwischenknoten	solshedy	WEITER · HALTEN · KURZ · SCHLUSS	1	0	0	An der linken Mittelstation mit Zwischenknoten: Kurz weiter halten; den Schritt schliessen.	UNCHANGED
B2-S010	f82r	B2	4	die linke Mittelstation mit Zwischenknoten	qokeey qoky ls cheey	ANSETZEN · LANG · DIES | ANSETZEN · DIES | WEITER | HALTEN · LANG · DIES	4	0	0	An der linken Mittelstation mit Zwischenknoten: Laenger den laufenden Posten ansetzen; dann ihn ansetzen; dann fortsetzen; dann ihn laenger halten.	UNCHANGED
B2-S011	f82r	B2	4	die rechte unklare Mittelstation	okain char okain qokeedy	ANSETZEN · PORTION | QUELLE | ANSETZEN · PORTION | ANSETZEN · LANG · SCHLUSS	4	0	0	An der rechten unklaren Mittelstation: Eine Portion ansetzen, aus der Quelle eine zweite Portion ansetzen, laenger ansetzen und schliessen.	UNCHANGED
B2-S012	f82r	B2	8	die rechte unklare Mittelstation und das untere gruene Figurenbecken	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	LEITEN · ENTNEHMEN · DIES | HALTEN · LANG · DIES | BEREITEN · KURZ · DIES | ANSETZEN · LANG · DIES | LEITEN · LANG · DIES | SOLLMASS | DIES | ANSETZEN · VOLL · SCHLUSS	8	0	0	An der rechten unklaren Mittelstation und am unteren gruenen Figurenbecken: Den Posten weiterleiten und entnehmen; laenger halten, kurz bereitet halten, laenger ansetzen und laenger weiterleiten; nach Sollmass beibehalten, vollstaendig ansetzen und schliessen.	UNCHANGED
B2-S013	f82r	B2	1	das untere gruene Figurenbecken	lchedy	LEITEN · UMSETZEN · SCHLUSS	1	0	0	Am unteren gruenen Figurenbecken: Weiterleiten und umsetzen; den Schritt schliessen.	UNCHANGED
B2-S014	f82r	B2	1	das untere gruene Figurenbecken	lar	LEITEN · QUELLE	1	0	0	Am unteren gruenen Figurenbecken: Aus der Quelle weiterleiten.	UNCHANGED
B2-S015	f82r	B2	2	die Randstationen des unteren Beckens	tshey qokeedy	HALTEN · KURZ · DIES | ANSETZEN · LANG · SCHLUSS	2	0	0	An den Randstationen des unteren Beckens: Kurz den laufenden Posten halten; dann laenger ansetzen; den Schritt schliessen.	UNCHANGED
B2-S016	f82r	B2	8	die Randstationen des unteren Beckens	cheal lchedar ches aiin oteey qokaiin okey pchedy	ZIELSTELLE | LEITEN · UMSETZEN · QUELLE | ENTNEHMEN · KURZ · TEIL | SOLLMASS | DANACH · LANG · DIES | ANSETZEN · SOLLMASS | ANSETZEN · KURZ · DIES | FUELLEN · UMSETZEN · SCHLUSS	7	1	0	An den Randstationen des unteren Beckens: An der Zielstelle aus der Quelle weiterleiten und umsetzen. Kurz entnehmen und teilen; nach Sollmass den naechsten Posten laenger fuehren, nach Sollmass und kurz ansetzen, einfuellen, umsetzen und schliessen.	UNCHANGED
B2-S017	f82r	B2	2	die Randstationen des unteren Beckens	rsheal daldy	KUEHLEN · HALTEN · KURZ · ZIELSTELLE | ZIELSTELLE · SCHLUSS	2	0	0	An den Randstationen des unteren Beckens: An der Zielstelle kurz kuehlen und halten, dann den Zielschritt schliessen.	UNCHANGED
B2-S018	f82r	B2	1	die Randstationen des unteren Beckens	qokeedy	ANSETZEN · LANG · SCHLUSS	1	0	0	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	UNCHANGED
B2-S019	f82r	B2	1	die Randstationen des unteren Beckens	rshedy	KUEHLEN · ABSETZEN · SCHLUSS	1	0	0	An den Randstationen des unteren Beckens: Kuehlen und absetzen lassen; den Schritt schliessen.	UNCHANGED
B2-S020	f82r	B2	1	die Randstationen des unteren Beckens	qoteedy	DANACH · LANG · SCHLUSS	1	0	0	An den Randstationen des unteren Beckens: Danach laenger; den Schritt schliessen.	UNCHANGED
B2-S021	f82r	B2	1	die Randstationen des unteren Beckens	qokeedy	ANSETZEN · LANG · SCHLUSS	1	0	0	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	UNCHANGED
B2-S022	f82r	B2	1	die Randstationen des unteren Beckens	lochedy	LEITEN · ARBEITSGANG · UMSETZEN · SCHLUSS	1	0	0	An den Randstationen des unteren Beckens: Im Arbeitsgang weiterleiten und umsetzen; den Schritt schliessen.	UNCHANGED
B3-S001	f83r	B3	1	die obere offene Faecherstation	olkeedy	SAMMELSTELLE · LANG · SCHLUSS	1	0	0	An der oberen offenen Faecherstation: Laenger an der Sammelstelle halten und den Schritt schliessen.	UNCHANGED
B3-S002	f83r	B3	2	die obere offene Faecherstation	qotal chkeedy	DANACH · ZIELSTELLE | WAERMEN · LANG · SCHLUSS	2	0	0	An der oberen offenen Faecherstation: Danach zur Zielstelle; dann laenger erwaermen; den Schritt schliessen.	UNCHANGED
B3-S003	f83r	B3	4	die obere offene Faecherstation	chey daiin chey lchedy	DIES | SOLLMASS | DIES | LEITEN · UMSETZEN · SCHLUSS	4	0	0	An der oberen offenen Faecherstation: Den laufenden Posten nach Sollmass beibehalten, anschliessend weiterleiten und umsetzen, dann schliessen.	UNCHANGED
B3-S004	f83r	B3	3	die obere offene Faecherstation	qokaiin qotal dar	ANSETZEN · SOLLMASS | DANACH · ZIELSTELLE | QUELLE	3	0	0	An der oberen offenen Faecherstation: Nach Mass ansetzen; danach zur Zielstelle wechseln und aus der Quelle weiterarbeiten.	UNCHANGED
B3-S005	f83r	B3	1	das runde Mittelgefaess	schedy	UMSETZEN · SCHLUSS	1	0	0	Am runden Mittelgefaess: Umsetzen; den Schritt schliessen.	UNCHANGED
B3-S006	f83r	B3	3	das runde Mittelgefaess	chedchy qokal olchedy	UMSETZEN · DIES | ANSETZEN · ZIELSTELLE | WEITER · UMSETZEN · SCHLUSS	3	0	0	Am runden Mittelgefaess: Den laufenden Posten umsetzen; dann zur Zielstelle ansetzen; dann weiter umsetzen; den Schritt schliessen.	UNCHANGED
B3-S007	f83r	B3	3	das runde Mittelgefaess	qokaiin chedy qokeedy	ANSETZEN · SOLLMASS | UMSETZEN · DIES | ANSETZEN · LANG · SCHLUSS	3	0	0	Am runden Mittelgefaess: Nach Mass ansetzen; dann den laufenden Posten umsetzen; dann laenger ansetzen; den Schritt schliessen.	UNCHANGED
B3-S008	f83r	B3	1	das runde Mittelgefaess	lchedy	LEITEN · UMSETZEN · SCHLUSS	1	0	0	Am runden Mittelgefaess: Weiterleiten und umsetzen; den Schritt schliessen.	UNCHANGED
B3-S009	f83r	B3	1	das runde Mittelgefaess	qoky	ANSETZEN · DIES	1	0	0	Am runden Mittelgefaess: Den laufenden Posten ansetzen.	UNCHANGED
B3-S010	f83r	B3	2	das untere Korbgefaess	pchedal otedy	FUELLEN · UMSETZEN · ZIELSTELLE | DANACH · KURZ · SCHLUSS	2	0	0	Am unteren Korbgefaess: An der Zielstelle einfuellen und umsetzen; danach den kurzen Folgeschritt schliessen.	UNCHANGED
B3-S011	f83r	B3	4	das untere Korbgefaess	shecthedchy qoky chedy chary	HALTEN · KURZ · BEREITEN · UMSETZEN · DIES | ANSETZEN · DIES | UMSETZEN · DIES | QUELLE · DIES	4	0	0	Am unteren Korbgefaess: Kurz bis bereit den laufenden Posten halten und umsetzen; dann ihn ansetzen; dann ihn umsetzen; dann ihn aus der Quelle.	UNCHANGED
B3-S012	f83r	B3	2	das untere Korbgefaess	sor shedy	ANSATZ | ABSETZEN · SCHLUSS	2	0	0	Am unteren Korbgefaess: Den Ansatz absetzen lassen und den Schritt schliessen.	UNCHANGED
B3-S013	f83r	B3	4	das untere Korbgefaess	qokaiin chkain shcthey qokedy	ANSETZEN · SOLLMASS | ZUGEBEN · PORTION | BEREITEN · KURZ · DIES | ANSETZEN · KURZ · SCHLUSS	4	0	0	Am unteren Korbgefaess: Nach Mass ansetzen; dann als Portion zugeben; dann kurz den laufenden Posten bereitet halten; dann kurz ansetzen; den Schritt schliessen.	UNCHANGED
B3-S014	f83r	B3	2	das untere Korbgefaess	okair sheedy	ANSETZEN · WASSER | HALTEN · LANG · SCHLUSS	2	0	0	Am unteren Korbgefaess: Die laufende Fluessigkeit ansetzen; dann laenger halten; den Schritt schliessen.	UNCHANGED
B3-S015	f83r	B3	1	das untere Korbgefaess	lchedy	LEITEN · UMSETZEN · SCHLUSS	1	0	0	Am unteren Korbgefaess: Weiterleiten und umsetzen; den Schritt schliessen.	UNCHANGED
B3-S016	f83r	B3	2	das untere Korbgefaess und der bildlich unverbundene Zwischenabschnitt	lo qokchedy	LEITEN · ARBEITSGANG | ANSETZEN · UMSETZEN · SCHLUSS	2	0	0	Am unteren Korbgefaess und im bildlich unverbundenen Zwischenabschnitt: Im Arbeitsgang weiterleiten; dann ansetzen und umsetzen; den Schritt schliessen.	UNCHANGED
B3-S017	f83r	B3	1	der bildlich unverbundene Zwischenabschnitt	qokeedy	ANSETZEN · LANG · SCHLUSS	1	0	0	Im bildlich unverbundenen Zwischenabschnitt: Laenger ansetzen; den Schritt schliessen.	UNCHANGED
B3-S018	f83r	B3	1	der bildlich unverbundene Zwischenabschnitt	shedy	ABSETZEN · SCHLUSS	1	0	0	Im bildlich unverbundenen Zwischenabschnitt: Absetzen lassen; den Schritt schliessen.	UNCHANGED
