event_id	roots	page	record	statement_id	owner_de	card_no	surface	component_recipe	previous_recipe	next_recipe	pass731_atomic_reading_de	memory_effect
E242	OL	f83r	B3	B3-S006	mittlere Randfigur im runden Gefäß	PROC079	olchedy	OL+CHD+DY	OK+AL	END	WEITER · UMSETZEN · SCHLUSS	KEEP_ACTIVE_CHAIN
E249	OT	f83r	B3	B3-S010	untere Randfigur im korbartigen Gefäß	PROC135	otedy	OT+E+DY	P+CHD+AL	END	DANACH · KURZ · SCHLUSS	ADVANCE_TO_NEXT_STEP
E254	OR	f83r	B3	B3-S012	untere Randfigur im korbartigen Gefäß	PROC016	sor	OR	START	SHED+DY	ANSATZ	LOAD_ACTIVE_PREPARATION
E281	OT	f83r	B3	B3-S022	unverbundener Zwischenbereich	PROC145	qotchedy	OT+CHD+DY	START	END	DANACH · UMSETZEN · SCHLUSS	ADVANCE_TO_NEXT_STEP
E290	OR	f83r	B3	B3-S026	unverbundener Zwischenbereich	PROC148	chealror	AL+R+OR	CTH+Y	SOLK+EE+DY	ZIELSTELLE · KUEHLEN · ANSATZ	LOAD_ACTIVE_PREPARATION
E292	OT	f83r	B3	B3-S027	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC129	qoteedy	OT+EE+DY	START	END	DANACH · LANG · SCHLUSS	ADVANCE_TO_NEXT_STEP
E295	OL	f83r	B3	B3-S029	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC013	sol	OL	START	EEE+T+Y	WEITER	KEEP_ACTIVE_CHAIN
E301	OT	f83r	B3	B3-S030	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC145	otchedy	OT+CHD+DY	CHD+AIR	END	DANACH · UMSETZEN · SCHLUSS	ADVANCE_TO_NEXT_STEP
E305	OT	f83r	B3	B3-S032	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC152	qotedaiin	OT+E+AIIN	CHD+Y	OT+AIIN	DANACH · KURZ · SOLLMASS	ADVANCE_TO_NEXT_STEP
E306	OT	f83r	B3	B3-S032	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC112	otaiin	OT+AIIN	OT+E+AIIN	OT+E+DY	DANACH · SOLLMASS	ADVANCE_TO_NEXT_STEP
E307	OT	f83r	B3	B3-S032	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC135	otedy	OT+E+DY	OT+AIIN	END	DANACH · KURZ · SCHLUSS	ADVANCE_TO_NEXT_STEP
E312	OT	f83r	B3	B3-S034	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC112	otaiin	OT+AIIN	T+Y	OL+AL+Y	DANACH · SOLLMASS	ADVANCE_TO_NEXT_STEP
E313	OL	f83r	B3	B3-S034	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC153	olsaly	OL+AL+Y	OT+AIIN	SHED+DY	WEITER · ZIELSTELLE · DIES	KEEP_ACTIVE_CHAIN
E316	OL	f83r	B4	B4-S002	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	PROC154	qolchey	OL+Y	START	OK+EE+Y	WEITER · DIES	KEEP_ACTIVE_CHAIN
E320	OT	f83r	B4	B4-S003	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	PROC131	otal	OT+AL	CHD+Y	OT+Y	DANACH · ZIELSTELLE	ADVANCE_TO_NEXT_STEP
E321	OT	f83r	B4	B4-S003	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	PROC065	otchey	OT+Y	OT+AL	OK+EE+Y	DANACH · DIES	ADVANCE_TO_NEXT_STEP
E324	OL	f83r	B4	B4-S003	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	PROC013	tol	OL	OK+Y	SHED+DY	WEITER	KEEP_ACTIVE_CHAIN
E337	OL	f83r	B4	B4-S010	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	PROC047	oldy	OL+DY	START	END	WEITER · SCHLUSS	KEEP_ACTIVE_CHAIN
E340	OL	f83r	B4	B4-S011	linke Hauptstation mit offenem Fransenlauf	PROC158	okeeol	OK+EE+OL	CHK+E+Y	OK+AIN	ANSETZEN · LANG · WEITER	KEEP_ACTIVE_CHAIN
E343	OL	f83r	B4	B4-S011	linke Hauptstation mit offenem Fransenlauf	PROC013	sol	OL	CHD+Y	L+K+E+DY	WEITER	KEEP_ACTIVE_CHAIN
E346	OL	f83r	B4	B4-S013	linke Hauptstation mit offenem Fransenlauf	PROC160	qokol	OK+OL	START	SHED+DY	ANSETZEN · WEITER	KEEP_ACTIVE_CHAIN
E348	OR	f83r	B4	B4-S014	linke Hauptstation mit offenem Fransenlauf	PROC016	or	OR	START	Y	ANSATZ	LOAD_ACTIVE_PREPARATION
E358	OL	f83r	B4	B4-S016	rechte Hauptstation mit S-Lauf und Mehrarmknoten	PROC070	qolkain	OL+K+AIN	START	AL	WEITER · ZUGEBEN · PORTION	KEEP_ACTIVE_CHAIN
E362	OT	f83r	B5	B5-S001	linke Fransenstation im B5-Nachtrag	PROC166	otchdy	OT+CHD+DY	START	END	DANACH · UMSETZEN · SCHLUSS	ADVANCE_TO_NEXT_STEP
E366	OL	f83r	B5	B5-S003	linke Fransenstation im B5-Nachtrag	PROC013	cheol	OL	AL	L+OL	WEITER	KEEP_ACTIVE_CHAIN
E367	OL	f83r	B5	B5-S003	linke Fransenstation im B5-Nachtrag	PROC167	lol	L+OL	OL	CHD+AL	WEITERLEITEN · WEITER	KEEP_ACTIVE_CHAIN
E370	OL	f83r	B5	B5-S003	linke Fransenstation im B5-Nachtrag	PROC013	sol	OL	AIIN	DA+IIN	WEITER	KEEP_ACTIVE_CHAIN
E376	OL	f83r	B6	B6-S001	rechter S-Lauf im B6-Nachtrag	PROC013	ol	OL	R+AL+Y	AIIN	WEITER	KEEP_ACTIVE_CHAIN
E378	OL	f83r	B6	B6-S001	rechter S-Lauf im B6-Nachtrag	PROC013	ol	OL	AIIN	AIN	WEITER	KEEP_ACTIVE_CHAIN
E381	OR	f83r	B6	B6-S001	rechter S-Lauf im B6-Nachtrag	PROC173	ldalor	L+AL+OR	Y	END	WEITERLEITEN · ZIELSTELLE · ANSATZ	LOAD_ACTIVE_PREPARATION
