exact_card_id	semantic_family	component_recipe	pass730_reading_de	pass731_reading_de	workflow_roots	registered_surfaces	events	workflow_revision
PROC070	SEM068	OL+K+AIN	FORTSETZEN · ZUGEBEN · PORTION	WEITER · ZUGEBEN · PORTION	OL	olkain|qolkain	2	YES
PROC071	SEM069	R+OL	KUEHLEN · FORTSETZEN	KUEHLEN · WEITER	OL	rol	1	YES
PROC079	SEM077	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	WEITER · UMSETZEN · SCHLUSS	OL	olchedy|qolchedy	3	YES
PROC089	SEM087	OT+AR	DANACH · QUELLE	DANACH · QUELLE	OT	otar	1	NO
PROC093	SEM090	E+OL	KURZ · FORTSETZEN	KURZ · WEITER	OL	teol	1	YES
PROC096	SEM092	SH+E+OL	HALTEN · KURZ · FORTSETZEN	HALTEN · KURZ · WEITER	OL	dsheol	1	YES
PROC106	SEM102	O+CTH+E+OL	ARBEITSGANG · BEREITEN · KURZ · FORTSETZEN	ARBEITSGANG · BEREITEN · KURZ · WEITER	OL	octheol	1	YES
PROC109	SEM104	OT+EE+Y	DANACH · LANG · DIES	DANACH · LANG · DIES	OT	oteey	2	NO
PROC112	SEM107	OT+AIIN	DANACH · SOLLMASS	DANACH · SOLLMASS	OT	otaiin|sotaiin	3	NO
PROC114	SEM109	OL+SH+E+DY	FORTSETZEN · HALTEN · KURZ · SCHLUSS	WEITER · HALTEN · KURZ · SCHLUSS	OL	solshedy	1	YES
PROC129	SEM123	OT+EE+DY	DANACH · LANG · SCHLUSS	DANACH · LANG · SCHLUSS	OT	qoteedy	2	NO
PROC131	SEM125	OT+AL	DANACH · ZIELSTELLE	DANACH · ZIELSTELLE	OT	otal|qotal	3	NO
PROC135	SEM128	OT+E+DY	DANACH · KURZ · SCHLUSS	DANACH · KURZ · SCHLUSS	OT	otedy	2	NO
PROC145	SEM138	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	DANACH · UMSETZEN · SCHLUSS	OT	otchedy|qotchedy	2	NO
PROC166	SEM138	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	DANACH · UMSETZEN · SCHLUSS	OT	otchdy	1	NO
PROC148	SEM141	AL+R+OR	ZIELSTELLE · KUEHLEN · ANSATZ	ZIELSTELLE · KUEHLEN · ANSATZ	OR	chealror	1	NO
PROC152	SEM145	OT+E+AIIN	DANACH · KURZ · SOLLMASS	DANACH · KURZ · SOLLMASS	OT	qotedaiin	1	NO
PROC153	SEM146	OL+AL+Y	FORTSETZEN · ZIELSTELLE · DIES	WEITER · ZIELSTELLE · DIES	OL	olsaly	1	YES
PROC154	SEM147	OL+Y	FORTSETZEN · DIES	WEITER · DIES	OL	qolchey	1	YES
PROC158	SEM150	OK+EE+OL	ANSETZEN · LANG · FORTSETZEN	ANSETZEN · LANG · WEITER	OL	okeeol	1	YES
PROC167	SEM157	L+OL	WEITERLEITEN · FORTSETZEN	WEITERLEITEN · WEITER	OL	lol	1	YES
PROC173	SEM163	L+AL+OR	WEITERLEITEN · ZIELSTELLE · ANSATZ	WEITERLEITEN · ZIELSTELLE · ANSATZ	OR	ldalor	1	NO
