page	locus	section	language	hand	token_count	new_v50_positions	new_v51_positions	new_v52_positions	new_v53_positions	new_v54_positions	new_v55_positions	new_v56_positions	residual_unknown_positions	assigned_fraction	complete	action_positions	action_ordinals	action_surfaces	line_mode	v54_target_surfaces	v55_target_surfaces	v56_target_surfaces	remaining_unknown_surfaces	zl3b_line	literal_token_glosses_de	aligned_line_de	practical_translation_de	review_note	v57_semantic_revisions	v57_bound_compounds	v57_ol_decision	v57_reader_support	v58_local_dispatch	v58_patch_basis	v58_semantic_revisions	v58_target_surfaces	v59_value_dispatch	v59_patch_basis	v59_value_confidence	v59_semantic_revisions	v59_target_surfaces	v60_scope_dispatch	v60_patch_basis	v60_semantic_revisions
f112r	f112r.36	S	B	3	6	1	1	0	0	0	0	0	0	1.000000	1	0	NONE	NONE	QUANTITY_LABEL	NONE	NONE	NONE	NONE	sain ol checkhy olchain okeey olam	Saatgut, Typ/Charge II | Grundansatz | trockenes Arzneikompositum am Gradanfang | Holzdrogenansatz, trocken auf Stufe II | heißer Ansatz am Ende des Grades | ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	Saatgut, Charge II · Grundansatz · trockenes Arzneikompositum, Anfangsstufe · Holzdrogenansatz, trocken auf Stufe II · heißer Ansatz, Endstufe · ein Maß Ansatz-/Drogenmaterial.	Für Saatgut der Charge II: Grundansatz; trockenes Arzneikompositum auf Anfangsstufe; Holzdrogenansatz auf Trockenstufe II; heißer Ansatz auf Endstufe. Schlussmenge: ein Maß Ansatzmaterial.	GDT677 closes olchain; Zwischen trockenem Kompositum und heißem Endansatz ein abgestufter trockener Zwischenansatz. GDT683: Das freie ol steht zwischen Saatgutcharge und abgestuften Ansatzformen; der bereits publizierte Grundansatz füllt genau den Stoffkern. Rival: unspezifizierter Ansatzträger.	1	0	BILATERAL_PORTABLE_OL_BASE	BOTH_EXACT	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	0
f112v	f112v.10	S	B	3	4	1	0	0	0	0	0	0	0	1.000000	1	0	NONE	NONE	QUANTITY_LABEL	NONE	NONE	NONE	NONE	dain sheey okchedy oror	Feuchtgrad II | feucht am Ende des Grades | fertiger heiß-trockener Ansatz, Mittelstufe | zwei Portionen	Feuchtgrad II · feucht am Ende des Grades · fertiger heiß-trockener Ansatz, Mittelstufe · zwei Portionen.	Feuchtgrad II; feucht am Ende des Grades; fertiger heiß-trockener Ansatz, Mittelstufe; zwei Portionen.	HOLD: vollständiges Zustands- und Mengenlabel; oror passt ohne Zusatzannahme. GDT686: dain#1=GRADE:RIGHT:sheey	0	0	NONE	NONE	NONE	NONE	0	NONE	dain#1=GRADE:RIGHT:sheey	Der gleiche exakte START-Wert-sheey-Rahmen tritt mit II und III auf; V59 bindet ihn explorativ als Feuchtgrad nach rechts.	AMBER	1	dain	okchedy#3=NOMINAL_FINISHED_RESULT_STATE	okchedy#3:V59_WHOLE_TOKEN_NOMINAL_STATE	1
f113v	f113v.12	S	B	3	5	1	0	2	0	0	0	0	0	1.000000	1	0	NONE	NONE	QUANTITY_LABEL	NONE	NONE	NONE	NONE	solchedy otsheody arl olchey oror	fertig getrockneter Saatgutstoff | fertiger kalt angefeuchteter Ansatz | erste Holzdrogenfraktion | Holzdrogenansatz, bis Mittelstufe getrocknet | zwei Portionen	fertig getrockneter Saatgutstoff · fertiger kalt angefeuchteter Ansatz · erste Holzdrogenfraktion · Holzdrogenansatz, bis Mittelstufe getrocknet · zwei Portionen.	Fertig getrockneter Saatgutstoff; fertiger kalt angefeuchteter Ansatz; erste Holzdrogenfraktion; Holzdrogenansatz, bis Mittelstufe getrocknet; zwei Portionen.	Both new cards are nominal preparation results and oror remains the final quantity.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	solchedy#1=NOMINAL_FINISHED_RESULT_STATE | otsheody#2=NOMINAL_FINISHED_RESULT_STATE	solchedy#1:V59_WHOLE_TOKEN_NOMINAL_STATE | otsheody#2:V59_WHOLE_TOKEN_NOMINAL_STATE	2
f113v	f113v.17	S	B	3	7	1	0	0	3	0	0	0	0	1.000000	1	1	7	yteeeor	MIXED_RECORD	NONE	NONE	NONE	NONE	saraiin shedy lcheey olkar okaiin cthororaiin yteeeor	drei Teile der ersten Samenfraktion | fertige mittlere Feuchtstufe | Drogenholz, trocken gebunden, Form II | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | heiß, Grad III, im Ansatzrahmen | drei Portionen Blatt- oder Krautdroge | hiervon eine Portion bis zur letzten Stufe abkühlen	drei Teile der ersten Samenfraktion · fertige mittlere Feuchtstufe · Drogenholz, trocken gebunden, Form II · erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen · heiß, Grad III, im Ansatzrahmen · drei Portionen Blatt- oder Krautdroge · hiervon eine Portion bis zur letzten Stufe abkühlen.	Drei Teile der ersten Samenfraktion; fertige mittlere Feuchtstufe; Drogenholz, trocken gebunden, Form II; erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen; heiß, Grad III, im Ansatzrahmen; drei Portionen Blatt- oder Krautdroge; hiervon eine Portion bis zur letzten Stufe abkühlen.	cthororaiin wird von beiden Alternativlesern als cthor oraiin bestätigt; saraiin behält den Wurzelrivalen von f87r.9	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	shedy#2=NOMINAL_FINISHED_RESULT_STATE	shedy#2:V59_WHOLE_TOKEN_NOMINAL_STATE	1
f113v	f113v.3	S	B	3	7	1	0	2	0	0	0	0	0	1.000000	1	0	NONE	NONE	QUANTITY_LABEL	NONE	NONE	NONE	NONE	sar aiin chotar okeeodar qokain olol olam	Samenfraktion I | Menge III | erste Fraktion des abgekühlten Trockenansatzes | erste abgemessene Fraktion des vollständig erhitzten Ansatzes | heiß, Grad II | Holzdrogen-Grundansatz | ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	Samenfraktion I · Menge III · erste Fraktion des abgekühlten Trockenansatzes · erste abgemessene Fraktion des vollständig erhitzten Ansatzes · heiß, Grad II · Holzdrogen-Grundansatz · ein Maß Ansatz-/Drogenmaterial.	Samenfraktion I, Menge III; erste Fraktion des abgekühlten Trockenansatzes; erste abgemessene Fraktion des vollständig erhitzten Ansatzes; Heizgrad II; Holzdrogen-Grundansatz; ein Maß Ansatzmaterial.	RF1b drops initial o from okeeodar but preserves the heated measured-fraction core.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	0
f114r	f114r.24	S	B	3	13	1	0	0	0	0	5	0	0	1.000000	1	0	NONE	NONE	NOMINAL_REGISTER	NONE	tchedaiin|chpcheey|cphochy|aiir|chopo	NONE	NONE	tchedaiin oldal chor chpcheey chcphey cphochy chos aiir chty chopo sair cphy dair	drei Dosen bis zur Mittelstufe kalt-getrocknete Droge | abgemessener Drogenrohstoff I | Pflanzen-/Reproduktionsteil | nachgetrocknetes Pulver, Form II | bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum | leicht angetrocknetes Arzneikompositum im Ansatz | eine Charge Trockenansatz | Drogenfraktion III | trocken-kalt am Gradanfang | Pulverzubereitung aus Trockenansatz | Samenfraktion II | Arzneikompositum in Grundform | abgemessene Fraktion II	drei Dosen bis zur Mittelstufe kalt-getrocknete Droge · abgemessener Drogenrohstoff I · Pflanzen-/Reproduktionsteil · nachgetrocknetes Pulver, Form II · bis Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum · leicht angetrocknetes Arzneikompositum im Ansatz · Charge Trockenansatz · Drogenfraktion III · trocken-kalt, Anfangsstufe · Pulverzubereitung aus Trockenansatz · Samenfraktion II · Arzneikompositum in Grundform · abgemessene Fraktion II.	Drei Dosen bis zur Mittelstufe kalt getrockneter Droge: abgemessene Rohdroge I und Pflanzenteil; nachgetrocknetes Pulver der Form II; ein bis zur Mittelstufe getrocknetes sowie ein auf Anfangsstufe angetrocknetes Arzneikompositum; eine Charge Trockenansatz der dritten Fraktion. Dazu kalt-trockener Anfangsansatz, eine Pulverzubereitung aus Trockenansatz mit Samenfraktion II, Arzneikompositum in Grundform und die zweite abgemessene Fraktion.	RF1b choposair improves the local syntax by binding the seed fraction to chopo; ZL3b and IT2a still preserve the separate whole used by the card.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	0
f114r	f114r.26	S	B	3	10	1	0	0	3	0	0	0	0	1.000000	1	1	1	ycheeodaiin	MIXED_RECORD	NONE	NONE	NONE	NONE	ycheeodaiin olkaiir qokaiin chodaiin okar olkaiin okaiin cheody airoy olam	hiervon drei Dosen des zweiten Trockenansatzes abmessen | dritte erhitzte Holzdrogenfraktion im Ansatz | heiß, Grad III | Trockenansatz, Dosis III | heiße Drogenfraktion I im Ansatz | heiße Drogenbasis, Stufe III | heiß, Grad III, im Ansatzrahmen | fertiger Trockenansatz | zweite Drogenfraktion als Grundansatz | ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	hiervon drei Dosen des zweiten Trockenansatzes abmessen · dritte erhitzte Holzdrogenfraktion im Ansatz · heiß, Grad III · Trockenansatz, Dosis III · heiße Drogenfraktion I im Ansatz · heiße Drogenbasis, Stufe III · heiß, Grad III, im Ansatzrahmen · fertiger Trockenansatz · zweite Drogenfraktion als Grundansatz · ein Maß Ansatz-/Drogenmaterial; Holzbindung offen.	Hiervon drei Dosen des zweiten Trockenansatzes abmessen; dritte erhitzte Holzdrogenfraktion im Ansatz; heiß, Grad III; Trockenansatz, Dosis III; heiße Drogenfraktion I im Ansatz; heiße Drogenbasis, Stufe III; heiß, Grad III, im Ansatzrahmen; fertiger Trockenansatz; zweite Drogenfraktion als Grundansatz; ein Maß Ansatz-/Drogenmaterial; Holzbindung offen.	Die Zeile bleibt ein Mengen- und Fraktionsregister mit genau einem initialen Abmessbefehl	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	cheody#8=NOMINAL_FINISHED_RESULT_STATE	cheody#8:V59_WHOLE_TOKEN_NOMINAL_STATE	1
f114v	f114v.36	S	B	3	11	1	0	0	0	4	0	0	0	1.000000	1	2	6|7	qopchol|qopaiin	MIXED_RECORD	oidal|op|shoko|qopaiin	NONE	NONE	NONE	tshey oidal op shoko otchey qopchol qopaiin qotar al kal ram	kalt und feucht in der Mitte des Grades | abgemessene Rohstoffmenge I im Ansatz, Grundform | Pulveransatz | erhitzter Feuchtansatz | kalt-trockener Ansatz in der Mitte des Grades | nimm getrockneten Pulverstoff | drei Teile Pulveransatz nehmen | kalte Drogenfraktion I | Rohstoffklasse I | Rohstoffklasse I, heiß am Gradanfang | Wurzel/Wurzeldroge: Maß-/Einheitsform I	Kalt-feucht, Mittelstufe · abgemessene Rohstoffmenge I im Ansatz, Grundform · Pulveransatz · erhitzter Feuchtansatz · kalt-trockener Ansatz, Mittelstufe · getrockneten Pulverstoff nehmen · drei Teile Pulveransatz nehmen · kalte Drogenfraktion I · Rohstoffklasse I · Rohstoffklasse I im heißen Anfangsansatz · Wurzeldroge, Einheit I.	Kalt-feuchten Mittelansatz mit einer abgemessenen Rohstoffmenge I in Grundform, einem Pulveransatz und einem erhitzten Feuchtansatz verbinden. Aus dem kalt-trockenen Mittelansatz getrockneten Pulverstoff und drei Teile Pulveransatz nehmen. Mit kalter Fraktion I, Rohdroge I und heiß angesetzter Rohdroge I abschließen; ein Maß Wurzeldroge.	Known odal controls the measured raw-material core while IT2a oedal keeps a middle-stage rival; the other targets form a concrete powder-preparation group.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	0
f115r	f115r.1	S	B	@	11	1	0	0	0	0	5	0	0	1.000000	1	3	1|2|3	fdar|qopchol|qochedain	ACTION_SEQUENCE	NONE	fdar|qochedain|cheop|oroiir|oechedy	NONE	NONE	fdar qopchol qochedain otedy cheop ol teeedy oroiir oechedy oteedy qotchedy	erste Blütenfraktion abmessen | nimm getrockneten Pulverstoff | zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen | fertiger kalter Ansatz, Mittelstufe | bis zur Mittelstufe getrocknet | Pulverstoff | vollständig abgekühlter Ansatz, fertig | eine Portion der dritten Ansatzfraktion | fertiger bis zur Mittelstufe getrockneter Ansatz | fertiger kalter Ansatz, Endstufe | fertige kalt-trockene Mittelstufe	erste Blütenfraktion abmessen · nimm getrockneten Pulverstoff · zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen · fertiger kalter Ansatz, Mittelstufe · bis zur Mittelstufe getrocknet · Pulverstoff · vollständig abgekühlter Ansatz, fertig · eine Portion der dritten Ansatzfraktion · fertiger bis zur Mittelstufe getrockneter Ansatz · fertiger kalter Ansatz, Endstufe · fertige kalt-trockene Mittelstufe.	Erste Blütenfraktion abmessen; nimm getrockneten Pulverstoff; zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen; fertiger kalter Ansatz, Mittelstufe; bis zur Mittelstufe getrocknet; Pulverstoff; vollständig abgekühlter Ansatz, fertig; eine Portion der dritten Ansatzfraktion; fertiger bis zur Mittelstufe getrockneter Ansatz; fertiger kalter Ansatz, Endstufe; fertige kalt-trockene Mittelstufe.	Both alternate readers bind cheop to following ol, so the source render uses getrockneter Pulverstoff; fdar retains wet-flower and boundary rivals. GDT683: IT2a und RF1b binden ZL3b cheop ol am selben Ort zu cheopol; die Tokenkomponenten lauten getrocknet-bis-Mittelstufe plus Pulverstoff, die Praxislesung rendert das Ganzwort einmal und lässt Positionen 4 bis 11 nominal. Rival: freie Folge aus Pulveransatz plus Grundansatz.	1	1	LOCAL_BOUND_CHEOPOL	NEITHER_EXACT	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	otedy#4=NOMINAL_FINISHED_RESULT_STATE | teeedy#7=NOMINAL_FINISHED_RESULT_STATE | oechedy#9=NOMINAL_FINISHED_RESULT_STATE | oteedy#10=NOMINAL_FINISHED_RESULT_STATE | qotchedy#11=NOMINAL_FINISHED_RESULT_STATE	otedy#4:V59_WHOLE_TOKEN_NOMINAL_STATE | teeedy#7:V59_WHOLE_TOKEN_NOMINAL_STATE | oechedy#9:V59_WHOLE_TOKEN_NOMINAL_STATE | oteedy#10:V59_WHOLE_TOKEN_NOMINAL_STATE | qotchedy#11:V59_WHOLE_TOKEN_NOMINAL_STATE	5
f115r	f115r.23	S	B	@	13	1	0	2	0	0	0	0	0	1.000000	1	3	1|3|5	dchey|qokeod|qokcho	ACTION_SEQUENCE	NONE	NONE	NONE	NONE	dchey keey qokeod chody qokcho s checthy qokeeey keeey lol chedy qokchedy ldy	Eine abgemessene Portion bis zur Mittelstufe trocknen | heiß am Ende des Grades | heißen Auszug bereiten und abschließen | fertiger Trockenansatz | erhitze, trockne und setze an | Samen-/Saatgutposten | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | stark erhitzt, Endstufe III | stark erhitzt, Endstufe III | Holzstoff | fertige mittlere Trockenstufe | fertige heiß-trockene Mittelstufe | fertig aufbereitete Holzdroge	Eine abgemessene Portion bis zur Mittelstufe trocknen · heiß am Ende des Grades · heißen Auszug bereiten und abschließen · fertiger Trockenansatz · erhitze, trockne und setze an · Samen-/Saatgutposten · trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut · stark erhitzt, Endstufe III · stark erhitzt, Endstufe III · Holzstoff · fertige mittlere Trockenstufe · fertige heiß-trockene Mittelstufe · fertig aufbereitete Holzdroge.	Eine abgemessene Portion bis zur Mittelstufe trocknen; heiß am Ende des Grades; heißen Auszug bereiten und abschließen; fertiger Trockenansatz; erhitze, trockne und setze an; Samen-/Saatgutposten; trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut; stark erhitzt, Endstufe III; stark erhitzt, Endstufe III; Holzstoff; fertige mittlere Trockenstufe; fertige heiß-trockene Mittelstufe; fertig aufbereitete Holzdroge.	qokeod is the new action; keeey remains a repeated high final heat state.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	dchey#1=ACTION_DRY_MEASURED_PORTION_TO_MIDDLE | chody#4=NOMINAL_FINISHED_RESULT_STATE | chedy#11=NOMINAL_FINISHED_RESULT_STATE | qokchedy#12=NOMINAL_FINISHED_RESULT_STATE | ldy#13=NOMINAL_FINISHED_RESULT_STATE	dchey#1:LINE_ENTRY_NO_IMMEDIATE_VALUE | chody#4:V59_WHOLE_TOKEN_NOMINAL_STATE | chedy#11:V59_WHOLE_TOKEN_NOMINAL_STATE | qokchedy#12:V59_WHOLE_TOKEN_NOMINAL_STATE | ldy#13:V59_WHOLE_TOKEN_NOMINAL_STATE	5
f116r	f116r.12	S	B	3	12	1	0	2	0	0	0	0	0	1.000000	1	2	1|9	qoin|olchdy	MIXED_RECORD	NONE	NONE	NONE	NONE	qoin ar cholches okain dain cheey okeey otain olchdy otal dain olam	zweiten Ansatz nehmen | Drogenfraktion I | nachgetrocknetes Drogenmaterial, Mittelstufe | heiß im Zubereitungsrahmen, Grad II | zwei Portionen des erhitzten nachgetrockneten Drogenmaterials | trocken am Ende des Grades | heißer Ansatz am Ende des Grades | kalt im Zubereitungsrahmen, Grad II | Trockenstoff vollständig trocknen | Rohstoffklasse I im Ansatz, kalt am Gradanfang | zwei Portionen der Rohdroge I im kalten Anfangsansatz | ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	zweiten Ansatz nehmen · Drogenfraktion I · nachgetrocknetes Drogenmaterial, Mittelstufe · heiß im Zubereitungsrahmen, Grad II · zwei Portionen des erhitzten nachgetrockneten Drogenmaterials · trocken am Ende des Grades · heißer Ansatz am Ende des Grades · kalt im Zubereitungsrahmen, Grad II · Trockenstoff vollständig trocknen · Rohstoffklasse I im Ansatz, kalt am Gradanfang · zwei Portionen der Rohdroge I im kalten Anfangsansatz · ein Maß Ansatz-/Drogenmaterial; Holzbindung offen.	Zweiten Ansatz nehmen; Drogenfraktion I; nachgetrocknetes Drogenmaterial, Mittelstufe; heiß im Zubereitungsrahmen, Grad II; zwei Portionen des erhitzten nachgetrockneten Drogenmaterials; trocken am Ende des Grades; heißer Ansatz am Ende des Grades; kalt im Zubereitungsrahmen, Grad II; Trockenstoff vollständig trocknen; Rohstoffklasse I im Ansatz, kalt am Gradanfang; zwei Portionen der Rohdroge I im kalten Anfangsansatz; ein Maß Ansatz-/Drogenmaterial; Holzbindung offen.	qoin uses the learned oin preparation block; form II remains its explicit rival. GDT686: dain#5=AMOUNT:LEFT:cholches | dain#11=AMOUNT:LEFT:otal	0	0	NONE	NONE	NONE	NONE	0	NONE	dain#5=AMOUNT:LEFT:cholches | dain#11=AMOUNT:LEFT:otal	Das unmittelbar linke okain trägt Heizgrad II bereits selbst; die zweite II-Zelle wird als lokale Menge des laufenden Stoffpostens gelesen. | Der Wert liegt zwischen dem Rohstoffposten und einem neuen Ein-Maß-Posten; die lokale Mengenbindung ist kürzer als ein zweiter Klassenwechsel.	AMBER|AMBER	2	dain|dain	olchdy#9=ACTION_WHOLE_WITH_FINISHED_ENDPOINT	olchdy#9:V59_WHOLE_TOKEN_ACTION_LICENSE	1
f23r	f23r.6	H	A	1	12	1	0	0	0	4	0	0	0	1.000000	1	3	5|11|12	yky|ytcho|ldals	MIXED_RECORD	tshol|daiidal|ytcho|ldals	NONE	NONE	NONE	tshol y kor qokaiin yky dar okol dchey daiidal dam ytcho ldals	kalt eingeweichter Drogenstoff | Hierzu: | heiße Drogenportion | heiß, Grad III | hierzu leicht erhitzen | abgemessene Fraktion I | heißer Ansatzstoff | fertige abgemessene Mittelstufen-Trockenportion | drei abgemessene Mengen Rohdroge I | Dosis I | hieraus einen Kalt-Trockenansatz herstellen | eine Charge Holzrohdroge I abmessen	kalt eingeweichter Drogenstoff · Hierzu: · heiße Drogenportion · heiß, Grad III · hierzu leicht erhitzen · abgemessene Fraktion I · heißer Ansatzstoff · fertige abgemessene Mittelstufen-Trockenportion · drei abgemessene Mengen Rohdroge I · Dosis I · hieraus einen Kalt-Trockenansatz herstellen · eine Charge Holzrohdroge I abmessen.	Kalt eingeweichter Drogenstoff; Hierzu: heiße Drogenportion; heiß, Grad III; hierzu leicht erhitzen; abgemessene Fraktion I; heißer Ansatzstoff; fertige abgemessene Mittelstufen-Trockenportion; drei abgemessene Mengen Rohdroge I; Dosis I; hieraus einen Kalt-Trockenansatz herstellen; eine Charge Holzrohdroge I abmessen.	Both readers join the earlier y kor and RF1b drops d from dam, but all four new target wholes are bilateral exact.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	y#2=RIGHT_REFERENCE | dchey#8=NOMINAL_FINISHED_MIDDLE_DRY_PORTION	y#2:GDT659_RIGHT_MATERIA_REFERENCE | dchey#8:MEDIAL_RESULT_SLOT	2
f24v	f24v.15	H	A	1	4	1	0	0	3	0	0	0	0	1.000000	1	1	1	dchey	ACTION_SEQUENCE	NONE	NONE	NONE	NONE	dchey kchod dchal ochdy	Eine abgemessene Portion bis zur Mittelstufe trocknen | heiß-trockener Ansatz, abgezogen und abgeschlossen | eine Dosis angetrocknete Rohdroge I | fertiger Trockenansatz	Eine abgemessene Portion bis zur Mittelstufe trocknen · heiß-trockener Ansatz, abgezogen und abgeschlossen · eine Dosis angetrocknete Rohdroge I · fertiger Trockenansatz.	Eine abgemessene Portion bis zur Mittelstufe trocknen; heiß-trockener Ansatz, abgezogen und abgeschlossen; eine Dosis angetrocknete Rohdroge I; fertiger Trockenansatz.	dchal hat den IT2a-Rivalen dchol; beide Lesungen bewahren eine abgemessene trockene Drogenmenge	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	dchey#1=ACTION_DRY_MEASURED_PORTION_TO_MIDDLE | ochdy#4=NOMINAL_FINISHED_RESULT_STATE	dchey#1:LINE_ENTRY_NO_IMMEDIATE_VALUE | ochdy#4:V59_WHOLE_TOKEN_NOMINAL_STATE	2
f26r	f26r.2	H	B	2	9	1	0	0	0	0	5	0	0	1.000000	1	3	4|6|8	ykecthey|ytedy|checthedy	ACTION_SEQUENCE	NONE	adeeody|ykecthey|ytedy|checthedy|ls	NONE	NONE	dchey aiin adeeody ykecthey chedy ytedy dy checthedy ls	fertige abgemessene Mittelstufen-Trockenportion | Menge III | gleicher abgemessener Teil des fertigen Ansatzes | hiervon Blatt- oder Krautdroge bis zur Mittelstufe erhitzen und abschließen | fertige mittlere Trockenstufe | hiervon bis zur Mittelstufe abkühlen | ; | Krautdroge in zwei mäßigen Trockengängen fertig trocknen | eine Charge Holzdroge	fertige abgemessene Mittelstufen-Trockenportion · Menge III · gleicher abgemessener Teil des fertigen Ansatzes · hiervon Blatt- oder Krautdroge bis zur Mittelstufe erhitzen und abschließen · fertige mittlere Trockenstufe · hiervon bis zur Mittelstufe abkühlen; · Krautdroge in zwei mäßigen Trockengängen fertig trocknen · eine Charge Holzdroge.	Fertige abgemessene Mittelstufen-Trockenportion; Menge III; gleicher abgemessener Teil des fertigen Ansatzes; hiervon Blatt- oder Krautdroge bis zur Mittelstufe erhitzen und abschließen; fertige mittlere Trockenstufe; hiervon bis zur Mittelstufe abkühlen; Krautdroge in zwei mäßigen Trockengängen fertig trocknen; eine Charge Holzdroge.	Both alternate readers replace source-final ls with published lr, so Wurzelholz overrides the general wood-charge card at this position.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	dchey#1=NOMINAL_FINISHED_MIDDLE_DRY_PORTION | adeeody#3=NOMINAL_FINISHED_RESULT_STATE | chedy#5=NOMINAL_FINISHED_RESULT_STATE | ytedy#6=ACTION_WHOLE_WITH_FINISHED_ENDPOINT | dy#7=CLAUSE_STOP | checthedy#8=ACTION_WHOLE_WITH_FINISHED_ENDPOINT	dchey#1:IMMEDIATE_VALUE_AIIN | adeeody#3:V59_WHOLE_TOKEN_NOMINAL_STATE | chedy#5:V59_WHOLE_TOKEN_NOMINAL_STATE | ytedy#6:V59_WHOLE_TOKEN_ACTION_LICENSE | dy#7:INTERNAL_BETWEEN_COMPLETED_BLOCKS | checthedy#8:V59_WHOLE_TOKEN_ACTION_LICENSE	6
f27r	f27r.9	H	A	1	7	1	0	0	3	0	0	0	0	1.000000	1	1	1	dchey	MIXED_RECORD	NONE	NONE	NONE	NONE	dchey keeod shotchey chol oty chy tolg	Eine abgemessene Portion bis zur Mittelstufe trocknen | vollständig erhitzter und abgezogener Ansatz | Feuchtansatz aus kalt bis Mittelstufe getrockneter Droge | trocken | kalter Ansatz am Anfang des Grades | trocken am Anfang des Grades | ein Gran kalten Drogenmaterials	Eine abgemessene Portion bis zur Mittelstufe trocknen · vollständig erhitzter und abgezogener Ansatz · Feuchtansatz aus kalt bis Mittelstufe getrockneter Droge · trocken · kalter Ansatz am Anfang des Grades · trocken am Anfang des Grades · ein Gran kalten Drogenmaterials.	Eine abgemessene Portion bis zur Mittelstufe trocknen; vollständig erhitzter und abgezogener Ansatz; Feuchtansatz aus kalt bis Mittelstufe getrockneter Droge; trocken; kalter Ansatz am Anfang des Grades; trocken am Anfang des Grades; ein Gran kalten Drogenmaterials.	tolg bleibt die schwächste Karte: ZL3b und RF1b stützen g, IT2a bietet mit tolm die Einheit Handvoll GDT685: chol#4=trocken; Kopf zwischen vorherigem Feuchtansatz und folgender Kaltansatzzelle offen	0	0	NONE	NONE	chol#4=trocken; Kopf zwischen vorherigem Feuchtansatz und folgender Kaltansatzzelle offen	Kein einzelner sichtbarer Stoffkopf bindet sicher; Qualitätswert bleibt explizit ohne Trockengut-Erfindung.	1	chol	NONE	NONE	NONE	0	NONE	dchey#1=ACTION_DRY_MEASURED_PORTION_TO_MIDDLE	dchey#1:LINE_ENTRY_NO_IMMEDIATE_VALUE	1
f30r	f30r.9	H	A	1	7	1	0	2	0	0	0	0	0	1.000000	1	4	1|2|5|7	dchey|qochar|chcthey|cheky	ACTION_SEQUENCE	NONE	NONE	NONE	NONE	dchey qochar chol keeaiin chcthey chor cheky	Eine abgemessene Portion bis zur Mittelstufe trocknen | erste Trockenfraktion nehmen | trocken | vollständig erhitzt, Stufe III | Krautdroge bis zur mittleren Stufe trocknen | Pflanzen-/Reproduktionsteil | bis zur mittleren Trockenstufe, dann leicht erhitzen	Eine abgemessene Portion bis zur Mittelstufe trocknen · erste Trockenfraktion nehmen · trocken · vollständig erhitzt, Stufe III · Krautdroge bis zur mittleren Stufe trocknen · Pflanzen-/Reproduktionsteil · bis zur mittleren Trockenstufe, dann leicht erhitzen.	Eine abgemessene Portion bis zur Mittelstufe trocknen; erste Trockenfraktion nehmen; trocken; vollständig erhitzt, Stufe III; Krautdroge bis zur mittleren Stufe trocknen; Pflanzen-/Reproduktionsteil; bis zur mittleren Trockenstufe, dann leicht erhitzen.	keeaiin is rendered as heat grade III rather than an extra free quantity. GDT685: chol#3=erste Trockenfraktion: trocken	0	0	NONE	NONE	chol#3=erste Trockenfraktion: trocken	Der unmittelbar vorherige q o ch ar-Komplex ist bereits als erste Trockenfraktion gerendert.	1	chol	NONE	NONE	NONE	0	NONE	dchey#1=ACTION_DRY_MEASURED_PORTION_TO_MIDDLE	dchey#1:LINE_ENTRY_NO_IMMEDIATE_VALUE	1
