page	locus	ordinal	surface	target_family	line_position	action_licensed_before	dispatch_class	v59_literal_gloss_de	v60_literal_gloss_de	dy_contribution	confidence	evidence_key	strongest_rival_de	left_surface	right_surface	reader_support	strict_debt_before	strict_debt_after	mechanical_flags_before	mechanical_flags_after	specificity_open_before	specificity_open_after	low_confidence_before	low_confidence_after	four_layer_debt_before	four_layer_debt_after
f106r	f106r.23	1	ychedy	BOUND_DY	INITIAL	0	NOMINAL_FINISHED_RESULT_STATE	Eintrag: getrocknete Droge, fertig	Eintrag: fertige getrocknete Droge	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	<BOS>	qckhedy	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	1	0	STRUCTURAL_META_AS_VALUE	NONE	1	0	0	0	1	0
f106r	f106r.23	2	qckhedy	BOUND_DY	MEDIAL	1	ACTION_WHOLE_WITH_FINISHED_ENDPOINT	bereite das Arzneikompositum bis zur Mittelstufe und schließe ab	das Arzneikompositum bis zur Mittelstufe aufbereiten	ACTION_FROM_WHOLE__DY_ONLY_ENDPOINT	AMBER	V59_WHOLE_TOKEN_ACTION_LICENSE	dy als selbständiger Befehl innerhalb des Wortes	ychedy	dair	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	0	0	0	0	0	0
f106r	f106r.23	5	qokedy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	heiß in der Mitte des Grades, abgeschlossen	fertige heiße Mittelstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	al	shecphy	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	STATE_ONLY_NO_OBJECT	STATE_ONLY_NO_OBJECT	1	1	0	0	1	1
f106r	f106r.23	8	otedy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	kalter Ansatz in der Mitte des Grades, abgeschlossen	fertiger kalter Ansatz, Mittelstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	qokchy	dar	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	1	0	0	0	1	0
f107r	f107r.2	1	dchey	DCHEY	INITIAL	1	ACTION_DRY_MEASURED_PORTION_TO_MIDDLE	eine Dosis bis zur Mittelstufe trocknen und abschließen	Eine abgemessene Portion bis zur Mittelstufe trocknen	NOT_APPLICABLE	HIGH	LINE_ENTRY_NO_IMMEDIATE_VALUE	fertige abgemessene Mittelstufen-Trockenportion	<BOS>	qoteos	BOTH_EXACT	0	0	NONE	NONE	0	0	0	0	0	0
f107r	f107r.2	4	shedy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	feucht in der Mitte des Grades, abgeschlossen	fertige mittlere Feuchtstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	aiin	oteed	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	STATE_ONLY_NO_OBJECT	STATE_ONLY_NO_OBJECT	1	1	0	0	1	1
f10r	f10r.2	1	dchey	DCHEY	INITIAL	1	ACTION_DRY_MEASURED_PORTION_TO_MIDDLE	eine Dosis bis zur Mittelstufe trocknen und abschließen	Eine abgemessene Portion bis zur Mittelstufe trocknen	NOT_APPLICABLE	HIGH	LINE_ENTRY_NO_IMMEDIATE_VALUE	fertige abgemessene Mittelstufen-Trockenportion	<BOS>	cthoor	BOTH_EXACT	0	0	NONE	NONE	0	0	0	0	0	0
f112v	f112v.10	3	okchedy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen	fertiger heiß-trockener Ansatz, Mittelstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	sheey	oror	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	1	0	0	0	1	0
f113v	f113v.12	1	solchedy	BOUND_DY	INITIAL	0	NOMINAL_FINISHED_RESULT_STATE	getrockneter Samen/Saatgutstoff/-ansatz	fertig getrockneter Saatgutstoff	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	<BOS>	otsheody	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	1	0	NON_SINGLE_GLOSS	NONE	0	0	0	0	1	0
f113v	f113v.12	2	otsheody	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	kalt angefeuchteter Ansatz, abgeschlossen	fertiger kalt angefeuchteter Ansatz	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	solchedy	arl	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	1	0	0	0	1	0
f113v	f113v.17	2	shedy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	feucht in der Mitte des Grades, abgeschlossen	fertige mittlere Feuchtstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	saraiin	lcheey	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	STATE_ONLY_NO_OBJECT	STATE_ONLY_NO_OBJECT	1	1	0	0	1	1
f114r	f114r.26	8	cheody	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	getrockneter Ansatz	fertiger Trockenansatz	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	okaiin	airoy	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	1	0	0	0	1	0
f115r	f115r.1	4	otedy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	kalter Ansatz in der Mitte des Grades, abgeschlossen	fertiger kalter Ansatz, Mittelstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	qochedain	cheop	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	1	0	0	0	1	0
f115r	f115r.1	7	teeedy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	vollständig abgekühlt und abgeschlossen	vollständig abgekühlter Ansatz, fertig	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	ol	oroiir	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	1	0	0	0	1	0
f115r	f115r.1	9	oechedy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	bis zur Mittelstufe getrockneter und fertiggestellter Ansatz	fertiger bis zur Mittelstufe getrockneter Ansatz	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	oroiir	oteedy	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	1	0	0	0	1	0
f115r	f115r.1	10	oteedy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	kalter Ansatz am Ende des Grades, abgeschlossen	fertiger kalter Ansatz, Endstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	oechedy	qotchedy	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	1	0	0	0	1	0
f115r	f115r.1	11	qotchedy	BOUND_DY	FINAL	0	NOMINAL_FINISHED_RESULT_STATE	kalt und trocken in der Mitte des Grades, abgeschlossen	fertige kalt-trockene Mittelstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	oteedy	<EOS>	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	STATE_ONLY_NO_OBJECT	STATE_ONLY_NO_OBJECT	1	1	0	0	1	1
f115r	f115r.23	1	dchey	DCHEY	INITIAL	1	ACTION_DRY_MEASURED_PORTION_TO_MIDDLE	eine Dosis bis zur Mittelstufe trocknen und abschließen	Eine abgemessene Portion bis zur Mittelstufe trocknen	NOT_APPLICABLE	HIGH	LINE_ENTRY_NO_IMMEDIATE_VALUE	fertige abgemessene Mittelstufen-Trockenportion	<BOS>	keey	BOTH_EXACT	0	0	NONE	NONE	0	0	0	0	0	0
f115r	f115r.23	4	chody	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	Trockenansatz, abgeschlossen	fertiger Trockenansatz	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	qokeod	qokcho	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	1	0	0	0	1	0
f115r	f115r.23	11	chedy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	trocken in der Mitte des Grades, abgeschlossen	fertige mittlere Trockenstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	lol	qokchedy	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	STATE_ONLY_NO_OBJECT	STATE_ONLY_NO_OBJECT	1	1	0	0	1	1
f115r	f115r.23	12	qokchedy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	heiß und trocken in der Mitte des Grades, abgeschlossen	fertige heiß-trockene Mittelstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	chedy	ldy	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	STATE_ONLY_NO_OBJECT	STATE_ONLY_NO_OBJECT	1	1	0	0	1	1
f115r	f115r.23	13	ldy	BOUND_DY	FINAL	0	NOMINAL_FINISHED_RESULT_STATE	Holzdroge, fertig aufbereitet	fertig aufbereitete Holzdroge	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	qokchedy	<EOS>	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	0	0	0	0	0	0
f116r	f116r.12	9	olchdy	BOUND_DY	MEDIAL	1	ACTION_WHOLE_WITH_FINISHED_ENDPOINT	Drogenstoff trocknen und fertigstellen	Trockenstoff vollständig trocknen	ACTION_FROM_WHOLE__DY_ONLY_ENDPOINT	AMBER	V59_WHOLE_TOKEN_ACTION_LICENSE	dy als selbständiger Befehl innerhalb des Wortes	otain	otal	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	1	0	HARD_GENERIC_CARRIER	NONE	1	0	0	0	1	0
f23r	f23r.6	2	y	NAKED_Y	MEDIAL	0	RIGHT_REFERENCE	hierzu:	Hierzu:	NOT_APPLICABLE	HIGH	GDT659_RIGHT_MATERIA_REFERENCE	neuer Unterposten	tshol	kor	IT2a:MERGE_RIGHT|RF1b:MERGE_RIGHT	1	0	NONE	NONE	1	0	0	0	1	0
f23r	f23r.6	8	dchey	DCHEY	MEDIAL	0	NOMINAL_FINISHED_MIDDLE_DRY_PORTION	abgemessene Trockendroge der Mittelstufe, abgeschlossen	fertige abgemessene Mittelstufen-Trockenportion	NOT_APPLICABLE	HIGH	MEDIAL_RESULT_SLOT	Trocknungsbefehl	okol	daiidal	BOTH_EXACT	0	0	NONE	NONE	1	0	0	0	1	0
f24v	f24v.15	1	dchey	DCHEY	INITIAL	1	ACTION_DRY_MEASURED_PORTION_TO_MIDDLE	eine Dosis bis zur Mittelstufe trocknen und abschließen	Eine abgemessene Portion bis zur Mittelstufe trocknen	NOT_APPLICABLE	HIGH	LINE_ENTRY_NO_IMMEDIATE_VALUE	fertige abgemessene Mittelstufen-Trockenportion	<BOS>	kchod	BOTH_EXACT	0	0	NONE	NONE	0	0	0	0	0	0
f24v	f24v.15	4	ochdy	BOUND_DY	FINAL	0	NOMINAL_FINISHED_RESULT_STATE	fertiggestellter Trockenansatz	fertiger Trockenansatz	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	dchal	<EOS>	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	1	0	0	0	1	0
f26r	f26r.2	1	dchey	DCHEY	INITIAL	0	NOMINAL_FINISHED_MIDDLE_DRY_PORTION	eine Dosis bis zur Mittelstufe trocknen und abschließen	fertige abgemessene Mittelstufen-Trockenportion	NOT_APPLICABLE	HIGH	IMMEDIATE_VALUE_AIIN	Trocknungsbefehl	<BOS>	aiin	BOTH_EXACT	0	0	NONE	NONE	1	0	0	0	1	0
f26r	f26r.2	3	adeeody	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	gleicher abgemessener Teil des vollständig fertiggestellten Ansatzes	gleicher abgemessener Teil des fertigen Ansatzes	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	aiin	ykecthey	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	1	0	1	1	1	1
f26r	f26r.2	5	chedy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	trocken in der Mitte des Grades, abgeschlossen	fertige mittlere Trockenstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	ykecthey	ytedy	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	STATE_ONLY_NO_OBJECT	STATE_ONLY_NO_OBJECT	1	1	0	0	1	1
f26r	f26r.2	6	ytedy	BOUND_DY	MEDIAL	1	ACTION_WHOLE_WITH_FINISHED_ENDPOINT	hiervon bis zur Mittelstufe abkühlen und fertigstellen	hiervon bis zur Mittelstufe abkühlen	ACTION_FROM_WHOLE__DY_ONLY_ENDPOINT	HIGH	V59_WHOLE_TOKEN_ACTION_LICENSE	dy als selbständiger Befehl innerhalb des Wortes	chedy	dy	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	0	0	0	0	0	0
f26r	f26r.2	7	dy	FREE_DY	MEDIAL	0	CLAUSE_STOP	Qualitäts-/Wertfeld geschlossen	;	FREE_BOUNDARY	HIGH	INTERNAL_BETWEEN_COMPLETED_BLOCKS	gesprochener Schließbefehl	ytedy	checthedy	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	1	0	NON_SINGLE_GLOSS|STRUCTURAL_META_AS_VALUE	NONE	1	0	0	0	1	0
f26r	f26r.2	8	checthedy	BOUND_DY	MEDIAL	1	ACTION_WHOLE_WITH_FINISHED_ENDPOINT	Blatt- oder Krautdroge in zwei mäßigen Trockengängen fertigstellen	Krautdroge in zwei mäßigen Trockengängen fertig trocknen	ACTION_FROM_WHOLE__DY_ONLY_ENDPOINT	AMBER	V59_WHOLE_TOKEN_ACTION_LICENSE	dy als selbständiger Befehl innerhalb des Wortes	dy	ls	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	1	0	NON_SINGLE_GLOSS	NONE	0	0	0	0	1	0
f27r	f27r.9	1	dchey	DCHEY	INITIAL	1	ACTION_DRY_MEASURED_PORTION_TO_MIDDLE	eine Dosis bis zur Mittelstufe trocknen und abschließen	Eine abgemessene Portion bis zur Mittelstufe trocknen	NOT_APPLICABLE	HIGH	LINE_ENTRY_NO_IMMEDIATE_VALUE	fertige abgemessene Mittelstufen-Trockenportion	<BOS>	keeod	BOTH_EXACT	0	0	NONE	NONE	0	0	0	0	0	0
f30r	f30r.9	1	dchey	DCHEY	INITIAL	1	ACTION_DRY_MEASURED_PORTION_TO_MIDDLE	eine Dosis bis zur Mittelstufe trocknen und abschließen	Eine abgemessene Portion bis zur Mittelstufe trocknen	NOT_APPLICABLE	HIGH	LINE_ENTRY_NO_IMMEDIATE_VALUE	fertige abgemessene Mittelstufen-Trockenportion	<BOS>	qochar	BOTH_EXACT	0	0	NONE	NONE	0	0	0	0	0	0
f49r	f49r.16	3	dchey	DCHEY	MEDIAL	0	NOMINAL_FINISHED_MIDDLE_DRY_PORTION	abgemessene Trockendroge der Mittelstufe, abgeschlossen	fertige abgemessene Mittelstufen-Trockenportion	NOT_APPLICABLE	HIGH	MEDIAL_RESULT_SLOT	Trocknungsbefehl	cheey	qotchody	BOTH_EXACT	0	0	NONE	NONE	1	0	0	0	1	0
f49r	f49r.16	4	qotchody	BOUND_DY	FINAL	1	ACTION_WHOLE_WITH_FINISHED_ENDPOINT	kühlen, trocknen, ansetzen und fertigstellen	abkühlen, bis zur Mittelstufe trocknen und neu ansetzen	ACTION_FROM_WHOLE__DY_ONLY_ENDPOINT	AMBER	V59_WHOLE_TOKEN_ACTION_LICENSE	dy als selbständiger Befehl innerhalb des Wortes	dchey	<EOS>	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	0	0	0	0	0	0
f56r	f56r.6	2	dy	FREE_DY	MEDIAL	0	CLAUSE_STOP	Qualitäts-/Wertfeld geschlossen	;	FREE_BOUNDARY	HIGH	INTERNAL_ACTION_TO_RESULT_BOUNDARY	gesprochener Schließbefehl	ykcho	dchey	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	1	0	NON_SINGLE_GLOSS|STRUCTURAL_META_AS_VALUE	NONE	1	0	0	0	1	0
f56r	f56r.6	3	dchey	DCHEY	MEDIAL	0	NOMINAL_FINISHED_MIDDLE_DRY_PORTION	abgemessene Trockendroge der Mittelstufe, abgeschlossen	fertige abgemessene Mittelstufen-Trockenportion	NOT_APPLICABLE	HIGH	MEDIAL_RESULT_SLOT	Trocknungsbefehl	dy	keey	BOTH_EXACT	0	0	NONE	NONE	1	0	0	0	1	0
f56r	f56r.6	6	y	NAKED_Y	FINAL	0	LINE_STOP	Eintrag abgeschlossen	.	NOT_APPLICABLE	HIGH	GDT659_EOS_CLOSE	gesprochener Eintragsschluss	daiin	<EOS>	ALL_SEPARATE	1	0	STRUCTURAL_META_AS_VALUE	NONE	1	0	0	0	1	0
f76v	f76v.10	3	qopchdy	BOUND_DY	MEDIAL	1	ACTION_WHOLE_WITH_FINISHED_ENDPOINT	nimm fertig getrocknetes Pulver	fertig getrocknetes Pulver nehmen	ACTION_FROM_WHOLE__DY_ONLY_ENDPOINT	HIGH	V59_WHOLE_TOKEN_ACTION_LICENSE	dy als selbständiger Befehl innerhalb des Wortes	shedal	dshedy	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	0	0	0	0	0	0
f76v	f76v.10	4	dshedy	BOUND_DY	MEDIAL	1	ACTION_WHOLE_WITH_FINISHED_ENDPOINT	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab	eine abgemessene Portion Droge bis zur Mittelstufe einweichen	ACTION_FROM_WHOLE__DY_ONLY_ENDPOINT	HIGH	V59_WHOLE_TOKEN_ACTION_LICENSE	dy als selbständiger Befehl innerhalb des Wortes	qopchdy	shedy	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	0	0	0	0	0	0
f76v	f76v.10	5	shedy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	feucht in der Mitte des Grades, abgeschlossen	fertige mittlere Feuchtstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	dshedy	tchedy	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	STATE_ONLY_NO_OBJECT	STATE_ONLY_NO_OBJECT	1	1	0	0	1	1
f76v	f76v.10	6	tchedy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	kalt und trocken in der Mitte des Grades, abgeschlossen	fertige kalt-trockene Mittelstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	shedy	lsheetal	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	STATE_ONLY_NO_OBJECT	STATE_ONLY_NO_OBJECT	1	1	0	0	1	1
f76v	f76v.10	10	dy	FREE_DY	FINAL	0	LINE_STOP	Qualitäts-/Wertfeld geschlossen	.	FREE_BOUNDARY	HIGH	TERMINAL_AFTER_VALUE_BLOCK	gesprochener Schließbefehl	daiin	<EOS>	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	1	0	NON_SINGLE_GLOSS|STRUCTURAL_META_AS_VALUE	NONE	1	0	0	0	1	0
