statement_id	legacy_statement_id	physical_page	register	visible_owner_or_namespace_de	locus_span	locus_count	crosses_physical_line	event_count	surface_sequence	component_sequence	portable_literal_de	fluent_workshop_de	end_mode	boundary_reading_de	reading_source	source_release	event_ids
P1006-S043	P1005-F71V-S004	f71v	CELESTIAL	zweite lokale Figuren-/Sternringgruppe	f71v.12	1	NO	3	otaly okol sheeor	OT+AL+Y | OK+OL | SH+EE+OR	DANACH · ZIEL · POSTEN ; SETZEN · FORTSETZEN ; HALTEN · LÄNGER · ANSATZ	In diesem Ringabschnitt: danach zur Zielstelle diesen Posten; ansetzen damit fortfahren; halten länger den Ansatz. Der zweite Ringlauf endet an seiner Bildgrenze; der dritte Ring beginnt einen eigenen Namensraum.	RING_NAMESPACE_RESET_B_TO_C	Der zweite Ringlauf endet an seiner Bildgrenze; der dritte Ring beginnt einen eigenen Namensraum.	PASS1005_FLUENT_WORKSHOP	PASS1005	P1003-E0638|P1003-E0639|P1003-E0640
P1006-S044	P1005-F71V-S005	f71v	CELESTIAL	dritte lokale Ringgruppe	f71v.18	1	NO	11	okeey okeosar otaiin chkeeal okal cheekaiin okaiin okchor dar oteey kal	OK+EE+Y | OK+E+O+S+AR | OT+AIIN | CHK+EE+AL | OK+AL | CHK+EE+K+AIIN | OK+AIIN | OK+CH+OR | D_ADDR+AR | OT+EE+Y | K+AL	SETZEN · LÄNGER · POSTEN ; SETZEN · KURZ · AUSFÜHREN · AUSWÄHLEN · QUELLE ; DANACH · MASS ; BEHANDELN · LÄNGER · ZIEL ; SETZEN · ZIEL ; BEHANDELN · LÄNGER · GEBEN · MASS ; SETZEN · MASS ; SETZEN · NEHMEN · ANSATZ ; TEIL · QUELLE ; DANACH · LÄNGER · POSTEN ; GEBEN · ZIEL	In diesem Ringabschnitt: ansetzen länger diesen Posten; ansetzen kurz ausführen auswählen aus der Quelle; danach nach Maß; behandeln länger zur Zielstelle; ansetzen zur Zielstelle; behandeln länger zugeben nach Maß; den Posten nach Maß ansetzen; ansetzen entnehmen den Ansatz; vom bezeichneten Teil aus der Quelle; danach länger diesen Posten; zugeben zur Zielstelle. Der letzte Ringlauf endet offen am Seitenrand; eine unsichtbare Schlusskarte wird nicht ergänzt.	TRUE_OPEN_FINAL_RING	Der letzte Ringlauf endet offen am Seitenrand; eine unsichtbare Schlusskarte wird nicht ergänzt.	PASS1005_FLUENT_WORKSHOP	PASS1005	P1003-E0647|P1003-E0648|P1003-E0649|P1003-E0650|P1003-E0651|P1003-E0652|P1003-E0653|P1003-E0654|P1003-E0655|P1003-E0656|P1003-E0657
P1006-S045	P915-C018	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.1	1	NO	7	kchedykary okeey qokar shyk chedy qotar shedy	K+CHD+Y+K+AR+Y | OK+EE+Y | OK+AR | Y+K | CHD+Y | OT+AR | SHED+DY	GEBEN · UMSETZEN · POSTEN · GEBEN · QUELLE · POSTEN | SETZEN · LÄNGER · POSTEN | SETZEN · QUELLE | POSTEN · GEBEN | UMSETZEN · POSTEN | DANACH · QUELLE | ABSETZEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen, absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0440|P912-E0441|P912-E0442|P912-E0443|P912-E0444|P912-E0445|P912-E0446
P1006-S046	P915-C019	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.2	1	NO	5	dain shey ly ssheol qoldy	AIN | SH+E+Y | L+Y | S+SH+E+OL | OL+DY	PORTION | HALTEN · KURZ · POSTEN | LEITEN · POSTEN | AUSWÄHLEN · HALTEN · KURZ · FORTSETZEN | FORTSETZEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0447|P912-E0448|P912-E0449|P912-E0450|P912-E0451
P1006-S047	P915-C020	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.2	1	NO	2	chedykar chekeedy	CHD+Y+K+AR | CHK+EE+DY	UMSETZEN · POSTEN · GEBEN · QUELLE | BEHANDELN · LÄNGER · SCHLUSS	Auf dem großen Bad- und Stationsblatt länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0452|P912-E0453
P1006-S048	P915-C021	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.2|f75r.3|f75r.4	3	YES	20	ror qokain chal orchey qey kain sheeky ltain olkar or dackhy lkamo ykeey lshey kal dy shey ok shey qokeedy	R+OR | OK+AIN | CH+AL | OR+Y | E+Y | K+AIN | SH+EE+K+Y | L+T+AIN | SOLK+AR | OR | DA+CKH+Y | L+K+AM_ADDR+O | Y+K+EE+Y | L+SH+E+Y | K+AL | Y | SH+E+Y | OK | SH+E+Y | OK+EE+DY	MERKEN · ANSATZ | SETZEN · PORTION | NEHMEN · ZIEL | ANSATZ · POSTEN | KURZ · POSTEN | GEBEN · PORTION | HALTEN · LÄNGER · GEBEN · POSTEN | LEITEN · STELLEN · PORTION | AUFFANGEN · QUELLE | ANSATZ | ZWEIT · DURCHLASS · POSTEN | LEITEN · GEBEN · INNEN · AUSFÜHREN | POSTEN · GEBEN · LÄNGER · POSTEN | LEITEN · HALTEN · KURZ · POSTEN | GEBEN · ZIEL | POSTEN | HALTEN · KURZ · POSTEN | SETZEN | HALTEN · KURZ · POSTEN | SETZEN · LÄNGER · SCHLUSS	Am großen Stationsblatt eine Portion aus der markierten Quelle nehmen, in das Zielbecken geben, die Stufe einstellen, den Posten länger halten und über die angeschlossene Strecke weiterleiten; danach kurz ansetzen und länger einwirken lassen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	MANUAL_LONG_CLAUSE_REWRITE	PASS1002	P912-E0454|P912-E0455|P912-E0456|P912-E0457|P912-E0458|P912-E0459|P912-E0460|P912-E0461|P912-E0462|P912-E0463|P912-E0464|P912-E0465|P912-E0466|P912-E0467|P912-E0468|P912-E0469|P912-E0470|P912-E0471|P912-E0472|P912-E0473
P1006-S049	P915-C022	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.5	1	NO	8	shey kar chey ckhey r ain ol olsheedy	SH+E+Y | K+AR | Y | CKH+E+Y | R | AIN | OL | OL+SH+EE+DY	HALTEN · KURZ · POSTEN | GEBEN · QUELLE | POSTEN | DURCHLASS · KURZ · POSTEN | MERKEN | PORTION | FORTSETZEN | FORTSETZEN · HALTEN · LÄNGER · SCHLUSS	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, länger halten und behandeln, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0474|P912-E0475|P912-E0476|P912-E0477|P912-E0478|P912-E0479|P912-E0480|P912-E0481
P1006-S050	P915-C023	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.5|f75r.6	2	YES	9	qokeey qoky pcheykeeor olky dar okey qokain chcthy qokeedy	OK+EE+Y | OK+Y | P+Y+K+EE+OR | SOLK+Y | D_ADDR+AR | OK+E+Y | OK+AIN | CH+CTH+Y | OK+EE+DY	SETZEN · LÄNGER · POSTEN | SETZEN · POSTEN | EINSETZEN · POSTEN · GEBEN · LÄNGER · ANSATZ | AUFFANGEN · POSTEN | TEIL · QUELLE | SETZEN · KURZ · POSTEN | SETZEN · PORTION | NEHMEN · BEREIT · POSTEN | SETZEN · LÄNGER · SCHLUSS	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, in die Arbeitsstation geben, im Empfangsbecken auffangen, bis zur Gebrauchsbereitschaft führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0482|P912-E0483|P912-E0484|P912-E0485|P912-E0486|P912-E0487|P912-E0488|P912-E0489|P912-E0490
P1006-S051	P915-C024	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.6|f75r.7	2	YES	2	qoky pchedy	OK+Y | P+CHD+DY	SETZEN · POSTEN | EINSETZEN · UMSETZEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0491|P912-E0492
P1006-S052	P915-C025	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.7	1	NO	1	qokshdy	OK+SH+DY	SETZEN · HALTEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt halten und behandeln und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0493
P1006-S053	P915-C026	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.7|f75r.8	2	YES	10	ytain chedy qokar chy lol chedy qoky sor chey qokardy	Y+T+AIN | CHD+Y | OK+AR | Y | L+OL | CHD+Y | OK+Y | S+OR | Y | OK+AR+DY	POSTEN · STELLEN · PORTION | UMSETZEN · POSTEN | SETZEN · QUELLE | POSTEN | LEITEN · FORTSETZEN | UMSETZEN · POSTEN | SETZEN · POSTEN | AUSWÄHLEN · ANSATZ | POSTEN | SETZEN · QUELLE · SCHLUSS	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0494|P912-E0495|P912-E0496|P912-E0497|P912-E0498|P912-E0499|P912-E0500|P912-E0501|P912-E0502|P912-E0503
P1006-S054	P915-C027	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.8	1	NO	4	dsheckhy qokain chckhy lshedy	D_ADDR+SH+E+CKH+Y | OK+AIN | CKH+Y | LSH+E+DY	TEIL · HALTEN · KURZ · DURCHLASS · POSTEN | SETZEN · PORTION | DURCHLASS · POSTEN | SPÜLEN · KURZ · SCHLUSS	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, kurz halten und behandeln, durch den angeschlossenen Durchlass geben, die Station spülen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0504|P912-E0505|P912-E0506|P912-E0507
P1006-S055	P915-C028	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.8	1	NO	1	okeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0508
P1006-S056	P915-C029	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.9	1	NO	1	qokchdy	OK+CHD+DY	SETZEN · UMSETZEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0509
P1006-S057	P915-C030	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.9	1	NO	3	chcthy lo qokedy	CH+CTH+Y | L+O | OK+E+DY	NEHMEN · BEREIT · POSTEN | LEITEN · AUSFÜHREN | SETZEN · KURZ · SCHLUSS	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen, bis zur Gebrauchsbereitschaft führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0510|P912-E0511|P912-E0512
P1006-S058	P915-C031	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.9	1	NO	4	qokan checkhy qokar olchedy	OK+AN | CH+E+CKH+Y | OK+AR | OL+CHD+DY	SETZEN · ZUSATZ | NEHMEN · KURZ · DURCHLASS · POSTEN | SETZEN · QUELLE | FORTSETZEN · UMSETZEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0513|P912-E0514|P912-E0515|P912-E0516
P1006-S059	P915-C032	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.9|f75r.10	2	YES	10	sal dshor qotar chdy shey qokain chckhy dy otey tedy	S+AL | D_ADDR+SH+OR | OT+AR | CHD+Y | SH+E+Y | OK+AIN | CKH+Y | Y | OT+E+Y | T+E+DY	AUSWÄHLEN · ZIEL | TEIL · HALTEN · ANSATZ | DANACH · QUELLE | UMSETZEN · POSTEN | HALTEN · KURZ · POSTEN | SETZEN · PORTION | DURCHLASS · POSTEN | POSTEN | DANACH · KURZ · POSTEN | STELLEN · KURZ · SCHLUSS	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0517|P912-E0518|P912-E0519|P912-E0520|P912-E0521|P912-E0522|P912-E0523|P912-E0524|P912-E0525|P912-E0526
P1006-S060	P915-C033	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.10	1	NO	1	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0527
P1006-S061	P915-C034	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.11	1	NO	1	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0528
P1006-S062	P915-C035	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.11	1	NO	3	qokair oly qokeedy	OK+AIR | OL+Y | OK+EE+DY	SETZEN · LAUF | FORTSETZEN · POSTEN | SETZEN · LÄNGER · SCHLUSS	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0529|P912-E0530|P912-E0531
P1006-S063	P915-C036	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.11	1	NO	4	dy qokal okar shedy	Y | OK+AL | OK+AR | SHED+DY	POSTEN | SETZEN · ZIEL | SETZEN · QUELLE | ABSETZEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0532|P912-E0533|P912-E0534|P912-E0535
P1006-S064	P915-C037	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.11|f75r.12	2	YES	12	dor chekam ssheckhy qokal oly shey r ol cheey shey dy olshedy	D_ADDR+OR | CHK+AM_ADDR | S+SH+E+CKH+Y | OK+AL | OL+Y | SH+E+Y | R | OL | SH+EE+Y | SH+E+Y | Y | OL+SH+E+DY	TEIL · ANSATZ | BEHANDELN · INNEN | AUSWÄHLEN · HALTEN · KURZ · DURCHLASS · POSTEN | SETZEN · ZIEL | FORTSETZEN · POSTEN | HALTEN · KURZ · POSTEN | MERKEN | FORTSETZEN | HALTEN · LÄNGER · POSTEN | HALTEN · KURZ · POSTEN | POSTEN | FORTSETZEN · HALTEN · KURZ · SCHLUSS	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, länger halten und behandeln, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0536|P912-E0537|P912-E0538|P912-E0539|P912-E0540|P912-E0541|P912-E0542|P912-E0543|P912-E0544|P912-E0545|P912-E0546|P912-E0547
P1006-S065	P915-C038	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.12|f75r.13	2	YES	2	qoky pchedy	OK+Y | P+CHD+DY	SETZEN · POSTEN | EINSETZEN · UMSETZEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0548|P912-E0549
P1006-S066	P915-C039	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.13	1	NO	1	keedy	K+EE+DY	GEBEN · LÄNGER · SCHLUSS	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0550
P1006-S067	P915-C040	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.13	1	NO	1	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0551
P1006-S068	P915-C041	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.13	1	NO	1	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0552
P1006-S069	P915-C042	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.13	1	NO	1	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0553
P1006-S070	P915-C043	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.13	1	NO	1	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0554
P1006-S071	P915-C044	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.13	1	NO	2	qokain olshedy	OK+AIN | OL+SH+E+DY	SETZEN · PORTION | FORTSETZEN · HALTEN · KURZ · SCHLUSS	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, kurz halten und behandeln und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0555|P912-E0556
P1006-S072	P915-C045	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.14	1	NO	6	sain al keishy qokain dy olshedy	S+AIN | AL | K+E+SH+Y | OK+AIN | Y | OL+SH+E+DY	AUSWÄHLEN · PORTION | ZIEL | GEBEN · KURZ · HALTEN · POSTEN | SETZEN · PORTION | POSTEN | FORTSETZEN · HALTEN · KURZ · SCHLUSS	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, kurz halten und behandeln und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0557|P912-E0558|P912-E0559|P912-E0560|P912-E0561|P912-E0562
P1006-S073	P915-C046	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.14|f75r.15	2	YES	13	qokain chckhy qokain otar aly sain qokain qolkeeoly saiin chedy sol or shedy	OK+AIN | CKH+Y | OK+AIN | OT+AR | AL+Y | S+AIN | OK+AIN | SOLK+EE+OL+Y | S+AIIN | CHD+Y | OL | OR | SHED+DY	SETZEN · PORTION | DURCHLASS · POSTEN | SETZEN · PORTION | DANACH · QUELLE | ZIEL · POSTEN | AUSWÄHLEN · PORTION | SETZEN · PORTION | AUFFANGEN · LÄNGER · FORTSETZEN · POSTEN | AUSWÄHLEN · MASS | UMSETZEN · POSTEN | FORTSETZEN | ANSATZ | ABSETZEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben, im Empfangsbecken auffangen, absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0563|P912-E0564|P912-E0565|P912-E0566|P912-E0567|P912-E0568|P912-E0569|P912-E0570|P912-E0571|P912-E0572|P912-E0573|P912-E0574|P912-E0575
P1006-S074	P915-C047	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.15	1	NO	1	okchdy	OK+CHD+DY	SETZEN · UMSETZEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0576
P1006-S075	P915-C048	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.15|f75r.16	2	YES	2	qoky dshedy	OK+Y | SH+E+DY	SETZEN · POSTEN | HALTEN · KURZ · SCHLUSS	Auf dem großen Bad- und Stationsblatt kurz halten und behandeln und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0577|P912-E0578
P1006-S076	P915-C049	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.16	1	NO	2	qokar sheedy	OK+AR | SH+EE+DY	SETZEN · QUELLE | HALTEN · LÄNGER · SCHLUSS	Auf dem großen Bad- und Stationsblatt länger halten und behandeln und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0579|P912-E0580
P1006-S077	P915-C050	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.16	1	NO	4	lch shokain chy okshedy	L+CH | SH+OK+AIN | Y | OK+SH+E+DY	LEITEN · NEHMEN | HALTEN · SETZEN · PORTION | POSTEN | SETZEN · HALTEN · KURZ · SCHLUSS	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0581|P912-E0582|P912-E0583|P912-E0584
P1006-S078	P915-C051	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.16|f75r.17	2	YES	10	qokain chedy pchedar shepchy lshedary dal shal shy kol shedy	OK+AIN | CHD+Y | P+CHD+AR | SH+E+P+Y | L+SH+E+D_ADDR+AR+Y | AL | SH+AL | Y | K+OL | SHED+DY	SETZEN · PORTION | UMSETZEN · POSTEN | EINSETZEN · UMSETZEN · QUELLE | HALTEN · KURZ · EINSETZEN · POSTEN | LEITEN · HALTEN · KURZ · TEIL · QUELLE · POSTEN | ZIEL | HALTEN · ZIEL | POSTEN | GEBEN · FORTSETZEN | ABSETZEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, in die Arbeitsstation geben, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0585|P912-E0586|P912-E0587|P912-E0588|P912-E0589|P912-E0590|P912-E0591|P912-E0592|P912-E0593|P912-E0594
P1006-S079	P915-C052	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.17|f75r.18	2	YES	3	qokam sol sheedy	OK+AM_ADDR | OL | SH+EE+DY	SETZEN · INNEN | FORTSETZEN | HALTEN · LÄNGER · SCHLUSS	Auf dem großen Bad- und Stationsblatt länger halten und behandeln und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0595|P912-E0596|P912-E0597
P1006-S080	P915-C053	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	f75r.18	1	NO	2	qol shedy	OL | SHED+DY	FORTSETZEN | ABSETZEN · SCHLUSS	Auf dem großen Bad- und Stationsblatt absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0598|P912-E0599
