book_event_ordinal	event_id	physical_page	register	locus	kind	surface	component_recipe	portable_default_de	local_contextual_expansion_de	event_role	statement_id	source_release
1731	P912-E1731	f83r	BIOLOGICAL	f83r.50	CURRENT_BASE	sasoldal	S+A_ADDR+S+OL+DA+L	LOKALE ADRESSE KOPIEREN	lokale Becken-, Figuren- und Verbindungsstationen: Klasse wählen, lokale Adresse, Klasse wählen, gleiche Reihe weiter, zweite Stufe, Verbindung.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1732	P912-E1732	f83r	BIOLOGICAL	f83r.51	CURRENT_BASE	darolsy	DA+R+OL+S+Y	LOKALE ADRESSE KOPIEREN	lokale Becken-, Figuren- und Verbindungsstationen: zweite Stufe, Zustandsmarke, gleiche Reihe weiter, Klasse wählen, dieser Platz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1749	P912-E1749	f67r2	CELESTIAL	f67r2.1	CURRENT_BASE	ykshy	Y+K+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, dieser Platz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1750	P912-E1750	f67r2	CELESTIAL	f67r2.1	CURRENT_BASE	s	S	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Klasse wählen.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1751	P912-E1751	f67r2	CELESTIAL	f67r2.1	CURRENT_BASE	aram	AR+AM_ADDR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Quell- oder Bezugsstelle, Innenplatz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1752	P912-E1752	f67r2	CELESTIAL	f67r2.2	CURRENT_BASE	ykecho	Y+K+E+CH+O	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, erster Grad, Klassenkennung, Reihe aufrufen.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1753	P912-E1753	f67r2	CELESTIAL	f67r2.2	CURRENT_BASE	ols	OL+S	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: gleiche Reihe weiter, Klasse wählen.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1754	P912-E1754	f67r2	CELESTIAL	f67r2.2	CURRENT_BASE	eesydy	EE+S+Y+D_ADDR+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: zweiter Grad, Klasse wählen, dieser Platz, Unterplatz, dieser Platz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1755	P912-E1755	f67r2	CELESTIAL	f67r2.3	CURRENT_BASE	ey	E+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: erster Grad, dieser Platz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1756	P912-E1756	f67r2	CELESTIAL	f67r2.3	CURRENT_BASE	shs	SH+S	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Bezug halten, Klasse wählen.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1757	P912-E1757	f67r2	CELESTIAL	f67r2.3	CURRENT_BASE	okar	OK+AR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Platz aktivieren, Quell- oder Bezugsstelle.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1758	P912-E1758	f67r2	CELESTIAL	f67r2.4	CURRENT_BASE	shekchy	SH+E+K+CH+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Bezug halten, erster Grad, Wert zuordnen, Klassenkennung, dieser Platz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1759	P912-E1759	f67r2	CELESTIAL	f67r2.4	CURRENT_BASE	sykos	S+Y+K+O+S_ADDR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Klasse wählen, dieser Platz, Wert zuordnen, Reihe aufrufen, Sternbezug.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1760	P912-E1760	f67r2	CELESTIAL	f67r2.5	CURRENT_BASE	ykeody	Y+K+E+O+DY	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, erster Grad, Reihe aufrufen, Eintrag schließen.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1761	P912-E1761	f67r2	CELESTIAL	f67r2.5	CURRENT_BASE	okchy	OK+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Platz aktivieren, dieser Platz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1762	P912-E1762	f67r2	CELESTIAL	f67r2.6	CURRENT_BASE	dchetay	D_ADDR+CH+E+T+A_ADDR+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Unterplatz, Klassenkennung, erster Grad, Platz einstellen, lokale Adresse, dieser Platz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1763	P912-E1763	f67r2	CELESTIAL	f67r2.7	CURRENT_BASE	ykchy	Y+K+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, dieser Platz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1764	P912-E1764	f67r2	CELESTIAL	f67r2.7	CURRENT_BASE	kchey	K+CH+E+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Wert zuordnen, Klassenkennung, erster Grad, dieser Platz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1765	P912-E1765	f67r2	CELESTIAL	f67r2.7	CURRENT_BASE	ykchys	Y+K+CH+Y+S	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, Klassenkennung, dieser Platz, Klasse wählen.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1766	P912-E1766	f67r2	CELESTIAL	f67r2.8	CURRENT_BASE	chkchdar	CHK+CHD+AR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Bedingungsklasse, zum nächsten Platz wechseln, Quell- oder Bezugsstelle.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1767	P912-E1767	f67r2	CELESTIAL	f67r2.9	CURRENT_BASE	ykar	Y+K+AR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, Quell- oder Bezugsstelle.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1768	P912-E1768	f67r2	CELESTIAL	f67r2.9	CURRENT_BASE	ykaly	Y+K+AL+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, Zielplatz, dieser Platz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1769	P912-E1769	f67r2	CELESTIAL	f67r2.10	CURRENT_BASE	lkshy	L+K+SH+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Verbindung, Wert zuordnen, Bezug halten, dieser Platz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1770	P912-E1770	f67r2	CELESTIAL	f67r2.10	CURRENT_BASE	kchy	K+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Wert zuordnen, dieser Platz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1771	P912-E1771	f67r2	CELESTIAL	f67r2.10	CURRENT_BASE	okar	OK+AR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Platz aktivieren, Quell- oder Bezugsstelle.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1772	P912-E1772	f67r2	CELESTIAL	f67r2.11	CURRENT_BASE	chky	CHK+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Bedingungsklasse, dieser Platz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1773	P912-E1773	f67r2	CELESTIAL	f67r2.11	CURRENT_BASE	chykchs	CH+Y+K+CH+S	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Klassenkennung, dieser Platz, Wert zuordnen, Klassenkennung, Klasse wählen.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1774	P912-E1774	f67r2	CELESTIAL	f67r2.11	CURRENT_BASE	chy	Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1775	P912-E1775	f67r2	CELESTIAL	f67r2.12	CURRENT_BASE	ykees	Y+K+EE+S	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, zweiter Grad, Klasse wählen.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1776	P912-E1776	f67r2	CELESTIAL	f67r2.12	CURRENT_BASE	ykchos	Y+K+CH+O+S	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, Klassenkennung, Reihe aufrufen, Klasse wählen.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1784	P912-E1784	f67r2	CELESTIAL	f67r2.15	CURRENT_BASE	dolchsody	D_ADDR+OL+CH+S_ADDR+O+DY	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Unterplatz, gleiche Reihe weiter, Klassenkennung, Sternbezug, Reihe aufrufen, Eintrag schließen.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1804	P912-E1804	f67r2	CELESTIAL	f67r2.22	CURRENT_BASE	okal	OK+AL	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Platz aktivieren, Zielplatz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1818	P912-E1818	f67r2	CELESTIAL	f67r2.28	CURRENT_BASE	okain	OK+AIN	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Platz aktivieren, Einheit.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1819	P912-E1819	f67r2	CELESTIAL	f67r2.28	CURRENT_BASE	am	AM_ADDR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Innenplatz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1824	P912-E1824	f67r2	CELESTIAL	f67r2.31	CURRENT_BASE	opcholdy	O+P+OL+D_ADDR+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Reihe aufrufen, Eintrag beginnen, gleiche Reihe weiter, Unterplatz, dieser Platz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1832	P912-E1832	f67r2	CELESTIAL	f67r2.34	CURRENT_BASE	ofar	O+LOCAL_CHAR_F+AR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Reihe aufrufen, f-Zeichen, Quell- oder Bezugsstelle.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1833	P912-E1833	f67r2	CELESTIAL	f67r2.34	CURRENT_BASE	oeoldan	O+E+OL+D_ADDR+AN	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Reihe aufrufen, erster Grad, gleiche Reihe weiter, Unterplatz, Zusatzklasse.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1840	P912-E1840	f67r2	CELESTIAL	f67r2.37	CURRENT_BASE	ytoaiin	Y+T+O+AIIN	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz, Platz einstellen, Reihe aufrufen, verzeichneter Sollwert.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1866	P912-E1866	f67r2	CELESTIAL	f67r2.47	CURRENT_BASE	yfain	Y+LOCAL_CHAR_F+AIN	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz, f-Zeichen, Einheit.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1876	P912-E1876	f67r2	CELESTIAL	f67r2.52	CURRENT_BASE	qotoear	OT+O+E+AR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: nächster Platz, Reihe aufrufen, erster Grad, Quell- oder Bezugsstelle.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1877	P912-E1877	f67r2	CELESTIAL	f67r2.53	CURRENT_BASE	dchdar	D_ADDR+CHD+AR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Unterplatz, zum nächsten Platz wechseln, Quell- oder Bezugsstelle.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1878	P912-E1878	f67r2	CELESTIAL	f67r2.54	CURRENT_BASE	y	Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1879	P912-E1879	f67r2	CELESTIAL	f67r2.54	CURRENT_BASE	saldal	S+AL+DA+L	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Klasse wählen, Zielplatz, zweite Stufe, Verbindung.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1880	P912-E1880	f67r2	CELESTIAL	f67r2.55	CURRENT_BASE	ytodal	Y+T+O+DA+L	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz, Platz einstellen, Reihe aufrufen, zweite Stufe, Verbindung.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1881	P912-E1881	f67r2	CELESTIAL	f67r2.56	CURRENT_BASE	tol	T+OL	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Platz einstellen, gleiche Reihe weiter.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1882	P912-E1882	f67r2	CELESTIAL	f67r2.56	CURRENT_BASE	daiin	AIIN	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: verzeichneter Sollwert.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1883	P912-E1883	f67r2	CELESTIAL	f67r2.57	CURRENT_BASE	otar	OT+AR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: nächster Platz, Quell- oder Bezugsstelle.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1884	P912-E1884	f67r2	CELESTIAL	f67r2.57	CURRENT_BASE	dy	Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1885	P912-E1885	f67r2	CELESTIAL	f67r2.58	CURRENT_BASE	cho	HO	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Teil.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1886	P912-E1886	f67r2	CELESTIAL	f67r2.58	CURRENT_BASE	dal	AL	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Zielplatz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1887	P912-E1887	f67r2	CELESTIAL	f67r2.58	CURRENT_BASE	g	G_LABEL	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: g-Zeichen.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1888	P912-E1888	f67r2	CELESTIAL	f67r2.59	CURRENT_BASE	ytchodly	Y+T+CH+O+D_ADDR+L+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz, Platz einstellen, Klassenkennung, Reihe aufrufen, Unterplatz, Verbindung, dieser Platz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1889	P912-E1889	f67r2	CELESTIAL	f67r2.60	CURRENT_BASE	octhys	O+CTH+Y+S	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Reihe aufrufen, Bereitschaftsklasse, dieser Platz, Klasse wählen.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1890	P912-E1890	f67r2	CELESTIAL	f67r2.61	CURRENT_BASE	ytokar	Y+T+OK+AR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz, Platz einstellen, Platz aktivieren, Quell- oder Bezugsstelle.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1891	P912-E1891	f67r2	CELESTIAL	f67r2.62	CURRENT_BASE	otolor	OT+OL+OR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: nächster Platz, gleiche Reihe weiter, Eintragsklasse.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1892	P912-E1892	f67r2	CELESTIAL	f67r2.63	CURRENT_BASE	okodar	OK+O+DA+R	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Platz aktivieren, Reihe aufrufen, zweite Stufe, Zustandsmarke.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1893	P912-E1893	f67r2	CELESTIAL	f67r2.64	CURRENT_BASE	s	S	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Klasse wählen.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1894	P912-E1894	f67r2	CELESTIAL	f67r2.64	CURRENT_BASE	air	AIR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Ringlauf.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1895	P912-E1895	f67r2	CELESTIAL	f67r2.65	CURRENT_BASE	soear	S+O+E+AR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Klasse wählen, Reihe aufrufen, erster Grad, Quell- oder Bezugsstelle.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1896	P912-E1896	f67r2	CELESTIAL	f67r2.66	CURRENT_BASE	cpheey	CPH+EE+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Gegenplatz, zweiter Grad, dieser Platz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1897	P912-E1897	f67r2	CELESTIAL	f67r2.67	CURRENT_BASE	okodar	OK+O+DA+R	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Platz aktivieren, Reihe aufrufen, zweite Stufe, Zustandsmarke.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1898	P912-E1898	f67r2	CELESTIAL	f67r2.68	CURRENT_BASE	oepchod	O+E+P+CH+O+D_ADDR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Reihe aufrufen, erster Grad, Eintrag beginnen, Klassenkennung, Reihe aufrufen, Unterplatz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1899	P912-E1899	f67r2	CELESTIAL	f67r2.69	CURRENT_BASE	s	S	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Klasse wählen.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1900	P912-E1900	f67r2	CELESTIAL	f67r2.69	CURRENT_BASE	ay	A_ADDR+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: lokale Adresse, dieser Platz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1901	P912-E1901	f67r2	CELESTIAL	f67r2.70	CURRENT_BASE	osar	O+S+AR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Reihe aufrufen, Klasse wählen, Quell- oder Bezugsstelle.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1902	P912-E1902	f67r2	CELESTIAL	f67r2.71	CURRENT_BASE	oran	OR+AN	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Eintragsklasse, Zusatzklasse.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1970	P912-E1970	f68r1	CELESTIAL	f68r1.8	CURRENT_BASE	okodaly	OK+O+DA+L+Y	LOKALE ADRESSE KOPIEREN	mehrteiliger Sternatlas mit lokalen Zentren: Platz aktivieren, Reihe aufrufen, zweite Stufe, Verbindung, dieser Platz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1971	P912-E1971	f68r1	CELESTIAL	f68r1.9	CURRENT_BASE	odchecthy	O+D_ADDR+CH+E+CTH+Y	LOKALE ADRESSE KOPIEREN	mehrteiliger Sternatlas mit lokalen Zentren: Reihe aufrufen, Unterplatz, Klassenkennung, erster Grad, Bereitschaftsklasse, dieser Platz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1972	P912-E1972	f68r1	CELESTIAL	f68r1.10	CURRENT_BASE	otcheody	OT+CHEO+D_ADDR+Y	LOKALE ADRESSE KOPIEREN	mehrteiliger Sternatlas mit lokalen Zentren: nächster Platz, lokaler Eintrag, Unterplatz, dieser Platz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
