candidate_id	surface	prefix_surface	prefix_reading_id	suffix_surface	suffix_reading_id	family	composition	working_meaning_de	spoken_render_de	working_model_score_0_100_not_probability	working_model_level	action_default_allowed	positive_evidence_de	counterevidence_de	open_semantic_slots	expected_occurrences	candidate_decision	composition_semantic_credit	candidate_reading_id	actual_occurrences	actual_pages	actual_loci	sample_loci	prefix_meaning_de	prefix_score	prefix_level	prefix_export_scope	suffix_meaning_de	suffix_score	suffix_level	suffix_export_scope	exact_graphemic_split_count	exact_reading_combination_count	semantic_scope	global_export_scope	exact_whole_surface_default_allowed	component_global_export_allowed	historical_confirmation	score_formula
G734-C11	qoteody	qo	qo#GLOBAL	teody	teody#GLOBAL	TAKE_COLD_PREPARATION_CLOSE	qo+teody	abgekühlten, fertigen Ansatz nehmen	abgekühlten, fertigen Ansatz nehmen	59	W2_PROVISIONAL_WORKING	1	Zehn Cache-Vorkommen und genau die Zweiteilung qo plus teody verbinden Nehmen mit einem kalten fertigen Ansatz.	Die Fassung behauptet keine serielle Abkühl- oder Abschlussaktion; derselbe Patient bleibt eine Arbeitshypothese.	ACTION_ORDER|SHARED_PATIENT	10	PROMOTE_COMPOSITIONAL_WHOLE	1	qoteody#G734	10	8	10	f100v.14|f105r.13|f105r.6|f108r.41|f114v.2|f114v.24|f115v.19|f86v5.29	nehmen	76	W3_SOLID_WORKING_THEORY	GLOBAL_V48_EXACT_WHOLE_DEFAULT	kühle den Ansatz ab und schließe	53	W2_PROVISIONAL_WORKING	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	1	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	H0_NONE	MIN_COMPONENT_PLUS_RECURRENCE_CAP59;RECURRENCE_BONUS=6
G734-C12	qoteol	qo	qo#GLOBAL	teol	teol#GLOBAL	TAKE_COLD_MATERIAL_MIDDLE	qo+teol	abgekühlten Drogenstoff nehmen	abgekühlten Drogenstoff nehmen	59	W2_PROVISIONAL_WORKING	1	Zehn Cache-Vorkommen und genau die Zweiteilung qo plus teol verbinden den starken Nehmen-Block mit einem bereits konkreten gekühlten Drogenstoff.	Drogenstoff bleibt eine Stoffklasse; die genaue Kühlstufe wird im portablen Renderer nicht als historisch identifiziertes Maß gesprochen.	MATERIAL_IDENTITY|EXACT_STAGE_NAME	10	PROMOTE_COMPOSITIONAL_WHOLE	1	qoteol#G734	10	8	10	f102r1.14|f102r1.3|f102r1.8|f102v1.19|f108v.7|f111v.10|f115v.16|f3r.19	nehmen	76	W3_SOLID_WORKING_THEORY	GLOBAL_V48_EXACT_WHOLE_DEFAULT	Drogenstoff auf mittlerer Kühlstufe	76	W3_SOLID_WORKING_THEORY	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	1	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	H0_NONE	MIN_COMPONENT_PLUS_RECURRENCE_CAP59;RECURRENCE_BONUS=6
G734-C13	shod	sh	sh#GLOBAL	od	od#GLOBAL	SOAK_AND_MEASURE_PREPARATION	sh+od	eingeweichter, abgemessener Ansatz	eingeweichter, abgemessener Ansatz	27	W1_WEAK_WORKING	0	Zehn Cache-Vorkommen stützen einen feuchten abgemessenen Ganzwortzustand.	Die eindeutige Zerlegung beweist weder serielle Handlung noch gemeinsamen Patienten; sie erhält keinen Kompositionskredit.	ACTION_ORDER|SHARED_PATIENT	10	LEARNED_WHOLE_NO_COMPOSITIONAL_CREDIT	0	shod#G734	10	9	10	f104v.3|f105r.15|f114v.22|f114v.7|f115r.31|f24v.1|f27r.1|f28r.1	einweichen	31	W1_WEAK_WORKING	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	miss vom Ansatz ab	53	W2_PROVISIONAL_WORKING	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	1	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	H0_NONE	MIN_COMPONENT_PLUS_RECURRENCE_MINUS10_FLOOR20_CAP35;RECURRENCE_BONUS=6
G734-C14	qokl	qok	qok#GLOBAL	l	l#1	HEAT_WOOD_COMMAND	qok+l	holzigen Pflanzenteil erhitzen	holzigen Pflanzenteil erhitzen	37	W1_WEAK_WORKING	1	Neun Cache-Vorkommen und genau die Zweiteilung qok plus l verbinden den Heizbefehl mit dem gebundenen Kopf eines holzigen Pflanzenteils.	L ist allein nicht global exportierbar; Drogenholz bleibt ein Rivale dieser exakten Ganzform und wird nicht als freier Buchstabenwert exportiert.	WOOD_VS_WOODY_PART|BOUND_L_HEAD	9	PROMOTE_COMPOSITIONAL_WHOLE	1	qokl#G734	9	7	9	f104r.41|f107r.36|f111v.24|f111v.27|f115r.40|f116r.36|f79r.15|f79r.7	erhitze Folgendes	31	W1_WEAK_WORKING	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	Holz / holziger Pflanzenteil (nur als Kompositionskopf)	32	W1_WEAK_WORKING	BOUND_SPAN_ONLY_NO_GLOBAL_EXPORT	1	1	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	H0_NONE	MIN_COMPONENT_PLUS_RECURRENCE_CAP59;RECURRENCE_BONUS=6
G734-C15	lkchey	l	l#1	kchey	kchey#1	HOT_DRY_WOOD_MIDDLE	l+kchey	holziger Pflanzenteil, heiß-trocken, Mittelstufe	holziger Pflanzenteil, heiß-trocken, Mittelstufe	37	W1_WEAK_WORKING	0	Acht Cache-Vorkommen und genau die Zweiteilung l plus kchey verbinden den gebundenen Kopf eines holzigen Pflanzenteils mit einem bekannten heiß-trockenen Mittelzustand.	L bleibt gebunden; Drogenholz und die genaue Stufenbezeichnung bleiben Rivalen.	WOOD_VS_WOODY_PART|EXACT_STAGE_NAME	8	PROMOTE_COMPOSITIONAL_WHOLE	1	lkchey#G734	8	4	8	f113r.14|f113r.23|f113r.49|f113r.8|f113v.25|f115v.39|f115v.9|f77v.34	Holz / holziger Pflanzenteil (nur als Kompositionskopf)	32	W1_WEAK_WORKING	BOUND_SPAN_ONLY_NO_GLOBAL_EXPORT	heiß-trocken, Mittelstufe	31	W1_WEAK_WORKING	ACTIVE_WORKING_DEFAULT	1	1	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	H0_NONE	MIN_COMPONENT_PLUS_RECURRENCE_CAP59;RECURRENCE_BONUS=6
G734-C16	polaiin	pol	pol#1	aiin	aiin#1	POWDER_INDEX_III	pol+aiin	Pulver, Wert III	Pulver, Wert III	37	W1_WEAK_WORKING	0	Acht Cache-Vorkommen und genau die Zweiteilung pol plus aiin werden durch die cth/p/s-Kreuzmatrix als Pulverkopf plus dritter Wert gestützt.	Wert III entscheidet nicht zwischen Menge, Form, Charge oder Grad; deshalb wird keine konkrete Einheit erfunden.	INDEX_ROLE|UNIT_IDENTITY|POWDER_IDENTITY	8	PROMOTE_COMPOSITIONAL_WHOLE	1	polaiin#G734	8	5	8	f102r1.3|f105r.11|f108v.5|f113v.10|f113v.21|f113v.45|f113v.47|f79r.26	Pulverstoff	31	W1_WEAK_WORKING	ACTIVE_WORKING_DEFAULT	Menge III	53	W2_PROVISIONAL_WORKING	ACTIVE_WORKING_DEFAULT	1	1	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	H0_NONE	MIN_COMPONENT_PLUS_RECURRENCE_CAP59;RECURRENCE_BONUS=6
G734-C17	qofchedy	qo	qo#GLOBAL	fchedy	fchedy#GLOBAL	TAKE_DRY_FLOWER_FRACTION	qo+fchedy	Blüten-/Fruchtfraktion nehmen; bis Mittelstufe trocknen und abschließen	Blüten-/Fruchtfraktion nehmen; bis Mittelstufe trocknen und abschließen	59	W2_PROVISIONAL_WORKING	1	Acht Cache-Vorkommen und genau die Zweiteilung qo plus fchedy verbinden den starken Nehmen-Block mit der Trocknung einer reproduktiven Pflanzenfraktion.	Blüte gegen Fruchtstand und die genaue Mittelstufe bleiben offen; das Semikolon hält die beiden sichtbaren Aktionskomponenten getrennt.	FLOWER_VS_FRUIT|ACTION_ORDER|EXACT_STAGE_NAME	8	PROMOTE_COMPOSITIONAL_WHOLE	1	qofchedy#G734	8	8	8	f106v.32|f107r.27|f111r.36|f113r.16|f115r.19|f31r.1|f39r.6|f81v.15	nehmen	76	W3_SOLID_WORKING_THEORY	GLOBAL_V48_EXACT_WHOLE_DEFAULT	Blütenfraktion bis zur Mittelstufe trocknen und abschließen	66	W3_SOLID_WORKING_THEORY	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	1	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	H0_NONE	MIN_COMPONENT_PLUS_RECURRENCE_CAP59;RECURRENCE_BONUS=6
G734-C18	shdar	sh	sh#GLOBAL	dar	dar#1	SOAK_SHARE_I	sh+dar	eingeweichter, abgemessener Anteil I	eingeweichter, abgemessener Anteil I	32	W1_WEAK_WORKING	0	Acht Cache-Vorkommen und die sh/dar-Familie stützen Feuchte, Abmessung und Anteil I als nominalen Ganzwortwert.	Ob der Anteil vor oder nach dem Einweichen abgemessen wird, bleibt offen; keine globale Aktionsfolge.	ACTION_ORDER|SHARE_VS_FRACTION	8	REVISE_ROLE_CONSTRAINED_WHOLE	1	shdar#G734	8	7	8	f103r.31|f106v.18|f112r.34|f115v.34|f85r1.31|f85r1.8|f86v5.7|f86v6.27	einweichen	31	W1_WEAK_WORKING	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	abgemessener Anteil I	61	W3_SOLID_WORKING_THEORY	ACTIVE_WORKING_DEFAULT	1	1	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	H0_NONE	MIN_COMPONENT_PLUS_RECURRENCE_MINUS5_CAP39;RECURRENCE_BONUS=6
G734-C19	lkeeey	l	l#1	keeey	keeey#1	STRONGLY_HEATED_WOOD_END	l+keeey	holziger Pflanzenteil, stark erhitzt, Endstufe	holziger Pflanzenteil, stark erhitzt, Endstufe	31	W1_WEAK_WORKING	0	Sieben Cache-Vorkommen und die l/keeey-Familie verbinden einen holzigen Kopf mit dem stark erhitzten Endzustand.	L bleibt gebunden; Drogenholz gegen anderen holzigen Pflanzenteil und eine numerische Stufe III bleiben offen.	WOOD_VS_WOODY_PART|EXACT_STAGE_NAME	7	REVISE_ROLE_CONSTRAINED_WHOLE	1	lkeeey#G734	7	6	7	f107v.30|f108v.27|f111r.34|f111r.45|f111v.22|f113r.49|f115v.14	Holz / holziger Pflanzenteil (nur als Kompositionskopf)	32	W1_WEAK_WORKING	BOUND_SPAN_ONLY_NO_GLOBAL_EXPORT	stark erhitzt, Endstufe III	39	W1_WEAK_WORKING	ACTIVE_WORKING_DEFAULT	1	1	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	H0_NONE	MIN_COMPONENT_PLUS_RECURRENCE_MINUS5_CAP39;RECURRENCE_BONUS=4
G734-C20	okcho	o	o#GLOBAL	kcho	kcho#GLOBAL	HOT_DRY_PREPARATION	o+kcho	heiß-trockene Zubereitung	heiß-trockene Zubereitung	20	W1_WEAK_WORKING	0	Sieben Cache-Vorkommen stützen die heiße trockene Zubereitung als Ganzwortdefault.	Der schwache o-Wert fügt keinen sicheren Slot hinzu; die Zerlegung erhält keinen Kompositionskredit.	O_CARRIER_IDENTITY|PRODUCT_HEAD_IDENTITY	7	LEARNED_WHOLE_NO_COMPOSITIONAL_CREDIT	0	okcho#G734	7	7	7	f104r.13|f106r.2|f115r.18|f24v.2|f45r.11|f47r.9|f66r.52	Ansatzwasser	18	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	Zubereitung: heiß und trocken	61	W3_SOLID_WORKING_THEORY	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	1	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	H0_NONE	MIN_COMPONENT_PLUS_RECURRENCE_MINUS10_FLOOR20_CAP35;RECURRENCE_BONUS=4
