cell_id	page	locus	token_ordinal	surface	v99r6_spoken_cell_de	v99r7_semantic_value_de	v99r7_spoken_cell_de	gdt734_dispatch_class	gdt734_authority_id	gdt734_score_0_100_not_probability	gdt734_confidence_level	gdt734_semantic_scope	gdt734_global_export_scope	gdt734_candidate_decision	gdt734_composition_semantic_credit	practical_unit_layer	practical_unit_id	practical_unit_role	v99r6_practical_render_once_de	v99r7_practical_render_once_de	v99r7_changed_from_v99r6	editorial_override_applied	unknown_v99r6	unknown_v99r7	component_export_credit
G733-C00011	f100r	f100r.12	8	sheey	vollständig angefeuchtet	feucht am Ende des Grades	vollständig angefeuchtet	UNCHANGED_GDT733	G732-X0001	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	vollständig angefeuchtet	vollständig angefeuchtet	0	0	0	0	0
G733-C00012	f100r	f100r.12	9	cho	Trockenansatz	Trockenansatz	Trockenansatz	UNCHANGED_GDT733	cho#GLOBAL	56	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Trockenansatz	Trockenansatz	0	0	0	0	0
G733-C00013	f100r	f100r.12	10	s	Samen-/Saatgutposten	Samen-/Saatgutposten	Samen-/Saatgutposten	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Samen-/Saatgutposten	Samen-/Saatgutposten	0	0	0	0	0
G733-C00014	f100r	f100r.13	1	dsheor	[dsheor:?]	[dsheor:?]	[dsheor:?]	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[dsheor:?]	[dsheor:?]	0	0	1	1	0
G733-C00015	f100r	f100r.13	2	cthey	Pflanzendroge, Form I	Pflanzendroge, Form I	Pflanzendroge, Form I	UNCHANGED_GDT733	cthey#GLOBAL	66	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Pflanzendroge, Form I	Pflanzendroge, Form I	0	0	0	0	0
G733-C00016	f100r	f100r.13	3	qokeey	vollständig erhitzt	heiß am Ende des Grades	vollständig erhitzt	UNCHANGED_GDT733	qokeey#GLOBAL	71	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	vollständig erhitzt	vollständig erhitzt	0	0	0	0	0
G733-C00017	f100r	f100r.13	4	oteey	vollständig abgekühlter Ansatz	kalter Ansatz am Ende des Grades	vollständig abgekühlter Ansatz	UNCHANGED_GDT733	oteey#GLOBAL	71	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	vollständig abgekühlter Ansatz	vollständig abgekühlter Ansatz	0	0	0	0	0
G733-C00018	f100r	f100r.13	5	ykeeodain	[ykeeodain:?]	[ykeeodain:?]	[ykeeodain:?]	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[ykeeodain:?]	[ykeeodain:?]	0	0	1	1	0
G733-C00019	f100r	f100r.13	6	rorarydaiin	[rorarydaiin:?]	[rorarydaiin:?]	[rorarydaiin:?]	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[rorarydaiin:?]	[rorarydaiin:?]	0	0	1	1	0
G733-C00020	f100r	f100r.13	7	daiin	Grad-/Maßwert III	Grad-/Maßwert III	Grad-/Maßwert III	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Grad-/Maßwert III	Grad-/Maßwert III	0	0	0	0	0
G733-C00021	f100r	f100r.13	8	deeomchol	[deeomchol:?]	[deeomchol:?]	[deeomchol:?]	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[deeomchol:?]	[deeomchol:?]	0	0	1	1	0
G733-C00022	f100r	f100r.14	1	shor	Blüten-/Fruchtstand; reproduktiver Teil	Blüten-/Fruchtstand; reproduktiver Teil	Blüten-/Fruchtstand; reproduktiver Teil	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Blüten-/Fruchtstand; reproduktiver Teil	Blüten-/Fruchtstand; reproduktiver Teil	0	0	0	0	0
G733-C00023	f100r	f100r.14	2	chkeey	[chkeey:?]	heiß-trocken, Endstufe	heiß-trocken, Endstufe	UNIQUE_SPLIT_EXPLORATORY_WHOLE	chkeey#G734	27	W1_WEAK_WORKING	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	LEARNED_WHOLE_NO_COMPOSITIONAL_CREDIT	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[chkeey:?]	heiß-trocken, Endstufe	1	0	1	0	0
G733-C00024	f100r	f100r.14	3	qoteey	vollständig abgekühlt	kalt am Ende des Grades	vollständig abgekühlt	UNCHANGED_GDT733	qoteey#GLOBAL	71	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	vollständig abgekühlt	vollständig abgekühlt	0	0	0	0	0
G733-C00025	f100r	f100r.14	4	qokeody	[qokeody:?]	[qokeody:?]	[qokeody:?]	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[qokeody:?]	[qokeody:?]	0	0	1	1	0
G733-C00026	f100r	f100r.14	5	qoteold	[qoteold:?]	[qoteold:?]	[qoteold:?]	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[qoteold:?]	[qoteold:?]	0	0	1	1	0
G733-C00027	f100r	f100r.14	6	qokeol	erhitze den Drogenstoff bis zur Mittelstufe	erhitze den Drogenstoff bis zur Mittelstufe	erhitze den Drogenstoff bis zur Mittelstufe	UNCHANGED_GDT733	qokeol#GLOBAL	76	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	erhitze den Drogenstoff bis zur Mittelstufe	erhitze den Drogenstoff bis zur Mittelstufe	0	0	0	0	0
G733-C00028	f100r	f100r.14	7	so	[so:?]	[so:?]	[so:?]	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[so:?]	[so:?]	0	0	1	1	0
G733-C00029	f100r	f100r.14	8	raiin	Wurzel, Typ/Charge III	Wurzel, Typ/Charge III	Wurzel, Typ/Charge III	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Wurzel, Typ/Charge III	Wurzel, Typ/Charge III	0	0	0	0	0
G733-C00030	f100r	f100r.14	9	otal	Rohstoffklasse I im leicht abgekühlten Ansatz	Rohstoffklasse I im Ansatz, kalt am Gradanfang	Rohstoffklasse I im leicht abgekühlten Ansatz	UNCHANGED_GDT733	G732-X0002	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Rohstoffklasse I im leicht abgekühlten Ansatz	Rohstoffklasse I im leicht abgekühlten Ansatz	0	0	0	0	0
G733-C00031	f100r	f100r.14	10	ykeeeo	[ykeeeo:?]	[ykeeeo:?]	[ykeeeo:?]	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[ykeeeo:?]	[ykeeeo:?]	0	0	1	1	0
G733-C00032	f100r	f100r.15	1	dcheor	[dcheor:?]	[dcheor:?]	[dcheor:?]	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[dcheor:?]	[dcheor:?]	0	0	1	1	0
G733-C00033	f100r	f100r.15	2	shol	feucht; nominal feuchtes Gut/Material	feucht; nominal feuchtes Gut/Material	feucht; nominal feuchtes Gut/Material	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	feucht; nominal feuchtes Gut/Material	feucht; nominal feuchtes Gut/Material	0	0	0	0	0
G733-C00034	f100r	f100r.15	3	qokeeol	[qokeeol:?]	[qokeeol:?]	[qokeeol:?]	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[qokeeol:?]	[qokeeol:?]	0	0	1	1	0
G733-C00035	f100r	f100r.15	4	chor	Pflanzen-/Reproduktionsteil	Pflanzen-/Reproduktionsteil	Pflanzen-/Reproduktionsteil	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Pflanzen-/Reproduktionsteil	Pflanzen-/Reproduktionsteil	0	0	0	0	0
G733-C00036	f100r	f100r.15	5	chol	trocken; nominal trockenes Gut/Material	trocken; nominal trockenes Gut/Material	trocken; nominal trockenes Gut/Material	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	trocken; nominal trockenes Gut/Material	trocken; nominal trockenes Gut/Material	0	0	0	0	0
G733-C00037	f100r	f100r.15	6	qokeeody	vollständig ausgekochter Ansatz	vollständig ausgekochter Ansatz	vollständig ausgekochter Ansatz	UNCHANGED_GDT733	qokeeody#GLOBAL	68	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	vollständig ausgekochter Ansatz	vollständig ausgekochter Ansatz	0	0	0	0	0
G733-C00038	f100r	f100r.15	7	dareu	[dareu:?]	[dareu:?]	[dareu:?]	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[dareu:?]	[dareu:?]	0	0	1	1	0
G733-C00039	f100r	f100r.16	1	okeeos	[okeeos:?]	[okeeos:?]	[okeeos:?]	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[okeeos:?]	[okeeos:?]	0	0	1	1	0
G733-C00040	f100r	f100r.17	1	shockhey	Arzneikompositum im Feuchtansatz, Mittelstufe	Arzneikompositum im Feuchtansatz in der Gradmitte	Arzneikompositum im Feuchtansatz, Mittelstufe	UNCHANGED_GDT733	shockhey#GLOBAL	61	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Arzneikompositum im Feuchtansatz, Mittelstufe	Arzneikompositum im Feuchtansatz, Mittelstufe	0	0	0	0	0
G733-C00041	f100r	f100r.18	1	orol	Drogenstoffportion	Drogenstoffportion	Drogenstoffportion	UNCHANGED_GDT733	orol#GLOBAL	68	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Drogenstoffportion	Drogenstoffportion	0	0	0	0	0
G733-C00042	f100r	f100r.19	1	olcheom	[olcheom:?]	[olcheom:?]	[olcheom:?]	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[olcheom:?]	[olcheom:?]	0	0	1	1	0
G733-C00043	f100r	f100r.2	1	sochorcfhy	[sochorcfhy:?]	[sochorcfhy:?]	[sochorcfhy:?]	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[sochorcfhy:?]	[sochorcfhy:?]	0	0	1	1	0
G733-C00044	f100r	f100r.20	1	oteol	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	UNCHANGED_GDT733	oteol#GLOBAL	76	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	0	0	0	0	0
G733-C00045	f100r	f100r.21	1	okols	[okols:?]	[okols:?]	[okols:?]	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[okols:?]	[okols:?]	0	0	1	1	0
G733-C00046	f100r	f100r.22	1	folshody	[folshody:?]	[folshody:?]	[folshody:?]	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[folshody:?]	[folshody:?]	0	0	1	1	0
G733-C00047	f100r	f100r.22	2	choldaiin	trocken, Grad III	trocken, Grad III	trocken, Grad III	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	trocken, Grad III	trocken, Grad III	0	0	0	0	0
G733-C00048	f100r	f100r.22	3	fchod	[fchod:?]	[fchod:?]	[fchod:?]	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[fchod:?]	[fchod:?]	0	0	1	1	0
G733-C00049	f100r	f100r.22	4	ycheol	trockener Drogenstoff dieser Droge	trockener Drogenstoff dieser Droge	trockener Drogenstoff dieser Droge	UNCHANGED_GDT733	ycheol#GLOBAL	71	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	trockener Drogenstoff dieser Droge	trockener Drogenstoff dieser Droge	0	0	0	0	0
G733-C00050	f100r	f100r.22	5	cphol	zusammengesetzter Drogenstoff	zusammengesetzter Drogenstoff	zusammengesetzter Drogenstoff	UNCHANGED_GDT733	cphol#GLOBAL	76	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	zusammengesetzter Drogenstoff	zusammengesetzter Drogenstoff	0	0	0	0	0
G733-C00051	f100r	f100r.22	6	qotees	[qotees:?]	[qotees:?]	[qotees:?]	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[qotees:?]	[qotees:?]	0	0	1	1	0
G733-C00052	f100r	f100r.22	7	shey	bis zur Mittelstufe angefeuchtet	feucht in der Mitte des Grades	bis zur Mittelstufe angefeuchtet	UNCHANGED_GDT733	G732-X0003	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	bis zur Mittelstufe angefeuchtet	bis zur Mittelstufe angefeuchtet	0	0	0	0	0
G733-C00053	f100r	f100r.22	8	aseso	[aseso:?]	[aseso:?]	[aseso:?]	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[aseso:?]	[aseso:?]	0	0	1	1	0
G733-C00054	f100r	f100r.22	9	alcfhy	[alcfhy:?]	[alcfhy:?]	[alcfhy:?]	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[alcfhy:?]	[alcfhy:?]	0	0	1	1	0
G733-C00055	f100r	f100r.23	1	soiin	Samenzubereitung, Form III	Samenzubereitung, Form III	Samenzubereitung, Form III	UNCHANGED_GDT733	soiin#GLOBAL	61	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Samenzubereitung, Form III	Samenzubereitung, Form III	0	0	0	0	0
G733-C00056	f100r	f100r.23	2	chol	trocken; nominal trockenes Gut/Material	trocken; nominal trockenes Gut/Material	trocken; nominal trockenes Gut/Material	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	trocken; nominal trockenes Gut/Material	trocken; nominal trockenes Gut/Material	0	0	0	0	0
G733-C00057	f100r	f100r.23	3	cphol	zusammengesetzter Drogenstoff	zusammengesetzter Drogenstoff	zusammengesetzter Drogenstoff	UNCHANGED_GDT733	cphol#GLOBAL	76	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	zusammengesetzter Drogenstoff	zusammengesetzter Drogenstoff	0	0	0	0	0
G733-C00058	f100r	f100r.23	4	shol	feucht; nominal feuchtes Gut/Material	feucht; nominal feuchtes Gut/Material	feucht; nominal feuchtes Gut/Material	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	feucht; nominal feuchtes Gut/Material	feucht; nominal feuchtes Gut/Material	0	0	0	0	0
G733-C00059	f100r	f100r.23	5	shol	feucht; nominal feuchtes Gut/Material	feucht; nominal feuchtes Gut/Material	feucht; nominal feuchtes Gut/Material	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	feucht; nominal feuchtes Gut/Material	feucht; nominal feuchtes Gut/Material	0	0	0	0	0
G733-C00060	f100r	f100r.23	6	qockhol	[qockhol:?]	Mischgut zugeben	Mischung zugeben	ACTIVE_WHOLE_EXPORT_REPAIR	qockhol#V84_1	49	W2_PROVISIONAL_WORKING	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[qockhol:?]	Mischung zugeben	1	1	1	0	0
G733-C00061	f100r	f100r.23	7	chor	Pflanzen-/Reproduktionsteil	Pflanzen-/Reproduktionsteil	Pflanzen-/Reproduktionsteil	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Pflanzen-/Reproduktionsteil	Pflanzen-/Reproduktionsteil	0	0	0	0	0
G733-C00062	f100r	f100r.23	8	chol	trocken; nominal trockenes Gut/Material	trocken; nominal trockenes Gut/Material	trocken; nominal trockenes Gut/Material	UNCHANGED_GDT733	GDT671_V48_CACHE_CELL	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	trocken; nominal trockenes Gut/Material	trocken; nominal trockenes Gut/Material	0	0	0	0	0
G733-C00063	f100r	f100r.23	9	sho	feuchter Ansatz	feuchter Ansatz	feuchter Ansatz	UNCHANGED_GDT733	sho#GLOBAL	76	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	feuchter Ansatz	feuchter Ansatz	0	0	0	0	0
G733-C00064	f100r	f100r.23	10	keey	vollständig erhitzt	heiß am Ende des Grades	vollständig erhitzt	UNCHANGED_GDT733	G732-X0004	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	vollständig erhitzt	vollständig erhitzt	0	0	0	0	0
