repair_id	surface	reading_id	cache_occurrences_repaired	page_count	locus_count	v99r4_semantic_default_de	v99r7_spoken_default_de	working_model_score_0_100_not_probability	working_model_level	positive_evidence_de	counterevidence_de	semantic_scope	global_export_scope	unconditional_global_export_allowed	gdt734_renderer_decision	gdt734_renderer_blocker_status	component_export_allowed	repair_basis
G734-R019	tshol	tshol#1	5	5	5	kalt-feucht	kalt-feucht	39	W1_WEAK_WORKING	GDT712 trennt erneut Wortkern und lokale Realisierung: GDT684 traegt MATERIAL_ROLE, STATE_COLD und STATE_WET; GDT685 erlaubt den Zustand, aber keinen universal erfundenen OL-Stoffkopf. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT712 Gegenbeleg: Singleton; Stoffart, Einweichhandlung und freie T/SH/OL-Werte bleiben offen. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	INHERITED_UNCHANGED	NONE	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R020	chepy	chepy#1	4	4	4	Trockenpulver in Grundform	trockenes Pulver, Grundform	61	W3_SOLID_WORKING_THEORY	2 aktive exakte Positionen auf 2 Seiten und 2 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 2 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: NONE	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	RENDERER_REVISE	OPEN_FORM_NAME	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R021	keo	keo#1	4	4	4	heiße Zubereitung, Mittelstufe	erhitzter Ansatz, Mittelstufe	31	W1_WEAK_WORKING	GDT714 trennt erneut Wortkern und lokale Realisierung: GDT678 auditiert fuenf K-E-O-Kontexte: zwei behalten die heiße Zubereitung, drei keo-r-Stellen werden vom bekannten keor-Ganzwort gerendert. GDT711 stuetzt Zustand, Stufe und O-Rahmen. Die reine Kernkompression verdient keine neuen Punkte. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT714 Gegenbeleg: Die aktive f7r-Stelle ist gebunden; E und Inhalt der Zubereitung bleiben offen. Der lokale Join erlaubt kein globales keo+r-Gesetz. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	RENDERER_REVISE	BOUND_SPAN_PRECEDENCE	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R022	ltedy	ltedy#1	4	4	4	fertig abgekühltes Holz, Mittelstufe	fertig abgekühltes Holz, Mittelstufe	44	W2_PROVISIONAL_WORKING	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT690: Nomenordinal-, Kopf- und Rivalenapparat; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	INHERITED_UNCHANGED	NONE	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R023	qokeod	qokeod#1	4	4	4	heißen Auszug bereiten und abschließen	Ansatz erhitzen und abschließen	49	W2_PROVISIONAL_WORKING	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 1 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: NONE	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	RENDERER_REVISE	EXTRACTION_UNSUPPORTED	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R024	sheeey	sheeey#1	4	4	4	feucht, Endstufe	feucht, Endstufe	35	W1_WEAK_WORKING	GDT712 trennt erneut Wortkern und lokale Realisierung: GDT684 traegt MATERIAL_ROLE, STATE_WET und VALUE_GRADE; die SHEEY-Schwester belegt feucht plus Endstufe. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT712 Gegenbeleg: Singleton; das zusaetzliche E und die konkrete Einweichhandlung sind nicht separat lizenziert. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	INHERITED_UNCHANGED	NONE	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R025	chetain	chetain#1	3	3	3	bis Mittelstufe trocknen, dann auf Kühlstufe II bringen	bis Mittelstufe trocknen, dann auf Kühlstufe II bringen	49	W2_PROVISIONAL_WORKING	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 1 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: NONE	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	INHERITED_UNCHANGED	NONE	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R026	kchody	kchody#1	3	3	3	heiß-trocken; abgeschlossen	heiß-trocken; abgeschlossen	30	W1_WEAK_WORKING	GDT719 trennt den portablen Ergebnis-/Zustandskern vom lokalen Produktkopf: GDT689 klassifiziert kchody als NO_FORMAL_DY und unexportiertes Ganzwort; GDT677 bewahrt den heiß-trockenen abgeschlossenen Kern an vier Fundstellen; GDT691 liefert den lokalen Zubereitungskopf. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT719 Gegenbeleg: Die sichtbare Schwester kchoy besitzt keinen selbständigen Arbeitswert; GDT677s frühere DY-Zerlegung wird durch GDT689 überholt und darf nicht exportiert werden. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	INHERITED_UNCHANGED	NONE	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R027	oair	oair#1	3	3	3	Zubereitungsanteil II	Zubereitungsanteil II	34	W1_WEAK_WORKING	GDT716 bindet die indexierte Anteilsleiter und trennt den lokalen Referenten: GDT693 bindet O+AIR an den ausgewaehlten Anteil II im Zubereitungsrahmen und bildet die direkte Schwester zu OAR; GDT711 liefert genau einmal F_R. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT693: AR-Kopf-Semantiktournament; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT716 Gegenbeleg: O waehlt keinen bestimmten Ansatz oder Pulverstoff; die benachbarte Pulverfolge ist nur Fundstellenkontext. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	INHERITED_UNCHANGED	NONE	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R028	opchedaiin	opchedaiin#1	3	3	3	drei Portionen bis zur Mittelstufe getrockneten Pulvers	drei Portionen bis zur Mittelstufe getrockneten Pulvers	30	W1_WEAK_WORKING	GDT722 schließt die Form als konkreten gebundenen, nicht zerlegten Rendererwert: GDT691 entfernt den redundanten zweiten Ansatzkopf; die exakte Position trägt Pulver, Trocknung bis Mittelstufe und eine Dreimenge. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	GDT722 Grenze: GDT635 lizenziert p=Pulver nur tokeninitial; O|P|CHEDAIIN ist nicht als Komponentenfolge belegt, und die genaue Einheit bleibt offen. Portion ist hier der neutrale praktische Renderer. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	INHERITED_UNCHANGED	NONE	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R029	otarar	otarar#1	3	3	3	kalter Unteranteil I von Zubereitungsanteil I	kalter Unteranteil I von Zubereitungsanteil I	38	W1_WEAK_WORKING	GDT716 bindet die indexierte Anteilsleiter und trennt den lokalen Referenten: GDT693 bindet beide sichtbaren R-Selektoren als Anteil I und Unteranteil I im kalten Zubereitungsrahmen; GDT711 liefert F_R nur einmal. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT693: AR-Kopf-Semantiktournament; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT716 Gegenbeleg: Die Rekursion identifiziert weder physische Trennung noch Stoff oder Auszug; beide AR bleiben gebunden und nicht frei exportierbar. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	INHERITED_UNCHANGED	NONE	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R030	qy	qy#1	3	3	3	hiervon nehmen	hiervon nehmen	31	W1_WEAK_WORKING	GDT725 audit: GDT678 bindet die TAKE-Funktion an die exakte Kurzkarte über vier Kontexte; keine zusätzliche Objektidentität wird eingetragen. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 1 aktionslizenzierte und 0 identitaetssignalisierte Positionen; Der Singleton ist an seiner Position als TAKE-Aktion lizenziert.	GDT725 Grenze: Drei Stellen haben Leser-Rivalen; hierzu oder anschließend bleibt möglich; keine freie q- oder y-Regel. || Keine historische Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	INHERITED_UNCHANGED	NONE	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R031	ykcho	ykcho#1	3	3	3	warme Trockenmischung	erwärmte Trockenmischung	30	W1_WEAK_WORKING	GDT723 trennt portablen Kern und exakte Fundstellenausgabe: Die exakte P242-Aktion traegt ACT_PREPARE, STATE_HOT und STATE_DRY; GDT691 stellt sie der kalten YTCHO-Schwester mit demselben praktischen Mischkopf gegenueber. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 1 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT723 Grenze: Hieraus und bereiten sind positionsgebunden; heiße Trockenzubereitung und Trockenextrakt rivalisieren, und Y/K/CHO erhalten keine Einzelwerte. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	RENDERER_REVISE	OPEN_HEAT_DEGREE	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R032	chokol	chokol#V84_1	2	2	2	heißes Trockengut	erhitzte trockene Zubereitung	44	W2_PROVISIONAL_WORKING	GDT711 trennt den kompakten Wortkern von der positionsgebundenen Satzrealisierung. || CH/K/OL stützen heiß plus trockenes Material.	Historisch unbestätigte Arbeitstheorie; keine Klartextidentifikation. || Hitze ohne geschriebenes Kochen oder Abziehen identifiziert keinen Absud.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	RENDERER_REVISE	OPEN_PRODUCT_HEAD	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
