change_id	cell_id	page	locus	token_ordinal	surface	v99r6_before_de	v99r7_semantic_de	v99r7_spoken_de	dispatch_class	authority_id	working_model_score_0_100_not_probability	working_model_level	positive_evidence_de	counterevidence_de	semantic_scope	global_export_scope	exact_whole_surface_default_allowed	component_global_export_allowed	candidate_decision	composition_semantic_credit	score_formula	editorial_decision	editorial_blocker_status
G734-P0019	G733-C00716	f103r	f103r.16	11	shky	[shky:?]	heiß angefeuchtet, Anfangsstufe	heiß angefeuchtet, Anfangsstufe	UNIQUE_SPLIT_EXPLORATORY_WHOLE	shky#G734	32	W1_WEAK_WORKING	Zwölf Cache-Vorkommen und die sh/ky-Familie stützen Feuchte, Hitze und Anfangsstufe als nominalen Ganzwortzustand.	Einweichen als Imperativ ist nur lokal denkbar; der Patient fehlt und wird nicht globalisiert.	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	REVISE_ROLE_CONSTRAINED_WHOLE	1	MIN_COMPONENT_PLUS_RECURRENCE_MINUS5_CAP39;RECURRENCE_BONUS=6	NONE	NONE
G734-P0020	G733-C00775	f103r	f103r.21	6	chepy	[chepy:?]	Trockenpulver in Grundform	trockenes Pulver, Grundform	ACTIVE_WHOLE_EXPORT_REPAIR	chepy#1	61	W3_SOLID_WORKING_THEORY	2 aktive exakte Positionen auf 2 Seiten und 2 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 2 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: NONE	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	0	NONE	0	INHERITED_SCORE_UNCHANGED	RENDERER_REVISE	OPEN_FORM_NAME
G734-P0021	G733-C00818	f103r	f103r.25	8	okeeey	[okeeey:?]	stark erhitzt, Endstufe	stark erhitzt, Endstufe	UNIQUE_SPLIT_EXPLORATORY_WHOLE	okeeey#G734	21	W1_WEAK_WORKING	Zwanzig Cache-Vorkommen und die eindeutige o-plus-keeey-Route stützen die stark erhitzte Endstufe als Ganzwortkern.	Der schwache o-Wert identifiziert keinen Patienten; Ansatz, Wasser oder Zubereitung werden deshalb nicht gesprochen.	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	REVISE_ROLE_CONSTRAINED_WHOLE	1	MIN_COMPONENT_PLUS_RECURRENCE_MINUS5_CAP39;RECURRENCE_BONUS=8	NONE	NONE
G734-P0022	G733-C00888	f103r	f103r.31	8	shdar	[shdar:?]	eingeweichter, abgemessener Anteil I	eingeweichter, abgemessener Anteil I	UNIQUE_SPLIT_EXPLORATORY_WHOLE	shdar#G734	32	W1_WEAK_WORKING	Acht Cache-Vorkommen und die sh/dar-Familie stützen Feuchte, Abmessung und Anteil I als nominalen Ganzwortwert.	Ob der Anteil vor oder nach dem Einweichen abgemessen wird, bleibt offen; keine globale Aktionsfolge.	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	REVISE_ROLE_CONSTRAINED_WHOLE	1	MIN_COMPONENT_PLUS_RECURRENCE_MINUS5_CAP39;RECURRENCE_BONUS=6	NONE	NONE
G734-P0023	G733-C00911	f103r	f103r.34	1	sheod	[sheod:?]	vom feuchten Ansatz abmessen	vom feuchten Ansatz abmessen	UNIQUE_SPLIT_EXPLORATORY_WHOLE	sheod#G734	59	W2_PROVISIONAL_WORKING	Elf Cache-Vorkommen und genau die Zweiteilung she plus od verbinden den stabilen Feuchtwert mit dem bekannten Abmessblock.	Ansatz ist der praktisch beste Patient, aber nicht unabhängig als Stoff oder Gefäßinhalt identifiziert.	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	PROMOTE_COMPOSITIONAL_WHOLE	1	MIN_COMPONENT_PLUS_RECURRENCE_CAP59;RECURRENCE_BONUS=6	NONE	NONE
G734-P0024	G733-C00976	f103r	f103r.41	2	sheeey	[sheeey:?]	feucht, Endstufe	feucht, Endstufe	ACTIVE_WHOLE_EXPORT_REPAIR	sheeey#1	35	W1_WEAK_WORKING	GDT712 trennt erneut Wortkern und lokale Realisierung: GDT684 traegt MATERIAL_ROLE, STATE_WET und VALUE_GRADE; die SHEEY-Schwester belegt feucht plus Endstufe. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT712 Gegenbeleg: Singleton; das zusaetzliche E und die konkrete Einweichhandlung sind nicht separat lizenziert. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	0	NONE	0	INHERITED_SCORE_UNCHANGED	NONE	NONE
G734-P0025	G733-C01231	f103v	f103v.15	7	olchey	[olchey:?]	Holzansatz, bis Mittelstufe getrocknet	Holzansatz, bis Mittelstufe getrocknet	ACTIVE_WHOLE_EXPORT_REPAIR	olchey#1	44	W2_PROVISIONAL_WORKING	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT690: Nomenordinal-, Kopf- und Rivalenapparat; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	0	NONE	0	INHERITED_SCORE_UNCHANGED	NONE	NONE
G734-P0026	G733-C01628	f104r	f104r.10	5	os	[os:?]	Zubereitung	Zubereitung	ACTIVE_WHOLE_EXPORT_REPAIR	os#1	16	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT714 trennt erneut Wortkern und lokale Realisierung: GDT673 auditiert 23 O-S-Ganzformen auf 21 Seiten: 14 sind bei beiden Alternativlesern exakt, sieben bei einem und zwei bei keinem. Nur O liefert den gebundenen Zubereitungsrahmen und den Familienbonus von drei Punkten; die unbelegte Charge entfaellt. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT714 Gegenbeleg: S ist keine freie Species-, Charge- oder Formuebersetzung; Inhalt und genaue S-Klasse bleiben offen. Die kurze Form bleibt W0. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	0	NONE	0	INHERITED_SCORE_UNCHANGED	HOLD_UNCHANGED	GENERIC_BLOCKER
G734-P0027	G733-C01658	f104r	f104r.13	4	okcho	[okcho:?]	heiß-trockene Zubereitung	heiß-trockene Zubereitung	UNIQUE_SPLIT_EXPLORATORY_WHOLE	okcho#G734	20	W1_WEAK_WORKING	Sieben Cache-Vorkommen stützen die heiße trockene Zubereitung als Ganzwortdefault.	Der schwache o-Wert fügt keinen sicheren Slot hinzu; die Zerlegung erhält keinen Kompositionskredit.	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	LEARNED_WHOLE_NO_COMPOSITIONAL_CREDIT	0	MIN_COMPONENT_PLUS_RECURRENCE_MINUS10_FLOOR20_CAP35;RECURRENCE_BONUS=4	NONE	NONE
G734-P0028	G733-C01731	f104r	f104r.2	11	os	[os:?]	Zubereitung	Zubereitung	ACTIVE_WHOLE_EXPORT_REPAIR	os#1	16	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT714 trennt erneut Wortkern und lokale Realisierung: GDT673 auditiert 23 O-S-Ganzformen auf 21 Seiten: 14 sind bei beiden Alternativlesern exakt, sieben bei einem und zwei bei keinem. Nur O liefert den gebundenen Zubereitungsrahmen und den Familienbonus von drei Punkten; die unbelegte Charge entfaellt. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT714 Gegenbeleg: S ist keine freie Species-, Charge- oder Formuebersetzung; Inhalt und genaue S-Klasse bleiben offen. Die kurze Form bleibt W0. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	0	NONE	0	INHERITED_SCORE_UNCHANGED	HOLD_UNCHANGED	GENERIC_BLOCKER
G734-P0029	G733-C01773	f104r	f104r.23	10	aiir	[aiir:?]	Anteil III	Anteil III	ACTIVE_WHOLE_EXPORT_REPAIR	aiir#1	38	W1_WEAK_WORKING	GDT716 bindet die indexierte Anteilsleiter und trennt den lokalen Referenten: GDT693 waehlt fuer die exakte AIIR-Zelle den indexierten Anteil III und bindet P136 als R-Share; GDT711 liefert genau einmal F_R. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT693: AR-Kopf-Semantiktournament; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT716 Gegenbeleg: AIIR benennt keinen Drogenstoff; die trockene Zubereitung stammt nur aus dem unmittelbaren CHOS-Kontext und bleibt eine lokale Referenz. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	0	NONE	0	INHERITED_SCORE_UNCHANGED	NONE	NONE
G734-P0030	G733-C01816	f104r	f104r.28	4	aror	[aror:?]	eine Portion des Drogenanteils I	ein Teil aus Anteil I	ACTIVE_WHOLE_EXPORT_REPAIR	aror#1	44	W2_PROVISIONAL_WORKING	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT693: AR-Kopf-Semantiktournament; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	0	NONE	0	INHERITED_SCORE_UNCHANGED	RENDERER_REVISE	OPEN_MATERIAL
G734-P0031	G733-C01821	f104r	f104r.28	9	cheeo	[cheeo:?]	vollständig getrocknet	vollständig getrocknet	UNIQUE_SPLIT_EXPLORATORY_WHOLE	cheeo#G734	20	W1_WEAK_WORKING	Neunzehn Cache-Vorkommen sichern den vollständigen Trockenzustand als knappen Ganzwortdefault.	Der schwache o-Wert wählt keinen Patienten; die Zerlegung bleibt Navigation und erhält keinen Kompositionskredit.	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	LEARNED_WHOLE_NO_COMPOSITIONAL_CREDIT	0	MIN_COMPONENT_PLUS_RECURRENCE_MINUS10_FLOOR20_CAP35;RECURRENCE_BONUS=8	NONE	NONE
