surface	reading_id	working_meaning_de	current_layer	semantic_scope	semantic_applicability	form_level	occurrence_count	page_count	locus_count	working_model_score_0_100_not_probability	working_model_level	source_gdts	positive_evidence_de	counterevidence_de	historical_confirmation	historical_analogue	relation_word_delta	global_export_scope	bound_span_ids	unconditional_global_export_allowed	v99_context_realizations_de	source_reading_ids	v99_audit_decision	v99_evidence_class	v99_open_semantic_slots	v99_component_global_export_allowed	v99_exact_whole_surface_default_allowed	v99_lineage_class	v99_value_kind	v99_structural_tag	v99_action_default_allowed	v99r7_spoken_default_de	gdt734_renderer_decision	gdt734_renderer_blocker_status	gdt734_renderer_positive_evidence_de	gdt734_renderer_counterevidence_de	gdt734_candidate_composition	gdt734_component_reading_ids	gdt734_component_export_allowed	gdt734_exact_whole_default_allowed	gdt734_candidate_decision	gdt734_composition_semantic_credit	gdt734_score_formula
chodys	chodys#GLOBAL	eine Charge Trockenansatz fertigstellen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT669:EXACT_WHOLE	V48-Quelle GDT669:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	eine Charge Trockenansatz fertigstellen	chodys#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	eine Charge Trockenansatz fertigstellen	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
choees	choees#GLOBAL	Trockenansatz-Charge auf Endstufe	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666:EXACT_WHOLE	V48-Quelle GDT666:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Trockenansatz-Charge auf Endstufe	choees#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	Trockenansatz-Charge auf Endstufe	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
choeky	choeky#GLOBAL	trocknen, ansetzen, bis zur Mittelstufe erhitzen und abschließen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT670:EXACT_WHOLE	V48-Quelle GDT670:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trocknen, ansetzen, bis zur Mittelstufe erhitzen und abschließen	choeky#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	trocknen, ansetzen, bis zur Mittelstufe erhitzen und abschließen	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
choiin	choiin#GLOBAL	trockene Zubereitungsform III	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	13	12	13	66	W3_SOLID_WORKING_THEORY	GDT638:ROUND_02	V48-Quelle GDT638:ROUND_02 mit Staerke EXACT_WHOLE_SURFACE_PROMOTION und Scope KNOWN_EXACT_WHOLE; 13 exakte ZL3b-Vorkommen auf 12 Seiten und 13 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockene Zubereitungsform III	choiin#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	trockene Zubereitungsform III	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
chokaiin	chokaiin#GLOBAL	Trockenansatz, heiß auf Stufe III	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	15	14	15	76	W3_SOLID_WORKING_THEORY	GDT663:EXACT_WHOLE	V48-Quelle GDT663:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 15 exakte ZL3b-Vorkommen auf 14 Seiten und 15 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Trockenansatz, heiß auf Stufe III	chokaiin#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	Trockenansatz, heiß auf Stufe III	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
chokain	chokain#GLOBAL	erhitze den Trockenansatz auf Stufe II	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	10	8	10	63	W3_SOLID_WORKING_THEORY	GDT664:EXACT_WHOLE	V48-Quelle GDT664:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 10 exakte ZL3b-Vorkommen auf 8 Seiten und 10 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	erhitze den Trockenansatz auf Stufe II	chokain#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	erhitze den Trockenansatz auf Stufe II	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
chokal	chokal#GLOBAL	Trockenansatz aus heißem Rohstoff Klasse I am Gradanfang	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	4	4	4	56	W2_PROVISIONAL_WORKING	GDT657:EXACT_ORDERED_WHOLE	V48-Quelle GDT657:EXACT_ORDERED_WHOLE mit Staerke EXACT_WHOLE_MULTI_QUALITY_AL_ORDER und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Trockenansatz aus heißem Rohstoff Klasse I am Gradanfang	chokal#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	Trockenansatz aus heißem Rohstoff Klasse I am Gradanfang	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
chokan	chokan#GLOBAL	Trockenansatz auf Heizstufe I bringen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT666:EXACT_WHOLE	V48-Quelle GDT666:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Trockenansatz auf Heizstufe I bringen	chokan#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	Trockenansatz auf Heizstufe I bringen	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
chokar	chokar#GLOBAL	erste heiß getrocknete Ansatzfraktion	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	6	6	6	71	W3_SOLID_WORKING_THEORY	GDT666:EXACT_WHOLE	V48-Quelle GDT666:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 6 exakte ZL3b-Vorkommen auf 6 Seiten und 6 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	erste heiß getrocknete Ansatzfraktion	chokar#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	erste heiß getrocknete Ansatzfraktion	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
chokcheo	chokcheo#GLOBAL	Trockenansatz aus heißem Trockenpräparat	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT658:EXACT_NESTED_PREPARATION_WHOLE	V48-Quelle GDT658:EXACT_NESTED_PREPARATION_WHOLE mit Staerke EXACT_WHOLE_RESIDUAL_CONCRETE_COMPLETION und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Trockenansatz aus heißem Trockenpräparat	chokcheo#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	Trockenansatz aus heißem Trockenpräparat	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
chokchy	chokchy#GLOBAL	Trockenansatz: heiß-trockene Grundform	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	15	13	15	66	W3_SOLID_WORKING_THEORY	GDT644:ROUND_03	V48-Quelle GDT644:ROUND_03 mit Staerke EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION und Scope KNOWN_EXACT_WHOLE; 15 exakte ZL3b-Vorkommen auf 13 Seiten und 15 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Trockenansatz: heiß-trockene Grundform	chokchy#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	Trockenansatz: heiß-trockene Grundform	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
chokedy	chokedy#GLOBAL	heiß-trockener Ansatz in der Gradmitte, abgeschlossen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	4	3	4	61	W3_SOLID_WORKING_THEORY	GDT652:STRONG_COMPONENT_GRID	V48-Quelle GDT652:STRONG_COMPONENT_GRID mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 3 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	heiß-trockener Ansatz in der Gradmitte, abgeschlossen	chokedy#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	heiß-trockener Ansatz in der Gradmitte, abgeschlossen	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
chokeedy	chokeedy#GLOBAL	heiß-trockener Ansatz am Gradende, abgeschlossen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	2	2	2	53	W2_PROVISIONAL_WORKING	GDT652:PROVISIONAL_LOW_N_COMPONENT_GRID	V48-Quelle GDT652:PROVISIONAL_LOW_N_COMPONENT_GRID mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	heiß-trockener Ansatz am Gradende, abgeschlossen	chokeedy#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	heiß-trockener Ansatz am Gradende, abgeschlossen	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
chokeeody	chokeeody#GLOBAL	Trockenansatz vollständig erhitzen, neu ansetzen und fertigstellen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT667:EXACT_WHOLE	V48-Quelle GDT667:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Trockenansatz vollständig erhitzen, neu ansetzen und fertigstellen	chokeeody#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	Trockenansatz vollständig erhitzen, neu ansetzen und fertigstellen	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
chokeey	chokeey#GLOBAL	heiß-trockener Ansatz am Gradende	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	10	9	10	71	W3_SOLID_WORKING_THEORY	GDT652:STRONG_COMPONENT_GRID	V48-Quelle GDT652:STRONG_COMPONENT_GRID mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 10 exakte ZL3b-Vorkommen auf 9 Seiten und 10 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	heiß-trockener Ansatz am Gradende	chokeey#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	heiß-trockener Ansatz am Gradende	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
chokey	chokey#GLOBAL	heiß-trockener Ansatz in der Gradmitte	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	4	4	4	61	W3_SOLID_WORKING_THEORY	GDT652:STRONG_COMPONENT_GRID	V48-Quelle GDT652:STRONG_COMPONENT_GRID mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	heiß-trockener Ansatz in der Gradmitte	chokey#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	heiß-trockener Ansatz in der Gradmitte	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
chokody	chokody#GLOBAL	Trockenansatz erhitzen, erneut ansetzen und fertigstellen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT667:EXACT_WHOLE	V48-Quelle GDT667:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Trockenansatz erhitzen, erneut ansetzen und fertigstellen	chokody#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	Trockenansatz erhitzen, erneut ansetzen und fertigstellen	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
chokokor	chokokor#GLOBAL	Trockenansatz erhitzen, erneut ansetzen, wieder erhitzen und als Portion abteilen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666:EXACT_WHOLE	V48-Quelle GDT666:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Trockenansatz erhitzen, erneut ansetzen, wieder erhitzen und als Portion abteilen	chokokor#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	Trockenansatz erhitzen, erneut ansetzen, wieder erhitzen und als Portion abteilen	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
chokol	chokol#V84_1	heißes Trockengut	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	44	W2_PROVISIONAL_WORKING	GDT691|GDT711	GDT711 trennt den kompakten Wortkern von der positionsgebundenen Satzrealisierung. || CH/K/OL stützen heiß plus trockenes Material.	Historisch unbestätigte Arbeitstheorie; keine Klartextidentifikation. || Hitze ohne geschriebenes Kochen oder Abziehen identifiziert keinen Absud.	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	heißes Trockengut	chokol#1	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_V97	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	erhitzte trockene Zubereitung	RENDERER_REVISE	OPEN_PRODUCT_HEAD	Die Fassung bewahrt Hitze und Trockenzustand, ohne aus dem alten Trockengut heimlich eine medizinische Droge zu machen.	Zubereitung, Trockengut und getrockneter Stoff bleiben offene Produktköpfe.	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
