page	locus	section	language	hand	token_count	practical_unit_count	gdt734_changed_cell_count	active_whole_repair_count	unique_split_candidate_count	editorial_override_count	unknown_cells_v99r6	unknown_cells_v99r7	unknown_delta	complete_line_v99r6	complete_line_v99r7	newly_complete_line	gdt734_changed_ordinals	gdt734_dispatch_classes	zl3b_line	v99r7_semantic_token_values_de	v99r7_spoken_token_values_de	v99r7_practical_units_de	v99r6_practical_render_de	v99r7_practical_render_de
f100r	f100r.19	P	A	1	1	1	0	0	0	0	1	1	0	0	0	0	NONE	UNCHANGED_GDT733	olcheom	[olcheom:?]	[olcheom:?]	[olcheom:?]	[olcheom:?]	[olcheom:?]
f100r	f100r.2	P	A	1	1	1	0	0	0	0	1	1	0	0	0	0	NONE	UNCHANGED_GDT733	sochorcfhy	[sochorcfhy:?]	[sochorcfhy:?]	[sochorcfhy:?]	[sochorcfhy:?]	[sochorcfhy:?]
f100r	f100r.20	P	A	1	1	1	0	0	0	0	0	0	0	1	1	0	NONE	UNCHANGED_GDT733	oteol	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen
f100r	f100r.21	P	A	1	1	1	0	0	0	0	1	1	0	0	0	0	NONE	UNCHANGED_GDT733	okols	[okols:?]	[okols:?]	[okols:?]	[okols:?]	[okols:?]
f100r	f100r.22	P	A	1	9	9	0	0	0	0	5	5	0	0	0	0	NONE	UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733	folshody choldaiin fchod ycheol cphol qotees shey aseso alcfhy	[folshody:?] | trocken, Grad III | [fchod:?] | trockener Drogenstoff dieser Droge | zusammengesetzter Drogenstoff | [qotees:?] | feucht in der Mitte des Grades | [aseso:?] | [alcfhy:?]	[folshody:?] | trocken, Grad III | [fchod:?] | trockener Drogenstoff dieser Droge | zusammengesetzter Drogenstoff | [qotees:?] | bis zur Mittelstufe angefeuchtet | [aseso:?] | [alcfhy:?]	[folshody:?] | trocken, Grad III | [fchod:?] | trockener Drogenstoff dieser Droge | zusammengesetzter Drogenstoff | [qotees:?] | bis zur Mittelstufe angefeuchtet | [aseso:?] | [alcfhy:?]	[folshody:?]; trocken, Grad III; [fchod:?]; trockener Drogenstoff dieser Droge; zusammengesetzter Drogenstoff; [qotees:?]; bis zur Mittelstufe angefeuchtet; [aseso:?]; [alcfhy:?]	[folshody:?]; trocken, Grad III; [fchod:?]; trockener Drogenstoff dieser Droge; zusammengesetzter Drogenstoff; [qotees:?]; bis zur Mittelstufe angefeuchtet; [aseso:?]; [alcfhy:?]
f100r	f100r.23	P	A	1	12	12	1	1	0	1	2	1	-1	0	0	0	6	UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | ACTIVE_WHOLE_EXPORT_REPAIR | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733	soiin chol cphol shol shol qockhol chor chol sho keey y ykeeam	Samenzubereitung, Form III | trocken; nominal trockenes Gut/Material | zusammengesetzter Drogenstoff | feucht; nominal feuchtes Gut/Material | feucht; nominal feuchtes Gut/Material | Mischgut zugeben | Pflanzen-/Reproduktionsteil | trocken; nominal trockenes Gut/Material | feuchter Ansatz | heiß am Ende des Grades | hierzu: | [ykeeam:?]	Samenzubereitung, Form III | trocken; nominal trockenes Gut/Material | zusammengesetzter Drogenstoff | feucht; nominal feuchtes Gut/Material | feucht; nominal feuchtes Gut/Material | Mischung zugeben | Pflanzen-/Reproduktionsteil | trocken; nominal trockenes Gut/Material | feuchter Ansatz | vollständig erhitzt | hierzu: | [ykeeam:?]	Samenzubereitung, Form III | trocken; nominal trockenes Gut/Material | zusammengesetzter Drogenstoff | feucht; nominal feuchtes Gut/Material | feucht; nominal feuchtes Gut/Material | Mischung zugeben | Pflanzen-/Reproduktionsteil | trocken; nominal trockenes Gut/Material | feuchter Ansatz | vollständig erhitzt | hierzu: | [ykeeam:?]	Samenzubereitung, Form III; trocken; nominal trockenes Gut/Material; zusammengesetzter Drogenstoff; feucht; nominal feuchtes Gut/Material; feucht; nominal feuchtes Gut/Material; [qockhol:?]; Pflanzen-/Reproduktionsteil; trocken; nominal trockenes Gut/Material; feuchter Ansatz; vollständig erhitzt; hierzu: [ykeeam:?]	Samenzubereitung, Form III; trocken; nominal trockenes Gut/Material; zusammengesetzter Drogenstoff; feucht; nominal feuchtes Gut/Material; feucht; nominal feuchtes Gut/Material; Mischung zugeben; Pflanzen-/Reproduktionsteil; trocken; nominal trockenes Gut/Material; feuchter Ansatz; vollständig erhitzt; hierzu: [ykeeam:?]
f100r	f100r.24	P	A	1	10	10	0	0	0	0	6	6	0	0	0	0	NONE	UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733	saiichor sheor qockhody odeor yk sheey cholsheody sai cheol raiin	[saiichor:?] | feuchter Drogenteil | [qockhody:?] | [odeor:?] | [yk:?] | feucht am Ende des Grades | [cholsheody:?] | [sai:?] | trockener Drogenstoff | Wurzel, Typ/Charge III	[saiichor:?] | feuchter Drogenteil | [qockhody:?] | [odeor:?] | [yk:?] | vollständig angefeuchtet | [cholsheody:?] | [sai:?] | trockener Drogenstoff | Wurzel, Typ/Charge III	[saiichor:?] | feuchter Drogenteil | [qockhody:?] | [odeor:?] | [yk:?] | vollständig angefeuchtet | [cholsheody:?] | [sai:?] | trockener Drogenstoff | Wurzel, Typ/Charge III	[saiichor:?]; feuchter Drogenteil; [qockhody:?]; [odeor:?]; [yk:?]; vollständig angefeuchtet; [cholsheody:?]; [sai:?]; trockener Drogenstoff; Wurzel, Typ/Charge III	[saiichor:?]; feuchter Drogenteil; [qockhody:?]; [odeor:?]; [yk:?]; vollständig angefeuchtet; [cholsheody:?]; [sai:?]; trockener Drogenstoff; Wurzel, Typ/Charge III
f100r	f100r.25	P	A	1	10	10	0	0	0	0	1	1	0	0	0	0	NONE	UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	feuchter Drogenteil | [qkeeody:?] | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | Krautdrogenstoff der Mittelstufe | Holzdrogenstoff im Ansatz bis zur Mittelstufe trocknen | bis zur mittleren Trockenstufe, dann leicht erhitzen | trockener Drogenstoff | trocken angesetztes Arzneikompositum am Gradanfang | Grundansatz bis zur mittleren Heizstufe erwärmt	feuchter Drogenteil | [qkeeody:?] | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | Krautdrogenstoff der Mittelstufe | Holzdrogenstoff im Ansatz bis zur Mittelstufe trocknen | bis zur mittleren Trockenstufe, dann leicht erhitzen | trockener Drogenstoff | trocken angesetztes Arzneikompositum, Anfangsstufe | Grundansatz bis zur mittleren Heizstufe erwärmt	feuchter Drogenteil | [qkeeody:?] | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | Krautdrogenstoff der Mittelstufe | Holzdrogenstoff im Ansatz bis zur Mittelstufe trocknen | bis zur mittleren Trockenstufe, dann leicht erhitzen | trockener Drogenstoff | trocken angesetztes Arzneikompositum, Anfangsstufe | Grundansatz bis zur mittleren Heizstufe erwärmt	feuchter Drogenteil; [qkeeody:?]; trocken; nominal trockenes Gut/Material; Qualitätsgrad III; Krautdrogenstoff der Mittelstufe; Holzdrogenstoff im Ansatz bis zur Mittelstufe trocknen; bis zur mittleren Trockenstufe, dann leicht erhitzen; trockener Drogenstoff; trocken angesetztes Arzneikompositum, Anfangsstufe; Grundansatz bis zur mittleren Heizstufe erwärmt	feuchter Drogenteil; [qkeeody:?]; trocken; nominal trockenes Gut/Material; Qualitätsgrad III; Krautdrogenstoff der Mittelstufe; Holzdrogenstoff im Ansatz bis zur Mittelstufe trocknen; bis zur mittleren Trockenstufe, dann leicht erhitzen; trockener Drogenstoff; trocken angesetztes Arzneikompositum, Anfangsstufe; Grundansatz bis zur mittleren Heizstufe erwärmt
f100r	f100r.26	P	A	1	10	10	0	0	0	0	4	4	0	0	0	0	NONE	UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733	yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	[yaiin:?] | [chekeey:?] | trocken; nominal trockenes Gut/Material | Trockenstoff als Ansatz fertigstellen | eine Charge Trockenansatz | [olchor:?] | erhitze den Drogenstoff bis zur Mittelstufe | vollständig erhitzter Ansatzstoff | [cheols:?] | Rohstoffklasse I	[yaiin:?] | [chekeey:?] | trocken; nominal trockenes Gut/Material | Trockenstoff als Ansatz fertigstellen | eine Charge Trockenansatz | [olchor:?] | erhitze den Drogenstoff bis zur Mittelstufe | vollständig erhitzter Ansatzstoff | [cheols:?] | Rohstoffklasse I	[yaiin:?] | [chekeey:?] | trocken; nominal trockenes Gut/Material | Trockenstoff als Ansatz fertigstellen | eine Charge Trockenansatz | [olchor:?] | erhitze den Drogenstoff bis zur Mittelstufe | vollständig erhitzter Ansatzstoff | [cheols:?] | Rohstoffklasse I	[yaiin:?]; [chekeey:?]; trocken; nominal trockenes Gut/Material; Trockenstoff als Ansatz fertigstellen; eine Charge Trockenansatz; [olchor:?]; erhitze den Drogenstoff bis zur Mittelstufe; vollständig erhitzter Ansatzstoff; [cheols:?]; Rohstoffklasse I	[yaiin:?]; [chekeey:?]; trocken; nominal trockenes Gut/Material; Trockenstoff als Ansatz fertigstellen; eine Charge Trockenansatz; [olchor:?]; erhitze den Drogenstoff bis zur Mittelstufe; vollständig erhitzter Ansatzstoff; [cheols:?]; Rohstoffklasse I
f100r	f100r.27	P	A	1	5	5	0	0	0	0	2	2	0	0	0	0	NONE	UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733	chol cheol cho chckheody otolchey	trocken; nominal trockenes Gut/Material | trockener Drogenstoff | Trockenansatz | [chckheody:?] | [otolchey:?]	trocken; nominal trockenes Gut/Material | trockener Drogenstoff | Trockenansatz | [chckheody:?] | [otolchey:?]	trocken; nominal trockenes Gut/Material | trockener Drogenstoff | Trockenansatz | [chckheody:?] | [otolchey:?]	trocken; nominal trockenes Gut/Material; trockener Drogenstoff; Trockenansatz; [chckheody:?]; [otolchey:?]	trocken; nominal trockenes Gut/Material; trockener Drogenstoff; Trockenansatz; [chckheody:?]; [otolchey:?]
f100r	f100r.3	P	A	1	1	1	0	0	0	0	1	1	0	0	0	0	NONE	UNCHANGED_GDT733	otear	[otear:?]	[otear:?]	[otear:?]	[otear:?]	[otear:?]
f100r	f100r.4	P	A	1	1	1	0	0	0	0	1	1	0	0	0	0	NONE	UNCHANGED_GDT733	chofary	[chofary:?]	[chofary:?]	[chofary:?]	[chofary:?]	[chofary:?]
f100r	f100r.5	P	A	1	3	3	0	0	0	0	0	0	0	1	1	0	NONE	UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733	sar char daiindy	Samenfraktion I | [Trockenfraktionszeichen] | drei Maße, abgeteilt und abgeschlossen	Samenfraktion I | [Trockenfraktionszeichen] | drei Maße, abgeteilt und abgeschlossen	Samenfraktion I | [Trockenfraktionszeichen] | drei Maße, abgeteilt und abgeschlossen	Samenfraktion I; [Trockenfraktionszeichen]; drei Maße, abgeteilt und abgeschlossen	Samenfraktion I; [Trockenfraktionszeichen]; drei Maße, abgeteilt und abgeschlossen
f100r	f100r.6	P	A	1	1	1	0	0	0	0	1	1	0	0	0	0	NONE	UNCHANGED_GDT733	oraro	[oraro:?]	[oraro:?]	[oraro:?]	[oraro:?]	[oraro:?]
f100r	f100r.7	P	A	1	1	1	0	0	0	0	1	1	0	0	0	0	NONE	UNCHANGED_GDT733	chalsain	[chalsain:?]	[chalsain:?]	[chalsain:?]	[chalsain:?]	[chalsain:?]
f100r	f100r.8	P	A	1	1	1	0	0	0	0	1	1	0	0	0	0	NONE	UNCHANGED_GDT733	soity	[soity:?]	[soity:?]	[soity:?]	[soity:?]	[soity:?]
f100r	f100r.9	P	A	1	1	1	0	0	0	0	1	1	0	0	0	0	NONE	UNCHANGED_GDT733	sosam	[sosam:?]	[sosam:?]	[sosam:?]	[sosam:?]	[sosam:?]
f100v	f100v.1	P	A	1	1	1	0	0	0	0	1	1	0	0	0	0	NONE	UNCHANGED_GDT733	tolchd	[tolchd:?]	[tolchd:?]	[tolchd:?]	[tolchd:?]	[tolchd:?]
f100v	f100v.10	P	A	1	1	1	0	0	0	0	1	1	0	0	0	0	NONE	UNCHANGED_GDT733	okcheor	[okcheor:?]	[okcheor:?]	[okcheor:?]	[okcheor:?]	[okcheor:?]
f100v	f100v.11	P	A	1	1	1	0	0	0	0	1	1	0	0	0	0	NONE	UNCHANGED_GDT733	ytchol	[ytchol:?]	[ytchol:?]	[ytchol:?]	[ytchol:?]	[ytchol:?]
f100v	f100v.12	P	A	1	1	1	0	0	0	0	1	1	0	0	0	0	NONE	UNCHANGED_GDT733	dykchal	[dykchal:?]	[dykchal:?]	[dykchal:?]	[dykchal:?]	[dykchal:?]
f100v	f100v.13	P	A	1	2	2	0	0	0	0	0	0	0	1	1	0	NONE	UNCHANGED_GDT733 | UNCHANGED_GDT733	chos ctharal	[eine Charge Trockenansatz-Zeichen] | Pflanzenanteil I aus Rohdroge I	[eine Charge Trockenansatz-Zeichen] | Pflanzenanteil I aus Rohdroge I	[eine Charge Trockenansatz-Zeichen] | Pflanzenanteil I aus Rohdroge I	[eine Charge Trockenansatz-Zeichen]; Pflanzenanteil I aus Rohdroge I	[eine Charge Trockenansatz-Zeichen]; Pflanzenanteil I aus Rohdroge I
f100v	f100v.14	P	A	1	9	9	1	0	1	0	4	3	-1	0	0	0	3	UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNIQUE_SPLIT_EXPLORATORY_WHOLE | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733	deey sheocphy qoteody ckhoor ar chor oteey daiin qokomo	die letzte Portion abmessen | [sheocphy:?] | abgekühlten, fertigen Ansatz nehmen | [ckhoor:?] | Drogenfraktion I | Pflanzen-/Reproduktionsteil | kalter Ansatz am Ende des Grades | Grad-/Maßwert III | [qokomo:?]	die letzte Portion abmessen | [sheocphy:?] | abgekühlten, fertigen Ansatz nehmen | [ckhoor:?] | Drogenfraktion I | Pflanzen-/Reproduktionsteil | vollständig abgekühlter Ansatz | Grad-/Maßwert III | [qokomo:?]	die letzte Portion abmessen | [sheocphy:?] | abgekühlten, fertigen Ansatz nehmen | [ckhoor:?] | Drogenfraktion I | Pflanzen-/Reproduktionsteil | vollständig abgekühlter Ansatz | Grad-/Maßwert III | [qokomo:?]	die letzte Portion abmessen; [sheocphy:?]; [qoteody:?]; [ckhoor:?]; Drogenfraktion I; Pflanzen-/Reproduktionsteil; vollständig abgekühlter Ansatz; Grad-/Maßwert III; [qokomo:?]	die letzte Portion abmessen; [sheocphy:?]; abgekühlten, fertigen Ansatz nehmen; [ckhoor:?]; Drogenfraktion I; Pflanzen-/Reproduktionsteil; vollständig abgekühlter Ansatz; Grad-/Maßwert III; [qokomo:?]
f100v	f100v.15	P	A	1	11	11	0	0	0	0	0	0	0	1	1	0	NONE	UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733 | UNCHANGED_GDT733	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotol s	Samenportion | trocken am Ende des Grades | abgemessene Fraktion II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenstoff | erhitze den Drogenstoff vollständig und schließe ab | trocken; nominal trockenes Gut/Material | trocken am Ende des Grades | erhitze den Drogenstoff bis zur Mittelstufe | Trockenansatz aus kaltem Material | Samen-/Saatgutposten	Samenportion | vollständig getrocknet | abgemessene Fraktion II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenstoff | erhitze den Drogenstoff vollständig und schließe ab | trocken; nominal trockenes Gut/Material | vollständig getrocknet | erhitze den Drogenstoff bis zur Mittelstufe | Trockenansatz aus kaltem Material | Samen-/Saatgutposten	Samenportion | vollständig getrocknet | abgemessene Fraktion II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenstoff | erhitze den Drogenstoff vollständig und schließe ab | trocken; nominal trockenes Gut/Material | vollständig getrocknet | erhitze den Drogenstoff bis zur Mittelstufe | Trockenansatz aus kaltem Material | Samen-/Saatgutposten	Samenportion; vollständig getrocknet; abgemessene Fraktion II; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trockener Drogenstoff; erhitze den Drogenstoff vollständig und schließe ab; trocken; nominal trockenes Gut/Material; vollständig getrocknet; erhitze den Drogenstoff bis zur Mittelstufe; Trockenansatz aus kaltem Material; Samen-/Saatgutposten	Samenportion; vollständig getrocknet; abgemessene Fraktion II; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trockener Drogenstoff; erhitze den Drogenstoff vollständig und schließe ab; trocken; nominal trockenes Gut/Material; vollständig getrocknet; erhitze den Drogenstoff bis zur Mittelstufe; Trockenansatz aus kaltem Material; Samen-/Saatgutposten
