page	locus	visible_owner	namespace_id	group_count	visible_sequence	coverage_sequence	continuous_default_reading_de	reading_mode
f67r2	f67r2.11	A1_RIGHT_SECTOR_SLOT_11	F67_RIGHT_WHEEL_NS	3	chky | chykchs | chy	LEARNED_WHOLE_SIGN | LOCAL_COPY_LABEL | PORTABLE_COMPOSITION	Ganzzeichen chky: Grad oder Diagrammzustand justieren; lokaler Namensrest y.; Lokalschluessel chykchs fuer A1_RIGHT_SECTOR_SLOT_11; dies	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.12	A1_RIGHT_SECTOR_SLOT_12	F67_RIGHT_WHEEL_NS	2	ykees | ykchos	LOCAL_COPY_LABEL | LOCAL_COPY_LABEL	Lokalschluessel ykees fuer A1_RIGHT_SECTOR_SLOT_12; Lokalschluessel ykchos fuer A1_RIGHT_SECTOR_SLOT_12	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.13	A1_RIGHT_RING_BAND_01	F67_RIGHT_WHEEL_NS	4	opodchol | s | ain | aldy	PORTABLE_COMPOSITION | LOCAL_COPY_LABEL | PORTABLE_COMPOSITION | LEARNED_WHOLE_SIGN	lokalen OPODCH-Posten im selben Lauf weiterfuehren; Lokalschluessel s fuer A1_RIGHT_RING_BAND_01; Portion oder Teilwert; Ganzzeichen aldy: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest dy.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.14	A1_RIGHT_RING_BAND_02	F67_RIGHT_WHEEL_NS	3	soeey | doiin | oldy	PORTABLE_COMPOSITION | LOCAL_COPY_LABEL | PORTABLE_COMPOSITION	lange oder volle Diagrammstufe; lokaler Namensrest so/y.; Lokalschluessel doiin fuer A1_RIGHT_RING_BAND_02; fertig	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.15	A1_LEFT_LOCAL_FIELD_15	F67_LEFT_WHEEL_NS	1	dolchsody	LEARNED_WHOLE_SIGN	Ganzzeichen dolchsody: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest d/chsody.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.16	A1_LEFT_LOCAL_FIELD_16	F67_LEFT_WHEEL_NS	4	odaeiin | okoes | oekain | y	LOCAL_COPY_LABEL | LOCAL_COPY_LABEL | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION	Lokalschluessel odaeiin fuer A1_LEFT_LOCAL_FIELD_16; Lokalschluessel okoes fuer A1_LEFT_LOCAL_FIELD_16; kurz gebundene Rücknahmeportion; dies	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.17	A1_LEFT_LOCAL_FIELD_17	F67_LEFT_WHEEL_NS	3	otchey | soraiir | dy	PORTABLE_COMPOSITION | LOCAL_COPY_LABEL | PORTABLE_COMPOSITION	das nächste; Lokalschluessel soraiir fuer A1_LEFT_LOCAL_FIELD_17; dies	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.18	A1_LEFT_LOCAL_FIELD_18	F67_LEFT_WHEEL_NS	3	qopchy | daiin | dal	PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION	neuer Paarbezug.; Sollwert; dorthin	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.19	A1_LEFT_LOCAL_FIELD_19	F67_LEFT_WHEEL_NS	4	ydchos | ain | ar | amy	LOCAL_COPY_LABEL | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION	Lokalschluessel ydchos fuer A1_LEFT_LOCAL_FIELD_19; Portion oder Teilwert; Quelladresse des ROOT-Postens; aktueller Aspektwert.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.20	A1_LEFT_LOCAL_FIELD_20	F67_LEFT_WHEEL_NS	2	chocfhy | saral	LEARNED_WHOLE_SIGN | PORTABLE_COMPOSITION	Ganzzeichen chocfhy: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/cfhy.; von der Quelladresse zur Zieladresse	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.21	A1_LEFT_LOCAL_FIELD_21	F67_LEFT_WHEEL_NS	3	sain | am | ar	PORTABLE_COMPOSITION | LOCAL_COPY_LABEL | PORTABLE_COMPOSITION	Portion oder Teilwert; Lokalschluessel am fuer A1_LEFT_LOCAL_FIELD_21; Quelladresse des ROOT-Postens	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.22	A1_LEFT_LOCAL_FIELD_22	F67_LEFT_WHEEL_NS	1	okal	PORTABLE_COMPOSITION	dorthin einsetzen	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.23	A1_LEFT_LOCAL_FIELD_23	F67_LEFT_WHEEL_NS	2	oparchy | salsain	PORTABLE_COMPOSITION | PORTABLE_COMPOSITION	Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest op/chy.; Zielportion oder Ziel-Teilwert	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.24	A1_LEFT_LOCAL_FIELD_24	F67_LEFT_WHEEL_NS	3	sodar | ofar | ar	PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION	Quelladresse des SOD-Postens; Quelladresse des OF-Postens; Quelladresse des ROOT-Postens	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.25	A1_LEFT_LOCAL_FIELD_25	F67_LEFT_WHEEL_NS	1	ydam	LOCAL_COPY_LABEL	Lokalschluessel ydam fuer A1_LEFT_LOCAL_FIELD_25	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.26	A1_LEFT_LOCAL_FIELD_26	F67_LEFT_WHEEL_NS	3	yteoor | yto | ykor	PORTABLE_COMPOSITION | LOCAL_COPY_LABEL | PORTABLE_COMPOSITION	Bedingungsansatz des lokalen YTEO-Postens; Lokalschluessel yto fuer A1_LEFT_LOCAL_FIELD_26; Bedingungsansatz des lokalen YK-Postens	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.27	A1_LEFT_LOCAL_FIELD_27	F67_LEFT_WHEEL_NS	4	okeo | r | aiin | am	LOCAL_COPY_LABEL | LOCAL_COPY_LABEL | PORTABLE_COMPOSITION | LOCAL_COPY_LABEL	Lokalschluessel okeo fuer A1_LEFT_LOCAL_FIELD_27; Lokalschluessel r fuer A1_LEFT_LOCAL_FIELD_27; Sollwert; Lokalschluessel am fuer A1_LEFT_LOCAL_FIELD_27	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.28	A1_LEFT_LOCAL_FIELD_28	F67_LEFT_WHEEL_NS	2	okain | am	PORTABLE_COMPOSITION | LOCAL_COPY_LABEL	TEILWERT_ZUGEBEN; Lokalschluessel am fuer A1_LEFT_LOCAL_FIELD_28	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.29	A1_LEFT_LOCAL_FIELD_29	F67_LEFT_WHEEL_NS	2	ytody | saiin	LEARNED_WHOLE_SIGN | PORTABLE_COMPOSITION	Ganzzeichen ytody: Platz fest eingetragen.; Sollwert	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.30	A1_LEFT_LOCAL_FIELD_30	F67_LEFT_WHEEL_NS	2	ochol | olol	PORTABLE_COMPOSITION | PORTABLE_COMPOSITION	lokalen OCH-Posten im selben Lauf weiterfuehren; im selben Lauf nochmals weiter	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.31	A1_LEFT_LOCAL_FIELD_31	F67_LEFT_WHEEL_NS	1	opcholdy	LEARNED_WHOLE_SIGN	Ganzzeichen opcholdy: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opch/dy.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.32	A1_LEFT_LOCAL_FIELD_32	F67_LEFT_WHEEL_NS	4	dosar | odas | air | alaiin	PORTABLE_COMPOSITION | LOCAL_COPY_LABEL | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION	Quelladresse des DOS-Postens; Lokalschluessel odas fuer A1_LEFT_LOCAL_FIELD_32; Lauf oder Bahn; Ziel-Sollwert	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.33	A1_LEFT_LOCAL_FIELD_33	F67_LEFT_WHEEL_NS	3	dokan | oear | odal	PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION	zweite oder alternative Portion einsetzen; Quelladresse des OE-Postens; Zieladresse des OD-Postens	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.34	A1_LEFT_LOCAL_FIELD_34	F67_LEFT_WHEEL_NS	2	ofar | oeoldan	PORTABLE_COMPOSITION | PORTABLE_COMPOSITION	Quelladresse des OF-Postens; mit der zweiten Einstellung weiter	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.35	A1_LEFT_LOCAL_FIELD_35	F67_LEFT_WHEEL_NS	3	chol | giin | okol	PORTABLE_COMPOSITION | LOCAL_COPY_LABEL | PORTABLE_COMPOSITION	weiter; Lokalschluessel giin fuer A1_LEFT_LOCAL_FIELD_35; den Posten einsetzen und im selben Lauf weiter	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.36	A1_LEFT_LOCAL_FIELD_36	F67_LEFT_WHEEL_NS	3	ytor | daiin | or	PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION	Bedingungsansatz des lokalen YT-Postens; Sollwert; Ansatz	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.37	A1_LEFT_LOCAL_FIELD_37	F67_LEFT_WHEEL_NS	1	ytoaiin	PORTABLE_COMPOSITION	Sollwert des lokalen YTO-Postens	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.38	A1_LEFT_LOCAL_FIELD_38	F67_LEFT_WHEEL_NS	2	otoldos | octhole	PORTABLE_COMPOSITION | LOCAL_COPY_LABEL	Folgeposten im selben Lauf weiter; Lokalschluessel octhole fuer A1_LEFT_LOCAL_FIELD_38	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.39	A1_LEFT_LOCAL_FIELD_39	F67_LEFT_WHEEL_NS	3	sor | chedaiin | dy	PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION	Ansatz; Übertragungs-Sollwert; dies	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.40	A1_LEFT_LOCAL_FIELD_40	F67_LEFT_WHEEL_NS	3	yteos | oiin | og	LOCAL_COPY_LABEL | LOCAL_COPY_LABEL | LOCAL_COPY_LABEL	Lokalschluessel yteos fuer A1_LEFT_LOCAL_FIELD_40; Lokalschluessel oiin fuer A1_LEFT_LOCAL_FIELD_40; Lokalschluessel og fuer A1_LEFT_LOCAL_FIELD_40	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.41	A1_LEFT_LOCAL_FIELD_41	F67_LEFT_WHEEL_NS	2	ytoeopchey | chekody	PORTABLE_COMPOSITION | LEARNED_WHOLE_SIGN	Vergleichswert dieses Platzes.; Ganzzeichen chekody: abgeleiteter Klassenwert.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.42	A1_LEFT_LOCAL_FIELD_42	F67_LEFT_WHEEL_NS	3	sosho | chos | ockhy	LOCAL_COPY_LABEL | LOCAL_COPY_LABEL | PORTABLE_COMPOSITION	Lokalschluessel sosho fuer A1_LEFT_LOCAL_FIELD_42; Lokalschluessel chos fuer A1_LEFT_LOCAL_FIELD_42; durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.43	A1_LEFT_LOCAL_FIELD_43	F67_LEFT_WHEEL_NS	4	daiin | aiin | os | qsg	PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | LOCAL_COPY_LABEL	Sollwert; Sollwert; AUFNAHMEFELD_ODER_UMSCHLUSS; Lokalschluessel qsg fuer A1_LEFT_LOCAL_FIELD_43	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.44	A1_LEFT_LOCAL_FIELD_44	F67_LEFT_WHEEL_NS	3	ofydy | sheody | aiin	LEARNED_WHOLE_SIGN | LEARNED_WHOLE_SIGN | PORTABLE_COMPOSITION	Ganzzeichen ofydy: fester Grundlichtwert.; Ganzzeichen sheody: Position oder Bedingung halten; lokaler Namensrest eody.; Sollwert	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.45	A1_LEFT_LOCAL_FIELD_45	F67_LEFT_WHEEL_NS	3	ycheody | es | odaiiin	LEARNED_WHOLE_SIGN | LOCAL_COPY_LABEL | LOCAL_COPY_LABEL	Ganzzeichen ycheody: aktueller Ablesewert fest.; Lokalschluessel es fuer A1_LEFT_LOCAL_FIELD_45; Lokalschluessel odaiiin fuer A1_LEFT_LOCAL_FIELD_45	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.46	A1_LEFT_LOCAL_FIELD_46	F67_LEFT_WHEEL_NS	2	yekees | oraly	LOCAL_COPY_LABEL | PORTABLE_COMPOSITION	Lokalschluessel yekees fuer A1_LEFT_LOCAL_FIELD_46; Bedingungs-, Tabellen- oder Wahlansatz + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest y.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.47	A1_LEFT_LOCAL_FIELD_47	F67_LEFT_WHEEL_NS	1	yfain	PORTABLE_COMPOSITION	Portion des lokalen YF-Postens	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.48	A1_LEFT_LOCAL_FIELD_48	F67_LEFT_WHEEL_NS	3	todaiin | dain | dy	PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION	Sollwert des lokalen TOD-Postens; ABDECK_ODER_TRAEGERFELD; dies	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.49	A1_LEFT_LOCAL_FIELD_49	F67_LEFT_WHEEL_NS	3	os | choer | aiin	PORTABLE_COMPOSITION | LOCAL_COPY_LABEL | PORTABLE_COMPOSITION	AUFNAHMEFELD_ODER_UMSCHLUSS; Lokalschluessel choer fuer A1_LEFT_LOCAL_FIELD_49; Sollwert	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.50	A1_LEFT_LOCAL_FIELD_50	F67_LEFT_WHEEL_NS	2	choeea | sal	LOCAL_COPY_LABEL | PORTABLE_COMPOSITION	Lokalschluessel choeea fuer A1_LEFT_LOCAL_FIELD_50; dorthin	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.51	A1_LEFT_LOCAL_FIELD_51	F67_LEFT_WHEEL_NS	1	dadaiin	PORTABLE_COMPOSITION	Sollwert des lokalen DAD-Postens	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.52	A1_LEFT_OUTER_STAR_STATION_01	F67_LEFT_WHEEL_NS	1	qotoear	PORTABLE_COMPOSITION	Quelladresse des Folgepostens	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.53	A1_LEFT_OUTER_STAR_STATION_02	F67_LEFT_WHEEL_NS	1	dchdar	PORTABLE_COMPOSITION	Quelladresse des DCHD-Postens	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.54	A1_LEFT_OUTER_STAR_STATION_03	F67_LEFT_WHEEL_NS	2	y | saldal	PORTABLE_COMPOSITION | PORTABLE_COMPOSITION	dies; Zieladresse des SALD-Postens	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.55	A1_LEFT_OUTER_STAR_STATION_04	F67_LEFT_WHEEL_NS	1	ytodal	PORTABLE_COMPOSITION	Zieladresse des YTOD-Postens	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.56	A1_LEFT_OUTER_STAR_STATION_05	F67_LEFT_WHEEL_NS	2	tol | daiin	PORTABLE_COMPOSITION | PORTABLE_COMPOSITION	weiter; Sollwert	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.57	A1_LEFT_OUTER_STAR_STATION_06	F67_LEFT_WHEEL_NS	2	otar | dy	PORTABLE_COMPOSITION | PORTABLE_COMPOSITION	DANACH_VOM_AUSGANGSPLATZ; dies	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.58	A1_LEFT_OUTER_STAR_STATION_07	F67_LEFT_WHEEL_NS	3	cho | dal | g	PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | LOCAL_COPY_LABEL	EINGANGSBEDINGUNG; dorthin; Lokalschluessel g fuer A1_LEFT_OUTER_STAR_STATION_07	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.59	A1_LEFT_OUTER_STAR_STATION_08	F67_LEFT_WHEEL_NS	1	ytchodly	LEARNED_WHOLE_SIGN	Ganzzeichen ytchodly: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dly.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.60	A1_LEFT_OUTER_STAR_STATION_09	F67_LEFT_WHEEL_NS	1	octhys	LOCAL_COPY_LABEL	Lokalschluessel octhys fuer A1_LEFT_OUTER_STAR_STATION_09	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.61	A1_LEFT_OUTER_STAR_STATION_10	F67_LEFT_WHEEL_NS	1	ytokar	PORTABLE_COMPOSITION	Quelladresse des YTOK-Postens	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.62	A1_LEFT_OUTER_STAR_STATION_11	F67_LEFT_WHEEL_NS	1	otolor	PORTABLE_COMPOSITION	Folgeposten; gleiche Reihe; neuer Bedingungsansatz	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.63	A1_LEFT_OUTER_STAR_STATION_12	F67_LEFT_WHEEL_NS	1	okodar	PORTABLE_COMPOSITION	Quelladresse des OKOD-Postens	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.64	A1_RIGHT_PHASE_STATION_01	F67_RIGHT_WHEEL_NS	2	s | air	LOCAL_COPY_LABEL | PORTABLE_COMPOSITION	Lokalschluessel s fuer A1_RIGHT_PHASE_STATION_01; Lauf oder Bahn	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.65	A1_RIGHT_PHASE_STATION_02	F67_RIGHT_WHEEL_NS	1	soear	PORTABLE_COMPOSITION	Quelladresse des SOE-Postens	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.66	A1_RIGHT_PHASE_STATION_03	F67_RIGHT_WHEEL_NS	1	cpheey	PORTABLE_COMPOSITION	lange oder volle Diagrammstufe; lokaler Namensrest cph/y.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.67	A1_RIGHT_PHASE_STATION_04	F67_RIGHT_WHEEL_NS	1	okodar	PORTABLE_COMPOSITION	Quelladresse des OKOD-Postens	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.68	A1_RIGHT_PHASE_STATION_05	F67_RIGHT_WHEEL_NS	1	oepchod	LOCAL_COPY_LABEL	Lokalschluessel oepchod fuer A1_RIGHT_PHASE_STATION_05	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.69	A1_RIGHT_PHASE_STATION_06	F67_RIGHT_WHEEL_NS	2	s | ay	LOCAL_COPY_LABEL | PORTABLE_COMPOSITION	Lokalschluessel s fuer A1_RIGHT_PHASE_STATION_06; aktueller Hauptwert.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.70	A1_RIGHT_PHASE_STATION_07	F67_RIGHT_WHEEL_NS	1	osar	PORTABLE_COMPOSITION	Quelladresse des OS-Postens	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.71	A1_RIGHT_PHASE_STATION_08	F67_RIGHT_WHEEL_NS	1	oran	PORTABLE_COMPOSITION	alternativer Ansatz	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	12	dar | aldaiin | ydaiin | qkoy | ydaiin | qofair | ypair | ykoaiin | ydoly | ytalchos | oly | okey	PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | LEARNED_WHOLE_SIGN | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | LOCAL_COPY_LABEL | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION	davon; voriger Ziel-Sollwert; Sollwert dieses vorigen Postens; Ganzzeichen qkoy: neue Grundklasse.; Sollwert dieses vorigen Postens; Lauf des lokalen QOF-Postens; diesen Posten in den Lauf führen; gebundener Sollwert dieses Postens; im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest yd/y.; Lokalschluessel ytalchos fuer A1_LEFT_OUTER_RING_TEXT; im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest y.; KURZSTUFE_SETZEN	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	11	sshey | sy | shees | qeykeey | ykchey | ykchey | qokeochy | oaiin | okol | ar | olar	PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | LOCAL_COPY_LABEL | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION	abgelesener oder freigegebener Wert; lokaler Namensrest s.; dies; Lokalschluessel shees fuer A1_RIGHT_OUTER_RING_TEXT; lange oder volle Diagrammstufe; lokaler Namensrest qeyk/y.; Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ey.; Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ey.; Diagrammposten setzen oder aktivieren; lokaler Namensrest q/eochy.; Rücknahmewert; den Posten einsetzen und im selben Lauf weiter; Quelladresse des ROOT-Postens; von der Quelladresse im selben Lauf weiter	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
