record	locus	word	role	entity_id	claimed_by	reading
f21r	f21r.11:4	tchol	OPEN	NA	NA	[tchol]
f21r	f21r.11:5	chcthy	OPEN	NA	NA	[chcthy]
f21r	f21r.11:6	otyky	OPEN	NA	NA	[otyky]
f21r	f21r.11:7	shey	OPEN	NA	NA	[shey]
f21r	f21r.11:8	yteol	OPEN	NA	NA	[yteol]
f21r	f21r.11:9	shody	OPEN	NA	NA	[shody]
f21r	f21r.12:1	ykeey	OPEN	NA	NA	[ykeey]
f21r	f21r.12:2	chor	NOUN	f21r:chor	NA	Blüten
f21r	f21r.12:3	sheey	OPEN	NA	NA	[sheey]
f21r	f21r.12:4	ysheol	OPEN	NA	NA	[ysheol]
f21r	f21r.12:5	chor	NOUN	f21r:chor	NA	Blüten
f21r	f21r.12:6	chol	OPEN	NA	NA	[chol]
f21r	f21r.12:7	daiin	OPEN	NA	NA	[daiin]
f21r	f21r.12:8	chkaiin	OPEN	NA	NA	[chkaiin]
f32v	f32v.7:1	ksho	OPEN	NA	NA	[ksho]
f32v	f32v.7:2	cphos	OPEN	NA	NA	[cphos]
f32v	f32v.7:3	she	OPEN	NA	NA	[she]
f32v	f32v.7:4	sheaiin	OPEN	NA	NA	[sheaiin]
f32v	f32v.7:5	otshcho	OPEN	NA	NA	[otshcho]
f32v	f32v.7:6	r	OPEN	NA	NA	[r]
f32v	f32v.7:7	dain	OPEN	NA	NA	[dain]
f32v	f32v.7:8	shckhy	OPEN	NA	NA	[shckhy]
f32v	f32v.7:9	s	OPEN	NA	NA	[s]
f32v	f32v.7:10	odan	OPEN	NA	NA	[odan]
f32v	f32v.8:1	otchol	OPEN	NA	NA	[otchol]
f32v	f32v.8:2	daiin	OPEN	NA	NA	[daiin]
f32v	f32v.8:3	daiin	OPEN	NA	NA	[daiin]
f32v	f32v.8:4	ctho	OPEN	NA	NA	[ctho]
f32v	f32v.8:5	daiin	OPEN	NA	NA	[daiin]
f32v	f32v.8:6	qotaiin	OPEN	NA	NA	[qotaiin]
f32v	f32v.8:7	otchy	OPEN	NA	NA	[otchy]
f32v	f32v.8:8	d	OPEN	NA	NA	[d]
f32v	f32v.8:9	shan	NOUN	f32v:shan	NA	Blütenstaub
f32v	f32v.9:1	qotchy	OPEN	NA	NA	[qotchy]
f32v	f32v.9:2	cfhy	OPEN	NA	NA	[cfhy]
f32v	f32v.9:3	skey	OPEN	NA	NA	[skey]
f32v	f32v.9:4	chocthy	OPEN	NA	NA	[chocthy]
f32v	f32v.9:5	daiin	OPEN	NA	NA	[daiin]
f32v	f32v.9:6	cthaiin	OPEN	NA	NA	[cthaiin]
f32v	f32v.9:7	daiin	OPEN	NA	NA	[daiin]
f32v	f32v.10:1	sho	CONTAINS	NA	NA	Blütenstaub enthält Blüten
f32v	f32v.10:2	keol	OPEN	NA	NA	[keol]
f32v	f32v.10:3	chor	NOUN	f32v:chor	f32v.10:1	Blüten
f32v	f32v.10:4	chol	OPEN	NA	NA	[chol]
f32v	f32v.10:5	daiin	OPEN	NA	NA	[daiin]
f32v	f32v.10:6	cpho	OPEN	NA	NA	[cpho]
f32v	f32v.10:7	l	OPEN	NA	NA	[l]
f32v	f32v.10:8	cthol	OPEN	NA	NA	[cthol]
f32v	f32v.10:9	da	OPEN	NA	NA	[da]
f32v	f32v.10:10	ar	OPEN	NA	NA	[ar]
f32v	f32v.11:1	ol	PART_OF	NA	NA	Blütenstaub ist Teil von ?Gegenstand
f32v	f32v.11:2	sho	CONTAINS	NA	NA	Blütenstaub enthält ?Gegenstand
f32v	f32v.11:3	chy	OPEN	NA	NA	[chy]
f29v	f29v.1:1	kooiin	OPEN	NA	NA	[kooiin]
f29v	f29v.1:2	shor	NOUN	f29v:shor	NA	Früchte
f29v	f29v.1:3	chetchy	OPEN	NA	NA	[chetchy]
f29v	f29v.1:4	ol	PART_OF	NA	NA	Früchte ist Teil von oberirdisches Kraut
f29v	f29v.1:5	ls	OPEN	NA	NA	[ls]
f29v	f29v.1:6	shytchy	OPEN	NA	NA	[shytchy]
f29v	f29v.1:7	cthy	NOUN	f29v:cthy	f29v.1:4	oberirdisches Kraut
f29v	f29v.1:8	shy	OPEN	NA	NA	[shy]
f29v	f29v.1:9	cho	OPEN	NA	NA	[cho]
f29v	f29v.1:10	shy	OPEN	NA	NA	[shy]
f29v	f29v.1:11	daiin	OPEN	NA	NA	[daiin]
f29v	f29v.2:1	qotcheaiin	OPEN	NA	NA	[qotcheaiin]
f29v	f29v.2:2	s	OPEN	NA	NA	[s]
f29v	f29v.2:3	chol	OPEN	NA	NA	[chol]
f29v	f29v.2:4	chol	OPEN	NA	NA	[chol]
f29v	f29v.2:5	cthy	NOUN	f29v:cthy	NA	oberirdisches Kraut
f29v	f29v.2:6	chey	OPEN	NA	NA	[chey]
f29v	f29v.2:7	cthold	NOUN	f29v:cthold	NA	Rinde
f29v	f29v.2:8	ytchor	OPEN	NA	NA	[ytchor]
f29v	f29v.2:9	dary	OPEN	NA	NA	[dary]
f29v	f29v.3:1	chol	OPEN	NA	NA	[chol]
f29v	f29v.3:2	chol	OPEN	NA	NA	[chol]
f29v	f29v.3:3	kor	OPEN	NA	NA	[kor]
f29v	f29v.3:4	shey	OPEN	NA	NA	[shey]
f29v	f29v.3:5	odaiin	OPEN	NA	NA	[odaiin]
f29v	f29v.3:6	qotchy	OPEN	NA	NA	[qotchy]
f29v	f29v.3:7	taiin	OPEN	NA	NA	[taiin]
f29v	f29v.3:8	s	OPEN	NA	NA	[s]
f29v	f29v.3:9	she	OPEN	NA	NA	[she]
f29v	f29v.3:10	otey	OPEN	NA	NA	[otey]
f29v	f29v.3:11	sy	OPEN	NA	NA	[sy]
f29v	f29v.4:1	ysho	OPEN	NA	NA	[ysho]
f29v	f29v.4:2	otshy	OPEN	NA	NA	[otshy]
f29v	f29v.4:3	okaiin	NOUN	f29v:okaiin	NA	Pflanzensaft
f29v	f29v.4:4	cthy	NOUN	f29v:cthy	NA	oberirdisches Kraut
f29v	f29v.4:5	oltchy	OPEN	NA	NA	[oltchy]
f29v	f29v.4:6	s	OPEN	NA	NA	[s]
f29v	f29v.4:7	shot	OPEN	NA	NA	[shot]
f29v	f29v.4:8	sho	CONTAINS	NA	NA	oberirdisches Kraut enthält Pflanzensaft
f29v	f29v.4:9	okaiin	NOUN	f29v:okaiin	f29v.4:8	Pflanzensaft
F83_P1	f83r.1:1	tchedy	OPEN	NA	NA	[tchedy]
F83_P1	f83r.1:2	lpchedy	OPEN	NA	NA	[lpchedy]
F83_P1	f83r.1:3	opedy	OPEN	NA	NA	[opedy]
F83_P1	f83r.1:4	chepol	OPEN	NA	NA	[chepol]
F83_P1	f83r.1:5	pchedar	OPEN	NA	NA	[pchedar]
F83_P1	f83r.1:6	shedy	NOUN	F83_P1:shedy	NA	Saft
F83_P1	f83r.1:7	qopchedy	OPEN	NA	NA	[qopchedy]
F83_P1	f83r.2:1	sol	OPEN	NA	NA	[sol]
F83_P1	f83r.2:2	cheey	OPEN	NA	NA	[cheey]
F83_P1	f83r.2:3	qokaiin	NOUN	F83_P1:qokaiin	NA	Fruchtkapsel
F83_P1	f83r.2:4	shol	OPEN	NA	NA	[shol]
F83_P1	f83r.2:5	lchs	OPEN	NA	NA	[lchs]
F83_P1	f83r.2:6	shey	OPEN	NA	NA	[shey]
F83_P1	f83r.2:7	qoteedy	OPEN	NA	NA	[qoteedy]
F83_P1	f83r.2:8	rches	OPEN	NA	NA	[rches]
F83_P1	f83r.2:9	ar	OPEN	NA	NA	[ar]
F83_P1	f83r.2:10	chedy	BECOMES	NA	NA	Fruchtkapsel wird zu Mark
F83_P1	f83r.2:11	dor	OPEN	NA	NA	[dor]
F83_P1	f83r.3:1	olkeedy	OPEN	NA	NA	[olkeedy]
F83_P1	f83r.3:2	qotal	OPEN	NA	NA	[qotal]
F83_P1	f83r.3:3	chkeedy	OPEN	NA	NA	[chkeedy]
F83_P1	f83r.3:4	chey	OPEN	NA	NA	[chey]
F83_P1	f83r.3:5	daiin	OPEN	NA	NA	[daiin]
F83_P1	f83r.3:6	chey	OPEN	NA	NA	[chey]
F83_P1	f83r.3:7	lchedy	NOUN	F83_P1:lchedy	f83r.2:10	Mark
F83_P1	f83r.3:8	qokaiin	NOUN	F83_P1:qokaiin	NA	Fruchtkapsel
F83_P1	f83r.3:9	qotal	OPEN	NA	NA	[qotal]
F83_P1	f83r.3:10	dar	OPEN	NA	NA	[dar]
F83_P1	f83r.4:1	qokshedy	OPEN	NA	NA	[qokshedy]
F83_P1	f83r.4:2	chedy	BECOMES	NA	NA	Fruchtkapsel wird zu Saft
F83_P1	f83r.4:3	qokedy	OPEN	NA	NA	[qokedy]
F83_P1	f83r.4:4	chkedy	OPEN	NA	NA	[chkedy]
F83_P1	f83r.4:5	daiin	OPEN	NA	NA	[daiin]
F83_P1	f83r.4:6	shetar	OPEN	NA	NA	[shetar]
F83_P1	f83r.4:7	shedy	NOUN	F83_P1:shedy	f83r.4:2	Saft
F83_P1	f83r.4:8	qekaiin	OPEN	NA	NA	[qekaiin]
F83_P1	f83r.4:9	chedy	BECOMES	NA	NA	Saft wird zu Saft
F83_P1	f83r.5:1	deey	OPEN	NA	NA	[deey]
F83_P1	f83r.5:2	qotaiin	OPEN	NA	NA	[qotaiin]
F83_P1	f83r.5:3	checkhy	OPEN	NA	NA	[checkhy]
F83_P1	f83r.5:4	qoty	OPEN	NA	NA	[qoty]
F83_P1	f83r.5:5	cheg	OPEN	NA	NA	[cheg]
F83_P1	f83r.5:6	shedy	NOUN	F83_P1:shedy	f83r.4:9	Saft
F83_P1	f83r.5:7	qokeey	OPEN	NA	NA	[qokeey]
F83_P1	f83r.5:8	rchedy	OPEN	NA	NA	[rchedy]
F83_P1	f83r.5:9	qoteedy	OPEN	NA	NA	[qoteedy]
F83_P1	f83r.5:10	lo	OPEN	NA	NA	[lo]
F83_P1	f83r.6:1	schedy	OPEN	NA	NA	[schedy]
F83_P1	f83r.6:2	chedchy	OPEN	NA	NA	[chedchy]
F83_P1	f83r.6:3	qokal	OPEN	NA	NA	[qokal]
F83_P1	f83r.6:4	olchedy	OPEN	NA	NA	[olchedy]
F83_P1	f83r.6:5	qokaiin	NOUN	F83_P1:qokaiin	NA	Fruchtkapsel
F83_P1	f83r.6:6	chedy	BECOMES	NA	NA	Fruchtkapsel wird zu ?Gegenstand
F83_P1	f83r.6:7	qokeedy	FROM	NA	NA	Fruchtkapsel stammt aus Mark
F83_P1	f83r.6:8	lchedy	NOUN	F83_P1:lchedy	f83r.6:7	Mark
F83_P1	f83r.6:9	qoky	OPEN	NA	NA	[qoky]
F83_P1	f83r.7:1	solshed	OPEN	NA	NA	[solshed]
F83_P1	f83r.7:2	lsheedy	OPEN	NA	NA	[lsheedy]
F83_P1	f83r.7:3	qeeedy	OPEN	NA	NA	[qeeedy]
F83_P1	f83r.7:4	qoky	OPEN	NA	NA	[qoky]
F83_P1	f83r.7:5	o	OPEN	NA	NA	[o]
F83_P1	f83r.7:6	qol	OPEN	NA	NA	[qol]
F83_P1	f83r.7:7	rsheedy	OPEN	NA	NA	[rsheedy]
F83_P1	f83r.7:8	qokedy	OPEN	NA	NA	[qokedy]
F83_P1	f83r.7:9	qoteedy	OPEN	NA	NA	[qoteedy]
F83_P1	f83r.7:10	qoteedy	OPEN	NA	NA	[qoteedy]
F83_P1	f83r.8:1	pchedal	OPEN	NA	NA	[pchedal]
F83_P1	f83r.8:2	otedy	OPEN	NA	NA	[otedy]
F83_P1	f83r.8:3	shecthedchy	OPEN	NA	NA	[shecthedchy]
F83_P1	f83r.8:4	qoky	OPEN	NA	NA	[qoky]
F83_P1	f83r.8:5	chedy	BECOMES	NA	NA	Fruchtkapsel wird zu ?Gegenstand
F83_P1	f83r.8:6	chary	OPEN	NA	NA	[chary]
F83_P2	f83r.9:1	pchor	OPEN	NA	NA	[pchor]
F83_P2	f83r.9:2	checphedy	OPEN	NA	NA	[checphedy]
F83_P2	f83r.9:3	qokedy	OPEN	NA	NA	[qokedy]
F83_P2	f83r.9:4	lsheedy	OPEN	NA	NA	[lsheedy]
F83_P2	f83r.9:5	qokchdy	OPEN	NA	NA	[qokchdy]
F83_P2	f83r.9:6	r	OPEN	NA	NA	[r]
F83_P2	f83r.9:7	shedkedy	OPEN	NA	NA	[shedkedy]
F83_P2	f83r.9:8	qopshdy	OPEN	NA	NA	[qopshdy]
F83_P2	f83r.9:9	qopy	OPEN	NA	NA	[qopy]
F83_P2	f83r.10:1	olkeey	OPEN	NA	NA	[olkeey]
F83_P2	f83r.10:2	rchs	OPEN	NA	NA	[rchs]
F83_P2	f83r.10:3	cheeb	OPEN	NA	NA	[cheeb]
F83_P2	f83r.10:4	ols	OPEN	NA	NA	[ols]
F83_P2	f83r.10:5	aiin	OPEN	NA	NA	[aiin]
F83_P2	f83r.10:6	skal	OPEN	NA	NA	[skal]
F83_P2	f83r.10:7	dain	OPEN	NA	NA	[dain]
F83_P2	f83r.10:8	cthal	OPEN	NA	NA	[cthal]
F83_P2	f83r.10:9	s	OPEN	NA	NA	[s]
F83_P2	f83r.10:10	aiin	OPEN	NA	NA	[aiin]
F83_P2	f83r.10:11	chky	OPEN	NA	NA	[chky]
F83_P2	f83r.10:12	lal	OPEN	NA	NA	[lal]
F83_P2	f83r.10:13	sam	OPEN	NA	NA	[sam]
F83_P2	f83r.11:1	sor	OPEN	NA	NA	[sor]
F83_P2	f83r.11:2	shedy	NOUN	F83_P2:shedy	NA	Saft
F83_P2	f83r.11:3	qokaiin	NOUN	F83_P2:qokaiin	NA	Fruchtkapsel
F83_P2	f83r.11:4	chkain	OPEN	NA	NA	[chkain]
F83_P2	f83r.11:5	shcthey	OPEN	NA	NA	[shcthey]
F83_P2	f83r.11:6	qokedy	OPEN	NA	NA	[qokedy]
F83_P2	f83r.11:7	okair	OPEN	NA	NA	[okair]
F83_P2	f83r.11:8	sheedy	OPEN	NA	NA	[sheedy]
F83_P2	f83r.11:9	lchedy	NOUN	F83_P2:lchedy	NA	Mark
F83_P2	f83r.11:10	lo	OPEN	NA	NA	[lo]
F83_P2	f83r.12:1	qockhol	OPEN	NA	NA	[qockhol]
F83_P2	f83r.12:2	sheckhy	OPEN	NA	NA	[sheckhy]
F83_P2	f83r.12:3	otal	OPEN	NA	NA	[otal]
F83_P2	f83r.12:4	qokeal	OPEN	NA	NA	[qokeal]
F83_P2	f83r.12:5	sheckhdy	OPEN	NA	NA	[sheckhdy]
F83_P2	f83r.12:6	al	OPEN	NA	NA	[al]
F83_P2	f83r.12:7	okedy	OPEN	NA	NA	[okedy]
F83_P2	f83r.12:8	qokedy	OPEN	NA	NA	[qokedy]
F83_P2	f83r.12:9	qokal	OPEN	NA	NA	[qokal]
F83_P2	f83r.13:1	salcheol	OPEN	NA	NA	[salcheol]
F83_P2	f83r.13:2	tar	OPEN	NA	NA	[tar]
F83_P2	f83r.13:3	shedy	NOUN	F83_P2:shedy	NA	Saft
F83_P2	f83r.13:4	s	OPEN	NA	NA	[s]
F83_P2	f83r.13:5	altedy	OPEN	NA	NA	[altedy]
F83_P2	f83r.13:6	sair	OPEN	NA	NA	[sair]
F83_P2	f83r.13:7	qokedy	OPEN	NA	NA	[qokedy]
F83_P2	f83r.13:8	qedy	OPEN	NA	NA	[qedy]
F83_P2	f83r.13:9	lchcphedy	OPEN	NA	NA	[lchcphedy]
F83_P2	f83r.13:10	ldar	OPEN	NA	NA	[ldar]
F83_P2	f83r.14:1	qokchedy	OPEN	NA	NA	[qokchedy]
F83_P2	f83r.14:2	qokeedy	FROM	NA	NA	Saft stammt aus Saft
F83_P2	f83r.14:3	shedy	NOUN	F83_P2:shedy	f83r.14:2	Saft
F83_P2	f83r.14:4	qokshedy	OPEN	NA	NA	[qokshedy]
F83_P2	f83r.14:5	dal	OPEN	NA	NA	[dal]
F83_P2	f83r.14:6	lchedy	NOUN	F83_P2:lchedy	NA	Mark
F83_P2	f83r.14:7	qokaiin	NOUN	F83_P2:qokaiin	NA	Fruchtkapsel
F83_P2	f83r.14:8	shcthy	OPEN	NA	NA	[shcthy]
F83_P2	f83r.14:9	dal	OPEN	NA	NA	[dal]
F83_P2	f83r.14:10	sy	OPEN	NA	NA	[sy]
F83_P2	f83r.15:1	saiin	OPEN	NA	NA	[saiin]
F83_P2	f83r.15:2	shedal	OPEN	NA	NA	[shedal]
F83_P2	f83r.15:3	shecthy	OPEN	NA	NA	[shecthy]
F83_P2	f83r.15:4	chey	OPEN	NA	NA	[chey]
F83_P2	f83r.15:5	tal	OPEN	NA	NA	[tal]
F83_P2	f83r.15:6	shcthy	OPEN	NA	NA	[shcthy]
F83_P2	f83r.15:7	dalchdy	OPEN	NA	NA	[dalchdy]
F83_P2	f83r.15:8	qotchedy	OPEN	NA	NA	[qotchedy]
F83_P2	f83r.15:9	lchedy	NOUN	F83_P2:lchedy	NA	Mark
F83_P2	f83r.16:1	tchedy	OPEN	NA	NA	[tchedy]
F83_P2	f83r.16:2	qokchdy	OPEN	NA	NA	[qokchdy]
F83_P2	f83r.16:3	cheedar	OPEN	NA	NA	[cheedar]
F83_P2	f83r.16:4	chldaiin	OPEN	NA	NA	[chldaiin]
F83_P2	f83r.16:5	chedy	BECOMES	NA	NA	Mark wird zu ?Gegenstand
F83_P2	f83r.16:6	qokain	OPEN	NA	NA	[qokain]
F83_P2	f83r.16:7	checthy	OPEN	NA	NA	[checthy]
F83_P2	f83r.16:8	chealror	OPEN	NA	NA	[chealror]
F83_P2	f83r.17:1	dcheokedy	OPEN	NA	NA	[dcheokedy]
F83_P2	f83r.17:2	lkeed	OPEN	NA	NA	[lkeed]
F83_P2	f83r.17:3	shckhey	OPEN	NA	NA	[shckhey]
F83_P2	f83r.17:4	ytaiin	OPEN	NA	NA	[ytaiin]
F83_P2	f83r.17:5	shechy	OPEN	NA	NA	[shechy]
F83_P2	f83r.17:6	schety	OPEN	NA	NA	[schety]
F83_P3	f83r.18:1	pdalshdy	OPEN	NA	NA	[pdalshdy]
F83_P3	f83r.18:2	shocphedy	OPEN	NA	NA	[shocphedy]
F83_P3	f83r.18:3	otor	OPEN	NA	NA	[otor]
F83_P3	f83r.18:4	shedy	NOUN	F83_P3:shedy	NA	Saft
F83_P3	f83r.18:5	opshedy	OPEN	NA	NA	[opshedy]
F83_P3	f83r.18:6	otshdy	OPEN	NA	NA	[otshdy]
F83_P3	f83r.18:7	qokedol	OPEN	NA	NA	[qokedol]
F83_P3	f83r.18:8	shdy	OPEN	NA	NA	[shdy]
F83_P3	f83r.18:9	soldy	OPEN	NA	NA	[soldy]
F83_P3	f83r.19:1	sar	OPEN	NA	NA	[sar]
F83_P3	f83r.19:2	shedaiin	OPEN	NA	NA	[shedaiin]
F83_P3	f83r.19:3	ockhey	OPEN	NA	NA	[ockhey]
F83_P3	f83r.19:4	sain	OPEN	NA	NA	[sain]
F83_P3	f83r.19:5	ched	OPEN	NA	NA	[ched]
F83_P3	f83r.19:6	shedy	NOUN	F83_P3:shedy	NA	Saft
F83_P3	f83r.19:7	qetal	OPEN	NA	NA	[qetal]
F83_P3	f83r.19:8	dal	OPEN	NA	NA	[dal]
F83_P3	f83r.19:9	shedy	NOUN	F83_P3:shedy	NA	Saft
F83_P3	f83r.19:10	shey	OPEN	NA	NA	[shey]
F83_P3	f83r.19:11	lchedy	NOUN	F83_P3:lchedy	NA	Mark
F83_P3	f83r.20:1	solkeedy	OPEN	NA	NA	[solkeedy]
F83_P3	f83r.20:2	qoteedy	OPEN	NA	NA	[qoteedy]
F83_P3	f83r.20:3	qokeey	OPEN	NA	NA	[qokeey]
F83_P3	f83r.20:4	qokedy	OPEN	NA	NA	[qokedy]
F83_P3	f83r.20:5	sol	OPEN	NA	NA	[sol]
F83_P3	f83r.20:6	cheeety	OPEN	NA	NA	[cheeety]
F83_P3	f83r.20:7	qokedy	OPEN	NA	NA	[qokedy]
F83_P3	f83r.20:8	qoky	OPEN	NA	NA	[qoky]
F83_P3	f83r.20:9	saiin	OPEN	NA	NA	[saiin]
F83_P3	f83r.21:1	solkeedy	OPEN	NA	NA	[solkeedy]
F83_P3	f83r.21:2	qokedy	OPEN	NA	NA	[qokedy]
F83_P3	f83r.21:3	otedy	OPEN	NA	NA	[otedy]
F83_P3	f83r.21:4	sol	OPEN	NA	NA	[sol]
F83_P3	f83r.21:5	chedy	BECOMES	NA	NA	Mark wird zu ?Gegenstand
F83_P3	f83r.21:6	lkedy	OPEN	NA	NA	[lkedy]
F83_P3	f83r.21:7	qokchedy	OPEN	NA	NA	[qokchedy]
F83_P3	f83r.21:8	qokedy	OPEN	NA	NA	[qokedy]
F83_P3	f83r.21:9	chckhdy	OPEN	NA	NA	[chckhdy]
F83_P3	f83r.21:10	sar	OPEN	NA	NA	[sar]
F83_P3	f83r.22:1	schedair	OPEN	NA	NA	[schedair]
F83_P3	f83r.22:2	otchedy	OPEN	NA	NA	[otchedy]
F83_P3	f83r.22:3	qokeedy	FROM	NA	NA	Mark stammt aus ?Gegenstand
F83_P3	f83r.22:4	chedain	OPEN	NA	NA	[chedain]
F83_P3	f83r.22:5	chedy	BECOMES	NA	NA	Mark wird zu Saft
F83_P3	f83r.22:6	qotedaiin	OPEN	NA	NA	[qotedaiin]
F83_P3	f83r.22:7	otaiin	OPEN	NA	NA	[otaiin]
F83_P3	f83r.22:8	otedy	OPEN	NA	NA	[otedy]
F83_P3	f83r.22:9	ldy	OPEN	NA	NA	[ldy]
F83_P3	f83r.23:1	tchedy	OPEN	NA	NA	[tchedy]
F83_P3	f83r.23:2	qotedy	OPEN	NA	NA	[qotedy]
F83_P3	f83r.23:3	qokal	OPEN	NA	NA	[qokal]
F83_P3	f83r.23:4	shedy	NOUN	F83_P3:shedy	f83r.22:5	Saft
F83_P3	f83r.23:5	qokedy	OPEN	NA	NA	[qokedy]
F83_P3	f83r.23:6	shecthedy	OPEN	NA	NA	[shecthedy]
F83_P3	f83r.23:7	shecthy	OPEN	NA	NA	[shecthy]
F83_P3	f83r.23:8	otor	OPEN	NA	NA	[otor]
F83_P3	f83r.23:9	chedy	BECOMES	NA	NA	Saft wird zu Saft
F83_P3	f83r.24:1	soiiin	OPEN	NA	NA	[soiiin]
F83_P3	f83r.24:2	checthy	OPEN	NA	NA	[checthy]
F83_P3	f83r.24:3	chety	OPEN	NA	NA	[chety]
F83_P3	f83r.24:4	otaiin	OPEN	NA	NA	[otaiin]
F83_P3	f83r.24:5	olsaly	OPEN	NA	NA	[olsaly]
F83_P3	f83r.24:6	shedy	NOUN	F83_P3:shedy	f83r.23:9	Saft
F83_P4	f83r.25:1	qokeedy	FROM	NA	NA	?Gegenstand stammt aus ?Gegenstand
F83_P4	f83r.25:2	qolchey	OPEN	NA	NA	[qolchey]
F83_P4	f83r.25:3	qokeey	OPEN	NA	NA	[qokeey]
F83_P4	f83r.25:4	qokedy	OPEN	NA	NA	[qokedy]
F83_P4	f83r.25:5	chedy	BECOMES	NA	NA	?Gegenstand wird zu Saft
F83_P4	f83r.25:6	otal	OPEN	NA	NA	[otal]
F83_P4	f83r.26:1	otchey	OPEN	NA	NA	[otchey]
F83_P4	f83r.26:2	qokeey	OPEN	NA	NA	[qokeey]
F83_P4	f83r.26:3	qoky	OPEN	NA	NA	[qoky]
F83_P4	f83r.26:4	tol	OPEN	NA	NA	[tol]
F83_P4	f83r.26:5	shedy	NOUN	F83_P4:shedy	f83r.25:5	Saft
F83_P4	f83r.26:6	qokylddy	OPEN	NA	NA	[qokylddy]
F83_P4	f83r.27:1	dain	OPEN	NA	NA	[dain]
F83_P4	f83r.27:2	chedy	BECOMES	NA	NA	Saft wird zu ?Gegenstand
F83_P4	f83r.27:3	qokeedy	FROM	NA	NA	Saft stammt aus Saft
F83_P4	f83r.27:4	shckhedy	OPEN	NA	NA	[shckhedy]
F83_P4	f83r.27:5	shckhedy	OPEN	NA	NA	[shckhedy]
F83_P4	f83r.28:1	saiin	OPEN	NA	NA	[saiin]
F83_P4	f83r.28:2	cheeky	OPEN	NA	NA	[cheeky]
F83_P4	f83r.28:3	sheey	OPEN	NA	NA	[sheey]
F83_P4	f83r.28:4	qokedy	OPEN	NA	NA	[qokedy]
