world	identity	record	locus	relation	left_locus	right_locus	left_word	right_word	left_id	right_id	intervening_words	issues	reading
M	FRESH	F83_P2	f83r.16:5	BECOMES	f83r.15:9	MISSING	lchedy	MISSING	F83_P2:f83r.15:9	MISSING	NONE	MISSING_RIGHT	Pressrückstand wird zu ?Gegenstand
M	FRESH	F83_P3	f83r.21:5	BECOMES	f83r.19:11	MISSING	lchedy	MISSING	F83_P3:f83r.19:11	MISSING	NONE	MISSING_RIGHT	Pressrückstand wird zu ?Gegenstand
M	FRESH	F83_P3	f83r.22:3	FROM	f83r.19:11	MISSING	lchedy	MISSING	F83_P3:f83r.19:11	MISSING	NONE	MISSING_RIGHT	Pressrückstand stammt aus ?Gegenstand
M	FRESH	F83_P3	f83r.22:5	BECOMES	f83r.19:11	f83r.23:4	lchedy	shedy	F83_P3:f83r.19:11	F83_P3:f83r.23:4	qotedaiin otaiin otedy ldy tchedy qotedy qokal	UNREAD_INTERVENERS	Pressrückstand wird zu Flüssigkeit
M	FRESH	F83_P3	f83r.23:9	BECOMES	f83r.23:4	f83r.24:6	shedy	shedy	F83_P3:f83r.23:4	F83_P3:f83r.24:6	soiiin checthy chety otaiin olsaly	UNREAD_INTERVENERS	Flüssigkeit wird zu Flüssigkeit
M	FRESH	F83_P4	f83r.25:1	FROM	MISSING	MISSING	MISSING	MISSING	MISSING	MISSING	NONE	MISSING_LEFT;MISSING_RIGHT	?Gegenstand stammt aus ?Gegenstand
M	FRESH	F83_P4	f83r.25:5	BECOMES	MISSING	f83r.26:5	MISSING	shedy	MISSING	F83_P4:f83r.26:5	otal otchey qokeey qoky tol	MISSING_LEFT;UNREAD_INTERVENERS	?Gegenstand wird zu Flüssigkeit
M	FRESH	F83_P4	f83r.27:2	BECOMES	f83r.26:5	MISSING	shedy	MISSING	F83_P4:f83r.26:5	MISSING	NONE	MISSING_RIGHT	Flüssigkeit wird zu ?Gegenstand
M	FRESH	F83_P4	f83r.27:3	FROM	f83r.26:5	f83r.28:5	shedy	shedy	F83_P4:f83r.26:5	F83_P4:f83r.28:5	shckhedy shckhedy saiin cheeky sheey qokedy	UNREAD_INTERVENERS	Flüssigkeit stammt aus Flüssigkeit
M	FRESH	F83_P4	f83r.30:3	FROM	f83r.26:5	MISSING	shedy	MISSING	F83_P4:f83r.26:5	MISSING	NONE	MISSING_RIGHT	Flüssigkeit stammt aus ?Gegenstand
M	FRESH	F83_P5	f83r.42:2	PART_OF	f83r.41:2	MISSING	lchedy	MISSING	F83_P5:f83r.41:2	MISSING	NONE	MISSING_RIGHT	Pressrückstand ist Teil von ?Gegenstand
M	FRESH	F83_P5	f83r.42:5	BECOMES	f83r.41:2	MISSING	lchedy	MISSING	F83_P5:f83r.41:2	MISSING	NONE	MISSING_RIGHT	Pressrückstand wird zu ?Gegenstand
M	FRESH	F83_P5	f83r.43:3	BECOMES	f83r.41:2	f83r.44:2	lchedy	shedy	F83_P5:f83r.41:2	F83_P5:f83r.44:2	qotal sar skar	UNREAD_INTERVENERS	Pressrückstand wird zu Flüssigkeit
M	FRESH	F83_Q1	f83r.49:3	BECOMES	MISSING	MISSING	MISSING	MISSING	MISSING	MISSING	NONE	MISSING_LEFT;MISSING_RIGHT	?Gegenstand wird zu ?Gegenstand
M	FRESH	F83_Q2	f83r.52:4	PART_OF	MISSING	MISSING	MISSING	MISSING	MISSING	MISSING	NONE	MISSING_LEFT;MISSING_RIGHT	?Gegenstand ist Teil von ?Gegenstand
M	FRESH	F83_Q2	f83r.53:4	PART_OF	MISSING	MISSING	MISSING	MISSING	MISSING	MISSING	NONE	MISSING_LEFT;MISSING_RIGHT	?Gegenstand ist Teil von ?Gegenstand
M	FRESH	F83_Q2	f83r.54:2	PART_OF	MISSING	MISSING	MISSING	MISSING	MISSING	MISSING	NONE	MISSING_LEFT;MISSING_RIGHT	?Gegenstand ist Teil von ?Gegenstand
M	REUSE	f21r	f21r.9:2	CONTAINS	f21r.9:1	f21r.9:8	okaiin	cthy	f21r:okaiin	f21r:cthy	tshaiin chkaiin sh cthey cthody	UNREAD_INTERVENERS	Auszug enthält Kraut
M	REUSE	f32v	f32v.10:1	CONTAINS	f32v.8:9	f32v.10:3	shan	chor	f32v:shan	f32v:chor	keol	UNREAD_INTERVENERS	Feinanteil enthält Blüten
M	REUSE	f32v	f32v.11:1	PART_OF	f32v.8:9	MISSING	shan	MISSING	f32v:shan	MISSING	NONE	MISSING_RIGHT	Feinanteil ist Teil von ?Gegenstand
M	REUSE	f32v	f32v.11:2	CONTAINS	f32v.8:9	MISSING	shan	MISSING	f32v:shan	MISSING	NONE	MISSING_RIGHT	Feinanteil enthält ?Gegenstand
M	REUSE	f29v	f29v.1:4	PART_OF	f29v.1:2	f29v.1:7	shor	cthy	f29v:shor	f29v:cthy	ls shytchy	UNREAD_INTERVENERS	Früchte ist Teil von Kraut
M	REUSE	f29v	f29v.4:8	CONTAINS	f29v.4:4	f29v.4:9	cthy	okaiin	f29v:cthy	f29v:okaiin	NONE	NONE	Kraut enthält Auszug
M	REUSE	F83_P1	f83r.2:10	BECOMES	f83r.2:3	f83r.3:7	qokaiin	lchedy	F83_P1:qokaiin	F83_P1:lchedy	dor olkeedy qotal chkeedy chey daiin chey	UNREAD_INTERVENERS;VESSEL_MATERIAL_CHANGE_OR_ORIGIN_DEBT	Gefäß wird zu Pressrückstand
M	REUSE	F83_P1	f83r.4:2	BECOMES	f83r.3:8	f83r.4:7	qokaiin	shedy	F83_P1:qokaiin	F83_P1:shedy	qokedy chkedy daiin shetar	UNREAD_INTERVENERS;VESSEL_MATERIAL_CHANGE_OR_ORIGIN_DEBT	Gefäß wird zu Flüssigkeit
M	REUSE	F83_P1	f83r.4:9	BECOMES	f83r.4:7	f83r.5:6	shedy	shedy	F83_P1:shedy	F83_P1:shedy	deey qotaiin checkhy qoty cheg	UNREAD_INTERVENERS;SELF_BECOMES	Flüssigkeit wird zu Flüssigkeit
M	REUSE	F83_P1	f83r.6:6	BECOMES	f83r.6:5	MISSING	qokaiin	MISSING	F83_P1:qokaiin	MISSING	NONE	MISSING_RIGHT	Gefäß wird zu ?Gegenstand
M	REUSE	F83_P1	f83r.6:7	FROM	f83r.6:5	f83r.6:8	qokaiin	lchedy	F83_P1:qokaiin	F83_P1:lchedy	NONE	VESSEL_MATERIAL_CHANGE_OR_ORIGIN_DEBT	Gefäß stammt aus Pressrückstand
M	REUSE	F83_P1	f83r.8:5	BECOMES	f83r.6:5	MISSING	qokaiin	MISSING	F83_P1:qokaiin	MISSING	NONE	MISSING_RIGHT	Gefäß wird zu ?Gegenstand
M	REUSE	F83_P2	f83r.14:2	FROM	f83r.13:3	f83r.14:3	shedy	shedy	F83_P2:shedy	F83_P2:shedy	NONE	SELF_FROM	Flüssigkeit stammt aus Flüssigkeit
M	REUSE	F83_P2	f83r.16:5	BECOMES	f83r.15:9	MISSING	lchedy	MISSING	F83_P2:lchedy	MISSING	NONE	MISSING_RIGHT	Pressrückstand wird zu ?Gegenstand
M	REUSE	F83_P3	f83r.21:5	BECOMES	f83r.19:11	MISSING	lchedy	MISSING	F83_P3:lchedy	MISSING	NONE	MISSING_RIGHT	Pressrückstand wird zu ?Gegenstand
M	REUSE	F83_P3	f83r.22:3	FROM	f83r.19:11	MISSING	lchedy	MISSING	F83_P3:lchedy	MISSING	NONE	MISSING_RIGHT	Pressrückstand stammt aus ?Gegenstand
M	REUSE	F83_P3	f83r.22:5	BECOMES	f83r.19:11	f83r.23:4	lchedy	shedy	F83_P3:lchedy	F83_P3:shedy	qotedaiin otaiin otedy ldy tchedy qotedy qokal	UNREAD_INTERVENERS	Pressrückstand wird zu Flüssigkeit
M	REUSE	F83_P3	f83r.23:9	BECOMES	f83r.23:4	f83r.24:6	shedy	shedy	F83_P3:shedy	F83_P3:shedy	soiiin checthy chety otaiin olsaly	UNREAD_INTERVENERS;SELF_BECOMES	Flüssigkeit wird zu Flüssigkeit
M	REUSE	F83_P4	f83r.25:1	FROM	MISSING	MISSING	MISSING	MISSING	MISSING	MISSING	NONE	MISSING_LEFT;MISSING_RIGHT	?Gegenstand stammt aus ?Gegenstand
M	REUSE	F83_P4	f83r.25:5	BECOMES	MISSING	f83r.26:5	MISSING	shedy	MISSING	F83_P4:shedy	otal otchey qokeey qoky tol	MISSING_LEFT;UNREAD_INTERVENERS	?Gegenstand wird zu Flüssigkeit
M	REUSE	F83_P4	f83r.27:2	BECOMES	f83r.26:5	MISSING	shedy	MISSING	F83_P4:shedy	MISSING	NONE	MISSING_RIGHT	Flüssigkeit wird zu ?Gegenstand
M	REUSE	F83_P4	f83r.27:3	FROM	f83r.26:5	f83r.28:5	shedy	shedy	F83_P4:shedy	F83_P4:shedy	shckhedy shckhedy saiin cheeky sheey qokedy	UNREAD_INTERVENERS;SELF_FROM	Flüssigkeit stammt aus Flüssigkeit
M	REUSE	F83_P4	f83r.30:3	FROM	f83r.26:5	MISSING	shedy	MISSING	F83_P4:shedy	MISSING	NONE	MISSING_RIGHT	Flüssigkeit stammt aus ?Gegenstand
M	REUSE	F83_P5	f83r.42:2	PART_OF	f83r.41:2	MISSING	lchedy	MISSING	F83_P5:lchedy	MISSING	NONE	MISSING_RIGHT	Pressrückstand ist Teil von ?Gegenstand
M	REUSE	F83_P5	f83r.42:5	BECOMES	f83r.41:2	MISSING	lchedy	MISSING	F83_P5:lchedy	MISSING	NONE	MISSING_RIGHT	Pressrückstand wird zu ?Gegenstand
M	REUSE	F83_P5	f83r.43:3	BECOMES	f83r.41:2	f83r.44:2	lchedy	shedy	F83_P5:lchedy	F83_P5:shedy	qotal sar skar	UNREAD_INTERVENERS	Pressrückstand wird zu Flüssigkeit
M	REUSE	F83_Q1	f83r.49:3	BECOMES	MISSING	MISSING	MISSING	MISSING	MISSING	MISSING	NONE	MISSING_LEFT;MISSING_RIGHT	?Gegenstand wird zu ?Gegenstand
M	REUSE	F83_Q2	f83r.52:4	PART_OF	MISSING	MISSING	MISSING	MISSING	MISSING	MISSING	NONE	MISSING_LEFT;MISSING_RIGHT	?Gegenstand ist Teil von ?Gegenstand
M	REUSE	F83_Q2	f83r.53:4	PART_OF	MISSING	MISSING	MISSING	MISSING	MISSING	MISSING	NONE	MISSING_LEFT;MISSING_RIGHT	?Gegenstand ist Teil von ?Gegenstand
M	REUSE	F83_Q2	f83r.54:2	PART_OF	MISSING	MISSING	MISSING	MISSING	MISSING	MISSING	NONE	MISSING_LEFT;MISSING_RIGHT	?Gegenstand ist Teil von ?Gegenstand
B	FRESH	f21r	f21r.9:2	CONTAINS	f21r.9:1	f21r.9:8	okaiin	cthy	f21r:f21r.9:1	f21r:f21r.9:8	tshaiin chkaiin sh cthey cthody	UNREAD_INTERVENERS	Pflanzensaft enthält oberirdisches Kraut
B	FRESH	f32v	f32v.10:1	CONTAINS	f32v.8:9	f32v.10:3	shan	chor	f32v:f32v.8:9	f32v:f32v.10:3	keol	UNREAD_INTERVENERS	Blütenstaub enthält Blüten
B	FRESH	f32v	f32v.11:1	PART_OF	f32v.8:9	MISSING	shan	MISSING	f32v:f32v.8:9	MISSING	NONE	MISSING_RIGHT	Blütenstaub ist Teil von ?Gegenstand
B	FRESH	f32v	f32v.11:2	CONTAINS	f32v.8:9	MISSING	shan	MISSING	f32v:f32v.8:9	MISSING	NONE	MISSING_RIGHT	Blütenstaub enthält ?Gegenstand
B	FRESH	f29v	f29v.1:4	PART_OF	f29v.1:2	f29v.1:7	shor	cthy	f29v:f29v.1:2	f29v:f29v.1:7	ls shytchy	UNREAD_INTERVENERS	Früchte ist Teil von oberirdisches Kraut
B	FRESH	f29v	f29v.4:8	CONTAINS	f29v.4:4	f29v.4:9	cthy	okaiin	f29v:f29v.4:4	f29v:f29v.4:9	NONE	NONE	oberirdisches Kraut enthält Pflanzensaft
B	FRESH	F83_P1	f83r.2:10	BECOMES	f83r.2:3	f83r.3:7	qokaiin	lchedy	F83_P1:f83r.2:3	F83_P1:f83r.3:7	dor olkeedy qotal chkeedy chey daiin chey	UNREAD_INTERVENERS	Fruchtkapsel wird zu Mark
B	FRESH	F83_P1	f83r.4:2	BECOMES	f83r.3:8	f83r.4:7	qokaiin	shedy	F83_P1:f83r.3:8	F83_P1:f83r.4:7	qokedy chkedy daiin shetar	UNREAD_INTERVENERS	Fruchtkapsel wird zu Saft
B	FRESH	F83_P1	f83r.4:9	BECOMES	f83r.4:7	f83r.5:6	shedy	shedy	F83_P1:f83r.4:7	F83_P1:f83r.5:6	deey qotaiin checkhy qoty cheg	UNREAD_INTERVENERS	Saft wird zu Saft
B	FRESH	F83_P1	f83r.6:6	BECOMES	f83r.6:5	MISSING	qokaiin	MISSING	F83_P1:f83r.6:5	MISSING	NONE	MISSING_RIGHT	Fruchtkapsel wird zu ?Gegenstand
B	FRESH	F83_P1	f83r.6:7	FROM	f83r.6:5	f83r.6:8	qokaiin	lchedy	F83_P1:f83r.6:5	F83_P1:f83r.6:8	NONE	NONE	Fruchtkapsel stammt aus Mark
B	FRESH	F83_P1	f83r.8:5	BECOMES	f83r.6:5	MISSING	qokaiin	MISSING	F83_P1:f83r.6:5	MISSING	NONE	MISSING_RIGHT	Fruchtkapsel wird zu ?Gegenstand
B	FRESH	F83_P2	f83r.14:2	FROM	f83r.13:3	f83r.14:3	shedy	shedy	F83_P2:f83r.13:3	F83_P2:f83r.14:3	NONE	NONE	Saft stammt aus Saft
B	FRESH	F83_P2	f83r.16:5	BECOMES	f83r.15:9	MISSING	lchedy	MISSING	F83_P2:f83r.15:9	MISSING	NONE	MISSING_RIGHT	Mark wird zu ?Gegenstand
B	FRESH	F83_P3	f83r.21:5	BECOMES	f83r.19:11	MISSING	lchedy	MISSING	F83_P3:f83r.19:11	MISSING	NONE	MISSING_RIGHT	Mark wird zu ?Gegenstand
B	FRESH	F83_P3	f83r.22:3	FROM	f83r.19:11	MISSING	lchedy	MISSING	F83_P3:f83r.19:11	MISSING	NONE	MISSING_RIGHT	Mark stammt aus ?Gegenstand
B	FRESH	F83_P3	f83r.22:5	BECOMES	f83r.19:11	f83r.23:4	lchedy	shedy	F83_P3:f83r.19:11	F83_P3:f83r.23:4	qotedaiin otaiin otedy ldy tchedy qotedy qokal	UNREAD_INTERVENERS	Mark wird zu Saft
B	FRESH	F83_P3	f83r.23:9	BECOMES	f83r.23:4	f83r.24:6	shedy	shedy	F83_P3:f83r.23:4	F83_P3:f83r.24:6	soiiin checthy chety otaiin olsaly	UNREAD_INTERVENERS	Saft wird zu Saft
B	FRESH	F83_P4	f83r.25:1	FROM	MISSING	MISSING	MISSING	MISSING	MISSING	MISSING	NONE	MISSING_LEFT;MISSING_RIGHT	?Gegenstand stammt aus ?Gegenstand
B	FRESH	F83_P4	f83r.25:5	BECOMES	MISSING	f83r.26:5	MISSING	shedy	MISSING	F83_P4:f83r.26:5	otal otchey qokeey qoky tol	MISSING_LEFT;UNREAD_INTERVENERS	?Gegenstand wird zu Saft
B	FRESH	F83_P4	f83r.27:2	BECOMES	f83r.26:5	MISSING	shedy	MISSING	F83_P4:f83r.26:5	MISSING	NONE	MISSING_RIGHT	Saft wird zu ?Gegenstand
B	FRESH	F83_P4	f83r.27:3	FROM	f83r.26:5	f83r.28:5	shedy	shedy	F83_P4:f83r.26:5	F83_P4:f83r.28:5	shckhedy shckhedy saiin cheeky sheey qokedy	UNREAD_INTERVENERS	Saft stammt aus Saft
B	FRESH	F83_P4	f83r.30:3	FROM	f83r.26:5	MISSING	shedy	MISSING	F83_P4:f83r.26:5	MISSING	NONE	MISSING_RIGHT	Saft stammt aus ?Gegenstand
B	FRESH	F83_P5	f83r.42:2	PART_OF	f83r.41:2	MISSING	lchedy	MISSING	F83_P5:f83r.41:2	MISSING	NONE	MISSING_RIGHT	Mark ist Teil von ?Gegenstand
B	FRESH	F83_P5	f83r.42:5	BECOMES	f83r.41:2	MISSING	lchedy	MISSING	F83_P5:f83r.41:2	MISSING	NONE	MISSING_RIGHT	Mark wird zu ?Gegenstand
B	FRESH	F83_P5	f83r.43:3	BECOMES	f83r.41:2	f83r.44:2	lchedy	shedy	F83_P5:f83r.41:2	F83_P5:f83r.44:2	qotal sar skar	UNREAD_INTERVENERS	Mark wird zu Saft
B	FRESH	F83_Q1	f83r.49:3	BECOMES	MISSING	MISSING	MISSING	MISSING	MISSING	MISSING	NONE	MISSING_LEFT;MISSING_RIGHT	?Gegenstand wird zu ?Gegenstand
B	FRESH	F83_Q2	f83r.52:4	PART_OF	MISSING	MISSING	MISSING	MISSING	MISSING	MISSING	NONE	MISSING_LEFT;MISSING_RIGHT	?Gegenstand ist Teil von ?Gegenstand
B	FRESH	F83_Q2	f83r.53:4	PART_OF	MISSING	MISSING	MISSING	MISSING	MISSING	MISSING	NONE	MISSING_LEFT;MISSING_RIGHT	?Gegenstand ist Teil von ?Gegenstand
B	FRESH	F83_Q2	f83r.54:2	PART_OF	MISSING	MISSING	MISSING	MISSING	MISSING	MISSING	NONE	MISSING_LEFT;MISSING_RIGHT	?Gegenstand ist Teil von ?Gegenstand
B	REUSE	f21r	f21r.9:2	CONTAINS	f21r.9:1	f21r.9:8	okaiin	cthy	f21r:okaiin	f21r:cthy	tshaiin chkaiin sh cthey cthody	UNREAD_INTERVENERS	Pflanzensaft enthält oberirdisches Kraut
B	REUSE	f32v	f32v.10:1	CONTAINS	f32v.8:9	f32v.10:3	shan	chor	f32v:shan	f32v:chor	keol	UNREAD_INTERVENERS	Blütenstaub enthält Blüten
B	REUSE	f32v	f32v.11:1	PART_OF	f32v.8:9	MISSING	shan	MISSING	f32v:shan	MISSING	NONE	MISSING_RIGHT	Blütenstaub ist Teil von ?Gegenstand
B	REUSE	f32v	f32v.11:2	CONTAINS	f32v.8:9	MISSING	shan	MISSING	f32v:shan	MISSING	NONE	MISSING_RIGHT	Blütenstaub enthält ?Gegenstand
B	REUSE	f29v	f29v.1:4	PART_OF	f29v.1:2	f29v.1:7	shor	cthy	f29v:shor	f29v:cthy	ls shytchy	UNREAD_INTERVENERS	Früchte ist Teil von oberirdisches Kraut
B	REUSE	f29v	f29v.4:8	CONTAINS	f29v.4:4	f29v.4:9	cthy	okaiin	f29v:cthy	f29v:okaiin	NONE	NONE	oberirdisches Kraut enthält Pflanzensaft
B	REUSE	F83_P1	f83r.2:10	BECOMES	f83r.2:3	f83r.3:7	qokaiin	lchedy	F83_P1:qokaiin	F83_P1:lchedy	dor olkeedy qotal chkeedy chey daiin chey	UNREAD_INTERVENERS	Fruchtkapsel wird zu Mark
B	REUSE	F83_P1	f83r.4:2	BECOMES	f83r.3:8	f83r.4:7	qokaiin	shedy	F83_P1:qokaiin	F83_P1:shedy	qokedy chkedy daiin shetar	UNREAD_INTERVENERS	Fruchtkapsel wird zu Saft
B	REUSE	F83_P1	f83r.4:9	BECOMES	f83r.4:7	f83r.5:6	shedy	shedy	F83_P1:shedy	F83_P1:shedy	deey qotaiin checkhy qoty cheg	UNREAD_INTERVENERS;SELF_BECOMES	Saft wird zu Saft
B	REUSE	F83_P1	f83r.6:6	BECOMES	f83r.6:5	MISSING	qokaiin	MISSING	F83_P1:qokaiin	MISSING	NONE	MISSING_RIGHT	Fruchtkapsel wird zu ?Gegenstand
B	REUSE	F83_P1	f83r.6:7	FROM	f83r.6:5	f83r.6:8	qokaiin	lchedy	F83_P1:qokaiin	F83_P1:lchedy	NONE	NONE	Fruchtkapsel stammt aus Mark
B	REUSE	F83_P1	f83r.8:5	BECOMES	f83r.6:5	MISSING	qokaiin	MISSING	F83_P1:qokaiin	MISSING	NONE	MISSING_RIGHT	Fruchtkapsel wird zu ?Gegenstand
B	REUSE	F83_P2	f83r.14:2	FROM	f83r.13:3	f83r.14:3	shedy	shedy	F83_P2:shedy	F83_P2:shedy	NONE	SELF_FROM	Saft stammt aus Saft
B	REUSE	F83_P2	f83r.16:5	BECOMES	f83r.15:9	MISSING	lchedy	MISSING	F83_P2:lchedy	MISSING	NONE	MISSING_RIGHT	Mark wird zu ?Gegenstand
B	REUSE	F83_P3	f83r.21:5	BECOMES	f83r.19:11	MISSING	lchedy	MISSING	F83_P3:lchedy	MISSING	NONE	MISSING_RIGHT	Mark wird zu ?Gegenstand
B	REUSE	F83_P3	f83r.22:3	FROM	f83r.19:11	MISSING	lchedy	MISSING	F83_P3:lchedy	MISSING	NONE	MISSING_RIGHT	Mark stammt aus ?Gegenstand
B	REUSE	F83_P3	f83r.22:5	BECOMES	f83r.19:11	f83r.23:4	lchedy	shedy	F83_P3:lchedy	F83_P3:shedy	qotedaiin otaiin otedy ldy tchedy qotedy qokal	UNREAD_INTERVENERS	Mark wird zu Saft
B	REUSE	F83_P3	f83r.23:9	BECOMES	f83r.23:4	f83r.24:6	shedy	shedy	F83_P3:shedy	F83_P3:shedy	soiiin checthy chety otaiin olsaly	UNREAD_INTERVENERS;SELF_BECOMES	Saft wird zu Saft
B	REUSE	F83_P4	f83r.25:1	FROM	MISSING	MISSING	MISSING	MISSING	MISSING	MISSING	NONE	MISSING_LEFT;MISSING_RIGHT	?Gegenstand stammt aus ?Gegenstand
B	REUSE	F83_P4	f83r.25:5	BECOMES	MISSING	f83r.26:5	MISSING	shedy	MISSING	F83_P4:shedy	otal otchey qokeey qoky tol	MISSING_LEFT;UNREAD_INTERVENERS	?Gegenstand wird zu Saft
B	REUSE	F83_P4	f83r.27:2	BECOMES	f83r.26:5	MISSING	shedy	MISSING	F83_P4:shedy	MISSING	NONE	MISSING_RIGHT	Saft wird zu ?Gegenstand
B	REUSE	F83_P4	f83r.27:3	FROM	f83r.26:5	f83r.28:5	shedy	shedy	F83_P4:shedy	F83_P4:shedy	shckhedy shckhedy saiin cheeky sheey qokedy	UNREAD_INTERVENERS;SELF_FROM	Saft stammt aus Saft
B	REUSE	F83_P4	f83r.30:3	FROM	f83r.26:5	MISSING	shedy	MISSING	F83_P4:shedy	MISSING	NONE	MISSING_RIGHT	Saft stammt aus ?Gegenstand
B	REUSE	F83_P5	f83r.42:2	PART_OF	f83r.41:2	MISSING	lchedy	MISSING	F83_P5:lchedy	MISSING	NONE	MISSING_RIGHT	Mark ist Teil von ?Gegenstand
B	REUSE	F83_P5	f83r.42:5	BECOMES	f83r.41:2	MISSING	lchedy	MISSING	F83_P5:lchedy	MISSING	NONE	MISSING_RIGHT	Mark wird zu ?Gegenstand
B	REUSE	F83_P5	f83r.43:3	BECOMES	f83r.41:2	f83r.44:2	lchedy	shedy	F83_P5:lchedy	F83_P5:shedy	qotal sar skar	UNREAD_INTERVENERS	Mark wird zu Saft
B	REUSE	F83_Q1	f83r.49:3	BECOMES	MISSING	MISSING	MISSING	MISSING	MISSING	MISSING	NONE	MISSING_LEFT;MISSING_RIGHT	?Gegenstand wird zu ?Gegenstand
B	REUSE	F83_Q2	f83r.52:4	PART_OF	MISSING	MISSING	MISSING	MISSING	MISSING	MISSING	NONE	MISSING_LEFT;MISSING_RIGHT	?Gegenstand ist Teil von ?Gegenstand
B	REUSE	F83_Q2	f83r.53:4	PART_OF	MISSING	MISSING	MISSING	MISSING	MISSING	MISSING	NONE	MISSING_LEFT;MISSING_RIGHT	?Gegenstand ist Teil von ?Gegenstand
B	REUSE	F83_Q2	f83r.54:2	PART_OF	MISSING	MISSING	MISSING	MISSING	MISSING	MISSING	NONE	MISSING_LEFT;MISSING_RIGHT	?Gegenstand ist Teil von ?Gegenstand
