edition	paragraph	grammar	target	operation	form	patient	patient_form	same_form_roles	side	execution_offset	effect_card	debts	row_status
ZL3b	f6v|f6v.6-f6v.21	M	f6v.8:1	f6v.9:1	oeeo	f6v.9:3	chor	patient	FOLLOWING	15	null		recorded
ZL3b	f6v|f6v.6-f6v.21	M	f6v.8:1	f6v.21:3	octham	f6v.21:2	chor	patient	FOLLOWING	70	null		recorded
ZL3b	f19v|f19v.8-f19v.14	B	f19v.9:1	f19v.9:5	chol	f19v.9:3	chor	patient	FOLLOWING	10	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f19v.9:4	recorded
ZL3b	f19v|f19v.8-f19v.14	J	f19v.9:1	f19v.9:5	chol	f19v.9:3	chor	patient	FOLLOWING	10	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f19v.9:4	recorded
ZL3b	f19v|f19v.8-f19v.14	M	f19v.9:1	f19v.9:5	chol	f19v.9:3	chor	patient	FOLLOWING	10	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f19v.9:4	recorded
ZL3b	f23r|f23r.4-f23r.5	B	f23r.5:1	f23r.5:4	chol	f23r.5:2	qokchol	patient	FOLLOWING	13	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f23r.5:3	recorded
ZL3b	f23r|f23r.4-f23r.5	B	f23r.5:1	f23r.5:6	chol	f23r.5:2	qokchol	patient	FOLLOWING	15	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5	recorded
ZL3b	f23r|f23r.4-f23r.5	J	f23r.5:1	f23r.5:4	chol	f23r.5:2	qokchol	patient	FOLLOWING	13	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f23r.5:3	recorded
ZL3b	f23r|f23r.4-f23r.5	J	f23r.5:1	f23r.5:6	chol	f23r.5:2	qokchol	patient	FOLLOWING	15	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5	recorded
ZL3b	f23r|f23r.4-f23r.5	M	f23r.5:1	f23r.5:4	chol	f23r.5:2	qokchol	patient	FOLLOWING	13	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f23r.5:3	recorded
ZL3b	f23r|f23r.4-f23r.5	M	f23r.5:1	f23r.5:6	chol	f23r.5:2	qokchol	patient	FOLLOWING	15	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5	recorded
ZL3b	f45v|f45v.5-f45v.11	B	f45v.9:1	f45v.9:3	chol	f45v.9:2	cthy	patient	FOLLOWING	33	"{""axis"": ""thermal"", ""value"": ""hot""}"		recorded
ZL3b	f45v|f45v.5-f45v.11	B	f45v.9:1	f45v.9:4	qokom	f45v.9:2	cthy	patient	FOLLOWING	34	"{""axis"": ""thermal"", ""value"": ""warm""}"		recorded
ZL3b	f45v|f45v.5-f45v.11	J	f45v.9:1	f45v.9:3	chol	f45v.9:2	cthy	patient	FOLLOWING	33	"{""axis"": ""thermal"", ""value"": ""hot""}"		recorded
ZL3b	f45v|f45v.5-f45v.11	J	f45v.9:1	f45v.9:4	qokom	f45v.9:2	cthy	patient	FOLLOWING	34	"{""axis"": ""thermal"", ""value"": ""warm""}"		recorded
ZL3b	f45v|f45v.5-f45v.11	M	f45v.9:1	f45v.9:3	chol	f45v.9:2	cthy	patient	FOLLOWING	33	"{""axis"": ""thermal"", ""value"": ""hot""}"		recorded
ZL3b	f45v|f45v.5-f45v.11	M	f45v.9:1	f45v.9:4	qokom	f45v.9:2	cthy	patient	FOLLOWING	34	"{""axis"": ""thermal"", ""value"": ""warm""}"		recorded
ZL3b	f106r|f106r.8-f106r.9	J	f106r.9:1	f106r.9:2	chol	f106r.9:3	qokain	patient	FOLLOWING	13	"{""axis"": ""thermal"", ""value"": ""hot""}"		recorded
ZL3b	f106r|f106r.8-f106r.9	M	f106r.9:1	f106r.9:2	chol	f106r.9:3	qokain	patient	FOLLOWING	13	"{""axis"": ""thermal"", ""value"": ""hot""}"		recorded
IT2a	f6v|f6v.6-f6v.21	B	f6v.8:1	f6v.8:3	okchey	f6v.8:2	chor	patient	FOLLOWING	11	null		recorded
IT2a	f6v|f6v.6-f6v.21	B	f6v.8:1	f6v.8:4	qokom	f6v.8:2	chor	patient	FOLLOWING	12	"{""axis"": ""thermal"", ""value"": ""warm""}"		recorded
IT2a	f6v|f6v.6-f6v.21	B	f6v.8:1	f6v.9:1	oeeo	f6v.9:3	chor	patient	FOLLOWING	15	null		recorded
IT2a	f6v|f6v.6-f6v.21	B	f6v.8:1	f6v.14:1	qokor	f6v.13:4	chor	patient	FOLLOWING	36	"{""axis"": ""thermal"", ""value"": ""hot""}"	IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f6v|f6v.6-f6v.21	B	f6v.8:1	f6v.21:3	octham	f6v.21:2	chor	patient	FOLLOWING	69	null		recorded
IT2a	f6v|f6v.6-f6v.21	J	f6v.8:1	f6v.8:3	okchey	f6v.8:2	chor	patient	FOLLOWING	11	null		recorded
IT2a	f6v|f6v.6-f6v.21	J	f6v.8:1	f6v.8:4	qokom	f6v.8:2	chor	patient	FOLLOWING	12	"{""axis"": ""thermal"", ""value"": ""warm""}"		recorded
IT2a	f6v|f6v.6-f6v.21	J	f6v.8:1	f6v.9:1	oeeo	f6v.9:3	chor	patient	FOLLOWING	15	null		recorded
IT2a	f6v|f6v.6-f6v.21	J	f6v.8:1	f6v.21:3	octham	f6v.21:2	chor	patient	FOLLOWING	69	null		recorded
IT2a	f6v|f6v.6-f6v.21	M	f6v.8:1	f6v.8:3	okchey	f6v.8:2	chor	patient	FOLLOWING	11	null		recorded
IT2a	f6v|f6v.6-f6v.21	M	f6v.8:1	f6v.8:4	qokom	f6v.8:2	chor	patient	FOLLOWING	12	"{""axis"": ""thermal"", ""value"": ""warm""}"		recorded
IT2a	f6v|f6v.6-f6v.21	M	f6v.8:1	f6v.9:1	oeeo	f6v.9:3	chor	patient	FOLLOWING	15	null		recorded
IT2a	f6v|f6v.6-f6v.21	M	f6v.8:1	f6v.21:3	octham	f6v.21:2	chor	patient	FOLLOWING	69	null		recorded
IT2a	f19v|f19v.8-f19v.14	B	f19v.9:1	f19v.9:5	chol	f19v.9:3	chor	patient	FOLLOWING	10	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f19v.9:4	recorded
IT2a	f19v|f19v.8-f19v.14	B	f19v.9:1	f19v.10:4	qokor	f19v.10:2	chor	patient	FOLLOWING	16	"{""axis"": ""thermal"", ""value"": ""hot""}"		recorded
IT2a	f19v|f19v.8-f19v.14	J	f19v.9:1	f19v.9:5	chol	f19v.9:3	chor	patient	FOLLOWING	10	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f19v.9:4	recorded
IT2a	f19v|f19v.8-f19v.14	J	f19v.9:1	f19v.10:4	qokor	f19v.10:2	chor	patient	FOLLOWING	16	"{""axis"": ""thermal"", ""value"": ""hot""}"		recorded
IT2a	f19v|f19v.8-f19v.14	M	f19v.9:1	f19v.9:5	chol	f19v.9:3	chor	patient	FOLLOWING	10	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f19v.9:4	recorded
IT2a	f19v|f19v.8-f19v.14	M	f19v.9:1	f19v.10:4	qokor	f19v.10:2	chor	patient	FOLLOWING	16	"{""axis"": ""thermal"", ""value"": ""hot""}"		recorded
IT2a	f23r|f23r.4-f23r.5	B	f23r.5:1	f23r.5:4	chol	f23r.5:2	qokchol	patient	FOLLOWING	13	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f23r.5:3	recorded
IT2a	f23r|f23r.4-f23r.5	B	f23r.5:1	f23r.5:6	chol	f23r.5:2	qokchol	patient	FOLLOWING	15	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f23r.5:3	recorded
IT2a	f23r|f23r.4-f23r.5	J	f23r.5:1	f23r.5:4	chol	f23r.5:2	qokchol	patient	FOLLOWING	13	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f23r.5:3	recorded
IT2a	f23r|f23r.4-f23r.5	J	f23r.5:1	f23r.5:6	chol	f23r.5:2	qokchol	patient	FOLLOWING	15	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f23r.5:3	recorded
IT2a	f23r|f23r.4-f23r.5	M	f23r.5:1	f23r.5:4	chol	f23r.5:2	qokchol	patient	FOLLOWING	13	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f23r.5:3	recorded
IT2a	f23r|f23r.4-f23r.5	M	f23r.5:1	f23r.5:6	chol	f23r.5:2	qokchol	patient	FOLLOWING	15	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f23r.5:3	recorded
IT2a	f45v|f45v.5-f45v.11	B	f45v.9:1	f45v.9:3	chol	f45v.9:2	cthy	patient	FOLLOWING	33	"{""axis"": ""thermal"", ""value"": ""hot""}"		recorded
IT2a	f45v|f45v.5-f45v.11	B	f45v.9:1	f45v.9:4	qokom	f45v.9:2	cthy	patient	FOLLOWING	34	"{""axis"": ""thermal"", ""value"": ""warm""}"		recorded
IT2a	f45v|f45v.5-f45v.11	J	f45v.9:1	f45v.9:3	chol	f45v.9:2	cthy	patient	FOLLOWING	33	"{""axis"": ""thermal"", ""value"": ""hot""}"		recorded
IT2a	f45v|f45v.5-f45v.11	J	f45v.9:1	f45v.9:4	qokom	f45v.9:2	cthy	patient	FOLLOWING	34	"{""axis"": ""thermal"", ""value"": ""warm""}"		recorded
IT2a	f45v|f45v.5-f45v.11	M	f45v.9:1	f45v.9:3	chol	f45v.9:2	cthy	patient	FOLLOWING	33	"{""axis"": ""thermal"", ""value"": ""hot""}"		recorded
IT2a	f45v|f45v.5-f45v.11	M	f45v.9:1	f45v.9:4	qokom	f45v.9:2	cthy	patient	FOLLOWING	34	"{""axis"": ""thermal"", ""value"": ""warm""}"		recorded
IT2a	f106r|f106r.8-f106r.9	J	f106r.9:1	f106r.9:2	chol	f106r.9:3	qokain	patient	FOLLOWING	12	"{""axis"": ""thermal"", ""value"": ""hot""}"		recorded
IT2a	f106r|f106r.8-f106r.9	M	f106r.9:1	f106r.9:2	chol	f106r.9:3	qokain	patient	FOLLOWING	12	"{""axis"": ""thermal"", ""value"": ""hot""}"		recorded
RF1b	f6v|f6v.6-f6v.21	B	f6v.8:1	f6v.8:3	okchey	f6v.8:2	chor	patient	FOLLOWING	11	null		recorded
RF1b	f6v|f6v.6-f6v.21	B	f6v.8:1	f6v.8:4	qokom	f6v.8:2	chor	patient	FOLLOWING	12	"{""axis"": ""thermal"", ""value"": ""warm""}"		recorded
RF1b	f6v|f6v.6-f6v.21	B	f6v.8:1	f6v.9:1	oeeo	f6v.9:3	chor	patient	FOLLOWING	15	null		recorded
RF1b	f6v|f6v.6-f6v.21	B	f6v.8:1	f6v.14:1	qokor	f6v.13:4	chor	patient	FOLLOWING	35	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f6v.13:6;IMPLICIT_SUBJECT_CONTINUATION	recorded
RF1b	f6v|f6v.6-f6v.21	B	f6v.8:1	f6v.21:3	octham	f6v.21:2	chor	patient	FOLLOWING	67	null		recorded
RF1b	f6v|f6v.6-f6v.21	J	f6v.8:1	f6v.8:3	okchey	f6v.8:2	chor	patient	FOLLOWING	11	null		recorded
RF1b	f6v|f6v.6-f6v.21	J	f6v.8:1	f6v.8:4	qokom	f6v.8:2	chor	patient	FOLLOWING	12	"{""axis"": ""thermal"", ""value"": ""warm""}"		recorded
RF1b	f6v|f6v.6-f6v.21	J	f6v.8:1	f6v.9:1	oeeo	f6v.9:3	chor	patient	FOLLOWING	15	null		recorded
RF1b	f6v|f6v.6-f6v.21	J	f6v.8:1	f6v.21:3	octham	f6v.21:2	chor	patient	FOLLOWING	67	null		recorded
RF1b	f6v|f6v.6-f6v.21	M	f6v.8:1	f6v.8:3	okchey	f6v.8:2	chor	patient	FOLLOWING	11	null		recorded
RF1b	f6v|f6v.6-f6v.21	M	f6v.8:1	f6v.8:4	qokom	f6v.8:2	chor	patient	FOLLOWING	12	"{""axis"": ""thermal"", ""value"": ""warm""}"		recorded
RF1b	f6v|f6v.6-f6v.21	M	f6v.8:1	f6v.9:1	oeeo	f6v.9:3	chor	patient	FOLLOWING	15	null		recorded
RF1b	f6v|f6v.6-f6v.21	M	f6v.8:1	f6v.21:3	octham	f6v.21:2	chor	patient	FOLLOWING	67	null		recorded
RF1b	f19v|f19v.8-f19v.14	B	f19v.9:1	f19v.9:5	chol	f19v.9:3	chor	patient	FOLLOWING	10	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f19v.9:4	recorded
RF1b	f19v|f19v.8-f19v.14	B	f19v.9:1	f19v.10:4	qokor	f19v.10:2	chor	patient	FOLLOWING	15	"{""axis"": ""thermal"", ""value"": ""hot""}"		recorded
RF1b	f19v|f19v.8-f19v.14	J	f19v.9:1	f19v.9:5	chol	f19v.9:3	chor	patient	FOLLOWING	10	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f19v.9:4	recorded
RF1b	f19v|f19v.8-f19v.14	J	f19v.9:1	f19v.10:4	qokor	f19v.10:2	chor	patient	FOLLOWING	15	"{""axis"": ""thermal"", ""value"": ""hot""}"		recorded
RF1b	f19v|f19v.8-f19v.14	M	f19v.9:1	f19v.9:5	chol	f19v.9:3	chor	patient	FOLLOWING	10	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f19v.9:4	recorded
RF1b	f19v|f19v.8-f19v.14	M	f19v.9:1	f19v.10:4	qokor	f19v.10:2	chor	patient	FOLLOWING	15	"{""axis"": ""thermal"", ""value"": ""hot""}"		recorded
RF1b	f23r|f23r.4-f23r.5	B	f23r.5:1	f23r.5:4	chol	f23r.5:2	qokchol	patient	FOLLOWING	12	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f23r.5:3	recorded
RF1b	f23r|f23r.4-f23r.5	B	f23r.5:1	f23r.5:6	chol	f23r.5:2	qokchol	patient	FOLLOWING	14	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f23r.5:3	recorded
RF1b	f23r|f23r.4-f23r.5	J	f23r.5:1	f23r.5:4	chol	f23r.5:2	qokchol	patient	FOLLOWING	12	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f23r.5:3	recorded
RF1b	f23r|f23r.4-f23r.5	J	f23r.5:1	f23r.5:6	chol	f23r.5:2	qokchol	patient	FOLLOWING	14	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f23r.5:3	recorded
RF1b	f23r|f23r.4-f23r.5	M	f23r.5:1	f23r.5:4	chol	f23r.5:2	qokchol	patient	FOLLOWING	12	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f23r.5:3	recorded
RF1b	f23r|f23r.4-f23r.5	M	f23r.5:1	f23r.5:6	chol	f23r.5:2	qokchol	patient	FOLLOWING	14	"{""axis"": ""thermal"", ""value"": ""hot""}"	UNREAD_BETWEEN:f23r.5:3	recorded
RF1b	f45v|f45v.5-f45v.11	B	f45v.9:1	f45v.9:3	chol	f45v.9:2	cthy	patient	FOLLOWING	31	"{""axis"": ""thermal"", ""value"": ""hot""}"		recorded
RF1b	f45v|f45v.5-f45v.11	B	f45v.9:1	f45v.9:4	qokom	f45v.9:2	cthy	patient	FOLLOWING	32	"{""axis"": ""thermal"", ""value"": ""warm""}"		recorded
RF1b	f45v|f45v.5-f45v.11	J	f45v.9:1	f45v.9:3	chol	f45v.9:2	cthy	patient	FOLLOWING	31	"{""axis"": ""thermal"", ""value"": ""hot""}"		recorded
RF1b	f45v|f45v.5-f45v.11	J	f45v.9:1	f45v.9:4	qokom	f45v.9:2	cthy	patient	FOLLOWING	32	"{""axis"": ""thermal"", ""value"": ""warm""}"		recorded
RF1b	f45v|f45v.5-f45v.11	M	f45v.9:1	f45v.9:3	chol	f45v.9:2	cthy	patient	FOLLOWING	31	"{""axis"": ""thermal"", ""value"": ""hot""}"		recorded
RF1b	f45v|f45v.5-f45v.11	M	f45v.9:1	f45v.9:4	qokom	f45v.9:2	cthy	patient	FOLLOWING	32	"{""axis"": ""thermal"", ""value"": ""warm""}"		recorded
RF1b	f106r|f106r.8-f106r.9	J	f106r.9:1	f106r.9:2	chol	f106r.9:3	qokain	patient	FOLLOWING	13	"{""axis"": ""thermal"", ""value"": ""hot""}"		recorded
RF1b	f106r|f106r.8-f106r.9	M	f106r.9:1	f106r.9:2	chol	f106r.9:3	qokain	patient	FOLLOWING	13	"{""axis"": ""thermal"", ""value"": ""hot""}"		recorded
